,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,June's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",,,B005V2DUP4,370        pp,4.17,"123,201","Jul 10, 2012","Jul 10, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Found myself bored reading this book (skimming eventually) and also feeling that I didn't trust a lot of her adviceFound myself bored reading this book (skimming eventually) and also feeling that I didn't trust a lot of her advice...more,Notes are private!,0,0,1,"Dec 25, 2018","Dec 26, 2018","Dec 24, 2018",,Kindle Edition,view (with text),/book/show/16003894-tiny-beautiful-things
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,nejma,"Waheed, Nayyirah*",,,B00L1Y64G8,180        pp,4.02,"5,955","Jun 16, 2014","Jun 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I definitely liked salt more than this one. Few really good ones but overall was either too short or repetitive.,Notes are private!,0,0,1,"Dec 23, 2018","Dec 25, 2018","Dec 23, 2018",,Kindle Edition,view (with text),/book/show/22653495-nejma
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,"Brown, Brené*",0812995848,9780812995848,0812995848,197        pp,4.13,"108,974","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Book recommended by my friend and manager, ""a front made of love and a black built of courage"" quoted by Brene Brown was something t**spoiler alert** Book recommended by my friend and manager, ""a front made of love and a black built of courage"" quoted by Brene Brown was something that consoled me couple months ago to speak up for myself in a courageous way. Checked out the book. Easy read. Lots of wisdom. Sometimes there isn't enough research to back up her points, but overall, I really appreciated her deep analysis into loneliness and social connection. Some memorable quotes :""art has the power to render sorrow beautiful, make loneliness a shared experience, and transform despair into hope"" ""Show up for collective moments of joy and pain so we can actually bear witness to inextricable human connection""Other key themes she touches on:- courage and vulnerability - loneliness and social connection- how hate can be easier than hurt and pain- productive conflict transformation - us vs them mentality / factions - boundaries, overcommitment, and overpromising ...more",Notes are private!,0,0,1,"Dec 21, 2018","Dec 22, 2018","Dec 21, 2018",,Hardcover,view (with text),/book/show/34565022-braving-the-wilderness
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hen Who Dreamed She Could Fly,"Hwang, Sun-mi",0143123203,9780143123200,0143123203,134        pp,3.99,"18,677",2000,"Nov 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2018",,Paperback,view,/book/show/17707648-the-hen-who-dreamed-she-could-fly
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Together: The Classic Exploration of Christian Community,"Bonhoeffer, Dietrich",0060608528,9780060608521,0060608528,122        pp,4.27,"29,066",1939,"Oct 25, 1978",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked the section on ministry. Couple insights here and there but no major takeaways for me,Notes are private!,0,0,1,"Dec 15, 2018","Dec 27, 2018","Dec 15, 2018",,Paperback,view (with text),/book/show/174845.Life_Together
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,B078VW3VM7,353        pp,4.41,"259,838","May 21, 2018","May 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book stressed me out and was horrifying. It confronted me (quite accurately) about the world I live in here at Silicon Valley.,Notes are private!,0,0,1,"Feb 05, 2019","Feb 09, 2019","Dec 13, 2018",,Kindle Edition,view (with text),/book/show/38799469-bad-blood
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unashamed,"Moore, Lecrae*",143368912X,9781433689123,143368912X,256        pp,4.39,"4,815","May 01, 2016","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I liked most about this book was his sincere account of his past and history and his honesty. I really liked learning about his journey. Aside frWhat I liked most about this book was his sincere account of his past and history and his honesty. I really liked learning about his journey. Aside from that, it was a bit harder for me to get into the book or some parts felt a bit drawn out (which often feels that way for me with memoirs). ...more",Notes are private!,0,0,1,Dec 2018,"Dec 10, 2018","Dec 12, 2018",,Hardcover,view (with text),/book/show/25802615-unashamed
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Compromising Redemption: Relating Characters in the Book of Ruth,"Fewell, Danna Nolan",0664251358,9780664251352,0664251358,141        pp,3.62,13,"Nov 01, 1990","Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book does a retelling of the book of Ruth that encompasses the writer’s interpretation of the character’s motives. The narrative is kind of funny.The book does a retelling of the book of Ruth that encompasses the writer’s interpretation of the character’s motives. The narrative is kind of funny.... makes the character seem a bit more sketchy than the noble version that is more familiar to us.Then it goes into an analysis of each character and their motivation behind their actions or their words. It was a short, easy read that offered a view not commonly expressed about this story. Often the book of Ruth is told with one vantage point, and this book offers an enriched version. I’m not sure I could agree with all of its points and interpretations but nonetheless, I enjoyed it. ...more",Notes are private!,0,1,1,"Dec 02, 2018","Dec 07, 2018","Dec 02, 2018",,Paperback,view (with text),/book/show/165691.Compromising_Redemption
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,615","May 01, 1989",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was surprised by how good this book was. - amazing 1st POV -- a biased POV that was entertaining - lots of interesting themes (following ""greatness""I was surprised by how good this book was. - amazing 1st POV -- a biased POV that was entertaining - lots of interesting themes (following ""greatness"" blindly, the meaning of dignity, justification, regrets)- left me heartbroken and sad. Moved me in a way that was refreshing ...more",Notes are private!,0,0,1,"Dec 25, 2018","Dec 29, 2018","Nov 28, 2018",,Paperback,view (with text),/book/show/28921.The_Remains_of_the_Day
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friday Black,"Adjei-Brenyah, Nana Kwame*",1328911241,9781328911247,1328911241,194        pp,4.06,"16,507","Oct 23, 2018","Oct 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Short stories (some were too violent for me!). I likedThe Finkelstein 5Zimmer LandFriday BlackLight spitterHow to sell a jacket as told by iceking,Notes are private!,0,0,1,"Mar 15, 2019","Mar 21, 2019","Nov 28, 2018",,Paperback,view (with text),/book/show/37570595-friday-black
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus and the Disinherited,"Thurman, Howard",,9780807010297,0807010294,102        pp,4.51,"5,793",1949,"Nov 30, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2019","Mar 29, 2019","Nov 27, 2018",,Paperback,view,/book/show/208180.Jesus_and_the_Disinherited
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,805",Mar 2004,"Aug 17, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is genius. I can't write a  without giving away too much but couple things...A book to be immersed in. Not to read during short breaksThis book is genius. I can't write a  without giving away too much but couple things...A book to be immersed in. Not to read during short breaks but to sit and relish in since it's hard to just pick up where you left off. Also, the first half takes a bit getting adjusted to with different writing styles. Take note of the details in the books that show connections between each stories. Take a step back and note the major themes and how they play out across different narratives and settings. Favorite stories: ""Letters from Zedelghem"" and ""An Orison of Sonmi-451""""The weak are meat the strong do eat"" ...more",Notes are private!,0,0,1,"Nov 27, 2018","Dec 22, 2018","Nov 23, 2018",,Paperback,view (with text),/book/show/49628.Cloud_Atlas
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,"Mayer, Jane",,,,464        pp,4.30,"25,232","Jan 19, 2016","Jan 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Horrifying. Almost as horrifying as Bad Blood.,Notes are private!,0,0,1,"May 06, 2019","May 16, 2019","Nov 17, 2018",,ebook,view (with text),/book/show/27833494-dark-money
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,159",Jan 1963,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2018",,Paperback,view,/book/show/6514.The_Bell_Jar
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Freedom Is a Constant Struggle: Ferguson, Palestine, and the Foundations of a Movement","Davis, Angela Y.",,,B011H51334,162        pp,4.44,"26,032","Aug 17, 2015","Jan 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really enjoyed the topics that were discussed but given the short nature of the essays, felt that some of it was repetitive. I also was left wanting mReally enjoyed the topics that were discussed but given the short nature of the essays, felt that some of it was repetitive. I also was left wanting more. ...more",Notes are private!,0,0,1,"Jul 07, 2020","Jul 21, 2020","Nov 17, 2018",,Kindle Edition,view (with text),/book/show/28696491-freedom-is-a-constant-struggle
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borderlands / La Frontera: The New Mestiza,"Anzaldúa, Gloria E.",1879960850,9781879960855,1879960850,312        pp,4.33,"12,313",1987,"Jun 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2018",,Paperback,view,/book/show/13427917-borderlands-la-frontera
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Gon' Be Alright: Notes on Race and Resegregation,"Chang, Jeff*",,,B01CCWZZ44,208        pp,4.25,"2,007","Sep 13, 2016","Sep 13, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5I liked the essays on vanilla cities (gentrification), in between-ness of Asian Americans, and lemonade (about Beyonce and intersectionality).",Notes are private!,0,0,1,"Mar 03, 2019","Mar 15, 2019","Nov 10, 2018",,Kindle Edition,view (with text),/book/show/31981218-we-gon-be-alright
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,224","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A 4.5 tearjerker,Notes are private!,0,2,1,"Mar 28, 2019","Apr 09, 2019","Nov 10, 2018",,Kindle Edition,view (with text),/book/show/34051011-pachinko
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,B06ZZ1YGJ5,360        pp,4.38,"185,858","Sep 28, 2017","Oct 03, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 19, 2019","Apr 07, 2019","Nov 09, 2018",,Kindle Edition,view,/book/show/36294636-why-we-sleep
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,the sun and her flowers,"Kaur, Rupi*",1449486797,9781449486792,1449486797,256        pp,4.09,"341,412","Sep 18, 2018","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Almost a 4. I definitely liked this book more than milk and honey. Milk and honey focuses on healing journey and relationships and being happy with onAlmost a 4. I definitely liked this book more than milk and honey. Milk and honey focuses on healing journey and relationships and being happy with oneself. It was definitely read at a time when I needed it. This book had a variety of themes. I loved the theme on immigration. Loving our parents. Embracing accents and who we are. Couple of the love ones were too lovey or quite funny. Definitely were moments where I read a poem having no idea what it was about until I saw an erotic drawing and made the connections. Took longer to read but much more enjoyable as a slow read. ...more,Notes are private!,0,0,1,Nov 2018,"Nov 26, 2018","Nov 01, 2018",,Paperback,view (with text),/book/show/35606560-the-sun-and-her-flowers
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Still Here: Black Dignity in a World Made for Whiteness,"Brown, Austin Channing",,,,185        pp,4.38,"70,036","May 15, 2018","May 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 12, 2018","Nov 13, 2018","Oct 31, 2018",,Hardcover,view,/book/show/35883430-i-m-still-here
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strength to Love,"King Jr., Martin Luther",0800614410,9780800614416,0800614410,160        pp,4.62,"3,869",1963,"Jan 01, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Respect this book. So much goodness here that's relevant then and now. Every sermon is convicting. I also realized how optimistic he was. I felt conflRespect this book. So much goodness here that's relevant then and now. Every sermon is convicting. I also realized how optimistic he was. I felt conflicted by this. (given current state of where we are, I can't say I'm similarly optimistic but do we have any choice but to have hope and not despair?) Perhaps that's his intent. Here are my favorite sermons and quotes. Sermons""A tough mind and a tender heart""""Transformed nonconformist""""A knock at midnight""""How should a Christian view communism?""""Pilgrimage to nonviolence"" Quotes""We preach comforting sermons and avoid saying anything from our pulpit that might disturb the respectable views of the comfortable members of our congregations"" p16""For the modern man, absolute right and absolute wrong are a matter of what the majority is doing. Right and wrong are relatively to likes and dislikes and the customs of a particular community."" p55""And those who have gone to the church to seek the bread of economic justice have been left in the frustrating midnight of economic privation"" p59""We are responsible human beings, not blind automatons; persons, not puppets"" p83""Nothing is more tragic than to be divorced from family, language, and roots"" p94""Normal fear motivates us to improve our individual and collective welfare; abnormal fear constantly poisons and distorts our inner lives"" p121""... We are gravely misled if we think the struggle will be won only by prayer"" p138""[Segregation] inflicts the segregated with a false sense of inferiority while confirming the segragator in a false estimate of his own superiority."" p149""Without love, benevolence becomes egotism and martyrdom becomes spiritual pride."" p153""The turn the other cheek and the love your enemies philosophies are valid, I felt, only when individuals are in conflict with other individuals; when racial groups and nation's are in conflict, a more realistic approach is necessary"" p159...more",Notes are private!,0,1,1,"Oct 30, 2018","Dec 02, 2018","Oct 30, 2018",,Paperback,view (with text),/book/show/52101.Strength_to_Love
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Short Stories by Jesus: The Enigmatic Parables of a Controversial Rabbi,"Levine, Amy-Jill",0061561010,9780061561016,0061561010,320        pp,4.00,"1,434","Apr 08, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Favorites:Lost sheep, lost coin, lost sonThe Good Samaritan The Pearl of a Great PriceThe Laborers in the VineyardThe Rich Man and Lazarus",Notes are private!,0,2,1,"Oct 30, 2018","Nov 16, 2018","Oct 30, 2018",,Hardcover,view (with text),/book/show/12187334-short-stories-by-jesus
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liturgy of the Ordinary: Sacred Practices in Everyday Life,"Warren, Tish Harrison",0830846239,9780830846238,0830846239,184        pp,4.33,"18,920","Nov 01, 2016","Nov 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would give this a 3.5. What I liked: I liked her writing style weaving in different theologians, and I did learn couple tidbits from this book (how I would give this a 3.5. What I liked: I liked her writing style weaving in different theologians, and I did learn couple tidbits from this book (how practices differed by different denominations, and she directly addressed some key issues with the church). I also liked the chapter “Eating Leftovers: word, sacrament, and overlooked nourishment”. This chapter talks specifically on consumerism and our lack of knowledge / gratitude towards what we consume. One of my favorite quotes: “And with anonymity and ingratitude comes injustice.”However, most of the chapters were repetitive (finding contentment, finding peace, finding rest, etc) which are all important but didn’t really convict me. The book was more of a way to reframe some concepts already familiar to me. I also disagreed with some of her theologies / her perspectives. ...more",Notes are private!,0,1,1,"Nov 10, 2018","Nov 25, 2018","Oct 28, 2018",,Paperback,view (with text),/book/show/30010106-liturgy-of-the-ordinary
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,225","Oct 15, 2007","Jul 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Really liked learning about his journey as a novelist. Also just enjoy his writing in general. The running parts were a bit boring / repetitive.,Notes are private!,0,0,1,"Nov 16, 2018","Nov 17, 2018","Oct 26, 2018",,Hardcover,view (with text),/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Eight Years in Power: An American Tragedy,"Coates, Ta-Nehisi",,,B01MT734OD,359        pp,4.39,"29,529","Oct 03, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solid 4. I really liked his personal stories for each essay he wrote. It’s long and dense. I would read this one essay a week instead of a deep focus Solid 4. I really liked his personal stories for each essay he wrote. It’s long and dense. I would read this one essay a week instead of a deep focus read. Here are some of the most memorable pieces for me. I chose these because I learned a lot from them:This is how we lost to the white manFear of a black presidentThe case for reparations ...more,Notes are private!,0,1,1,"Nov 13, 2018","Nov 23, 2018","Oct 26, 2018",,Kindle Edition,view (with text),/book/show/35265200-we-were-eight-years-in-power
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Adichie, Chimamanda Ngozi",,,,80        pp,4.51,"82,014","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2019","Feb 07, 2019","Oct 25, 2018",,Kindle Edition,view,/book/show/33961799-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",1400044162,9781400044160,1400044162,433        pp,4.34,"158,883","Sep 12, 2006","Sep 12, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2018","Nov 10, 2018","Oct 22, 2018",,Hardcover,view,/book/show/18749.Half_of_a_Yellow_Sun
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy: A Story of Justice and Redemption,"Stevenson, Bryan",,,,352        pp,4.63,"231,577","Oct 21, 2014","Oct 21, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2019","Jan 02, 2019","Oct 22, 2018",,Kindle Edition,view,/book/show/23418947-just-mercy
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2018",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,777","Apr 10, 1925",1925,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2018",,Paperback,view,/book/show/4671.The_Great_Gatsby
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,793","Jul 16, 1951","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2018",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Acts,Han Kang,1101906723,9781101906729,1101906723,218        pp,4.22,"32,059","May 19, 2014","Jan 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some confusing parts (when you get confused about different characters and how they weave into each other’s storylines) but overall it’s beaThere are some confusing parts (when you get confused about different characters and how they weave into each other’s storylines) but overall it’s beautifully written and some parts of the book brought me to tears. It is also highly accurate, and I learned a lot and did some extra research on the history related to the book. Also, not a pleasant read (disturbing parts), so I don’t recommend reading it while eating....more",Notes are private!,0,2,1,"Nov 13, 2018","Nov 23, 2018","Oct 21, 2018",,Hardcover,view (with text),/book/show/30091914-human-acts
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt,"Waheed, Nayyirah*",,,,251        pp,4.25,"24,034","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 21, 2018","Oct 31, 2018","Oct 21, 2018",,Paperback,view,/book/show/18585282-salt
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,515","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 06, 2019","Jan 15, 2019","Oct 21, 2018",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",,,,73        pp,3.88,"2,546,805","Feb 25, 1937","Sep 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2018","Jan 02, 2019","Oct 21, 2018",,Kindle Edition,view,/book/show/8136985-of-mice-and-men
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,625","Jun 08, 1949","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2019","May 07, 2019","Oct 21, 2018",,Kindle Edition,view,/book/show/40961427-1984
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,585","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Best audiobook experience,Notes are private!,0,3,1,"Mar 18, 2019","Mar 26, 2019","Oct 21, 2018",,Hardcover,view (with text),/book/show/29780253-born-a-crime
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to Envy: Ordinary Lives in North Korea,"Demick, Barbara*",,,B002ZB26AO,338        pp,4.45,"86,699","Dec 29, 2009","Dec 29, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 21, 2020","Oct 20, 2018",,Kindle Edition,view,/book/show/40604846-nothing-to-envy
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,471","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2018","Apr 30, 2018","Oct 20, 2018",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthem,"Rand, Ayn",0452281253,9780452281257,0452281253,105        pp,3.62,"155,680",May 1938,"Dec 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 20, 2018",,Paperback,view,/book/show/667.Anthem
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,879",Sep 2002,"Jan 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mixed feelings... His books are page turners and I love how he can produce so many different types of emotions in me as a reader (also how this whole Mixed feelings... His books are page turners and I love how he can produce so many different types of emotions in me as a reader (also how this whole book is a metaphor). I always get a hint of pretentiousness in his characters that irk me along with some parts being extremely profound while other parts being way too wordy. ...more,Notes are private!,0,1,1,"Jan 22, 2019","Jan 29, 2019","Oct 20, 2018",,Paperback,view (with text),/book/show/4929.Kafka_on_the_Shore
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inferno,"Alighieri, Dante",0812970063,9780812970067,,490        pp,4.02,"182,092",1320,"Dec 09, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 20, 2018",,Paperback,view,/book/show/15645.Inferno
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",,,B003XT603Q,384        pp,4.01,"602,011","Sep 04, 1987","Aug 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2019","Jan 19, 2019","Oct 20, 2018",,Kindle Edition,view,/book/show/9123099-norwegian-wood
