,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ronald's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Stole the American Dream?,"Smith, Hedrick",1400069661,9781400069668,1400069661,592        pp,4.20,841,"Sep 11, 2012","Sep 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/13331153-who-stole-the-american-dream
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Russia House,"le Carré, John",0743464664,9780743464666,0743464664,368        pp,3.91,"24,866","May 22, 1989","Jan 20, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Paperback,view,/book/show/270521.The_Russia_House
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Delicate Truth,"le Carré, John",067092279X,9780670922796,067092279X,320        pp,3.83,"12,561","Apr 25, 2013","Apr 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the things I love about le Carre' is the sense of characters lost in a bureaucratic labyrinth, and the reader is just as confused as they are, One of the things I love about le Carre' is the sense of characters lost in a bureaucratic labyrinth, and the reader is just as confused as they are, at least for awhile. The downside of this theme is that all can seem hopeless and doomed. In A Delicate Truth, le Carre' gives us a feel for the human in the labyrinth--the person, with a family, a wife, a retirement. It's a more personal, thus perhaps even more real for us. An excellent read by one of the masters....more",Notes are private!,0,0,1,not set,"Aug 19, 2013","Dec 13, 2013",,Hardcover,view (with text),/book/show/16167080-a-delicate-truth
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Land Gone Lonesome: An Inland Voyage Along the Yukon River,"O'Neill, Daniel T.",158243364X,9781582433646,158243364X,272        pp,4.05,88,2006,"Jun 26, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Paperback,view,/book/show/1386225.A_Land_Gone_Lonesome
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frozen in Time: An Epic Story of Survival and a Modern Quest for Lost Heroes of World War II,"Zuckoff, Mitchell*",0062133438,9780062133434,0062133438,391        pp,3.97,"11,865","Apr 23, 2013","Apr 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/16248142-frozen-in-time
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pauline Kael: A Life in the Dark,"Kellow, Brian",0670023124,9780670023127,0670023124,432        pp,3.74,433,"Oct 27, 2011","Oct 27, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/11376194-pauline-kael
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norman Mailer: A Double Life,"Lennon, J. Michael",1439150192,9781439150191,1439150192,960        pp,4.03,158,"Oct 15, 2013","Oct 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 21, 2013","Feb 15, 2014","Nov 21, 2013",,Hardcover,view,/book/show/17571575-norman-mailer
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harlot's Ghost,"Mailer, Norman",0345379659,9780345379658,0345379659,"1,191        pp",3.87,"2,395","Oct 02, 1991","Sep 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 21, 2013",,Paperback,view,/book/show/381365.Harlot_s_Ghost
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",0486264645,9780486264646,0486264645,72        pp,3.43,"513,034",1899,"Jul 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2013","Nov 21, 2013","Oct 27, 2013",,Paperback,view,/book/show/117837.Heart_of_Darkness
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mexico Set        (Bernard Samson, #2)","Deighton, Len",0345314999,9780345314994,0345314999,408        pp,4.08,"8,361",1984,"Dec 12, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Mass Market Paperback,view,/book/show/386254.Mexico_Set
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Most Wanted Man,"le Carré, John",1416594884,9781416594888,1416594884,323        pp,3.54,"13,362",2008,"Oct 07, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Hardcover,view,/book/show/3281277-a-most-wanted-man
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0552135399,9780552135399,0552135399,637        pp,4.24,"320,907","Mar 28, 1989",1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/4473.A_Prayer_for_Owen_Meany
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,415","Sep 26, 2006","Oct 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Hardcover,view,/book/show/6288.The_Road
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,795",Aug 2005,"Sep 23, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Hardcover,view,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the White City,"Larson, Erik*",0739303406,9780739303405,0739303406,15        pp,4.00,"682,605","Feb 11, 2003","Feb 11, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Audio Cassette,view,/book/show/21996.The_Devil_in_the_White_City
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lonesome Dove        (Lonesome Dove, #1)","McMurtry, Larry",067168390X,9780671683900,067168390X,960        pp,4.53,"190,851",1985,"Oct 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Mass Market Paperback,view,/book/show/256008.Lonesome_Dove
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,632","Apr 10, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/4671.The_Great_Gatsby
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shiloh,"Foote, Shelby",0679735429,9780679735427,0679735429,240        pp,4.10,"5,334",1952,"Apr 09, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/764255.Shiloh
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,733","Jan 01, 1997","Aug 31, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/10920.Cold_Mountain
