,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,William's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Daughters of Eve: The Science That Reveals Our Genetic Ancestry,"Sykes, Bryan",0393020185,9780393020182,0393020185,320        pp,4.00,"7,271","Jan 01, 2001","Jul 17, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very interesting book that does damage to any lingering ideas of racial superiority. By genetic testing of thousands of people, Sykes has shThis is a very interesting book that does damage to any lingering ideas of racial superiority. By genetic testing of thousands of people, Sykes has show that everyone of European extraction can trace his or her ancestry to just seven women who lived between 10 and 45 thousand years ago. Not only that, but DNA testing and archeology have shown that we are all Africans at the core. All I could think of while reading this is that so much blood has been spilled because one man thinks he's superior to another when there is no scientific basis for it at all. I think the book slowed a bit in the middle and his description of the lives of the seven women are the root of our ancestry was a bit speculative for a scientific work. But I enjoyed reading it. The actual science of DNA is unbelievably fascinating. ...more",Notes are private!,0,1,1,not set,"Mar 05, 2011","Mar 11, 2011",,Hardcover,view (with text),/book/show/222637.The_Seven_Daughters_of_Eve
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West of Here,"Evison, Jonathan*",1565129520,9781565129528,1565129520,486        pp,3.37,"2,787","Feb 07, 2011","Feb 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a flawed novel from a very good writer. I have trouble understanding what he was getting at in writing it. It's sort of a history of a place cThis is a flawed novel from a very good writer. I have trouble understanding what he was getting at in writing it. It's sort of a history of a place called Port Bonita in the far northwest corner of the US. Part of the story takes place in 1889/90. The rest takes place in 2006. The story isn't told as a normal progression - rather, he jumps between the two periods, telling fragments of stories at each jump. The stories involve a large cast of characters. The major flaw with this method of storytelling is that you never really have time to fully engage with the characters. And it's not always clear what one set of characters have to do with another. There is only one character in the modern part who can claim to be a direct descendant of a major character from the earlier part. The stories from all the different times and people are usually interesting, which leads me to think that this would have been a much better project if the author had written it as a series of connected short stories. In that case WE would have managed the connections and not had to struggle with figuring out what the author's connections were. Well written, but confusing....more",Notes are private!,0,10,1,not set,"Feb 28, 2011","Mar 05, 2011",,Hardcover,view (with text),/book/show/7865197-west-of-here
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coldest Winter: America and the Korean War,"Halberstam, David",1401300529,9781401300524,1401300529,734        pp,4.21,"8,728","Jan 01, 2007","Sep 25, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very good book, indeed. It's a history of the Korean War, but in the hands of a writer like Halberstam it becomes much more. It chronicles hThis is a very good book, indeed. It's a history of the Korean War, but in the hands of a writer like Halberstam it becomes much more. It chronicles how domestic politics and influences can direct events in a way none of the participants can imagine. In 1948 Mao defeated the nationalist Chinese and took over China. At the time the Democrats had been in power for almost 20 years and the Republicans were desperate. They used the 'loss' of China as a wedge against the Truman administration. This was driven mostly by the China Lobby, which was made up of people whose only contact with China was from the description of missionaries who painted a idealistic picture of a nation dying to become Christian. Add to this the complimentary charge that the Truman administration was 'soft' on Communism and you have the stage set for the McCarthy hearings and a terrible war against Communism that killed thousands of young Americans and hundreds of thousands of young Chinese.This is history at it's very best. The forces that led to Korea also led to Vietnam and even to Iraq. What we saw in 1950 is what we are seeing today in our national politics. None of it was good for our country then and none of it is good now.What a shame Halberstam was killed in an auto accident. He could have shown us so much more. ...more",Notes are private!,0,1,1,not set,"Feb 20, 2011","Feb 20, 2011",,Hardcover,view (with text),/book/show/448135.The_Coldest_Winter
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition","Twain, Mark",0520267192,9780520267190,0520267192,736        pp,3.80,"8,589","Nov 15, 2010","Nov 15, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was an enormous disappointment. It has to go down as the worst job of editing I have ever run across. Twain, late in life, attempted to writThis book was an enormous disappointment. It has to go down as the worst job of editing I have ever run across. Twain, late in life, attempted to write his biography a number of times. Evidently he eventually managed to complete one and you would expect that to be the one presented here. But it is not. Instead we have fragments of all his attempts. At one point early on he starts what appears to be a real biography by commenting on his ancestors, but this also soon ends and he starts off on another attempt that starts at the end of his career and describes in excruciating detail a trip to Italy and various problems he had on various speaking tours. By this time I was so fed up I gave up on the book, which is a rare thing for me. Twain in his old age become a bitter old man. Everyone knows that. I don't want to read about that part of his life. It want to follow his youth, the years when he was being formed and finding his voice. Maybe this book eventually got to that part of his story, but I could not wade through the boredom long enough to get to it. What a shame. Twain may be out greatest writer. It does not show here....more",Notes are private!,0,0,1,not set,"Feb 10, 2011","Feb 20, 2011",,Hardcover,view (with text),/book/show/8192278-autobiography-of-mark-twain-volume-1
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Dorrit,"Dickens, Charles",,,,"1,021        pp",4.00,"47,832",1857,"Sep 25, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you want a great read, read Dickens. So many people put him off because the books a fat, too wordy, too OLD. Ah, you know not what you miss. I haveIf you want a great read, read Dickens. So many people put him off because the books a fat, too wordy, too OLD. Ah, you know not what you miss. I have read all of Dickens and loved every one. This is one of my favorites. ...more",Notes are private!,0,0,1,not set,"Mar 16, 1998","Jan 27, 2011",,Paperback,view (with text),/book/show/31250.Little_Dorrit
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beast in the Jungle,"James, Henry",1419153765,9781419153761,1419153765,48        pp,3.62,"4,794",1903,"Jun 17, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Continuing on with Henry James. This is a very short work. It's about a man who is convinced that something great is in store for him. This knowledge Continuing on with Henry James. This is a very short work. It's about a man who is convinced that something great is in store for him. This knowledge affects his entire life. Only one other person knows of his great secret, a girl he meets by chance on a trip to Italy. They become friends and over the years she helps him watch for his great moment to arrive.In a way the book is a bit predictable and it also seems to me a bit amateurish, as it was written by a first year English major. James, as always, is difficult in his prose, but there are moments, especially toward the end of the book when his friend realizes what his great moment must be, that you see the power of his work.Maybe I'll become a fan in the long run. You must have patience with some authors....more",Notes are private!,0,0,1,not set,"Jan 26, 2011","Jan 27, 2011",,Paperback,view (with text),/book/show/517570.The_Beast_in_the_Jungle
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,531","Jan 19, 2010","Jan 19, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I usually avoid celebrity memoirs. I find they are either vapid or lame excuses for justification. This one sparked my interest when I heard Patti SmiI usually avoid celebrity memoirs. I find they are either vapid or lame excuses for justification. This one sparked my interest when I heard Patti Smith interviewed on NPR. When it won the National Book Award I decided I'd give it a try. And I am very glad I did because it's an excellent book. First of all, it is beautifully written. Smith was a poet before she became a rocker and it clearly shows in the prose. The story recounts her friendship/affair with Robert Mapplethorpe - when they were just kids. They met by chance when she was eighteen and he, I think, twenty. They remained close until he died of Aids in his forties. I found two things remarkable in the story. First, her utter innocents when she headed off to New York to become an artist, pretty must without a dime. This was in the late sixties and New York was not a very safe place. The other thing that impressed me was that she managed to fit in with art scene and came to know almost everyone of note in that time of drugs and rock and roll. It's mostly the story of somehow getting by with almost no money until the breaks came. Of course, she fit in because she was smart and talented. Its the feeling of floating along with the tide and the wistfulness of memory that make the book flow. Mapplethorpe became the bad boy of art and is pretty much remembered for the terrible photographs he produced. This books redeems him somewhat without hiding the strange daemons that drove him. S&M and gay life were one of his subjects, but flowers were another. There are times toward the end of the book when it almost feels like she is name dropping, but I think she was just trying to fit everyone in. ...more",Notes are private!,0,0,1,not set,"Jan 25, 2011","Jan 27, 2011",,Hardcover,view (with text),/book/show/341879.Just_Kids
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ambassadors,"James, Henry",0140432337,9780140432336,0140432337,528        pp,3.64,"12,445","Sep 24, 1903","Mar 03, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've decided to read Henry James. He's considered one of our greatest writers, after all. Up until now I've found him almost impenetrable. But I've d I've decided to read Henry James. He's considered one of our greatest writers, after all. Up until now I've found him almost impenetrable. But I've decided to try. This is the first in the eight books I've chosen. Two impressions came to mind as I was reading. One was remembering as a young man my friends telling me I just had to meet these certain people who were oh so interesting and advanced. Meeting them never lived up to expectations. They were always just ordinary - or worse utter bores full of themselves. The other impression was of a group of teenage girls gossiping endlessly about their friends, squealing wildly about every factor of their lives. Both of these impressions are probably unfair to James. The story in question concerns a man who is sent to Paris to 'rescue' the son of a leading Massachusetts family who has fallen into the clutches of a French woman. The hero, a staid 58 year old, soon finds himself falling into the clutches of Paris itself. And he finds the son much improved by his relationship with a married countess. Of course, in James' time there was no talk of sex in novels - and more than likely none period. He has to sort of beat around the bush about what is really going on. I would think at the time this must have been a rather shocking novel. The problem with it is that there is too much beating around the bush. I think the story could have been told in half as many words. The ironical part is that as I waded through the squealing gossip and gave the 'oh so very interesting people' the benefit of the doubt, I actually began to LIKE the book. It was a struggle, however.  I'll keep you posted on how I do with the rest of the list. ...more",Notes are private!,0,5,1,not set,"Jan 20, 2011","Jan 20, 2011",,Paperback,view (with text),/book/show/775366.The_Ambassadors
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reading Obama: Dreams, Hope, and the American Political Tradition","Kloppenberg, James T.",0691147469,9780691147468,0691147469,320        pp,3.84,143,"Jan 01, 2010","Oct 31, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not a book I would have chosen - it was a gift. But it turns out I enjoyed it very much. Kloppenberg is the chair of the history department atThis is not a book I would have chosen - it was a gift. But it turns out I enjoyed it very much. Kloppenberg is the chair of the history department at Harvard. The intent of the book is to understand how Obama thinks and why he thinks the way he does. Of course, the focus of the book is the president, but most if it, and indeed the best part, deals with the turmoil of thought that broiled around Harvard when Obama was a student there. The law department and philosophy departments were wrestling with the opposing ideas of pragmatism and a 'scientific' view of human behavior that said that if we could only understand it we could fashion an ideal world. Obama came down solidly on the side of pragmatism, the idea that we do best to settle for what can be done. Kloppenberg show that the entire history of our country is built on the idea of opposing forces coming together to get things done by compromise. This is why the president cannot move away from trying to compromise with people who refuse to budge.Whatever political persuasion you fall under, I think you'll find this been very interesting - as a history of our political process as well as an insight into the man in the white house....more",Notes are private!,0,0,1,not set,"Jan 08, 2011","Jan 20, 2011",,Hardcover,view (with text),/book/show/8386948-reading-obama
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matterhorn,"Marlantes, Karl",0979528534,9780979528538,0979528534,663        pp,4.25,"43,526","Mar 23, 2010","Apr 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unlike my last  - of Unbroken - this is a true down and dirty war novel about Vietnam. I've read where Karl Marlantes spent 30 years writing it.Unlike my last  - of Unbroken - this is a true down and dirty war novel about Vietnam. I've read where Karl Marlantes spent 30 years writing it. I don't think the time was wasted. I am not a Vietnam veteran, but my guess is that this is the closest you could ever come of seeing what it was like to fight in the war. The detail is incredible. And it is just about fighting. There's no love story, no breaks of any kind. It's a relentless slog through the mountainous jungle around a hill named Matterhorn. The pointlessness of it is clearly show, but there is no preaching in this book and no John Wayne heroics. It's about teenage and twenty-something young men being asked to do something that goes against all common sense and covers every emotion that can be extracted from such a situation. I think this book is a sleeper. I think it will go down as one of great war novels. It's like a long video of being there. It's absorbing, but you can't put it down without asking yourself why on earth we do this to ourselves....more",Notes are private!,0,5,1,not set,"Jan 03, 2011","Jan 05, 2011",,Paperback,view (with text),/book/show/6411016-matterhorn
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seabiscuit: An American Legend,"Hillenbrand, Laura",0345465083,9780345465085,0345465083,457        pp,4.22,"162,758","Jun 30, 1999","Jul 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 05, 2011",,Mass Market Paperback,view,/book/show/110737.Seabiscuit
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,796","Nov 16, 2010","Nov 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book that may not appeal to everyone. It's about a young man named Louie Zamperini who had a great future as an Olympic runner until WWII caThis is a book that may not appeal to everyone. It's about a young man named Louie Zamperini who had a great future as an Olympic runner until WWII caught him up and put him in a plane bombing islands in the Pacific. As the subtitle attests, it's a story of survival. His plane crashes in the ocean and he is eventually taken prisoner and sent to a prison camp in Japan. What he went through and how on earth he survived makes a story almost impossible to put down. As she did with Seabiscuit, Ms Hillenbrand makes you feel as if you are in plane with Louie and slowly starving to death in the prison camp. The material seems dark and tragic, but it is really the opposite. Louie's story shows the resilience of the human spirit. It is not really a war story, although it's obviously about the war. My wife loved it as much as I did. Give it a try it you are looking for something different to read. Great book....more",Notes are private!,0,1,1,not set,"Dec 19, 2010","Jan 05, 2011",,Hardcover,view (with text),/book/show/8664353-unbroken
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",1400068932,9781400068937,1400068932,359        pp,3.90,"141,221",2010,"Mar 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best novel I've read this year. I loved it and was sorry to finish it. It's a love story between a sixty-nine year old retired army Major This is the best novel I've read this year. I loved it and was sorry to finish it. It's a love story between a sixty-nine year old retired army Major and a Pakistani woman in a small English village. It seems an unlikely theme for a love story, but it is so well written and so dead on as far as describing the modern world that you end up cheering for the Major. You visualize the scene so clearly and know the characters so well, it's as if you lived in Sussex your whole life. I cannot recommend it highly enough. ...more",Notes are private!,0,1,1,not set,"Dec 14, 2010","Dec 14, 2010",,Hardcover,view (with text),/book/show/6643090-major-pettigrew-s-last-stand
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,"Holmes, Richard",0007149522,9780007149520,0007149522,380        pp,3.97,"9,510","Oct 01, 2008","Jul 14, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like this book a lot. It's a history of what the author calls 'Romantic Science' in that it cover the years after the great discoveries of Newton anI like this book a lot. It's a history of what the author calls 'Romantic Science' in that it cover the years after the great discoveries of Newton and Hook and deals with the very earliest inroads of real professional scientists. This was before they were called 'scientists'. When the name was proposed it was rejected because it sounded too much like atheist. The author it an expert on the Romantic poets and blends the views of Coleridge and the Shelly's into the history. Coleridge was a great friend of Humphrey Davy and was really involved with a lot of the thinking of the age. The book describes the science, but also gives biographies of the great scientists of the age. Well worth the read....more",Notes are private!,0,0,1,not set,"Dec 07, 2010","Dec 14, 2010",,Hardcover,view (with text),/book/show/4371507-the-age-of-wonder
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samuel Pepys: The Unequalled Self,"Tomalin, Claire",0375725539,9780375725531,0375725539,528        pp,3.88,"4,201","Nov 14, 2002","Nov 11, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an excellent biography of a very interesting man. Pepys - pronounced 'Peeps' - is remembered in history as the perhaps greatest diarist who evThis is an excellent biography of a very interesting man. Pepys - pronounced 'Peeps' - is remembered in history as the perhaps greatest diarist who ever lived. He kept a secret diary in shorthand and in it recorded all that he saw, felt, and did for ten years from his mid twenties to his mid thirties. He was the son of a modest tailor, but is brilliance was obvious from a young age and he he was helped to an education and a career by a rich cousin. He lived from the time of Oliver Cromwell to to the reign of William and Mary - roughly the second half of the 17th century. A well a being a great diarist he was also a brilliant administrator and is credited with helping at the birth of the modern British navy.However, it is diary that claims his place in history. He wrote it warts and all and was not the least bit sparing about his lusts and vices - he was perhaps the first person to do a creditable self analysis. That and the fact that saw Charles I executed and knew Issac Newton and Christopher Wren and Robert Boyle and Robert Hook along with a great many kings and princes makes his diary a valuable storehouse of history. He wrote about the great London fire and the plague years. He was interested in everything and everyone and stuffed it all in his great diary.Clair Tomalin does a great job of extracting his life from the diary as well as filling in the times before and after is was written. You see old Samuel as a real person who fought tooth and nail with the wife he loved dearly as he slyly fondled the maid who combed his hair in the morning. He was no saint but he was not a great sinner either. He was a man of his time and it was, indeed, a very turbulent and interesting time....more",Notes are private!,0,4,1,not set,"Nov 12, 2010","Nov 14, 2010",,Paperback,view (with text),/book/show/333295.Samuel_Pepys
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Home: A Short History of Private Life,"Bryson, Bill",0767919386,9780767919388,0767919386,497        pp,3.98,"93,799","May 27, 2010","Oct 05, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very hard book to categorize. Ostensibly, it's a description of the author's home in England, but that really doesn't cover it. All I could This is a very hard book to categorize. Ostensibly, it's a description of the author's home in England, but that really doesn't cover it. All I could think of as I was reading it was a great conversation. If we went to his home - an English parsonage built in 1851 - for dinner we would, of course, talk about the house, but like all really great conversation the talk would ramble off in every direction with stories that had nothing to do with this particular house or houses in general for that matter only to touch base again and ramble of in another direction. That a discussion of English parsonages could cover the building of the Erie canal and the use of children in coal mines is not something usually found in history books - but can be found in a great dinner conversation. The fact that it is so rambling and disjointed caused one er on Amazon to give it a one star rating. Poor man. He missed the point. Try a little more wine and enjoy the conversation. I loved the book!...more",Notes are private!,0,66,1,not set,"Oct 27, 2010","Oct 27, 2010",,Hardcover,view (with text),/book/show/7507825-at-home
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Palace,"Ghosh, Amitav",0375758771,9780375758775,0375758771,486        pp,4.00,"26,303",2000,"Feb 12, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good, old fashioned novel - a huge multi-generational tale of love and war, poverty and fortune, empire, bigotry, and loyalty. It starts in This is a good, old fashioned novel - a huge multi-generational tale of love and war, poverty and fortune, empire, bigotry, and loyalty. It starts in 1885 and ends in the 1990's. It takes place in India, Burma, and Malaysia. It starts in Rangoon with an eleven year old watching the English invade and conquer Burma. It ends with his Indian granddaughter putting the final pieces of her family history together in Mayamar. Through it all is the theme of the end of the British Empire with a particular focus on the effect the empire had on the people subjected by it. It describes the ambivalence people had concerning the empire, because it brought a lot of good along with the bad.I loved this book and regret that it could not have been written by an American. Most American novels today wallow in self-pity and angst. This is a story of real people struggling to get by....more",Notes are private!,0,2,1,not set,"Oct 18, 2010","Oct 19, 2010",,Paperback,view (with text),/book/show/77103.The_Glass_Palace
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,692",1818,2003,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Frankenstein is a great classic. I think this is more because of what it represents than for the book itself. The book itself is qui**spoiler alert** Frankenstein is a great classic. I think this is more because of what it represents than for the book itself. The book itself is quite dreadful. Frankenstein has been greatly helped by the many movies and Halloween costumes devoted to the character. Mary Shelley wrote at the height of Romanticism and the book is a sort of example of it's extremes. For instance, the monster tells of his pain with very elegant prose (as if he came from Eaton rather than a cemetery). What the book represents is a backlash against science, which, with the industrial revolution, was transforming Mary Shelley's world. The landed gentry saw the rise of industrial wealth as an invasion of the vulgar into their refined drawing rooms. The non-landed were supposed to know their place. The ugliness of the monster represents the ugliness of the new world order. Dr. Frankenstein's sin is that he created his new order through science. For all the overblown writing and the longing for nature, what turned me against it was that I sympathized more with the monster than with Dr. Frankenstein. All the poor monster wants is a companion like himself and he will go away. Frankenstein will have none of that! No more factories! This rejection by the good doctor sets the stage for desolation. A book we should perhaps all read. But quite dreadful for all that. (Nineteenth century science did far more for the world than Britain's landed gentry ever did)...more",Notes are private!,0,0,1,not set,"Oct 05, 2010","Oct 06, 2010",,Paperback,view (with text),/book/show/18490.Frankenstein
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Enquiry Concerning Human Understanding,"Hume, David",1420926993,9781420926996,1420926993,96        pp,3.93,"20,412",1748,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Continuing with David Hume. The Enquiry is one of the most influential philosophy books of all time. In it Hume argues that everything we know is baseContinuing with David Hume. The Enquiry is one of the most influential philosophy books of all time. In it Hume argues that everything we know is based on out senses and experience. And, more importantly, if we do not experience something through our senses it cannot exist. Obviously, this has huge ramifications to religion. Hume was such a great writer that this book is very easy to read. Philosophy is not for everyone, but if you wonder about the deep questions of our existence, Hume is a good place to start....more",Notes are private!,0,1,1,not set,"Sep 29, 2010","Oct 06, 2010",,Paperback,view (with text),/book/show/130119.An_Enquiry_Concerning_Human_Understanding
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Star Island        (Skink, #6)","Hiaasen, Carl*",0307272583,9780307272584,B004KFUILC,337        pp,3.54,"20,106",2010,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A few years ago I read Skinny Dip, which was a best seller for Hiaasen. I liked it so much I have picked up each of his books since. I don't think andA few years ago I read Skinny Dip, which was a best seller for Hiaasen. I liked it so much I have picked up each of his books since. I don't think and of them have been as good as Skinny Dip. His books seem to be getting more exaggerated, if that is a good description. The characters are more extreme, the plots a little less believable. Yet, he is always very entertaining, as he was in this one.This one deals with a gross paparazzi following a no talent Brittany Spears type character who has a look alike double who fills in for her when she's drugged out. Fast moving, often humorous, I liked it....more",Notes are private!,0,0,1,not set,"Sep 26, 2010","Sep 26, 2010",,Loose Leaf,view (with text),/book/show/7908638-star-island
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dialogues Concerning Natural Religion / The Natural History of Religion,"Hume, David",0192838768,9780192838766,0192838768,256        pp,4.04,"1,045",1757,"Jan 28, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have decided to read David Hume. Dialogues Concerning Natural Religion is the first work in the anthology I bought even though it was one of the lasI have decided to read David Hume. Dialogues Concerning Natural Religion is the first work in the anthology I bought even though it was one of the last things he wrote. Hume is one of the easier philosophers to read - his writing is clear and precise. That is not so say that he is light - he is one of the most influential philosophers of the modern era. This work is posed as a dialog between three friends who attempt to determine the place of religion in the education of the young man who is narrating the dialog. It gets into the nature of God, how man can know God, and the influence of God in the life of man. Hume was a great and famous skeptic, but in this work he comes to the conclusion that religion is valuable as a moral guide to man however tenuous it claims. I'm sure that this work was very controversial in its day. ...more",Notes are private!,0,0,1,not set,"Sep 20, 2010","Sep 26, 2010",,Paperback,view (with text),/book/show/80315.Dialogues_Concerning_Natural_Religion_The_Natural_History_of_Religion
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Greene, Brian",0375708111,9780375708114,0375708111,425        pp,4.09,"97,714","Feb 01, 1999","Feb 29, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very good book on a very complex subject. String theory is the latest way physicists are trying to connect relativity theory with quantum meThis is a very good book on a very complex subject. String theory is the latest way physicists are trying to connect relativity theory with quantum mechanics. Most people are familiar with relativity theory. Greene gives the best description of it I have ever read. Quantum mechanics is the other side of physics. Where relativity theory tries to explain the workings of the greater universe, quantum mechanics tries to explain the working of atoms. The two views of the universe - the very large and the very small - should fit into the same theoretical framework. Unfortunately they don't reconcile. String theory is the latest attempt to come up with one grand theory that explains both the large and the small while keeping relativity theory and quantum mechanics in place.This sounds too complex for words, but Greene makes it all very understandable and clear. At least until he gets into multi-dimensional strings, which only the most fervent can understand. This is all, of course, based on mathematics (he describes one physicist who has an equation 1000 pages long!) but the only equation given in the book is E=mc squared, which we've all seen before. Most of his examples of what's going on are based on everyday things. A very good book that will make you appreciate what you see when you look up at the stars and down at your hand. ...more",Notes are private!,0,0,1,not set,"Sep 16, 2010","Sep 18, 2010",,Paperback,view (with text),/book/show/771.The_Elegant_Universe
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Fang,"London, Jack",0439236193,9780439236195,0439236193,252        pp,4.02,"189,943",May 1906,"Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second Jack London book in short order (they were free on the Kindle, so why not). The first, The Call of the Wild, was terrific and this iThis is my second Jack London book in short order (they were free on the Kindle, so why not). The first, The Call of the Wild, was terrific and this is just as good. It's much longer and more involved. It tells a similar story about a dog/wolf born in the wild, who gets involved with humans and becomes domesticated. You will not be able to put it down. It makes you want to get a dog.I would like to read a thorough analysis of this story because I think London is making a social statement about society though the trials and tribulations of White Fang. London was a Socialist and firmly believed that society was unjust and controlled too strongly by the powerful. White Fang's journey is that of the most downtrodden of humans and is only redeemed by a social order of respect and love. ...more",Notes are private!,0,1,1,not set,"Sep 11, 2010","Sep 13, 2010",,Mass Market Paperback,view (with text),/book/show/43035.White_Fang
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extraordinary Popular Delusions & the Madness of Crowds,"Mackay, Charles",1411428595,9781411428591,,656        pp,3.82,"4,688",1841,"Sep 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was an extraordinary disappointment. It's a history of the delusions that sweep entire cultures - like the idea that house prices will contiThis book was an extraordinary disappointment. It's a history of the delusions that sweep entire cultures - like the idea that house prices will continue to go up forever and that banks can mortgage houses to people who can't afford them and avoid the risk by packaging said mortgages and selling them off as investments. In this case he tells the story of how, for instance, the Dutch once got so deluded by tulips that they traded individual bulbs at prices in the thousands of dollars. Everyone thought they would get rich because the prices would never stop going up no matter how ridiculous things got. The stories in the book are interesting, but the book is written in such an ironic manner that it jars on you nerves after a while. And it's disappointing because he never attempts to explain what led to the delusion or why such a thing would happen. Should have been much better....more",Notes are private!,0,1,1,not set,"Sep 06, 2010","Sep 13, 2010",,ebook,view (with text),/book/show/7093701-extraordinary-popular-delusions-the-madness-of-crowds
