,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Piper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dry        (Aaron Falk, #1)","Harper, Jane*",,,,336        pp,4.06,"239,203","Nov 08, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thriller audiobook silliness, fun times",Notes are private!,0,0,1,"Dec 14, 2022","Dec 17, 2022","Dec 14, 2022",,Kindle Edition,view (with text),/book/show/27824826-the-dry
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Bad Ever Happens Here,"Rose, Heather*",1761066323,9781761066320,1761066323,256        pp,3.96,"1,500","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5I enjoyed reading this book, and I would recommend it to others, but my own lack of spirituality made it difficult to connect fully with Rose’s sto3.5I enjoyed reading this book, and I would recommend it to others, but my own lack of spirituality made it difficult to connect fully with Rose’s story....more",Notes are private!,0,3,1,"Dec 05, 2022","Dec 07, 2022","Dec 05, 2022",,Paperback,view (with text),/book/show/62979490-nothing-bad-ever-happens-here
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before Your Memory Fades        (Before the Coffee Gets Cold, #3)","Kawaguchi, Toshikazu",0369722698,9780369722690,,220        pp,3.91,"30,768",Sep 2018,"Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I do love these books I wasn't super engaged by this one. It was nice and comforting, I can't really ask much more of it. While I do love these books I wasn't super engaged by this one. It was nice and comforting, I can't really ask much more of it. ...more",Notes are private!,0,1,1,"Nov 30, 2022","Dec 05, 2022","Nov 30, 2022",,ebook,view (with text),/book/show/60224365-before-your-memory-fades
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stay Sane in an Age of Division,"Shafak, Elif*",1788165721,9781788165723,1788165721,96        pp,4.02,"6,399",Aug 2020,"Aug 27, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 30, 2022","Nov 30, 2022","Nov 29, 2022",,Paperback,view,/book/show/50485581-how-to-stay-sane-in-an-age-of-division
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Love Story for Bewildered Girls,"Morgan, Emma",0241984688,9780241984680,0241984688,272        pp,3.19,"1,845","Feb 07, 2019","Aug 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 While this book was a rollercoaster I enjoyed it! Embarrassed to admit that I didn't realise both the Sams in the book were the same person until 3.5 While this book was a rollercoaster I enjoyed it! Embarrassed to admit that I didn't realise both the Sams in the book were the same person until about hour 7 of the audiobook. ...more,Notes are private!,0,1,1,"Nov 23, 2022","Dec 10, 2022","Nov 23, 2022",,Paperback,view (with text),/book/show/52240868-a-love-story-for-bewildered-girls
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,133","Sep 27, 2011","Feb 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surprisingly I preferred Weir’s latest book Hail Mary. I think because it’s science FICTION, whereas this is SCIENCE fiction. Usually I love reading sSurprisingly I preferred Weir’s latest book Hail Mary. I think because it’s science FICTION, whereas this is SCIENCE fiction. Usually I love reading scientific explanations for things in book, but I did have to skim a bit. Maybe because I’m sick, brain can’t fully engage. ...more",Notes are private!,0,0,1,"Nov 23, 2022","Nov 29, 2022","Nov 23, 2022",,Hardcover,view (with text),/book/show/18007564-the-martian
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seeing Other People,"Reid, Diana",176115012X,9781761150128,176115012X,295        pp,3.43,"8,108","Oct 05, 2022","Oct 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Good, but not as good as Love and Virtue. Is this  ineloquent? Yes.",Notes are private!,0,1,1,"Nov 20, 2022","Nov 23, 2022","Nov 23, 2022",,Paperback,view (with text),/book/show/61084014-seeing-other-people
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",0385545681,9780385545686,0385545681,535        pp,4.54,"102,993","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2022",,Hardcover,view,/book/show/43868109-empire-of-pain
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,464","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Listened to it in a day, great. Another title to add to my list of great memoirs.",Notes are private!,0,3,1,"Nov 19, 2022","Nov 19, 2022","Nov 19, 2022",,ebook,view (with text),/book/show/59364173-i-m-glad-my-mom-died
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Online and Also Be Happy,"Beech, Issy",1743796617,9781743796610,1743796617,144        pp,3.50,60,unknown,"Dec 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Good reflective read, inspiring.",Notes are private!,0,1,1,"Nov 13, 2022","Nov 17, 2022","Nov 18, 2022",,Flexibound,view (with text),/book/show/54817931-how-to-be-online-and-also-be-happy
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When No One Is Watching,"Cole, Alyssa*",0062982656,9780062982650,0062982656,352        pp,3.50,"94,334","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This audiobook was fun but not the incredible thriller I was expecting,Notes are private!,0,0,1,"Oct 31, 2022","Nov 04, 2022","Nov 01, 2022",,Paperback,view (with text),/book/show/49398072-when-no-one-is-watching
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonesetter's Daughter,"Tan, Amy*",0007680392,9780007680399,0007680392,352        pp,4.00,"128,971","Feb 19, 2001",2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2022,"Nov 09, 2022","Nov 01, 2022",,Paperback,view,/book/show/6866449-the-bonesetter-s-daughter
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Puzzles,"Allsopp, Kimberley",1460761189,9781460761182,1460761189,288        pp,3.20,"1,623","Feb 01, 2022","Feb 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5Silly and sweet,Notes are private!,0,0,1,"Oct 18, 2022","Oct 22, 2022","Oct 18, 2022",,Paperback,view (with text),/book/show/58848432-love-and-other-puzzles
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bliss Montage,"Ma, Ling*",0374293511,9780374293512,0374293511,228        pp,3.92,"17,094","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this was lovely, but not for you if you don't like authors writing about authors (I'm looking at you Grace)I thought this was lovely, but not for you if you don't like authors writing about authors (I'm looking at you Grace)...more",Notes are private!,0,1,1,"Oct 15, 2022","Oct 18, 2022","Oct 15, 2022",,Hardcover,view (with text),/book/show/60243188-bliss-montage
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",,,B08L75G3YL,128        pp,3.85,"25,351","Jun 03, 2021","Jun 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this in a period pain, exhaustion haze and cannot remember anything other than it was good. Bound to reread eventually.",Notes are private!,0,2,1,"Oct 13, 2022","Oct 15, 2022","Oct 14, 2022",,Kindle Edition,view (with text),/book/show/57522866-assembly
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Younger Wife,"Hepworth, Sally*",,,B098NJKMS6,332        pp,3.80,"90,857","Oct 26, 2021","Oct 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 11, 2022","Oct 12, 2022","Oct 11, 2022",,Kindle Edition,view,/book/show/58613414-the-younger-wife
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Us,"Kaden, Kylie*",0648748863,9780648748861,B09MYPHFB4,364        pp,3.78,576,"May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 09, 2022","Oct 10, 2022","Oct 09, 2022",,Kindle Edition,view,/book/show/59968860-one-of-us
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,601","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this was super fun! My Australian soul can’t get behind the lack of swearing though, the use of ‘gosh’ and ‘shoot’ etc even when almost dyinI thought this was super fun! My Australian soul can’t get behind the lack of swearing though, the use of ‘gosh’ and ‘shoot’ etc even when almost dying in space is simply grating. ...more",Notes are private!,0,1,1,"Nov 11, 2022","Nov 13, 2022","Oct 07, 2022",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Menagerie and Other Stories,"Liu, Ken*",1481442546,9781481442541,1481442546,450        pp,4.37,"31,962","Mar 08, 2016","Mar 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my least favourite of Ken Liu’s books that I’ve read, which is disappointing. But I still enjoyed it and actually learnt quite a lot about ChThis was my least favourite of Ken Liu’s books that I’ve read, which is disappointing. But I still enjoyed it and actually learnt quite a lot about Chinese history. ...more",Notes are private!,0,0,1,"May 08, 2023","May 24, 2023","Oct 07, 2022",,Hardcover,view (with text),/book/show/24885533-the-paper-menagerie-and-other-stories
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Much Lip,"Lucashenko, Melissa",0702259969,9780702259968,0702259969,328        pp,4.07,"7,571",2018,"Jul 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5,Notes are private!,0,0,1,"Dec 08, 2022","Dec 16, 2022","Oct 07, 2022",,Paperback,view (with text),/book/show/40229412-too-much-lip
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Fathers Club,"Haig, Matt*",0099488752,9780099488750,0099488752,320        pp,3.24,"7,315",2006,"Apr 05, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this was good, interesting retelling of Hamlet",Notes are private!,0,1,1,"Oct 03, 2022","Oct 07, 2022","Oct 03, 2022",,Paperback,view (with text),/book/show/661640.The_Dead_Fathers_Club
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Next Door,"Hepworth, Sally*",1250120896,9781250120892,1250120896,335        pp,3.84,"60,820","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just silly and fun,Notes are private!,0,0,1,"Oct 02, 2022","Oct 03, 2022","Oct 02, 2022",,Hardcover,view (with text),/book/show/34964898-the-family-next-door
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cancer Journals,"Lorde, Audre",0143135201,9780143135203,0143135201,96        pp,4.42,"4,204","Aug 29, 1980","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 29, 2022","Sep 30, 2022","Sep 30, 2022",,Paperback,view,/book/show/51704137-the-cancer-journals
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,B07P5CS7Z4,368        pp,4.28,"91,584","May 07, 2019","Oct 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ted Chiang’s mind >,Notes are private!,0,1,1,"Sep 26, 2022","Sep 28, 2022","Sep 26, 2022",,Kindle Edition,view (with text),/book/show/55559378-exhalation
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burnished Sun,"Riwoe, Mirandi",0702265675,9780702265679,0702265675,288        pp,4.13,107,"Mar 29, 2022","Mar 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 14, 2022","Sep 26, 2022","Sep 14, 2022",,Paperback,view,/book/show/59658560-the-burnished-sun
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradais,"Melchor, Fernanda*",,,B09MG8DX98,133        pp,3.65,"12,607",2021,"May 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This, like The Discomfort of Evening, is not for me.",Notes are private!,0,2,1,"Sep 13, 2022","Sep 13, 2022","Sep 13, 2022",,Kindle Edition,view (with text),/book/show/60824507-paradais
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",0374603944,9780374603946,0374603944,224        pp,3.47,"15,456","Feb 15, 2022","Feb 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2022","Sep 12, 2022","Sep 10, 2022",,Hardcover,view,/book/show/57693639-pure-colour
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upstream: Selected Essays,"Oliver, Mary",1594206708,9781594206702,1594206708,178        pp,4.17,"19,032","Oct 11, 2016","Oct 11, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was so excited to read this, but it just didn't reach my expectations. It's absolutely a case of personal opinion, and I very much enjoyed parts of I was so excited to read this, but it just didn't reach my expectations. It's absolutely a case of personal opinion, and I very much enjoyed parts of it. Without having read Whitman or Poe I just wasn't able to fully engage. ...more",Notes are private!,0,0,1,"Aug 29, 2022","Sep 09, 2022","Aug 29, 2022",,Hardcover,view (with text),/book/show/29358559-upstream
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,190","Feb 04, 2021","Jan 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,finally some good fucking food (read: literature)this was so good I read it in bed after I stayed up till 5 am doing assignments,Notes are private!,0,1,1,"Aug 24, 2022","Aug 28, 2022","Aug 24, 2022",,Hardcover,view (with text),/book/show/53414230-open-water
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Birds,"Banwo, Ayanna Lloyd*",,,B094MGTN3M,270        pp,3.80,"6,940","Mar 15, 2022","Feb 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5Really wasn’t engaged. Took me FOREVER,Notes are private!,0,0,1,"Aug 06, 2022","Aug 23, 2022","Aug 06, 2022",,Kindle Edition,view (with text),/book/show/60159405-when-we-were-birds
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Am I Black Enough For You? 10 Years On,"Heiss, Anita*",1761046160,9781761046162,1761046160,384        pp,3.87,534,"Apr 02, 2012","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,HIGHLY recommend listening to Heiss’ narration,Notes are private!,0,0,1,"Aug 06, 2022","Aug 23, 2022","Aug 06, 2022",,Paperback,view (with text),/book/show/60540501-am-i-black-enough-for-you-10-years-on
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunbathing,"Beech, Isobel",1761065777,9781761065774,1761065777,295        pp,4.04,"2,166","May 01, 2022","May 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. The reflections about social media were very well done and struck a cord, without being trite.",Notes are private!,0,0,1,"Aug 02, 2022","Aug 06, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/60693058-sunbathing
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Houses,"O’Reilly, Paddy",1922626953,9781922626950,1922626953,244        pp,3.65,275,unknown,Mar 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2022","Jul 31, 2022","Jul 26, 2022",,Hardcover,view,/book/show/60304531-other-houses
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1784701467,9781784701468,1784701467,272        pp,3.58,"96,231","Aug 18, 2015","Aug 18, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Took me a while to get into but enjoyed it in the end, had to stay up late last night reading it and swore aloud so that has to count for something3.5Took me a while to get into but enjoyed it in the end, had to stay up late last night reading it and swore aloud so that has to count for something. ...more",Notes are private!,0,2,1,"Jul 21, 2022","Jul 25, 2022","Jul 21, 2022",,Paperback,view (with text),/book/show/29779228-eileen
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Mixed Up,"Om, Jason*",0733341918,9780733341915,0733341918,336        pp,4.00,225,unknown,"Mar 30, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,While this book certainly covered very important issues I struggled to fully engage. Was super fun to hear about the area I live in though!,Notes are private!,0,0,1,"Jul 20, 2022","Aug 06, 2022","Jul 20, 2022",,Paperback,view (with text),/book/show/59133186-all-mixed-up
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of Wonders,"Brooks, Geraldine*",0142000787,9780142000786,0142000787,320        pp,4.01,"162,238",2001,"May 30, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 12, 2022","Jul 20, 2022","Jul 12, 2022",,Paperback,view,/book/show/1022970.Year_of_Wonders
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrow and Bliss,"Mason, Meg*",,,146075722X,352        pp,4.10,"99,739","Sep 02, 2020","Feb 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 05, 2022","Jul 19, 2022","Jul 05, 2022",,Paperback,view,/book/show/49110165-sorrow-and-bliss
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",,,,430        pp,4.08,"101,479","Jul 22, 2021","Jul 22, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love books about books SO MUCH,Notes are private!,0,0,1,Jul 2022,"Jul 05, 2022","Jul 01, 2022",,Kindle Edition,view (with text),/book/show/58511738-the-reading-list
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scarlet in Blue,"Murphy, Jennifer*",0593183460,9780593183465,0593183460,384        pp,4.10,838,"Mar 08, 2022","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5It was a suspenseful thriller, nothing particularly revolutionary",Notes are private!,0,0,1,"Jun 30, 2022","Jul 02, 2022","Jun 30, 2022",,Hardcover,view (with text),/book/show/57926114-scarlet-in-blue
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buried Not Dead,"McGregor, Fiona",1925818608,9781925818604,1925818608,304        pp,3.59,17,"Feb 01, 2021",Feb 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Very interesting to read about Abramovic’s work from a more critical perspective, far from the infallible artist presented in say, The Museum of Mo3.5Very interesting to read about Abramovic’s work from a more critical perspective, far from the infallible artist presented in say, The Museum of Modern Love. Interesting analysis of performance art, especially in the Queer Australian sphere. ...more",Notes are private!,0,2,1,"Jun 27, 2022","Jun 29, 2022","Jun 27, 2022",,Paperback,view (with text),/book/show/56484163-buried-not-dead
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleopatra and Frankenstein,"Mellors, Coco*",1635576814,9781635576818,1635576814,384        pp,3.76,"106,451","Feb 15, 2022","Feb 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think this is the best book I’ve read that’s loved by the Instagram girlies,Notes are private!,0,2,1,"Jun 23, 2022","Jun 26, 2022","Jun 23, 2022",,Hardcover,view (with text),/book/show/57693262-cleopatra-and-frankenstein
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth About the Harry Quebert Affair: From the master of the plot twist,"Dicker, Joël",,,B00ELIF0WK,657        pp,4.18,"170,734","Sep 19, 2012","Apr 30, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I can’t believe she was actually 15 and that was just okay. Very fun though.,Notes are private!,0,0,1,"Jun 21, 2022","Jun 23, 2022","Jun 22, 2022",,Kindle Edition,view (with text),/book/show/20502270-the-truth-about-the-harry-quebert-affair
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother-in-Law,"Hepworth, Sally*",,,,347        pp,3.98,"166,612","Jan 29, 2019","Apr 23, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Jun 19, 2022","Jun 21, 2022","Jun 19, 2022",,Kindle Edition,view (with text),/book/show/46251368-the-mother-in-law
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laurinda,"Pung, Alice*",1863956921,9781863956925,1863956921,352        pp,3.80,"4,426",Nov 2014,Nov 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Jun 14, 2022","Jun 15, 2022","Jun 14, 2022",,Paperback,view (with text),/book/show/22603951-laurinda
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",0571364888,9780571364886,0571364888,307        pp,3.75,"336,677","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Jun 13, 2022","Jun 13, 2022","Jun 13, 2022",,Paperback,view (with text),/book/show/57143821-klara-and-the-sun
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories of Your Life and Others,"Chiang, Ted",1529039436,9781529039436,1529039436,338        pp,4.26,"104,493","Jul 05, 2002","Jun 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant.Absolutely recommend reading this collection of short stories. I’m realising that sci-fi is my jam,Notes are private!,0,0,1,"Jun 05, 2022","Jun 10, 2022","Jun 05, 2022",,Paperback,view (with text),/book/show/53934234-stories-of-your-life-and-others
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonely Castle in the Mirror,"Tsujimura, Mizuki",0857527274,9780857527271,0857527274,355        pp,4.28,"24,690",May 2017,"Apr 22, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A little predictable but nevertheless lovely.,Notes are private!,0,0,1,Jun 2022,"Jun 05, 2022","Jun 01, 2022",,Hardcover,view (with text),/book/show/54633167-lonely-castle-in-the-mirror
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Woman with the Knife,"Gu, Byeong-mo",1335425764,9781335425768,1335425764,288        pp,3.53,"6,478","Jul 19, 2013","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2022","May 26, 2022","May 21, 2022",,Hardcover,view,/book/show/57938998-the-old-woman-with-the-knife
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Hour,"Granados, Marlowe",,,,273        pp,3.51,"20,285","Sep 08, 2020",2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"May 17, 2022","May 26, 2022","May 17, 2022",,Paperback,view (with text),/book/show/59448263-happy-hour
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",,2940013201989,,0        pp,3.90,"99,152","Jan 30, 1988","Aug 11, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2022","May 17, 2022","May 15, 2022",,Paperback,view,/book/show/12507661-kitchen
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love & Virtue,"Reid, Diana",1761150111,9781761150111,1761150111,320        pp,3.92,"15,998",unknown,Oct 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 12, 2022","May 14, 2022","May 13, 2022",,Paperback,view,/book/show/57768107-love-virtue
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Fires: An Epic in the Kitchen,"Johnson, Rebecca May",1911590480,9781911590484,1911590480,192        pp,3.80,767,unknown,"Aug 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Frothing at the mouth. Can’t wait to cook up a storm.,Notes are private!,0,1,1,"Dec 24, 2022","Dec 27, 2022","May 11, 2022",,Hardcover,view (with text),/book/show/60652503-small-fires
