,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Throwback Special,"Bachelder, Chris",0393249468,9780393249460,0393249468,213        pp,3.55,"2,609","Nov 09, 2016","Mar 14, 2016",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Skip this one.,Notes are private!,0,0,1,"Apr 29, 2016","Apr 29, 2016","Apr 29, 2016",,Hardcover,view (with text),/book/show/24724594-the-throwback-special
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,"Mayer, Jane",,,,464        pp,4.30,"25,231","Jan 19, 2016","Jan 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jane Mayer is a very good writer and in this absorbing book you will learn what you need to know about a faction of the American political scene that Jane Mayer is a very good writer and in this absorbing book you will learn what you need to know about a faction of the American political scene that should alarm everyone interested in preserving representative democracy. It isn't the Taliban or ISIS or Al Queda or any other branch of lethal religionists that is the most serious and immediate threat to us. That threat is posed by the radical right in this country, lavishly funded by billionaires who don't understand that greed is not good. (One interesting thing I learned: the income tax originally was aimed at the rich, the class that had been most rewarded by the system and could afford it with the least pain.) Preeminent among these people are the Koch brothers. Reading about them you will be reminded that they possess the traits the psychological community identifies as psychopathic. These guys are intelligent crackpots. They want to take over the country and Mayer documents how close they are to achieving their goal. If they do get their way it's goodbye to social security, medicare, efforts to address environmental concerns, and other forms of progressive legislation that seek to take some of the existential dread out of the lives of everyone who isn't rich. They're waging a zero-sum fight. If progressive forces continue to lose ground, the radical right will consolidate their already strong position and the deck will get even more stacked in favor of the rich. Ordinary citizens will have to do what they say, and take what they give them, which won't be much. A counter movement will kick them out sometime down the line in another decade or so but if we decide we can't wait around then the people need to rally and assert themselves by voting Democratic now. These people need to be stopped. We need to vote them out. Now. While we still can. It's that serious....more",Notes are private!,0,0,1,"Apr 18, 2016","Apr 29, 2016","Apr 18, 2016",,ebook,view (with text),/book/show/27833494-dark-money
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will in the World: How Shakespeare Became Shakespeare,"Greenblatt, Stephen",0393352609,9780393352603,0393352609,438        pp,3.87,"10,342",2004,"Apr 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2016","Apr 18, 2016","Apr 03, 2016",,Paperback,view,/book/show/25622782-will-in-the-world
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathing Lessons,"Tyler, Anne*",0345485599,9780345485595,0345485599,368        pp,3.67,"29,976","Aug 12, 1988","Sep 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2016","Apr 03, 2016","Apr 03, 2016",,Mass Market Paperback,view,/book/show/31181.Breathing_Lessons
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",0393343405,9780393343403,0393343405,356        pp,3.87,"32,723","Sep 26, 2011","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2016","Mar 28, 2016","Mar 28, 2016",,Paperback,view,/book/show/13707734-the-swerve
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tsar of Love and Techno,"Marra, Anthony*",0770436439,9780770436438,0770436439,332        pp,4.27,"17,313","Oct 06, 2015","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2016","Mar 28, 2016","Mar 23, 2016",,Hardcover,view,/book/show/23995336-the-tsar-of-love-and-techno
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evolution of Everything: How New Ideas Emerge,"Ridley, Matt",0062296000,9780062296009,0062296000,368        pp,3.92,"3,226","Sep 24, 2015","Oct 27, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was interesting for a while, until Ridley took off his scholarly hat and put on the Libertarian one. I don't have the background to make a judgmeThis was interesting for a while, until Ridley took off his scholarly hat and put on the Libertarian one. I don't have the background to make a judgment on his application of Darwin's ideas in realms other than evolution in the natural world, but when he says, for example, that evolution as it manifests itself in the family is largely a matter of biology and parental behavior has little, if any, effect in how the children turn out, my suspicions are alerted and the book is spoiled for me. He also cites writers from the Cato Institute, that haven for Neanderthal capitalists. I feel I'm being manipulated by a clever propagandist even though I agree that it's a good idea to see how the whole idea of evolution expresses itself in different areas of human culture and not just the biological....more",Notes are private!,0,5,1,"Mar 16, 2016","Mar 23, 2016","Mar 16, 2016",,Hardcover,view (with text),/book/show/25816925-the-evolution-of-everything
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glory,"Nabokov, Vladimir",0679727248,9780679727248,0679727248,224        pp,3.70,"2,831",1931,"Nov 05, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2016","Mar 16, 2016","Mar 08, 2016",,Paperback,view,/book/show/54995.Glory
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Faith,"Smiley, Jane*",0385721056,9780385721059,0385721056,432        pp,3.26,"2,326","Jan 01, 2003","May 11, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2016","Mar 08, 2016","Feb 28, 2016",,Paperback,view,/book/show/14300.Good_Faith
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinner at the Homesick Restaurant,"Tyler, Anne*",0449911594,9780449911594,0449911594,303        pp,3.81,"31,150","Mar 12, 1982","Aug 27, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2016","Feb 28, 2016","Feb 27, 2016",,Paperback,view,/book/show/77699.Dinner_at_the_Homesick_Restaurant
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honored Guest,"Williams, Joy",1400095522,9781400095520,1400095522,213        pp,3.94,"1,168",2004,"Nov 08, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 27, 2016","Feb 27, 2016","Feb 27, 2016",,Paperback,view,/book/show/294595.Honored_Guest
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man of Parts,"Lodge, David",1846554969,9781846554964,1846554969,565        pp,3.52,"1,082","Mar 31, 2011","May 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2016","Feb 22, 2016","Feb 18, 2016",,Hardcover,view,/book/show/9372166-a-man-of-parts
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial,"Kafka, Franz",,,,255        pp,3.96,"325,623","Apr 26, 1925","Apr 09, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2016","Feb 18, 2016","Feb 18, 2016",,Paperback,view,/book/show/17690.The_Trial
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Therapy,"Lodge, David",0140249001,9780140249002,0140249001,336        pp,3.78,"3,975",1995,"Jul 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 04, 2016","Feb 10, 2016","Feb 04, 2016",,Paperback,view,/book/show/69928.Therapy
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories,"O'Connor, Flannery",,,,555        pp,4.39,"39,193","Nov 08, 1971",1971,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2016","Feb 04, 2016","Jan 02, 2016",,Paperback,view,/book/show/284996.The_Complete_Stories
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Expensive People        (Wonderland Quartet, #2)","Oates, Joyce Carol",0812976541,9780812976540,0812976541,256        pp,3.65,"2,156",1968,"Sep 12, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2015","Jan 02, 2016","Dec 29, 2015",,Paperback,view,/book/show/628801.Expensive_People
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orlando,"Woolf, Virginia",0141184272,9780141184272,0141184272,336        pp,3.87,"93,126","Oct 11, 1928","Oct 03, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I've always thought of Virginia Woolf as too subtle and sophisticated a writer for my not very refined mind but I enjoyed this one very much and will I've always thought of Virginia Woolf as too subtle and sophisticated a writer for my not very refined mind but I enjoyed this one very much and will try again with two more of hers: To The Lighthouse and Mrs Dalloway....more,Notes are private!,0,0,1,"Dec 25, 2015","Dec 29, 2015","Dec 25, 2015",,Paperback,view (with text),/book/show/18839.Orlando
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Awakening,"Chopin, Kate",0543898083,9780543898081,0543898083,195        pp,3.68,"208,649",1899,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked it. Reads like a more modern novel.,Notes are private!,0,0,1,"Dec 25, 2015","Dec 25, 2015","Dec 25, 2015",,Paperback,view (with text),/book/show/58345.The_Awakening
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,13 Ways of Looking at the Novel,"Smiley, Jane*",1400040590,9781400040599,1400040590,608        pp,3.81,"1,136","Sep 13, 2005","Sep 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm not finished but the last third or so of the book contains her remarks on 100 novels that she recommends and I will be reading many of them. I likI'm not finished but the last third or so of the book contains her remarks on 100 novels that she recommends and I will be reading many of them. I like Smiley a lot....more,Notes are private!,0,0,1,"Dec 25, 2015","Dec 25, 2015","Dec 25, 2015",,Hardcover,view (with text),/book/show/32095.13_Ways_of_Looking_at_the_Novel
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,510","Jan 19, 2010","Jan 19, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2015","Dec 13, 2015","Dec 07, 2015",,Hardcover,view,/book/show/341879.Just_Kids
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saving Capitalism: For the Many, Not the Few","Reich, Robert B.",0385350570,9780385350570,0385350570,219        pp,4.20,"5,037",2004,"Sep 29, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2015","Dec 07, 2015","Dec 07, 2015",,Hardcover,view,/book/show/24338377-saving-capitalism
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mare,"Gaitskill, Mary",0307379744,9780307379740,0307379744,441        pp,3.66,"4,975","Nov 03, 2015","Nov 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2015","Dec 07, 2015","Dec 07, 2015",,Hardcover,view,/book/show/25241463-the-mare
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Grace,"Williams, Joy",0679726195,9780679726197,0679726195,260        pp,4.13,611,1973,"Feb 19, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2015","Dec 07, 2015","Dec 07, 2015",,Paperback,view,/book/show/586202.State_of_Grace
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Did You Ever Have a Family,"Clegg, Bill*",1476798176,9781476798172,1476798176,293        pp,3.79,"27,394","Sep 01, 2015","Sep 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2015","Dec 07, 2015","Dec 07, 2015",,Hardcover,view,/book/show/24452249-did-you-ever-have-a-family
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Tom’s Cabin,"Stowe, Harriet Beecher",,,,438        pp,3.91,"227,326",1852,"Aug 05, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2015","Dec 07, 2015","Oct 30, 2015",,Paperback,view,/book/show/46787.Uncle_Tom_s_Cabin
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leadership BS: Fixing Workplaces and Careers One Truth at a Time,"Pfeffer, Jeffrey",0062383167,9780062383167,0062383167,260        pp,3.86,"1,213","Apr 14, 2015","Sep 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good book. Pfeffer, in the process of debunking ""feel good"" theories of what makes a good leader, sees the business world as it is, and the wayA very good book. Pfeffer, in the process of debunking ""feel good"" theories of what makes a good leader, sees the business world as it is, and the way it is is often nasty real-politik. Best to be clear-eyed about it. Pfeffer likes virtue but recognizes it does not prevail a good part of the time. I'm not sure what the percentage is but close to 50% of the time it doesn't. Be clear-eyed and realistic, he says. And even though you will be disappointed at the venality of lots of practices in the business world a better strategy is to see them clearly, and that means giving up illusions, always a good strategy. You'll be looking out for yourself and become a stronger person and a better leader (boss) if that is what you are called on to do, in the process. And probably richer, too. ...more",Notes are private!,0,2,1,"Oct 30, 2015","Oct 30, 2015","Oct 30, 2015",,Hardcover,view (with text),/book/show/24331490-leadership-bs
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U.S.A.: The 42nd Parallel / 1919 / The Big Money,"Dos Passos, John",1883011140,9781883011147,1883011140,"1,288        pp",4.11,"4,877",1930,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had to put this one down. Maybe I will get to it later.,Notes are private!,0,0,1,"Oct 24, 2015","Oct 29, 2015","Oct 24, 2015",,Hardcover,view (with text),/book/show/261441.U_S_A_
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survival in Auschwitz,"Levi, Primo",0684826801,9780684826806,0684826801,187        pp,4.33,"75,102",1947,"Sep 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a more than very well written account of Levi's harrowing, horrific experience as a prisoner for a year at the Auschwitz concentration camp. IThis is a more than very well written account of Levi's harrowing, horrific experience as a prisoner for a year at the Auschwitz concentration camp. It's amazing anyone escaped that kind of awful nightmare alive, and none remained psychologically whole. ...more",Notes are private!,0,0,1,"Oct 22, 2015","Oct 24, 2015","Oct 22, 2015",,Paperback,view (with text),/book/show/6174.Survival_in_Auschwitz
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Visiting Privilege: New and Collected Stories,"Williams, Joy",1101874899,9781101874899,1101874899,512        pp,4.13,"1,626","Sep 08, 2015","Sep 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful book. I thought all the stories were first rate. I can't describe what she is doing. It's like watching a magician and being surprised, amA wonderful book. I thought all the stories were first rate. I can't describe what she is doing. It's like watching a magician and being surprised, amazed, delighted, awed. A fantastic writer. ...more",Notes are private!,0,0,1,"Oct 06, 2015","Oct 21, 2015","Oct 06, 2015",,Hardcover,view (with text),/book/show/24195950-the-visiting-privilege
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary,"Nabokov, Vladimir",0679726209,9780679726203,0679726209,114        pp,3.70,"7,786",1926,"Nov 20, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is Nabokov at 26 or so. I was wondering if the rating should be 4 stars but decided not quite yet. But his emerging amazing style is there. Some This is Nabokov at 26 or so. I was wondering if the rating should be 4 stars but decided not quite yet. But his emerging amazing style is there. Some think he's a snob. Others think he is cold. Some think both. One of his themes is consciousness--what it is like to be alive. It's true that he does not treat dimmer bulbs gently but his definition of what ""dim"" means distinguishes him from what most of us think of when we think of snobbery. He reserves his disdain for pedants, liars, cheaters, or other manifestations of self-delusion that prevent so many of us from seeing clearly. He despises these traits because of the harm they cause....more",Notes are private!,0,1,1,Oct 2015,"Oct 06, 2015","Oct 01, 2015",,Paperback,view (with text),/book/show/46323.Mary
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pnin,"Nabokov, Vladimir",1400041988,9781400041985,1400041988,184        pp,3.89,"24,892",1957,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2015","Sep 30, 2015","Sep 27, 2015",,Hardcover,view,/book/show/30593.Pnin
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patrick Melrose Novels,"St. Aubyn, Edward",0312429967,9780312429966,0312429967,680        pp,4.06,"8,857",2012,"Jan 31, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought the first novellas were good, showing Patrick's upbringing and drug addiction. But the latter ones dragged and to me, the Melrose character I thought the first novellas were good, showing Patrick's upbringing and drug addiction. But the latter ones dragged and to me, the Melrose character became annoying. Patrick's self-absorption, a result of his being driven in on himself by the horrible circumstances of his early family life, made him susceptible to drugs. The scenes describing his losing battle with them are good. And he does get off them, at least heroin and cocaine. Good for him. But he is still self-absorbed and that doesn't change. He comments on everything, has opinions about everything, wants to argue about everything. It gets tiresome after a while. OK, the guy's clever enough, but a guy who natters on and on, no matter how clever he is, isn't smart enough to realize he's become a bore, and that's one of the worst social sins of all....more",Notes are private!,0,0,1,"Sep 22, 2015","Sep 27, 2015","Sep 22, 2015",,Paperback,view (with text),/book/show/11717571-the-patrick-melrose-novels
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,064","Aug 04, 2011","Aug 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2015","Sep 19, 2015","Sep 17, 2015",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transit of Venus,"Hazzard, Shirley",1860491812,9781860491818,1860491812,352        pp,4.00,"4,268","Mar 14, 1980","Oct 05, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2015","Sep 17, 2015","Sep 05, 2015",,Paperback,view,/book/show/12738.The_Transit_of_Venus
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Edge,"St. Aubyn, Edward",1250046017,9781250046017,1250046017,272        pp,3.03,478,1998,"Oct 14, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2015","Sep 05, 2015","Sep 05, 2015",,Product Bundle,view,/book/show/20518877-on-the-edge
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A People’s History of the United States,"Zinn, Howard",0060838655,9780060838652,B007CDYGTO,729        pp,4.08,"243,634",1980,"Jan 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2015","Aug 30, 2015","Aug 19, 2015",,Paperback,view,/book/show/2767.A_People_s_History_of_the_United_States
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reality and Dreams,"Spark, Muriel",0395838118,9780395838112,0395838118,unknown,3.27,403,1996,"Apr 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2015","Aug 19, 2015","Aug 18, 2015",,Hardcover,view,/book/show/1105196.Reality_and_Dreams
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Such a Full Sea,"Lee, Chang-rae",1594486107,9781594486104,1594486107,407        pp,3.50,"11,512","Jan 07, 2014","Jan 07, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2015","Aug 17, 2015","Aug 17, 2015",,Hardcover,view,/book/show/17707526-on-such-a-full-sea
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden History of America at War: Untold Tales from Yorktown to Fallujah        (Don't Know Much About),"Davis, Kenneth C.*",140132410X,9781401324100,140132410X,416        pp,3.72,183,"May 05, 2015","May 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2015","Aug 12, 2015","Aug 06, 2015",,Hardcover,view,/book/show/23197498-the-hidden-history-of-america-at-war
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wanting Seed,"Burgess, Anthony",0393315088,9780393315080,0393315088,288        pp,3.73,"6,351",1962,"Dec 17, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2015","Aug 06, 2015","Aug 02, 2015",,Paperback,view,/book/show/8809.The_Wanting_Seed
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Acquiescence: The Life and Death of American Resistance to Organized Wealth and Power,"Fraser, Steve",0316185434,9780316185431,0316185434,480        pp,3.82,433,"Feb 01, 2015","Feb 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2015","Aug 02, 2015","Jul 24, 2015",,Hardcover,view,/book/show/22500958-the-age-of-acquiescence
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,168","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2015","Jul 19, 2015","Jul 12, 2015",,Hardcover,view,/book/show/17333223-the-goldfinch
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tin Drum,"Grass, Günter",0099483505,9780099483502,0099483505,580        pp,3.95,"44,056",1959,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2015","Jul 10, 2015","Jul 10, 2015",,Paperback,view,/book/show/35743.The_Tin_Drum
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrow Road to the Deep North,"Flanagan, Richard",,,,467        pp,4.03,"56,943","Sep 23, 2013","Sep 23, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2015","Jun 23, 2015","Jun 15, 2015",,Paperback,view,/book/show/17905709-the-narrow-road-to-the-deep-north
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Understanding Power: The Indispensable Chomsky,"Chomsky, Noam",1565847032,9781565847033,1565847032,416        pp,4.42,"8,851","Jun 01, 2002","Feb 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you are interested in a clearly thought out assessment of what really makes the world run, read this book. Chomsky seems to me to be saying: forgetIf you are interested in a clearly thought out assessment of what really makes the world run, read this book. Chomsky seems to me to be saying: forget ideologies, institutional religions with their fantastic theologies (my notion, not Chomsky's), political theories, etc, as drivers. What matters is power: who has it and how is it used. That's it. There is an old sort-of joke that says that Christianity and Communism are two good ideas that have never been tried. Other stuff-- theories, models for political organization, etc.--all boils down to who gets how much of what. Tough guys win a good deal of the time because they are willing to do what more reasonable people aren't, that is, kill their enemies or at least make their lives miserable. Chomsky is saying we need to recognize the monster and then maybe we can do something about it. But we have to recognize the real enemy. That comes first. ...more",Notes are private!,0,1,1,"Apr 17, 2015","Jun 12, 2015","Apr 17, 2015",,Paperback,view (with text),/book/show/194805.Understanding_Power
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Loved Children,"Stead, Christina",0312280440,9780312280444,0312280440,527        pp,3.57,"4,456",1940,"Jul 06, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2015","Apr 17, 2015","Apr 17, 2015",,Paperback,view,/book/show/304344.The_Man_Who_Loved_Children
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Explain the World: The Discovery of Modern Science,"Weinberg, Steven",0062346652,9780062346650,0062346652,432        pp,3.78,"2,053",Feb 2015,"Feb 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2015","Apr 15, 2015","Mar 24, 2015",,Hardcover,view,/book/show/22328555-to-explain-the-world
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twelve Years a Slave,"Northup, Solomon",,9780989794800,,363        pp,4.22,"117,572","Feb 05, 1853","Aug 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2015","Mar 24, 2015","Mar 16, 2015",,ebook,view,/book/show/18478222-twelve-years-a-slave
