,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patricia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Amina al-Sirafi        (Amina al-Sirafi, #1)","Chakraborty, Shannon",,,,483        pp,4.29,"39,538","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Hardcover,view,/book/show/61294937-the-adventures-of-amina-al-sirafi
1252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forthright Woman,"Fraser, Darry*",1867237628,9781867237624,1867237628,428        pp,4.30,227,unknown,"Nov 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/62928585-the-forthright-woman
1253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line to Kill        (Hawthorne & Horowitz #3),"Horowitz, Anthony*",0062938169,9780062938169,0062938169,375        pp,3.93,"32,509","Aug 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Hardcover,view,/book/show/56755487-a-line-to-kill
1254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Scratch: A Memoir of Love, Sicily, and Finding Home","Locke, Tembi*",150118766X,9781501187667,150118766X,352        pp,3.95,"43,771","Apr 30, 2019","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/52890948-from-scratch
1255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Later,"King, Stephen*",,,B08F4GYM8W,248        pp,3.98,"125,862","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2022",,Kindle Edition,view,/book/show/54798175-later
1256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Right as Rain,"Stoddard, Lindsey*",0062652966,9780062652966,,320        pp,4.24,"1,038","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,ebook,view,/book/show/37693551-right-as-rain
1257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Doomful of Sugar        (Maple Syrup Mysteries, 1)","Bruns, Catherine*",1728253934,9781728253930,1728253934,308        pp,4.02,589,unknown,"Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2022",,Mass Market Paperback,view,/book/show/60046857-a-doomful-of-sugar
1258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountain in the Sea,"Nayler, Ray*",0374605955,9780374605957,0374605955,456        pp,3.95,"17,234","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2022",,Hardcover,view,/book/show/59808603-the-mountain-in-the-sea
1259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland,"Sparks, Nicholas*",059344955X,9780593449554,059344955X,367        pp,3.97,"76,887","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2022",,Hardcover,view,/book/show/60279823-dreamland
1260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hayley Aldridge Is Still Here,"Sloan, Elissa R.*",0063225522,9780063225527,0063225522,352        pp,3.79,718,"Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Paperback,view,/book/show/61150770-hayley-aldridge-is-still-here
1261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independence,"Divakaruni, Chitra Banerjee*",0063142384,9780063142381,0063142384,288        pp,4.11,"8,106","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Hardcover,view,/book/show/60916169-independence
1262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe Next Time,"Major, Cesca",,,,384        pp,3.72,"17,775","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Hardcover,view,/book/show/61281769-maybe-next-time
1263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian of Burned Books,"Labuskes, Brianna*",0063259257,9780063259256,0063259257,416        pp,3.94,"14,175","Feb 19, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Paperback,view,/book/show/61190260-the-librarian-of-burned-books
1264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Porcelain Moon,"Chang, Janie*",0063072866,9780063072862,0063072866,400        pp,3.89,"2,736","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Hardcover,view,/book/show/61180151-the-porcelain-moon
1265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",0061743526,9780061743528,0061743526,323        pp,4.26,"6,122,418","Jul 11, 1960","May 11, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,27,1,not set,not set,"Oct 21, 2022",,Hardcover,view,/book/show/6965175-to-kill-a-mockingbird
1266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hiding Place,"Tudor, C.J.*",152476101X,9781524761011,152476101X,278        pp,3.61,"33,855","Feb 21, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2022",,Hardcover,view,/book/show/40091283-the-hiding-place
1267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End Of The Alphabet,"Richardson, C.S.",1846271118,9781846271113,1846271118,128        pp,3.50,"2,982",2007,"Mar 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2022",,Paperback,view,/book/show/6642520-the-end-of-the-alphabet
1268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life or Death,"Robotham, Michael*",0316252034,9780316252034,0316252034,449        pp,4.09,"11,831",2014,"Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2022",,Paperback,view,/book/show/25674405-life-or-death
1269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Never Blinks: 50 Lessons for Life's Little Detours,"Brett, Regina",0446556521,9780446556521,0446556521,256        pp,4.14,"6,869","Apr 13, 2009","Apr 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2022",,Hardcover,view,/book/show/7179690-god-never-blinks
1270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rosemary’s Baby        (Rosemary's Baby, #1)","Levin, Ira",0451194004,9780451194008,0451194004,308        pp,4.04,"140,707","Mar 12, 1967","Sep 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"Oct 19, 2022",,Hardcover,view,/book/show/228296.Rosemary_s_Baby
1271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ink Black Heart        (Cormoran Strike, #6)","Galbraith, Robert",0316413038,9780316413039,0316413038,"1,024        pp",4.12,"89,795","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2022",,Hardcover,view,/book/show/60144953-the-ink-black-heart
1272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abandoned Places,"Connolly, Kieron",1782743944,9781782743941,1782743944,224        pp,4.21,118,"Aug 11, 2016","Aug 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2022",,Hardcover,view,/book/show/31696444-abandoned-places
1273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vertical City,"Scott, Tristan*",,9798218028985,B0B5QJYH1N,373        pp,4.52,25,"Jul 03, 2022","Jul 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2022",,Kindle Edition,view,/book/show/61394827-vertical-city
1274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libra,"DeLillo, Don",0140156046,9780140156041,0140156046,480        pp,4.03,"17,766","Aug 15, 1988","May 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2022",,Paperback,view,/book/show/400.Libra
1275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Carolina Girl,"Church, Meagan*",1728257158,9781728257150,1728257158,304        pp,4.02,"4,712","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2022",,Paperback,view,/book/show/61169865-the-last-carolina-girl
1276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On A Quiet Street,"Glass, Seraphina Nova*",,,,unknown,4.16,"60,628","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2022",,Kindle Edition,view,/book/show/56803115-on-a-quiet-street
1277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Locust Lane,"Amidon, Stephen*",1250844231,9781250844231,1250844231,320        pp,3.57,"5,672","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2022",,Hardcover,view,/book/show/60784263-locust-lane
1278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Cobblestones,"Ramondo, Luisa Livorno*",,9781636768809,1636768806,224        pp,3.91,144,unknown,"Sep 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2022",,Paperback,view,/book/show/59016756-beyond-the-cobblestones
1279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night the Lights Went Out,"White, Karen*",0451488407,9780451488404,0451488407,432        pp,4.04,"13,984","Apr 11, 2017","Mar 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finally finished this book and it was not because it was not good that it took me so long, too many interruptions in my life. The story is very goodI finally finished this book and it was not because it was not good that it took me so long, too many interruptions in my life. The story is very good and I was mainly attracted to it because the story took place in a fiction town in Georgia. It's the story of two women who have secrets in their lives that have never been revealed and one is an older woman, the younger, a divorced woman with two children, but through time they bond and tell each other all their secrets and learn to love each other and each person has something emotional the other one needs. Very good story and it even had a mystery in it. I always enjoy this author....more",Notes are private!,0,18,1,"Oct 16, 2022","Oct 27, 2022","Oct 16, 2022",,Paperback,view (with text),/book/show/34408301-the-night-the-lights-went-out
1280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Perfect Assassin        (Doc Savage, #1)","Patterson, James*",1538721856,9781538721858,1538721856,336        pp,4.08,"8,043","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2022",,Library Binding,view,/book/show/60383020-the-perfect-assassin
1281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman of the Year,"Bell, Darcey",1797150790,9781797150796,,unknown,2.94,"1,033","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Audiobook,view,/book/show/61271778-woman-of-the-year
1282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Perfect Twin,"Bonner, Sarah*",,,B09PL62M6H,368        pp,3.98,"3,751","Jan 20, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2022",,Kindle Edition,view,/book/show/58244110-her-perfect-twin
1283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",1501110365,9781501110368,1501110365,367        pp,4.17,"3,332,731","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a good story but I don't think I loved it as much as many people did. It is a story about abuse and how it ruins a family and it's members, aThis was a good story but I don't think I loved it as much as many people did. It is a story about abuse and how it ruins a family and it's members, and what the main character did to survive this. Sometimes this appeared to me like a YA romance novel but then it would turn into a deeper story. It was a good and quick read....more",Notes are private!,0,8,1,"May 30, 2023","Jun 06, 2023","Oct 13, 2022",,Paperback,view (with text),/book/show/27276318-it-ends-with-us
1284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,111","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2022",,Hardcover,view,/book/show/60149573-our-missing-hearts
1285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookstore Sisters,"Hoffman, Alice*",1662510500,,B0BB52CCND,36        pp,4.03,"74,263","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Kindle Edition,view,/book/show/62337113-the-bookstore-sisters
1286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",0954221710,9780954221713,0954221710,192        pp,4.03,"39,196",1972,"May 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/79550.The_Summer_Book
1287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fire Endless        (Elements of Cadence, #2)","Ross, Rebecca*",0063056038,9780063056039,0063056038,497        pp,4.39,"23,717","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Hardcover,view,/book/show/60606326-a-fire-endless
1288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Ferry,"Robotham, Michael*",031625228X,9780316252287,,432        pp,3.88,"5,335","Jan 01, 2007","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,ebook,view,/book/show/25530397-the-night-ferry
1289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thread Collectors,"Edwards, Shaunna J.",1525899783,9781525899782,1525899783,400        pp,4.12,"5,747","Aug 30, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Paperback,view,/book/show/58939944-the-thread-collectors
1290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to Braggsville,"Johnson, T. Geronimo*",0062302140,9780062302144,,400        pp,3.23,"3,476","Feb 17, 2015","Feb 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,ebook,view,/book/show/21936648-welcome-to-braggsville
1291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackbird House,"Hoffman, Alice*",0345455932,9780345455932,0345455932,225        pp,3.81,"17,970","Jan 01, 2004","Mar 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Paperback,view,/book/show/821964.Blackbird_House
1292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",1250229707,9781250229700,1250229707,327        pp,3.81,"119,830","Oct 25, 2022","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Hardcover,view,/book/show/60784540-the-soulmate
1293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upright Women Wanted,"Gailey, Sarah*",1250213584,9781250213587,1250213584,176        pp,3.62,"20,742","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/45320365-upright-women-wanted
1294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,485","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/60194162-demon-copperhead
1295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peaces,"Oyeyemi, Helen*",0593192338,9780593192337,0593192338,272        pp,3.25,"4,368","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/55400124-peaces
1296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hike,"Holliday, Susi*",1542035333,9781542035330,B09QCMRPZ7,266        pp,3.59,"21,907","Oct 01, 2022","Oct 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Kindle Edition,view,/book/show/60196529-the-hike
1297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Writing Retreat,"Bartz, Julia*",1982199458,9781982199456,1982199458,313        pp,3.43,"58,396","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/61273863-the-writing-retreat
1298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something from Tiffany's,"Hill, Melissa*",1728268915,9781728268910,1728268915,384        pp,3.41,"8,137",2011,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Paperback,view,/book/show/60613238-something-from-tiffany-s
1299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deep Dark Descending        (Detective Max Rupert, #4)","Eskens, Allen*",,,B075RBSRT6,9        pp,3.94,"9,088","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Audible Audio,view,/book/show/37674725-the-deep-dark-descending
1300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Favor,"French, Nicci",,,B09QMGRD8F,432        pp,3.40,"6,635","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2022",,Kindle Edition,view,/book/show/60193021-the-favor
1301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forget Me Not,"Rijks, Miranda*",,9781837560332,,262        pp,4.11,"1,320","Oct 26, 2022","Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2022",,ebook,view,/book/show/62857013-forget-me-not
1302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Because I Could Not Stop for Death,"Flower, Amanda*",0593336941,9780593336946,0593336941,336        pp,3.82,"1,991","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2022",,Paperback,view,/book/show/59464825-because-i-could-not-stop-for-death
1303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar and Salt: A Novel,"Wiggs, Susan*",0063236303,9780063236301,0063236303,368        pp,4.05,"8,952",unknown,"Jul 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This was an ARC that I won recently and I was pleasantly surprised at how good this book was and how much the story matched up with **spoiler alert** This was an ARC that I won recently and I was pleasantly surprised at how good this book was and how much the story matched up with what is going on in our country today. I have read a few more books by this author but after this one I will read more. The story starts out slow and Sugar and Salt are the names of a adjoining restaurant and bakery in San Francisco. The owner of the restaurant has moved there and started the business to make a big change in her life. We don't learn what happened to her until she falls for the owner of the bakery and she tells him her story and it is sad. She was in jail for shooting the man who raped and attacked her. She fought him and eventually he as shot and killed. He was the son of a very prominent family in the county and they were determined to destroy her. While in jail she found out she was pregnant by the rapist and she tried to get an abortion and the courts, because of the family, drug things out until it was too late for this. She knew she could not have the child of the man who attacked so she gave the baby up for adoption to a wonderful family. While going through all this she became involved with several advocacy groups that really helped her. This is a good story with wonderful characters. definitely recommend....more",Notes are private!,0,15,1,"Oct 03, 2022","Oct 09, 2022","Oct 03, 2022",,Paperback,view (with text),/book/show/61673139-sugar-and-salt
1304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Russian Doll,"Loesch, Kristen*",,,,406        pp,3.80,"8,614","Feb 17, 2022","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2022",,Hardcover,view,/book/show/61261034-the-last-russian-doll
1305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Villa,"Hawkins, Rachel*",125028001X,9781250280015,125028001X,279        pp,3.64,"95,438","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/60784641-the-villa
1306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Saving        (Henry Kimball/Lily Kintner, #2)","Swanson, Peter*",0063204983,9780063204980,0063204983,303        pp,3.69,"29,030","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/60916172-the-kind-worth-saving
1307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Tale of the Flower Bride,"Chokshi, Roshani*",,,,289        pp,3.71,"20,628","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/61150759-the-last-tale-of-the-flower-bride
1308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shutter,"Emerson, Ramona",1641293330,9781641293334,1641293330,296        pp,3.80,"11,122","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/59419625-shutter
1309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sometimes I Lie,"Feeney, Alice*",1250144841,9781250144843,1250144841,262        pp,3.78,"222,344","Mar 23, 2017","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/34275231-sometimes-i-lie
