,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,J.M.'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Informant,"Eichenwald, Kurt*",0767903277,9780767903271,0767903277,629        pp,3.96,"4,353","Aug 28, 2000","Jul 03, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/58557.The_Informant
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barbarians at the Gate: The Fall of RJR Nabisco,"Burrough, Bryan",0060536357,9780060536350,0060536357,592        pp,4.27,"38,644",1989,"Dec 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/781182.Barbarians_at_the_Gate
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas Shrugged,"Rand, Ayn",0452011876,9780452011878,0452011876,"1,168        pp",3.69,"390,146","Oct 10, 1957","Aug 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/662.Atlas_Shrugged
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fountainhead,"Rand, Ayn",,,,704        pp,3.88,"323,406","Apr 15, 1943","Sep 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Mass Market Paperback,view,/book/show/2122.The_Fountainhead
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,612",1981,"Jan 06, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Paperback,view,/book/show/11768.The_Hotel_New_Hampshire
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World According to Garp,"Irving, John*",0345915593,9780345915597,0345915593,610        pp,4.10,"228,590","Apr 24, 1978","Apr 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2010",,Hardcover,view,/book/show/7069.The_World_According_to_Garp
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Financial Lives of the Poets,"Walter, Jess",0061916048,9780061916045,0061916048,304        pp,3.70,"10,751",2009,"Sep 22, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has gotten nothing but rave s, many far more eloquent than I could write. So let me just say this. I read the novel in two days. CouldThis book has gotten nothing but rave s, many far more eloquent than I could write. So let me just say this. I read the novel in two days. Couldn't put it down. I added every book written by Jess Walker to the top of my reading list. And I am trying mightily to convince myself I should continue my own writing, even though my voice will never come close to achieving this level of genius.The Financial Live of the Poets is a beautifully-written, insightful and wildly funny story about a man and his wife spiraling toward financial and emotional bankruptcy. It is the first book I've read about The Great recession and will no doubt be the best.Joe...more",Notes are private!,0,0,1,not set,not set,"Jan 17, 2010",,Hardcover,view (with text),/book/show/6426026-the-financial-lives-of-the-poets
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Second After        (After, #1)","Forstchen, William R.",0765317583,9780765317582,0765317583,352        pp,3.97,"65,492","Mar 17, 2009","Mar 17, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is just, plain awful. Characterization is nonexistent, the author’s voice is flat and the editing is horrific. I bought the novel because ofThis book is just, plain awful. Characterization is nonexistent, the author’s voice is flat and the editing is horrific. I bought the novel because of its fascinating premise - a country brought to its knees by an electromagnetic pulse. Unfortunately, reading the thing was a slow slog. The author constantly tells rather than shows, overuses words and does nothing to make the characters or story the slightest bit interesting. ...more",Notes are private!,0,0,1,not set,"Jan 15, 2010","Jan 15, 2010",,Hardcover,view (with text),/book/show/4922079-one-second-after
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liar's Poker: Rising Through the Wreckage on Wall Street,"Lewis, Michael",0140143459,9780140143454,0140143459,256        pp,4.15,"101,479","Oct 17, 1989","Oct 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/1171.Liar_s_Poker
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Without Remorse        (John Clark, #1; Jack Ryan Universe Publication Order, #6)","Clancy, Tom",0425143325,9780425143322,0425143325,750        pp,4.21,"71,465","Aug 11, 1993","Aug 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/19668.Without_Remorse
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Storm Rising,"Clancy, Tom",0394298667,9780394298665,0394298667,unknown,4.20,"79,958","Aug 28, 1986","Sep 13, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Audio Cassette,view,/book/show/318525.Red_Storm_Rising
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sum of All Fears        (Jack Ryan, #6)","Clancy, Tom",0425184226,9780425184226,0425184226,914        pp,4.06,"62,561","Aug 14, 1991","May 07, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/34993.The_Sum_of_All_Fears
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadow of the Moon,"Kaye, M.M.",0553137522,9780553137521,0553137522,803        pp,4.23,"4,464",1956,"Jan 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/560535.Shadow_of_the_Moon
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Far Pavilions,"Kaye, M.M.",031215125X,9780312151256,B004Y6MW0M,958        pp,4.20,"44,003","Aug 01, 1978","Jan 15, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/10222.The_Far_Pavilions
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Charlotte Simmons,"Wolfe, Tom",0312424442,9780312424442,0312424442,738        pp,3.45,"27,692","Dec 09, 2004","Aug 30, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/231.I_Am_Charlotte_Simmons
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonfire of the Vanities,"Wolfe, Tom",,,,690        pp,3.90,"80,879","Nov 01, 1987","Oct 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/2666.The_Bonfire_of_the_Vanities
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Walk,"Bachman, Richard",0451196716,9780451196712,0451196716,370        pp,4.08,"185,801",1979,Apr 1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/9014.The_Long_Walk
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hearts in Atlantis,"King, Stephen*",0340818670,9780340818671,0340818670,640        pp,3.85,"95,899","Sep 14, 1999",2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/11602.Hearts_in_Atlantis
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cell,"King, Stephen*",1416524517,9781416524519,1416524517,449        pp,3.66,"223,011","Jan 24, 2006","Nov 21, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/10567.Cell
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",2266047426,9782266047425,2266047426,324        pp,3.92,"153,347",Nov 1992,"Nov 06, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/10625.Dolores_Claiborne
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bag of Bones,"King, Stephen*",067102423X,9780671024239,067102423X,736        pp,3.92,"198,893","Sep 22, 1998",1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/10589.Bag_of_Bones
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Insomnia,"King, Stephen*",8497597729,9788497597722,8497597729,896        pp,3.83,"156,306",1994,"Feb 28, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/10585.Insomnia
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Zone,"King, Stephen*",0451155750,9780451155757,B000JD7X5S,402        pp,3.96,"223,114","Aug 30, 1979",Aug 1980,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/11573.The_Dead_Zone
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,649",2000,Jul 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/10569.On_Writing
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Needful Things,"King, Stephen*",,,,790        pp,3.97,"252,319",Oct 1991,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/107291.Needful_Things
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It,"King, Stephen*",0451169514,9780451169518,0451169514,"1,090        pp",4.24,"1,110,738","Sep 15, 1986",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/18342.It
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know This Much Is True,"Lamb, Wally*",0060987561,9780060987565,0060987561,897        pp,4.20,"312,459","Jun 14, 1998",May 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/227711.I_Know_This_Much_Is_True
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She’s Come Undone,"Lamb, Wally*",0671021001,9780671021009,B000MZ077O,465        pp,3.91,"346,414","Aug 24, 1992","Jun 28, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/5203.She_s_Come_Undone
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Naked and the Dead,"Mailer, Norman",0312265050,9780312265052,0312265050,721        pp,3.94,"25,415",1948,"Aug 28, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12467.The_Naked_and_the_Dead
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caravans,"Michener, James A.",0812969820,9780812969825,0812969820,320        pp,4.11,"8,704",1963,"Sep 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/12662.Caravans
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales of the South Pacific,"Michener, James A.",0449206521,9780449206522,0449206521,384        pp,4.05,"15,999",1947,"Sep 12, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/133488.Tales_of_the_South_Pacific
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drifters,"Michener, James A.",0449213536,9780449213537,0449213536,768        pp,4.05,"8,140",1971,"Oct 12, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/42955.The_Drifters
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Centennial,"Michener, James A.",,,,"1,056        pp",4.25,"43,168",1974,"Feb 12, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/133430.Centennial
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Source,"Michener, James A.",0375760385,9780375760389,0375760385,"1,080        pp",4.30,"43,491","Apr 19, 1965","Jul 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12657.The_Source
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hawaii,"Michener, James A.",0375760377,9780375760372,0375760377,937        pp,4.21,"78,683","Nov 12, 1959","Jul 09, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12658.Hawaii
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novels 1973-1977: The Great American Novel / My Life as a Man / The Professor of Desire,"Roth, Philip",1931082960,9781931082969,1931082960,906        pp,4.07,69,"Oct 19, 2006","Oct 19, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/11647.Novels_1973_1977
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portnoy’s Complaint,"Roth, Philip",,,,274        pp,3.71,"68,394",1969,"May 18, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/43945.Portnoy_s_Complaint
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of Our Discontent,"Steinbeck, John",0143039482,9780143039488,0143039482,291        pp,4.00,"48,013",1961,"Aug 26, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4796.The_Winter_of_Our_Discontent
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,775",1945,"Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4799.Cannery_Row
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,550",1961,"Feb 05, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/5306.Travels_with_Charley
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Godfather        (The Godfather, #1)","Puzo, Mario",,,,448        pp,4.39,"420,492","Mar 10, 1969","Mar 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/22034.The_Godfather
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Columbus","Roth, Philip",0679601597,9780679601593,0679601597,320        pp,3.86,"20,106",1959,"May 02, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/29744.Goodbye_Columbus
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Graduate        (The Graduate, #1)","Webb, Charles",0743456459,9780743456456,0743456459,272        pp,3.37,"10,813",1963,"Apr 02, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/71047.The_Graduate
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When She Was Good,"Roth, Philip",0679759255,9780679759256,0679759255,320        pp,3.60,"3,428",1966,"Jan 31, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/29746.When_She_Was_Good
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Widow for One Year,"Irving, John*",,,,576        pp,3.77,"62,608",1998,"Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4659.A_Widow_for_One_Year
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water-Method Man,"Irving, John*",034541800X,9780345418005,034541800X,272        pp,3.38,"12,810",1972,"Jun 23, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4657.The_Water_Method_Man
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit at Rest        (Rabbit Angstrom, #4)","Updike, John",0449911942,9780449911945,0449911942,608        pp,4.00,"15,650","Dec 18, 1990","Aug 27, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/11666.Rabbit_at_Rest
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit Is Rich        (Rabbit Angstrom, #3)","Updike, John",0140249435,9780140249439,0140249435,480        pp,3.92,"17,145",1981,"Oct 30, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/85391.Rabbit_Is_Rich
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit Redux        (Rabbit Angstrom, #2)","Updike, John",0449911934,9780449911938,0449911934,440        pp,3.80,"15,679",1971,"Aug 27, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/46917.Rabbit_Redux
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit, Run        (Rabbit Angstrom, #1)","Updike, John",0449911659,9780449911655,0449911659,325        pp,3.58,"60,213",1960,1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/85386.Rabbit_Run
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Lost Things,"Hay, Sheridan",038551848X,9780385518482,038551848X,354        pp,3.11,"4,089","Mar 06, 2007","Mar 06, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/268370.The_Secret_of_Lost_Things
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Types of Ambiguity,"Perlman, Elliot",1594481431,9781594481437,1594481431,640        pp,4.01,"5,048",2003,"Dec 06, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/153612.Seven_Types_of_Ambiguity
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cry to Heaven,"Rice, Anne",0345396936,9780345396938,0345396936,566        pp,3.88,"20,951",1982,"Apr 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/31335.Cry_to_Heaven
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Right Stuff,"Wolfe, Tom",0553381350,9780553381351,0553381350,352        pp,4.23,"52,650",1979,"Oct 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/586472.The_Right_Stuff
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man in Full,"Wolfe, Tom",0553381334,9780553381337,0553381334,704        pp,3.87,"18,715","Nov 01, 1998","Oct 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/86172.A_Man_in_Full
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,599","Dec 01, 1860",1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/2623.Great_Expectations
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sphere,"Crichton, Michael",,,,371        pp,3.83,"185,895",1987,"Jun 23, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/455373.Sphere
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tree of Smoke,"Johnson, Denis",0374279128,9780374279127,0374279128,614        pp,3.60,"13,471","Sep 04, 2004","Sep 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/271074.Tree_of_Smoke
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angry Tide        (Poldark, #7)","Graham, Winston",0330345001,9780330345002,0330345001,350        pp,4.38,"7,751",1977,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194630.The_Angry_Tide
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Four Swans        (Poldark, #6)","Graham, Winston",0330344994,9780330344999,0330344994,450        pp,4.26,"8,488",1976,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194633.The_Four_Swans
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Moon        (Poldark, #5)","Graham, Winston",0330344986,9780330344982,0330344986,546        pp,4.26,"9,267",1973,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194637.The_Black_Moon
