,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tundra's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Choke,"Laguna, Sofie",1760297240,9781760297244,1760297240,369        pp,4.22,"5,666","Aug 23, 2017","Sep 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m sitting on a 3 1/2 with this one. The characters really engaged me but I felt that the plot has been done before and I’m not sure that there was aI’m sitting on a 3 1/2 with this one. The characters really engaged me but I felt that the plot has been done before and I’m not sure that there was anything really new in this. It’s a good choice for a book club, plenty to talk about, but not as gripping as Eye of the Sheep....more",Notes are private!,0,4,1,"Nov 20, 2017","Nov 23, 2017","Aug 25, 2017",,Paperback,view (with text),/book/show/35106686-the-choke
1282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,439",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2017",,Paperback,view,/book/show/18373.Flowers_for_Algernon
1283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,History of Wolves,"Fridlund, Emily",0802125875,9780802125873,0802125875,288        pp,3.41,"28,165","Jan 03, 2017","Jan 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very thought provoking read about whether ""belief"" that we are doing ""the right thing"" or what we actually do matters most. Linda is a teenThis was a very thought provoking read about whether ""belief"" that we are doing ""the right thing"" or what we actually do matters most. Linda is a teenager living a sheltered life with little moral guidance from the adults in her life. This book examines the choices she makes, her gradual sense of self awareness and growing recognition that people are not always what they seem. This is an amazing debut novel and certainly worthy of its place on The Booker longlist. Sometimes I was not quite sure about the need for all the diversions from the main plot but overall it created a powerful impact....more",Notes are private!,0,1,1,"Aug 26, 2017","Aug 29, 2017","Aug 15, 2017",,Hardcover,view (with text),/book/show/30183198-history-of-wolves
1284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solar Bones,"McCormack, Mike",0992817099,9780992817091,0992817099,223        pp,3.81,"4,301",May 2016,"May 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 1/2 stars. While I found the writing of this novel fascinating and extremely clever I was not overly invested in the plot. Initially this was challe3 1/2 stars. While I found the writing of this novel fascinating and extremely clever I was not overly invested in the plot. Initially this was challenging to read due to the grammatical construction but I was gradually propelled along by its flow. Perhaps the greatest challenge was finding a break to stop and put the book down and not lose my chain of thought. It's a bit like an Escher staircase, you don't know whether you're going up or down and there's no obvious beginning or end. The book contained moments of humour, particularly the wayward artistic daughter, but overall it was a bit slow and drifted along to many unfinished sub-plots for me to really love it....more",Notes are private!,0,1,1,"Aug 19, 2017","Aug 25, 2017","Aug 15, 2017",,Paperback,view (with text),/book/show/29773751-solar-bones
1285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfinished Work of Elizabeth D.,"Bernier, Nichole*",0307887804,9780307887801,0307887804,309        pp,3.50,"4,855","Jun 05, 2012","Jun 05, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 13, 2017","Aug 18, 2017","Aug 13, 2017",,Hardcover,view,/book/show/13035306-the-unfinished-work-of-elizabeth-d
1286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter        (Seasonal #2),"Smith, Ali",0241207037,9780241207031,0241207037,321        pp,3.82,"21,171","Nov 02, 2017","Nov 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been wavering between a 3 or 4 star but ultimately was won over by the clever thinking and beautiful writing. I particularly liked the character I’ve been wavering between a 3 or 4 star but ultimately was won over by the clever thinking and beautiful writing. I particularly liked the character of Lux in this novel she was the perfect ‘Mary Poppins’ to guide the other characters through winter.What I found difficult was the plot construction that included so many time shifts at odd moments and they were sometimes difficult to spot. I felt like I kept getting thrown out of the story just as I was sinking in. This structure also meant that it took a long while (like a third of the book) before you really start to feel like you are with these characters.I liked the ‘political winter’ references to Trump, brexit and the treatment of asylum seekers and poor. I’m not sure these will be as obvious to readers in the future but I thought they were very astutely included....more",Notes are private!,0,0,1,"Sep 18, 2018","Sep 23, 2018","Aug 13, 2017",,Paperback,view (with text),/book/show/36521027-winter
1287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasonal Quartet, #1)","Smith, Ali",0241207002,9780241207000,0241207002,264        pp,3.67,"73,516","Oct 20, 2016","Oct 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have never read anything written by Ali Smith and I'm wondering why I've never come across her work before. This was a beautiful,contemplative and pI have never read anything written by Ali Smith and I'm wondering why I've never come across her work before. This was a beautiful,contemplative and poetic novel that was almost mesmerising to read. A friendship between a young girl and an old gentleman is at the centre of this novel. He opens her eyes and mind to the extraordinary world he has lived through and which she is entering. I also really appreciated some of the quirky humour particularly the scene in the post office (trying to submit a passport application)....more",Notes are private!,0,6,1,"Aug 12, 2017","Aug 14, 2017","Aug 11, 2017",,Hardcover,view (with text),/book/show/28446947-autumn
1288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Pages,"Peričić, Marija",1760296864,9781760296865,1760296864,272        pp,3.44,259,2017,"Apr 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2017",,Paperback,view,/book/show/34402647-the-lost-pages
1289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Land of Giants: Hunting Monsters in the Hindu Kush,"Martínez, Gabi",1925321630,9781925321630,1925321630,400        pp,3.43,69,"Sep 21, 2011","Jul 31, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an intriguing book. While it began as an account of Jordi Magraner, a Spaniard, who became obsessed with searching for the Baramanu (Yeti) inThis was an intriguing book. While it began as an account of Jordi Magraner, a Spaniard, who became obsessed with searching for the Baramanu (Yeti) in the Hindu Kush (Pakistan border near Afghanistan) it shifted to an exploration of the local Kalash people and the impact of the Taliban in this region. While Jordi's lifestyle was somewhat complicated, his motives not always clear and his mental state obsessive he obviously cared deeply for this minority group; that remains largely unknown, destitute and persecuted. Parts of this book were a bit slow and repetitive and I think a detailed map of the region would have been invaluable in understanding the geography of this region. Thanks to Goodreads and Scribe for my copy of this book....more",Notes are private!,0,1,1,"Aug 02, 2017","Aug 07, 2017","Aug 01, 2017",,Paperback,view (with text),/book/show/34381306-in-the-land-of-giants
1290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Address,"Davis, Fiona*",152474199X,9781524741990,152474199X,354        pp,3.95,"43,624","Aug 01, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2017",,Hardcover,view,/book/show/33607640-the-address
1291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whipbird,"Drewe, Robert",0670070610,9780670070619,0670070610,320        pp,3.25,530,"Jul 31, 2017","Jul 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2017",,Paperback,view,/book/show/35650905-whipbird
1292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taboo,"Scott, Kim",1925483746,9781925483741,1925483746,287        pp,3.64,"1,053","Jul 25, 2017","Jul 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The fragmented writing (train of thought and sentence structure) made it difficult to follow what was happening in this book. To some extent I can seeThe fragmented writing (train of thought and sentence structure) made it difficult to follow what was happening in this book. To some extent I can see purpose in this technique as it is representing a fragmented story of disconnection from place and people, drug taking and tenuous reconnecting but it just went a little to far for me to keep a grip on the story and really immerse myself.The themes are important and I liked the approach of the various characters trying to find a way forward and heal. Clearly it is not an easy task to define events of the past, or what reconciliation should look like, in a way that is universally accepted....more",Notes are private!,0,5,1,"Apr 20, 2018","Apr 27, 2018","Jul 31, 2017",,Paperback,view (with text),/book/show/35013548-taboo
1293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Michael Met Mina,"Abdel-Fattah, Randa",1743534973,9781743534977,1743534973,354        pp,3.90,"3,991","Jul 28, 2016","Jul 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading this story as an adult probably didn't have the affect on me that the author intended as it is clearly written for children or maybe YA. The sReading this story as an adult probably didn't have the affect on me that the author intended as it is clearly written for children or maybe YA. The story, while easy to read and addressing an important issue, feels contrived like it's covering a check list of issues. I read this for book club but would not otherwise have chosen it....more",Notes are private!,0,1,1,"Jul 29, 2017",Aug 2017,"Jul 29, 2017",,Paperback,view (with text),/book/show/29753111-when-michael-met-mina
1294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Here: The Life of Paula Modersohn-Becker,"Darrieussecq, Marie",1925498603,9781925498608,1925498603,176        pp,4.08,885,2016,"Jul 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2017",,Paperback,view,/book/show/35111483-being-here
1295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lures: Careful What You Fish For,"DiFelice, John",1537129287,9781537129280,1537129287,145        pp,4.09,11,unknown,"Jun 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 1/2 stars. Thanks to the author and Goodreads for my copy of Lures. I enjoyed this collection of short stories and accompanying poems and was very p3 1/2 stars. Thanks to the author and Goodreads for my copy of Lures. I enjoyed this collection of short stories and accompanying poems and was very pleased they didn't actually have anything to do with fishing! These were interesting and amusing, though some what 'black', stories that examined falling in and out of love, death and generally what it means to be a fallible human. Did the author make a guest appearance as the woman on the train in Stan Slade and the Case of the Killer Meme?...more",Notes are private!,0,1,1,"Jul 20, 2017","Jul 22, 2017","Jul 20, 2017",,Paperback,view (with text),/book/show/34999079-lures
1296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orient,"Bollen, Christopher",0062329952,9780062329950,0062329952,624        pp,3.55,"2,470",2015,"May 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed the fact that this book was more than just a plot driven crime thriller. I appreciated the enormous effort put into character developI really enjoyed the fact that this book was more than just a plot driven crime thriller. I appreciated the enormous effort put into character development and felt that it added to the experience. It was a bit long but overall worth the extra pages. I can see from comments on Goodreads that many didn't appreciate this component....more,Notes are private!,0,1,1,"Jul 09, 2017","Jul 15, 2017","Jul 09, 2017",,Hardcover,view (with text),/book/show/22693249-orient
1297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drown,"Díaz, Junot",1573226068,9781573226066,B007EQMQ7S,208        pp,4.02,"36,013","Dec 25, 1995","Jul 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting read about life in the the Dominican Republic and the transition to life in the USA. I feel like there is a lot of literature around atAn interesting read about life in the the Dominican Republic and the transition to life in the USA. I feel like there is a lot of literature around at the moment that deals with the illegal migrant experience and tries to capture this underbelly of American life. It all seems to be gritty, violent and desperate while seeking to shock the reader. ...more",Notes are private!,0,1,1,"Jul 06, 2017","Jul 09, 2017","Jul 06, 2017",,Unknown Binding,view (with text),/book/show/531989.Drown
1298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Misfortune of Marion Palm,"Culliton, Emily",1524731900,9781524731908,1524731900,304        pp,3.14,"3,421","Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2017",,Hardcover,view,/book/show/33208830-the-misfortune-of-marion-palm
1299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World of Tomorrow,"Mathews, Brendan*",0316382191,9780316382199,0316382191,560        pp,3.71,"1,092","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2017",,Hardcover,view,/book/show/33784320-the-world-of-tomorrow
1300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Destroyers,"Bollen, Christopher",0062329987,9780062329981,0062329987,496        pp,3.39,"1,589","Jun 27, 2017","Jun 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a real roller coaster ride. The setting, characters and plot were all exceptionally executed and although it was a lengthy book I did not getThis was a real roller coaster ride. The setting, characters and plot were all exceptionally executed and although it was a lengthy book I did not get bored with the descriptions or detail. There were so many questions posed about the opportunities life presents and the choices we make - all influenced by money and love/loyalty. ...more",Notes are private!,0,3,1,"Sep 10, 2017","Sep 14, 2017","Jul 02, 2017",,Hardcover,view (with text),/book/show/32600399-the-destroyers
1301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Go My Hand,"Docx, Edward",1509852239,9781509852239,1509852239,0        pp,3.96,678,"Apr 20, 2017","Apr 20, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3 1/2 stars.,Notes are private!,0,1,1,"Jun 30, 2017","Jul 06, 2017","Jun 30, 2017",,Audiobook,view (with text),/book/show/33804997-let-go-my-hand
1302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Running in the Family,"Ondaatje, Michael",,,,208        pp,3.83,"9,151",1982,"Nov 30, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I felt like I was sitting with the author and his family meandering through stories and piecing together his family history. The heady 20's, the depreI felt like I was sitting with the author and his family meandering through stories and piecing together his family history. The heady 20's, the depression and beyond through all the highs and lows. It had laugh out loud moments but also a sense of sadness brought about by the destructive repercussions of alcoholism. I particularly enjoyed the story about cobras and ping pong balls....more",Notes are private!,0,2,1,"Jun 29, 2017","Jun 30, 2017","Jun 29, 2017",,Paperback,view (with text),/book/show/5941.Running_in_the_Family
1303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tear and a Smile,"Gibran, Kahlil",0394448049,9780394448046,0394448049,228        pp,3.96,"5,590",unknown,"Jun 27, 1950",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2017",,Hardcover,view,/book/show/2549.A_Tear_and_a_Smile
1304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Ava Langdon,"O'Flynn, Mark",0702254150,9780702254154,0702254150,256        pp,3.64,211,"Jun 01, 2016","Jun 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2017",,Paperback,view,/book/show/28592593-the-last-days-of-ava-langdon
1305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Return: Fathers, Sons and the Land in Between","Matar, Hisham",034580774X,9780345807748,034580774X,256        pp,4.14,"11,602","Jun 30, 2016","Jul 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an invaluable personal insight into the lives of those devastated by Qaddafi and the Libyan regime. It is virtually impossible to imagine copiThis is an invaluable personal insight into the lives of those devastated by Qaddafi and the Libyan regime. It is virtually impossible to imagine coping with not knowing the final fate of a loved one for over twenty years and living in the shadow of events that span most of your life. I think as hard as it is to face their murder, or death, not knowing is really so much worse. Matar describes this feeling as though he is also locked in a cell, survivors guilt....more",Notes are private!,0,3,1,"Jun 16, 2017","Jun 19, 2017","Jun 15, 2017",,Hardcover,view (with text),/book/show/28007895-the-return
1306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0553397583,,,unknown,3.75,"155,261",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The shortlist for the Man Booker in 2017 seems to have focused on novels that stretch our imagination about what a novel should look like and be. LincThe shortlist for the Man Booker in 2017 seems to have focused on novels that stretch our imagination about what a novel should look like and be. Lincoln in the Bardo is a conversational style commentary which makes it feel fast paced and slightly off kilter as we “run-skim” through the cemetery surrounded by a cacophony of somewhat deranged characters. I definitely feel I will reread this novel as I’m sure I missed things in the chaos. It is a creative and humane portrait of a man deeply effected by the loss of his son and the cost, he feels he has brought to bear on humanity, due to a long and bloody civil war.I have just listened to the audio version of this book and feel I should upgrade my rating. What an absolute delight this was. I’m glad I read it first as I may have been a bit confused by the format. My favourite moment was the final conversation between Betsy and Eddy Baron before their ascent/decent “associated with the matterlightblooming phenomenon.”...more",Notes are private!,0,5,2,"Nov 29, 2017Nov 29, 2017","Dec 03, 2017Dec 03, 2017","Jun 14, 2017",,Audiobook,view (with text),/book/show/34357438-lincoln-in-the-bardo
1307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,119","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2017",,Hardcover,view,/book/show/29751398-the-power
1308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House by the Lake: A Story of Germany,"Harding, Thomas*",0434023221,9780434023226,0434023221,464        pp,4.13,"2,980","Sep 24, 2015","Sep 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2017","Jun 27, 2017","Jun 06, 2017",,Hardcover,view,/book/show/24737108-the-house-by-the-lake
1309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Not Say We Have Nothing,"Thien, Madeleine",039360988X,9780393609882,039360988X,474        pp,3.92,"22,445","May 31, 2016","Oct 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This felt like an ode to not forgetting people or past injustices - not letting lives be lost in vain. Stories don't end they live on through the liveThis felt like an ode to not forgetting people or past injustices - not letting lives be lost in vain. Stories don't end they live on through the lives of others in The Book of Records. This was a beautiful concept. My lack of musical knowledge made this book a bit difficult for me to fully appreciate but I was still deeply moved by the beauty of the writing and the sadness of this story. I can't imagine what it would be like to live under such controlled circumstances where it is difficult to even be sure you are entitled to your own thoughts. ...more,Notes are private!,0,2,1,"Jun 04, 2017","Jun 14, 2017","Jun 03, 2017",,Hardcover,view (with text),/book/show/31549906-do-not-say-we-have-nothing
1310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unseen        (The Barrøy Chronicles #1),"Jacobsen, Roy",,,,272        pp,4.00,"9,470","Aug 15, 2013","Aug 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was one of those books that completely immersed me in a foreign landscape. You can feel the cold in your bones, smell the sea and see the dirt unThis was one of those books that completely immersed me in a foreign landscape. You can feel the cold in your bones, smell the sea and see the dirt under your finger nails. A small isolated Norwegian island, a family and the passage of time are crafted into a world that despite its harshness is a place that these people love and call home....more",Notes are private!,0,3,1,Jun 2017,"Jun 04, 2017","Jun 01, 2017",,Kindle Edition,view (with text),/book/show/31936168-the-unseen
1311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"297,982",Apr 1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2017",,Paperback,view,/book/show/9777.The_God_of_Small_Things
1312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Bicycle,"Wu, Ming-Yi",1925498557,9781925498554,1925498557,416        pp,3.88,"1,685","Jun 30, 2015","Aug 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2017",,Paperback,view,/book/show/35215682-the-stolen-bicycle
1313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Lives of Samuel Hawley,"Tinti, Hannah*",0812989880,9780812989885,0812989880,376        pp,3.88,"16,848","Mar 28, 2017","Mar 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 1/2 stars. Thanks to Goodreads and Tinder Press for my copy. I held off reading this because I wanted to read it as my book club choice. The premise4 1/2 stars. Thanks to Goodreads and Tinder Press for my copy. I held off reading this because I wanted to read it as my book club choice. The premise of the story sounded intriguing and it certainly lived up to expectation. The level of empathy that Tinti created for her lead protagonist showed great skill considering he was such a small time petty criminal. At times he almost appeared honest and hard done by. I really enjoyed the variety of locations, characters, the father daughter relationship and the balance between past and present retold through each bullet wound....more",Notes are private!,0,1,1,"May 25, 2017","May 28, 2017","May 24, 2017",,Hardcover,view (with text),/book/show/30556459-the-twelve-lives-of-samuel-hawley
1314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211205,9780735211209,0735211205,386        pp,3.59,"388,693","May 02, 2017","May 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book and it certainly had good pace but overall I think the writing was 'playing it safe'. The characters, plot and themes of the novelI enjoyed this book and it certainly had good pace but overall I think the writing was 'playing it safe'. The characters, plot and themes of the novel were all reasonably predictable, have been done before and didn't leave any memorable moments that I would expect from a thriller. I liked having the voice narrated by a number of characters but the downside of this is that because everyone knows 'a bit of the secret' there doesn't need to be any clever plot twists to reveal the information. I just wanted a bit more punch....more",Notes are private!,0,2,1,"May 22, 2017","May 25, 2017","May 22, 2017",,Hardcover,view (with text),/book/show/33151805-into-the-water
1315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life Removed,"Parent, Jason*",1940215927,9781940215921,1940215927,280        pp,3.70,422,May 2017,May 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2017",,Paperback,view,/book/show/34090819-a-life-removed
1316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Names,"Tóibín, Colm",0241264936,9780241264935,0241264936,272        pp,3.58,"9,022","May 09, 2017","May 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2017",,Paperback,view,/book/show/29344653-house-of-names
1317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Us,"Barrett, J.D.",0733637892,9780733637896,0733637892,336        pp,3.73,230,"Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2017",,Paperback,view,/book/show/34452677-the-song-of-us
1318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Position Doubtful: Mapping Landscapes and Memories,"Mahood, Kim",1925321681,9781925321685,1925321681,336        pp,4.12,188,"Aug 15, 2016","Aug 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was a privilege to read this book and in some small way glimpse a place and people that are so precious to the author. I love the idea of a map as It was a privilege to read this book and in some small way glimpse a place and people that are so precious to the author. I love the idea of a map as a means of linking Place, memory and emotion. I have always found maps an intriguing link with the past and the people that make them. Mahmoud succinctly navigates and captures this idea in her writing as we wander and explore the Tanami desert with her. Her descriptions are evocative, there is humour and very nearly tears. This book is what it means to be Australian. The only thing I wished for was an insert of glossy paper with colour images of the artwork shown in the book in black and white. Even though they are beautifully described I really wanted to see them....more",Notes are private!,0,2,1,"May 02, 2017","May 07, 2017","May 02, 2017",,Paperback,view (with text),/book/show/30558236-position-doubtful
1319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Mine,"Lowe, Fiona*",1489220348,,B01NBJN3XZ,435        pp,4.16,991,"Feb 20, 2017","Feb 20, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thanks to Goodreads and Harlequin for my copy of Daughter of Mine. If you are after a family saga with lots of ups, downs and secrets with a real AustThanks to Goodreads and Harlequin for my copy of Daughter of Mine. If you are after a family saga with lots of ups, downs and secrets with a real Australian feel and a satisfying ending then this is the book for you. This book moves along at a good pace with a cast of entwined characters who gradually reveal their secrets in order to move into the future. There were no secrets or twists that blindsided me as most were alluded to and are reasonably obvious (especially given the title) but it was an enjoyable read nonetheless....more",Notes are private!,0,1,1,"Apr 29, 2017","May 02, 2017","Apr 28, 2017",,Kindle Edition,view (with text),/book/show/33801970-daughter-of-mine
1320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anil's Ghost,"Ondaatje, Michael",0375724370,9780375724374,0375724370,311        pp,3.58,"17,946","Mar 30, 2000","Apr 24, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2017",,Paperback,view,/book/show/5942.Anil_s_Ghost
