,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Vanessa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sylvia Beach and the Lost Generation: A History of Literary Paris in the Twenties and Thirties,"Fitch, Noël Riley",0393302318,9780393302318,0393302318,447        pp,4.07,964,1983,"May 17, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/46153.Sylvia_Beach_and_the_Lost_Generation
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swans of Fifth Avenue,"Benjamin, Melanie*",0345528697,9780345528698,0345528697,368        pp,3.63,"34,289","Jan 26, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Hardcover,view,/book/show/25279165-the-swans-of-fifth-avenue
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seductive Poison: A Jonestown Survivor's Story of Life and Death in the Peoples Temple,"Layton, Deborah",0385489846,9780385489843,0385489846,384        pp,4.11,"3,629",1997,"Nov 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Paperback,view,/book/show/345220.Seductive_Poison
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Skies Belong to Us: Love and Terror in the Golden Age of Hijacking,"Koerner, Brendan I.*",0307886107,9780307886101,0307886107,318        pp,4.03,"4,066","Jun 18, 2013","Jun 18, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Hardcover,view,/book/show/16071731-the-skies-belong-to-us
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories to Keep You Alive Despite Vampires,"Acker, Ben",1665917008,9781665917001,1665917008,192        pp,4.07,121,unknown,"Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Hardcover,view,/book/show/60320942-stories-to-keep-you-alive-despite-vampires
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sliver of Darkness,"Tudor, C.J.*",0593500164,9780593500163,0593500164,256        pp,3.83,"3,183","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Hardcover,view,/book/show/60018645-a-sliver-of-darkness
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dickens and Prince: A Particular Kind of Genius,"Hornby, Nick",0593541820,9780593541821,0593541820,192        pp,3.65,"2,643","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2022",,Hardcover,view,/book/show/60621165-dickens-and-prince
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queens of the Age of Chivalry        (England's Medieval Queens Book 3),"Weir, Alison",,,B08P35N6KP,478        pp,4.23,610,"Dec 06, 2022","Nov 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2022",,Kindle Edition,view,/book/show/58594487-queens-of-the-age-of-chivalry
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Come Up: An Oral History of the Rise of Hip-Hop,"Abrams, Jonathan*",1984825135,9781984825131,1984825135,544        pp,4.23,495,unknown,"Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2022",,Hardcover,view,/book/show/60263189-the-come-up
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593534727,9780593534724,0593534727,229        pp,3.92,"32,976","Oct 18, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2022",,Hardcover,view,/book/show/59573299-signal-fires
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Landslide,"Conley, Susan*",0525657134,9780525657132,0525657134,288        pp,3.72,"2,656","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Hardcover,view,/book/show/53398575-landslide
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whalebone Theatre,"Quinn, Joanna*",0593321707,9780593321706,0593321707,558        pp,4.07,"24,635","Jun 09, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Hardcover,view,/book/show/59900661-the-whalebone-theatre
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hollow Kind,"Davidson, Andy*",0374538565,9780374538569,0374538565,448        pp,3.60,"1,845","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/59808593-the-hollow-kind
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Good for Maidens,"Bovalino, Tori*",,,1645674665,352        pp,3.67,"2,091","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 06, 2022",,Hardcover,view,/book/show/58724694-not-good-for-maidens
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Illuminations: Stories,"Moore, Alan*",1635578809,9781635578805,1635578809,464        pp,3.55,"1,255","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/57903929-illuminations
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar Street,"Dee, Jonathan",080216000X,9780802160003,080216000X,208        pp,3.52,"1,055","Sep 13, 2022","Sep 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/60430268-sugar-street
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha Christie: A Very Elusive Woman,"Worsley, Lucy",,,B09NFM7HQM,498        pp,4.22,"6,655","Sep 08, 2022","Sep 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Kindle Edition,view,/book/show/59822447-agatha-christie
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Nightmares: Very Short Stories of Horror,"Michel, Lincoln*",,9781948226622,1948226626,289        pp,3.40,"1,816","Oct 13, 2020","Oct 13, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Paperback,view,/book/show/53189105-tiny-nightmares
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Willows,"Blackwood, Algernon",1587156520,9781587156526,1587156520,105        pp,4.07,"13,226",1907,"Feb 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Paperback,view,/book/show/1335601.The_Willows
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Don't Fear the Reaper        (The Indian Lake Trilogy, #2)","Jones, Stephen Graham*",1982186593,9781982186593,1982186593,457        pp,4.07,"9,738","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/59366246-don-t-fear-the-reaper
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories of John Cheever,"Cheever, John",0375724427,9780375724428,0375724427,693        pp,4.27,"15,163",1978,"May 16, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Paperback,view,/book/show/11686.The_Stories_of_John_Cheever
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Death in Door County        (Monster Hunter Mystery, #1)","Ryan, Annelise*",0593441575,9780593441572,0593441575,336        pp,3.64,"4,284","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/60097443-a-death-in-door-county
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Misfit Soldier,"Mammay, Michael*",0062981005,9780062981004,0062981005,368        pp,3.85,822,"Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Mass Market Paperback,view,/book/show/58210335-the-misfit-soldier
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kaiju Preservation Society,"Scalzi, John*",0765389126,9780765389121,0765389126,264        pp,4.00,"52,662","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Scalzi was having a hard time during the pandemic but he still managed to crank out a novel, if not the one he had been planning. And I sincerelyJohn Scalzi was having a hard time during the pandemic but he still managed to crank out a novel, if not the one he had been planning. And I sincerely fangirl at my fellow Ohioan John Scalzi (who was born the same year as me.) I don't think anyone would say this is his best novel. It's interesting and cute and has a genuinely suspenseful ending but it's definitely a minor effort and, as other ers have said, it may not age well. Another thing is it just took me forever to read despite being a slender 258 pages. This book is small but also feels padded. Things take too long to start happening and the dialog and exposition have this plodding redundancy at times like we wouldn't pick things up the first or second time. This isn't Gravity's Rainbow here, I think readers can follow the story just fine.(In the interest of full disclosure, I also had a 2 week sinus infection while reading this so factor that into my lackadaisical experience.)Ok, enough bellyaching. Jamie Gray is working at a Grubhub-like startup in New York City in March of 2020. God, what a shitty time to be alive. Then he gets fired, finds himself now a delivery driver, and by chance gets a dream job offer when he delivers Thai to an old acquaintance. He later finds out it involves kaijus and an alternate earth. And honestly, the details about the alternate earth and its biology are the best part of the story. And because you should go in fresh, that's all you need to know. Can't leave without a shoutout to my favorite kaiju:[image]Mothra living her best hot kaiju summerI have struggled to not make it seem like I'm dumping on John Scalzi. If you are interested in reading this, I will give you all the thumbs up and encourage you to, plus give you a blankie and a cup of tea. But also, please read Redshirts....more",Notes are private!,0,20,1,"Sep 30, 2022","Oct 29, 2022","Sep 30, 2022",,Hardcover,view (with text),/book/show/57693406-the-kaiju-preservation-society
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jacqueline in Paris,"Mah, Ann*",0062997017,9780062997012,0062997017,352        pp,3.69,"10,268","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/59949718-jacqueline-in-paris
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sundial,"Ward, Catriona*",1250812682,9781250812681,1250812682,292        pp,3.80,"18,435","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/57693183-sundial
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural History,"Barrett, Andrea",1324035196,9781324035190,1324035196,208        pp,3.75,614,"Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/60165427-natural-history
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Girl and Other Stories,"Liu, Ken*",,,,411        pp,3.93,"6,518","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/52163147-the-hidden-girl-and-other-stories
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Total: Stories,"Miller, Rebecca",0374299110,9780374299118,0374299110,192        pp,3.46,362,"Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/58772721-total
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil in Ohio,"Polatin, Daria*",,,,327        pp,3.26,"2,521","Nov 07, 2017","Nov 07, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How can I find the words to convey my feelings that I bought this book....on an impulse....not on sale.....partly because it was a horror novel and itHow can I find the words to convey my feelings that I bought this book....on an impulse....not on sale.....partly because it was a horror novel and it had Ohio in the title?[image]You and me both, Moira. I'm sorry to be blunt but this book is just not good. Like it's sort of ok, but I really want to ask anyone who rated it three or more stars if they are pulling my leg. Written in the style of unartful YA, this book fails to deliver scares, characters to care about, or much of anything else, sadly. Jules is a typical teenager someplace in Ohio (someplace that regularly shows classic films at the theatre which, where that?) whose life is turned upside down when her mom brings home a patient named Mae who seems to be the victim of ""Satanic"" abuse. Just listen to the rubes at the hospital fret about the pentagram on her back and SATANIZMS like they've never seen a Motley Crue album cover before. Jules' mom, meanwhile, is a questionably adequate psychiatrist and shitty parent because she's waaaay more into this patient than anyone in her family. Jules is at first annoyed that Mae has moved into her room, then she thinks Mae is cool, then she starts to suspect Mae is pulling a Single White Female and icing her out of her own life. Oh, and there's some town in Ohio where a devil worshipping cult lives and Mae may be from there. If you came for teen angst, congratulations! You are in the right place and then some. If you want Luciferian frights, there aren't any, really. I mean, there are the cult people but those bozos are mostly in the background because, you guys! Mae is trying to steal Jules' crush and is like totally copying her Halloween costume and--[image]My advice is to pass this one by, but I can't speak for the Netflix series they made of this. And you, my little (more like seitanic, amirite?) dumpling, you are taking a trip with me to the Little Free Library....more",Notes are private!,0,19,1,"Sep 28, 2022","Sep 29, 2022","Sep 28, 2022",,Hardcover,view (with text),/book/show/33158550-devil-in-ohio
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Property of the Rebel Librarian,"Varnes, Allison*",1524771473,9781524771478,1524771473,275        pp,4.11,"2,352","Sep 18, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Hardcover,view,/book/show/38146186-property-of-the-rebel-librarian
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Walk Between the Raindrops,"Boyle, T.C.",0063052881,9780063052888,0063052881,272        pp,3.67,772,"Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2022",,Hardcover,view,/book/show/59850020-i-walk-between-the-raindrops
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead-End Memories: Stories,"Yoshimoto, Banana",1640093699,9781640093690,1640093699,240        pp,3.89,"5,625",2003,"Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2022",,Hardcover,view,/book/show/59892213-dead-end-memories
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out There,"Folk, Kate*",0593231465,9780593231463,0593231465,256        pp,4.13,"4,693","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2022",,Hardcover,view,/book/show/58446220-out-there
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maria, Maria and Other Stories","Rubio, Marytza K.*",1324090545,9781324090540,1324090545,240        pp,3.81,681,"Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2022",,Hardcover,view,/book/show/58085300-maria-maria-and-other-stories
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Have a Friend in 10A: Stories,"Shipstead, Maggie*",0525656995,9780525656999,0525656995,272        pp,3.44,"2,403","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2022",,Hardcover,view,/book/show/58988174-you-have-a-friend-in-10a
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Portrait with Ghost: Short Stories,"Jin, Meng*",0063160714,9780063160712,0063160714,224        pp,3.55,480,"Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/59333201-self-portrait-with-ghost
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marple: Twelve New Mysteries,"Alderman, Naomi*",0063136058,9780063136052,0063136058,384        pp,3.81,"16,658","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/58935130-marple
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seasonal Work: Stories,"Lippman, Laura*",0063000032,9780063000032,0063000032,336        pp,3.75,"2,841","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/57924363-seasonal-work
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Lover,"Taddeo, Lisa*",1982122188,9781982122188,1982122188,225        pp,3.30,"5,309","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/59366097-ghost-lover
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Today a Woman Went Mad in the Supermarket: Stories,"Wolitzer, Hilma*",1635577624,9781635577624,1635577624,208        pp,3.76,"3,704","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/55891837-today-a-woman-went-mad-in-the-supermarket
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shit Cassandra Saw,"Kirby, Gwen E.*",0143136623,9780143136620,0143136623,274        pp,3.85,"6,591","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Paperback,view,/book/show/57797983-shit-cassandra-saw
874,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Librarian: And Other Stories of Dirty Computer,"Monáe, Janelle",0063070871,9780063070875,0063070871,321        pp,3.77,"4,559","Apr 14, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Hardcover,view,/book/show/58677491-the-memory-librarian
875,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Journey to the End of the Millennium,"Yehoshua, A.B.",0156011166,9780156011167,0156011166,352        pp,3.79,831,1996,"Jun 15, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2022",,Paperback,view,/book/show/65253.A_Journey_to_the_End_of_the_Millennium
876,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vixen,"Prose, Francine*",0063012146,9780063012141,0063012146,336        pp,3.35,"2,718","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Hardcover,view,/book/show/55507033-the-vixen
877,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wanderers        (Wanderers, #1)","Wendig, Chuck*",,9780399182112,,845        pp,3.98,"26,176","Jul 02, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,ebook,view,/book/show/32603079-wanderers
878,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars Undying        (Empire Without End #1),"Robin, Emery*",0316391395,9780316391399,0316391395,518        pp,3.51,979,"Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/60382741-the-stars-undying
879,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountain in the Sea,"Nayler, Ray*",0374605955,9780374605957,0374605955,456        pp,3.95,"17,245","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/59808603-the-mountain-in-the-sea
880,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Portrait with Nothing,"Pokwatka, Aimee*",1250820847,9781250820846,1250820847,295        pp,3.51,"1,658","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/59807970-self-portrait-with-nothing
881,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poster Girl,"Roth, Veronica*",0358164095,9780358164098,0358164095,288        pp,3.66,"8,935","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/60012296-poster-girl
882,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Binding        (Tales of Tremaine #1),"Virdi, R.R.",1250796172,9781250796172,1250796172,832        pp,3.60,"2,239","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/57693381-the-first-binding
883,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything for Everyone: An Oral History of the New York Commune, 2052–2072","O'Brien, M. E.*",194217358X,9781942173588,194217358X,256        pp,4.15,621,2022,Aug 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Paperback,view,/book/show/59968759-everything-for-everyone
884,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Us by the Roaring Sea,"Kumarasamy, Akil*",0374177708,9780374177706,0374177708,304        pp,3.65,631,"Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/58772703-meet-us-by-the-roaring-sea
885,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eversion,"Reynolds, Alastair",0316462829,9780316462822,0316462829,304        pp,4.00,"7,693","May 26, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Paperback,view,/book/show/58727132-eversion
886,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women Could Fly,"Giddings, Megan",0063116995,9780063116993,0063116995,288        pp,3.59,"5,962","Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/59629560-the-women-could-fly
887,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Nature: Restoring Our Ancient Bond with the Natural World,"Armstrong, Karen",0735282420,9780735282421,0735282420,224        pp,3.70,"1,294","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2022",,Hardcover,view,/book/show/59883848-sacred-nature
