,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jill's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen Rabbi,"Stern, Steve",156512619X,9781565126190,156512619X,370        pp,3.08,972,May 2010,"May 11, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2010",,Hardcover,view,/book/show/7664659-the-frozen-rabbi
1615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Money,"McPhee, Martha*",0151011656,9780151011650,0151011656,352        pp,3.23,283,2010,"Jun 03, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Martha McPhee is the real deal. Her new book -- Dear Money -- is engrossing, playful, absorbing, and very timely. Who can resist the premise: an authoMartha McPhee is the real deal. Her new book -- Dear Money -- is engrossing, playful, absorbing, and very timely. Who can resist the premise: an author of a few critically-acclaimed (but not widely read) books falls under the sway of a rakish financier, who promises that he can turn her into a mega-millionaire bond trader in 18 months.Will he succeed? Will she regret leaving the highly respected world of literature for the rough-and-tumble world of bond trading? And will she respect herself in the morning? :) You won't be able to put this book down. I sure couldn't!...more",Notes are private!,0,0,1,"Apr 30, 2010","May 04, 2010","Apr 30, 2010",,Hardcover,view (with text),/book/show/7619456-dear-money
1616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Private Life,"Smiley, Jane*",1400040604,9781400040605,1400040604,321        pp,3.18,"3,877","Jan 01, 2010","May 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At its core, this is a book about a marriage -- Margaret ""marries up"" to a scholar and astrophysicist who is very bright with one problem: he's an advAt its core, this is a book about a marriage -- Margaret ""marries up"" to a scholar and astrophysicist who is very bright with one problem: he's an adversarial, narcissistic, borderline crazy individual.The book works best when it focuses on the marriage. But it plays out against an historical panorama, including the SF earthquake, WW I and WW II, the Spanish Flood, and more. The secondary characters, while colorful, are also stereotypical. All in all, this is on the low end of 4 stars....more",Notes are private!,0,0,1,"Apr 27, 2010","Apr 30, 2010","Apr 27, 2010",,Hardcover,view (with text),/book/show/7541385-private-life
1617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthropology of an American Girl,"Hamann, Hilary Thayer*",0385527144,9780385527149,0385527144,624        pp,3.32,"4,297",Sep 2003,"May 25, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2010","Apr 27, 2010","Apr 22, 2010",,Hardcover,view,/book/show/6393809-anthropology-of-an-american-girl
1618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moo,"Smiley, Jane*",2743604913,9782743604912,2743604913,482        pp,3.47,"8,300","Mar 21, 1995","Jun 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 21, 2010",,Mass Market Paperback,view,/book/show/4605.Moo
1619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Away,"Urquhart, Jane",0771086504,9780771086502,0771086504,368        pp,3.83,"6,135",1993,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2010",,Paperback,view,/book/show/383690.Away
1620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Molly Fox's Birthday,"Madden, Deirdre",057123965X,9780571239658,057123965X,240        pp,3.48,"1,032",2008,"Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 19, 2010","Apr 21, 2010","Apr 19, 2010",,Paperback,view,/book/show/3784297-molly-fox-s-birthday
1621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinkers,"Harding, Paul",1934137197,9781934137192,1934137197,192        pp,3.41,"35,434","Jan 01, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2010",,Hardcover,view,/book/show/4957350-tinkers
1622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"History        (La Storia, #1-2)","Morante, Elsa",1586420046,9781586420048,1586420046,600        pp,4.28,"6,897",1974,"Oct 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2010",,Paperback,view,/book/show/1158380.History
1623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colour,"Tremain, Rose",,,,369        pp,3.85,"6,152","May 01, 2003","Apr 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 09, 2011","Jul 11, 2011","Apr 09, 2010",,Paperback,view,/book/show/1022376.The_Colour
1624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret River,"Grenville, Kate",1841959146,9781841959146,1841959146,334        pp,3.81,"23,062",2005,"Apr 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2010",,Paperback,view,/book/show/347698.The_Secret_River
1625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Like Us: The True Story of Four Mexican Girls Coming of Age in America,"Thorpe, Helen*",1416538933,9781416538936,1416538933,387        pp,3.86,"2,215",Sep 2009,"Sep 22, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 09, 2010",,Hardcover,view,/book/show/6044558-just-like-us
1626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",0676979297,9780676979299,0676979297,479        pp,4.02,"64,199","May 13, 2010","Jun 29, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In David Mitchell’s earlier book – Black Swan Green – he writes, “If you show someone something you’ve written, you give them a sharpened stake, lie dIn David Mitchell’s earlier book – Black Swan Green – he writes, “If you show someone something you’ve written, you give them a sharpened stake, lie down in your coffin, and say, “When you’re ready.”To which I say: David Mitchell, joyfully arise! His latest opus, The Thousand Autumns of Jacob de Zoet, is a veritable masterpiece, and confirms his place as one of the most versatile and dazzling and inventive novelists of our era.The novel is set right at the turn of the 18th century in Japan, where the Dutch East India company has requisitioned the man-made trading island of Dejima. The eponymous red-haired Jacob de Zoet is an unimpeachable clerk who hopes to earn a reputation here, thus earning the right to marry his fiancée back in the Netherlands. In some of the most descriptive writing I’ve ever encountered, Mitchell describes an insular Japan in self-imposed exile, where Christianity is banned, thieves, liars, and culprits run rampant, and culture and law are yoked to a far more primitive standard.Jacob De Zoet ends up meeting a learned midwife, Orito Aibagawa, whose face has been marked by the splattering of hot oil, and fancies himself falling for her. It is only in section II that her story is revealed; upon her bankrupt’s father’s death, she is spirited away to a secluded convent where ghastly and unholy crimes occur and women are reduced to sexual slavery. One can almost visualize this section – which reads somewhat like a literary adventure story – on the big screen.The third and final section – a fictionalized reimaging of the fall of the Dutch VOC -- focuses on the arrival of a British warship captained by the gout-inflicted John Penhaligon. Determined to usurp the Dutch and set up a trading post in Dejima, the British attempt to make an uneasy truce with the Dutch and the Japanese. This is in my opinion the least satisfying of the sections (except for those who love history, who will revel in it), but even so, Mitchell’s prose remains beautiful and compelling.The Japanese gave florid names to their kingdom, calling it A Land of A Thousand Autumns; hence, the title. This book took my breath away. It’s a true original, a mélange of historical fiction, adventurous quest, love story, and fable (with a nod to another master, Haruki Murakami, in a few instances.) I have racked my brain to come up with another author today who can take such bold imaginative leaps and serve as a reliable interpreter of emotions and facts, and come up blank. The book is simply unforgettable; if I could give more than five stars, I would....more",Notes are private!,0,3,1,"May 11, 2010",not set,"Apr 09, 2010",,Hardcover,view (with text),/book/show/7826363-the-thousand-autumns-of-jacob-de-zoet
1627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Star,"Le Clézio, J.M.G.",,,,316        pp,3.64,961,1992,"Oct 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book, by Nobel Prize Winner Le Clezio, displays a sense of Buddhist calm about a highly emotional subject: the end of WW II and the twinned wandeThis book, by Nobel Prize Winner Le Clezio, displays a sense of Buddhist calm about a highly emotional subject: the end of WW II and the twinned wanderings of two resilient young ladies -- one Jewish, one Arab. It may be THE most fair-minded fictional narratives of this conflict that have ever read....more",Notes are private!,0,1,1,"Apr 08, 2010","Apr 13, 2010","Apr 08, 2010",,Paperback,view (with text),/book/show/887401.Wandering_Star
1628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Room,"Mawer, Simon",1408700778,9781408700778,1408700778,405        pp,3.92,"11,985",2009,"Feb 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The themes of the book -- the transparency of the glass house (based on a real Mies ven der Rohe house) compared with the opaqueness of the charactersThe themes of the book -- the transparency of the glass house (based on a real Mies ven der Rohe house) compared with the opaqueness of the characters is well-executed. However, I thought that sometimes, Mawer sacrified character development on the altar of theme progression. ...more",Notes are private!,0,3,1,"Apr 06, 2010","Apr 19, 2010","Apr 06, 2010",,Hardcover,view (with text),/book/show/2694539-the-glass-room
1629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Somebody Somebody: Stories,"Winn, Tracy",0870745549,9780870745546,0870745549,189        pp,3.22,357,"Apr 01, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These 10 vignettes are interwoven stories (much like Olive Kitteridge or The Imperfectionists). Problem for me is that the vignettes are interwined moThese 10 vignettes are interwoven stories (much like Olive Kitteridge or The Imperfectionists). Problem for me is that the vignettes are interwined more by PLACE than by CHARACTERS. The title story is excellent, but I kept wishing that the author had stuck with those characters; the rest of the stories are a bit more dispassionate. Still, there's some fine writing here....more",Notes are private!,0,0,1,"Apr 06, 2010","Apr 08, 2010","Apr 06, 2010",,Hardcover,view (with text),/book/show/6289520-mrs-somebody-somebody
1630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shanghai Girls        (Shanghai Girls, #1)","See, Lisa*",0812980530,9780812980530,0812980530,322        pp,3.91,"154,784","May 26, 2009","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 05, 2010",,Paperback,view,/book/show/6552429-shanghai-girls
1631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Model Home,"Puchner, Eric",0743270487,9780743270489,0743270487,360        pp,3.49,"1,873","Jan 15, 2010","Feb 09, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are many books written about the American Dream -- Cheever, Perrotta, and Updike come to mind -- but rarely has a debut author tackled the subjeThere are many books written about the American Dream -- Cheever, Perrotta, and Updike come to mind -- but rarely has a debut author tackled the subject so convincingly and with such originality. Each chapter could be its own short story. This is a writer with promise!...more",Notes are private!,0,0,1,not set,not set,"Apr 05, 2010",,Hardcover,view (with text),/book/show/6759304-model-home
1632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Marvels,"Unsworth, Barry",0385520077,9780385520072,0385520077,287        pp,3.22,738,"Jan 06, 2009","Jan 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2010",,Hardcover,view,/book/show/3952795-land-of-marvels
1633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enduring Love,"McEwan, Ian*",0099481243,9780099481249,0099481243,245        pp,3.64,"44,569",1997,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Apr 05, 2010",,Paperback,view,/book/show/6870.Enduring_Love
1634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Reliable Wife,"Goolrick, Robert",1565129776,9781565129771,1565129776,305        pp,3.27,"79,081","Mar 16, 2009","Jan 05, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 31, 2010",,Paperback,view,/book/show/7018208-a-reliable-wife
1635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darling,"Banks, Russell",0060957352,9780060957353,0060957352,391        pp,3.82,"2,533","Oct 12, 2004","Oct 11, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2010",,Paperback,view,/book/show/26920.The_Darling
1636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thing Around Your Neck,"Adichie, Chimamanda Ngozi",0307271072,9780307271075,0307271072,218        pp,4.24,"43,706","Jun 23, 2008","Jun 16, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chimamanda Ngozi Adichie has that rare ability to portray the contradictions of the human condition. Over and over again, she returns to themes of exiChimamanda Ngozi Adichie has that rare ability to portray the contradictions of the human condition. Over and over again, she returns to themes of exile, homesickness, and alienation. In the title story, the young narrator gains a prized American visa and goes to her uncle’s home in Maine. “They spoke Igbo and ate garri for lunch and it was like home until your uncle came into the cramped basement where you slept and pulled you forcefully to him…” recalls the barely-adult girl. Again, in Arrangers of Marriages, a young bride discovers that all is different in America when her new husband tells her, “You don’t understand how it works in this country. If you want to get anywhere you have to be as mainstream as possible. If not, you will be left by the roadside.” And in Imitation: “She does miss home, though, her friends, the cadence of Igbo and Yoruba and pidgin English spoken around her…”Home is a complex place. The protagonists, mostly young, mostly female, are often a long way from home, both figuratively and literally. Many have fled or want to flee because of violence – a young woman whose four-year-old son was killed before her eyes, for instance, in The American Embassy. But America, in most instances, is not a panacea. A dream of a college education is traded in for the reality of a waitress job. A man whom is chosen by one woman’s family -- “A doctor in America! What could be better?” – is, in reality, a pretentious idiot who insists she speak proper English, change her name, and eat in fast food courts. And so most of Adichie’s characers precariously straddle two worlds. Yet what shines forth is the resilience of the women who take destiny in their own hands and remain unbowed. We meet women who flee from uncomfortable situations with their dignity intact. In Monkey Hill, for example, the protagonist – a writer – is challenged that her character would not give up a lucrative job because she was a “woman with no other choices.” She reflects, “The only thing I didn’t add in the story is that after I left my coworker and walked out of the alhaji’s house, I got into the Jeep and insisted that the driver take me home because I knew it was the last time I would be riding in it.”One of the most affecting stories in this collection, to my mind, is the first story, Cell One, a harrowing tale of the narrator’s brother, who is arrested n a roundup of gang suspects and sent to jail. That story ends, “It would have been so easy for him, my charming brother, to make a sleek drama of his story, but he did not.” The same might be said about Ms. Adichie, who forgoes the drama for solid story-telling....more",Notes are private!,0,13,1,"Aug 18, 2010","Aug 22, 2010","Mar 31, 2010",,Hardcover,view (with text),/book/show/5587960-the-thing-around-your-neck
1637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything Ravaged, Everything Burned","Tower, Wells",0374292191,9780374292195,0374292191,238        pp,3.87,"8,878","Jan 01, 2009","Mar 17, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2010",,Hardcover,view,/book/show/4291946-everything-ravaged-everything-burned
1638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hole We're In,"Zevin, Gabrielle*",0802119239,9780802119230,0802119239,283        pp,3.40,"3,098","Mar 09, 2010","Mar 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What would modern literature by without dysfunctional families? Gabrielle Zevin introduces us to the Pomeroys, and they rock the Richter scale when itWhat would modern literature by without dysfunctional families? Gabrielle Zevin introduces us to the Pomeroys, and they rock the Richter scale when it comes to being absolutely, totally screwed up.First, there’s good old dad, Roger – a fundamental Christian hypocrite who breaks half the Commandments after “praying on it.” Then there’s mom, Georgia, a disengaged narcissist who sacrifices her own adult children to deal with her crippling debt. And then there’s Vinnie, Helen, and Patsy. The focus is largely on Patsy, who struggles to get by, entering a loveless marriage and the military, striving to come to terms with her upbringing.There’s not much to admire about these individuals and that’s precisely the point. They could be you or me or any number of people we’ve come across in our lives. They’re people who bury their family secrets, get into massive debt, pass themselves off as “good Christians” when they’re anything BUT, and seek redemption without really confronting the price to get there.Ms. Zevin writes, “You spend your whole life trying to get out of holes. The hole you’re born into because of who your parents are. The hole you dig yourself trying to get out of the first hole…” She is totally unflinching in her examination of how impossible it is to understand how a person gets from point a to point b.The most relevant topics of the day form a backdrop for this novel: our distorted and self-serving view of religion and how we use religion to justify hatred, our worshipping of credit as a flawed solution, the fallout of serving in Iraq. This sassy and forthright novel just misses being top tier but it’s well worth the read!...more",Notes are private!,0,0,1,"Feb 15, 2011","Feb 17, 2011","Mar 31, 2010",,Paperback,view (with text),/book/show/6746502-the-hole-we-re-in
1639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,093","Jan 01, 1993","Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 31, 2010",,Paperback,view,/book/show/5197.A_Lesson_Before_Dying
1640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nocturnes: Five Stories of Music and Nightfall,"Ishiguro, Kazuo*",0307397874,9780307397874,0307397874,221        pp,3.51,"27,974","May 05, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2010",,Hardcover,view,/book/show/4772110-nocturnes
1641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Week in December,"Faulks, Sebastian",0385532911,9780385532914,0385532911,392        pp,3.27,"9,704",2009,"Mar 09, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sebastian Faulks is nothing if not ambitious. In his latest book, a sweeping and piercing satire about contemporary London, Mr. Faulks takes on everytSebastian Faulks is nothing if not ambitious. In his latest book, a sweeping and piercing satire about contemporary London, Mr. Faulks takes on everything from the financial meltdown and the profusion of silly book awards to shockingly offensive reality TV, cyber porn, London football, and, for good measure, Islamic radicalism. The good news is, for the most part, he succeeds admirably.Within these pages, we meet a fascinating cast of characters: a hedge fund manager who plots and schemes to become filthy rich from the crash of a well-known bank. His skunk-addicted son who is obsessed with a new reality show called It’s Madness, which pits schizophrenics, bipolars, and other mentally challenged contestants against each other to win a free year of treatment. A Pakistani businessman who introduces lime pickles to London and has been nominated for an OBE from the Palace and his teenage son, a would-be terrorist who dreams of converting the world to pure Islam. And a disgruntled literary critic – R. Tranter – who envies and savages a rising literary star in a most unpleasant way.At first glance, this disparate cast has little in common; however, each of them, in his or her own way, is escaping from something that one character calls “true life.” We’ve come a long way, Mr. Faulks seems to suggest, from a sense of value and purpose. Our modern life has become dumbed-down and turned us into anesthetized robots, tethered to our cell phones and laptops. One character shuts out the world with a genetically-mutated drug (“skunk”); another with an alternate-reality game called Parallax; yet another with extremist religious beliefs; still another with a retreat into the 19th century of literature where things were simpler. And perhaps the boldest reality-alterer of all, the financier John Veals, builds his fortune on the illusion of market stability.The satire is often delicious, like reading a Tom Wolfe novel (think: Bonfire of the Vanities). Some of it is laugh-out-loud hilarious, such as a scene in which the would-be suicide bomber explains to his handler that he may be tardy to his mission because he is being forced to accompany his father to Buckingham Palace to receive his OBE. Or this scene: the Pakistani Farroq al-Rashid hires R. Tranter to give him a crash course in literature so he can “chat up” the Queen, only to have his entire list summarily dismissed (“OT – Oirish Twaddle”, “poor man’s Somerset Maugham, or “the man who put the ‘anal’ into ‘banality’). Or this gem about the latest book prize: “The Pizza Palace Book of the Year prize, somewhat controversially, was awarded to either a children’s story, a travel book, or a biography. Excluding all fiction was a bold thing to do, but it was felt that novelists already had enough prizes of their own…”It is likely that the reader will relate to some characters over others; for this reader, it was sometimes hard to follow the marginally-legal high-stakes financial deals, done behind the backs of the regulators. Sebastian Faulks particularly skewers those who are “not just wealthy, but insanely, ineffably, immeasurably rich.” Still, A Week In December deserves big kudos for tackling greed and the dehumanizing effects of the electronic age and doing it so darn well....more",Notes are private!,0,2,1,not set,not set,"Mar 26, 2010",,Hardcover,view (with text),/book/show/6961543-a-week-in-december
1642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Century's Son: A Novel,"Boswell, Robert",0312422318,9780312422318,0312422318,320        pp,3.74,87,2002,"Jul 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2010",,Paperback,view,/book/show/388551.Century_s_Son
1643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Island,"Levy, Andrea",0312424671,9780312424671,B001WBAKJC,441        pp,4.01,"34,967",2004,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm going to come back to this  at a later time. There were parts of this book that I found absolutely brilliant but as it neared its end, I wasI'm going to come back to this  at a later time. There were parts of this book that I found absolutely brilliant but as it neared its end, I was more than ready to move on to the next book. I need to reflect a little and figure out why.Part of it, I suspect, is the unevenness of the narrators (there are four). The postwar Jamaican immigrants -- Hortense and Gilbert -- were beautifully conceived. Andrea Levy has much to say about emigrants settling in post World War II Britain -- the overblown expectations, the massive prejudice, the culture shock. Queenie, their British landlady, is decently sketched as well, with her unabashed attitude as she takes in Jamaican (i.e., coloured) renters, shocking her London neighbors.The book tends to lose focus as it weaves toward the fourth narrator, Bernard -- Queenie's boring and sexless husband. There are many reasons: Bernard is stationed in India, which forcibly removes the reader from the rest of the story, which takes place in England. We are suddenly thrust into India's movement toward self-rule. And, when Bernard DOES come back home, the story arc becomes predictable and at the same time, melodramatic. I was somewhat certain I was going to 5-star this book until I got to the last third. At that point, it seemed to run out of steam. I liked this book, but I wanted to love it. ...more",Notes are private!,0,6,1,"May 22, 2011","May 26, 2011","Mar 24, 2010",,Paperback,view (with text),/book/show/44001.Small_Island
1644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Guest,"Cronin, Justin*",0385335822,9780385335829,0385335822,369        pp,4.02,"6,810","Jan 01, 2004","May 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2010",,Paperback,view,/book/show/79673.The_Summer_Guest
1645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Solitude of Prime Numbers,"Giordano, Paolo",1101190027,9781101190029,1101190027,288        pp,3.64,"74,412","Jul 01, 2008","Mar 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Solitude of Prime Numbers packs a wallop. It seizes you by the throat in the first chapter and it never lets go. I found it to be an amazing portrThe Solitude of Prime Numbers packs a wallop. It seizes you by the throat in the first chapter and it never lets go. I found it to be an amazing portrait of two emotionally detached characters, one who “rejects the world” and the other who “is rejected by it.”The novel gets its title from mathematics; Paolo Giordano is a professional physicist. He writes, “Prime numbers are divisible only by 1 and by themselves. They hold their place in the infinite series of natural numbers, squashed, like all numbers, between two others, but one step further than the rest. They are suspicious, solitary numbers…”Alice Della Rocca is forced by her callous father to take ski lessons when she is quite young; a ski accident leaves her with disfiguring scars, a noticeable limp, and an eventual fall into anorexia. Her counterpart, Mattia Balossino, briefly abandoned his mentally disabled twin sister to attend a party unencumbered by her “weirdness”; she disappears, leaving him with a great deal of trauma and a need to harm himself with blade and flame.These two damaged individuals are unable to surmount the emotional wall they have raised up, but they do recognize a kindred spirit in the other. As they grow older, they attract warm-hearted and “normal” people to their orbit, but they can never truly reciprocate the emotions they evoke.There are images that Giordano creates that quite literally cause the reader to gasp because of their power. Alice’s attempt to flush a calorific meat-stuffed tomato down the toilet during a romantic first date or the cruelty exhibited to her by the “popular” girls… Mattia’s attempt to fit in with his mathematical peers…all of this is eloquently written and beautifully detailed.I’d be remiss if I didn’t mention that this book is a translation from the Italian by the amazing Shaun Whiteside – one of the most fluent and flawless translations I’ve ever read. I’ve learned that a translator can make or break a book and I applaud him. Read this book – it’s unlikely the images will fade from your mind anytime soon....more",Notes are private!,0,4,1,not set,"Oct 21, 2010","Mar 24, 2010",,ebook,view (with text),/book/show/7887334-the-solitude-of-prime-numbers
1646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossing to Safety,"Stegner, Wallace",037575931X,9780375759314,037575931X,335        pp,4.16,"46,379",1987,"Apr 09, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of my favorite books of all time -- I dare you to read it and not be touched!,Notes are private!,0,5,1,not set,not set,"Mar 22, 2010",,Paperback,view (with text),/book/show/9820.Crossing_to_Safety
1647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds in Fall,"Kessler, Brad",0743287398,9780743287395,0743287398,256        pp,3.92,"1,342","Apr 11, 2006","Mar 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2010",,Paperback,view,/book/show/365179.Birds_in_Fall
