,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Misty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning,"Newman, T.J.*",1982177918,9781982177911,1982177918,304        pp,4.18,"36,426","May 30, 2023","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#book #readfineprintsWow. It’s been a while since I have felt so different from other readers, but I do.I loved this author’s first book F#book #readfineprintsWow. It’s been a while since I have felt so different from other readers, but I do.I loved this author’s first book Falling. I didn’t like this one very much. There, I said it.The first one had suspense and also mystery. You couldn’t predict what was going to happen. I felt like I knew from page one what was going to happen on this one.So if the plot is predictable then there have to be surprises along the way. You have to really love the characters. There were a few surprises, but the description of the rescue was too technical. I couldn’t picture it very well. I didn’t really love the characters.There is more profanity in this one than on her first novel, if I’m remembering Falling well. No other mature content. ...more",Notes are private!,0,2,1,"Jun 17, 2023","Jul 09, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/59345230-drowning
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calculated,"McBee, Nova*",1665079800,9781665079808,1665079800,1        pp,4.29,715,"Feb 11, 2021","Feb 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 17, 2023","Jun 17, 2023","Jun 17, 2023",,Audio CD,view,/book/show/70487707-calculated
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence is Death        (Hawthorne & Horowitz #2),"Horowitz, Anthony*",1443459259,9781443459259,,unknown,3.97,"41,133",Nov 2018,"Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 17, 2023","Jun 17, 2023","Jun 17, 2023",,Audiobook,view,/book/show/43120353-the-sentence-is-death
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Free Indeed: My Story of Disentangling Faith from Fear,"Vuolo, Jinger Duggar",,,,unknown,3.61,"37,684","Jan 31, 2023","Jan 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t read this because I’m a fan of the Duggar’s show “Ten Kids and Counting.” I have seen a few episodes, but this book isn’t a celebrity tell-alI didn’t read this because I’m a fan of the Duggar’s show “Ten Kids and Counting.” I have seen a few episodes, but this book isn’t a celebrity tell-all.Deconstruction is the term used for re-examining your faith and deciding what aspects of Christianity you still ascribe to and which things you don’t believe in anymore. In this book, Jinger intentionally didn’t use the word “deconstruction, she described her re-examination of her faith as a “disentangling.”Jinger’s parents followed the teachings of a man named Bill Gothard, and though the foundation of their faith was based on biblical teachings, Gothard had added many more rules and strict teachings to the Duggar’s idea of Christian faith. Some may say what Gothard leads is a cult. In this book, Jinger shares how she studied God’s Word to disentangle herself from these false teachings.I have so much respect for Jinger! It took courage and wisdom to study the Bible further instead of throwing away her faith along with the Pharasaical teachings of her past. This is an inspiring and fascinating book....more",Notes are private!,0,4,1,"Jun 17, 2023","Jun 17, 2023","Jun 17, 2023",,Audible Audio,view (with text),/book/show/93003672-becoming-free-indeed
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than a Carpenter,"McDowell, Josh",0842345523,9780842345521,0842345523,128        pp,4.25,"31,449",1977,"Apr 01, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 29, 2023","Jul 03, 2023","May 29, 2023",,Mass Market Paperback,view,/book/show/313631.More_Than_a_Carpenter
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,866","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Maid by Anita Prose is a book about a maid who works in a fancy hotel. I love a unique narrative voice, and this book is written from the perspectThe Maid by Anita Prose is a book about a maid who works in a fancy hotel. I love a unique narrative voice, and this book is written from the perspective of someone who doesn’t understand social cues, sarcasm, and sometimes lacks practical sense.This makes the murder mystery a puzzle for the reader! To figure out what’s going on, you have to interpret the circumstances through the eyes of the maid.So, it’s a great book and Molly the maid is such an endearing character. But just know it’s one of those mysteries that the reader won’t be able to figure out. There are other things about the ending that I didn’t really care for too, but to share would be a spoiler.There is hardly any cursing and no descriptive sex, and as far as comparisons? It’s similar to the narrative voice of Eleanor Oliphant is Completely Fine and a little like the movie Mrs. Harris Goes to Paris....more",Notes are private!,0,2,1,"May 29, 2023","May 29, 2023","May 29, 2023",,Hardcover,view (with text),/book/show/55196813-the-maid
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Problem of Pain,"Lewis, C.S.",0007461267,9780007461264,0007461267,162        pp,4.13,"63,589",1940,"Jan 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dear C.S.,I am in awe of how you think. I am in even more awe of how you can EXPLAIN what you are thinking. Sometimes I can even grasp what you are taDear C.S.,I am in awe of how you think. I am in even more awe of how you can EXPLAIN what you are thinking. Sometimes I can even grasp what you are talking about!Man, how you make my brain work! When I read your books, I think harder than I’ve ever thought before. A few times in this one (if I grasped what you were saying correctly) I THINK I disagreed with you! But maybe not.What is pain? What is love? If God loves us why do we have pain? Why do bad things happen to good people? You answered these questions so thoroughly and honestly! I’m so glad I didn’t give up attempting to understand you. I forced myself to keep reading even when I didn’t grasp every part, and then you would blow my mind with something. The deal is, now we are so accustomed to quick quotes, memes, tweets— this is not you. You take me on a journey of thought that is hard for me to explain to others once I’m done.Thanks for the memories, Clive. Can I call you Clive? Maybe not. I’ll stick with C.S. Since technically I don’t know you well. Out of your 25 or so works, I’ve only read 5. I plan to change that. I wonder which one is your favorite?Sincerely, MistyP.S I know you probably don’t care, but here are some of my favorite parts of your pain book. I guess sometimes you ARE quotable! (Continued in the comments.)We can ignore even pleasure. But pain insists upon being attended to. God whispers to us in our pleasures, speaks in our conscience, but shouts in our pains: it is his megaphone to rouse a deaf world.The problem of reconciling human suffering with the existence of a God who loves, is only insoluble so long as we attach a trivial meaning to the word ""love"", and look on things as if man were the centre of them. Man is not the centre. God does not exist for the sake of man. Man does not exist for his own sake. ""Thou hast created all things, and for thy pleasure they are and were created."" We were made not primarily that we may love God (though we were made for that too) but that God may love us, that we may become objects in which the divine love may rest ""well pleased"".We are, not metaphorically but in very truth, a Divine work of art, something that God is making, and therefore something with which He will not be satisfied until it has a certain character. Here again we come up against what I have called the “intolerable compliment.” Over a sketch made idly to amuse a child, an artist may not take much trouble: he may be content to let it go even though it is not exactly as he meant it to be. But over the great picture of his life—the work which he loves, though in a different fashion, as intensely as a man loves a woman or a mother a child—he will take endless trouble—and would doubtless, thereby give endless trouble to the picture if it were sentient. One can imagine a sentient picture, after being rubbed and scraped and re-commenced for the tenth time, wishing that it were only a thumb-nail sketch whose making was over in a minute. In the same way, it is natural for us to wish that God had designed for us a less glorious and less arduous destiny; but then we are wishing not for more love but for less.We want not so much a Father but a grandfather in heaven, a God who said of anything we happened to like doing, 'What does it matter so long as they are contented?...more",Notes are private!,0,6,1,"May 16, 2023","May 29, 2023","May 16, 2023",,Paperback,view (with text),/book/show/13650513-the-problem-of-pain
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",,,B09YHZSLJC,unknown,3.81,"119,919","Oct 25, 2022","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 16, 2023","May 29, 2023","May 16, 2023",,Audible Audio,view,/book/show/61405532-the-soulmate
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New One,"Green, Evie*",0593439236,9780593439234,0593439236,394        pp,3.60,936,"Mar 28, 2023","Mar 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#book #readfineprints I get emails from @penguinrandomhouse and they mentioned this book. I am here for any story that includes family dra#book #readfineprints I get emails from @penguinrandomhouse and they mentioned this book. I am here for any story that includes family drama and artificial intelligence!So I think it would’ve been even more fun if I didn’t know some of the information included in the synopsis on the back… so I’ll just tell you a little bit. Tamsyn and Ed and daughter Scarlett are struggling emotionally, financially, and relationally— when Scarlett is hit by a car and becomes comatose. A company offers them a stress free life (housing, money, everything) in exchange for their involvement in a medical trial: replacement of their comatose daughter with a real-ish AI daughter. Things happen. Things get crazy.I loved it. The themes of perfection and creation and human error FASCINATE me. And also I was very invested in this story! I called a few of the twists but others were a shock. I wouldn’t say it’s a thriller? But I couldn’t wait to see what was going to happen. Parts felt a little rushed, and there was some cheesiness, but that wasn’t important to me. I just needed to find out what happened to this struggling family and freaky daughter.I would compare it to the book Klara and the Sun, which I also enjoyed. There is some language but it’s not too extreme, no descriptive sex....more",Notes are private!,0,0,1,"May 04, 2023","May 08, 2023","May 04, 2023",,Paperback,view (with text),/book/show/61391798-the-new-one
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Word is Murder        (Hawthorne & Horowitz #1),"Horowitz, Anthony*",,,,10        pp,3.93,"74,621","Aug 24, 2017","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FIVE STAR REVIEW I recently read Everyone in my Family Has Killed Someone and I described it as “meta,” meaning the first person voice frequently refeFIVE STAR REVIEW I recently read Everyone in my Family Has Killed Someone and I described it as “meta,” meaning the first person voice frequently referenced that he was writing a story, his editor, what was going to happen next, etc. I loved that about it! @goodstrongwords mentioned that Horowitz’s The Word is Murder is also meta, and it was available on @scribd, so I gave it a try. I loved it. First of all, the audiobook narrator’s voice sounds like Hugh Grant. It’s not, but it does. Second, Anthony Horowitz is the author and the book is from Anthony Horowitz’s perspective. It’s the story of how a detective asked him to write about him as he follows cases. None of that really happened, but some of the details in the book are actually true. I had to google to figure out which ones. Third, I loved the main characters—the author, Anthony, and the detective, Hawthorne. They made me smile.  I’m so glad this is a series because I can’t wait to read the others.  Fourth, I didn’t figure out this mystery but I COULD HAVE. Those are the type I like. A lady sets up her funeral and then is promptly murdered!Mature content: a little language but not extreme. ...more",Notes are private!,0,1,1,May 2023,"May 04, 2023","May 01, 2023",,Audiobook,view (with text),/book/show/36260193-the-word-is-murder
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everyone In My Family Has Killed Someone        (Ernest Cunningham, #1)","Stevenson, Benjamin*",,,,unknown,3.81,"100,304","Mar 29, 2022","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 20, 2023","Apr 27, 2023","Apr 20, 2023",,Audiobook,view,/book/show/63910792-everyone-in-my-family-has-killed-someone
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dangerous Things,"Willingham, Stacy*",,,B0B1KRQ11G,unknown,4.08,"170,284","Jan 10, 2023","Jan 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this authors first book just alright, but I decided to give this one a try mostly because I’m always on the lookout for suspense books withoutI liked this authors first book just alright, but I decided to give this one a try mostly because I’m always on the lookout for suspense books without extreme language and sex. Her books have some language but aren’t descriptive or crass.Isabelle is a new mom whose baby goes missing. The twists and turns have you guessing that everyone in the story might be at fault!! I would gloat that I did figure it out, but in reality I suspected everyone at one point.I honestly don’t think a new mom should read this one! It goes to the pretty dark places of new motherhood, and as someone who struggled with post-partum depression— it brought back those memories in all their sad reality. But— the creepiness really added to the story.I will definitely read this author’s next books!...more",Notes are private!,0,2,1,"Apr 17, 2023","Apr 18, 2023","Apr 17, 2023",,Audible Audio,view (with text),/book/show/62103338-all-the-dangerous-things
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Driven Faith: Doing What It Takes to Raise Sons and Daughters Who walk with God,"Baucham, Voddie T. Jr.",1581349297,9781581349290,1581349297,222        pp,4.39,"3,217","Jun 07, 2007","Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book along with our Apologetics Book Club. We read Christian classic books, apologetics, and Christian parenting. Next on our list is The I read this book along with our Apologetics Book Club. We read Christian classic books, apologetics, and Christian parenting. Next on our list is The Problem of Pain by C.S. Lewis! In his book Family Driven Faith: Doing What it Takes to Raise Sons and Daughters Who Walk With God, Voddie Baucham lays out what happened after he and his wife reached a point where they felt they were too busy, too pre-occupied, and hadn’t been prioritizing God in their daily lives. I love how they became so intentional about what activities their children did, what they studied, and what they did at church. As we raise our kids, are we worshipping the gods of academics? Sports? Worldly success? I gleaned a lot from the author’s wisdom in raising his family. I enjoyed seeing the picture he paints of his family—their morning and night family worship times, their home schooling, their family-integrated church. I have many things I would do differently if my kids were little and I was starting all over. BUT, the family model he describes is one type of family model. I think at times he veered into an attitude that if you want your kids to grow up into adults who are used by God daily, you must follow his instructions perfectly. You must make the same decisions he has made. He had many things to say about churches and student ministries and so many of those things are very difficult for a family to change. He proposes “family-integrated church,” but what if that type of church isn’t available to you? Sometimes it seemed like his model worked perfectly only for a perfect family. I recommend this book, because it made me think. That’s the ultimate goal when we read!  I have great respect for the author. But frequently I did not reach the same conclusions the author did when it came to solutions to problems facing Christian families today. I would’ve loved a chapter on teaching your kids how to love others and maybe one on helping your kids learn how to defend their faith. Also shouldn’t we desire Faith Driven Families? Not Family Driven Faith? Just a thought....more",Notes are private!,0,5,1,"Apr 17, 2023",May 2023,"Apr 17, 2023",,Hardcover,view (with text),/book/show/1048897.Family_Driven_Faith
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thin Air,"Parker, Kellie M.*",0593526023,9780593526026,B0BSKF7QLW,304        pp,3.47,709,"Oct 17, 2023","Oct 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you have any of these same questions about Thin air?THAT COVER— LOVE IT! IS THE BOOK THAT BLOODY THO? There is a decent amount of blood in this! BuDo you have any of these same questions about Thin air?THAT COVER— LOVE IT! IS THE BOOK THAT BLOODY THO? There is a decent amount of blood in this! But there is definitely more blood than there is actual violence. It’s a “locked room” mystery so imagine a Clue/Orient Express type plot and you will get it.TELL ME ABOUT IT.Emily is in great need of financial help for college, and the flight she’s on to Europe is actually a contest to win a full scholarship. But soon it’s clear someone on the flight wants them all dead. But who?!SO THIS IS YOUNG ADULT?Yes! There is a really cute romance, a little teen angst, but also the main character makes some mature decisions about her future and matures during this book— which is pretty cool since it’s primarily a mystery book.IS THE MYSTERY COMPELLING?Yes. I read the second half of the book in one sitting. I really liked all the characters but I really loved Emily and Evan.WHAT ABOUT MATURE CONTENT?I don’t think there is any language? And there’s no sex? I know. That seems weird but there’s not.COMPS?This reminded me a little of One of Us is Lying but I liked this one a lot more.I  books on Instagram as read.fine.print!...more",Notes are private!,0,21,1,"Apr 17, 2023","Apr 17, 2023","Apr 17, 2023",,Kindle Edition,view (with text),/book/show/59603394-thin-air
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House in the Pines,"Reyes, Ana*",,,,unknown,3.12,"136,039","Jan 03, 2023","Jan 03, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The House in the Pines intrigued me initially: a woman is convinced a man is killing people without touching them. So I needed to know how he did thatThe House in the Pines intrigued me initially: a woman is convinced a man is killing people without touching them. So I needed to know how he did that. So I read/listened to this whole book. I wish I hadn’t. Also if you read it, know that at about the halfway mark you actually know all the secrets of the book. You can stop reading. There’s no more.Mature content-wise, there is not a lot. I was disappointed but many others have enjoyed it so obviously there’s something to it I missed.Follow me on Instagram at read.fine.print!...more",Notes are private!,0,1,1,"Apr 17, 2023","Apr 17, 2023","Apr 17, 2023",,Audiobook,view (with text),/book/show/75582388-the-house-in-the-pines
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bronze Bow,"Speare, Elizabeth George",0395137195,9780395137192,0395137195,254        pp,4.01,"25,031","Jun 01, 1961",1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I judge books by their covers, I’m ashamed to say, but really doesn’t everyone?! And this cover… well, it doesn’t exactly draw me in",Notes are private!,0,9,1,"Mar 20, 2023","Mar 20, 2023","Mar 20, 2023",,Paperback,view (with text),/book/show/43949790-the-bronze-bow
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,066","Jul 26, 2016","Jul 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have a lot to say about this book! First of all, I want to mention I listened to it as an audio book and the reader, Caroline Lee, is the best readeI have a lot to say about this book! First of all, I want to mention I listened to it as an audio book and the reader, Caroline Lee, is the best reader I have ever listened to. She has a beautiful Australian accent and she does individual voices without it being distracting in any way. Usually I listen to audio books out of convenience, but in this case I think the book was actually enhanced by the reader.The book alternates between events that took place after the barbecue and events that took place the day of the barbecue. The event was a turning point in all their lives, but the reader doesn't understand why until about half way through the book. At one point I got really tired of not knowing what happened at the barbecue. I felt like the author took it too far, because I was beyond curious or interested, I was almost annoyed. Then after I found out about the barbecue I thought the book slowed quite a bit due to lack of suspense. I decided the book was just ""okay.""Then as the book went on, and I thought it was going to be over several times because it seemed ""wrapped up"" to me, the longer it went the more I enjoyed it. One of the themes that the book accentuates in the end is, ""I choose my marriage."" There is a conversation between a husband and wife (I don't want to give anything away) where they both ""choose their marriage,"" and the conversation is the most poignant little conversation but it exemplifies all that a marriage should be: fun, silly, yet intentional, and hard.The characters are so memorable. I loved them all but my favorite is Vid, a loud boisterous Russian man whose outlook on life is positive and enthusiastic. I identified most with the character of Clementine, who is a little free-spirited and able to cruise through life easily, and sometimes has a hard time realizing others take things a little harder. But I also loved Tiffany, and Sam... anyway I guess I liked them all.There are many issues addressed in this novel, through the various characters and their vastly different lives, so I learned a lot. Hoarding, stripping, cello playing, infertility, CPR, and foster parenting to name a few, but parenting in general is probably the main theme. As an author I might be afraid to include so many issues in one novel, but Moriarty does it seamlessly. There is unnecessary profanity in this book (is it ever necessary?) and her curse word of choice is the f-word. I did tire of hearing it but to me somehow the quality of the writing overshadows the language.I have now read What Alice Forgot and Truly Madly Guilty by Moriarty and in both books she captures marriage so well. It's hard, and it's work, but it's not restraining. She paints a picture of marriage as something that must be allowed to grow and blossom before it can be fully appreciated. Now I plan to read all of her books. I see life through the same lens as Liane Moriarty and I'm positive we would be good friends if we could only meet and get to know each other. I will work on that.Quote I want to remember: You can jump so much higher when you have somewhere safe to fall....more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celebration of Discipline: The Path to Spiritual Growth,"Foster, Richard J.",0060628391,9780060628390,0060628391,228        pp,4.19,"37,843","Jul 01, 1978","Oct 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 09, 2023","Apr 05, 2023","Mar 09, 2023",,Hardcover,view,/book/show/64023.Celebration_of_Discipline
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Knotted-Up Life: A Memoir,"Moore, Beth",1496472675,9781496472670,1496472675,304        pp,4.48,"34,184","Feb 21, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 09, 2023","Mar 09, 2023","Mar 09, 2023",,Hardcover,view,/book/show/61357133-all-my-knotted-up-life
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth About Ben and June,"Kiester, Alex*",0778311953,9780778311959,0778311953,320        pp,3.62,"1,333","Jun 28, 2022","Jun 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 04, 2023","Mar 04, 2023","Mar 04, 2023",,Hardcover,view,/book/show/57578402-the-truth-about-ben-and-june
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Habits of the Household: Practicing the Story of God in Everyday Family Rhythms,"Earley, Justin Whitmel*",0310362938,9780310362937,0310362938,226        pp,4.61,"10,075",Nov 2021,"Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 20, 2023","Feb 24, 2023","Feb 20, 2023",,Paperback,view,/book/show/57468025-habits-of-the-household
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky,"Stapley, Marissa*",1668002450,9781668002452,1668002450,232        pp,3.60,"60,987","Apr 06, 2021","Dec 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 06, 2023","Feb 20, 2023","Feb 06, 2023",,Paperback,view,/book/show/58977917-lucky
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrong Place Wrong Time,"McAllister, Gillian*",0063252341,9780063252349,0063252341,416        pp,4.01,"305,239","May 12, 2022","Aug 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book took me so by surprise. I have no memory of who told me to read it, but whoever it was (was it you?!) they didn’t know how much I hate profaThis book took me so by surprise. I have no memory of who told me to read it, but whoever it was (was it you?!) they didn’t know how much I hate profanity in books! This book has a lot, especially in the intense moments of the book, and there are a lot of intense moments. I really hate that media now is so filled with f words. It’s become a norm!So all that said, wow did I love this book. (See my stories for more ruminations on why this book receives mostly four stars.) The cover gives the impression of a thriller? But it is so much more, and maybe not even suspenseful enough to be called a thriller? I don’t even know. I feel like I just exited a roller coaster that also allowed me to stop and see some peaceful, amazing views. And what sticks in my mind are the views, and not the suspense. Here are some quotes that don’t give anything away about the plot.“They, mother and son, are a zipper, slowly separating as the years rush by.” “He (her son) isn’t something made, he isn’t an object. Here he is, right in front of her, telling her who he is, and she’s let her own insecurities about being stupid turn his intellectualism into something to be laughed off. Laughed at.” There is so much tenderness in this book about motherhood. Motherhood guilt, hopes and dreams for our kids, learning how to parent our kids that are becoming adults. I teared up numerous times. The time travel plot allows a unique glimpse into motherhood—and also marriage!-- that got me right in the heart.“With no idea of the bullet she’s just dodged; there but for the . . . We only think of the bad things that happen, rather than those that, through fortune, pass us by.” “How segmented life is. It splits so easily into friendships and addresses and life phases that feel endless but never, never last. Wearing suits. Dragging a changing bag around. Falling in love.”The quotes above reflect the depth of the book and I’m trying to tell you this without giving away any of what happens. The plot is intricate but I had no problem keeping up on audio. There are so many twists and turns in this roller coaster which I also LOVED.It is interesting how in one of those quotes the author leaves off before saying grace of God. The author says “fate” in this story where I insert “God’s hand,” but believers become adept at doing this in our culture today. The truth of that statement says so much about God though—we daily notice the illness, the death, the depression, when we brush right by healing, new life, contentment. And if you had an editor edit out all the f words, the only mature content left would be a few crass moments—no descriptive sex. I know this isn’t a consolation to those of you who, like me, can’t stand the profanity! I felt this one was way worth the push through, but you will have to decide for yourself. I hate that maybe one of my favorites of the year is one I will always have to back with, “but the language is terrible.” It seems that is what will be....more",Notes are private!,0,4,1,"Feb 06, 2023","Feb 13, 2023","Feb 06, 2023",,Hardcover,view (with text),/book/show/59947696-wrong-place-wrong-time
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mind That Found Itself: A Memoir of Madness and Recovery,"Beers, Clifford Whittingham",1600960715,9781600960710,1600960715,220        pp,3.79,453,1908,"Apr 18, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/590877.A_Mind_That_Found_Itself
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Thy Body: Answering Hard Questions about Life and Sexuality,"Pearcey, Nancy R.",0801075726,9780801075728,0801075726,336        pp,4.59,"3,879",Jan 2018,"Jan 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FIVE STAR REVIEW ⭐️⭐️⭐️⭐️⭐️#book #readfineprintsI’m a part of an apologetics book club and we recently read Love Thy Body by Nancy PearceyFIVE STAR REVIEW ⭐️⭐️⭐️⭐️⭐️#book #readfineprintsI’m a part of an apologetics book club and we recently read Love Thy Body by Nancy Pearcey. It greatly impacted my thoughts on God, our bodies, culture’s view of our bodies and gender/sexual issues. I had some thoughts before I read it. Maybe you are having these same thoughts:THE TITLE SOUNDS LIKE IT’S ABOUT LOVING YOURSELF?It is not about loving yourself, in the typical way we see this idea. It’s about how we should value our bodies because God created us.THIS BOOK LOOKS LIKE A DIFFICULT READ?It is. And it’s not a short read, but I have thought about the concepts in this book every day since I read it. It has literally reshaped how I think about many issues.I NEED A BRIEF SUMMARY SO I’LL KNOW WHAT I’M GETTING INTO.Ok, here’s the premise: Popular culture today views our bodies through a dualistic lens. They separate our bodies—our physical body—from who we are spiritually/emotionally/mentally. From hook-up culture to abortion to gender, many pretend the body can be detached from who the person actually is. God made our bodies to be one with our whole person, and He made us exactly how we are. See what I mean? It’s not an easy concept to explain. Now you see why it took Nancy Pearcey a few pages to do it.WHAT’S WITH THE PICTURE ON THE FRONT?I don’t know. I just don’t know. ...more",Notes are private!,0,10,1,"Jan 26, 2023","Mar 04, 2023","Jan 26, 2023",,Hardcover,view (with text),/book/show/35138438-love-thy-body
