,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ewa (humanizmowo)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leniwy umysł. Dlaczego warto ciągle weryfikować swoje poglądy i decyzje,"Grant, Adam M.*",,9788382311310,,358        pp,4.21,"98,397","Feb 02, 2021",Oct 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,ebook,view,/book/show/59703124-leniwy-umys-dlaczego-warto-ci-gle-weryfikowa-swoje-pogl-dy-i-decyzje
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nie ufaj swojej intuicji. Jak korzystać z danych, by osiągnąć sukces i cieszyć się życiem","Stephens-Davidowitz, Seth*",,9788308081280,,344        pp,3.81,"1,802",unknown,"Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/156976122-nie-ufaj-swojej-intuicji-jak-korzysta-z-danych-by-osi-gn-sukces-i-c
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dopóki rosną cytrynowe drzewa,"Katouh, Zoulfa*",8367551788,9788367551786,8367551788,414        pp,4.51,"45,974","Sep 13, 2022","Aug 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/194525351-dop-ki-rosn-cytrynowe-drzewa
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glukozowa rewolucja,"Inchauspe, Jessie",8367674308,9788367674300,8367674308,352        pp,4.45,"25,214","Jan 10, 2022","May 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5Kopalnia wiedzy, dawno nic mnie tak nie zaskoczyło. Polecam przeczytać i tak jak ja powoli wprowadzać hacki w życie.",Notes are private!,0,5,1,"Feb 29, 2024","Mar 12, 2024","Aug 13, 2023",,Hardcover,view (with text),/book/show/180132137-glukozowa-rewolucja
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Facet przyzwoity. Od patriarchatu do nowych modeli męskości,"Jablonka, Ivan",,9788363860523,8363860522,511        pp,3.80,362,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/57535005-facet-przyzwoity-od-patriarchatu-do-nowych-modeli-m-sko-ci
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dieta zdrowych jelit,"Lewandowska, Agata",8381511399,9788381511391,8381511399,200        pp,3.00,15,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/58114443-dieta-zdrowych-jelit
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wszyscy tak jeżdżą,"Józefiak, Bartosz",8381917123,9788381917124,,392        pp,4.20,"1,475","Jun 28, 2023","Jun 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/144738296-wszyscy-tak-je-d
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rytuały. Pozornie bezsensowne czynności, które nadają życiu sens","Xygalatas, Dimitris",,9788367815048,,320        pp,3.79,380,2022,"Jul 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/177597232-rytua-y-pozornie-bezsensowne-czynno-ci-kt-re-nadaj-yciu-sens
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"(Prawie) wszystko dla zabieganych. nawet nie przyszło wam do głowy, by to sprawdzić","Elledge, Jonn",,9788367323413,,406        pp,3.72,198,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/75543739-prawie-wszystko-dla-zabieganych-nawet-nie-przysz-o-wam-do-g-owy-by-t
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Charyzma. Jak osiagnac sukces, doskonalac wlasna osobowosc","Enkelmann, Nikolaus B.",8367107381,9788367107389,,unknown,3.50,4,unknown,"Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/76749855-charyzma-jak-osiagnac-sukces-doskonalac-wlasna-osobowosc
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dieta dla zdrowia psychicznego. Jak jeść, kiedy męczą cię: mgła mózgowa, natrętne myśli, depresja","Naidoo, Uma*",,,,unknown,3.81,"4,698",unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,,view,/book/show/58709213-dieta-dla-zdrowia-psychicznego-jak-je-kiedy-m-cz-ci
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High-end. Dlaczego potrzebujemy doskonałości,"Pacuła, Bartosz",8324088202,9788324088201,8324088202,320        pp,3.56,16,"Mar 20, 2023","Mar 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/81235811-high-end-dlaczego-potrzebujemy-doskona-o-ci
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Potęga osobistego uroku. Jak zjednywać sobie ludzi,"Tracy, Brian*",8380873459,9788380873452,8380873459,136        pp,3.69,"1,237","Mar 01, 2006",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/43249024-pot-ga-osobistego-uroku-jak-zjednywa-sobie-ludzi
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Się porobiło! Pechowe dni w historii,"Farquhar, Michael*",,,,464        pp,3.74,"1,727","Apr 21, 2015","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/62329116-si-porobi-o-pechowe-dni-w-historii
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nie wszyscy pójdziemy do raju,"Górska, Olga",8396469601,9788396469601,8396469601,200        pp,3.58,668,Jun 2022,Jun 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/61085474-nie-wszyscy-p-jdziemy-do-raju
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W co wierzą Polacy?,"Kwaśniewski, Tomasz",8324055444,9788324055449,8324055444,495        pp,3.46,120,"Mar 11, 2019","Mar 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Paperback,view,/book/show/44804351-w-co-wierz-polacy
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babetta,"Wähä, Nina",,9788367815000,,336        pp,3.23,"2,980","Jan 27, 2022","Aug 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/184451392-babetta
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zakazane ciało,"Ducret, Diane",8324034420,9788324034420,8324034420,382        pp,3.66,233,"Oct 01, 2014","Feb 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,,view,/book/show/29070100-zakazane-cia-o
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pani March,"Feito, Virginia",8382520456,9788382520453,8382520456,312        pp,3.25,"21,089","Aug 05, 2021","Mar 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Hardcover,view,/book/show/75611486-pani-march
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pusta noc        (Żniwiarz, #1)","Hendel, Paulina",,9788379766857,,431        pp,3.86,"4,552","May 24, 2017","May 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,ebook,view,/book/show/35716886-pusta-noc
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sztuka kobiecości,"Borowiec, Aneta",8326830461,9788326830464,8326830461,444        pp,3.58,550,"Jan 20, 2020","Jan 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przyswoiłam dużo nowej wiedzy, ale bardzo irytował mnie fakt na siłę upchanych ideologii lekarki.",Notes are private!,0,9,1,"Jul 31, 2023","Aug 15, 2023","Jul 31, 2023",,Paperback,view (with text),/book/show/48919427-sztuka-kobieco-ci
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Potega niedoskonalosci. Ciesz sie tym, co masz","Navarro, Tomás",8328712660,9788328712669,8328712660,336        pp,3.60,968,2017,"Jan 01, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przegadane, bez sensu, nie polecam.",Notes are private!,0,7,1,"Aug 15, 2023","Aug 18, 2023","Jul 31, 2023",,Paperback,view (with text),/book/show/60913336-potega-niedoskonalosci-ciesz-sie-tym-co-masz
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W trybach chaosu. Jak media społecznościowe przeprogramowały nasze umysły i nasz świat,"Fisher, Max",,9788381352628,,496        pp,4.30,"5,218","Sep 06, 2022","May 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2023",,Paperback,view,/book/show/138027847-w-trybach-chaosu-jak-media-spo-eczno-ciowe-przeprogramowa-y-nasze-umys
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak zerwać ze swoim smartfonem,"Price, Catherine",8381103576,9788381103572,8381103576,194        pp,3.92,"16,829",2018,"Mar 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2023",,Hardcover,view,/book/show/59251932-jak-zerwa-ze-swoim-smartfonem
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zmiana,"Louis, Édouard",,9788396802330,,288        pp,4.32,"7,639","Sep 16, 2021","Sep 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przeczytałam wszystkie książki tego autora wydane w Polsce i niestety muszę stwierdzić, że kolejna nie bardzo różni się od poprzedniej. Clue jego utwoPrzeczytałam wszystkie książki tego autora wydane w Polsce i niestety muszę stwierdzić, że kolejna nie bardzo różni się od poprzedniej. Clue jego utworów jest ciągłe obwiniane i użalanie się, stało się to monotonne i męczące....more",Notes are private!,0,5,1,"Dec 19, 2023","Dec 28, 2023","Jul 25, 2023",,Paperback,view (with text),/book/show/185389305-zmiana
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W lasach ludzkiego serca,"Strubel, Antje Rávic",,9788396802316,,272        pp,3.26,58,unknown,"Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Paperback,view,/book/show/187676176-w-lasach-ludzkiego-serca
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Co się stało z Iwoną Wieczorek?,"Szostak, Janusz",8366012328,9788366012325,8366012328,288        pp,3.66,300,"Nov 28, 2018","Nov 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Paperback,view,/book/show/42764038-co-si-sta-o-z-iwon-wieczorek
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kleopatra i Frankenstein,"Mellors, Coco*",8382952968,9788382952964,,496        pp,3.76,"106,435","Feb 15, 2022","Jul 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie wbiłam się w grupę, która uwielbia tą książkę. Nie ma tu nic nadzwyczajnego.",Notes are private!,1,8,1,"Jan 09, 2024","Jan 21, 2024","Jul 05, 2023",,Paperback,view (with text),/book/show/175350993-kleopatra-i-frankenstein
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raj pierwszej miłości Fang Si-chi,"Lin, Yi-Han",,9788394282851,,290        pp,4.47,"2,072","Feb 07, 2017","May 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Paperback,view,/book/show/63376002-raj-pierwszej-mi-o-ci-fang-si-chi
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doktor z TikToka: 111 faktów, które zniszczą twoje wyobrażenie o świecie","Skotnicki, Konrad",,9788324092413,,304        pp,4.04,76,Jun 2023,Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/138034381-doktor-z-tiktoka
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nie to miejsce, nie ten czas","McAllister, Gillian*",8324066829,9788324066827,,384        pp,4.01,"305,210","May 12, 2022","Jun 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/123727520-nie-to-miejsce-nie-ten-czas
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Długa odpowiedź,"Hogeland, Anna*",,9788396699497,,352        pp,3.87,"1,284","Jun 21, 2022","Jul 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Paperback,view,/book/show/177981231-d-uga-odpowied
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trzynaście        (Eddie Flynn, #4)","Cavanagh, Steve*",8381258472,9788381258470,8381258472,448        pp,4.22,"63,061","Jan 25, 2018","Feb 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Paperback,view,/book/show/51507643-trzyna-cie
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucia,"Minier, Bernard",2374484068,9782374484068,2374484068,474        pp,3.70,"1,458","Mar 31, 2022","Mar 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Paperback,view,/book/show/60522320-lucia
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jesień zapomnianych        (Krystyna Lesińska, #3)","Kańtoch, Anna",8367157826,9788367157827,,367        pp,3.68,751,"Apr 27, 2022","Apr 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Paperback,view,/book/show/60716038-jesie-zapomnianych
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Czerwony młoteczek,"Kotas, Dorota",,9788367121255,,154        pp,3.37,261,"May 18, 2023","May 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Paperback,view,/book/show/123212655-czerwony-m-oteczek
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Octopussy. Opowiadania postporno,"Szpila, Agnieszka",,,,160        pp,3.55,74,"Jun 14, 2023","Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Paperback,view,/book/show/153397763-octopussy-opowiadania-postporno
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Księga bezimiennej akuszerki        (Droga donikąd, #1)","Elison, Meg*",8381880629,9788381880626,8381880629,344        pp,4.15,"22,351","Jun 04, 2014","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Paperback,view,/book/show/55063425-ksi-ga-bezimiennej-akuszerki
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",8383213484,9788383213484,,264        pp,3.81,"53,381","Sep 02, 2009","Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Paperback,view,/book/show/125627198-heaven
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nasze winy,"Kennedy, Louise",8367616359,9788367616355,8367616359,360        pp,4.02,"33,119","Apr 14, 2022","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/125627622-nasze-winy
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pogo,"Sieczko, Jakub",8365970015,9788365970015,,120        pp,3.99,"1,607","May 16, 2022","May 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2023",,Paperback,view,/book/show/60530198-pogo
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Belcanto,"Patchett, Ann",8324083898,9788324083893,8324083898,384        pp,3.93,"283,420","May 22, 2001","Sep 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Czegoś takiego jeszcze nie czytałam, z jednej strony jestem zafascynowana, ale z drugiej czegoś tu brakowało pomimo intrygującego tematu i dynamiki.",Notes are private!,0,6,1,"Jun 10, 2023","Jun 11, 2023","Jun 10, 2023",,Hardcover,view (with text),/book/show/61393799-belcanto
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zaproszenie na egzekucję,"Nabokov, Vladimir",8328092662,9788328092662,8328092662,250        pp,3.92,"17,537",1935,"Mar 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Paperback,view,/book/show/60174050-zaproszenie-na-egzekucj
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ludzie z mgły,"Janiszewska, Izabela",8367616618,9788367616614,8367616618,448        pp,3.85,"2,416","Mar 08, 2023","Mar 08, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Na początku byłam zachwycona i zaciekawiona, ale potem miałam wrażenie, że autorka na siłę próbuje wcisnąć jak najwięcej wątków i niepotrzebnie...",Notes are private!,0,10,1,"Sep 14, 2023","Sep 23, 2023","Jun 04, 2023",,Paperback,view (with text),/book/show/122495401-ludzie-z-mg-y
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Róże Orwella,"Solnit, Rebecca",,9788367016537,,344        pp,4.17,"3,673","Oct 19, 2021","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Paperback,view,/book/show/122999012-r-e-orwella
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wiatrołomy        (Maria Herman, #1)","Małecki, Robert",8308076793,9788308076798,,512        pp,3.83,726,"Oct 12, 2022","Oct 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Paperback,view,/book/show/61875456-wiatro-omy
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Świadek        (Joona Linna, #3)","Kepler, Lars*",8375365777,9788375365771,8375365777,456        pp,4.11,"25,232","Nov 11, 2011","Oct 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Całkiem dobry kryminał, ale nic nie przebije ""Stalkera"" tego autora.Całkiem dobry kryminał, ale nic nie przebije ""Stalkera"" tego autora....more",Notes are private!,0,7,1,"Jun 25, 2023","Jun 29, 2023","Jun 01, 2023",,Paperback,view (with text),/book/show/29859250-wiadek
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nikolski,"Dickner, Nicolas",8395703082,9788395703089,8395703082,272        pp,3.50,"4,704","Aug 04, 2001","Aug 08, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Z książkami Pauzy mam love - hate relationship i w tym przypadku jest to ewidentnie negatywne, niesamowicie nudna książka.",Notes are private!,0,12,1,"Jun 08, 2023","Jun 26, 2023","Jun 01, 2023",,Paperback,view (with text),/book/show/54361749-nikolski
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nędza,"Tichý, Andrzej",,9788396699473,,176        pp,3.46,383,Aug 2016,"Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2023",,Paperback,view,/book/show/148760242-n-dza
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jaśminowy tron        (Płonące królestwa, #1)","Suri, Tasha*",8379648641,9788379648641,,645        pp,4.14,"26,171","Jun 08, 2021","May 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Paperback,view,/book/show/123839924-ja-minowy-tron
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sekretne życie pobożnych kobiet,"Philyaw, Deesha*",8381916739,9788381916738,,192        pp,4.18,"34,391","Sep 01, 2020","May 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Hardcover,view,/book/show/123845441-sekretne-ycie-pobo-nych-kobiet
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Łowcy skór. Tajemnice zbrodni w łódzkim pogotowiu,"Patora, Tomasz",,9788381352697,,368        pp,4.24,462,Jan 2023,Jan 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2023",,Paperback,view,/book/show/63341794-owcy-sk-r-tajemnice-zbrodni-w-dzkim-pogotowiu
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ta dziewczyna,"Ware, Ruth*",8367727002,9788367727006,,512        pp,3.86,"234,513","Jul 12, 2022","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Paperback,view,/book/show/141203654-ta-dziewczyna
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jedziemy z matką na północ,"Smirnoff, Karin",8367727045,9788367727044,8367727045,380        pp,4.18,"8,497","Apr 25, 2019","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2023",,Hardcover,view,/book/show/141198345-jedziemy-z-matk-na-p-noc
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sąsiednie kolory,"Małecki, Jakub",,9788382104981,,252        pp,3.62,"1,019","Apr 26, 2023","Apr 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2023",,Paperback,view,/book/show/123200653-s-siednie-kolory
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Latarnik        (Szept anioła, #1)","Rak, Aleksandra",8367402243,9788367402248,8367402243,384        pp,3.89,45,unknown,"Jan 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2023",,Paperback,view,/book/show/85623643-latarnik
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Panna Kim wie,"Cho, Nam-Joo",8327731491,9788327731494,,288        pp,3.72,"2,657","Jun 18, 2021","Apr 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2023",,Paperback,view,/book/show/123217988-panna-kim-wie
