,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver's Travels,"Swift, Jonathan",0451527321,9780451527325,0451527321,336        pp,3.58,"273,981",1726,"Jun 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 14, 2008",,Mass Market Paperback,view,/book/show/7735.Gulliver_s_Travels
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",1557424292,9781557424297,1557424292,188        pp,4.12,"1,534,921",Jun 1890,"Oct 20, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I knew what this story was about long before finally reading it. That's probably common. The famous premise is a fascinating one, though I found myselI knew what this story was about long before finally reading it. That's probably common. The famous premise is a fascinating one, though I found myself wondering if the narrative would have been even more impactful if written as a short story or novella length rather than stretched out to a full novel. The Lord Henry character who serves the purpose of putting bad ideas in Dorian's head gives multiple speeches throughout detailing his hedonistic world view. If the number or word count of these lectures was cut in half I don't think the story would suffer much from the absence. Another decision made by Oscar Wilde was not to show readers very much of Dorian's behavior. His first act of cruelty is laid out before us as is his final one, but in between we are only told that his bad reputation precedes him without being shown what he has done to earn it. It's left to our imagination. A few more scenes exhibiting decadent behavior rather than various dinner party conversations in which a pro decadence philsophy is expressed would have made for a juicier read. Would it have made for a better read? That's arguable, as perhaps it also is whether this book is intententially homoerotic or simply written during a time when heterosexual men were much more comfortable going on and on about how good looking a guy was. What's beyond debate is that Oscar Wilde came up with a great idea to build a story around, one that is as timeless as the desire for eternal youth....more",Notes are private!,0,5,1,"Jan 26, 2011","Feb 26, 2011","Aug 14, 2008",,Paperback,view (with text),/book/show/18314.The_Picture_of_Dorian_Gray
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grouchy Ladybug,"Carle, Eric",0064434508,9780064434508,0064434508,48        pp,4.12,"34,660",1977,"Aug 16, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 14, 2008",,Paperback,view,/book/show/336161.The_Grouchy_Ladybug
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",,,,455        pp,4.01,"906,507","Apr 14, 1939","Jan 08, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 14, 2008",,Paperback,view,/book/show/4395.The_Grapes_of_Wrath
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Romare Bearden,"Fine, Ruth E.",0810946408,9780810946408,0810946408,346        pp,4.47,38,"Sep 01, 2003","Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2008",,Hardcover,view,/book/show/508739.The_Art_of_Romare_Bearden
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romare Bearden: The Caribbean Dimension,"Price, Sally",0812239482,9780812239485,0812239482,192        pp,4.00,11,"May 30, 2006","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2008",,Hardcover,view,/book/show/508735.Romare_Bearden
819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Speeches by African Americans: Frederick Douglass,"Daley, James",0486447618,9780486447612,0486447618,160        pp,4.33,360,"Jan 01, 2006","Apr 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2008",,Paperback,view,/book/show/42855.Great_Speeches_by_African_Americans
820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Pigasso Met Mootisse,"Laden, Nina",0811811212,9780811811217,0811811212,34        pp,3.99,742,"Jul 01, 1998","Jul 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2008",,Hardcover,view,/book/show/859037.When_Pigasso_Met_Mootisse
821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Daughter: A Mixed-Race Daughter and the Mother Who Gave Her Away,"Cross, June",067088555X,9780670885558,067088555X,320        pp,3.92,"1,441",2006,"May 18, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2008",,Hardcover,view,/book/show/769927.Secret_Daughter
822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Change We Can Believe In: Barack Obama's Plan to Renew America's Promise,"Change, Obama for",0307460452,9780307460455,0307460452,273        pp,3.77,"1,640","Jan 01, 2008","Sep 09, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2008",,Paperback,view,/book/show/4066507-change-we-can-believe-in
823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way of the World: A Story of Truth and Hope in an Age of Extremism,Suskind,0061562831,9780061562839,0061562831,640        pp,3.86,"1,058","Jan 01, 2008","Aug 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2008",,Paperback,view,/book/show/3108190-the-way-of-the-world
824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Again About the Night I Was Born,"Curtis, Jamie Lee",0064435814,9780064435819,0064435814,40        pp,4.24,"2,238","Jul 19, 1996","Aug 29, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What they loved hearing the first time children want to hear again and again and again. And this is a book they will love having read to them again anWhat they loved hearing the first time children want to hear again and again and again. And this is a book they will love having read to them again and again....more,Notes are private!,0,2,1,not set,not set,"Aug 05, 2008",,Paperback,view (with text),/book/show/158179.Tell_Me_Again_About_the_Night_I_Was_Born
825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name is Will,"Winfield, Jess",0446508853,9780446508858,0446508853,291        pp,3.39,"1,102","Jul 08, 2008","Jul 08, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2008",,Hardcover,view,/book/show/2856676-my-name-is-will
826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is Your Mama a Llama?,"Guarino, Deborah",0590259385,9780590259385,0590259385,14        pp,4.18,"22,784","Jan 01, 1989","Aug 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 05, 2008",,Board Book,view,/book/show/770038.Is_Your_Mama_a_Llama_
827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Is Baby's Pumpkin?,"Katz, Karen",1416909702,9781416909705,1416909702,14        pp,3.97,645,"Aug 08, 2006","Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** My daughter's first favorite book so therefore it will always be near and dear to my heart. Spoiler Alert - She does eventually find**spoiler alert** My daughter's first favorite book so therefore it will always be near and dear to my heart. Spoiler Alert - She does eventually find her pumpkin. :-)...more,Notes are private!,0,1,1,not set,not set,"Aug 05, 2008",,Board Book,view (with text),/book/show/267449.Where_Is_Baby_s_Pumpkin_
828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Over the Moon: An Adoption Tale,"Katz, Karen",0805050132,9780805050134,0805050132,28        pp,4.18,353,"Sep 15, 1997","Sep 15, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Katz' prose for children always soars over the moon and straight into the heart.Katz' prose for children always soars over the moon and straight into the heart....more,Notes are private!,0,1,1,not set,not set,"Aug 05, 2008",,Hardcover,view (with text),/book/show/880837.Over_the_Moon
829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colors of Us,"Katz, Karen",0805071636,9780805071634,0805071636,32        pp,4.34,"1,869",1999,"Oct 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2008",,Paperback,view,/book/show/19600.The_Colors_of_Us
830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mother for Choco,"Kasza, Keiko",0698113640,9780698113640,0698113640,32        pp,4.39,"1,948","Mar 25, 1992","Mar 19, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is sweeter than syrup poured on top of honey and sugar.,Notes are private!,0,2,1,not set,not set,"Aug 05, 2008",,Paperback,view (with text),/book/show/85663.A_Mother_for_Choco
831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So What: The Life of Miles Davis,"Szwed, John F.",0684859831,9780684859835,0684859831,496        pp,4.03,384,2002,"Jan 09, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2008",,Paperback,view,/book/show/95175.So_What
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Horizontal Life: A Collection of One-Night Stands,"Handler, Chelsea",1582346186,9781582346182,1582346186,213        pp,3.79,"109,599","Jun 06, 2004","Jun 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2008",,Paperback,view,/book/show/35982.My_Horizontal_Life
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unknown Terrorist,"Flanagan, Richard",0802118518,9780802118516,0802118518,336        pp,3.19,"2,305",2006,"May 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although it is very different in tone and style and subject matter, my experience reading this book reminded me a little of how I recently felt readinAlthough it is very different in tone and style and subject matter, my experience reading this book reminded me a little of how I recently felt reading ""An Arsonist's Guide to Writers' Homes in New England"". The narrator of that book did one stupid thing after another and the reader was supposed to accept these actions as reasonable because the character is described/defined as a bumbler. In real life of course people do not fall quite so neatly into such categories. Someone may bumble most of the time in certain areas but navigate smoothly through other sets of circumstances. As Chris Rock noted in one of his comedy routines when describing his political leanings - ""I have some things that I'm conservative about, and some things that I'm liberal about"". Nobody is always liberal or always conservative or always a bumbler, though it is true that some people act a certain way far more often than not. The ""title"" character of The Unknown Terrorist is a fairly complex one with a well fleshed out background, and the story line is fueled by much bigger ideas than the comical Arsonist book. But I couldn't shake the feeling as I sped through its pages that the actions of pivotal characters were specifically intended to promote strong opinions held by the author and nothing but. He wanted to make certain points about politics and the media and about how easily the sheep like masses can be led to a prefabricated conclusion. If at any point one of the major characters in this reasonably well written book responded to incidents in a way that I personally believe would have been more realistic, the book would completely fall apart because little else was holding it in place. The wrongfully accused woman needs to be so paranoid from the get go (her drug use helped in this regard) and distrustful of authority that the only thing she can think to do is run and hide even before she's really being chased. The decision makers in the media need to be so obsessed about breaking a big story that not only does truth become irrelevant, but so does having supporting evidence of any kind. The author is OBVIOUSLY cynical about our post 9/11 world, and anyone who does not have their head shoved deeply in the sand can recognize why this might be so, but I found myself torn between wanting to follow the story line to where it was blatantly leading and wanting the characters to break free of the author's plot machinations and act in a common sense manner that would likely clear matters up within a few pages of text. Despite such frustration with plausibility, this was definitely a gripping and smooth flowing read....more",Notes are private!,0,4,1,not set,"Aug 19, 2008","Aug 03, 2008",,Hardcover,view (with text),/book/show/438100.The_Unknown_Terrorist
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gook: John McCain's Racism and Why It Matters,"Tang, Irwin A.",0967943345,9780967943343,0967943345,180        pp,3.33,3,"Jul 04, 2008","Jul 04, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2008",,Perfect Paperback,view,/book/show/3888519-gook
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Private Lives of Pippa Lee,"Miller, Rebecca",1847672450,9781847672452,1847672450,233        pp,3.23,"3,119","Sep 01, 2002","Apr 03, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2008",,Paperback,view,/book/show/2116927.The_Private_Lives_of_Pippa_Lee
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughters of Juarez: A True Story of Serial Murder South of the Border,"Rodríguez, Teresa",0743292049,9780743292047,0743292049,316        pp,3.81,"1,205","Mar 27, 2007","Mar 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2008",,Paperback,view,/book/show/3341066-the-daughters-of-juarez
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Engine That Could,"Piper, Watty",0448405202,9780448405209,0448405202,48        pp,4.19,"112,776",1930,"Jul 11, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 29, 2008",,Hardcover,view,/book/show/824204.The_Little_Engine_That_Could
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice in Wonderland / Through the Looking-Glass / The Hunting of the Snark,"Carroll, Lewis",0393958043,9780393958041,0393958043,416        pp,4.02,"2,941",1865,"Apr 17, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2008",,Paperback,view,/book/show/38686.Alice_in_Wonderland_Through_the_Looking_Glass_The_Hunting_of_the_Snark
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fuck-Up,"Nersesian, Arthur",0671027638,9780671027636,0671027638,304        pp,3.59,"11,192",1997,"May 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2008",,Paperback,view,/book/show/25148.The_Fuck_Up
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations With Capote,"Grobel, Lawrence*",0306809443,9780306809446,0306809443,242        pp,3.97,618,1985,"Aug 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2008",,Paperback,view,/book/show/60476.Conversations_With_Capote
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prosecution of George W. Bush for Murder,"Bugliosi, Vincent",159315481X,9781593154813,159315481X,352        pp,3.74,826,"Jan 20, 2008","May 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2008",,Paperback,view,/book/show/2135419.The_Prosecution_of_George_W_Bush_for_Murder
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,"Jacobs, A.J.*",0743291476,9780743291477,0743291476,388        pp,3.75,"67,460",2007,"Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2008",,Hardcover,view,/book/show/495395.The_Year_of_Living_Biblically
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Seconds or Less: My Season on the Bench with the Runnin' and Gunnin' Phoenix Suns,"McCallum, Jack*",074329811X,9780743298117,074329811X,320        pp,4.04,"4,251",2006,"Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2008",,Hardcover,view,/book/show/36675.Seven_Seconds_or_Less
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rant: An Oral Biography of Buster Casey,"Palahniuk, Chuck*",0385517874,9780385517874,0385517874,320        pp,3.84,"67,154",2007,"May 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a fascinating read by a ridiculously talented author. Other than being a fan of the film version of his novel ""Fight Club"", I didn't know a wholeWhat a fascinating read by a ridiculously talented author. Other than being a fan of the film version of his novel ""Fight Club"", I didn't know a whole lot about him. Now I know that he is a writer to greatly admire and envy. It took me a few pages to adjust to the experimental form this novel is written in, but once its hooks were in me the book never let go of my rapt attention. Slowly but surely it reveals its secrets, not showing you the little man behind the Wizard of Oz in one fell swoop, but rather, exposing the method behind the madness in brilliant little increments. By the end I was left in a joyous daze. My perception of reality will never be quite the same....more",Notes are private!,0,0,1,not set,"Jul 25, 2008","Jul 03, 2008",,Hardcover,view (with text),/book/show/22285.Rant
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The E-myth Revisited,"Gerber, Michael E.",0887307280,9780887307287,B001T5A82A,269        pp,4.06,"86,384","Sep 01, 1985","Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2008",,Unknown Binding,view,/book/show/81948.The_E_myth_Revisited
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Children,"Perrotta, Tom",0312315732,9780312315733,0312315732,355        pp,3.64,"32,063","Mar 01, 2004","Jan 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2008",,Paperback,view,/book/show/37426.Little_Children
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Your Child's Strengths: Discover Them, Develop Them, Use Them","Fox, Jenifer*",0670018767,9780670018765,0670018767,368        pp,3.89,381,"Feb 28, 2008","Feb 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2008",,Hardcover,view,/book/show/1758691.Your_Child_s_Strengths
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Arsonist's Guide to Writers' Homes in New England,"Clarke, Brock",1565125517,9781565125513,1565125517,305        pp,2.97,"6,433","Sep 04, 2007","Sep 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A breezy read full of observations about the human condition that seem almost wise had they been made by a child, but since the story is told from theA breezy read full of observations about the human condition that seem almost wise had they been made by a child, but since the story is told from the viewpont of an adult they come off mostly as whimsical, quirky and border line idiotic, terms that aptly describe just about every character in this novel as well as its cutely odd plot. If you like a heavy dose of absurdity mixed into your mysteries, and plenty of literary references tossed in for good measue, this is the book for you. If I was the type, this would probably qualify as a single sitting read. Mild curiosity and amusement along with a dash of irritation at the narrator's inability to solve relatively simple problems in blatantly simple ways (because he is by definition a bumbler, and the author insists he must live up to this description no matter what) propels the reader forward to an ending that is not intended to take anyone by surprise, but manages to be somewhat poignant if not quite profound....more",Notes are private!,0,0,1,not set,"Jul 03, 2008","Jun 20, 2008",,Hardcover,view (with text),/book/show/733462.An_Arsonist_s_Guide_to_Writers_Homes_in_New_England
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosy Crucifixion: Sexus, Plexus, Nexus","Miller, Henry",1596541113,9781596541115,1596541113,624        pp,4.30,415,1980,"Aug 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2008",,Paperback,view,/book/show/124312.The_Rosy_Crucifixion
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raising Your Spirited Child: A Guide for Parents Whose Child Is More Intense, Sensitive, Perceptive, Persistent, Energetic","Kurcinka, Mary Sheedy",0060923288,9780060923280,0060923288,320        pp,4.20,"7,583","Aug 01, 1991","Apr 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2008",,Paperback,view,/book/show/188505.Raising_Your_Spirited_Child
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Historian,"Kostova, Elizabeth",0751537284,9780751537284,0751537284,704        pp,3.80,"265,530","Jun 14, 2005",2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An engaging though somewhat overlong entry into the Dracula sweepstakes. Crammed full of historical data and anecdotes, it felt to me that a substantiAn engaging though somewhat overlong entry into the Dracula sweepstakes. Crammed full of historical data and anecdotes, it felt to me that a substantial portion of the backdrop could have been omitted without significantly subtracting from the overall plot. This book is largely told in letters, though the type of detail crammed letters only to be found within a novel, because not even writers correspond so thoroughly in real life unless what they're writing is a novel. The point of view shifts throughout the narrative, although instead of switching from one person's perspective to another it usually switches from one person's set of letters to those of another. But the reader (those of us outside the book) presses on because we're chasing after the second most charismatic villian of all time, trailing behind only Satan himself. I must say that I enjoyed Anne Rice's books more, not that it's a competition. Rice had the distinct advantage of making her vampires the main characters whereas Kostova chronicles the overlapping adventures of a group of vampire hunting historians. Dracula (spoiler alert) makes no more than a cameo appearance towards the end of The Historian, because this novel is not so much about the catch as it is about the pursuit. Ironically, even though much of the book felt stretched out longer than I felt was necessary to keep readers hooked, the end seemed a bit rushed and anticlimactic. I was reminded of my experience reading The Stand in that there was so much build up over such a long period of time (I'm not the world's fastest reader, so when I invest in a book with a page count in the 1000 neighborhood it takes me a while to get through it) that I would have only been fully satisfied if the book literally combusted as I read its final thrilling pages. Those who consider Twilight to be top shelf literature probably won't make it past page 100 of The Historian, but readers who enjoy meticulously researched historical/literary fiction that transports them through many countries over many centuries will find this book a worthy treat to sink their sharpened teeth into....more",Notes are private!,0,7,1,not set,Jan 2010,"Jun 17, 2008",,Paperback,view (with text),/book/show/10692.The_Historian
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Race Matters,"West, Cornel",0679749861,9780679749868,0679749861,159        pp,4.14,"11,720","May 01, 1993","Mar 29, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2008",,Paperback,view,/book/show/250825.Race_Matters
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glyph,"Everett, Percival",0571221122,9780571221127,0571221122,208        pp,3.75,646,1999,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2008",,Paperback,view,/book/show/355818.Glyph
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erasure,"Everett, Percival",0571215882,9780571215881,0571215882,272        pp,4.20,"11,355",2001,"May 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2008",,Hardcover,view,/book/show/526114.Erasure
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clotel: or, The President's Daughter","Brown, William Wells",0142437727,9780142437728,0142437727,320        pp,3.62,"2,172","Apr 13, 1853","Dec 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 04, 2008",,Paperback,view,/book/show/247960.Clotel
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tastes Like Cuba: An Exile's Hunger for Home,"Machado, Eduardo",1592403212,9781592403219,1592403212,368        pp,3.67,107,"Oct 18, 2007","Oct 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2008",,Hardcover,view,/book/show/1471791.Tastes_Like_Cuba
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night,"Salter, James",1400043123,9781400043125,1400043123,132        pp,3.85,"2,722","Apr 19, 2005","Apr 19, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2008",,Hardcover,view,/book/show/1276514.Last_Night
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indecent: How I Make It and Fake It as a Girl for Hire,"Lewis, Sarah Katherine*",1580051693,9781580051699,1580051693,256        pp,3.87,441,"Aug 23, 2006","Sep 13, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2008",,Paperback,view,/book/show/488149.Indecent
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound and the Fury,"Faulkner, William",,,,366        pp,3.85,"182,049","Oct 07, 1929",Oct 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2008",,Paperback,view,/book/show/10975.The_Sound_and_the_Fury
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't You Forget About Me: Contemporary Writers on the Films of John Hughes,"Clarke, Jaime*",1416934448,9781416934448,1416934448,224        pp,3.52,266,"Mar 06, 2007","Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2008",,Paperback,view,/book/show/398661.Don_t_You_Forget_About_Me
