,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Capricorn Stone,"Brent, Madeleine",044920149X,9780449201497,044920149X,346        pp,3.93,752,1979,"May 12, 1983",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the least appealing to me of all the Madeleine Brent I've read. There were holes in the lists which I had no record of perusing so I picked onThis is the least appealing to me of all the Madeleine Brent I've read. There were holes in the lists which I had no record of perusing so I picked one up on loan. It must have been at least 3 decades ago that I read this one before.Regardless, not 40 pages in it got familiar. But still continued because I didn't recall the ending. Ok read. Takes way too long to get into the meat of the assumed lifestyle. And the theater scene was not a big appeal for me at all. Late Victorian era scorn must have been something.Better character development than tons of the modern 5 star rated here. But not at all one of the best Brent....more",Notes are private!,0,4,1,"Jul 29, 2022",Aug 2022,"Jul 16, 2022",,Mass Market Paperback,view (with text),/book/show/21114.The_Capricorn_Stone
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranger at Wildings,"Brent, Madeleine",0385111010,9780385111010,0385111010,312        pp,4.14,"1,070",1975,"Jan 01, 1976",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very much of the period it was written as much as the 1901 of the start. Overall, it held late Victorian sensibilities and overall principles.It is onVery much of the period it was written as much as the 1901 of the start. Overall, it held late Victorian sensibilities and overall principles.It is one of his best. Circus encompassed first 100 pages doesn't hint all the varied situations that follow.Better carved character cores and much slower progressions than the current century. Plus many more class conscious and manner directives.The plot had enough surprises that it kept a rather unique set of composites for the period it was published. Self identity keys did NOT begin in 1950 or 1990 or any time since. They always held strong sway....more",Notes are private!,0,15,2,"Aug 03, 2022not set","Aug 06, 2022not set","Jul 16, 2022",,Hardcover,view (with text),/book/show/2715705-stranger-at-wildings
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Owls of the Eastern Ice: A Quest to Find and Save the World's Largest Owl,"Slaght, Jonathan C.*",0374228485,9780374228484,0374228485,368        pp,4.19,"5,358","Aug 04, 2020","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good read and quite interesting. For me the print was too light and small- nearly faint. Hard to read. The color photo insets were 6 stars.TThis is a good read and quite interesting. For me the print was too light and small- nearly faint. Hard to read. The color photo insets were 6 stars.The town and placements of the original tale of Slaght's recounting? Between the nasty townie habits and the hard liquor? Not to speak of the relentless weather and ever shifting natural chasms? I knew this part of the world was underpopulated for a reason. BUT! Harsh is putting it mildly.There are some suppositions at the beginning of the book by the author that put me somewhat into a contrary state of appreciations. Not only for the this extreme and difficult effort for discovery either. It was told so dry and flat that I wonder that he couldn't have formed this more cohesively. Rather it reads like a logbook with companion and physical woods descriptions predominating. Not much of any emotion for what is sought either. Actually I tend to have this inkling that people (human homo sapiens) might have a right to long life and happiness, and products of the natural world possibilities as much as animals do. And I do question just a tad his definitive differences between preservation and protection. Both seem not close to mine. And mine are far less subjective with outcomes, perhaps. His overlap to a point of very small variance in method for ""the wild"" too.Love birds of all kinds. Hope those that specialized as much as this fish owl find adaptions....more",Notes are private!,0,4,1,"Aug 05, 2022","Aug 09, 2022","Jul 16, 2022",,Hardcover,view (with text),/book/show/51542211-owls-of-the-eastern-ice
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A New History of Early Christianity,"Freeman, Charles",030012581X,9780300125818,030012581X,400        pp,3.93,224,2009,"Oct 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to give this a 4 star but it is more accurately 3.5 star, fully. Yet I can't round it up. The photos are 5 stars levels of antiquities in scrI wanted to give this a 4 star but it is more accurately 3.5 star, fully. Yet I can't round it up. The photos are 5 stars levels of antiquities in script and artwork from the periods covered. Which truly do reveal concepts in their very formations.It's good. Worth the read. Most of the the first 3 centuries' highlights on Scripture origins and movements of influence geographically, those exact detailing measures of places/ people etc., I had more than 60 years ago in grammar school. Believe it or not, that is true. In my Catholic schooling we were never taught Bible without the historical aspects of high detail. For instance that it was never written in Aramaic (Jesus's language) but in Greek and other much later translated copy language from an ORAL tradition or very old former language sources. And that for centuries as in Christ's time, it was used as an ORAL form and purpose for parables of teaching and example. Not meant to be people common read. Just wasn't until nearly a 1000 years later.This book is the historic without any intrinsic faith element other than the surmised of historic record. Which is appreciated, but absolutely not the entire onus of later heresy and faction fighting etc. And I thought the last couple centuries were not done as well as the first 3 at all.Fair and detailed historic record and some good suppositions in a non-faith sense of ""getting"" the gist of the power of influences. I have always wondered what might have been revealed or altered by survival of so many other gospels and written records that were lost. Peter's and some of the others especially. Because it put SO much later moxie on Paul's which took quite a departure from any former witnesses to Jesus's actual life years....more",Notes are private!,0,3,1,"Jul 21, 2022","Jul 27, 2022","Jul 12, 2022",,Hardcover,view (with text),/book/show/6771535-a-new-history-of-early-christianity
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Saint's Mistress,"Bashaar, Kathryn*",,,,294        pp,4.04,67,"Jan 01, 2002","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's 382 AD in Northern Africa, near Carthage and several other towns. In Hippo too. And later in the book, the Suburra in Rome. The barbarians, especIt's 382 AD in Northern Africa, near Carthage and several other towns. In Hippo too. And later in the book, the Suburra in Rome. The barbarians, especially the Vandals are pouring across the Southern border, foodstuffs to living necessities (water, viaducts blocked etc.) are becoming scarcer daily. For all humans, those who are Roman citizens or not, it has become dire deadly. Sickness abounds. Inflation in costs for bread or oil have doubled and no one can afford what is there. (Does this begin to sound familiar?) Rioting mobs are killing shop owners with empty shelves. (More familiar.)This is the story of Leona, the partner to Aurelius (Augustine). Detailed and graphic to the world I have described briefly above. She is not his noble class, in fact as a teen ager she helps making cheese for most of her hours. That and home work with her sister, Numa. The first half of this book was a full 4 stars. I was embedded and the personalities were just carved. Although I must add that the writing form was so simple it did remind me at large lengths to a basic YA level of sentencing structure. They walked, they saw, they met etc. Very simple to the people in the couple's life. It's their love story and their life's story. Both.The second half of the book was barely 3 stars. 2.5 stars fairly. So I could not round this 3 star up as a total rating. Fevers, plagues, class laws, legionnaires who no longer speak Latin. Yet all groups are changing or have changed their religions too. For succor or for logical determinations, regardless. Sects of Christianity battling less too as the real migrations decimate the locals and the cultures that they have lived solidly and happily within for generations. And the separations are decades long. Leona and Augustine's son is the core pivot for great portions of the book. No spoilers. It puts you into another time and place. I so enjoyed hearing about the various foods, structures, and the Carthage Circus. Sad, sad, sad. But reflecting the reality of the real people who lived in this era. This is fiction, but not at all dissimilar than the majority for short lives of even a thousand years later. Before modern advantages, like electricity, mobility of later transportation forms or any medical knowledge of tools like penicillin that actually worked for curing in majority proportions. Philosophers turned holy bishops. Cheese girl turned leader of women's societal structure that later became working refuge of nunnery. Leona was savvy throughout the book. She made the entire storyline for me. No fool. It's her voice and eyes that form this story.I am glad I read it. The worst aspect was that their middle age was rather condensed and the pacing felt off (almost in total) by their lives' second halves. They were both long-lived in a time where to reach 70 was almost impossible. And often also unseen by the majority of other people (contemporaries) of theirs who were alive at any one point. 50 was VERY old during this period. Women of 46 considered almost like hag throwaways.If you have interest in different Christian sects (I did), this helped with some definitive information but didn't get into the depths I envisioned it would. Plato or Cicero held larger sway....more",Notes are private!,0,10,1,"Jul 08, 2022","Jul 11, 2022","Jul 08, 2022",,Paperback,view (with text),/book/show/30461918-the-saint-s-mistress
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,012","Aug 30, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing style is literary with the big L. And precise regardless of the exploding quality of word count. Which is large and totally cored on the 1The writing style is literary with the big L. And precise regardless of the exploding quality of word count. Which is large and totally cored on the 15 year life of the newly married Duchess of Ferrara. The life story totally through the eyes of Lucrezia, fifth offspring of the Duke and Duchess of Tuscany. Raised within the city of Florence, married away to Ferrara by contract at 13 but not ""delivered"" until 15. The words are as embroidered and opulence crusted as the time and place within her noble's world. 1500's upheavals of treachery and hierarchy yet. And the more that you know about this period for Europe in general, and Italy in particular, the better. You'll get more nuance to the fixtures and paths of reality. Not only for the general knowledge level of humans but for women's lives in this social structure. Infant and childhood death being about 50% or more common. And 50 something years old being ancient. This isn't emphasized but it will help to remember the reality of sickness and infection amongst dozens of other common ""accidents"". It's long and exact as much as it is effusive and natural world embedded. But the subject is going to be too narrow for most readers. Soul-wise, identity wise, manners wise or in sphere of relationship too- this will not be an easy modern read for most to fully dissolve themselves within such length and depths comprehension. I could be wrong, but much doubt it. You need to be extremely patient. And be more than tolerant for the flowery and effusive.There were exquisite 5 star portions- most near the beginning of the book in Lucrezia's early childhood. Most spectacularly with the tiger meeting. But on the long travels and in most of the mid-section half, it was not above 4 star. Certainly for me, not as immersive or throbbing as Hamnet. Still my favorite of hers.Well, this tells you the most dire in the very opening. So a lot of this will play for most readers backwards. But if you need to stop and start your ""Portrait"" read with some longer than usual departures? Still come back. And come back. The whole is worth it. It IS 5 stars for putting ALL into the class and cognition of the era. And although the switching became rather irritating (it did to me)- the years are so close together that that set of ""eyes"" still remains fixed.History records her death from tuberculosis? Why not pick one of the other de Medici's women of several different generations? I truly wonder why Maggie O'Farrell picked this particular daughter. Maybe for pulp to make a mystery or thriller ingredient emerge? Yet there are too many words for her life, IMHO. Losing a star....more",Notes are private!,0,23,1,"Sep 07, 2022","Sep 11, 2022","Jul 05, 2022",,Hardcover,view (with text),/book/show/60353768-the-marriage-portrait
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirty Work: Essential Jobs and the Hidden Toll of Inequality in America,"Press, Eyal",0374140189,9780374140182,0374140189,303        pp,4.16,"1,485","Aug 17, 2021","Aug 17, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Specific reaction and  tomorrow. This has a 13 page Introduction alone. Dirty work being redefined here from what dirty work meant in the last cSpecific reaction and  tomorrow. This has a 13 page Introduction alone. Dirty work being redefined here from what dirty work meant in the last century. Extremely padded survey of social by products for 5 individuals in their jobs.I need to think about this for a day. That’s how generalized and stereotyped are the fallouts of his work context sensibilities.Later: I want to let you know what his definition of ""dirty work"" is here. For 3/4ths of my life, ""dirty work"" was the following: If you took a shower before work and went to work, it wasn't. If you took a shower AFTER work (often at work) and then went home that was ""dirty work"". And all of us did it too at some point. My Dad and most of the men in my long life did it for decade after decade. Factory, streets and sans., labor construction etc. High rise plastering, working 22nd floor grids etc. You name it, we did it.This is not that ""dirty work"". This is ""dirty work"" in the sense of it causing PTSD or some mental incapacity impacted by its tasks. Something entirely different. So working on an off shore rig would be dangerous and lethal mentally, emotionally etc. Or guarding prisoners, or working the chicken line etc. Or drone pathing.The 5 categories chosen made my jaw drop. In reality. I had to resemble the emoji for that SHOCK to this author's equations of comparisons. So eating chickens becomes equivocated to the Germans' ignoring or allowing camps etc. (Introduction gives you the bottom line of the collective guilt core property examples.) That's the type of category generalizing for guilt laden in repetitive accusatory declarations here. We should all be hanging our heads and taking mood meds for the guilt of appropriating collective or individual warmth or food? These supposedly hidden misery jobs he posits on scales of guilt the rest of us should assume because they exist. On theory par for his German examples of knowledge about human death camps serious.Ironically the two jobs I can think of off the top of my head that ARE giving PTSD routinely, he never mentioned once. Being a soldier (on the front lines and not in front of a computer) or an abortionist.When I was a child we traipsed through the abattoirs at the Chicago Stockyards. I did, three times at least with Girl Scouts or some school trip. I also talked to workers there while they worked -not on a break. My Grandpa worked for Swift. Eyal Press is a name you should remember- it's going to be a ""warning"" label for me. What absurd eyes! And these jobs are ""hidden""? Nope. How would an author or outfit (Eyal Press) judge any life on a farm or anywhere before 1800 by these criteria? Even on this highly subjective level. Irony indeed. A full reaction to this book could have been much longer. My mouth dropped open more with each chapter. La-la land. I refrain with any further specifics....more",Notes are private!,0,16,1,"Jul 06, 2022","Jul 10, 2022","Jul 05, 2022",,Hardcover,view (with text),/book/show/54785496-dirty-work
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Be Hanged: The Epic Story of the Gentlemen Pirates Who Raided the South Seas, Rescued a Princess, and Stole a Fortune","Thomson, Keith*",0316703613,9780316703611,0316703613,384        pp,3.81,"1,484","May 10, 2022","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beyond danger, intrigue, adventure. Pirates, Buccaneers. Difficult read. Fleets or crews of unholy or obscure alliances and brutal divisions. Complex Beyond danger, intrigue, adventure. Pirates, Buccaneers. Difficult read. Fleets or crews of unholy or obscure alliances and brutal divisions. Complex read for geography and people.Do not take this on unless you have a superior tolerance for straight factual. History the way it was primarily taught before the end of the last century. Without theory, agenda philosophy or some overlooking suppositions. It's ""just the facts"" folks. Wilder than the Wild West. So many niches and straights or jagged cubby holes in the Caribbean and South American or Atlantic shoreline bays too. Perfect for various ships to hide and tuck.Overall I was amazed at the amount of leniency as much as the executions between them all. And the treacherous solutions of the Kuna too. Hanging seems merciful in comparison. And slavery at times having the better route to staying alive. ...more",Notes are private!,0,10,1,"Jul 05, 2022","Jul 08, 2022","Jul 05, 2022",,Hardcover,view (with text),/book/show/58786859-born-to-be-hanged
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails","Varoufakis, Yanis",,,B076H4WMY1,224        pp,4.12,"17,289",2013,"May 08, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was worth the read. Historically and by definitions of full overview of operating aspects he is making quite a few ""some are all"" fallacy inclusionIt was worth the read. Historically and by definitions of full overview of operating aspects he is making quite a few ""some are all"" fallacy inclusions. Not that the total oversight is ""wrong"" but it isn't at all exact enough to make such outcome suppositions as he does. Economies have too many moving parts for these simple / basic summations towards operation and inclusions. This isn't the forum to list all those over simplified tenets here. But one is unemployment as he defines and redefines. There are individuals who chose/choose NOT to work and also some who refuse to work in every living ""gain"" or ownerships definition. There are takers as much as there are surplus hoarders or super wealth ""goods"" aficionados. Even now. And this doesn't deny that greedy gorgers exist either. And he sees only the heavy goods end of consumption.He also almost universally leaves out longevity outcomes. Especially within populations which have always remained small and do their ""proper fit"" into their natural world. Like the aborigine of Australian continent he consistently mentions. My lifespan is twice their historic average now.He also gives very short shrift to the serf life. The millennia when the owner of land also owned the serf who resided on it. His overall picture gives government itself a much, more altruistic end result that I've ever seen anywhere or even read history concerning. Owners of surplus = bad? Operators of in class government= worse? My observation and history sense- this is often true.Democracy as the answer? Homo sapiens own human nature. His optimal cases give almost no room for the ""elephant"" in the room. That human nature. And as I have seen in my 74 years the very observable decline of knowledge for nearly all aspects of word or symbol or critical thinking learning and common sense survival skills? Both, absolutely both. People are easily fooled beyond the avarice features of getting too. And the inclusion here of movie / fiction or whatever plotting as an example of a posit? I thought that was 2 star habit for this read. I know he is talking to his daughter but too simple is too simple. And fantasy IS fantasy. My grandmother and grandfather were serfs. They lived short lives escaping from the system. No one in any of their backgrounds ever got beyond an old age of 55. Until the generations that were born ""out"" of that system. Present day stats for longevity should be included in this cause /effect historically re Capitalism out effectsDisease, geography, climate- they matter first. The cognitive history, their 1000's of years of reality in any one place etc. In that he DOES hold the right proportion of importance here. Overall this book is a good learning tool. But also not at all exact. Nor impartial. Nor definitively on the nail. It also might help you to understand objects and systems like bitcoin. But far from any full dissection to the reality of the subject....more",Notes are private!,0,8,1,"Jul 16, 2022","Jul 20, 2022","Jul 04, 2022",,Kindle Edition,view (with text),/book/show/36490332-talking-to-my-daughter-about-the-economy
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Angel of Rome and Other Stories,"Walter, Jess",006286811X,9780062868114,006286811X,274        pp,4.01,"3,500","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well this must be the year of the short story collection. A form I hardly tolerate and here I am giving 4 or 5 stars in 2022 for that exact animal. AgWell this must be the year of the short story collection. A form I hardly tolerate and here I am giving 4 or 5 stars in 2022 for that exact animal. Again.Walter is a newer author for me except for a try at Beautiful Ruins. What a smartass! He's Eddie Haskell (for all you Leave It to Beaver generations) but not as obvious disingenuous in mouthing overtly. Almost as duplicitous, but not quite. ""How ARE you, Mrs. Cleaver!""Each story is basically core different. That I truly appreciate. I wouldn't put them all in the same genre. Fiction with a rather big F. Don't take that the wrong way, but he's often colloquial. Yet his know better is just more sublimely layered into human nature and universal male style probabilities than Eddie. Although he is still playing upon those very odds. Stronger common sense in Jess Walter characters though.The Angel of Rome was a 5 star tale and one of the longer word count copy of this collection. It's filled with humor and ""fellows well met"" and stars Rome itself as a marvelous frame placement. EXCELLENT all around. I could picture that actress and the glass window hands. And the Monsignor. And the other tales were at least 4 stars. No losers. One I didn't care for opinions within in but it was still a 4 star tale. The attitude in several of these reminded me of end stage bitter George Carlin. Do not forget that he is NOT 21 years old writing these. He's born within a year of my oldest son. I know his generation VERY well. They are 50 to 55 right now. Fewer of them and individually quite coddled in general because the birth control pill became common in 1966-68 and after that the classrooms fell from 40 kids to 25 in one year. Even IN the Catholic neighborhoods. His Spokane one sounds mighty similar.Enjoy these. As I said about Horowitz too. You sure can tell the screen writer living full boat in the novelist or poet or fiction writer. Any form- you can tell. Dialogue gets snappy and sit com like. ""Here's trouble."" Indeed. Humor with a large side of condescending arrogance. Half laughing with and at least a quarter laughing AT the ""other"".Not overlong and very worth the perusal. I feel deeply for his Catholic Mother. And that's not entirely facetious....more",Notes are private!,0,19,1,"Jul 05, 2022","Jul 08, 2022","Jul 04, 2022",,Hardcover,view (with text),/book/show/59147716-the-angel-of-rome-and-other-stories
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unmasked: My Life Solving America's Cold Cases,"Holes, Paul*",1250622794,9781250622792,1250622794,288        pp,4.10,"24,287","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Filled with information both compelling and often scientific.Yet! This is hard to . But bottom line is that the read flow jars. Not with the subFilled with information both compelling and often scientific.Yet! This is hard to . But bottom line is that the read flow jars. Not with the subject matter but within several other composites. Such as skipping to repeats while trying to be chronological. (Trying is the core word on that phrase because this copy only partially succeeds any staying in the chronological.) Often instead it is repeat flashback or flash forward or case or marriage skipping moves again. Another aspect is frequency of tangent going off in highly unrelated directions. The problem is that half case dictates and half autobiography for his life and job? Well the mix is strange for form and flow. The serial killer forensics half was the 4 star parts. Admiring Paul Holes, his writing form! A few more specifics maybe after some thought. Memoirs have a lot of I, me, my in them BUT usually not in such pat myself on the back density.Added later: Paul Holes has personality traits that are verge personality disorder. Just a guess but he goes from mind core logic to emotional roller coasters. It may work for being a criminalist. But it doesn't work well for writing in a detail to events or specific subject matter concentration for more than 7 paragraphs at a time. I would have enjoyed this more if I had not read Michelle Macnamara's ""I'll be gone in the dark"" title. Just reading now that it is soon HBO Max series. Still, Michelle could write and focus. Here Paul Holes has numerous cases and because of all the diversions of interest or courses, this is not more than a 3 star. Especially in the writing flow.I was SO sad to read in this book how Michelle died.. Truly sad. From reading her book, I always got the idea she was physically sick through different comments she made or her referencing to obsessions. And her explaining so much physical lack of mobility etc. And I did know she had died before DeAngelo was arrested. But to know the cause of her death! She should never have been taking those drugs at all. Not only my opinion....more",Notes are private!,0,16,1,"Jul 05, 2022","Jul 05, 2022","Jul 04, 2022",,Hardcover,view (with text),/book/show/57693618-unmasked
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow Lily        (The Island Murders, #2)","Mo, Johanna",0143136690,9780143136699,0143136690,432        pp,3.77,"1,915","Jun 09, 2021","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was appreciated to a full 4 stars. Some of the plotting was 4.5 stars.Somewhat enjoying her first that was translated, this one I liked even moreThis was appreciated to a full 4 stars. Some of the plotting was 4.5 stars.Somewhat enjoying her first that was translated, this one I liked even more. I sure hope they translate all the Hanna or any stand alones she does. Yes, there is some switching and voids, but it doesn't stop the flow as much as in other georgraphic placements which have wider cultural contexts and travel. Somehow with all the Swedish close by locals and with the same police team members it all holds together in flow much better than most of the changing narrators scenarios. There are almost too many individuals well carved to remember. That was one of the biggest negatives losing a full star. And on top of it - most were either relatives of each other or work mates or past bff's. So freshen up your Swedish names memory or keep a chart. But, STILL. It was GOOD. There are complex crimes and at least two huge cases that embed throughout. One gets solved. One is left hanging. Please, Johanna Mo, do get the past more cleared with further translations! It appears you have masses that are not in English yet.Flawed WOMEN in this! Yes. We have depressant and also anorexic. Self identity esteem is lacking in both sexes. But the tension and the characters' quirks are mighty and the personality duels just encompass the entire novel length. This was one I returned to eagerly after many busy time interruptions. Which has become rather outlier in fiction piles recently. Putting it down has become easy. But not so much here.Short chapters. Lots of ingenious references to common entertainment culture of the international (Hanna looks like a Game of Thrones character and by description, she does)- Hanna is over 6 feet tall. Some of the happenstance is probably not completely believable for most cultures or more highly populated countries, IMHO. Especially when you consider the outcome with Hugo. Small, small town rural America maybe? But even then, I doubt it.There is no way I guessed the right perp either. Double twists and then a final complete knot. I thought it was another person in the same family.Read the first one first. *Night Singer. It was good. But this one is EXCELLENT. The toad lily garden! I'd love to see it. And Erik's missing his wife and kid! You were almost as glad to see them get off the airplane as he was. This is a short 2 book series (so far) I do recommend. Some repetition but really grasps a Swedish groove, so to speak. Nuances in detail for the work teams are excellent....more",Notes are private!,0,13,1,"Aug 09, 2022","Aug 11, 2022","Jul 04, 2022",,Paperback,view (with text),/book/show/59573988-the-shadow-lily
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies I Tell,"Clark, Julie*",1728247594,9781728247595,1728247594,302        pp,4.10,"74,277","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a DNF for me. It's well written and I can fully understand the high ratings. But I find myself disliking every character and the entire surrouThis is a DNF for me. It's well written and I can fully understand the high ratings. But I find myself disliking every character and the entire surrounds of them (context of associations and business especially) that I stop at page 79.Revenge tales are some of the most uninteresting and mundane to me despite any twists or skills or ingenuous duplicities involved. Cons or grifters just a tier over revenge with a side of status gloaming folks never a favorite either. Karma will seek its own levels of retribution, IMHO. Maybe not here and now, but regardless it self-poisons and eventually. So my interest has entirely disappeared to continue. Pathetic people. No rating. ...more",Notes are private!,0,15,1,"Jul 24, 2022","Jul 26, 2022","Jul 04, 2022",,Hardcover,view (with text),/book/show/59412817-the-lies-i-tell
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Side of Night,"Hamdy, Adam*",1982196181,9781982196189,1982196181,304        pp,3.53,"4,452","Sep 15, 2022","Oct 11, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1.5 stars rounded up for the first half placements alone.This is the winner of 2022 category ""I Wish I Would Have Read the Reviews First"".I do not rec1.5 stars rounded up for the first half placements alone.This is the winner of 2022 category ""I Wish I Would Have Read the Reviews First"".I do not recommend this book. Stupid concoction of confusing non-continuity. Preposterous last quarter which makes dream sequences in shark jumping tv series seem logical.How far can this modern YA level fiction go into no man's land? Without half attempting to make word or world building base blocks as a decent or even possible foundation. ...more",Notes are private!,0,3,1,"Oct 12, 2022","Oct 14, 2022","Jul 04, 2022",,Hardcover,view (with text),/book/show/60321515-the-other-side-of-night
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocent,"McEwan, Ian*",,,,226        pp,3.72,"12,256","May 10, 1990",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this one shocked me. I went into this older, much earlier published, McEwan without any knowledge. Not even reading the trailer. The only upfronWell, this one shocked me. I went into this older, much earlier published, McEwan without any knowledge. Not even reading the trailer. The only upfront fact I knew was that it held a 1954, 10 years after WWII ending, placement within Berlin.It's a typical McEwan. Fantastic writing of detail and emotional roller coasters. That last quantity especially within the types of quiet mumble mouthed just past coming of age (usually very ENGLISH) men. Here he did Maria in much the same type of clime of precipice hanger. People on the ends of various types of pivotal ""on the edge"" inner landscapes. It is what he is extremely good at doing. But at the 2/3rd spot of the book, the entre sets of duplicitous paths (not at all only for the couple) turns into placement of nightmares. More apt to the type of scenario builds that fit into Horror genre. I didn't see it coming. Although I absolutely much earlier foresaw the future of Maria's and Leonard's outcome as a couple. Correctly.It seems I liked this more than most readers. It was an excellent tale quite beyond just the erotic and burgeoning physical or mental. McEwan also truly encapsulated the precise quandary of English, American, Russian ""allies"" perceptions during this period. Best I have ever read about the American ""shock"" when the Russians turned like the autocrat thugs they can be quite naturally during the Eastern Europe afterwar occupations. It was still like that in 1983 when I went through Berlin into the DDR and eastwards. Americans are STILL surprised or shocked at the quick change in character generally, plus the eventual consequences. Partners or comrades? Not.Well done novel! Loved the time period for ethnic base generalized or specific reality. Blunt, no apology dialogue included. This trait is nearly invisible now unless it is racially cored. There were Blakes everywhere then- not only on that continent either. Still are. More of them now.This is in my top 3 McEwan. Some of his more recent I have not cared for at all. They are quite more experimental. McEwan has the guts to do so....more",Notes are private!,0,10,1,"Jul 09, 2022","Jul 13, 2022","Jul 03, 2022",,Paperback,view (with text),/book/show/6868.The_Innocent
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Tales of a Dark Tomorrow,"Kuhn, Kevin A.*",,,B07YQ818SZ,191        pp,4.15,337,"Oct 25, 2019","Oct 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 03, 2022",,Kindle Edition,view,/book/show/48538701-ten-tales-of-a-dark-tomorrow
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental Tourist,"Tyler, Anne*",,,B0012E3J60,418        pp,3.90,"104,851","Aug 12, 1985","Dec 18, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ok. More dated and sweeter than my favorite Anne Tyler novels. Ordinary but quirky folks again. This particular holds no bright light brains whatsoeveOk. More dated and sweeter than my favorite Anne Tyler novels. Ordinary but quirky folks again. This particular holds no bright light brains whatsoever....more,Notes are private!,0,14,1,"Jul 02, 2022","Jul 06, 2022","Jul 02, 2022",,Kindle Edition,view (with text),/book/show/40041238-the-accidental-tourist
