,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,theduckthief's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,073","Sep 14, 2008","Oct 14, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Winning means fame and fortune.Losing means certain death.The Hunger Games have begun…""Katniss Everdeen belongs to District 12, one of the regions in""Winning means fame and fortune.Losing means certain death.The Hunger Games have begun…""Katniss Everdeen belongs to District 12, one of the regions in Panem, a nation formed out of the remains of North America after a cataclysmic event, leaving food and resources in scarce supply. The Hunger Games, a futuristic reality show for children involving fights to the death for fame, fortune and most importantly food, were born out of a failed coup against the government of the day. The Capitol now uses the Games as a twisted means of controlling the population, where one male and one female teenager from every District is chosen at “The Reaping” to participate in the games. This year Katniss Everdeen’s little sister Prim is chosen as a Tribute. Desperate to save her sister from certain death, Everdeen volunteers to take her place and along with Peeta, the baker’s son, she must navigate the politics and machinations of the Capitol and somehow outlast the other District Tributes.Everdeen is an interesting character as a female protagonist. She’s strong, stubborn, frustrated by her emotions when it comes to boys and conflicted by her actions in the Hunger Games. She felt like a realistic character and her internal monologue revealed her humanity and inner turmoil to readers. Collins absolutely nailed the actions and emotions of a teenager. I also liked how Everdeen didn’t always know what to do or have an answer for every problem as I feel some books portray young protagonists as encyclopaedic geniuses and it makes it difficult for me to sympathize and identify with the character. I feel as if the world doesn’t have enough books with physically active female protagonists with strong personalities so this was a breath of fresh air. I liked that she went out into the woods and wasn’t a girly girl. I also really liked the setting as I’m a sucker for post-apocalyptic fiction and this is one of the best I’ve read in the young adult genre. I liked the idea that some terrible event happened in the past to create the world Everdeen currently inhabits but that we weren’t given any explicit details of how it happened. The ambiguity feels right as I imagine that a lot of information would have been lost when the ‘event’ occurred. I also felt that the division of regions into districts focussed solely on one resource was a bit simplistic but this is understandable as it’s a young adult book and Collins is merely setting the stage, not writing a textbook. As well, I also liked the concentration of wealth and power in the Capitol as it felt like a throwback to the feudal system, another example of society crumbling and falling back onto older models of governance.Collins creates great tension throughout the story as she ends each chapter on a cliffhanger. I also liked the fast pace, as it gives readers an insight into how Everdeen is feeling, breathless and rushed. The story never lets up, pulling you along for the ride. I also thought it was interesting how Collins draws inspiration from both the story of Theseus and the Minotaur and today’s obsession with reality television. It’s interesting to see that despite the starvation and poverty of Panem, that people are still interested in being entertained. Again, the violence and destruction inherent in The Hunger Games is a throwback to the games at the Coliseum in Ancient Rome, speaking to the breakdown of societal rules and conventions. I mean, where else are you going to get people interested in watching children kill one another?If you like books about dystopian futures and strong female protagonists who kick butt, I would highly recommend this book. ...more",Notes are private!,0,0,1,not set,not set,"Sep 22, 2010",,Hardcover,view (with text),/book/show/2767052-the-hunger-games
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,228","Sep 01, 2009","Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 22, 2010",,Hardcover,view,/book/show/6148028-catching-fire
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northanger Abbey,"Austen, Jane",1593082649,9781593082642,1593082649,260        pp,3.85,"401,104","Dec 20, 1817","Mar 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""No one who had ever seen Catherine Morland in her infancy, would have supposed her born to be an heroine.""Catherine Morland comes from a large and lo""No one who had ever seen Catherine Morland in her infancy, would have supposed her born to be an heroine.""Catherine Morland comes from a large and loving family but too often has her head in the clouds or in a book, dreaming of gothic castles filled with mystery and romance. She views the world through the prism of the books she reads and when she is invited to Bath by family friends the Allens, she jumps at the chance for adventure. While there she is introduced to the Thorpes who use her innocence to their adavantage. Fortunately she has the worldly Mr. Henry Tilney, who knows something about muslin, to guide her through the the murky waters of society. After getting to know Henry better, she is invited to his childhood home, Northanger Abbey, where she suspects something sinister has happened to his mother. The novel is an excellent parody of gothic novels that were popular at the beginning of the 19th century, such as ""The Mysteries of Udolpho"" by Ann Radcliffe. In fact, apparently The problem was that Austen had trouble getting the novel published and it wasn't until after her death in 1817 that it was put into print. By then the references to various popular gothic novels were out of date and the book lost a little of its punch. Regardless though, Bath plays a major role in this book as it does with other Austen novels and the reader follows themes of maturation and life vs fiction. This was Austen's first completed novel and it shows. As a character, Catherine doesn't feel fully realized. She's one of Austen's youngest heroines and is very much naive of the larger world and society. She has a very sweet personality but was maddeningly frustrating in her innocence. She has lived a very sheltered life but from a modern standpoint she seems ridiculous to forgive and believe some of John and Isabella's explanations for their behaviour and actions. By the end of the novel though, while Catherine has matured, she is still less independant and self-assured than some of Jane's other heroines such as Anne Elliot or Lizzy Bennett. This is understandable as ""Northanger Abbey"" is an earlier work and while Catherine's character may be less than satisfying to those who've read other Austen works, Henry Tilney makes up for this with his witty banter.I found the scenes in Bath concering Isabella and John to be far more interesting than Catherine's investigations at Northanger concerning General Tilney. While Catherine sees Isabella's comments as only sincere and heartfelt due to her naivety, the reader can see behind the facade that she constructs. The story seemed to drag as soon as Catherine reached the abbey and with the slower pace I lost interest. There was also no secondary storyline which is something I always look forward to in an Austen novel. I'm finding that I have to ration my Austen novels. I only have three more to go and I want to savour them, almost like a last meal. Overall I enjoyed the book but Northanger would definitely go to the bottom of the pile behind ""Persuasion"" and ""Pride and Prejudice""....more",Notes are private!,0,0,1,Aug 2010,Aug 2010,"Sep 12, 2010",,Paperback,view (with text),/book/show/50398.Northanger_Abbey
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fugitive Pieces,"Michaels, Anne",0679776591,9780679776598,0679776591,294        pp,3.92,"16,353","May 11, 1996","May 26, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The burst door. Wood ripped from hinges, cracking like ice under the shouts. Noises never heard before, torn from my father’s mouth. Then silence. My""The burst door. Wood ripped from hinges, cracking like ice under the shouts. Noises never heard before, torn from my father’s mouth. Then silence. My mother had been sewing a button on my shirt. She kept her buttons in a chipped saucer. I heard the rim of the saucer in circles on the floor. I heard the spray of buttons, little white teeth.”Jakob Beer is seven when soldiers break into his home, killing his family while he hides behind a wall. Disoriented and afraid, he travels the forests of Poland at night until he comes upon Athos Ruossos at Biskupin, an archaeological site. Athos takes the boy in and brings him to the Greek island of Zakynthos where they endure the war together. Soon after, Athos decides the best thing for Jakob is to emigrate, to Canada specifically. There Jakob grows up, following in Athos' footsteps and falls in love with a woman quite unlike himself. But in the back of his mind he knows he still has to confront the traumatic memories of his past, lest they consume him.Anne Michaels is primarily known as a poet and this is reflected in the book. Her diction and sentence structure flow like water and there are some choice quotes that will give you pause. It was a pleasure to devour her words as they created wonderfully vivid imagery, evoking joy and sadness. Some of her paragraphs contain an element of violence and gore but are written so beautifully that you can't help but admire them.""When the prisoners were forced to dig up the mass graves, the dead entered them though their pores and were carried through their bloodstreams to their brains and hearts. And though their blood into another generation. Their arms were into death up to the elbows, but not only into death – into music, into a memory of the way a husband or son leaned over his dinner, a wife’s expression as she watched her child in the bath; into beliefs, mathematical formulas, dreams. As they felt another man’s and another’s blood-soaked hair though their fingers, the diggers begged forgiveness. And those lost lives made molecular passage into their hands.""While I appreciated Michaels' mastery of words, I felt somewhat lost in the story. The plot feels subservient to the diction and I think this is where Michaels' expertise as a poet does her a disservice. I never felt grounded as the story had a fragmented quality to it and at times I wasn't sure what was happening, a dealbreaker in my mind. There's also a second narrative introduced quite late in the book, in a voice other than Jakob's. I didn't want to abandon him and pick up with another character only 100 pages from the end of the story. It was unnecessary, distracting and this second voice was too similar to Jakob's to have any impact on the reader in terms of seeing the book from a different perspective.In the end, this book is about memory and loss and how we have to learn to let people go, how we can never go home again but learn to make a home for ourselves, to make other people our home. ...more",Notes are private!,0,2,1,Feb 2010,Feb 2010,"Jul 26, 2010",,Paperback,view (with text),/book/show/15836.Fugitive_Pieces
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,755",1985,Apr 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Ordinary, said Aunt Lydia, is what you are used to. This may not seem ordinary to you now, but after a time it will. It will become ordinary.""Offred ""Ordinary, said Aunt Lydia, is what you are used to. This may not seem ordinary to you now, but after a time it will. It will become ordinary.""Offred is a handmaid, one of the most important jobs in the Republic of Gilead. She's recently been assigned to a Commander and his wife to provide a child. In this distopian future, very few women are able to conceive and bear children and so, after a military coup and restructering of society, fertile women are enslaved and passed around to continue the new heirarchy. Offred is only one of these women, caught in the middle of a regime change, still able to remember her old life, unsure of her future.The story is told as a recollection of Offred's, leaving much of her backstory to the imagination of the reader. We don't get a detailed description of Offred but this lends itself to the story. Handmaids have their individuality trained out of them but Offred spends the whole book trying to hang onto hers. I think if anyone either than Atwood had written the book it would have collapsed on itself or gotten lost in the plot. This isn't an action-filled book. Much of the conflict comes from internal paranoia on Offred's part, wondering if or when she's going to be caught. The suspense comes from the slow but taut reveal of the history of Gilead, without a glut of exposition to bog down the book.The ending is abrupt and ambiguous, leaving Offred's fate in the hands of the readers but it only feels right that Atwood should leave us unsure of the end. After all, the most disturbing part of this book is how unbelievable it is and yet she describes, step by step how entirely plausible the creation Gilead and handmaid's are. Why shouldn't the reader be left feeling uncomfortable about the circumstances of the book? The distopian view of the novel gives readers something to think about....more",Notes are private!,0,0,1,not set,Jun 2010,"Jul 20, 2010",,Paperback,view (with text),/book/show/38447.The_Handmaid_s_Tale
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punctuate It Right,"Shaw, Harry",0389002828,9780389002826,B005RN51VS,unknown,4.30,"23,003",1995,"Jan 01, 1968",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""It was just past midday, not long before the third summons to prayer, that Ammar ibn Khairan passed through the Gate of the Bells and entered the pal""It was just past midday, not long before the third summons to prayer, that Ammar ibn Khairan passed through the Gate of the Bells and entered the palace of Al-Fontina in Silvenes to kill the last of the khalifs of Al-Rassan.""Twenty years later the land of Al-Rassan has changed. City-state kingdoms have sprung up since the fall of the Khalifate. Life continues, along with murders, poisonings and pillaging. In the city of Fezana, Jehane, a Kindath doctor, is preparing to see patients; Ammar ibn Khairan is in town to oversee his pupil, Prince Almalik receive dignitaries; Rodrigo Belmonte, a captain in Valledo's army is riding to Fezana to collect the tribute paid each year to his king. All three are soon to be drawn into a plot involving two kingdoms, political intrigue and religious fanaticism. Kay has crafted an amazing story here with a rich plot that covers a lot of ground, both literally and physically. His world draws obvious parallels with medeival Spain as evidenced by the map included in the book. Religion also plays a strong hand, with the three main religions composed of Asharites, who worship the stars of Ashar, Jaddites who worship the sun-god Jad and Kindaths who worship the sister of the god, represented by the two moons. The allusions to Islam, Christianity and Judaism show Kay's obvious inspiration and allow the reader to gain an understanding of the conflicts and comforts of the three fairly easily.The characters are richly described. As a doctor Jehane has sworn an oath to protect and heal others but at times this tenement is tested, most sorely after a village is raided by Asharites with many of the occupants put to the sword. As well, the reader gets to experience the conflicting emotions among the characters as they get to know one another despite religion and borders and duty to one's country. Kay really makes you care about them and their plight but there were times when I found myself rolling my eyes. When first introducted Rodrigo and Ammar seemed almost indistinguishable from one another. They are both smart and capable warriors and I felt Kay didn't do enough to develop them into two completely separate people. Ammar may be a poet and recite lines throughout the book but his dialogue, his attitude, his body language and tactician's mind all seemed very much in line with Rodrigo. And let's not forget about Jehane. She was consistently referred to as beautiful, almost to the point of distraction. Instead of using ambiguous terms, Kay could have described her hands for example. As a doctor her hands are extremely important, her tools for fighting infection and disease.The story is action-packed but Kay plays the trickster when it comes to plot-points. There were several times throughout the novel where he misleads the reader, pulls at your heartstrings. It was cheeky the first time but after the third I was done with his maddening omission of pronouns and names. As well, while the story moved along at a quick pace, there were sections that were merely summarized which I believe would have benefitted from an action scene. This is most evident at the end of the book where the climax of the plot is summarized instead of described in detail. By glossing over this Kay started to fall into ""Lorna Doone"" territory, something a book should never attempt to do.Overall though, an extremely enjoyable read and a good introduction into Kay's writing. I will definitely be keeping this book in my library. I should also mention that Kay is one of ours, a home grown product of Canada!...more",Notes are private!,0,0,1,not set,"Jul 07, 2010","Jul 12, 2010",,Paperback,view (with text),/book/show/6749204-punctuate-it-right
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,361",1945,"Sep 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The chapel showed no ill effects of its long neglect. The paint was as fresh and bright as ever. And the lamp burned once more before the altar. I kn""The chapel showed no ill effects of its long neglect. The paint was as fresh and bright as ever. And the lamp burned once more before the altar. I knelt and said a prayer - an ancient, newly-learned form of words. I thought that the builders did not know the uses to which their work would descend. They made a new house with the stones of the old castle. Year by year the great harvest of timber in the park grew to ripeness, until, in sudden frost, came the Age of Hooper. The place was desolate and the work all brought to nothing. Quo modo sedet sola civitas - vanity of vanities, all is vanity. And yet, I thought, that is not the last word. It is not even an apt word - it is a dead word from ten years back.""Charles Ryder is a young student at Oxford University when a chance encounter introduces him to Lord Sebastian Flyte. Sebastian invites Ryder into his family home, Brideshead, and in fact, into his life. But each member of Sebastian's family is somewhat damaged if eccentric. Charles takes to them though as his own family life is less than satisfactory. The two young men grow close over one summer but all too soon things begin to change. Sebastian drinks, driving him far from home and away from Charles. Without his friendship Charles soon becomes estranged from the rest of the family, only returning to Brideshead many years later to find it much changed. This was my first Evelyn Waugh book and he didn't let me down. The flow of his sentence structure and his description I would say were on par with du Maurier's ""Rebecca"" but of a different flavour. If this book were a meal it would most definitely taste of woodsmoke. There is a certain visceral sensuousness to his writing as evinced by this paragraph: ""The sole was so simple and unobtruse that Rex failed to notice it. We ate to the music of the press - the crunch of the bones, the drip of blood and marrow, the tap of the spoon basting the thin slices of breast."" Waugh manages to make eating both a violent and erotic experience.While I did love the writing in the book I found it nearly impossible to connect to and care about the characters. There was almost a vulgarity to their qualms about daily life. I couldn't wrap my head around being so rich as to be hard done by. I know that the reader isn't neccesarily supposed to like the family and their decadent lifestyle but because I didn't care about the characters I didn't care what happenend to them either. Perhaps it's the distance between writer and reader that makes this book feel so inaccesible to me. Waugh did write it more than 60 years ago but to be fair, I have no problem connecting with Cervantes or Austen and their works are far older. My main beef with the book was the point in time at which it started. I know the book is about loss and mourning what has passed but this felt like entering a theatre after the end credits have started. I wanted to see everything from the beginning. I wanted to experience the descent of these people, not reflect on their already decaying family unit. ""Brideshead Revisited"" encompasses love and loss, religion and secularity, loyalty and infidelity, everything one could want in a book. It was unfortunately not the book for me. ...more",Notes are private!,0,0,1,Jan 2009,Jan 2009,"Jul 04, 2010",,Paperback,view (with text),/book/show/30933.Brideshead_Revisited
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Midshipman Bolitho        (Richard Bolitho, #1-2)","Kent, Alexander",0935526412,9780935526417,0935526412,240        pp,3.98,"2,014",1975,"Apr 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""On this particular day in mid-October 1772, Richard Bolitho sat wedged in a corner of one of the long rooms half listening to the babble of voices ar""On this particular day in mid-October 1772, Richard Bolitho sat wedged in a corner of one of the long rooms half listening to the babble of voices around him, the clatter of plates and tankards and the hiss of rain against the small windows. The air was heavy with mixed aromas. Food and ale, tobacco and tar, and each time the doors opened to a chorus of curses and complaints the keener tang of salt from the waiting ships.""The year is 1772 and Richard Bolitho is a young midshipman newly assigned to the Gorgon, a seventy-four gunner under orders to sail to Africa's west coast to patrol the area. Britian is at peace but her trade routes are under current threat by pirates. What they encounter involves abandoned ships, an occupied fortress and a chase. While navigating his way through the politics of life aboard ship, Bolitho must avoid the ire of Lieutenant Tregorren who has taken an instant dislike to the young man. This book is a quick read and Kent is able to combine the historical facts of the time with nautical knowledge and good old-fashioned story-telling. This isn't always the case with historical naval fiction. Some authors get bogged down in the details. See my ""Master and Commander""  for more information. Not only is the book entertaining, the writing is also wonderful. ""The smells too seemed to rise to meet them. Salt beef and tar, bilge and packed humanity, while all around them the massive hull creaked and groaned like a living thing, the deckhand lanterns spiralling and throwing shapes across the great timbers and seaman alike, as in a vast painting.""My only complaint is the shortness of the book. At only 159 pages it serves as little better than an introduction to a book rather than a full story. But if you like historical naval fiction then I would defitely recommend this series....more",Notes are private!,0,1,1,Jan 2009,Jan 2009,"Apr 05, 2010",,Paperback,view (with text),/book/show/799691.Midshipman_Bolitho
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alternate Oscars,"Peary, Danny",0385303327,9780385303323,0385303327,325        pp,4.19,109,"Jan 01, 1993","Jan 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The first Academy Awards were given out in 1929. In my view, they got it wrong then, and with few exceptions they have gotten it wrong ever since. Al""The first Academy Awards were given out in 1929. In my view, they got it wrong then, and with few exceptions they have gotten it wrong ever since. Although it was declared that awards would be bestowed based on merit only, that does not always seem to have been the case.""Have you ever felt that an Oscar went to the wrong person or that an undeserving movie won Best Picture? If so, this is the book for you. Danny Peary takes the history of the Academy Awards from 1927-1991 and offers his take on Best Picture, Actor and Actress. He includes vintage photos as well as indepth descriptions of the movies plot and characters. Not only does he justify his choices, he also goes into detail about the history of the Academy Awards and why they made the choices they did. The truth behind some awards is far stranger than you might imagine. The thing I love best about this book is the amount of detail Peary puts into each year. He obviously knows movies, even going so far as to offring runners-up to his choice of winner. He sees things the average moviegoer wouldn't, analyzes scenes and character, digs up the riches they're hiding and puts them on display for us. Take this excerpt about his choice for Best Actor 1946, Jimmy Stewart from ""It's a Wonderful Life"": ""Restless because he can't leave Bedford Falls, he does everything to expend energy, especially moving his hands and arms when talking. It's delightful when he finds Mary (Donna Reed) waiting at the house on their wedding night, amid a romantic setting, and is so stunned that he can't move his arms and must remain speechless. But at other times his arms swing wildly and he talks up a storm, makes speeches, argues with Potter, yells, screams, paces back and forth in front of Mary's house, runs through the streets, races up and down his stairwell, dances a wild Charleston with Mary, fights, jumps, dives into water, and on and on.""The drawbacks are few and far between. Peary's book only runs until 1991, almost twenty years of movies are begging for his opinion. As well, this book is currently out of print so good luck getting your hands on a copy if your local library doesn't have it. ...more",Notes are private!,0,1,1,Jan 2009,Jan 2009,"Mar 31, 2010",,Paperback,view (with text),/book/show/293305.Alternate_Oscars
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,312",1868,"Apr 06, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""'If we are all alive ten years hence, let's meet, and see how many of us have got our wishes, or how much nearer we are then than now,' said Jo, alwa""'If we are all alive ten years hence, let's meet, and see how many of us have got our wishes, or how much nearer we are then than now,' said Jo, always ready with a plan.""Josephine March is a headstrong tomboy. She, along with her three sisters, Meg, Beth and Amy struggle through the hardships of being young women and make do with an absent father and little money during the American Civil War. They are much comforted by the friendship of their neighbour 'Teddy' Laurence though. And they all have dreams: Jo wants to be a writer, Meg wants to marry and have pretty things, Amy wishes to marry rich and fix her nose and Beth wants to take care of everyone. As they grow up they face the trials of love, marriage and loss, including the formidable Aunt March and gruff Mr. Laurence Sr. I had seen three movie adaptations before reading the book so I was well aware of the plot and characters and knew what to expect. Jo is the main focus of the story, serving as a stand in for Louisa May Alcott as the book is loosely based upon her own childhood. Jo is a strong character with her own convictions and her more modern sensibilities allow readers to connect with her. That being said, some of the dialogue and attitudes of other characters are archaic with the book being set 150 years in the past. I enjoyed the fact that each sister was given equal time and developement withint the book and emerged as individuals. While some of their antics seemed ridiculous such as Amy's obsession with pickled limes (ew), her behaviour when it came to trying to fit in and impress her peers was completely believable. The vivid descriptions are few and far between in this book but my favourite by far was this. ""A Russian prince condescended to sit in a corner for an hour and talk with a massive lady, dressed like Hamlet's mother in black velvet with a pearl bridle under her chin."" I couldn't help but smile imagining a langourous prince talking to Gertrude. Overall I found this book a slog to get through which was unfortunate. I found it long and tedious. A main frustration came from reading 200 or so odd pages and believing I was finished the book. It turned out the book was split into two parts, the second part being called ""Good Wives"" as Alcott was unsure of how part one would do. As well, while I can appreciate that Mrs. March wanted her daughters to be happy and marry for love I found it difficult to believe some of the advice that she gave Jo in matters of love. Also, I wasn't sure I understood what was going on with Beth towards the end of the book. What were her motivations? Strangely enough I found that I liked the movie adaptations better, the 1949 version specifically. ...more",Notes are private!,0,0,1,"Mar 22, 2010","Apr 08, 2010","Mar 22, 2010",,Paperback,view (with text),/book/show/1934.Little_Women
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day the Falls Stood Still,"Buchanan, Cathy Marie*",1401340970,9781401340971,1401340970,307        pp,3.71,"5,719","Aug 25, 2009","Aug 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The landscape below is otherworldly - a massive clot of white-blue ice extending from shore to shore, frozen mounds of accumulated spray nearly sixty""The landscape below is otherworldly - a massive clot of white-blue ice extending from shore to shore, frozen mounds of accumulated spray nearly sixty feet in height, sections of cliff face transformed by stalactities of ice as thick as the trunk of any tree. Yet there are children sledding on thehillocks, adults milling about, a path crossing the ice from shore to shore, also shanties with hand-painted signs advertising beef tea and sandwiches, coffee and cake.""Bess Heath lives near the mighty Niagara Falls where her father works as director of the Nigara Power Company. But when she returns home from boarding school for the summer she realizes all is not well. Her father has lost his job and her sister has taken to hiding in her room. Bess' only consolation in a world turned upside down is an encounter with a handsome green-eyed man who helps her load her baggage onto the trolley home. She's intrigued and later comes to know him as Tom Cole but society and her family seem set against their relationship. Cathy Marie Buchanan uses Niagara Falls as a backdrop to introduce a story of love and family, demonstrating how place can affect every aspect of a person's life.It's obvious that Buchanan has put a lot of time and effort into the story. The amount of research and the level of detail when it comes to describing the setting and historical background of the area is staggering. There is so much packed into this book, especially when it comes to the setting that the reader really needs to pay attention to keep from missing anything.Bess is forced to grow up too early when her family loses their status and position in society. Her struggle with the added responsibilities of adulthood make her a believable character. She has hopes and fears like anyone else but here they are front and center as she tries to hold her family together while developing a relationship with Tom. She makes mistakes, shows jealousy and loses her temper, all aspects that serve to make her more relatable to readers.Peppered throughout the book are newspaper articles, photos and drawings that add depth to the story and really bring the history of the falls to life. The articles were especially entertaining as they were a great format for delivering backstory without the need for exposition. I felt a bit mislead by the title though as I assumed the story would take place during the time the falls froze. Instead the story is set more than half a century later, only referencing the event in an article. I also thought the ending tied up too quickly. I wanted Bess' life expanded in order to create more of a contrast to the tense scene just before....more",Notes are private!,0,0,1,Jan 2010,Jan 2010,"Mar 12, 2010",,Hardcover,view (with text),/book/show/6519314-the-day-the-falls-stood-still
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powers,"Olson, John B.*",0805447350,9780805447354,0805447350,400        pp,3.13,137,"Dec 01, 2009","Dec 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The man let out a stream of words hot as coals as he struggled to his feet and glared down at her, eyes blazing. His face was a dark shade of purple-""The man let out a stream of words hot as coals as he struggled to his feet and glared down at her, eyes blazing. His face was a dark shade of purple-tinged red. He lunged toward her with clenched fists. Veins bulged at his neck.""Mariutza Glapion has been living in a swamp for as long as she can remember. One night she sneaks out to the road, a forbidden place and on her way home, senses something is wrong. She senses the Badness, hears a gunshot in the dark, finds her home empty, her grandfather missing. She finds him dying in a pool of blood and he makes a strange request. Forced to flee her home she encounters Jazz, a musician with strange powers of his own. Together they must solve the mystery her grandfather left for them to solve, all the while avoiding the Badness and the authorities. I received this book as an Early Reviewer from LibraryThing and found the mythology of the world intriguing as Mari belongs to a small group of people called 'The Standing'. She has special skills and powers, is wary of cities and as a result, doesn't know how to survive inside one. Her dialogue has an earthy feel to it and her diction reveals her ignorance of technology and mordern society. She's also very tactile when it comes to describing her world. Olson has some beautiful descriptinos that paint concrete images of the setting. ""Smooth moonlight, soft and timid as a sleeping babe's breath, seeped through the forest canopy, painting Old Man Oak's mossy beard with twisting ribbons of silver and shadow.""Various terms and concepts associated with the mythology of Olson's world are introduced throughout the book but by the end I still wasn't sure what some of them meant. I only saw the 'Badness' as an amorphous blob and wasn't sure exactly how Mari's 'dikh' sight functioned. As well there were various references to the Bible which seemed contrary to a book I would classify as fantasy. Then I realized this book is classified under Christian Fiction and the core of the book relates to a story in the bible.I found it difficult to orient myself at the start of the book. The combination of Mariutza's diction and the mythology of her world launch the reader straight into the unknown. It would have been easier to adjust had the POV not jumped into another character in chapter two. This jumping around occurs for the rest of the novel and included a POV for a character called Daniel Groves that seemed unneccessary. I didn't fully engage in the story until halfway through the book because at that point, the plot felt solid. Also it was difficult to tell how old everyone was. At the beginning of the book I thought Mariutza was quite young but the farther the read the older she seemed to become. She acted like a child though that may only have been to show how apart from the world she really was. Then when she was with Jazz she seemed to age seven or eight years and appeared closer in age to him. ...more",Notes are private!,0,0,1,Jan 2010,Jan 2010,"Feb 11, 2010",,Paperback,view (with text),/book/show/6481072-powers
