,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disgrace,"Coetzee, J.M.",,,,220        pp,3.85,"106,322",1999,"Nov 04, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first Coetzee, and so my expectations were modest, as they usually are with a new author. Literature being so diverse, it usually takes a This was my first Coetzee, and so my expectations were modest, as they usually are with a new author. Literature being so diverse, it usually takes a little time to connect with an author’s particular style and voice, and there is something of an act of persuasion as the author slowly reveals themselves and coaxes you around to his or her point of view. Not so with Disgrace, which immediately gripped me in its raw power and honest depiction of the decline and fall of David Lurie. In his portrayal of Lurie, Coetzee is able to create sympathy for the unlikable character by exposing his peculiar sense of morality and the logic of his mind. Though his actions are not admirable, one cannot help but respect a person who demonstrates such resilience in the face of hardship.The central theme - disgrace – is in itself emotionally powerful. A disgraced person becomes the focus of total and enduring moral derision, the effect of which is social isolation and deep, personal shame. Issues of morality, responsibility, dignity, blame and regret come to the fore, and these issues permeate the novel, which intertwines these with issues of poverty and race relations in South Africa. The novel is in many ways about the inevitable and inherent failings of man (or more precisely, male-ness), which appears to be the underlying cause of much of the damage. The differences between male and female nature are contrasted here, both in their role as the cause of, and reaction to the various disgraces depicted. The questions of responsibility, dignity and respect, are paralleled again in man’s treatment of animals, and indeed in man’s animal nature. The overwhelming feeling is one of powerlessness: the unavoidable prices that must be paid – or perhaps it is only stubbornness: the refusal to pay the price (in this question, is dignity considered a value or a vice?). This is a book of remarkable depth, especially considering its length. Coetzee absolutely explodes the central theme of disgrace, and leaves it to the reader to work through the mess. ...more",Notes are private!,0,44,1,"Dec 14, 2016","Dec 17, 2016","Sep 28, 2016",,Paperback,view (with text),/book/show/749626.Disgrace
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arrival and Departure,"Koestler, Arthur",,,,190        pp,3.70,438,1943,1984,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Arrival and Departure is a deeply contemplative novel, though its concerns are too much rooted in the specific questions of mid-Twentieth Century EuroArrival and Departure is a deeply contemplative novel, though its concerns are too much rooted in the specific questions of mid-Twentieth Century European politics to be of much relevance today. There are some interesting ideas explored around culpability, and cause and effect, but these are not enough to sustain the novel. ...more",Notes are private!,0,17,1,"Mar 17, 2018","Mar 21, 2018","Sep 28, 2016",,Paperback,view (with text),/book/show/23295102-arrival-and-departure
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfume,"Süskind, Patrick",0141189193,9780141189192,0141189193,304        pp,4.04,"468,418","Feb 26, 1985",Sep 2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed the weirdness of this novel, and the author's willingness to follow through on what is a strange, but very original premise. Through immersiI enjoyed the weirdness of this novel, and the author's willingness to follow through on what is a strange, but very original premise. Through immersion in scent, Süskind is able to create entirely new, evocative landscapes and unique perspectives. But he seems to have plundered and exhausted this rich seam fairly early on, and rather than developing the story and characters in a meaningful way, he unfortunately favours repetition and increasingly ridiculous plots. Perfume is a memorable novel, and there were many elements I enjoyed. But I wish the protagonist were a more substantial character, and I would have liked to see a bit more depth to the story, rather than a sequence of disposable characters and predictable events culminating in an absurd, meaningless ending.(I also found the writing style very grating, though with a translation you can never tell whose fault that is.)...more",Notes are private!,0,53,1,"Jan 04, 2021","Jan 09, 2021","Sep 28, 2016",,Paperback,view (with text),/book/show/1400099.Perfume
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amsterdam,"McEwan, Ian*",,,,178        pp,3.46,"54,183","Dec 01, 1998",2005,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is this absurd nonsense. Everything I wrote yesterday about Black Dogs in terms of plot and characterisation applies equally to Amsterdam, exWhat is this absurd nonsense. Everything I wrote yesterday about Black Dogs in terms of plot and characterisation applies equally to Amsterdam, except where Black Dogs attempts (but fails) to be a good novel, Amsterdam seems to lack even the intention. It is impossible to take this novel seriously. The characters are ridiculous. The plot is ridiculous. The entire novel is a setup to a conclusion so laughably stupid, that it made me want reevaluate my ratings of McEwan's other novels. Sure, it kept me turning the pages, but for what? A cheap thriller, and not even a good one. This won the Booker? ...more",Notes are private!,0,52,1,"Feb 10, 2018","Feb 13, 2018","Sep 28, 2016",,Paperback,view (with text),/book/show/114226.Amsterdam
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw,"James, Henry",0140620613,9780140620610,0140620613,121        pp,3.39,"155,974",1898,"Apr 16, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2016",,Paperback,view,/book/show/12948.The_Turn_of_the_Screw
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mezzanine,nicholson-baker,0140140026,9780140140026,0140140026,135        pp,3.84,"8,881","Oct 15, 1988","Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whatever happened to predictabilityThe milkman, the paperboy, evening TVHow did I get delivered hereSomebody tell me, pleaseThis old world's cWhatever happened to predictabilityThe milkman, the paperboy, evening TVHow did I get delivered hereSomebody tell me, pleaseThis old world's confusing meThe corporate environment has changed a lot since 1990. These days, memos are no longer circulated in hard copy, and the stapler is something of an arcane object. The world has moved on. We no longer lament the loss of the milkman or paper straws (who knew that straws used to be made from paper!) But many things remain the same: the implicit rules of coworker acknowledgement, elevator etiquette, the bathroom awkwardness. Baker obsessively explores these minutiae of everyday interactions in an astute and entertaining way. The book is filled with observations such as this: (have you ever noticed that) while women will say ""oops"", men will almost always say it in the singular, as ""oop"". This is a 100% true fact, and something that I've never consciously noticed.Mezzanine is a little bit Seinfeld, a little bit David Foster Wallace, maybe a little bit Gurion Maccabee, but different enough to all of those to be its own thing. A fun and unique little novel.Note: In case you couldn't place it, the opening quote is from the theme to the 90s sitcom, Full House, which for some reason kept intermittently popping into my head while reading this book....more",Notes are private!,0,21,1,"Jan 07, 2018","Jan 09, 2018","Sep 26, 2016",,Paperback,view (with text),/book/show/931953.The_Mezzanine
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Not Stiller,"Frisch, Max",1564784509,9781564784506,1564784509,377        pp,4.03,"5,067",1954,"Nov 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2016",,Paperback,view,/book/show/265102.I_m_Not_Stiller
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Borges, Jorge Luis",0140587217,9780140587210,0140587217,496        pp,4.35,"6,470","Oct 01, 1971","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2016",,Paperback,view,/book/show/109237.Selected_Poems
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightwood,"Barnes, Djuna",0571322867,9780571322862,0571322867,156        pp,3.61,"12,855",1936,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed the style and originality of Nightwood, but didn't love it, for two reasons. The first is that it is very much of its time. The novel feels I enjoyed the style and originality of Nightwood, but didn't love it, for two reasons. The first is that it is very much of its time. The novel feels like a push-back, a response to the status-quo, an attempt to embody some form of modernity. I felt I lacked context; I found it difficult to meaningfully relate to this narrow, obsolete zeitgeist. The second reason, is that I could not connect deeply enough to the characters - especially to the three women - to feel involved in their minds and the inner workings of their relationships. Or perhaps I connected sufficiently, but just wasn't moved. I would say this is a consequence of the distance created by the writing style. T.S. Eliot says in the preface that the novel needs to be read twice to be appreciated. Maybe, then, the problem is that I read Nightwood only once, or maybe the characters just weren't sufficiently well expressed. This is an influential novel, but it feels to me frozen in time, and no longer so essential....more",Notes are private!,0,21,1,"Jan 15, 2018","Jan 18, 2018","Sep 20, 2016",,Paperback,view (with text),/book/show/25320279-nightwood
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being and Time,"Heidegger, Martin",0060638508,9780060638504,0060638508,589        pp,4.05,"24,860",1927,"Aug 01, 1962",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2016",,Hardcover,view,/book/show/92307.Being_and_Time
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories,"Welty, Eudora",0156189216,9780156189217,0156189216,622        pp,4.21,"8,128",1980,"Feb 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2016",,Paperback,view,/book/show/12577.The_Collected_Stories
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Orphans,"Ishiguro, Kazuo*",057120516X,9780571205165,057120516X,313        pp,3.53,"41,107","Jan 16, 2000","Mar 05, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When We Were Orphans explores a wide array of political and personal themes, but its main focus is on memory, nostalgia, and the luxury of innocence. When We Were Orphans explores a wide array of political and personal themes, but its main focus is on memory, nostalgia, and the luxury of innocence. In the final sequence, the novel veers away from strict realism, into somewhat surreal, dreamlike territory. I felt the novel really reaching for something interesting here, and though it seemed to try a few ideas on, it didn't really settle on anything altogether concrete. Yet the surprising, unsettling quality of this latter section was my favourite part of the novel. Banks’s search for his parents through the active warzone of the slums reminded me of the “tiger” skit from Monty Python’s The Meaning of Life:SERGEANT: Thirty men killed in 'F' Section.AINSWORTH: Yes. I see. Mm.SERGEANT: I should think about a hundred-- hundred and fifty men altogether, sir.AINSWORTH: Jolly good. [sniffs]SERGEANT: I haven't got the final figures, sir, but there's a lot of seriously...AINSWORTH: Yes.SERGEANT: ...wounded in the compound.AINSWORTH: Yes. Well, the thing is, Sergeant, I've got a bit of a problem here. One of the officers has lost a leg.SERGEANT: Oh, no, sir!I think what is being satirised in this exchange is not so different to what Ishiguro intends for us to see in Bank’s own behaviour: a sort of naïve self-absorption, a cultural myopia, a lack of understanding of the world as it is. Once again, I felt there were hints, little glimpses of a deeper metaphor that was almost, but not quite realised. Still, When We Were Orphans is a complex and nuanced novel, highly entertaining, though perhaps at times a little too subtle and enigmatic in its expression....more",Notes are private!,0,31,1,"Oct 08, 2019","Oct 10, 2019","Sep 16, 2016",,Paperback,view (with text),/book/show/869661.When_We_Were_Orphans
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sheltering Sky,"Bowles, Paul",0141023422,9780141023427,0141023422,342        pp,3.89,"28,321",1949,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/243598.The_Sheltering_Sky
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bestiario,"Cortázar, Julio",8466309896,9788466309899,8466309896,104        pp,4.21,"20,580",1951,"Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/191373.Bestiario
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hopscotch,"Cortázar, Julio",0394752848,9780394752846,0394752848,564        pp,4.21,"42,781",1963,"Feb 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/53413.Hopscotch
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loser,"Bernhard, Thomas",1400077540,9781400077540,1400077540,208        pp,4.04,"10,662",1983,"Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/92570.The_Loser
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von",1847494048,,,144        pp,3.69,"131,256",1774,"Feb 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sorrows of Young Werther is a beautiful and emotionally accurate depiction of romantic love: its consuming nature, and the devastation it has the The Sorrows of Young Werther is a beautiful and emotionally accurate depiction of romantic love: its consuming nature, and the devastation it has the potential to inflict. As a novel it is striking (especially for its time) in the way it subverts the traditional format, by connecting an epistolary structure with an overarching narrative from an unnamed ""editor"". The language is so wonderfully romantic and personal, one really is made to feel as Werther felt throughout his ordeal.I especially loved the novel for its examination of romantic love as an almost diseased state of being: one that consumes and transforms, causing the overwhelming focus of one's life to be directed at the object of love, and all future concerns to hinge upon the question of reciprocation. This virulent nature is epitomised in the following passage, in which Werther discusses with his rival Albert the consuming power of despair:Woe to him who could look on and say, ""Foolish girl! Had she waited, had she let time have its effect, despair would surely have abated, and surely someone else would have come forward to comfort her."" Just as if one should say, ""What a fool to die of fever! Had he waited until his powers had recovered, his life forces improved, the tumult of his blood abated, then all would have gone well, and he would be alive today!""Certainly this was not the first time in history that sorrow caused by unrequited love was likened to physical illness, but the acknowledgement that it can consume with such inevitability, beyond the control of will alone, is striking in its likeness to modern notions of depression and mental illness. For me, this examination raised intriguing questions around free will and the nature of the mind: to what extent are we in control of ourselves, when a simple thing like love can transform us so? What fascinates me is the reduction of such complex and powerful thoughts and emotions to the modern, almost binary perspective, where some thoughts may be considered normal and well, and other entire categories of thought are considered malignant and requiring treatment. Werther may have suffered from mental illness by modern definitions, but had he sought treatment for his condition and overcome it, would this somehow have diminished the love he felt for Lotte, and thereby also have reduced a very real part of himself? Here the distinction between the two types of illnesses compared in Werther's quote becomes apparent: unlike the fever, Werther's illness arose from himself - it was a result of his own genuine thoughts and desires, and its treatment would imply at some level a loss of agency, even a loss of self. This is not to say that I am a Romantic about such matters - I don't believe that avoidable suffering and loss should be endured (where treatment exists it should be sought). Werther's fate is not to be idealised. But philosophically speaking, what fertile ground this is for exploration!...more",Notes are private!,0,59,1,"Sep 26, 2016","Sep 29, 2016","Sep 16, 2016",,Paperback,view (with text),/book/show/24357327-the-sorrows-of-young-werther
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot: New Translation,"Dostoevsky, Fyodor",1847493432,9781847493439,1847493432,704        pp,4.21,"182,653",1869,"Sep 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a supposed exemplar of virtue, Prince Myshkin seems to personally invite more criticism of his own character than that of the Russian society he seAs a supposed exemplar of virtue, Prince Myshkin seems to personally invite more criticism of his own character than that of the Russian society he seeks to caricature. However in the classic Dostoyevsky style, The Idiot is less a subtle and cohesive social commentary than it is an intense, frenzied explosion of absurd plots, eccentric characters and loose philosophical associations. The novel is truly a mess, structurally. But with Dostoyevsky you have to take the good with the bad. His writing is impulsive and disjointed, but it does seem to follow some internal intuitive thread, which leads a (sometimes reluctant) reader at each turn, inevitably, to something worthwhile and surprising....more",Notes are private!,0,29,1,"Aug 21, 2020","Sep 17, 2020","Sep 16, 2016",,Paperback,view (with text),/book/show/21470817-the-idiot
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Against Nature,"Huysmans, Joris-Karl",0140447636,9780140447637,0140447636,288        pp,3.81,"13,592",1884,"Feb 24, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2016",,Paperback,view,/book/show/210255.Against_Nature
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metroland,"Barnes, Julian",,,,176        pp,3.64,"3,660","Mar 01, 1980",2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2016",,Paperback,view,/book/show/23263732-metroland
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Obscene Bird of Night,"Donoso, José",1567920462,9781567920468,1567920462,438        pp,4.18,"3,106",1970,"Jun 30, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2016",,Paperback,view,/book/show/382975.The_Obscene_Bird_of_Night
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tartar Steppe,"Buzzati, Dino",0586087664,9780586087664,0586087664,214        pp,4.20,"31,007",1940,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2016",,Paperback,view,/book/show/1475436.The_Tartar_Steppe
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",,,,158        pp,3.94,"227,000","Sep 21, 1962","Oct 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This really is a wonderful novel. It's genuinely creepy and disturbing (impressive especially given the lack of reliance on supernatural elements), thThis really is a wonderful novel. It's genuinely creepy and disturbing (impressive especially given the lack of reliance on supernatural elements), the storytelling is masterful, well paced and plotted, with information revealed in a careful and controlled way. The character and voice of Merricat is captivating, her mind filled with twisted yet darkly humorous thoughts - Jackson's writing really lets you inhabit her. The novel is a complex portrait of dark mental states, rendered all the more meaningful and tragic (as explained in the afterword by Joyce Carol Oates) by Jackson's own struggles with agoraphobia and obsession, which cause her fate to echo in many ways that of her characters....more",Notes are private!,0,18,1,"Jan 12, 2018","Jan 15, 2018","Sep 13, 2016",,Paperback,view (with text),/book/show/26852229-we-have-always-lived-in-the-castle
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maitreyi,"Eliade, Mircea",9735004100,9789735004101,,200        pp,3.81,"23,343",1933,"Mar 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2016",,Paperback,view,/book/show/817199.Maitreyi
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Decay,"Cioran, Emil M.",0141192720,9780141192727,0141192720,192        pp,4.20,"4,932",1949,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Short History of Decay is an unbridled celebration of nihilism. Cioran writes with an almost theatrical degree of cynicism: his commitment to persisA Short History of Decay is an unbridled celebration of nihilism. Cioran writes with an almost theatrical degree of cynicism: his commitment to persistently wrenching the most pessimistic conclusion from any proposition is often hilarious in its melodramatic absurdity. His philosophy is one of absolute futility, in which suicide is the most noble act, and any motion towards civilisation, culture or the pursuit of knowledge is entirely misguided. While I enjoyed his acerbic commentaries on Christianity, on the whole I cannot follow Cioran into the depths of such profound nihilism. Most of his ideas are too esoteric or crippled by his slanted perspective to be credible except in a poetic sense. And yet, reading A Short History of Decay is still a worthwhile endeavour. While the writing style is dense and abstruse (often bordering on incomprehensible), it does possess a poetic beauty and is eminently quotable. One can find ideas that stand out as incisive and penetrating, though usually these need to be extricated from the surrounding negativity and histrionics....more",Notes are private!,0,50,1,"Sep 20, 2016","Sep 26, 2016","Sep 12, 2016",,Paperback,view (with text),/book/show/7575633-a-short-history-of-decay
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trouble With Being Born,"Cioran, Emil M.",,,1559704624,224        pp,4.11,"8,732",1973,"Sep 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2016",,Paperback,view,/book/show/117564.The_Trouble_With_Being_Born
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nutshell,"McEwan, Ian*",1911214330,9781911214335,1911214330,199        pp,3.68,"52,928","Sep 01, 2016","Sep 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2016",,Paperback,view,/book/show/29752912-nutshell
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amulet,"Bolaño, Roberto",0330510495,9780330510493,0330510495,184        pp,3.83,"8,708",1999,"Jun 04, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is going to be a horror story. A story of murder, detection and horror. But it won't appear to be, for the simple reason that I am the teller.This is going to be a horror story. A story of murder, detection and horror. But it won't appear to be, for the simple reason that I am the teller. Told by me, it won't seem like that. Although, in fact, it's the story of a terrible crime.I do not know enough about Mexican history to really grasp the ""terrible crime"" that is the focus of this story, or its implications on the Mexican memory (though I have read a little since finishing the book). Amulet is an attempt to come to terms with this crime - the Tlatelolco massacre - which resulted in hundreds of students being killed at the hands of military and police. Thematically, the novel feels very close to Slaughterhouse 5, and even employs time as a device in a similar way. Though her power to do so is perhaps more poetic than Billy Pilgrim's, like him, Auxilio Lacouture moves freely between past, present and distant future, as a means of rationalising and contextualising the traumatic event within the context of the greater arc of history. Lacouture is the embodiment of the artistic sensibility: she is powerful, captivating, and yet she is damaged. She is the ideal witness to this literary search for meaning. At a high point near the end of the novel, she reveals a prophecy, which at once epitomises both the transience of art and its enduring nature. There is a bittersweet kind of hope expressed in these passages, which are the culmination of the novel: the acceptance of the inevitability of decay, alongside a solemn prayer for renewal, and redemption.A love of poetry and literature permeates this a beautifully-crafted little novel. This was my first Bolaño. I feel that I will be in safe hands when I undertake to read 2666 next year....more",Notes are private!,0,22,1,"Oct 02, 2016","Oct 04, 2016","Sep 11, 2016",,Paperback,view (with text),/book/show/7179539-amulet
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Skating Rink,"Bolaño, Roberto",0330510533,9780330510530,0330510533,182        pp,3.68,"4,910",1993,"Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An odd little book, but the flavour is distinctively Bolaño. The plot (which is quite intricate for a novel of this length) is told from a narrative vAn odd little book, but the flavour is distinctively Bolaño. The plot (which is quite intricate for a novel of this length) is told from a narrative viewpoint that rotates between three characters. This device is interesting as it illuminates the characters and events from different perspectives, but it is not entirely successful. Sometimes it has the effect of getting in the way, of clouding and over-complicating the story. The voices are difficult to differentiate initially, but one gets the hang of it before long. What carries the novel is Bolaño's dark tone, with its seedy undercurrent, and the compelling draw of inevitable violence. The Skating Rink is a solid and ambitious first novel, though there is nothing groundbreaking here....more",Notes are private!,0,10,1,"Feb 16, 2018","Feb 21, 2018","Sep 11, 2016",,Paperback,view (with text),/book/show/9730821-the-skating-rink
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storm of Steel,"Jünger, Ernst",0141186917,9780141186917,0141186917,289        pp,4.14,"17,580",1920,"Aug 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2016",,Paperback,view,/book/show/240485.Storm_of_Steel
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers K,"Duncan, David James",055337849X,9780553378498,055337849X,645        pp,4.39,"15,892","Jan 01, 1992","Jun 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2016",,Paperback,view,/book/show/19534.The_Brothers_K
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",,,,159        pp,4.32,"156,515","Jan 01, 1956",Jun 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 08, 2016",,Paperback,view,/book/show/38462.Giovanni_s_Room
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven and Hell,"Stefánsson, Jón Kalman",1849164061,9781849164061,1849164061,215        pp,4.17,"5,956",2007,"Sep 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The environment of the novel is harsh and capricious: a physical manifestation of the unseen forces of nature to which we are all subject. Between theThe environment of the novel is harsh and capricious: a physical manifestation of the unseen forces of nature to which we are all subject. Between these elemental forces there is conflict and contrast, darkness and light. But this frame creates diverse subjective experiences; it affects us all in different ways. Jón Kalman explores the inner world of his characters individually and successively, in a manner that reminded me somewhat of Woolf's The Waves. The epic tone is diminished a little in the second half of the novel, but what remains is an unflinching seriousness towards the profound challenges of life, death and change. These forces that move us are perhaps more subtle than the physical ones, but equally fickle; equally unfathomable. The human capacity toward art and love provide a counterbalance to the natural world - the heaven to its hell - and are the key to our endurance....more",Notes are private!,0,31,1,"Oct 22, 2018","Oct 26, 2018","Sep 08, 2016",,Paperback,view (with text),/book/show/12745352-heaven-and-hell
