,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Derek's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nobody,"Lemire, Jeff",1401220800,9781401220808,1401220800,144        pp,3.70,"3,026","Jul 07, 2009","Jul 07, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 30, 2024","Mar 31, 2024","Jan 15, 2023",,Hardcover,view,/book/show/6364521-the-nobody
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Form of a Question,"Rostan, Andrew J.",1684152615,9781684152612,1684152615,128        pp,2.93,251,"Nov 14, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/39859431-form-of-a-question
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daytripper,"Moon, Fábio",1401229697,9781401229696,1401229697,256        pp,4.33,"34,614","Feb 08, 2011","Feb 08, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! Just wow. This is such a beautifully, well-written comic.",Notes are private!,0,0,1,"Jan 24, 2023","Feb 10, 2023","Jan 15, 2023",,Paperback,view (with text),/book/show/8477057-daytripper
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Predator (2022-2023) #1        (2022-2023) #1 (of 6),"Brisson, Ed",,,B09XP4CY6S,33        pp,4.12,129,"Aug 10, 2022","Aug 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As far as tales of revenge go, this one is no different - Predator kills girls family, girl spends rest of life hunting predator. What's different is As far as tales of revenge go, this one is no different - Predator kills girls family, girl spends rest of life hunting predator. What's different is how in the few pages contained herein, Ed Brisson manages to humanise the protagonist and make us root for her. I'm rooting for her. This has the makings of a solid story....more",Notes are private!,0,0,1,"Jan 15, 2023","Jan 17, 2023","Jan 15, 2023",,Kindle Edition,view (with text),/book/show/61453101-predator-2022-2023-1
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight,"Chaykin, Howard",8467439343,9788467439342,8467439343,192        pp,3.47,145,1990,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2023","Jan 19, 2023","Jan 15, 2023",,Hardcover,view,/book/show/12060981-twilight
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tattered Banners (1998-1999) #4,"Grant, Alan",,,B01M8LGW2O,24        pp,3.00,2,unknown,"Dec 23, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2023","Jan 14, 2023","Jan 14, 2023",,Kindle Edition,view,/book/show/64650410-tattered-banners-1998-1999-4
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tattered Banners (1998-1999) #3,"Grant, Alan",,,B01M0A0IV7,25        pp,3.00,1,unknown,"Nov 25, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2023","Jan 14, 2023","Jan 14, 2023",,Kindle Edition,view,/book/show/66086772-tattered-banners-1998-1999-3
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tattered Banners (1998-1999) #2,"Grant, Alan",,,B01M0GBA3D,25        pp,3.00,1,unknown,"Oct 28, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2023","Jan 14, 2023","Jan 14, 2023",,Kindle Edition,view,/book/show/75432626-tattered-banners-1998-1999-2
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tattered Banners (1998-1999) #1,"Grant, Alan",,,B01KU8M6CQ,25        pp,3.00,2,unknown,"Sep 30, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2023","Jan 14, 2023","Jan 14, 2023",,Kindle Edition,view,/book/show/61843865-tattered-banners-1998-1999-1
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog of the Marriage: The Collected Short Stories,"Hempel, Amy",1847247326,9781847247322,1847247326,432        pp,3.99,"1,393",2005,"Aug 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very humorous. Very insightful with genius coursing through every line. A glorious work of fiction. Clever put-downs, thoughtful quips and heart, readVery humorous. Very insightful with genius coursing through every line. A glorious work of fiction. Clever put-downs, thoughtful quips and heart, reading this collection is like mainlining the most truest truths within us. The narrators are oft neurotic, oddly witty and self-aware in such a way that's almost too good to be true. Amy is such a skilled writer. How she achieves what she achieves without the slightest hint of 'fat' on any of these (punch)lines, should be the envy of all stand-up comedians. A masterpiece. My favourite stories are OFFERTORY; THE AFTERLIFE; THE DOG OF THE MARRIAGE; THE UNINVITED; TUMBLE HOME; THE REST OF GOD; TOM-ROCK THROUGH THE EELS; UNDER NO MOON; AT THE GATES OF THE ANIMAL KINGDOM; THE DAY I HAD EVERYTHING; MURDER; THE MOST GIRL PART OF YOU; THE HARVEST; THREE POPES WALK INTO A BAR; IN THE CEMETERY WHERE AL JOHNSON IS BURIED; NASHVILLE GONE TO ASHES; BEG, SL TOG, INC, CONT, REP; & TONIGHT IS A FAVOR TO HOLLY....more",Notes are private!,0,0,1,"Jan 09, 2023","Jan 26, 2023","Jan 09, 2023",,Paperback,view (with text),/book/show/7027067-the-dog-of-the-marriage
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Bean Paste,"Sukegawa, Durian",1786071959,9781786071958,1786071959,218        pp,4.07,"44,601","Feb 06, 2013","Oct 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/33376821-sweet-bean-paste
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's a Bird...,"Seagle, Steven T.",1401203116,9781401203115,1401203116,136        pp,3.89,"1,368","May 01, 2004","Mar 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is such an amazing comic book. The story follows Steve, a comic book writer who gets offered the chance to write Superman, but he's apprehensive This is such an amazing comic book. The story follows Steve, a comic book writer who gets offered the chance to write Superman, but he's apprehensive about the whole endeavour. Superman represents for him a dark terrible time from his childhood. Something which still haunts him even in adulthood. something that will hobble him if he doesn't confront it. We follow him on this journey as he not only confronts his demons, but draws a picture of a more realistic, humane Superman. Very touching and full of heart. Highly recommend....more",Notes are private!,0,0,1,"Dec 29, 2022","Jan 02, 2023","Dec 29, 2022",,Paperback,view (with text),/book/show/373150.It_s_a_Bird_
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unreconciled: Poems 1991-2013; A Bilingual Edition,"Houellebecq, Michel",0374279640,9780374279646,0374279640,336        pp,3.42,248,Mar 2014,"Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/33931056-unreconciled
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Never,"McCann, Mark*",1955537038,9781955537032,1955537038,120        pp,3.33,21,"Feb 22, 2022","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2022","Dec 28, 2022","Dec 27, 2022",,Paperback,view,/book/show/58673906-never-never
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,踊る警官 Dancing Policeman,浦沢直樹,409181381X,9784091813817,409181381X,unknown,3.25,12,unknown,Jun 1987,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is your typical Naoki Urasawa comic - fun, easygoing, a breeze to read. Not as poignant as 20th Century Boys, but still a good fun read.",Notes are private!,0,1,1,"Dec 27, 2022","Dec 28, 2022","Dec 27, 2022",,Paperback,view (with text),/book/show/44103037-dancing-policeman
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indigo Vertigo,"Garside, Katie Jane",7098530034,,,unknown,3.54,28,"Jan 01, 2005",Aug 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's like Sylvia Plath meets Alan Moore's The Birth Caul. A very dark, surreal noir comic.It's like Sylvia Plath meets Alan Moore's The Birth Caul. A very dark, surreal noir comic....more",Notes are private!,0,1,1,"Dec 27, 2022","Dec 28, 2022","Dec 27, 2022",,,view (with text),/book/show/6271846-indigo-vertigo
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faces 1966-1984,"Hockney, David",0500274649,9780500274644,0500274649,96        pp,3.43,7,Apr 1987,"Apr 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wouldn't really call this reading a book - but staring at unfamiliar faces, for this purpose alone, this book satisfied what I needed from it. It's I wouldn't really call this reading a book - but staring at unfamiliar faces, for this purpose alone, this book satisfied what I needed from it. It's research into a story I'm writing. Very bizarre stuff though. Interesting....more",Notes are private!,0,0,1,"Dec 20, 2022","Dec 20, 2022","Dec 20, 2022",,Paperback,view (with text),/book/show/1864789.Faces_1966_1984
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dreaming: Waking Hours,"Wilson, G. Willow*",1779512732,9781779512734,1779512732,296        pp,4.27,489,"Nov 16, 2021","Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 20, 2022","Dec 27, 2022","Dec 20, 2022",,Paperback,view,/book/show/58489083-the-dreaming
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blood of the Immortals,"Ruscak, Françoise",164337981X,9781643379814,164337981X,120        pp,3.35,49,unknown,"May 24, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2022","Dec 20, 2022","Dec 19, 2022",,Hardcover,view,/book/show/59365441-the-blood-of-the-immortals
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghostdancing,"Delano, Jamie*",,,,148        pp,3.33,3,unknown,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Dec 14, 2022","Dec 04, 2022",,Kindle Edition,view,/book/show/56574636-ghostdancing
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrath of the Eternal Warrior: Deluxe Edition,"Venditti, Robert*",1682152510,9781682152515,1682152510,400        pp,4.35,46,unknown,"May 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An unconventional and well-executed Groundhog Day kind of story. The eternal warrior is worth the read.,Notes are private!,0,0,1,"Dec 04, 2022","Dec 10, 2022","Dec 04, 2022",,Hardcover,view (with text),/book/show/38892759-wrath-of-the-eternal-warrior
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talent,"Golden, Christopher*",1427606714,9781427606716,1427606714,128        pp,3.45,80,"Jan 01, 2007","May 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very interesting concept - a random college professor survives a plane crash, but winds up inheriting all the 'talents' of a few special passenger whoVery interesting concept - a random college professor survives a plane crash, but winds up inheriting all the 'talents' of a few special passenger who died in the plane crash, and is eventually used to right something called the balance. Interesting....more",Notes are private!,0,1,1,"Dec 04, 2022","Dec 04, 2022","Dec 04, 2022",,Paperback,view (with text),/book/show/568663.Talent
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harlan Ellison's 7 Against Chaos,"Ellison, Harlan",1401239102,9781401239107,1401239102,200        pp,3.23,367,"Jul 16, 2013",Jun 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 29, 2022","Nov 29, 2022",,Hardcover,view,/book/show/17137605-harlan-ellison-s-7-against-chaos
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Chains        (Malazan Book of the Fallen, #4)","Erikson, Steven*",0765348810,9780765348814,0765348810,"1,015        pp",4.34,"48,305","Dec 02, 2002",Mar 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** As always, there’s more to unpack in one Malazan book than you’ll find in whole trilogies elsewhere. As always the Malazan world is **spoiler alert** As always, there’s more to unpack in one Malazan book than you’ll find in whole trilogies elsewhere. As always the Malazan world is ever expanding, ever introducing new characters without sidelining those we’ve grown to love. This last bit wasn’t quite true. Not like in Boot 2 &3. I feel like a lot was sacrificed in introducing Karsa Orlong (no doubt he’s going to be v important later on) but we got so little from everyone else. I wanted more of Felisin the Older, but got only a fraction of what I gut in Book 2. Other than that, and the somewhat anticlimactic, some word argue Deus ex machina ending, this is still a solid outing. I’m in it for the long haul. ...more",Notes are private!,0,0,1,"Oct 30, 2022","Feb 18, 2023","Oct 30, 2022",,Mass Market Paperback,view (with text),/book/show/55398.House_of_Chains
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Review Interviews Vol. 1,The Paris Review,1841959251,9781841959252,1841959251,518        pp,4.39,"1,150","Oct 17, 2006","Jan 18, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,These interviews are truly the gifts that keep on giving.,Notes are private!,0,0,1,"Sep 13, 2022","Dec 20, 2022","Sep 13, 2022",,Paperback,view (with text),/book/show/820161.The_Paris_Review_Interviews_Vol_1
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"20th Century Boys, Vol. 3","Urasawa, Naoki",8883431413,9788883431418,,208        pp,4.43,"2,977","Aug 30, 2000","Nov 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2022,"Oct 30, 2022","Sep 01, 2022",,Paperback,view,/book/show/18583878-20th-century-boys-vol-3
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleven Kinds of Loneliness,"Yates, Richard",0679722211,9780679722212,0679722211,230        pp,4.05,"6,419",1962,"Jan 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A very sublime collection. So worth the read.,Notes are private!,0,0,1,Sep 2022,"Sep 12, 2022","Sep 01, 2022",,Paperback,view (with text),/book/show/114475.Eleven_Kinds_of_Loneliness
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"21st Century Boys, Vol. 1","Urasawa, Naoki",8863460353,9788863460353,8863460353,200        pp,4.22,"1,640","Jan 01, 2007","Jun 19, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Paperback,view,/book/show/18590011-21st-century-boys-vol-1
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"20th Century Boys, Vol. 2","Urasawa, Naoki",8883431227,9788883431227,,208        pp,4.46,"3,429","May 29, 2000","Sep 26, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 27, 2022not set","Aug 27, 2022not set","Aug 27, 2022",,Paperback,view,/book/show/18583851-20th-century-boys-vol-2
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,20th Century Boys 1,"Urasawa, Naoki",3899211529,9783899211528,3899211529,210        pp,4.37,"8,076","Jan 29, 2000","Feb 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 27, 2022not set","Aug 27, 2022not set","Aug 27, 2022",,Paperback,view,/book/show/1308213.20th_Century_Boys_1
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"21st Century Boys, Tome 2        (21st Century Boys, #2)","Urasawa, Naoki",2809404658,9782809404654,2809404658,200        pp,4.31,"1,269","Jan 01, 2007","Jul 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/6295558-21st-century-boys-tome-2
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandman Presents: Everything You Always Wanted to Know About Dreams... But Were Afraid to Ask #1,"Willingham, Bill*",,,B00FZ9UUN8,40        pp,3.27,126,Jul 2001,2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2022","Oct 30, 2022","Jul 06, 2022",,Kindle Edition,view,/book/show/19789099-the-sandman-presents
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goddamned Vol. 2: The Virgin Brides,"Aaron, Jason",1534321365,9781534321366,B08LYRVW3H,144        pp,3.84,311,unknown,"Jul 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2022","Dec 04, 2022","Jul 06, 2022",,Kindle Edition,view,/book/show/58321799-the-goddamned-vol-2
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Road, Volume 1: The Holy North","Wood, Brian*",1632158728,9781632158727,1632158728,136        pp,3.66,911,"Oct 11, 2016","Oct 11, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2022","Jul 06, 2022","Jul 04, 2022",,Paperback,view,/book/show/30419635-black-road-volume-1
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories of Ice        (Malazan Book of the Fallen, #3)","Erikson, Steven*",0765348802,9780765348807,0765348802,925        pp,4.46,"58,461","Dec 06, 2001","Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think the greatest thing about the Malazan Empire is it's so expansive. Just when you think you have a grasp on the world and the rules, Steven ErikI think the greatest thing about the Malazan Empire is it's so expansive. Just when you think you have a grasp on the world and the rules, Steven Erikson flips it on you. Technically this should be cheating, but it's so bloody entertaining. This third book was one hell of a ride. Twists and turns enough to give you whiplash. The third act in particular was very entertaining and could've fallen flat on its ass if not for the wonderful build up prior. This is masterful storytelling....more",Notes are private!,0,0,1,"Jun 21, 2022",Sep 2022,"Jun 21, 2022",,Mass Market Paperback,view (with text),/book/show/175983.Memories_of_Ice
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Report to an Academy,"Grand, Mahi",,,,128        pp,3.53,117,unknown,"Mar 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 20, 2022not set","Jun 21, 2022not set","Jun 21, 2022",,Kindle Edition,view,/book/show/60708083-a-report-to-an-academy
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Candyman,"Barker, Clive*",8594540345,9788594540348,8594540345,112        pp,3.71,416,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2022",,Hardcover,view,/book/show/43197510-candyman
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,"Fiore, Neil A.",1585425524,9781585425525,1585425524,206        pp,3.87,"16,326","Nov 01, 1988","Apr 05, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 09, 2022","Jun 21, 2022","Jun 09, 2022",,Paperback,view,/book/show/95708.The_Now_Habit
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfu*k Yourself: Get Out of Your Head and Into Your Life,"Bishop, Gary John",,,B01M8LUTO2,221        pp,3.84,"71,411","Oct 22, 2016","Oct 22, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2022","Jun 09, 2022","May 26, 2022",,Kindle Edition,view,/book/show/32738672-unfu-k-yourself
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Die at Midnight,"Baker, Kyle",,,,64        pp,3.58,207,Dec 1999,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 18, 2022not set","May 18, 2022not set","May 18, 2022",,Paperback,view,/book/show/6324804-i-die-at-midnight
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wayward        (Wanderers, #2)","Wendig, Chuck*",0593158776,9780593158777,0593158776,816        pp,4.21,"4,586","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Hardcover,view,/book/show/59575941-wayward
