,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pamela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eye of the Needle,"Follett, Ken*",0143132040,9780143132042,0143132040,352        pp,4.20,"156,612","May 23, 1978","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2021",,Paperback,view,/book/show/34914895-eye-of-the-needle
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,624","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though this was well written, I'm not sure I enjoyed it. It riled me up a bit at the injustices, and the blindness of her family, refusing to see the Though this was well written, I'm not sure I enjoyed it. It riled me up a bit at the injustices, and the blindness of her family, refusing to see the violence that was in plain sight. I kept thinking, if this was fiction, I wouldn't believe it. ...more",Notes are private!,0,1,1,"Jul 31, 2021","Aug 02, 2021","Jul 31, 2021",,Hardcover,view (with text),/book/show/35133922-educated
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Man's Land        (John Puller, #4)","Baldacci, David*",1455541664,9781455541669,1455541664,656        pp,4.21,"47,854","Nov 15, 2016","Nov 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2021","Jul 26, 2021","Jul 26, 2021",,Hardcover,view,/book/show/29467945-no-man-s-land
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers,"Koontz, Dean*",0425181111,9780425181119,0425181111,704        pp,4.01,"45,973",Apr 1986,"Oct 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me awhile to get into this one, as it starts out with several different characters facing seemingly different troubles, but when I realized thIt took me awhile to get into this one, as it starts out with several different characters facing seemingly different troubles, but when I realized they were all linked, I became hooked. When the characters started contacting each other, the pace picked up. Interesting and thought provoking....more",Notes are private!,0,0,1,"Jul 17, 2021","Jul 31, 2021","Jul 17, 2021",,Mass Market Paperback,view (with text),/book/show/15676.Strangers
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vixen,"Prose, Francine*",0063012146,9780063012141,0063012146,336        pp,3.35,"2,718","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2021",,Hardcover,view,/book/show/55507033-the-vixen
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Grace,"Krueger, William Kent*",1451645821,9781451645828,1451645821,307        pp,4.26,"154,930","Mar 26, 2013","Mar 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me about half the book to really get into this, but then it went pretty quickly. The characters were fleshed out and relatable, though, what tIt took me about half the book to really get into this, but then it went pretty quickly. The characters were fleshed out and relatable, though, what they went through was so sad. I figured out the mystery before it was revealed, but not until late in the book....more",Notes are private!,0,0,1,"Aug 03, 2021","Aug 07, 2021","Jul 06, 2021",,Hardcover,view (with text),/book/show/15803059-ordinary-grace
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Paper Scissors,"Feeney, Alice*",1250266106,9781250266101,1250266106,294        pp,3.93,"423,031","Aug 19, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An Intense thriller about secrets in a marriage. Brilliant use of misdirection caught me by surprise, but I'm still puzzling over the ending. Overall An Intense thriller about secrets in a marriage. Brilliant use of misdirection caught me by surprise, but I'm still puzzling over the ending. Overall a good read....more",Notes are private!,0,1,1,"Aug 03, 2023","Aug 07, 2023","Jul 01, 2021",,Hardcover,view (with text),/book/show/56269064-rock-paper-scissors
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunday in New York,"Allen, Robert",1633573672,9781633573673,1633573672,179        pp,5.00,4,unknown,"Oct 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2021",,Paperback,view,/book/show/57345147-sunday-in-new-york
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a Wicked Witch        (Hayley Powell Food and Cocktails Mystery #13),"Hollis, Lee*",149672495X,9781496724953,149672495X,304        pp,4.06,851,unknown,"Jul 28, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this because it was set in Bar Harbor ME, where I spent two summers as a teenager. Cute story, but poor writing. It's set up as a limited firstI read this because it was set in Bar Harbor ME, where I spent two summers as a teenager. Cute story, but poor writing. It's set up as a limited first person POV, but the only reason I figured that out was the main character is in every scene. Unless she is clairvoyant, which isn't even hinted at, POV issues abound. Also, I wasn't all that enamored of the articles interspersed in the story. They had nothing to do with it. ...more",Notes are private!,0,0,1,"Jun 27, 2021","Jun 29, 2021","Jun 27, 2021",,Mass Market Paperback,view (with text),/book/show/48714771-death-of-a-wicked-witch
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Woods        (Dublin Murder Squad, #1)","French, Tana*",,,,431        pp,3.79,"399,726","May 17, 2007","May 27, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2021",,Paperback,view,/book/show/2459785.In_the_Woods
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lovely Wife,"Downing, Samantha*",,,,390        pp,3.84,"142,569","Mar 26, 2019","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This would have rated 4 stars if the ending had been more clever. The setup--parents of young teens, trying to keep two demanding careers going, and tThis would have rated 4 stars if the ending had been more clever. The setup--parents of young teens, trying to keep two demanding careers going, and the family healthy, all while balancing their homicidal extra curriculars, was intriguing. Talk about a dysfunctional family. ...more",Notes are private!,0,0,1,"Jun 20, 2021","Jun 25, 2021","Jun 20, 2021",,Hardcover,view (with text),/book/show/39796904-my-lovely-wife
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Test of Wills        (Inspector Ian Rutledge, #1)","Todd, Charles*",0061242845,9780061242847,0061242845,305        pp,3.88,"18,923","Dec 01, 1994","Dec 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2021",,Mass Market Paperback,view,/book/show/129561.A_Test_of_Wills
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.82,"113,963","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2021",,Hardcover,view,/book/show/55315487-the-plot
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,S.,"Abrams, J.J.",0316201642,9780316201643,0316201642,469        pp,3.87,"25,102","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2021",,Hardcover,view,/book/show/17860739-s
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,343","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/52476830-the-push
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water for Elephants,"Gruen, Sara*",1565125606,9781565125605,1565125606,368        pp,4.11,"1,615,213","May 22, 2006","Apr 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this when it was first published, and even knowing who did it, it was still an engaging read.",Notes are private!,0,1,1,"Jun 04, 2021","Jun 06, 2021","Jun 04, 2021",,Paperback,view (with text),/book/show/43641.Water_for_Elephants
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Pocket Full of Rye        (Miss Marple, #7)","Christie, Agatha",0451199863,9780451199867,0451199863,220        pp,3.92,"45,077","Nov 09, 1953","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Classic mystery. Not much else to say.,Notes are private!,0,0,1,"May 31, 2021","Jun 03, 2021","May 31, 2021",,Paperback,view (with text),/book/show/834378.A_Pocket_Full_of_Rye
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together","Hall, Ron",0849900417,9780849900419,B001F7AXLS,237        pp,4.20,"89,924","Jan 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2021",,Hardcover,view,/book/show/104189.Same_Kind_of_Different_as_Me
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy's Song        (Mercy #2),"Hanks, Sarah*",0578903555,9780578903552,0578903555,404        pp,4.71,52,unknown,"May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story of forgiveness and redemption, Mercy’s Song interweaves a modern narrative with letters from a nineteenth century slave. DeAndre, Natassa, andA story of forgiveness and redemption, Mercy’s Song interweaves a modern narrative with letters from a nineteenth century slave. DeAndre, Natassa, and Mercy’s trials and triumphs fit together to form a captivating, inspiring read. Update: I added a star because the story is so memorable. ...more",Notes are private!,0,1,1,"May 29, 2021","Jun 03, 2021","May 29, 2021",,Paperback,view (with text),/book/show/58145616-mercy-s-song
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Marple: The Complete Short Stories,"Christie, Agatha",0006499627,9780006499626,0006499627,368        pp,4.21,"12,675",1985,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2021",,Paperback,view,/book/show/16306.Miss_Marple
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Steps Away        (Titus Ray Thriller #7),"Ehrlich, Luana*",,,B08696NXKG,285        pp,4.68,370,unknown,"Apr 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 22, 2021","May 26, 2021","May 22, 2021",,Kindle Edition,view,/book/show/53082352-three-steps-away
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven Tower,"Leckie, Ann*",0356506991,9780356506999,0356506991,416        pp,3.92,"19,764","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2021",,Hardcover,view,/book/show/39395857-the-raven-tower
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ophie's Ghosts,"Ireland, Justina*",0062915894,9780062915894,0062915894,336        pp,4.29,"3,570","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2021",,Hardcover,view,/book/show/55004097-ophie-s-ghosts
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Station,"Wells, Dan*",,,,unknown,4.22,235,"Nov 07, 2019","Nov 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Audible Audio,view,/book/show/53021249-ghost-station
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mystic River,"Lehane, Dennis*",0060584750,9780060584757,0060584750,416        pp,4.17,"145,100",2001,"Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/21671.Mystic_River
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Holdout,"Moore, Graham*",039959177X,9780399591778,039959177X,336        pp,3.84,"32,621","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Hardcover,view,/book/show/51211417-the-holdout
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl with a Pearl Earring,"Chevalier, Tracy*",0452287022,9780452287020,0452287022,233        pp,3.93,"736,617",1999,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Engaging and interesting. Now I want to check out more of Vermeer's paintings.Engaging and interesting. Now I want to check out more of Vermeer's paintings....more,Notes are private!,0,2,1,"Jun 17, 2022","Jun 19, 2022","May 16, 2021",,Paperback,view (with text),/book/show/2865.Girl_with_a_Pearl_Earring
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,708","Jan 13, 2015","Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Three unreliable narrators kept me guessing until almost the end. Great read!,Notes are private!,0,1,1,"May 28, 2021","May 30, 2021","May 14, 2021",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Keeper        (Murphy Shepherd #1),"Martin, Charles*",0785230912,9780785230915,0785230912,352        pp,4.27,"31,134","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2021",,Hardcover,view,/book/show/52770387-the-water-keeper
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life as a Doormat,"Gutteridge, Rene*",1595545700,9781595540843,1595540849,307        pp,3.71,583,"Jan 01, 2006","Mar 05, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A cute fluffy read that made me laugh out loud at times. If I'd read this a decade ago, I probably would have given it four stars, but these days I'm A cute fluffy read that made me laugh out loud at times. If I'd read this a decade ago, I probably would have given it four stars, but these days I'm paying more attention to writing style, and character arcs. There were several plot points, and character motivations, I just didn't buy in this one. ...more",Notes are private!,0,0,1,"May 10, 2021","May 14, 2021","May 10, 2021",,Paperback,view (with text),/book/show/369391.My_Life_as_a_Doormat
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Spy,"Wilkinson, Lauren*",0812998952,9780812998955,0812998952,292        pp,3.50,"28,988","Feb 12, 2019","Feb 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting and tragic. A good insight into growing up in the sixties and seventies, it wasn't remotely what I was expecting. I hated the ending, or tInteresting and tragic. A good insight into growing up in the sixties and seventies, it wasn't remotely what I was expecting. I hated the ending, or the lack of one. ...more",Notes are private!,0,1,1,"May 03, 2021","May 09, 2021","May 03, 2021",,Hardcover,view (with text),/book/show/40274582-american-spy
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin,"Wilder, Jasinda*",1948445514,9781948445511,B08LQSW2J4,416        pp,4.32,"4,009","Oct 22, 2020","Oct 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2021",,Kindle Edition,view,/book/show/55775227-the-cabin
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,584","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2021",,Hardcover,view,/book/show/54493401-project-hail-mary
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1619634449,9781619634442,1619634449,419        pp,4.20,"2,490,519","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2021",,Hardcover,view,/book/show/16096824-a-court-of-thorns-and-roses
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Sassy Tree,"Burns, Olive Ann",,,B003K15II0,405        pp,4.02,"103,254",1984,"Sep 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Classic southern literature. It took me awhile to get into it, but I enjoyed it.",Notes are private!,0,3,1,"May 15, 2021","May 21, 2021","Apr 29, 2021",,Kindle Edition,view (with text),/book/show/40389231-cold-sassy-tree
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman They Could Not Silence: One Woman, Her Incredible Fight for Freedom, and the Men Who Tried to Make Her Disappear","Moore, Kate*",1492696722,9781492696728,1492696722,560        pp,4.30,"27,429","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2021",,Hardcover,view,/book/show/56132724-the-woman-they-could-not-silence
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dressmaker,"Alcott, Kate",0385535589,9780385535588,0385535589,306        pp,3.50,"30,445","Feb 21, 2012","Feb 21, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting story. Not a fan of the writing style. Plus, in the narrative, not dialog, the writer used the term Shoulder on, when she meant Soldier onInteresting story. Not a fan of the writing style. Plus, in the narrative, not dialog, the writer used the term Shoulder on, when she meant Soldier on. I have a hard time forgiving that one. It should have been caught....more",Notes are private!,0,0,1,"Apr 27, 2021","May 02, 2021","Apr 27, 2021",,Hardcover,view (with text),/book/show/12384157-the-dressmaker
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reckoning,"Grisham, John*",,,0385544154,420        pp,3.74,"92,557","Oct 23, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2021",,Hardcover,view,/book/show/38389488-the-reckoning
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keep,"Egan, Jennifer*",1400043921,9781400043927,1400043921,240        pp,3.48,"16,394",2006,"Aug 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I may come back and change my rating on this one. It's an oddly written book, that for the most part kept my interest and I will probably continue thiI may come back and change my rating on this one. It's an oddly written book, that for the most part kept my interest and I will probably continue thinking about it for a while. I did figure out a plot twist, but didn't think I was right. I can see why she ended it the way she did, but I didn't like it. I like the loose ends tied up in a bow. ...more",Notes are private!,0,0,1,"Apr 24, 2021","Apr 27, 2021","Apr 24, 2021",,Hardcover,view (with text),/book/show/86655.The_Keep
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Intervention        (Intervention, #1)","Blackstock, Terri*",031028905X,9780310289050,031028905X,10        pp,4.21,"7,095","Sep 18, 2009","Sep 21, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been a fan of Terri Blackstock for years, but was disappointed with this one. I doubt I will read any more in the series.I've been a fan of Terri Blackstock for years, but was disappointed with this one. I doubt I will read any more in the series....more",Notes are private!,0,0,1,"Apr 19, 2021","Apr 23, 2021","Apr 19, 2021",,Audio CD,view (with text),/book/show/6322079-intervention
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Missing Girls,"Miranda, Megan*",,,,396        pp,3.74,"207,440","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2021",,Kindle Edition,view,/book/show/23212667-all-the-missing-girls
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain on Fire: My Month of Madness,"Cahalan, Susannah*",145162137X,9781451621372,145162137X,250        pp,4.08,"219,137","Nov 13, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A well-written account of a horrible disease. Not for the faint of heart.,Notes are private!,0,3,1,"Apr 18, 2021","Apr 24, 2021","Apr 18, 2021",,Hardcover,view (with text),/book/show/13547180-brain-on-fire
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The London Eye Mystery        (London Eye Mystery, #1)","Dowd, Siobhan",0385612664,9780385612661,0385612664,333        pp,3.83,"15,360","Jun 07, 2007","Jun 07, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2021",,Hardcover,view,/book/show/1184305.The_London_Eye_Mystery
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Before Dark,"Sager, Riley*",1524745170,9781524745172,1524745170,389        pp,4.07,"194,027","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fast paced mystery/ghost story which concludes with a human culprit, but someone I didn't suspect. It does leave the possibility of the supernatural wFast paced mystery/ghost story which concludes with a human culprit, but someone I didn't suspect. It does leave the possibility of the supernatural with a few unexplained occurrences. ...more",Notes are private!,0,1,1,"Apr 12, 2021","Apr 15, 2021","Apr 12, 2021",,Hardcover,view (with text),/book/show/50833559-home-before-dark
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Through the Leaves,"Vanderah, Glendy",1542026210,9781542026215,B08CZD46SK,455        pp,4.40,"36,296","Apr 01, 2021","Apr 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2021",,Kindle Edition,view,/book/show/54741127-the-light-through-the-leaves
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Passage,"Miura, Shion",1477825002,,B01MAVRCW8,224        pp,3.81,"10,772","Sep 17, 2011","Jun 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Actually - 3.5 starsInteresting book about quirky characters making a dictionary. I’m sure it was about more than that, but symbolism is lost on me.",Notes are private!,0,0,1,"Apr 09, 2021","Apr 12, 2021","Apr 09, 2021",,Kindle Edition,view (with text),/book/show/34945597-the-great-passage
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,695","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Hardcover,view,/book/show/35959740-circe
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Malcom X,"X, Malcolm",0345294203,9780345294203,0345294203,460        pp,4.36,"267,700","Oct 29, 1965","Jul 12, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars, but I'll give it the extra half for excellent writing.I was not looking forward to reading this book – picked by another member of my book 3.5 stars, but I'll give it the extra half for excellent writing.I was not looking forward to reading this book – picked by another member of my book club -- but found it fascinating. I learned a lot about the Muslim faith, and the Nation of Islam which perverted it. Malcom X’s ideas about the devil white race were hard to read, and obviously I don’t agree, but I can understand how he could hold those beliefs. That he changed his mind later, was inspiring....more",Notes are private!,0,1,1,"Mar 29, 2021","Apr 05, 2021","Mar 29, 2021",,Mass Market Paperback,view (with text),/book/show/714314.The_Autobiography_of_Malcom_X
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Methuselah Project,"Barry, Rick*",0825443873,9780825443879,0825443873,320        pp,4.26,369,"Sep 27, 2015","Sep 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Paperback,view,/book/show/26120197-the-methuselah-project
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising Saga, #1)","Brown, Pierce*",,,,382        pp,4.27,"433,118","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2021",,Hardcover,view,/book/show/15839976-red-rising
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Masterpiece,"Rivers, Francine*",149640792X,9781496407924,B073RS5MS6,433        pp,4.29,"44,973","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2021",,Kindle Edition,view,/book/show/35615815-the-masterpiece
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Couple Next Door,"Lapena, Shari*",0735221081,9780735221086,0735221081,308        pp,3.81,"588,127","Jul 14, 2016","Aug 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2021",,Hardcover,view,/book/show/28815474-the-couple-next-door
