,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Uzma's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,865","Jul 31, 2003","May 18, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now that I'm done with finals, hopefully I can get back to reading some more. And here is me just now finishing Curious Incident! I did pick this up sNow that I'm done with finals, hopefully I can get back to reading some more. And here is me just now finishing Curious Incident! I did pick this up solely because my boyfriend liked this book when he read it in high school, and since I'm pestering him to read Utopia Avenue, I thought it was only right to read the super cheap copy we found at Goodwill. (Also this is totally unrelated but I spilled water on the book and now the papers are all thick you know how it is? It makes me so sad to look at this book. Anyway-)Here we follow a young autistic boy named Christopher, who finds his neighbor's dog murdered in the night. In an attempt to solve the mystery of the killer, he writes a book (this book) detailing his entire detective process. Along the way, we learn more and more about Christopher's life, from the fact that he hates the color brown to the interesting dynamic among his immediate family. There were certainly twists I wasn't expecting and those that I were, which always come from reading from a child's perspective. I love reading from a child's perspective. I love Christopher. He is so sweet.This wasn't my favorite book of all time, but I do think that one thing author Mark Haddon exceeds at is telling a story through a young boy's eyes to make the reader sympathize with him. It's heartbreaking to have to read some of the things he goes through; yet, it also does become a bit tiresome. Even though it was a short read, I had to take a couple breaks through my experience because it was so different than what I'm used to. That's not to say it was an entirely bad thing because the stylistic narration is certainly a key aspect of the story itself.3 stars though! It was swell....more",Notes are private!,0,27,1,"Apr 16, 2022","May 18, 2022","Apr 16, 2022",,Paperback,view (with text),/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,769",1945,"Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here am I continuing to fill in the gaps from when I dropped off the face of the Earth. While I was not on Earth, I read Cannery Row by John SteinbeckHere am I continuing to fill in the gaps from when I dropped off the face of the Earth. While I was not on Earth, I read Cannery Row by John Steinbeck. Sure, it was for my English class, but I read it nonetheless. I did skim through bits and pieces of this novel when it was required reading for my English class in my junior year of high school, 3 years ago, and I guess I kinda remember having some lengthy discussions on it -- but nothing I ever paid much attention to. This time around, I actually digested the words on the paper!! That truly doesn't happen too often… unless the book actually interests me. 3 years ago, I didn't care. Now, I do.I think this novel came to me again in a time where I learned to appreciate the simplicity of things. I have become much more accustomed to reading novels that allow the stories to crawl out on their own (here am I paraphrasing Steinbeck himself), much like most of my new favorite books in the literary fiction genre. Since books like these don't tend to have a very strong plotline, I was happy to just float along and indulge in all of the shenanigans that ensued in Monterey in the mid-20th century, from catching frogs to throwing parties. Interspersed with chapters of fables or smaller stories about other people in town, it felt relaxing, like a breath of fresh air.I want to commend Steinbeck on his ability to drop minute details about the characters without going into further depth. What he wants us to know we will know, but other information will be kept hidden unless the need for it arises later on. It makes the reader question the contents of the characters' pasts: what happened that made them end up like this? But I do think a bit too much consideration on this topic will make for a less enjoyable read. We don't need to rack our brains to answer the mysteries of the story when we can instead sit back and watch. Just one more thing I wanted to note: I didn't entirely like the characterization of Asian characters in this novel, from ""the old Chinaman"" to Lee Chong. Both seemed flat, each representing different stereotypes often held for Asian characters. I don't know, just considering how much depth Steinbeck gave other characters, it felt a bit odd to leave those two very stale. That's all folks. Until the next....more",Notes are private!,0,20,1,"Apr 14, 2022","Apr 14, 2022","Apr 14, 2022",,Paperback,view (with text),/book/show/4799.Cannery_Row
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls of a Certain Age,"Adelmann, Maria*",0316450812,9780316450812,0316450812,240        pp,3.49,"1,567","Feb 16, 2021","Feb 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mid. I truly don't have anything else to say I'm not gonna write a long  for this.Mid. I truly don't have anything else to say I'm not gonna write a long  for this....more,Notes are private!,0,39,1,"Apr 13, 2022","Apr 14, 2022","Apr 13, 2022",,Hardcover,view (with text),/book/show/53915328-girls-of-a-certain-age
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil and the Dark Water,"Turton, Stuart*",1728206022,9781728206028,1728206022,463        pp,3.85,"51,732","Oct 01, 2020","Oct 06, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know if words can even begin to describe the level of disappointment I feel right now. I absolutely ADORED Stuart Turton’s 7½ Deaths of EvelynI don’t know if words can even begin to describe the level of disappointment I feel right now. I absolutely ADORED Stuart Turton’s 7½ Deaths of Evelyn Hardcastle, and I was SO looking forward to seeing what other delightful mystery he cranked up. But this, for lack of a better phrase, sucks balls. I’ll admit, I was hooked from the synopsis and in the first 100 or so pages of the novel. How am I to describe this after reading the blurb Turton himself provided after the story’s close, which emphasizes his frustration in readers/critics trying to mold his work into one genre? Okay, well, it’s NOT a historical fiction set in 1634. It’s also NOT a boat book set on a boat. It’s NOT a devil story centered around a devil that may or may not exist. I’ll just safely say it’s a mystery... unless he has any objections to that. (I have to remark that it was really funny reading that blurb. He said something along the lines of “please don’t send me angry letters about the inaccuracies of men and women’s fashion,” which reminded me of angry comments I’d get for making minute mistakes on tik tok. Oh what a hard life it is for us both to be so famous!) Instead of crafting a set of wordy paragraphs in my , here is a list of grievances. Let’s shake things up, shall we! 1. Major plot points were poorly written and dropped in little phrases that you didn’t even realize something was happening until the characters started reacting. 2. Major plot points are basically all in the synopsis. You can only do that if your writing is good enough to fill in the gaps. I don’t think his was. 3. Hasty attempts were made to make these characters lovable, so I simply could not get myself to care. 4. The ending was ass bootycheeks. I don’t want to give any more of my brain power to this book. It was long, and I had to force myself to finish it. It’s really sad because there was truly so much potential to build a wonderful story with this premise, and perhaps even with the same exact plotline, but I don’t think Turton had the skillset to make me feel enraptured in this world. The writing was too elementary and distracted me from delving into it, sucks. Now if you’re Turton, and you’re reading this, I apologize for coming off harsh. It’s just fun. Toodles! ...more",Notes are private!,0,30,1,"Apr 11, 2022","Apr 12, 2022","Apr 11, 2022",,Hardcover,view (with text),/book/show/51854625-the-devil-and-the-dark-water
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman Hollering Creek and Other Stories,"Cisneros, Sandra",0679738568,9780679738565,0679738568,192        pp,4.05,"10,649","Apr 03, 1991","Mar 03, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Don't be fooled, ye who watch every move I make on my Goodreads account -- I did not finish this in one day. (Side note: I doubt there are people who Don't be fooled, ye who watch every move I make on my Goodreads account -- I did not finish this in one day. (Side note: I doubt there are people who watch every move I make on my Goodreads account... nonetheless...). Cisneros's collection of fictional short stories was assigned reading for my English class, but I need to add it to my roster because even assigned reading is reading, folks! Let's dive in, I guess.Any kind of work that I have to read and discuss in English always ends up being one of my favorites. This happened for Dante's Inferno, this happened for One Flew Over the Cuckoo's Nest, both in high school. I think I feel more elite than most readers of the same pieces because I assume I learn more than them. Did YOUR English professor give you a run-down of the author's life and make you watch Ted Talks that she gave? No! Because you didn't HAVE an English professor to make you do that. Even though I know this thought process is flawed, it makes me appreciate the writing so much more than if it were just leisure-reading. This collection is truly a gem. Some were definitely more entertaining than others, and I certainly have my favorites (""Never Marry a Mexican"" being my highest ranked out of all of them) -- but I would never say that one story was bad. They all had something different to offer, and depending on the reader, there will undoubtedly be some hidden value that another person would be unable to find. It was such a delight to both relate to and learn from Cisneros's characters' perspectives. From a scared eleven-year-old to an absolutely unhinged revenge-seeking woman (slay!!!), I was always intrigued. Truly I am shocked by how much emotion Cisneros is able to convey by telling the most specific of stories. A 3-page story about Barbies ends up being a thinkpiece on economic class differences? Brilliant. She writes how I can only dream of writing. I have to write an honorary paragraph dedicated to my best and favorite story: ""Never Marry a Mexican."" Dear God, don't you all say you're obsessed with the unhinged woman? This is it. This is she. For fans of Gillian Flynn and all that, I IMPLORE you to pick up this story. Goodness gracious, it's so good. I loved getting in her head. After reading this, I'd love to pick up House on Mango Street, which I've known a lot of you guys have already read. It is so highly praised after all. I admire Cisneros's style of integrating her own culture and Spanish language in away that is both foreign and familiar to me, a second generation immigrant who feels the need to project herself onto every main character ever. That especially made this collection that much more special to me. I encourage you to read at least a couple from it....more",Notes are private!,0,13,1,"Apr 10, 2022","Apr 11, 2022","Apr 10, 2022",,Paperback,view (with text),/book/show/30861.Woman_Hollering_Creek_and_Other_Stories
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,383","Mar 14, 2017","Mar 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DISCLAIMER: I AM LITERALLY SELIN SHE IS ME I AM SHE. Greetings, folks! I am sure all of you are absolutely bursting at the seams over the fact that I DISCLAIMER: I AM LITERALLY SELIN SHE IS ME I AM SHE. Greetings, folks! I am sure all of you are absolutely bursting at the seams over the fact that I have finally finished a book. A whole book! I’ve been in the worst, most terrible, horrendous slump for the past few months after having read a bunch of shitty novels. I did not want to pick anything else up. So when I spotted The Idiot in our beloved Barnes & Noble and read the back of the book, I thought it was perfect for me right now. An awkward college student navigating both her passion for writing and her first love? She’s me ! I am she. I’m not even saying this in the ironic “this is my Joker moment” manner because it’s not ironic. Not at all, no siree. This quite literally IS my Joker moment. Now how is one to go about explaining the plot of a book that has no plot? In a style much like that of famed Ottessa Moshfegh and Sally Rooney, we follow a young Harvard freshman named Selin through her first year of higher learning. Since the book seems to let the stories crawl out onto the page themselves (thank you, Mr. Steinbeck), there are a plethora of the most valuable nuggets I have ever read in my life. At about page 50, I realized I had to annotate this book a little because I swear Selin has thought literally every thought I’ve ever thunk ever. Now I’m left with a copy that is fully marked-up and dog-eared after only one day of reading. It was addictive! (I am literally Selin, btw). I must remark that if you were to enjoy this as much as I had, you’d have to be a part of the target audience. There are some events in this novel that I would not have appreciated as much if I hadn’t gone through it myself. Undoubtedly my identity as a college student made me identify with the main character a bit further than someone who was, say, in middle school. If you were a younger reader, do be wary about that, but that’s not to say the book is useless without personal relation. Something I wish I had done prior to reading this book is picked up some Dostoevsky. Fyodor Dostoevsky himself had written a novel entitled The Idiot, and with all of the references to Russian characters and literature, I’m sure there were numerous allusions I missed out on. But it don’t matter. This novel was just such a gem. I kept turning page after page to see what other quip Selin would offer. Everything was also just so comical, and I personally think that a lot of humor in any kind of media makes the grittier moments of the story that much more hard-hitting. Selin’s relationship with Ivan was aggravating but relatable. The constant doubt influencing her every decision was both as well. I could not believe the amount of insight author Elif Batuman provided in this one novel. It truly feels like she poured her entire writing career into this, which makes sense as to why there’s a sequel coming out. But that does make me wonder: would Batuman be able to top herself after Selin’s story comes to a close? I’d recommend this one whole-heartedly. I’m only giving it 4 stars because the last third of the book seemed to drone on a bit more than its counterparts, but that could be because I was devouring this book in the span of like 30 hours. Who’s to say! Do pick it up, and I will probably be checking out the sequel. I’m interested to see if Selin learns from life going forward....more",Notes are private!,0,88,1,"Apr 09, 2022","Apr 10, 2022","Apr 09, 2022",,Hardcover,view (with text),/book/show/30962053-the-idiot
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ishmael; Or, In the Depths","Southworth, E.D.E.N.",,,B01BTNNATE,578        pp,4.40,881,1850,"Feb 17, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this because this book (and its sequel) are to my bf what Utopia Avenue is to me. Soooo uhhh I started this a while ago in February or so. ThenI read this because this book (and its sequel) are to my bf what Utopia Avenue is to me. Soooo uhhh I started this a while ago in February or so. Then I got caught up in schoolwork, and the book just wasn’t enticing enough for me to keep reading amidst all the stresses endowed by organic chemistry ! But for the past week, (mostly bc he started reading Utopia Avenue cause I told him to) I picked it up again, and I finished it out of respect for his literary tastes.I thought that I was open to reading all kinds of genres, but 1800s upper class Jane Austen Regency era Bridgerton Pride & Prejudice (all those words lumped together may not be historically accurate) is not really for me. Because of that, it took a LOT in me to continue reading. It’s not like the writing style is completely indigestible so much so that you’d have to google every other word, it’s just that these types of books are not what I normally gravitate to. You know, I like the modern stuff. It took me about 150 pages in to start really caring for the characters, and I will admit I was entertained.As my bf likes to remind me nearly every time I ask him why he likes the book so much, this is essentially a true story. It follows the life of a young Ishmael Worth, born out of a false marriage and raised in poverty as he tried to succeed with the cards that life has dealt him. The boy grows into a man over the span of the novel and faces more adversity, but the remarkable thing is how he continues to stick to his values. He’s a good person and whatnot. Sometimes (actually, often times) too good for his own good (and I found that annoying at points (my bf doesn’t like when I bring that up)).What else is there to say about this but that it’s a good biography. I do feel for Ishmael a lot. It’s not like what he goes through is A Little Life by Hanya Yanagihara level shit, but he still didn’t have the best life out there. He tries nonetheless. The story did kinda leave off on an unfinished note, but I guess there’s a sequel to that. And word around the town (literally only my bf) tells me that it is heartbreaking. It’s the only book that’s made him cry, so I mean I will try. Not normally what I’d reach for but I did end up liking it....more",Notes are private!,0,13,1,"Feb 17, 2022","May 29, 2022","Jan 29, 2022",,Kindle Edition,view (with text),/book/show/29479854-ishmael-or-in-the-depths
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saga, Compendium One","Vaughan, Brian K.*",153431346X,9781534313460,153431346X,"1,328        pp",4.71,"5,898","Aug 27, 2019","Aug 27, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, so I realize I never posted a  of the absolutely stunning, thrilling, wildly-entertaining beautiful piece of work that is Saga. Honestly hoYes, so I realize I never posted a  of the absolutely stunning, thrilling, wildly-entertaining beautiful piece of work that is Saga. Honestly how dare I.I have to put it into simple words: I think everybody who reads this will love it. Especially those with an affinity for sci-fi!! This comic series has got to be one of the most wonderfully crafted heartfelt, comical, and gut-wrenching stories I’ve ever had the pleasure of reading. The art is spectacular as well. As I write this, I’m literally running out of my list of commendable adjectives I usually keep in store for my 5-star reads because it was really that good. I don’t know if I have never felt more enthralled by a world than this one… that’s saying a lot.I remember I posted a little “read with me” video if you wanted to see my short description of the synopsis. That was a while back, but if you ever wanted to check it out it’s there :) I’d love for you all to read....more",Notes are private!,0,23,1,"Jan 13, 2022","Apr 13, 2022","Jan 13, 2022",,Paperback,view (with text),/book/show/44313716-saga-compendium-one
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harrow,"Williams, Joy",0525657568,9780525657569,0525657568,224        pp,3.18,"2,367","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2022",,Hardcover,view,/book/show/56376963-harrow
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Weightless World,"Soto, Adam*",1662600631,9781662600630,1662600631,304        pp,3.15,367,"Nov 09, 2021","Nov 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel like I’m just being a hater now. Especially since this book only has a total of 70 s, I hope the author never reads this, even though chaI feel like I’m just being a hater now. Especially since this book only has a total of 70 s, I hope the author never reads this, even though chances are high. If so, hey Mr. Soto! Writing a book is a phenomenal accomplishment, and you should be proud of that! Now please kindly log off the Goodreads website and make yourself a nice green tea and do a facemask or something. I’m about to say rude things, some unwarranted and some completely warranted. After watching the movie Don’t Look Up, I was really looking forward to trying out some other media that would be able to delve in to the more science-y aspects of a comet crashing into Earth and ending all life as we know it. That was strike #1 for me. I saw this book in Barnes & Noble and bought it because the cover looked like a traveling comet that was bound to destroy our lovely home. I admit that it was my fault for not actually reading the summary on the inside flap, so to enlighten you all, this was actually about humans making alien contact with a planet named Omni that was going to cross paths with Earth. No destruction necessary. As I started reading the novel and realized my mistake, I thought to myself that it was fine. As long as I get those good good science elements. Strike #2. This book was like 10% sci, and 90% fi – percentages are estimates. God, was I disappointed. And in strike #3 I will list every single other grievance that I had with this book. Just to clarify, strike #3 is not my fault as the reader, it is the author’s. I am incredibly upset with Mr. Soto for providing me with such lovable characters and doing absolutely nothing with them for the span of 292 pages. In those passages that would so accurately describe feelings of love or loneliness, I felt like I was falling in love with these printed words on paper. Yet, it would end just like that. These relationships that were established between the characters would receive no further depth, leaving the reader to fill in the gaps. I also saw a similar thing happen with the plot. We would jump from point to point without elaboration. Although this may be effective in some instances, I think we missed out on a lot of great character development because Soto refused to tackle some of the more difficult conversations. And every political take was weak. Or centrist. Take an actual stand on something (or make a character take an actual stand on something) if you’re gonna make it political!I think the point of this book is another “aw humanity <3. The world is such a great place to be. Live laugh love while you’re alive! The birds and worms are all special too. Appreciate them!” But it was somehow difficult for me to get to this conclusion with certainty. Real quick: another thing I want to bring up that I feel was just thrown in as a cute little Easter egg were the passages from secondary characters in between the main storyline. I personally found little motive in including that. While they were fun to read, I don’t feel like they pushed the novel forward at all. I didn’t like this. Writing was good sometimes, but as a whole, it was lackluster. This was bad. I’m sorry....more",Notes are private!,0,64,1,"Jan 03, 2022","Jan 03, 2022","Jan 03, 2022",,Hardcover,view (with text),/book/show/57068245-this-weightless-world
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,891","Feb 16, 2021","Feb 16, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s strange. Although this novel has all of the ingredients that should combine to form one of my favorite books, I did not like the taste of it. PerIt’s strange. Although this novel has all of the ingredients that should combine to form one of my favorite books, I did not like the taste of it. Perhaps, these ingredients were thrown in willy-nilly, with no regard to the proportions and measurements provided in the recipe. Now that I say that, yeah. Yeah that’s it. There was way too much of some things, and way too little of others. Now, you know I hate to be a hater (that’s a lie. I don’t know why I lied. I’m sorry for lying), but this book was so surface level to me. Our unnamed protagonist has garnered some internet fame (or as the author Lockwood would say, “portal” fame) by making a stupid post asking whether or not dogs can be twins. Just like past internet stars such as Alex from Target or Daniel with the white Vans, she has been invited to numerous talk shows to, well, talk about it. While I pondered on this question (the dog twin question) for a little bit and found it to be humorous, I was waiting for something a little bit more. Something a little bit deeper. As I flipped through the pages, I was met with more post-ironic imitations of memes and things you would see posted on the portal. Some half-assed political commentary was made and then we moved on to the protagonist’s “irl” struggles. Some readers may say that this book was able to tackle “deep” issues posed by the portal and question what the modern age is coming to, but I would disagree. Unlike the title of the book suggests, nearly every point that Lockwood made has been made before. Honestly, everyone I know is talking about this. The internet sucks, and it’s ruining our perception of the real world and our interaction in relationships. What else do you have to offer? I have to say that most commentary that arose from this book came from quite a privileged and white perspective. Of course, there’s nothing wrong with providing that kind of viewpoint to the conversation, but it ends up being an incredibly lackluster reading experience in the kind of novel that should challenge the structure of today’s society. What do we have so far? Too little social criticism, and now I bring you too much fragmentary writing. I will say that this is more of a personal opinion, but I could not dive into Lockwood’s novel as deeply as I could have because almost every paragraph is separated by 3 little dots aligned in the middle of the page. While it made for a rapid read, it also rapidly jumped from topic to topic that I feel I could not be settled. If this was intentional to represent how gathering information feels in the portal, then I applaud Lockwood. Otherwise, I just don’t like it. Whether or not my criticism resonates with you has a lot to do with your individual reading taste. You may love this book, and I would totally be able to see where you’re coming from. But as for me, it was simply not my novel. ...more",Notes are private!,0,33,1,Jan 2022,Jan 2022,"Jan 01, 2022",,Hardcover,view (with text),/book/show/53733106-no-one-is-talking-about-this
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love & Misadventure,"Leav, Lang*",0473235501,9780473235505,0473235501,176        pp,3.94,"55,941","Apr 26, 2013","Apr 26, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After picking this up and flipping through the first few pages, I decided I’d give this one a read. After making it a quarter of the way through, I deAfter picking this up and flipping through the first few pages, I decided I’d give this one a read. After making it a quarter of the way through, I decided I’d check the s on Goodreads to gather a general consensus of what the people were thinking, and it was quite split. There were readers who adored this, and those who despised it. Perhaps it was the influence of the s I’d read prior to finishing the book, but I think I’d give this 2.5 stars rounded down.Although I really enjoyed reading this, I could recognize that a vast majority of these poems were types of things that I could have written in elementary school. Heavily rhyme and meter focused. Yet even acknowledging all of these weak aspects of the poem, I still found myself tabbing some of the pages to refer back to later. There were poems that I love among ones that I really could not care for, and I honestly think that’s how all art is supposed to be like: some will speak to you, and others won’t.One thing I do want to mention is that a lot of people shit on modern poetry with little to no rhyme or reason. I personally think this new emerging style of poetry is told very succinctly and clearly such that only its bare bones are presented to the reader. Thus, you’ll either like or dislike it based on your personal experiences. Sure, this collection is not as strong as other great works of poetry, but that doesn’t necessarily allow for the relentless and harsh criticism I’ve seen for it. If you did not enjoy it, then it wasn’t for you. But does that really mean it’s not poetry? What do you think?...more",Notes are private!,0,14,1,"Dec 29, 2021","Dec 29, 2021","Dec 29, 2021",,Paperback,view (with text),/book/show/18003300-love-misadventure
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Touch of Jen,"Morgan, Beth*",0316704261,9780316704267,0316704261,320        pp,3.29,"8,801","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In all honesty, what pushed me towards picking this hallucination of a story up was the ass on the cover (it’s a gorgeous cover), but nothing could haIn all honesty, what pushed me towards picking this hallucination of a story up was the ass on the cover (it’s a gorgeous cover), but nothing could have ever prepared me for possibly one of the wildest rides of my entire life. This is what Franz Kafka would write if he was born in the year of 1992 and had a better sense of humor. Boy, was I scared, was I intrigued, was I entertained! Morgan has provided me with a masterpiece of a novel that makes me wish it were immediately converted into an on-screen adaptation so that I could rush to ScreenCrush on Youtube and watch a video entitled “A TOUCH OF JEN: EASTER EGGS + ENDING EXPLAINED.” Remy and Alicia are a young couple just living their life, working their service jobs, doing their thing, right? They have a bit of an obsession with Jen, a woman that Remy used to work with (and also maybe like, LIKED liked a little), so much so that they find themselves referencing her Instagram photos in daily conversation and even roleplaying as her as a character in bed. Parasocial relationship going crazy bonkers off the charts right now fr!! In a momentous turn of events, the pair run into Jen in person and end up deciding to go on a surfing trip with her and some of her friends. This is where things start to get weird. I REFUSE to go into any further detail than what I’ve already given, but there is so much more to the story that meets the eye. Most of my enjoyment that came out of reading this novel was from the sheer surprise that it provided me, and I want you all to go in blind too. The twists sure were something! Once I finished, I sat there staring at the very last page for at least three minutes trying to decide whether or not I hated it. I think I’ve settled on not hating it. Although what just happened was crazy unexpected, I think it was a brilliant way to incorporate commentary on social media, relationships, self-perception, and even spirituality in the modern age. Morgan just gets the world. She gets it. So deeply. Ugh her mind!!! Okay, perhaps I’m exaggerating, but I ADORE the particular plot points and symbols she worked into the horror story to make grander speculations about the world as a whole. Every Signifier (lol inside joke if you read the book) was so meticulously chosen that once you ruminated over the ending of the book, it does make a lot of sense. This is a book that I will be thinking about for a LONG time, and if you’ve read it, let me know!! I’d love to discuss it with you....more",Notes are private!,0,57,1,"Dec 29, 2021","Dec 30, 2021","Dec 29, 2021",,Hardcover,view (with text),/book/show/55867897-a-touch-of-jen
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Hypothesis,"Hazelwood, Ali*",0593336828,9780593336823,0593336828,383        pp,4.15,"1,385,547","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After mindlessly scanning through the titles on the bookshelves, my eyes roam and land on the scariest table. The godforsaken table. The table that muAfter mindlessly scanning through the titles on the bookshelves, my eyes roam and land on the scariest table. The godforsaken table. The table that must not be named. Okay fine, I’ll name it, if you insist. It’s the BookTok table! Filled with a vast selection from young adult books to hardcore smut that makes you wonder, “what audience is this supposed to be geared to?”, this table houses some of internet’s favorite picks of modern literature. It was this at very location that I grabbed hold of The Love Hypothesis by Ali Hazelwood. Now, I had heard tell of this tale, but all I knew was that it originated as fanfiction between Kylo Ren and Rey Skywalker set in an alternate universe. Where in the vast multiverse did author Hazelwood set our beloved couple? Stanford graduate school. Where Adam Driver – sorry! -- Adam Carlsen is a professor at age 34, and Olive Smith is a graduate student of 26 working on cancer research. I know what your little minds are thinking, that’s a bit of an age gap. Most everybody else on campus thought that too when Olive kissed Dr. Carlsen out of the blue, not knowing that it was Dr. Carlsen. She just grabbed the closest person and kissed them because her friend was walking by, and she told her friend that she was out on a date at that time. And instead of chalking the whole situation up to a little mistake, enter our plot: Fake Dating. Both party members have something to gain out of pretending that they’re in a relationship together. I won’t go into detail, but Olive’s reason was so weak. So weak. Just admit that you want a chunk of that ass. Anyway, the pair are put into all of these awkward moments where public displays of affection are a necessity, and over time, they fall in love. <333. Surprise surprise. Overlooking all of the quote unquote “meta” jokes about the book not selling if it were an actual romantic comedy, and one too many references to Star Wars including Dr. Carlsen’s scar, I have my own qualms with the book. The first may be a little bit personal, but I’ve never liked the whole “oh my parent died of cancer, so now I wanna find the cure to cancer” because I don’t want to do that. You know, maybe I should rethink why I’m on the pre-med track, but I don’t wanna do that. I don’t understand why Olive had to take a moment for herself every time her mom was brought up. Your mom died 10 years ago, you’re fine. You can bring her up in conversation without having to cry, you’re fine. But once again, personal thing! That’s a personal thing! What’s not personal is how ass the writing is dude. That shit is objectively bad. I will admit that the little hypotheses at the start of every chapter were cute, that was cute. But I had to laugh out loud when Hazelwood wrote with her own keyboard that Adam could fit Olive’s entire breast into his mouth. I think that could have been omitted. But even with that, I do think that we could have got more smut. A chapter and half is not nearly enough for me. Could have done with a lot more. We could have replaced that boring and unnecessary epilogue with another sex scene. I also did not care for any of her friends, they were all so annoying and just caricatures of people. I did spend the entirety of the book giggling because it was cute. By the power of horniness, I read it in a day. I could probably shit on this book more, but that doesn’t change the fact that I really enjoyed it. Something about it was just so entertaining, and now I feel like reading more romances. It is a Title IX case though. ...more",Notes are private!,0,248,1,"Dec 27, 2021","Dec 29, 2021","Dec 27, 2021",,Paperback,view (with text),/book/show/56732449-the-love-hypothesis
