,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ali's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In an Instant,"Redfearn, Suzanne*",1542006597,9781542006590,B07NVD1276,326        pp,4.35,"91,902","Mar 01, 2020","Mar 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Jun 2021,"Jun 05, 2021","Jun 05, 2021",,Kindle Edition,view,/book/show/51037979-in-an-instant
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",,,,320        pp,3.84,"941,066","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super fast read.,Notes are private!,0,5,1,"May 16, 2021","May 18, 2021","May 18, 2021",,Hardcover,view (with text),/book/show/54981009-the-last-thing-he-told-me
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,887","Feb 16, 2021","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I started this book a couple months ago and found it really hard to focus on the writing style. I had to re-read many of the passages to even come cloI started this book a couple months ago and found it really hard to focus on the writing style. I had to re-read many of the passages to even come close to making sense of what she was writing. At times it felt like reading a foreign language I was only partially proficient at understanding. I didn’t hate it for that - I gave her credit for a unique writing style. I picked it back up again a couple days ago when I reorganized books I’ve partially read and was profoundly moved by the shift in the story and how that same style of storytelling could touch me so deeply. Her reflections on that life experience felt so completely universal and the writing was brutally beautiful. ...more,Notes are private!,0,2,1,not set,"May 02, 2021","May 02, 2021",,Hardcover,view (with text),/book/show/53733106-no-one-is-talking-about-this
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Country,"Engel, Patricia*",,,,191        pp,3.93,"45,328","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short, powerful novel - the best kind that helps create compassion in the reader.",Notes are private!,0,8,2,not setnot set,May 2021not set,"May 01, 2021",,Hardcover,view (with text),/book/show/54303848-infinite-country
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nomadland: Surviving America in the Twenty-First Century,"Bruder, Jessica*",,,0393356310,288        pp,4.03,"47,326","Sep 19, 2017","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Mar 2021,"Apr 02, 2021","Apr 02, 2021",,Paperback,view,/book/show/38212124-nomadland
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sanatorium        (Detective Elin Warner, #1)","Pearse, Sarah*",0593296672,9780593296677,0593296672,400        pp,3.37,"171,191",2020,"Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There were things I liked + things I didn't about this one. It got me reading again (I can always count on mysteries like this to get me reading againThere were things I liked + things I didn't about this one. It got me reading again (I can always count on mysteries like this to get me reading again generally). It can definitely be picked apart but it was also a fun read. ...more,Notes are private!,0,5,1,"Mar 14, 2021","Mar 17, 2021","Mar 18, 2021",,Hardcover,view (with text),/book/show/56935099-the-sanatorium
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Arguments For Deleting Your Social Media Accounts Right Now,"Lanier, Jaron",1847925391,9781847925398,1847925391,146        pp,3.59,"16,294","May 29, 2018","Jan 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 20, 2021","Feb 22, 2021","Feb 22, 2021",,Hardcover,view,/book/show/37830765-ten-arguments-for-deleting-your-social-media-accounts-right-now
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,149","Mar 24, 2020","Mar 24, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just okay for me. I really liked Station Eleven. This one just never came together for me - kept reading to see how it all wrapped up.,Notes are private!,0,4,1,"Jan 13, 2021","Jan 30, 2021","Jan 30, 2021",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Upstairs,"Hawkins, Rachel*",1250245494,9781250245496,1250245494,290        pp,3.74,"260,761","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 03, 2021","Jan 17, 2021","Jan 17, 2021",,Hardcover,view,/book/show/53137893-the-wife-upstairs
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,655","Apr 25, 2019","Jan 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just finished reading. Loved it. Loved the way he revealed the back stories in the second half of the book (which I can totally see would be challengiJust finished reading. Loved it. Loved the way he revealed the back stories in the second half of the book (which I can totally see would be challenging for people who didn’t connect with the first half of the book). Loved the connections between the characters. ...more,Notes are private!,0,9,3,Jan 2021not setnot set,"Jan 10, 2021not setnot set","Jan 10, 2021",,Hardcover,view (with text),/book/show/49127718-anxious-people
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reservoir 13,"McGregor, Jon",1936787709,9781936787708,1936787709,291        pp,3.56,"13,057","Apr 06, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I totally loved this one. Loved the unique storytelling voice. Loved the inclusion of so much of what was happening in nature.,Notes are private!,0,0,2,"Dec 24, 2020not set","Dec 26, 2020not set","Dec 27, 2020",,Paperback,view (with text),/book/show/34146665-reservoir-13
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",1324005033,9781324005032,1324005033,224        pp,3.73,"36,048","May 12, 2020","May 12, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Dec 2020not set,"Dec 20, 2020not set","Dec 20, 2020",,Hardcover,view,/book/show/53122391-a-children-s-bible
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,"Feldman, Deborah*",1439187010,9781439187012,1439187010,262        pp,3.99,"63,381","Feb 14, 2012","Oct 02, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2020,"Nov 14, 2020","Nov 14, 2020",,Paperback,view,/book/show/13547241-unorthodox
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carry: A Memoir of Survival on Stolen Land,"Jensen, Toni*",1984821180,9781984821188,1984821180,294        pp,4.25,"2,146","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bring on all the memoirs. Bring on stories of different life experiences than my own. Bring on words to process our lives. I'll be looking for the secBring on all the memoirs. Bring on stories of different life experiences than my own. Bring on words to process our lives. I'll be looking for the second half of her story someday. ...more,Notes are private!,0,0,1,"Oct 14, 2020","Oct 28, 2020","Oct 28, 2020",,Hardcover,view (with text),/book/show/50640953-carry
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Mirror,"Carlyle, Rose*",0063030144,9780063030145,0063030144,304        pp,3.81,"38,728","Oct 15, 2020","Oct 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super quick (started + finished on a Saturday) generally satisfying + decent thriller with twists. Great for when you want to get back on track with rSuper quick (started + finished on a Saturday) generally satisfying + decent thriller with twists. Great for when you want to get back on track with reading and you need something to fall into. ...more,Notes are private!,0,0,1,"Oct 17, 2020","Oct 17, 2020","Oct 17, 2020",,Hardcover,view (with text),/book/show/50358083-the-girl-in-the-mirror
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",0062667637,9780062667632,0062667637,241        pp,3.17,"148,484","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had a hard time putting this one down. I was into the descriptive writing style (I can see that it was a little over the top for some people) + apprI had a hard time putting this one down. I was into the descriptive writing style (I can see that it was a little over the top for some people) + appreciated how that contributed to the overall feeling I was getting from the story. The whole book felt unlike anything I’ve read before. ...more,Notes are private!,0,10,1,"Oct 11, 2020","Oct 12, 2020","Oct 12, 2020",,Hardcover,view (with text),/book/show/50358031-leave-the-world-behind
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Wilderness,"Cook, Diane*",0062333135,9780062333131,0062333135,398        pp,3.68,"14,665","Jul 11, 2020","Aug 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stayed up late finishing this one last night. Captivating story about a future time where there is very little wilderness area left + a group of peoplStayed up late finishing this one last night. Captivating story about a future time where there is very little wilderness area left + a group of people who are part of a study who inhabit it (a mother + a daughter are main characters). I was moved multiple times by themes surrounding what it means to be wild + what it means to be human....more,Notes are private!,0,2,1,"Sep 26, 2020","Oct 10, 2020","Oct 10, 2020",,Hardcover,view (with text),/book/show/48836769-the-new-wilderness
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room Called Earth,"Ryan, Madeleine*",0143135457,9780143135456,0143135457,290        pp,3.70,"3,652","Aug 18, 2020","Aug 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"People’s minds are fascinating places. I truly loved this look into the main character’s mind as she prepared for, attended, and left at party. I lovePeople’s minds are fascinating places. I truly loved this look into the main character’s mind as she prepared for, attended, and left at party. I loved that it occurs over the span of a day/evening and all the pieces of her mind + heart that were captured in that time frame. Our inner worlds are unique and interesting and diverse and that greatly impacts our experience of the outer world. The fact that the writer + main character are autistic was extra meaningful to me. ...more",Notes are private!,0,10,1,"Aug 28, 2020","Sep 06, 2020","Sep 06, 2020",,Paperback,view (with text),/book/show/50693494-a-room-called-earth
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls Burn Brighter,"Rao, Shobha*",1250074258,9781250074256,1250074258,309        pp,3.77,"24,347","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tough subject matter (actually subjects as there are a lot of really hard things that happen to the two women). Beautiful writing. I knew very little Tough subject matter (actually subjects as there are a lot of really hard things that happen to the two women). Beautiful writing. I knew very little about this book going into it (received as part of a Pantsuit Politics seasonal book club) and I’m glad that I didn’t know much at all. A really good book if you are looking to deepen your empath + understanding of our world. ...more,Notes are private!,0,4,1,"Aug 16, 2020","Aug 29, 2020","Aug 29, 2020",,Hardcover,view (with text),/book/show/34275212-girls-burn-brighter
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountains Sing,Nguyễn Phan Quế Mai *,161620818X,9781616208189,161620818X,352        pp,4.32,"43,940","Mar 17, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going back and forth between a 4 + 5. Either way, completely worth a read. This book opened my eyes + my heart to life in Vietnam in the 20th century Going back and forth between a 4 + 5. Either way, completely worth a read. This book opened my eyes + my heart to life in Vietnam in the 20th century and invited me to consider perspectives I honestly hadn't thought through previously (which, as always, is why reading + storytelling is so important). ...more",Notes are private!,0,2,1,not set,"Aug 16, 2020","Aug 17, 2020",,Hardcover,view (with text),/book/show/49631287-the-mountains-sing
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Flight,"Clark, Julie*",1728215722,9781728215723,1728215722,320        pp,4.11,"204,041","Jun 02, 2020","Jun 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super quick read. Enjoyed it + wanted to know what was going to happen.,Notes are private!,0,11,1,"Aug 07, 2020","Aug 09, 2020","Aug 09, 2020",,Hardcover,view (with text),/book/show/52652923-the-last-flight
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Before Dark,"Sager, Riley*",1524745170,9781524745172,1524745170,389        pp,4.07,"193,980","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Quick + super creepy read (found this to be creepier than others by this author).,Notes are private!,0,12,1,"Aug 02, 2020","Aug 04, 2020","Aug 04, 2020",,Hardcover,view (with text),/book/show/50833559-home-before-dark
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,195","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the only book I read in July and it was so, so good. Highest of recommendations for this multi-generation, multi-narrator family story.",Notes are private!,0,5,1,"Jul 02, 2020","Aug 02, 2020","Aug 02, 2020",,Hardcover,view (with text),/book/show/27071490-homegoing
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,417","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whenever a book stirs up a lot of emotions for me, and makes me think about pieces of my own story in different ways, I feel so thankful at the end. IWhenever a book stirs up a lot of emotions for me, and makes me think about pieces of my own story in different ways, I feel so thankful at the end. I loved the intermixing of stories over time. Beautifully written. ...more",Notes are private!,0,12,1,"Jun 15, 2020","Jun 29, 2020","Jun 30, 2020",,Hardcover,view (with text),/book/show/51791252-the-vanishing-half
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland Burning,"Latham, Jennifer*",0316384933,9780316384933,0316384933,365        pp,4.21,"11,608","Feb 21, 2017","Feb 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2020","Jun 19, 2020","Jun 22, 2020",,Hardcover,view,/book/show/24382227-dreamland-burning
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Fragility: Why It’s So Hard for White People to Talk About Racism,"DiAngelo, Robin",0807071161,9780807071168,,7        pp,4.17,"163,669","Jun 26, 2018","Jun 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is a great place to begin unlearning. Next up is How To Be An AntiRacist by Ibram Kendi.,Notes are private!,0,9,1,"May 15, 2020","Jun 22, 2020","Jun 22, 2020",,Audiobook,view (with text),/book/show/43708708-white-fragility
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where To Begin: A Small Book About Your Power to Create Big Change in Our Crazy World,"Wade, Cleo*",1982138793,9781982138790,1982138793,192        pp,4.30,"2,862","Oct 08, 2019","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Last night I picked this book from the shelf near my bed to read before falling asleep. It’s a quick + beautiful book with words (both poetry and prosLast night I picked this book from the shelf near my bed to read before falling asleep. It’s a quick + beautiful book with words (both poetry and prose) that ask questions and words that lead us towards love. You can read it front to back or pick it up and flip to a page and be given a gift through her use of language. The front flap of the book says, “Where To Begin is perfect for those who are ready to be a part of building a society rooted in love, acceptance, justice, and equality.” Loved it. Needed it...more",Notes are private!,0,5,1,"Jun 04, 2020","Jun 04, 2020","Jun 05, 2020",,Hardcover,view (with text),/book/show/46212527-where-to-begin
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Marriage,"McCreight, Kimberly*",0062367684,9780062367686,0062367684,410        pp,3.91,"55,721","May 05, 2020","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyed this fast paced thriller. Good twists + turns. Perfect when you want a distraction and a can't-put-it-down story. Enjoyed this fast paced thriller. Good twists + turns. Perfect when you want a distraction and a can't-put-it-down story. ...more,Notes are private!,0,1,1,"May 26, 2020","May 28, 2020","May 29, 2020",,Hardcover,view (with text),/book/show/49246460-a-good-marriage
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Longings,"Kidd, Sue Monk*",,,B07YRTC6WV,432        pp,4.24,"123,649","Apr 21, 2020","Apr 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this book last night and decided to sleep on it before writing up a . After my walk this morning I texted a friend, ""I found it so inI finished this book last night and decided to sleep on it before writing up a . After my walk this morning I texted a friend, ""I found it so interesting to really think of Jesus' human self. I don’t think I’ve ever taken the time to imagine that piece of him so clearly."" I felt filled up after reading this fictional account of the life of Ana - wife of Jesus and woman with a voice. I love books that make me think and dive deeper and ask questions and this one certainly did and it was so, so welcome - I think I've been hungry for this kind of book for awhile. This will be a story that sticks with me and that I might possibly read again (which is super rare for the way I read). I'm looking forward to chatting with my local book club about this one tonight to hear their reactions to the story. ...more",Notes are private!,0,32,2,"May 13, 2020Apr 26, 2020","May 26, 2020Apr 26, 2020","Apr 26, 2020",,Kindle Edition,view (with text),/book/show/48739558-the-book-of-longings
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jetsetters,"Ward, Amanda Eyre*",039918189X,9780399181894,039918189X,352        pp,3.08,"53,446","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this one for my bookclub. It's not the kind of book I generally reach for but I'm always open to what my bookclub suggests because, well, you nevRead this one for my bookclub. It's not the kind of book I generally reach for but I'm always open to what my bookclub suggests because, well, you never know. I liked it, didn't love it but was happy to find a few gems intermixed into the stories that made me think + reflect and I'm always grateful for that. ...more",Notes are private!,0,2,1,not set,not set,"Apr 26, 2020",,Hardcover,view (with text),/book/show/45754807-the-jetsetters
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jetsetters,"Ward, Amanda Eyre*",,,B07RLSGLYH,318        pp,3.08,"53,446","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 18, 2020","Apr 26, 2020","Apr 18, 2020",,Kindle Edition,view,/book/show/45714291-the-jetsetters
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,B07WG8L7WC,319        pp,3.82,"995,625","Feb 20, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed this mainly because it finally got my back into reading again. Fast, interesting read!",Notes are private!,0,6,3,not setnot setnot set,"Apr 18, 2020not setnot set","Apr 18, 2020",,Kindle Edition,view (with text),/book/show/52656911-the-guest-list
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",,,,378        pp,4.16,"122,388","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 09, 2020","Apr 26, 2020","Apr 09, 2020",,Kindle Edition,view,/book/show/49679332-hidden-valley-road
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searching for Sylvie Lee,"Kwok, Jean*",,,B07DCD74LP,335        pp,3.65,"37,671","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 29, 2020","May 13, 2020","Feb 29, 2020",,Kindle Edition,view,/book/show/42388197-searching-for-sylvie-lee
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,050","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Totally not the same “quality/depth” as the original novel but I found it very enjoyable as a fan of the TV series.,Notes are private!,0,8,1,"Jan 24, 2020","Jan 26, 2020","Jan 26, 2020",,Hardcover,view (with text),/book/show/42975172-the-testaments
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Fun We Ever Had,"Lombardo, Claire*",0385544251,9780385544252,0385544251,532        pp,3.95,"79,003","Jun 25, 2019","Jun 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,Dec 2019,"Jan 20, 2020","Jan 20, 2020",,Hardcover,view,/book/show/41880044-the-most-fun-we-ever-had
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",,,B07QLJ7P7K,492        pp,4.04,"108,520","Jan 07, 2020","Jan 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book operates at a slow hum - If that makes any sense at all. I was interested all the way through.,Notes are private!,0,9,1,"Jan 20, 2020","Jan 24, 2020","Jan 20, 2020",,Kindle Edition,view (with text),/book/show/51046755-long-bright-river
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whisper Network,"Baker, Chandler*",,,B07GV9R83F,352        pp,3.59,"75,602","Jul 02, 2019","Jul 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 14, 2020","Jan 18, 2020","Jan 14, 2020",,Kindle Edition,view,/book/show/42731451-whisper-network
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,"Cahalan, Susannah*",1538715287,9781538715284,1538715287,382        pp,3.64,"11,527","Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Dec 31, 2019",,Hardcover,view,/book/show/44287149-the-great-pretender
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappearing Earth,"Phillips, Julia*",,,,312        pp,3.84,"52,889","May 22, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It's hard to figure out just what to say about this book. I enjoyed it. The writing itself is beautiful. In many ways it reads like a collection of shIt's hard to figure out just what to say about this book. I enjoyed it. The writing itself is beautiful. In many ways it reads like a collection of short stories with some of the characters/settings intertwined. I'm glad I read it. Did I love it? No. Was it worth reading? Yes. ...more,Notes are private!,0,3,1,"Dec 06, 2019","Dec 31, 2019","Dec 31, 2019",,Hardcover,view (with text),/book/show/34563821-disappearing-earth
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brain on Fire: My Month of Madness,"Cahalan, Susannah*",145162137X,9781451621372,145162137X,250        pp,4.08,"219,120","Nov 13, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I actually read her newest book first and then went back to read this one. Both are so, so good. Informative, interesting and well-written.",Notes are private!,0,0,1,"Dec 20, 2019","Dec 22, 2019","Dec 22, 2019",,Hardcover,view (with text),/book/show/13547180-brain-on-fire
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Edward,"Napolitano, Ann*",198485478X,9781984854780,198485478X,340        pp,4.08,"179,404","Jan 06, 2020","Jan 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Truly enjoyed this story of survival and loss and beginning again. It was just a lovely book. I actually didn't find it depressing or sad - there wereTruly enjoyed this story of survival and loss and beginning again. It was just a lovely book. I actually didn't find it depressing or sad - there were elements of that of course considering the subject matter but overall it's much more of a hopeful human story. I also loved that it went back and forth in time. I thought that was an effective storytelling technique to evolve the story. PS: I totally didn't know that this was inspired by a true story....more,Notes are private!,0,5,1,"Dec 09, 2019","Dec 16, 2019","Dec 17, 2019",,Hardcover,view (with text),/book/show/45294613-dear-edward
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red at the Bone,"Woodson, Jacqueline*",0525535276,9780525535270,0525535276,196        pp,3.98,"78,228","Sep 17, 2019","Sep 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing, the writing, the writing. Read it for the writing. 4.5 stars. (It's a quick read but for some reason took me forever - been having a hardThe writing, the writing, the writing. Read it for the writing. 4.5 stars. (It's a quick read but for some reason took me forever - been having a hard time getting into anything lately.)...more",Notes are private!,0,0,1,"Nov 09, 2019","Dec 09, 2019","Dec 09, 2019",,Hardcover,view (with text),/book/show/43697186-red-at-the-bone
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Achiever: The Incredible True Story of One Addict's Double Life,"Jenkins, Tiffany*",0593135938,9780593135938,0593135938,384        pp,4.20,"37,708","Nov 20, 2017","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Nov 07, 2019not set","Nov 07, 2019",,Paperback,view,/book/show/44767467-high-achiever
