,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,ΠανωςΚ's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Virtual: Who You Really Are Online,"Winder, Davey",0470723629,9780470723623,0470723629,272        pp,3.08,12,"May 27, 2008","May 05, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ξημερώματα Κυριακής, άμα δεν έχεις τίποτε καλύτερο να κάνεις, πράγμα που δεν σου το εύχομαι, αναρωτιέσαι τι σκατά βιβλία υπάρχουν στην πίσω σειρά του Ξημερώματα Κυριακής, άμα δεν έχεις τίποτε καλύτερο να κάνεις, πράγμα που δεν σου το εύχομαι, αναρωτιέσαι τι σκατά βιβλία υπάρχουν στην πίσω σειρά του κάτω ραφιού της βιβλιοθήκης, με κάτι αδιάβαστα, ελπίζεις, βιβλία - βρίσκεις μιαν έκδοση ετούτου εδώ, στα ελληνικά «Ο δικτυωμένος εαυτός» από εκδ. Τόπος (2010). Εντάξει, οκ, να φαμε κάνα γιουβαρλάκι όμως τώρα, ναι; Δύο αστεράκια, δεν ήταν κακό, σποραδικά ενδιαφέρον, αναπόφευκτα όμως ξεπερασμένο, χρήσιμο ίσως ως ένα σκρίνσοτ στην ιστορία του δικτυωμένου ανθρώπου - άραγε τον άνθρωπο που πριν από χρόνια μού το χάρισε τον ευχαρίστησα; http://www.topontiki.gr/article/10171......more",Notes are private!,0,1,1,not set,not set,"Feb 11, 2018",,Paperback,view (with text),/book/show/3329656-being-virtual
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το στατικό ποδήλατο,"Pàmies, Sergi",,9789604680863,,144        pp,3.65,312,"Jan 01, 2010",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Υψηλή τεχνική και ευφυΐα χαρακτηρίζουν τα διηγήματά του Πάμιες, μόνο που, στην περίπτωσή μου, ο αρχικός ενθουσιασμός σταδιακά μετατράπηκε σε ανία, σε Υψηλή τεχνική και ευφυΐα χαρακτηρίζουν τα διηγήματά του Πάμιες, μόνο που, στην περίπτωσή μου, ο αρχικός ενθουσιασμός σταδιακά μετατράπηκε σε ανία, σε κορεσμό από την πολλή τεχνική και την πολλή ευφυΐα. Στα διηγήματα αυτά υπάρχει και κάμποση ψυχή, μόνο ενίοτε την καλύπτουν η τεχνική και η ευφυΐα, πράγμα που υπό κανονικές συνθήκες προτιμώ. Φαίνεται όμως πως αυτή τη φορά οι συνθήκες δεν ήταν κανονικές. Ή, πολύ απλά, για να το ευχαριστηθώ όπως ίσως του άξιζε, θα έπρεπε να συνεχίσω να διαβάζω Το Στατικό Ποδήλατο μόνο Σάββατο πρωί αραχτός με λιακάδα, κι όχι βράδυ καθημερινής κουρασμένος και πονοκεφαλιασμένος. ...more",Notes are private!,0,1,1,not set,not set,"Feb 06, 2018",,Paperback,view (with text),/book/show/23629227
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Πρώτα ο Θεός,"Βραχνός, Κώστας",,9789605042011,,72        pp,3.79,14,2017,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Σε συνεντευξή του ο συγγραφέας δήλωσε: «Στοχεύω στην πρόκληση ενός ευχάριστου αισθήματος αμηχανίας». Πετυχαίνει τον στόχο του. Αν προτιματε τη μικρή, Σε συνεντευξή του ο συγγραφέας δήλωσε: «Στοχεύω στην πρόκληση ενός ευχάριστου αισθήματος αμηχανίας». Πετυχαίνει τον στόχο του. Αν προτιματε τη μικρή, πολυ μικρη λογοτεχνική φόρμα, στο στιλ της Κεντουριας* του Μανγκανέλι, διαβάστε το. Αξιζει.* https://www.goodreads.com//show......more",Notes are private!,0,3,1,not set,not set,"Feb 01, 2018",,Paperback,view (with text),/book/show/36884443
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ερρίκος και Κάτωνας,"Murdoch, Iris",9602642025,9789602642023,9602642025,479        pp,3.83,966,1976,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Θα 'μουν 17-18 χρονών όταν πρωτοδιάβασα Άιρις Μέρντοχ. Θυμάμαι ότι είχα εντυπωσιαστεί, τότε. Διάβασα μαζεμένα κάποια έργα της (Μαύρος πρίγκηπας, Μέσα Θα 'μουν 17-18 χρονών όταν πρωτοδιάβασα Άιρις Μέρντοχ. Θυμάμαι ότι είχα εντυπωσιαστεί, τότε. Διάβασα μαζεμένα κάποια έργα της (Μαύρος πρίγκηπας, Μέσα στο δίχτυ, Θάλασσα, Θάλασσα, Ένα κομμένο κεφάλι). Τ' απόλαυσα όλα. Έκτοτε, χωρίς να ξέρω γιατί, δεν ξαναπλησίασα το έργο της. Μου φαινόταν ξεπερασμένο, ντεμοντέ - ή κάτι τέτοιο τεσπά. Μπουχτισμένος από κάτι φρέσκες μεταμοντερνιές, έπεσα τις προάλλες πάνω στο Ερρίκος και Κάτωνας. Περίεργος να δω, τι εντύπωση θα αποκόμιζα 20+ χρόνια μετά από τη Μέρντοχ. Το βιβλίο με ρούφηξε. Βυθίστηκα. Νομίζω πως υπάρχει κάτι συντηρητικό στη γραφή του, που με αρέσει. Κάτι παλιομοδίτικο, κάτι πολύ βρετανικό. Οι αναζητήσεις της Μέρντοχ, φιλοσοφικές, ηθικές, καλλιτεχνικές, είναι τόσο έντονες που ενίοτε αναρωτιέμαι μήπως πρόκειται για χοντροκομμένη δηθενιά που περνιέται για ψαγμενιά. Δεν έχω καταλήξει επ' αυτού. Ομοίως, δεν έχω βγάλει συμπέρασμα αν η Μέρντοχ είναι πραγματικά σπουδαία συγγραφέας ή μια μπουρζουά τύπισσα που εντυπωσιάζει με βαθυστόχαστες φράσεις μεταξύ τσαγιού, κρασιού και χαβιαριού. Και η ιστορία του συγκεκριμένου έργου της πόσο πιθανή άραγε μέσα στην σαπουνοπερική απιθανότητά της; Κάτι νουάροθρίλερ πινελιές άραγε είναι σωστά αφομοιωμένες στο έργο ή μπα; Οι δε χαρακτήρες ανταποκρίνονται στην πραγματικότητα ή είναι απλές καρικατούρες-φερέφωνα των ανησυχιών της συγγραφέως; Δεν ξέρω, λέμε. Αλλά καραγούσταρα που το διάβασα το βιβλίο. Και θέλω κι άλλο....more",Notes are private!,0,7,1,not set,not set,"Jan 11, 2018",,Paperback,view (with text),/book/show/26157318
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Πεντιγκρή: Μυθιστορηματική αφήγηση των νεανικών χρόνων,"Simenon, Georges",,9789605052973,,680        pp,3.88,223,1948,"Dec 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2018",,Paperback,view,/book/show/37652966
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigals,"Jackson, Greg",0374238138,9780374238131,0374238138,240        pp,3.63,750,"Mar 01, 2016","Mar 01, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Σκόρπιες σκέψεις: ουάου η πρώτη (γαμάτη) ιστορία ξεκινά σαν το γαμάτο feelgood hit of the summer των (κρετινων) QOTSA. First world problems όμως γενικΣκόρπιες σκέψεις: ουάου η πρώτη (γαμάτη) ιστορία ξεκινά σαν το γαμάτο feelgood hit of the summer των (κρετινων) QOTSA. First world problems όμως γενικά. Λιγάκι pretentious. Ωραία ευρήματα αλλά η ανάπτυξή τους βαρετή. Ιστορίες με κακομαθημένα προνομιούχα κωλόπαιδα. Αξιοδιάβαστο αλλά έλεος. Έλεος. Ε λ ε ο ς. ΕΛΕΟΣ. (Συμπερασμα: το βιβλιο θα διαβαστει πολυ απο πολλούς και καλώς. Εμένα δεν με πολυάρεσε. Ίσως γιατι ειμαι αρτηριοσκληρωτικος γεροσυντηρητικοσταλίνας)....more,Notes are private!,0,2,1,not set,not set,"Jan 02, 2018",,Hardcover,view (with text),/book/show/25664497-prodigals
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Χρονικόν ενός προαναγγελθέντος θανάτου,"García Márquez, Gabriel",9602363207,9789602363201,9602363207,101        pp,3.97,"193,438",1981,Jan 1982,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 01, 2018",,Paperback,view,/book/show/13456149
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ο συνταγματάρχης δεν έχει κανέναν να του γράψει,"García Márquez, Gabriel",,9780002361378,,90        pp,3.80,"53,160",1961,1983,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Είναι ευτύχημα να φιλοξενείσαι για λίγες μέρες σε ένα σπίτι που 'χει τα άπαντα σχεδόν του Μάρκες. Όσα προλάβω!Είναι ευτύχημα να φιλοξενείσαι για λίγες μέρες σε ένα σπίτι που 'χει τα άπαντα σχεδόν του Μάρκες. Όσα προλάβω!...more,Notes are private!,0,6,1,not set,not set,"Dec 31, 2017",,Paperback,view (with text),/book/show/23127517
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η κακιά ώρα,"García Márquez, Gabriel",9602363193,9789602363195,9602363193,226        pp,3.43,"9,989",1962,Dec 1983,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Χειροκροτήματα.,Notes are private!,0,7,1,not set,not set,"Dec 30, 2017",,Paperback,view (with text),/book/show/25104353
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το κατά Βαν Χούτεν Ευαγγέλιο,"Castillo, Abelardo",,,,224        pp,3.74,295,1999,Mar 2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Dec 28, 2017",,Paperback,view,/book/show/32176495
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ποτέ και πουθενά,"Gaiman, Neil*",,9789605721497,,468        pp,4.17,"529,985","Sep 16, 1996","Apr 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Dec 25, 2017",,Paperback,view,/book/show/34727786
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η Σκοτοδίνη,"Egloff, Joël",,9789600513752,9600513759,124        pp,4.00,2,2005,May 2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 22, 2017",,Paperback,view,/book/show/28440906
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Μουσική για χαμαιλέοντες,"Capote, Truman",,9789600347623,960034762X,317        pp,4.09,"10,766",1980,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"edit - είμαι πολύ εντυπωσιασμένος για να γράψω οτιδήποτε, και πολύ χαρούμενος που διάβασα αυτό το βιβλίο.",Notes are private!,0,6,1,not set,not set,"Dec 21, 2017",,Paperback,view (with text),/book/show/13511925
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Mercedes        (Bill Hodges Trilogy, #1)","King, Stephen*",1476754454,9781476754451,1476754454,437        pp,4.02,"321,658","Jun 03, 2014","Jun 03, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ξεκινάει υπέροχα (με μια ζοφερή εικόνα από την εποχή της πρόσφατης οικονομικής κρίσης στις ΗΠΑ). Συνεχίζει μια χαρά, με τα πάνω του και τα κάτω του. ΜΞεκινάει υπέροχα (με μια ζοφερή εικόνα από την εποχή της πρόσφατης οικονομικής κρίσης στις ΗΠΑ). Συνεχίζει μια χαρά, με τα πάνω του και τα κάτω του. Μέχρι που φθάνει στην τελική ευθεία, η οποία αποδεικνύεται πολύ μεγάλη, πολύ προβλεψιμη, πολύ άξιον-μούβι φάση. Το βιβλίο, ντάξει, έχει ένα σκασμό φάουλ, όμως ο Κινγκ είναι τόσο μεγάλος συγγραφέας και τόσο καλός στο να δημιουργεί page-turners που τα παραβλέπεις τα φάουλ. Στην τελική, όπως κάθε καλή μπατσική ταινία δράσης που κόβει πολλά εισιτήρια, είναι γεμάτο απολαυστικά κλισέ....more",Notes are private!,0,3,1,not set,not set,"Dec 13, 2017",,Hardcover,view (with text),/book/show/18775247-mr-mercedes
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Τα χρονικά του Άρη,"Bradbury, Ray",,9789603259718,9603259713,355        pp,4.15,"262,094","May 04, 1950",Jul 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Για να αποφύγω τις μεγαλοστομίες του τύπου «απ' τα ωραιότερα πράγματα που έχω διαβάσει ποτέ», καθώς και διάφορα συναισθηματικά - περιγραφικά όπως «συγΓια να αποφύγω τις μεγαλοστομίες του τύπου «απ' τα ωραιότερα πράγματα που έχω διαβάσει ποτέ», καθώς και διάφορα συναισθηματικά - περιγραφικά όπως «συγκινητικό», «προφητικό», «εμπνευσμένο» κτλ., ας ποστάρω ένα σχετικό βίντεο που τα λέει καλύτερα -κι ευτυχώς, πιο ανάλαφρα και πιο έξυπνα- από ό,τι θα μπορούσα να τα πω εγώ για τον Μπράντμπερι. https://www.youtube.com/watch?v=e1IxO......more",Notes are private!,0,9,1,not set,not set,"Dec 05, 2017",,Paperback,view (with text),/book/show/12800646
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Story,"Davis, Lydia",0312423713,9780312423711,0312423713,231        pp,3.63,"2,838","Dec 01, 1994","Jul 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Είναι κάτι βιβλία όπου οι ήρωες (ή μήπως και οι ίδιοι οι συγγραφείς;) είναι τόσο απορροφημένοι από τον εαυτό τους, που θαρρείς ότι δεν ανήκουν στην κοΕίναι κάτι βιβλία όπου οι ήρωες (ή μήπως και οι ίδιοι οι συγγραφείς;) είναι τόσο απορροφημένοι από τον εαυτό τους, που θαρρείς ότι δεν ανήκουν στην κοινωνία. Δεν υπάρχει καμία αίσθηση συνόλου, κανένας περίγυρος. Υπάρχει μόνο το άτομο: «αυτό που *εγώ* σκέφτομαι, νιώθω, πιστεύω, ζω». Αυτό δεν είναι απαραίτητα κακό. Αλλά μπορεί να είναι κάπως βαρετό. Κατά τ' άλλα, την καλύτερη κριτική για το βιβλίο, άθελά της, μάς την προσφέρει η ίδια η συγγραφέας: ""he read something that was not very good. But he read clearly and confidently, and nothing he read sounded bad, though I did not particularly like the story he read"". Όπου ""he"", βάλτε ""she"", κι όπου ""read"" βάλτε ""write"". Ή, για να το πω ακόμη πιο απλά, η συγγραφέας είναι γνωστή για τα μικρά διηγήματα που γράφει. Ας συνεχίσει να κάνει αυτό που κάνει καλά, κι ας αφήσει στην άκρη τα μυθιστορήματα. (Τσατίστηκα κάπως διαβάζοντάς το, είναι εμφανές)....more",Notes are private!,0,5,1,not set,not set,"Nov 30, 2017",,Paperback,view (with text),/book/show/113861.The_End_of_the_Story
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke Gets in Your Eyes & Other Lessons from the Crematory,"Doughty, Caitlin",0393351904,9780393351903,0393351904,254        pp,4.22,"91,486","Sep 15, 2014","Sep 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Εξαιρετικά ενδιαφέρουσα παράθεση προσωπικών εμπειριών της συγγραφέως, σκέψεων και αναζητήσεών της, με διάφορες θεωρίες περί θανάτου/νεκρών/κηδειών, καΕξαιρετικά ενδιαφέρουσα παράθεση προσωπικών εμπειριών της συγγραφέως, σκέψεων και αναζητήσεών της, με διάφορες θεωρίες περί θανάτου/νεκρών/κηδειών, καθώς και με ιστορικά γεγονότα. Ενα ελάχιστο κομμάτι του βιβλίου, προς το τέλος, λίγο πριν από το εξαιρετικό τελευταίο κεφάλαιο, κάνει μια μικρή κοιλιά, αποκτώντας έναν ελαφρώς διδακτικό τόνο. Είναι το σημείο που η συγγραφέας φαίνεται να βρίσκει μιαν απάντηση στις αναζητήσεις της, που, ωστόσο, νομίζω, είναι λιγότερο ενδιαφέρουσα (η απάντηση) από τις αναζητήσεις της, που είχαν προηγηθεί. Απολαυστικό ανάγνωσμα. Δεν προτείνεται ωστόσο σε ανθρώπους που αποφεύγουν να σκέφτονται το ζήτημα του θανάτου και έχουν μια υπερευαισθησία στις αναλυτικές περιγραφές πτωμάτων. ...more",Notes are private!,0,3,1,not set,not set,"Nov 19, 2017",,Paperback,view (with text),/book/show/25189315-smoke-gets-in-your-eyes-other-lessons-from-the-crematory
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η δεξιά τσέπη του ράσου,"Makridakis, Giannis",,9789600514131,9600514135,144        pp,4.00,608,Mar 2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Πολύ γρήγορα κατάλαβα κάτι πολύ απλό: αυτό το βιβλίο δεν κάνει για μένα, δεν απευθύνεται σε μένα, δεν είναι γραμμένο σε ύφος και στιλ που με αρέσουν, Πολύ γρήγορα κατάλαβα κάτι πολύ απλό: αυτό το βιβλίο δεν κάνει για μένα, δεν απευθύνεται σε μένα, δεν είναι γραμμένο σε ύφος και στιλ που με αρέσουν, δεν υπάρχει λόγος να ταλαιπωρούμαι, η ζωή είναι μικρή για να προσπαθείς να διαβάζεις βιβλία που 99,9% εντέλει δεν θα σε αρέσουν. ...more",Notes are private!,0,7,0,not set,not set,"Nov 12, 2017",,Paperback,view (with text),/book/show/7533174
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sum: Forty Tales from the Afterlives,"Eagleman, David*",0307377342,9780307377340,0307377342,110        pp,4.13,"21,050",Apr 2009,"Feb 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Άξιες θαυμασμού για την επινοητικότητά τους οι παραλλαγές στο ίδιο θέμα, αυτό της μετά θάνατον ζωής. Ωστόσο, αυτές οι παραλλαγές δεν είναι ισάξιες. ΚάΆξιες θαυμασμού για την επινοητικότητά τους οι παραλλαγές στο ίδιο θέμα, αυτό της μετά θάνατον ζωής. Ωστόσο, αυτές οι παραλλαγές δεν είναι ισάξιες. Κάποιες είναι κουραστικές ή υπερβολικά και εξόφθαλμα διδακτικές. Εντούτοις, παρότι φλερτάρει ενίοτε με το είδος, αποφεύγει τον σκόπελο του βιβλίου αυτοβοήθειας. ...more",Notes are private!,0,3,1,not set,not set,"Nov 12, 2017",,Hardcover,view (with text),/book/show/4948826-sum
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ο γύρος του θανάτου,"Korovinis, Thomas",9603259306,9789603259305,9603259306,209        pp,4.36,395,Jan 2011,Jan 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Nov 09, 2017",,Paperback,view,/book/show/12073833
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Μελαγχολική πόλη,"Macdonald, Ross",,9789602608081,9602608080,262        pp,3.69,501,1947,1995,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Αυτό το ωραίο, παλιομοδίτικο σκληροπυρηνικό νουάρ, το χαρντμπόιλντ ντε. Εντάξει, έχει κάμποσες απ' τις κλισεδιές του είδους, αλλά τουλάχιστον είναι απΑυτό το ωραίο, παλιομοδίτικο σκληροπυρηνικό νουάρ, το χαρντμπόιλντ ντε. Εντάξει, έχει κάμποσες απ' τις κλισεδιές του είδους, αλλά τουλάχιστον είναι απ' τα έργα και τους συγγραφείς που καθιέρωσαν αυτές τις κλισεδιές. Ενίοτε είναι και κάπως αφελές στην πλοκή του, αλλά και πάλι συγχωρείται λόγω στιλ και ατμόσφαιρας. Σαν ασπρόμαυρη ταινία με τον Κάγκνεϊ ένα πράμα. Γυρνάει ο μοναχικός άσωτος υιός ως εκδικητής στην διεφθαρμένη πόλη και γίνεται ένα λουτρό αίματος, παναγία μ', τι καλά. ...more",Notes are private!,0,1,1,not set,not set,"Nov 02, 2017",,Paperback,view (with text),/book/show/33279727
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το μηνολόγιο ενός απόντος,"Κρητιώτης, Σταύρος",9604350560,9789604350568,9604350560,344        pp,3.92,13,unknown,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Εγκεφαλικός, μεταμοντέρνος λογοτεχνικός γρίφος.  http://www.biblionet.gr/book/93835/%C...Εγκεφαλικός, μεταμοντέρνος λογοτεχνικός γρίφος.  http://www.biblionet.gr/book/93835/%C......more",Notes are private!,0,2,1,not set,not set,"Oct 27, 2017",,Paperback,view (with text),/book/show/32806433
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Οι Κόρες του Ηφαιστείου,"Οικονόμου, Χρήστος",,9789604355785,,224        pp,3.47,32,"Oct 12, 2017","Oct 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Όταν άρχισε να το πρωτοδιαβάζει ένας φίλος, λίγες μέρες πριν το πάρω κι εγώ στα χέρια μου, μού είπε: «Αυτός δεν είναι Οικονόμου. Φίλε, δεν ξέρω αν θα Όταν άρχισε να το πρωτοδιαβάζει ένας φίλος, λίγες μέρες πριν το πάρω κι εγώ στα χέρια μου, μού είπε: «Αυτός δεν είναι Οικονόμου. Φίλε, δεν ξέρω αν θα σε αρέσει, ειδικά εσένα». Διαβάζοντας και σχετικά δημοσιεύματα για την έκδοση του βιβλίου, η (μερική) απομάκρυνση του συγγραφέα από τον ρεαλισμό των προηγούμενων δύο συλλογών του και η στροφή του προς κάτι περισσότερο... χμ... πώς να το πω; μεταφυσικό; φανταστικό; με είχε προδιαθέσει αρνητικά. Ωστόσο στον συγκεκριμένο συγγραφέα ήμουν αποφασισμένος να δώσω περισσότερες από μία ευκαιρίες. Η πρώτη πρόταση του πρώτου διηγήματος (πάντα σημαντική η πρώτη εντύπωση) εξαιρετική. Οι πρώτες σελίδες του πρώτου διηγήματος, εξαιρετικές. Διαφορετικές μεν, εξαιρετικές δε. Η τελική γεύση από το πρώτο διήγημα μέτρια όμως. Οπως και η γενικότερη αίσθηση από το πρώτο ένα τρίτο της συλλογής. Ήταν φανερό πως όσο περισσότερο επέτρεπε ο συγγραφέας στον ρεαλισμό να παρεισφρήσει στα διηγήματά του, τόσο περισσότερο με άρεζαν. Οσο ξέφευγε προς ένα φανταστικο - μεταφυσικό στιλ, ένιωθα αμήχανα. Οταν δε διαπίστωσα και κάποια δείγματα συναισθηματικού εκβιασμού και απλοϊκών συμβολισμών (ευτυχώς σε ένα ή δύο μόνο από τα 12 διηγήματα) εκνευρίστηκα. Εντούτοις, από τη μέση και μετά τα διηγήματα ήταν όλο και καλύτερα. Υπήρχαν μερικές αστοχίες, αλλά οχι αρκετές ώστε να επαληθευτούν οι φόβοι μου. Ευτυχώς, εντέλει, ακόμη κι ένας άλλος Οικονόμου μού αρέσει.Θυμάμαι παλιότερα, σε κάποιες δισκοκριτικές, υπήρχε η τάση να βαθμολογείται ξεχωριστά κάθε τραγούδι ώστε να βγει ένας μέσος όρος ως βαθμολογία του δίσκου. Μπήκα στον πειρασμό να κάνω το ίδιο και για τη συλλογή διηγημάτων του Οικονόμου. Δεν το έκανα, γιατί κάποια (όχι πολλά, ένα ή δύο) διηγήματα δεν μου άρεσαν καθόλου, ενώ κάποια άλλα (όχι πολλά, ένα ή δύο) τα βρήκα μέτρια και αν έβγαζα μέσο όρο, η βαθμολόγηση θα ήταν και μπακαλίστικη αλλά και μη ενδεικτική του τελικού ενθουσιασμού που με διακατέχει αυτή τη στιγμή, που μόλις ολοκλήρωσα την ανάγνωση (χώρια που πόσοι έλληνες συγγραφείς γράφουν με αναφορές στους Big Black, τους Smashing Pumpkins και τους Radio Birdman;)Τριάμισι αστεράκια λοιπόν. Το μισό υπέρ του συγγραφέα, γιατί ακόμη και στις (λίγες, πολύ λίγες) κακές του στιγμές με κάνει να τον συμπαθώ (ακόμη) περισσότερο. ...more",Notes are private!,0,9,1,not set,not set,"Oct 26, 2017",,Paperback,view (with text),/book/show/36351820
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Music Works,"Byrne, David*",1936365537,9781936365531,1936365537,345        pp,4.00,"24,933","Sep 02, 2014","Sep 12, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Κατά διαστήματα τρομερά ενδιαφέρουσα αλλά λίγο παραπάνω τεχνοκρατική απ' ό,τι θα ήθελα η ματιά του Ντέιβιντ Μπερν. Οι μουσικές αναμνήσεις του, η βιβλιΚατά διαστήματα τρομερά ενδιαφέρουσα αλλά λίγο παραπάνω τεχνοκρατική απ' ό,τι θα ήθελα η ματιά του Ντέιβιντ Μπερν. Οι μουσικές αναμνήσεις του, η βιβλιογραφία και το επιστημονικό κομμάτι του βιβλίου συναρπάζουν, όπως και οι απόψεις και οι προβληματισμοί που καταθέτει, ασχέτως αν συμφωνεί κανείς μαζί του. Μου φάνηκαν κάπως αδιάφορες οι -αν μη τι άλλο χρήσιμες για κάποιους- αναφορές του στο οικονομικό κομμάτι της μουσικής βιομηχανίας. Αξίζει να διαβαστεί και με το παραπάνω - είναι τέτοιο το θεματικό εύρος του βιβλίου, που σίγουρα κρύβει κάτι συναρπαστικό για τον κάθε μουσικόφιλο. Λίγο-πολύ δηλαδή όπως και η μουσική καριέρα του Μπερν....more",Notes are private!,0,2,1,not set,not set,"Oct 22, 2017",,Hardcover,view (with text),/book/show/13235689-how-music-works
