,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Eddy,"Louis, Édouard",0374266654,9780374266653,0374266654,208        pp,3.92,"28,361","Jan 02, 2014","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. This is quite a book, and very difficult to categorize. Ostensibly a novel, it reads like a memoir and one of the jacket blurbs refers to it as aWow. This is quite a book, and very difficult to categorize. Ostensibly a novel, it reads like a memoir and one of the jacket blurbs refers to it as an “ethnography” and I don’t even know what that is. Perhaps the most outstanding thing is that it was published by a 21 year-old author who manages very well to pin down so much of the nuance of each kind of despair that attaches to one’s self growing up gay in a hostile environment. The prose is not beautiful, nor would you want it to be. Rather it is spare and direct which counterbalances the emotional gravity of the subject matter. One drawback is that even when the writing is intending to give us some insight into other characters, it still is steadfastly focused on the main character. It is only his perspective and only about him. Still, I’m not sure I would have had it any other way. In the end, the real triumph for the character Eddy is seeing his way to his end....more",Notes are private!,0,0,1,"Sep 26, 2018","Sep 29, 2018","Aug 12, 2018",,Hardcover,view (with text),/book/show/31574750-the-end-of-eddy
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary B: An Untold Story of Pride and Prejudice,"Chen, Katherine J.*",0399592237,,B076Z12VYV,338        pp,2.89,"1,760","Jun 24, 2018","Jul 24, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2018","Aug 31, 2018","Aug 10, 2018",,Kindle Edition,view,/book/show/36505861-mary-b
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha Christie,"Thompson, Laura",1681776537,9781681776538,1681776537,544        pp,3.92,"2,508",2007,"Mar 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very sturdy biography. Rich in detail and deep in its analysis. And it stands to reason that the world’s best known mystery writer had a liThis was a very sturdy biography. Rich in detail and deep in its analysis. And it stands to reason that the world’s best known mystery writer had a life that itself involved mystery. Some reasons for things cannot be discovered. The most gratifying thing about biographies is that they put the public caricature of the famous into real world context. The famous in the end, are people - who have lives and to whom things happen - sometimes quite ordinary things. But there were two mysteries in this one that stood out. The first was her disappearance in 1926. I found the description of it in the book to almost be distracting - an academic analysis vis a vis those of others - but without being particularly illuminating. Maybe it can’t be. There is too much that is not known. It is impossible to know what went on and what motivated. One can only speculate. The other mystery though for me, was the one that was the most obvious - where did these stories come from? What made a girl like Agatha Miller grow up to be the prolific producer of so many books, such a prodigious output - where did it all come from, and why? ...more",Notes are private!,0,0,1,"Sep 23, 2018","Oct 29, 2018","Aug 10, 2018",,Hardcover,view (with text),/book/show/35407580-agatha-christie
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cloud in the Shape of a Girl,"Thompson, Jean",1501194364,9781501194368,1501194364,336        pp,3.33,"1,118","Oct 23, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2018",,Hardcover,view,/book/show/38532222-a-cloud-in-the-shape-of-a-girl
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trials of Nina McCall: Sex, Surveillance, and the Decades-Long Government Plan to Imprison ""Promiscuous"" Women","Stern, Scott W.",0807042757,9780807042755,0807042757,356        pp,3.79,350,"May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2018",,Hardcover,view,/book/show/36796596-the-trials-of-nina-mccall
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Word is Murder        (Hawthorne & Horowitz, #1)","Horowitz, Anthony*",0062676784,9780062676788,0062676784,400        pp,3.93,"74,637","Aug 24, 2017","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This author has written some fun and creative and fantastic television - Midsomer Murders and the incredible Foyles War which is true TV amazingness. This author has written some fun and creative and fantastic television - Midsomer Murders and the incredible Foyles War which is true TV amazingness. I read his previous book The Magpie Murders and it was good. This time, in The Word is Murder, he did something shocking and which kind of remained shocking throughout the novel. He made himself a character. He was a character in his own mystery. He referred to writing Foyles War and more. I gotta say, this did not work for me. It was a distraction from the novel and really impacted my assessment of the mystery itself. I could not drop the distraction. ...more",Notes are private!,0,0,1,"Jul 21, 2018",Aug 2018,"Aug 01, 2018",,Hardcover,view (with text),/book/show/36204075-the-word-is-murder
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexander Hamilton,"Chernow, Ron",,,,818        pp,4.22,"180,993","Apr 26, 2004","Mar 29, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2005",not set,"Jul 06, 2018",,Paperback,view,/book/show/16130.Alexander_Hamilton
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,530","May 29, 2018","May 29, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I read the first book by David Sedaris, Barrel Fever, I made the mistake of taking it on a flight. I was laughing so hard, I had to put it away. When I read the first book by David Sedaris, Barrel Fever, I made the mistake of taking it on a flight. I was laughing so hard, I had to put it away. To me it was always his funniest book. Over time, his books have become more personal and this one was the most personal yet. But also, the funniest since Barrel Fever. I sat on my front porch and laughed so hard I was afraid of what the neighbors might think. I was feeling a little blue and it was best medicine served up. ...more",Notes are private!,0,0,1,"Jul 07, 2018","Jul 08, 2018","Jul 02, 2018",,Kindle Edition,view (with text),/book/show/38348476-calypso
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clock Dance,"Tyler, Anne*",1784742449,9781784742447,1784742449,292        pp,3.58,"40,456","Jul 10, 2018","Jul 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So here is the thing about Anne Tyler's books. When you pick up a new one and begin reading it, within about 20 pages or so, the characters feel like So here is the thing about Anne Tyler's books. When you pick up a new one and begin reading it, within about 20 pages or so, the characters feel like old friends that you are very fond of and you happen to run into them after not seeing them in a while. The characters are like old shoes you can put on, even though they are new. They are so comfortable. You know them right away. And deeply, because they reflect you so well. That is one of the reasons I have always loved her books, particularly Saint Maybe, which is (maybe) my favorite. Clock Dance was a little more elusive for me in the beginning. This is partially because the main character Willa Drake, is a child when it starts, in her 30s a bit later and the bulk of the action takes place when she is in her 60s which means that the accompanying characters we meet along the way, drop off. Even some of the new ones drop off. But the core of the novel - and the setting - come to life in the special way Anne Tyler has - and in the end, it strikes one of your human chords deep in your own psyche. ...more",Notes are private!,0,0,1,"Aug 05, 2018","Aug 10, 2018","Jul 02, 2018",,Paperback,view (with text),/book/show/36645972-clock-dance
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bettyville: A Memoir,"Hodgman, George",0525427201,9780525427209,0525427201,279        pp,3.74,"8,045","Mar 10, 2015","Mar 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Memoirs are very personal. The author has to lay a lot on the line. Here George Hodgman does that, mostly in ways that are very moving and honest. A gMemoirs are very personal. The author has to lay a lot on the line. Here George Hodgman does that, mostly in ways that are very moving and honest. A gay man who takes care of his mom back in their hometown in Missouri mirrored in the opposite ay my own care-partnering for my mom who I moved to be with me in the last years of her life. But, while presented as a memoir of his care for his mother, this book is really more focused on the author and his quest to grow up. There is nothing like being a care partner for a parent to force your round peg into that square hole. Also, having written a memoir myself that was very linear, I very much appreciate that he was able to skip back and forth in scenes and time to add important dimensions to the writing. That said, there were times when I had a hard time following. But all in all, a tale of caring and vulnerability is told here with humor and charm. We have all been to Bettyville, we have just all taken different routes. ...more",Notes are private!,0,1,1,"Jun 29, 2018","Jul 06, 2018","Jun 29, 2018",,Hardcover,view (with text),/book/show/22571772-bettyville
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Island of the Mad        (Mary Russell and Sherlock Holmes, #15)","King, Laurie R.*",080417797X,,B075PWFVMX,309        pp,4.06,"6,807","Jun 12, 2018","Jun 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 16, 2018not set","Jun 26, 2018not set","Jun 26, 2018",,Kindle Edition,view,/book/show/36296239-island-of-the-mad
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Is for Alibi        (Kinsey Millhone #1),"Grafton, Sue",0312938993,9780312938994,0312938993,308        pp,3.86,"184,393","Apr 15, 1982","Nov 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2018",,Paperback,view,/book/show/64863.A_Is_for_Alibi
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenth Muse: My Life in Food,"Jones, Judith",0307264955,9780307264954,0307264955,304        pp,3.78,"2,706","Oct 23, 2007","Oct 23, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Insects and animals, and some humans, eat only what they find, either by chance, through hunting or waiting in a car till someone hands you a bag and Insects and animals, and some humans, eat only what they find, either by chance, through hunting or waiting in a car till someone hands you a bag and you eat what is inside of it. But there is a distinct race of humans who prepare their food - who engage in a ritual that pays homage not only to the earth from which it came, but to those (including one’s self) who will consume it. The preparation of food is a prayer of thanks for this life. If you can embrace that, you will enjoy this book which is a memoir of the palate. But also an interesting life - someone who as an editor brought us not only Julia Child’s Mastering the Art of French Cooking, but also Diary of Anne Frank. Whip up a pleasant something and sit back with a good glass of wine and enjoy this book and this life. ...more",Notes are private!,0,0,1,"Jun 02, 2018","Jun 07, 2018","Jun 03, 2018",,Hardcover,view (with text),/book/show/842989.The_Tenth_Muse
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broadway: A History of New York City in Thirteen Miles,"Leadon, Fran",039324010X,9780393240108,039324010X,512        pp,4.00,368,"Apr 17, 2018","Apr 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a great idea and what a delightful book! Following the history of New York mile by mile up Broadway, a street that is at least 400 years old. My What a great idea and what a delightful book! Following the history of New York mile by mile up Broadway, a street that is at least 400 years old. My very first day living in New York, I walked from 81st and Broadway all the way to South Ferry at the tip of Manhattan. This book begins the opposite way and works its way up to the Bronx. Divided into sections for each mile, and each section with several chapters, you cover a tremendous amount of history, almost all of it fascinating. And you get a sense of the living city, changing and changing and constantly reinventing itself, just like the people who came to live there. A wonderful read. ...more",Notes are private!,0,1,1,"May 20, 2018","Jun 03, 2018","May 06, 2018",,Hardcover,view (with text),/book/show/35167676-broadway
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Varina,"Frazier, Charles",0062406000,9780062406002,,298        pp,3.66,"13,386","Apr 03, 2018","Apr 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the heels of having read and become familiar with Varina Davis, wife of Jefferson Davis, for the first time while reading Chernow’s Ulysses, I pickOn the heels of having read and become familiar with Varina Davis, wife of Jefferson Davis, for the first time while reading Chernow’s Ulysses, I picked up this novel by the author of Cold Mountain, about Varina Davis. And starting it, I had a hard time warming up to it for several reasons, not the least of which was feelings about the Confederacy. The novel is highly structured, set in the course of 7 weeks in which someone from her past, a child she began to raise who was of mixed race, meets up with her near the end of her life in New York. They meet each Sunday and then there are flashback memories discussed in the course of each. It is a fascinating journey told by a character who is portrayed as having little sympathy with the events that shaped her life, but being carried along by them, beginning with marrying a man at 17 who was almost as old as her own mother. The character as drawn by the author grows significantly in each of the memories portrayed in the book, and her persona is quite divorced from the politics of the time, which I did have to question somewhat. However, in fact, she and the wife of Ulysses Grant did become friends after the war and even vacationed together. That gives you some illumination into how fascinating of a life this was and even though not a biography, sticks very close to factual timelines and events. Like Cold Mountain I was at first put off by an almost claustrophobic feeling that the strong character and characterizations lay down on you when reading, but either the novel stopped doing that, or I got used to it. A very nice novel. ...more",Notes are private!,0,1,1,"Jun 07, 2018","Jun 14, 2018","May 06, 2018",,ebook,view (with text),/book/show/35068510-varina
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Team of Rivals: The Political Genius of Abraham Lincoln,"Goodwin, Doris Kearns",,,0743270754,916        pp,4.28,"186,415","Oct 25, 2005","Sep 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2018",,Paperback,view,/book/show/2199.Team_of_Rivals
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt: A World History,"Kurlansky, Mark",0142001619,9780142001615,0142001619,484        pp,3.75,"71,473","Jan 31, 2002","Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 05, 2018",,Paperback,view,/book/show/2715.Salt
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in the Garden of Good and Evil,"Berendt, John",,,B003JMFKVK,402        pp,3.92,"270,284","Jan 13, 1994","May 12, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 28, 2018",,Kindle Edition,view,/book/show/11539004-midnight-in-the-garden-of-good-and-evil
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Throne of Caesar        (Roma Sub Rosa, #13)","Saylor, Steven",1250087120,9781250087126,1250087120,400        pp,4.14,"1,056","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I actually do not care for the Romans. The barbarism is just too much for me. But I have read every one of Steven Saylor’s Roma Sub Rosa series and enI actually do not care for the Romans. The barbarism is just too much for me. But I have read every one of Steven Saylor’s Roma Sub Rosa series and enjoyed everyone of them immensely and this was no exception. The series centers on Gordianus the Finder who is a young man in the first book, and who now has aged to 66. He has had a remarkable life and has met everyone in Rome worth meeting. The latest installment has worked its way up to the murder of Caesar. The novels are always well written and Gordianus is a compelling and charming character - and one suspects the same of Steven Saylor. A very good read, even if you have to put up with the brutishness of the Romans. ...more",Notes are private!,0,0,1,"Apr 28, 2018","May 05, 2018","Apr 20, 2018",,Hardcover,view (with text),/book/show/34953088-the-throne-of-caesar
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Temptation of Forgiveness        (Commissario Brunetti, #27)","Leon, Donna",0802127754,9780802127754,0802127754,272        pp,3.92,"8,575","Mar 20, 2018","Mar 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read all 27 of the Guido Brunetti mysteries. Because I visited Venice several times and always loved it, especially in the autumn, I gravitatedI have read all 27 of the Guido Brunetti mysteries. Because I visited Venice several times and always loved it, especially in the autumn, I gravitated to this series. And even though the author does not offer vivid descriptions of the city one still gets a very strong dose of Venice in reading them. As mysteries go, they are not fast paced nor evocative with suspense. The reason to keep coming back is Brunetti himself, he is someone one would very much like to have in one’s life. And in fact all of the characters leave a vivid impression, but it is the decency and reflections of Brunetti in the face of circumstances over which he has no control and which are often the result of monumental human failure, that is the guiding light that brings me back again and again. ...more",Notes are private!,0,0,2,"Apr 20, 2018not set","Apr 28, 2018not set","Apr 01, 2018",,Hardcover,view (with text),/book/show/35576032-the-temptation-of-forgiveness
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Adams,"McCullough, David",0743223136,9780743223133,0743223136,751        pp,4.07,"361,258","May 01, 2001","May 22, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 01, 2018",,Paperback,view,/book/show/2203.John_Adams
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me by Your Name        (Call Me by Your Name, #1)","Aciman, André*",,,B0937DJP59,18        pp,4.11,"493,039","Jan 23, 2007","Jan 22, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before seeing the film which has gotten so much acclaim, I wanted to read the book. At first, I was engrossed as it begins deep in the memory of the mBefore seeing the film which has gotten so much acclaim, I wanted to read the book. At first, I was engrossed as it begins deep in the memory of the main character and narrator, reliving his first moments encountering someone he would come to deeply love. My first problem with the book is that is where you stayed, and it became highly claustrophobic. You never left his immediate observations/memories of his feelings, his wants, his desires. You never got anything external facing. Set in Italy, there was not much outward observation - nothing of the house, the scenery, the food. I mean it is Italy. But actually there was not much description about other people, even the object of his affection. It was all centered on his feelings at any given moment, which leads to the second problem I had with it which was the fickle nature of the main character. He certainly is obsessed to a degree about the person he loves, but in the very next moment, he is fixated on someone else, and then back to his lover. Granted with respect to both of these issues, we are looking at the world through the eyes of a 17 year old - often an age when one is self absorbed and fickle. That makes it accurate I guess, but it does not make it particularly interesting. All that said, there are some lovely bits of writing and perspective....more",Notes are private!,0,0,2,"Mar 25, 2018not set","Apr 02, 2018not set","Feb 19, 2018",,Kindle Edition,view (with text),/book/show/10706388-call-me-by-your-name
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am, I Am, I Am: Seventeen Brushes with Death","O'Farrell, Maggie*",0525520228,9780525520221,0525520228,304        pp,3.99,"43,217","Aug 02, 2017","Aug 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very clever idea from a talented writer - 17 near-death experiences from her lifetime (not always her’s). Near-death not in the sense of seThis was a very clever idea from a talented writer - 17 near-death experiences from her lifetime (not always her’s). Near-death not in the sense of seeing the white light near death, but rather those close calls we have all had at various times in our lives. Either something by accident, or something we did that was rather not well-thought out and had consequences or something in between. Some of the stories stand up better than others, and I thought the weakest was the first and the strongest was last. Anyway, one of those books that is not only well-written, but one that makes you stop and think about your life and appreciate new things in it. ...more",Notes are private!,0,0,1,"Apr 05, 2018","Apr 14, 2018","Feb 19, 2018",,Hardcover,view (with text),/book/show/35137915-i-am-i-am-i-am
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mayflower: A Story of Courage, Community, and War","Philbrick, Nathaniel*",0670037605,9780670037605,0670037605,461        pp,3.88,"43,608","May 09, 2006","May 09, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So I was not very well grounded in this story, other than the one from grade school. And wow. A story of people who made a lot of bad decisions - a loSo I was not very well grounded in this story, other than the one from grade school. And wow. A story of people who made a lot of bad decisions - a lot - and who for all their piety, were also not very nice. Anyway, a nicely written history, though I wish it had dealt a little more with the voyage. Also I would have been interested in some more insights for the motives of some of these folks, though granted psychology is elusive after the passage of 400 years. ...more",Notes are private!,0,0,1,"Dec 18, 2020","Dec 21, 2020","Feb 13, 2018",,Hardcover,view (with text),/book/show/4820.Mayflower
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oyster: A Gastronomic History,"Smith, Drew",141971922X,9781419719226,141971922X,256        pp,3.96,56,"Oct 06, 2015","Oct 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was not sure how I would feel reading another oyster book after reading The Big Oyster by Mark Kurlansky many years ago and which I enjoyed immenselI was not sure how I would feel reading another oyster book after reading The Big Oyster by Mark Kurlansky many years ago and which I enjoyed immensely. But this was a delight. It is a varied book, with beautiful photography and includes multiple recipes. Providing not only a history of the oyster across geographies, you get a good deal of insight into the science and the very nature and character of oysters (some can live to be 100 - they can also change genders - more than once). As someone who consumes approximately 500 oysters a year, I found that I was nearly on par with the average consumption of a New Yorker at the turn of the 20th Century. Highly recommended to those who love to eat oysters and those who enjoy cooking them. ...more",Notes are private!,0,0,1,"Feb 03, 2018","May 12, 2018","Feb 03, 2018",,Hardcover,view (with text),/book/show/25404205-oyster
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astrophysics for People in a Hurry,"Tyson, Neil deGrasse *",0393609391,9780393609394,0393609391,223        pp,4.08,"179,176","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, I’m glad it wasn’t called Astrophysics for Dummies, because even though it is engagingly written and clearly translating complex notions to the Well, I’m glad it wasn’t called Astrophysics for Dummies, because even though it is engagingly written and clearly translating complex notions to the more pedestrian side of things, there were a lot of things I did not understand. That said, it is a very entertaining guide to astrophysics through the perspective of a charming and affable person who does understand all of these things and can explain them well and even make you laugh out loud. It also is unexpectedly moral and sane. I am glad to have read it and it was expansive to the mind. Perhaps now I will get through another book I’ve tried, but failed, so that I can finally understand string theory. ...more",Notes are private!,0,0,1,"Jan 30, 2018","Feb 03, 2018","Jan 30, 2018",,Hardcover,view (with text),/book/show/32191710-astrophysics-for-people-in-a-hurry
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River of Consciousness,"Sacks, Oliver",0385352565,9780385352567,0385352565,256        pp,3.95,"6,080",Oct 2017,"Oct 24, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I have greatly enjoyed most of the books by Oliver Sacks that I have read, and there are quite a few, this one did not quite feel like him, but While I have greatly enjoyed most of the books by Oliver Sacks that I have read, and there are quite a few, this one did not quite feel like him, but had only elements of Sacks. That could be because it was outlined by him two weeks before his death. It is comprised of several essays that varied for me in terms of holding my interest. I enjoyed the Mental Life of Plants and Worms, but not so much on Freud as the Neurologist (which I didn’t know). It is not a bad read, but it lacked the essence of Oliver in some critical fashion. Still, worth a read and it does not tax one from a time perspective. ...more",Notes are private!,0,0,1,"May 06, 2018","May 20, 2018","Jan 09, 2018",,Hardcover,view (with text),/book/show/34128230-the-river-of-consciousness
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night in Twisted River,"Irving, John*",1400063841,9781400063840,1400063841,554        pp,3.78,"26,879",2009,"Oct 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2018",,Hardcover,view,/book/show/6323821-last-night-in-twisted-river
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel New Hampshire,"Irving, John*",0552992097,9780552992091,0552992097,520        pp,3.93,"65,613",1981,"Jan 06, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2018",,Paperback,view,/book/show/11768.The_Hotel_New_Hampshire
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cider House Rules,"Irving, John*",0786226749,9780786226740,0786226749,"1,064        pp",4.16,"185,195","May 10, 1985","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2018",,Hardcover,view,/book/show/4687.The_Cider_House_Rules
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",0552135399,9780552135399,0552135399,637        pp,4.24,"320,912","Mar 28, 1989",1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2018",,Paperback,view,/book/show/4473.A_Prayer_for_Owen_Meany
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,167","Jul 26, 2011","Jul 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I began last year reading A Gentleman in Moscow - certainly one of the best books of the year. So it was fitting to begin 2018 by reading Amor Towles I began last year reading A Gentleman in Moscow - certainly one of the best books of the year. So it was fitting to begin 2018 by reading Amor Towles first book, Rules of Civility. You will do yourself a great favor in following suit. This is just a very fine writer and there are passages that you want to read over and over, but more than that, the observations of life are so apt and so well put, you can’t help but to sigh. When you read his writing, it makes you want to work yourself to be a better writer. Rules of Civility takes place primarily in the 1930s in New York and evokes Manhattan in a way that makes you feel you lived through it. I cannot wait for another book from Amor Towles....more",Notes are private!,0,0,2,"Jan 09, 2018not set","Jan 27, 2018not set","Jan 09, 2018",,Hardcover,view (with text),/book/show/10054335-rules-of-civility
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody's Fool        (Sully #2),"Russo, Richard*",0307270645,9780307270641,0307270645,477        pp,4.11,"16,041","May 03, 2016","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was going to wait a bit after reading Nobody’s Fool but wanted a good read that I knew would be enjoyable and so followed up with Everybody’s Fool. I was going to wait a bit after reading Nobody’s Fool but wanted a good read that I knew would be enjoyable and so followed up with Everybody’s Fool. The second installment, which stands on its own and does not have the first for required reading, but I would recommend it highly, has many of the same characters and is in the same setting, though a decade has passed. Some people have passed on, others got older, children grew up. Characters who were minor in the first book take on larger roles in the second while some of the major characters of the first recede. As with all Russo books, the characters are not only strong, but reverberate with you after you close the book - a trait like that of Anne Tyler - in terms of our getting to know people so intimately. The second book is a faster read than was Nobody’s Fool, and almost as enjoyable though it seems to jump the shark at times. Read both books, you won’t regret it. ...more",Notes are private!,0,0,1,"Dec 12, 2017","Jan 07, 2018","Dec 10, 2017",,Hardcover,view (with text),/book/show/27068575-everybody-s-fool
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyday Life in Early America,"Hawke, David Freeman",0060158565,9780060158569,0060158565,192        pp,3.73,486,"Jan 25, 1988","Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2017",,Hardcover,view,/book/show/2240577.Everyday_Life_in_Early_America
