,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ed's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century","Johnson, Kirk W.*",1101981636,9781101981634,1101981636,336        pp,4.01,"29,141","Apr 24, 2018","Apr 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This entertaining nonfiction employs an unusual premise: the fanatics who tie their own elaborate flies to fish for trout and salmon. They use the feaThis entertaining nonfiction employs an unusual premise: the fanatics who tie their own elaborate flies to fish for trout and salmon. They use the feathers of rare or endangered birds and don't care what unscrupulous means are used to obtain their materials. One Edwin Rist, an American flute player, ripped off 300 such birds from a sleepy British museum. The author pursues him to find and return the purloined birds with mixed results. Rist comes off as a heel, where thievery is thievery, no matter what is stolen, even musty, old feathers. Lots of history and background are provided on tying flies, many of which are never used and are revered as art objects. I can't imagine obsessing over bird feathers as these men do. So, I learned something new, and I sided with the museum and preservationists. ...more",Notes are private!,0,9,2,"Aug 28, 2021not set","Sep 02, 2021not set","Aug 28, 2021",,Paperback,view (with text),/book/show/44153387-the-feather-thief
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cut Me In,"Collins, Hunt",,,,237        pp,3.56,395,1954,Jan 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cut Me In is a likable, briskly paced pulp crime novel first published in 1954 by Ed McBain writing under the pseudonym Hunt Collins. I enjoy reading Cut Me In is a likable, briskly paced pulp crime novel first published in 1954 by Ed McBain writing under the pseudonym Hunt Collins. I enjoy reading McBain's stylish, muscular prose style here and in his better-known 87th Precinct cop novel series. The literary agent protagonist finds himself involved in a series of murders that rock his world as he tries to close a big business deal. The serviceable mystery plot is okay, but the 1950s ""pulp"" atmosphere is what draws my largest interest. ...more",Notes are private!,0,5,1,"Aug 14, 2021","Aug 28, 2021","Aug 14, 2021",,Paperback,view (with text),/book/show/24872994-cut-me-in
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Later,"King, Stephen*",,,B08F4GYM8W,248        pp,3.98,"125,862","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For the most part, I enjoyed reading this sturdy Stephen King ""horror story"" published by Hard Case Crime. I don't read as much horror as I did a few For the most part, I enjoyed reading this sturdy Stephen King ""horror story"" published by Hard Case Crime. I don't read as much horror as I did a few years ago. At any rate, I liked how Mr. King narrated his tale through the eyes of a teenage boy who has the unique talent to see dead people. He can also converse with them. This gets him into trouble with the unscrupulous adults who seek to exploit his talent for their illicit gains. The teenage boy thinks and speaks as I would expect him to do. His mother is an NYC literary agent, which is off the beaten path as far as characters go. A few humorous lines are used, and a neat twist is dropped in at the ending. The title isn't what HHC is best known for, but who's going to pass up the chance to publish Stephen King? ...more",Notes are private!,0,17,1,"Aug 02, 2021","Aug 20, 2021","Aug 02, 2021",,Kindle Edition,view (with text),/book/show/54798175-later
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland: The True Tale of America's Opiate Epidemic,"Quinones, Sam*",1620402505,9781620402504,1620402505,384        pp,4.23,"29,634","Apr 15, 2015","Apr 21, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This wide-ranging, insightful story of America's opiate crisis makes for painful and sad reading. The author keeps things moving while presenting the This wide-ranging, insightful story of America's opiate crisis makes for painful and sad reading. The author keeps things moving while presenting the sobering facts. One thing that struck me is the mistaken belief some parents had that a 30-day therapy/detox would ""fix"" their kids' addictions. It's a lifetime struggle. I'm sure many families, including my own, have been touched by the scourge of heroin and opiate pills like OxyContin. Big pharma comes off looking really bad in their crass pursuit of the Almighty Dollar. The author has an engaging narrative style I found easy to follow. If you want to know more about what happened, this book might be the right one for you. ...more",Notes are private!,0,15,1,"Jul 16, 2021",Aug 2021,"Jul 16, 2021",,Hardcover,view (with text),/book/show/22529381-dreamland
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Big Noise        (P.I. Frank Johnson #6),"Lynskey, Ed*",,,,unknown,3.50,2,"Mar 17, 2014","Jun 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 13, 2021",,,view,/book/show/22389142-after-the-big-noise
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on a Girls' Night Out        (Southern Sisters, #1)","George, Anne",0380780860,9780380780860,0380780860,244        pp,4.04,"7,042","Feb 01, 1996","Jan 09, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've enjoyed reading Anne George's mysteries for a number of years (of course I read them out of order). This debut series title was no different. TheI've enjoyed reading Anne George's mysteries for a number of years (of course I read them out of order). This debut series title was no different. The sleuthing sisters are likeable, funny, and smart characters I'm drawn to. The Birmingham, AL, setting only adds to their appeal. Their very different personalities remind us of the people we have met or known in our own lives. The mystery plot becomes secondary to the lively characters. The prose style is easy to follow while remaining distinctive. If you like cozy mysteries taking place in the South, this series just might be the right one for you. ...more",Notes are private!,0,18,1,"Jul 12, 2021","Aug 12, 2021","Jul 12, 2021",,Mass Market Paperback,view (with text),/book/show/171349.Murder_on_a_Girls_Night_Out
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fuzz        (87th Precinct, #22)","McBain, Ed",0446609714,9780446609715,0446609714,288        pp,3.90,"2,428",1968,"Dec 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was good to return to the 87th Precinct and the cops who work there. I haven't read an Ed McBain police novel in a good while. I like to return to It was good to return to the 87th Precinct and the cops who work there. I haven't read an Ed McBain police novel in a good while. I like to return to the old series I've enjoyed reading over the years. Fuzz is a solid entry in the series. There's much to admire. I like how McBain uses the cold weather in his narrative. In every scene, the wintry temperatures are found. Reading it in July is a good way to stay cool. The different subplots are tied together at the end with neat precision. The humor is dry and sarcastic as you'd expect in a police station. The painters hired to put a fresh coat on the walls are a riot. I hope I can return again to the 87th Precinct in the near future. ...more",Notes are private!,0,9,1,Jul 2021,"Jul 15, 2021","Jul 01, 2021",,Paperback,view (with text),/book/show/442793.Fuzz
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Lovegood Girls,"Godwin, Gail",1632868229,9781632868220,1632868229,339        pp,3.52,"1,369","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This saga of two women friends is engaging while a bit melodramatic and mawkish. However, those qualities are good things since I enjoyed reading it. This saga of two women friends is engaging while a bit melodramatic and mawkish. However, those qualities are good things since I enjoyed reading it. I went to a wonderful Gail Godwin reading back in the day when both of us were younger. This novel hangs its plot on the central theme of the ladies' writings and published novels. Some readers have commented on finding it a turnoff, but as a novelist, I liked it just fine. Their lifelong friendship evolves from their being college dorm mates through the years as each faces their travails with grace and resilience. Some of the prose is quite stunning. All in all, a satisfying read. ...more",Notes are private!,0,4,1,"Jun 15, 2021","Jun 30, 2021","Jun 15, 2021",,Hardcover,view (with text),/book/show/51079710-old-lovegood-girls
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,121","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This literary thriller (it's the best label I can give it) was a real pleasure to read. The characters are unusual (especially the blind girl), and thThis literary thriller (it's the best label I can give it) was a real pleasure to read. The characters are unusual (especially the blind girl), and the World War Two setting appealed to me. Lots of quotes are pulled from Jules Verne's science fiction novels. There is a magical totem people are desperate to steal and possess. The short chapters, of course, are an old writers' trick used to build the pace and maintain the suspense. I liked the ending where the author wraps up the narrative. The violence is there, but I don't recall any grisly or shocking scenes. All in all, I would recommend it. ...more",Notes are private!,0,23,1,"Jun 05, 2021","Jun 15, 2021","Jun 05, 2021",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quetzal Motel,"Lynskey, Ed*",,,B00N70QRRU,215        pp,5.00,1,"Nov 01, 2012","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2021,"May 29, 2021",,Kindle Edition,view,/book/show/16136823-the-quetzal-motel
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Lord Bird,"McBride, James*",1594486344,9781594486340,1594486344,417        pp,3.93,"33,439",2013,"Aug 20, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This entertaining, rousing historical fiction is narrated by a young black male who falls in with John Brown, the white religious fanatic who tried toThis entertaining, rousing historical fiction is narrated by a young black male who falls in with John Brown, the white religious fanatic who tried to free the enslaved people in 1860. I liked the narrator's voice. Lots of humor. I learned a lot of things about John Brown and his valiant though doomed campaign. Or was it so doomed? Recommended. ...more",Notes are private!,0,10,1,"May 12, 2021","Jun 02, 2021","May 12, 2021",,Hardcover,view (with text),/book/show/16171272-the-good-lord-bird
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,941","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had low expectations before I read The Library Book. I love to use public libraries, but I couldn't imagine writing an entire book about them. HowevI had low expectations before I read The Library Book. I love to use public libraries, but I couldn't imagine writing an entire book about them. However, I was pleasantly surprised. The author's lucid prose style appealed to me, making it easier to read the nonfiction book. Much of the narrative concerns the large and devastating LA Public Library fire in 1986. I don't remember hearing about it in the news. Well, now I'm all caught up on it. The author discusses other library-related themes of interest. I learned how Overdrive works, for instance. If you like books, reading, and libraries, this read might be a good one for you to try. I'm happy I took the time to enjoy it. ...more",Notes are private!,0,28,1,"May 03, 2021","May 12, 2021","May 03, 2021",,Hardcover,view (with text),/book/show/39507318-the-library-book
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sting Like a Bee: Muhammad Ali vs. the United States of America, 1966-1971","Montville, Leigh",0385536054,9780385536059,0385536054,368        pp,3.81,167,"May 16, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a breezy, insightful account of Muhammad Ali's troubles with the draft board. I learned a lot about what happened and why it did. I was young This is a breezy, insightful account of Muhammad Ali's troubles with the draft board. I learned a lot about what happened and why it did. I was young when it happened and didn't follow it that much. ...more",Notes are private!,0,9,1,"Apr 18, 2021",May 2021,"Apr 18, 2021",,Hardcover,view (with text),/book/show/32336168-sting-like-a-bee
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,643","Apr 25, 2019","Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My reading pace has slowed down a bit due to my writing projects. I was able to complete this translation of a Swedish novel about a would-be bank robMy reading pace has slowed down a bit due to my writing projects. I was able to complete this translation of a Swedish novel about a would-be bank robber and a most unusual hostage situation. It took awhile to grow on me, but I ended up enjoying the read. I don't want to give away any of the plot twists. Clever, inventive, and at times whimsical, Anxious People is more about people than it is crime. Most of the characters come off looking sympathetic, the cops and the robber. ...more",Notes are private!,0,20,1,"Mar 24, 2021","Apr 16, 2021","Mar 24, 2021",,Hardcover,view (with text),/book/show/49127718-anxious-people
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Water for Chocolate,"Esquivel, Laura",,,,222        pp,3.95,"366,769",1989,"Sep 16, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of tasty recipes and dinners. Interesting story of a family with its share of conflicts. Not my usual cup of tea, but enjoyable read, neverthelesLots of tasty recipes and dinners. Interesting story of a family with its share of conflicts. Not my usual cup of tea, but enjoyable read, nevertheless. ...more",Notes are private!,0,5,1,"Mar 16, 2021","Mar 24, 2021","Mar 16, 2021",,Paperback,view (with text),/book/show/6952.Like_Water_for_Chocolate
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Dye For        (An Isabel and Alma Trumbo Cozy Mystery Book 11),"Lynskey, Ed*",,,B08YNZL841,unknown,4.17,6,unknown,"Mar 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jan 2021,"Mar 13, 2021",,Kindle Edition,view,/book/show/57392884-to-dye-for
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Done Sign My Name: A True Story,"Tyson, Timothy B.",1400083117,9781400083114,1400083117,355        pp,4.18,"3,636",2004,"May 03, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This history on race relations is told from the perspective of a white historian who grew up in Oxford, North Carolina during the 1970s. An African AmThis history on race relations is told from the perspective of a white historian who grew up in Oxford, North Carolina during the 1970s. An African American male killed by a white man touched off the riots and unrest. He discusses the race issues in the next decade after the civil-rights era of the 1960s. I learned some new things. The writing is vibrant and vivid for a history book. It may've been a bit long. ...more",Notes are private!,0,4,1,"Mar 05, 2021","Mar 14, 2021","Mar 05, 2021",,Paperback,view (with text),/book/show/2521.Blood_Done_Sign_My_Name
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Locking Up Our Own: Crime and Punishment in Black America,"Forman Jr., James*",,,B01M1JHFJA,322        pp,4.37,"4,213","Apr 18, 2017","Apr 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I learned some new things. The author is a public defender working in Washington D.C. He discusses how black cops have come to arresting black youths I learned some new things. The author is a public defender working in Washington D.C. He discusses how black cops have come to arresting black youths there. It's complicated. The crack epidemic and its violence in the 1980s has something to do with it. He talks about the easy availability of firearms and the thriving illegal drug market. I remember many of the names from the news since I live near D.C. Well worth the read to better understand the whole picture which was my goal. ...more,Notes are private!,0,7,1,"Feb 10, 2021","Feb 23, 2021","Feb 10, 2021",,Kindle Edition,view (with text),/book/show/34846249-locking-up-our-own
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deep Blue Good-By        (Travis McGee, #1)","MacDonald, John D.",0449223833,9780449223833,0449223833,310        pp,3.91,"17,934",1964,"May 31, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read my first Travis McGee title, Girl in the Plain-Brown Wrapper, probably 50 years ago. This one is the first book in JDM's celebrated and popularI read my first Travis McGee title, Girl in the Plain-Brown Wrapper, probably 50 years ago. This one is the first book in JDM's celebrated and popular series. The plot moves right along, and the action sequences are nicely paced. JDM's prose is superb, as it usually is. Some of the later Travis McGee books feature him moralizing and philosophizing, which I think date the books. I'm more interested in reading about the characters and plots. Anyway, JDM keeps it at a minimum in this novel. Maybe I'll venture further into the early titles. At any rate, I'm a bigger fan of his stand-alone novels. ...more",Notes are private!,0,9,1,"Feb 02, 2021","Feb 09, 2021","Feb 02, 2021",,Paperback,view (with text),/book/show/269362.The_Deep_Blue_Good_By
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln's Last Trial: The Murder Case That Propelled Him to the Presidency,"Abrams, Dan",1335424695,9781335424693,1335424695,320        pp,3.87,"5,113","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like to read material on Lincoln. So, this history was right up my alley. It's strange to imagine Lincoln as the Perry Mason of his time and acceptiI like to read material on Lincoln. So, this history was right up my alley. It's strange to imagine Lincoln as the Perry Mason of his time and accepting a murder case. Much of the testimony was recorded by a courtroom stenographer, an emerging feature of trials. Of course Lincoln would go on to much bigger and better things. While he's a fascinating personality, some of the dry courtroom proceedings didn't hold my attention as much. Overall, however, I enjoyed reading this book. ...more",Notes are private!,0,7,1,"Jan 22, 2021","Feb 02, 2021","Jan 22, 2021",,Hardcover,view (with text),/book/show/36743867-lincoln-s-last-trial
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Judas Goat        (Spenser, #5)","Parker, Robert B.",0440141966,9780440141969,0440141966,208        pp,4.08,"10,123",1978,"Jun 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every now and then, I like to dip into the hardboiled private detective genre for my reading material. Robert B. Parker's PI Spenser series is one of Every now and then, I like to dip into the hardboiled private detective genre for my reading material. Robert B. Parker's PI Spenser series is one of the classics. I found this title entertaining and fun with a few surprising plot twists. Spenser and his sidekick Hawk don't shy away from violence. His girlfriend Susan Silverman is somehow very understanding of his unsettling profession. The literary and pop culture references sprinkled into the prose are distracting. If you don't get it, you can keep on reading. Some of the prose is transcendent in the literary sense. I hope I can return to revisit Spenser in the near future. ...more",Notes are private!,0,13,1,"Jan 18, 2021","Jan 22, 2021","Jan 18, 2021",,Mass Market Paperback,view (with text),/book/show/69629.The_Judas_Goat
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All The Young Men,"Burks, Ruth Coker",0802157246,9780802157249,0802157246,304        pp,4.49,"7,461","Dec 01, 2020","Dec 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a top-notch feel-good read about one of the early champions for HIV/AIDS patients living in small-town Arkansas. Her tenacity, resourcefulnessThis is a top-notch feel-good read about one of the early champions for HIV/AIDS patients living in small-town Arkansas. Her tenacity, resourcefulness, and compassion left me amazed. She has a lot of personality and laugh-out-loud sense of humor. She affectionately calls her patients ""her guys."" Since she's not a nurse or health-care professional, she makes friends with many of them and grieves over their deaths. She deserves a Presidential Medal of Freedom. ...more",Notes are private!,0,13,1,"Jan 12, 2021","Jan 17, 2021","Jan 12, 2021",,Hardcover,view (with text),/book/show/52580373-all-the-young-men
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Promised Land,"Obama, Barack*",,,B08GJZFBYV,768        pp,4.34,"227,431","Nov 17, 2020","Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This memoir is a long one, clocking in at 700 pages. The dramatic narrative moves right along, however. I didn't find the government policy discussionThis memoir is a long one, clocking in at 700 pages. The dramatic narrative moves right along, however. I didn't find the government policy discussions as interesting as his talking about his family and career. The prose is accessible and easy to follow. It pairs nicely with Michelle's memoir from last year. There are some funny laugh-out-loud anecdotes, especially of him as the father of two high-spirited daughters. Great job! ...more",Notes are private!,0,33,1,"Dec 28, 2020","Jan 12, 2021","Dec 28, 2020",,Kindle Edition,view (with text),/book/show/55361205-a-promised-land
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light of the World,"Alexander, Elizabeth",1455599875,9781455599875,1455599875,209        pp,4.10,"9,732","Apr 14, 2015","Apr 21, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elizabeth Alexander, a well-known African American poet, writes about her grief and coming to grips with her husband's premature death from a heart atElizabeth Alexander, a well-known African American poet, writes about her grief and coming to grips with her husband's premature death from a heart attack. She does it in her own way. Some of her poetic flourishes hit the mark. She manages to find inner peace in her tremendous pain and loss. I liked reading her different type of memoir. ...more",Notes are private!,0,3,1,"Dec 24, 2020",Jan 2021,"Dec 24, 2020",,Hardcover,view (with text),/book/show/22875479-the-light-of-the-world
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memorial Drive: A Daughter's Memoir,"Trethewey, Natasha",006224857X,9780062248572,006224857X,213        pp,4.26,"21,028","Jul 28, 2020","Jul 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This harrowing, haunting account of spousal abuse and murder moves quickly. The transcripts of the recorded phone conversations between the author's mThis harrowing, haunting account of spousal abuse and murder moves quickly. The transcripts of the recorded phone conversations between the author's mother and her violent, unstable, and jealous ex are chilling. The legal system couldn't protect her adequately. I liked the author's grit and candor, but I'm sure it had to be a painful book to write....more",Notes are private!,0,7,1,not set,not set,"Dec 24, 2020",,Hardcover,view (with text),/book/show/48613168-memorial-drive
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deacon King Kong,"McBride, James*",073521672X,9780735216723,073521672X,370        pp,4.17,"68,044","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I saw James McBride recently on TV during the covid-19 quarantine. He discussed his new novel, and I decided to give it a read. Overall, I enjoyed reaI saw James McBride recently on TV during the covid-19 quarantine. He discussed his new novel, and I decided to give it a read. Overall, I enjoyed reading it save for the ending, which I didn't like. However, I can say why without playing spoiler. So, that's enough about that. Anyway, the characters in the black community of New York City are wonderfully portrayed, especially the churchgoing folks. He includes some humor and a mystery, always a bonus. You have to get used to his long sentences and prose style, but it flows once you get reading along. ...more",Notes are private!,0,15,1,"Dec 14, 2020","Dec 24, 2020","Dec 14, 2020",,Hardcover,view (with text),/book/show/51045613-deacon-king-kong
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,112","Feb 02, 2010","Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For some reason, this book slipped by me when it was published. Better late than never, though. What a truly amazing story it is. I learned so much goFor some reason, this book slipped by me when it was published. Better late than never, though. What a truly amazing story it is. I learned so much good stuff about human cells. In this case, the HeLa cells are ""immortal."" The sad part is yet more exploitation of African Americans. The story moves along, and the characters come to life. The author goes to extraordinary lengths to tell the true story of Henrietta Lacks. Recommended. ...more",Notes are private!,0,27,1,"Dec 10, 2020","Dec 14, 2020","Dec 10, 2020",,Hardcover,view (with text),/book/show/6493208-the-immortal-life-of-henrietta-lacks
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pelosi,"Ball, Molly*",,,B07XX2HM1N,369        pp,4.15,"2,798","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This insightful biography is a largely sympathetic telling of Nancy Pelosi's life and politics. The recent events are somewhat repetitive if you folloThis insightful biography is a largely sympathetic telling of Nancy Pelosi's life and politics. The recent events are somewhat repetitive if you follow the news. It moves quickly and the writing is accessible. ...more,Notes are private!,0,8,1,"Dec 02, 2020","Dec 06, 2020","Dec 02, 2020",,Kindle Edition,view (with text),/book/show/50240593-pelosi
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redhead by the Side of the Road,"Tyler, Anne*",0525658416,9780525658412,0525658416,178        pp,3.61,"45,523","Apr 07, 2020","Apr 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoy reading Anne Tyler's witty, stylish character-driven novels, usually set in Baltimore where she lives. This one concerns a 40-something computI enjoy reading Anne Tyler's witty, stylish character-driven novels, usually set in Baltimore where she lives. This one concerns a 40-something computer guru who is going through a mid-life crisis. He's trying to come to grips with his family and latest girlfriend. Her offbeat characters are instantly recognizable. It's like, yeah, I know somebody who acts just like that. I love her eye for detail in her settings. Anyway, whenever I'm stuck for something to read, I can reliably turn to her for a good book. I guess I've read a half-dozen of her titles now. ...more",Notes are private!,0,10,1,"Nov 29, 2020","Dec 02, 2020","Nov 29, 2020",,Hardcover,view (with text),/book/show/46014983-redhead-by-the-side-of-the-road
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simon the Fiddler,"Jiles, Paulette*",006296674X,9780062966742,006296674X,352        pp,3.84,"10,684","Apr 14, 2020","Apr 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This stylish Western is a delightful read. It's set in post-Civil War Texas, primarily around San Antonio. The fiddler protagonist and his love intereThis stylish Western is a delightful read. It's set in post-Civil War Texas, primarily around San Antonio. The fiddler protagonist and his love interest, an Irish girl, only add to the fun. The vivid landscape is admirable. Recommended. ...more",Notes are private!,0,11,1,"Nov 23, 2020","Nov 28, 2020","Nov 23, 2020",,Hardcover,view (with text),/book/show/49610273-simon-the-fiddler
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breaking In: The Rise of Sonia Sotomayor and the Politics of Justice,"Biskupic, Joan",0374535663,9780374535667,0374535663,288        pp,3.67,252,"Oct 07, 2014","Oct 13, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this well-written, well-balanced nonfiction book on Supreme Court Justice Sonia Sotomayor. Actually, the content is just as much aboI enjoyed reading this well-written, well-balanced nonfiction book on Supreme Court Justice Sonia Sotomayor. Actually, the content is just as much about the recent history of the U.S. Supreme Court as it is about her. Lots of familiar political names come and go in the telling. Some of the behind-the-scenes observations are interesting. Many of the important court cases are discussed. How the Presidents, both Democratic and Republican, nominate their Justices is covered. A lot of Sotomayor's biography was already given in her memoir. A nice change of pace in my reading. ...more",Notes are private!,0,6,1,"Nov 21, 2020","Nov 23, 2020","Nov 21, 2020",,Paperback,view (with text),/book/show/23848481-breaking-in
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,098","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a gritty, often brutal story of a boys' reform school in Florida based on a true story. This is a gritty, often brutal story of a boys' reform school in Florida based on a true story. ...more",Notes are private!,0,17,1,"Nov 17, 2020","Nov 19, 2020","Nov 17, 2020",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
