,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Robert's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Message to Garcia Being a Preachment,"Hubbard, Elbert",,,B004UJLABU,17        pp,3.69,"2,761","Feb 22, 1899",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/12391581-a-message-to-garcia-being-a-preachment
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ME: Freaky Frog Princess; YOU: Kissable Curse-Breaker        (Cupid's Companion Finders Book 2),"Tabu, Jorja*",1945913061,9781945913068,B007QY4SCO,24        pp,3.88,8,"Apr 01, 2012","Apr 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/22146135-me
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Male Fantasy,"Philom, Roie",,,B0085XBZI0,18        pp,2.00,1,"May 23, 2012","May 23, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/19412201-a-male-fantasy
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ Q is for Question,"Hadley, J.M.",,,B008AL8GTI,5        pp,3.60,10,"May 29, 2011","Jun 10, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/19090723-magnum-tales-q-is-for-question
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ M is for Maybe,"Hadley, J.M.",,,B0086IWSL2,6        pp,3.07,14,"Apr 25, 2011","May 26, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/18602621-magnum-tales-m-is-for-maybe
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waffle Recipes : The 10 Greatest Waffle Recipes Ever,"Marriot, Alexander",,,B008A6TN4U,21        pp,2.00,1,"Jun 08, 2012","Jun 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 24, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/20798807-waffle-recipes
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TAKEN ON THE HIGHWAY: Double Penetration by the Boys in Blue,"Kemp, Jane",,,B008B827SG,9        pp,1.00,2,"Jun 12, 2012","Jun 12, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 23, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/20333238-taken-on-the-highway
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Massage à Trois        (Random Encounters #3),"Maxxwell, Lexi*",,,B007IPYGI2,20        pp,2.78,9,"Mar 08, 2012","Mar 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 23, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/19305342-massage-trois
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NOT A BOOK,"Turner, Christian A.",,,B0079MI5IG,37        pp,2.50,4,"Sep 16, 2013",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 23, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/20890429-not-a-book
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I WISH SHE HADN'T COME BACK,"Hodkinson, Lee",,,B008B8PX28,24        pp,2.00,2,"Jun 12, 2012","Jun 12, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 23, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/21205396-i-wish-she-hadn-t-come-back
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Funniest Facebook Status Updates Of All Time,"Slater, Steve",,,B007HRACK2,36        pp,2.71,75,"Mar 05, 2012","Mar 05, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 23, 2020","Aug 23, 2020",,Kindle Edition,view,/book/show/13540953-the-funniest-facebook-status-updates-of-all-time
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lunch Box Diet: Pumptastic - Spooky Pumpkin Halloween Recipes;Meals, Boxes, Soups, Snacks","Lovell, Simon",,,B0060N7HQ6,37        pp,2.50,6,"Oct 10, 2011","Oct 10, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2020","Aug 22, 2020","Aug 22, 2020",,Kindle Edition,view,/book/show/19963296-the-lunch-box-diet
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,HOTWIFE A Sexual Reawakening in Jamaica,"O'Rourke, Michael",1458111830,,B004X6PPH0,139        pp,4.22,9,"Apr 18, 2011","Apr 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Kindle Edition,view,/book/show/18921332-hotwife-a-sexual-reawakening-in-jamaica
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fat Sucker,"Rose, Lotus*",,,B004I43RM2,17        pp,2.31,29,"Jan 04, 2011","Jan 05, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2020","Aug 22, 2020","Aug 22, 2020",,Kindle Edition,view,/book/show/20601385-fat-sucker
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon's Tale,"M., Suzi*",,,B0054DQP5M,12        pp,3.88,8,"Jun 03, 2011",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2020","Aug 22, 2020","Aug 22, 2020",,Kindle Edition,view,/book/show/11602271-the-demon-s-tale
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"37 Great Grillin' Recipes        (Fast, Easy & Delicious BBQ Cookbook Collection 1)","Jennings, Remo",,,B0085MDQWE,55        pp,3.55,20,"May 22, 2012","May 22, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2020","Aug 22, 2020","Aug 21, 2020",,Kindle Edition,view,/book/show/19093701-37-great-grillin-recipes
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,66.6 Absurd Movies About the Devil,"Satanism, Mr.",,,B007TCCKFA,78        pp,3.10,10,"Jan 01, 2012","Apr 10, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2020","Aug 21, 2020","Aug 20, 2020",,Kindle Edition,view,/book/show/14496395-66-6-absurd-movies-about-the-devil
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Final Girl        (B Mine #1),"Ann, Brooklyn*",1948029871,9781948029872,B07QTPLS4H,180        pp,4.16,68,"Apr 25, 2019","Apr 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 20, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/45299666-his-final-girl
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daddy’s Naughty Little Girl,"Lobb, Ceci",,,B007COU3NG,4        pp,1.00,2,"Feb 23, 2012","Feb 23, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/20337560-daddy-s-naughty-little-girl
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NOT A BOOK,"Turner, Christian A.",,,B0078P724M,199        pp,2.50,2,"Jan 01, 2012",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/13512348-not-a-book
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pinky the Clown,"Lindsen, Erika*",,,B007AWHGOY,23        pp,3.20,5,"Sep 15, 2011","Sep 15, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/24764759-pinky-the-clown
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Piggy Code: A Pair Of Short Stories,"McGray, Craig*",,,B007P3NN8G,unknown,1.50,2,unknown,"Mar 26, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/55000332-the-piggy-code
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Periods of Blue,"heinz, E.J.",,,B004RZGUTO,34        pp,1.00,1,"Mar 12, 2011","Mar 12, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/22616212-periods-of-blue
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penning Poesies,"Shell, Dazey",,,B008KLGEQA,23        pp,1.00,1,unknown,"Jul 11, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/33390004-penning-poesies
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pastry Appetizer Recipes : The 10 Greatest Pastry Appetizer Recipes Ever,"Marriot, Alexander",,,B0086WCF2A,unknown,2.00,1,"May 27, 2012","May 27, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/21524631-pastry-appetizer-recipes
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paige's Pegging Party,"Saxx, Ellie*",,,B007NUV9BO,18        pp,2.67,3,"Mar 22, 2012","Mar 22, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/13569086-paige-s-pegging-party
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brilliant Bun Recipes - How to Bake Buns Like A Pro!,"Stone, Judith",,,B0079JRI78,31        pp,3.00,1,"Feb 14, 2012","Feb 14, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/19398167-brilliant-bun-recipes---how-to-bake-buns-like-a-pro
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodshed Fred,"O'Rourke, Monica J.*",,,B00BN19F2Y,18        pp,3.00,2,"Feb 28, 2013","Feb 28, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2020","Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/21279754-bloodshed-fred
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Bulbs,"Wright, Eddie*",1452458626,9781452458625,B002JIN85K,112        pp,3.50,127,2007,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 17, 2020","Aug 17, 2020",,Kindle Edition,view,/book/show/8777400-broken-bulbs
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridal Party Blues: A Rough Double Penetration Short,"Stone, Kassandra",,,B008B3MUCY,9        pp,2.00,5,"Jun 12, 2012","Jun 12, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020","Aug 16, 2020","Aug 16, 2020",,Kindle Edition,view,/book/show/15847222-bridal-party-blues
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brianna's Fantasy,"X, Lexie*",,,B005LPTARS,12        pp,3.71,7,"Sep 06, 2011","Sep 06, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020","Aug 16, 2020","Aug 16, 2020",,Kindle Edition,view,/book/show/12561541-brianna-s-fantasy
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Me Flesh, I'll Bring Hell","Rose, Martin*",1940456096,9781940456096,1940456096,232        pp,3.26,121,"Oct 14, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020",not set,"Aug 16, 2020",,Paperback,view,/book/show/20344598-bring-me-flesh-i-ll-bring-hell
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forget the Sleepless Shores,"Taaffe, Sonya",159021210X,9781590212103,159021210X,294        pp,4.02,46,"Aug 13, 2018",Aug 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020",not set,"Aug 16, 2020",,Paperback,view,/book/show/40128102-forget-the-sleepless-shores
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clouds Pile Up in the North: New & Selected Poems,"Ragain, Maj",1941209688,9781941209684,1941209688,170        pp,4.60,5,2017,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020","Aug 26, 2020","Aug 16, 2020",,Paperback,view,/book/show/39910231-clouds-pile-up-in-the-north
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wiccan Guide To Meditation,"Starwind, Raven",,,B008E7K16Y,9        pp,2.94,32,"Jun 22, 2012","Jun 22, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2020","Aug 16, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/17903563-a-wiccan-guide-to-meditation
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughtered Dreams,"Mallick, Naiyer",1446183726,9781446183724,B00427YKXU,15        pp,1.00,1,"Sep 05, 2010","Sep 05, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2020","Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/22299883-slaughtered-dreams
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skid Steer Loaders Vol 2: More Super Skid Steer Loaders Digging Dirt On The Jobsite!        (Over 40 Photos of Skid Steer Loaders Working),"Kalmer, Kevin",,,B007OEVF04,43        pp,2.67,3,"Mar 24, 2012","Mar 24, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2020","Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/20403115-skid-steer-loaders-vol-2
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skid Steer Loaders Vol 1: Super Skid Steer Loaders Digging Dirt On The Jobsite!        (Over 40 Photos of Skid Steer Loaders Working),"Kalmer, Kevin",,,B007OCRMKS,43        pp,2.71,7,"Mar 24, 2012","Mar 24, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/20404376-skid-steer-loaders-vol-1
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poems of Trumbull Stickney,"Stickney, Trumbull",0548569533,9780548569535,0548569533,336        pp,3.79,19,"Jan 01, 1972","Oct 02, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 15, 2020","Aug 15, 2020",,Paperback,view,/book/show/2604293-the-poems-of-trumbull-stickney
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malika~The Magical Meerkat,"Russomanno, Kim",,,B0072V5QYA,83        pp,4.50,2,"Jan 27, 2012","Jan 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2020",,Kindle Edition,view,/book/show/20435267-malika-the-magical-meerkat
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ J is for Jealous,"Hadley, J.M.",,,B0084R019Q,6        pp,3.31,13,"Mar 08, 2011","May 19, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2020","Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/18602643-magnum-tales-j-is-for-jealous
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ E is for Ennui,"Hadley, J.M.",,,B007WTYXD2,9        pp,2.67,18,"Feb 01, 2011","Apr 22, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2020","Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/19470053-magnum-tales-e-is-for-ennui
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ C is for Cum,"Hadley, J.M.",,,B007UQPDAY,9        pp,3.17,36,"Jan 27, 2011","Apr 15, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 15, 2020","Aug 15, 2020",,Kindle Edition,view,/book/show/19089080-magnum-tales-c-is-for-cum
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnum Tales ~ B is for Blowjob,"Hadley, J.M.",,,B007UJ67WY,7        pp,3.03,35,"Jan 25, 2011","Apr 14, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/18900698-magnum-tales-b-is-for-blowjob
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maebelle's hat        (Willy Series Book 2),"Hestand, Rita",,,B003L78146,36        pp,3.55,758,"May 01, 2010",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/8815064-maebelle-s-hat
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extra Duty Between My Cheeks: A First Anal Office Sex Short,"Tung, Tanya",,,B0080Z7KM8,8        pp,1.83,6,"May 05, 2012","May 05, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/19249012-extra-duty-between-my-cheeks
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Corporate IT? Cloud Computing Literature Review,"Tyndall, Ian",,9780557654512,B0045U9QVU,17        pp,3.40,10,"Sep 04, 2010","Sep 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/19013144-the-end-of-corporate-it-cloud-computing-literature-review
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Habits for Highly Effective Scrapbooking,"Macalincag, Maricar",,,B0072HS3SU,65        pp,3.00,1,"Jan 25, 2012","Jan 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/20423605-eight-habits-for-highly-effective-scrapbooking
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Easter Recipes Recipes for Dinner,"Scott, Susan",,,B007B7D3HM,24        pp,3.00,1,unknown,"Feb 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/54927547-easter-recipes-recipes-for-dinner
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,College Girl Succubus - Caned!: a journey into the world of kinky sex,"Giles, Emma St",,,B0088GX2VC,18        pp,2.00,2,"Jun 02, 2012","Jun 02, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/21421309-college-girl-succubus---caned
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clone of Hitler,"Periwinkle, Magenta*",,,B007E3MZ4U,11        pp,1.50,2,unknown,"Feb 26, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/54926021-the-clone-of-hitler
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chutney Recipes : The 10 Greatest Chutney Recipes Ever,"Marriot, Alexander",,,B008A6PZWY,15        pp,3.00,4,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/19343431-chutney-recipes
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cinema Gangbang,"Hayden, Conner",,,B0086O1XN0,13        pp,2.50,4,"May 26, 2012","May 26, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/21319857-the-cinema-gangbang
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chinese Seafood Recipes : The 10 Greatest Chinese Seafood Recipes Ever,"Marriot, Alexander",,,B008A6PZCE,21        pp,4.00,2,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/21524620-chinese-seafood-recipes
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chelsea's Anal Adventures,"Short, Erin C.",,,B004RPRWF0,13        pp,2.00,2,"Mar 10, 2011","Mar 10, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/20459245-chelsea-s-anal-adventures
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Chapter Finished, a page turned, the sunset will come back...","Maxon, Ken",1471068099,9781471068096,B0070LMGSQ,14        pp,4.40,15,"Jan 21, 2012","Jan 21, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2020","Aug 14, 2020","Aug 14, 2020",,Kindle Edition,view,/book/show/17158811-a-chapter-finished-a-page-turned-the-sunset-will-come-back
