,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gillian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iona Iverson's Rules for Commuting,"Pooley, Clare*",1984878646,9781984878649,1984878646,352        pp,4.20,"47,292","May 26, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/59836844-iona-iverson-s-rules-for-commuting
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Pirate,"Brooks-Dalton, Lily*",1538708272,9781538708279,1538708272,336        pp,4.05,"27,722","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/60468332-the-light-pirate
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Triptych        (Will Trent, #1)","Slaughter, Karin*",,,,393        pp,4.13,"98,939","Aug 15, 2006","Aug 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/21717.Triptych
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ozark Dogs,"Cranor, Eli*",1641294531,9781641294539,1641294531,312        pp,3.73,"2,026","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/61409932-ozark-dogs
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your House Will Pay,"Cha, Steph*",0062868853,9780062868855,0062868853,304        pp,4.09,"9,405","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/43615778-your-house-will-pay
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Mole: and Other Living Treasure,"Rundell, Katherine",0571362516,9780571362516,B09QLM9R5K,152        pp,4.42,"1,536","Oct 20, 2022","Oct 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Kindle Edition,view,/book/show/60100179-the-golden-mole
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not Miami,"Melchor, Fernanda*",0811228053,9780811228053,0811228053,160        pp,4.19,"3,585",2014,"Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Paperback,view,/book/show/61340200-this-is-not-miami
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If an Egyptian Cannot Speak English,"Naga, Noor*",164445081X,9781644450819,164445081X,186        pp,3.91,"6,434","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/57693584-if-an-egyptian-cannot-speak-english
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Star,"Mishima, Yukio",0241545560,9780241545560,0241545560,234        pp,3.24,"1,000",1962,"Apr 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/57951419-beautiful-star
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Katherine Parr,"Martienssen, Anthony K.",0854950486,9780854950485,B0C9D24CSS,316        pp,3.92,38,1974,"Sep 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Kindle Edition,view,/book/show/181102593-queen-katherine-parr
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stromness Dinner,"Benson, Peter",1781725969,9781781725962,1781725969,240        pp,4.30,107,2020,"Dec 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Paperback,view,/book/show/55545404-the-stromness-dinner
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wind, Sand and Stars","Saint-Exupéry, Antoine de",0156027496,9780156027496,0156027496,229        pp,4.12,"18,434","Feb 06, 1939","Dec 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Paperback,view,/book/show/8837.Wind_Sand_and_Stars
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rodham,"Sittenfeld, Curtis*",0399590919,9780399590917,0399590919,417        pp,3.83,"44,350","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/50253429-rodham
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Americans,"Taylor, Brandon",0593332334,9780593332337,0593332334,303        pp,3.42,"5,884","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/62092265-the-late-americans
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Meal,"Washington, Bryan",0593421094,9780593421093,0593421094,320        pp,3.60,"6,027","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/123414019-family-meal
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Day,"Cunningham, Michael*",0399591346,9780399591341,0399591346,273        pp,3.62,"7,815","Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/123033397-day
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Understand Wool,"DeWitt, Helen",0811230074,9780811230070,0811230074,69        pp,4.16,"5,807","Aug 16, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/59468833-the-english-understand-wool
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter Ship,"Trundle, Boo*",0593317297,9780593317297,0593317297,288        pp,3.92,85,unknown,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/62926936-the-daughter-ship
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only One Left,"Sager, Riley*",0593183223,9780593183229,0593183223,385        pp,4.15,"233,665","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/62703226-the-only-one-left
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,086","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/55145261-the-anthropocene-reviewed
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"She Who Became the Sun        (The Radiant Emperor, #1)","Parker-Chan, Shelley*",,,B08GZXND63,416        pp,3.87,"69,371","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/48727813-she-who-became-the-sun
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onibi: Diary of a Yokai Ghost Hunter,"Sentô, Atelier",4805314966,9784805314968,4805314966,128        pp,3.49,"1,290","Oct 25, 2016","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/37693160-onibi
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stationery Shop of Tehran,"Kamali, Marjan*",147118918X,9781471189180,147118918X,308        pp,4.22,"78,276","Jun 18, 2019","Aug 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/51036155-the-stationery-shop-of-tehran
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Empire,"Fidler, Richard",073333525X,9780733335259,073333525X,492        pp,4.22,"2,530","Jul 25, 2016","Jul 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/28933769-ghost-empire
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Bonesetter Woman: the new feelgood novel from the author of The Smallest Man,"Quinn, Frances*",,,B0929JWLD5,445        pp,4.31,"1,793","Jul 21, 2022","Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/62607743-that-bonesetter-woman
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exhibitionist,"Mendelson, Charlotte",1529052742,9781529052749,1529052742,336        pp,3.04,"3,622","Mar 08, 2022","Mar 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/59547529-the-exhibitionist
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fine Balance,"Mistry, Rohinton",140003065X,9781400030651,140003065X,603        pp,4.37,"149,454",1995,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/5211.A_Fine_Balance
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unsouled        (Cradle, #1)","Wight, Will*",,,B01H1CYBS6,294        pp,4.16,"43,590","Jun 13, 2016","Jun 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Kindle Edition,view,/book/show/30558257-unsouled
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nestlings,"Cassidy, Nat*",1250265258,9781250265258,1250265258,293        pp,3.95,"6,596","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/65212029-nestlings
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising Saga, #1)","Brown, Pierce*",,,,382        pp,4.27,"432,973","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/15839976-red-rising
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cutting Season,"Locke, Attica",0061802050,9780061802058,0061802050,384        pp,3.63,"15,711","Sep 11, 2012","Sep 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/13623785-the-cutting-season
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm We Made,"Chan, Vanessa*",1668015145,9781668015148,1668015145,352        pp,3.94,"8,747","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/60211228-the-storm-we-made
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Lobster,"O'Nan, Stewart*",0670018279,9780670018277,0670018279,160        pp,3.58,"12,036","Nov 01, 2007","Nov 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/673915.Last_Night_at_the_Lobster
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Government Means to Kill Me,"Newson, Rasheed*",1250833523,9781250833525,1250833523,276        pp,4.24,"4,483","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/58724723-my-government-means-to-kill-me
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deluge,"Markley, Stephen*",1982123095,9781982123093,1982123095,896        pp,4.22,"3,393","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/60806778-the-deluge
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,338","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,058","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/65650229-wellness
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shards,"Ellis, Bret Easton",059353560X,9780593535608,059353560X,595        pp,3.99,"20,575","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/60880820-the-shards
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,343","May 02, 2023",Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/180357146-the-covenant-of-water
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evil Eye,"Rum, Etaf*",0062987909,9780062987907,0062987909,352        pp,3.96,"14,432","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/59381516-evil-eye
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,405","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/54493401-project-hail-mary
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Part of Your World        (Part of Your World, #1)","Jimenez, Abby*",1538704374,9781538704370,1538704374,400        pp,4.30,"244,458","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/58684524-part-of-your-world
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Stranger,"Center, Katherine*",1250283787,9781250283788,1250283787,323        pp,3.96,"80,246","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/61884987-hello-stranger
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Long as the Lemon Trees Grow,"Katouh, Zoulfa*",0316351377,9780316351379,0316351377,417        pp,4.51,"45,945","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/57390604-as-long-as-the-lemon-trees-grow
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Theoretically","Hazelwood, Ali*",1408725797,9781408725795,1408725797,389        pp,4.13,"359,883","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/61326735-love-theoretically
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Grace,"Krueger, William Kent*",1451645821,9781451645828,1451645821,307        pp,4.26,"154,907","Mar 26, 2013","Mar 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/15803059-ordinary-grace
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boys in the Valley,"Fracassi, Philip*",1250879035,9781250879035,1250879035,335        pp,4.21,"5,204","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/61884783-boys-in-the-valley
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,097","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/61884832-all-the-sinners-bleed
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blade Itself        (The First Law, #1)","Abercrombie, Joe",0575079797,9780575079793,0575079797,515        pp,4.21,"246,709","May 04, 2006","Mar 08, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Paperback,view,/book/show/944073.The_Blade_Itself
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Last Argument of Kings        (The First Law, #3)","Abercrombie, Joe",0575077905,9780575077904,0575077905,536        pp,4.34,"159,232","Mar 20, 2008","Mar 20, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Trade Paperback,view,/book/show/944076.Last_Argument_of_Kings
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By the Light of Dead Stars        (Beyond the Lost Coast #1),"Van Wey, Andrew*",,9781956050066,B0BNKRTNT6,unknown,4.26,670,unknown,Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/179527909-by-the-light-of-dead-stars
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrilio,"Sámano Córdova, Gerardo*",1638930368,9781638930365,1638930368,336        pp,4.15,"10,078","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/62888191-monstrilio
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boulder,"Baltasar, Eva",8439736967,9788439736967,8439736967,128        pp,3.86,"6,516","Mar 12, 2020","Mar 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Paperback,view,/book/show/49236083-boulder
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",125075898X,9781250758989,125075898X,298        pp,3.42,"79,399","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/123206645-the-fury
