,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Julia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,767","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really loved this book! The main character was wonderful and reminded me of Oscar the Grouch. The story itself was sad but also funny and heartwarmiI really loved this book! The main character was wonderful and reminded me of Oscar the Grouch. The story itself was sad but also funny and heartwarming. I loved the sense of neighborhood community and the stories simplicity. I only wish I had read this sooner!...more,Notes are private!,0,1,1,"Nov 05, 2023","Nov 08, 2023","Dec 29, 2022",,Hardcover,view (with text),/book/show/18774964-a-man-called-ove
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Raisin in the Sun,"Hansberry, Lorraine",0375508333,9780375508332,0375508333,162        pp,3.85,"96,450",1959,"May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/5517.A_Raisin_in_the_Sun
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,300","Jul 11, 1960","May 23, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2023,"Jan 04, 2023","Dec 29, 2022",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,325","Jan 28, 1813","Oct 10, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/1885.Pride_and_Prejudice
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",153872474X,9781538724743,153872474X,336        pp,4.32,"2,675,149","Dec 07, 2018","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,ebook,view,/book/show/59344312-verity
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Thieves,"Benioff, David",0670018708,9780670018703,0670018708,258        pp,4.29,"149,826","May 15, 2008","May 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/1971304.City_of_Thieves
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rivers of London        (Rivers of London, #1)","Aaronovitch, Ben*",0575097566,9780575097568,0575097566,392        pp,3.86,"130,009","Jan 10, 2011","Jan 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/9317452-rivers-of-london
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,485,119","Sep 20, 2011","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/13623848-the-song-of-achilles
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,945","Aug 06, 1996",Aug 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Mass Market Paperback,view,/book/show/13496.A_Game_of_Thrones
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Bees,"Kidd, Sue Monk*",0142001740,9780142001745,0142001740,302        pp,4.09,"1,291,203","Nov 08, 2001","Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/37435.The_Secret_Life_of_Bees
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midwinter Murder: Fireside Tales from the Queen of Mystery,"Christie, Agatha",0063030365,9780063030367,0063030365,320        pp,3.83,"11,134","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/50706471-midwinter-murder
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Überseezungen,"Tawada, Yōko",3887691865,9783887691868,3887691865,152        pp,4.07,130,"Jan 31, 2002","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2022,"Dec 29, 2022",,Paperback,view,/book/show/1998339._berseezungen
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deutsch für alle. Das endgültige Lehrbuch,"Khider, Abbas*",3446263543,9783446263543,B07KPVY2YR,129        pp,3.39,205,"Feb 18, 2019","Feb 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2022,"Dec 29, 2022",,Kindle Edition,view,/book/show/43557684-deutsch-f-r-alle-das-endg-ltige-lehrbuch
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,876","Sep 15, 2020","Sep 15, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2022,"Dec 29, 2022",,Hardcover,view,/book/show/50202953-piranesi
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,904","Oct 03, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2021,"Dec 29, 2022",,Hardcover,view,/book/show/43925876-the-giver-of-stars
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Liars,"Lockhart, E.*",,,,242        pp,3.67,"1,144,969","May 13, 2014","May 13, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2021,"Dec 29, 2022",,Kindle Edition,view,/book/show/16143347-we-were-liars
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,951","Feb 20, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2021,"Dec 29, 2022",,Hardcover,view,/book/show/51933429-the-guest-list
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Searcher,"French, Tana*",073522465X,9780735224650,073522465X,451        pp,3.79,"125,705","Oct 06, 2020","Oct 06, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2021,"Dec 29, 2022",,Hardcover,view,/book/show/52661162-the-searcher
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hope Rides Again        (Obama Biden Mysteries, #2)","Shaffer, Andrew*",1683691237,,B07JFK6SVV,288        pp,3.62,"2,685","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Kindle Edition,view,/book/show/42390721-hope-rides-again
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trouble with Goats and Sheep,"Cannon, Joanna",,,B017I25DD6,369        pp,3.65,"27,999","Jul 12, 2016","Jul 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Kindle Edition,view,/book/show/40606286-the-trouble-with-goats-and-sheep
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Story of Mina Lee,"Kim, Nancy Jooyoun*",0778310175,9780778310174,0778310175,384        pp,3.53,"41,974","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/49374507-the-last-story-of-mina-lee
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maltese Falcon,"Hammett, Dashiell",,,,213        pp,3.88,"107,008",1930,"Mar 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/29999.The_Maltese_Falcon
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cockroach,"McEwan, Ian*",,,B07XTLDZP9,109        pp,3.26,"9,615","Sep 27, 2019","Sep 27, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Kindle Edition,view,/book/show/53021592-the-cockroach
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Fragility: Why It’s So Hard for White People to Talk About Racism,"DiAngelo, Robin",0807071161,9780807071168,,7        pp,4.17,"163,691","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Audiobook,view,/book/show/43708708-white-fragility
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hood Feminism: Notes from the Women That a Movement Forgot,"Kendall, Mikki*",,,,267        pp,4.38,"51,297","Feb 25, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/36687229-hood-feminism
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,784","May 05, 1998","Dec 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2020,"Dec 29, 2022",,Mass Market Paperback,view,/book/show/9791.A_Walk_in_the_Woods
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Lying        (One of Us is Lying, #1)","McManus, Karen*",0593565371,9780593565377,0593565371,416        pp,3.94,"845,864","May 30, 2017","Nov 30, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/58679358-one-of-us-is-lying
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",140003342X,9781400033423,140003342X,338        pp,4.14,"112,926","Aug 12, 1977","Jun 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/11334.Song_of_Solomon
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,094,598","Oct 16, 1847","Feb 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/10210.Jane_Eyre
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Season of Migration to the North,"Salih, Tayeb",0435900668,9780435900663,0435900668,176        pp,3.72,"29,016",1966,"Jan 01, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/669780.Season_of_Migration_to_the_North
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amity and Prosperity: One Family and the Fracturing of America,"Griswold, Eliza",0374103119,9780374103118,0374103119,318        pp,4.26,"4,182","Jun 12, 2018","Jun 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/36722972-amity-and-prosperity
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Fortune,"Allende, Isabel*",0061120251,9780061120251,0061120251,432        pp,3.93,"131,786",1998,"May 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/16527.Daughter_of_Fortune
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grendel,"Gardner, John",0679723110,9780679723110,0679723110,174        pp,3.69,"39,113","Aug 12, 1971","Jun 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2019,not set,"Dec 29, 2022",,Paperback,view,/book/show/676737.Grendel
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Epic of Gilgamesh,Anonymous,0141026286,9780141026282,0141026286,120        pp,3.71,"94,550",-1200,"May 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2019,not set,"Dec 29, 2022",,Paperback,view,/book/show/19351.The_Epic_of_Gilgamesh
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,201","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"549,990","Jun 26, 2014","Jun 26, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2019",not set,"Dec 29, 2022",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Knight of the Seven Kingdoms        (The Tales of Dunk and Egg, #1-3)","Martin, George R.R.",0345533488,9780345533487,0345533488,368        pp,4.23,"89,480","Sep 23, 2013","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/18635622-a-knight-of-the-seven-kingdoms
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399587195,9780399587191,0399587195,460        pp,4.31,"1,006,087","Dec 25, 2014","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/33516773-big-little-lies
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",,,,287        pp,4.30,"213,577","Apr 23, 2009","May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/6289283-born-to-run
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,614","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/4981.Slaughterhouse_Five
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,091,124","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2019,Jan 2019,"Dec 29, 2022",,Paperback,view,/book/show/19288043-gone-girl
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prospect Park West,"Sohn, Amy*",1416577637,9781416577638,1416577637,400        pp,2.79,"1,824",2009,"Sep 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2022","Dec 24, 2022","Dec 29, 2022",,Hardcover,view,/book/show/6472171-prospect-park-west
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Santini,"Conroy, Pat",0553268929,9780553268928,0553268929,440        pp,4.15,"33,001",1976,"Dec 02, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2019,Jan 2019,"Dec 29, 2022",,Mass Market Paperback,view,/book/show/85448.The_Great_Santini
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,918",1952,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/4406.East_of_Eden
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First Girl Gone        (Charlotte Winters, #1)","Vargus, L.T.*",1838888322,,B08BWSMVT7,429        pp,4.07,"1,772","Sep 18, 2020","Sep 18, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2022,Aug 2022,"Dec 29, 2022",,Kindle Edition,view,/book/show/54330002-first-girl-gone
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,779","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/38746485-becoming
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender Is the Night,"Fitzgerald, F. Scott",,,068480154X,430        pp,3.79,"136,562","Apr 12, 1934","Jul 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/46164.Tender_Is_the_Night
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,989",1969,Nov 1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,631","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0684830493,9780684830490,0684830493,96        pp,3.80,"1,148,320","Sep 01, 1952",1996,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Hardcover,view,/book/show/2165.The_Old_Man_and_the_Sea
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsiders,"Hinton, S.E.*",,,,208        pp,4.13,"1,337,500","Apr 24, 1967","Sep 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Mass Market Paperback,view,/book/show/231804.The_Outsiders
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",1400096898,9781400096893,1400096898,503        pp,4.15,"2,000,979",1997,"Nov 22, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Mass Market Paperback,view,/book/show/929.Memoirs_of_a_Geisha
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,651","Jun 08, 1949","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Kindle Edition,view,/book/show/40961427-1984
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,662","Jul 16, 2005","Sep 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,080","Jul 08, 2000","Sep 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,819","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2015,"Oct 10, 2022",,Paperback,view,/book/show/890.Of_Mice_and_Men
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giver        (The Giver, #1)","Lowry, Lois*",0385732554,9780385732550,0385732554,208        pp,4.12,"2,478,521","Apr 26, 1993","Jan 24, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/3636.The_Giver
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,149,072","May 29, 2003",May 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Paperback,view,/book/show/77203.The_Kite_Runner
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,651","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Mass Market Paperback,view,/book/show/5470.1984
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,039","Jul 21, 2007","Jul 21, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romeo and Juliet,"Shakespeare, William",,,0743477111,281        pp,3.74,"2,603,585",1597,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 10, 2022",,Mass Market Paperback,view,/book/show/18135.Romeo_and_Juliet
