,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emily's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cider With Rosie,"Lee, Laurie",1405626593,9781405626590,,0        pp,3.91,"13,738",1959,"Nov 16, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I listened to the BBC dramatisation which was great. It’s only a few hours long and really engaging,Notes are private!,0,45,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,MP3 Book,view (with text),/book/show/9837234-cider-with-rosie
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whole Woman,"Greer, Germaine",1862300577,9781862300576,B002J373SI,452        pp,3.75,"1,005","Jan 01, 1999","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2020",,Paperback,view,/book/show/822860.The_Whole_Woman
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Girls and Other Stories,"Geminder, Emily",,,B076MSK15G,169        pp,3.95,183,"Oct 17, 2017","Oct 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This short story collection wasn’t bad but too many things overlapped and it made it hard to differentiate between them. The theme of death became tooThis short story collection wasn’t bad but too many things overlapped and it made it hard to differentiate between them. The theme of death became too much in the end and left me feeling a little melancholy....more,Notes are private!,0,59,1,"Nov 05, 2020","Nov 07, 2020","Sep 19, 2020",,Kindle Edition,view (with text),/book/show/36464216-dead-girls-and-other-stories
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",1786892715,9781786892713,1786892715,304        pp,4.00,"1,767,437","Aug 13, 2020","Aug 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was cute and the concept was great but unfortunately it really lacked some depth for me!,Notes are private!,0,1372,1,"Sep 17, 2020","Sep 20, 2020","Sep 17, 2020",,ebook,view (with text),/book/show/48693877-the-midnight-library
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Do We Know We're Doing It Right: & Other Essays on Modern Life,"Sykes, Pandora",1786332078,9781786332073,1786332078,275        pp,3.75,"7,898","Jul 09, 2020","Jul 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Hardcover,view,/book/show/52047700-how-do-we-know-we-re-doing-it-right
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Androids Dream of Electric Sheep?,"Dick, Philip K.",,,B003FXCSNQ,208        pp,4.09,"451,856",1968,"Apr 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Oct 06, 2020","Oct 09, 2020","Sep 14, 2020",,Kindle Edition,view,/book/show/8883476-do-androids-dream-of-electric-sheep
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hear the Wind Sing: Two Novels [Paperback] Murakami, H.","Murakami, Haruki",0099590425,9780099590422,0099590425,152        pp,3.57,"28,384",Jul 1979,2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 rounded up This wasn’t memorable enough for me,Notes are private!,0,47,1,"Sep 14, 2020","Sep 16, 2020","Sep 14, 2020",,Paperback,view (with text),/book/show/27430374-hear-the-wind-sing
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Case of Benjamin Button,"Fitzgerald, F. Scott",1416556052,9781416556053,1416556052,56        pp,3.57,"68,121","May 27, 1922","Aug 14, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,42,1,"Sep 14, 2020","Sep 14, 2020","Sep 14, 2020",,Paperback,view,/book/show/747746.The_Curious_Case_of_Benjamin_Button
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters,"Johnson, Daisy*",1787331628,9781787331624,1787331628,186        pp,3.48,"14,243","Jul 01, 2020","Aug 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn’t particularly enjoy this. However the last third or so saved it for me. Just a shame the rest wasn’t as good.,Notes are private!,0,53,1,"Mar 04, 2021","Mar 06, 2021","Sep 12, 2020",,Hardcover,view (with text),/book/show/50186866-sisters
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,x + y: A Mathematician's Manifesto for Rethinking Gender,"Cheng, Eugenia",1541646509,9781541646506,1541646509,272        pp,3.74,788,"Jul 16, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2020",,Hardcover,view,/book/show/53054836-x-y
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,493","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2020",,Hardcover,view,/book/show/13641208-tenth-of-december
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",,,B000UMN7C6,223        pp,3.98,"347,216",1937,"Jan 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I expected too much from this one. Not to say that it was bad but it wasn’t ground breaking for me. I also find reading dialect difficult as II think I expected too much from this one. Not to say that it was bad but it wasn’t ground breaking for me. I also find reading dialect difficult as I feel disrupts the flow of my reading....more,Notes are private!,0,58,1,"Sep 10, 2020","Sep 16, 2020","Sep 10, 2020",,Kindle Edition,view (with text),/book/show/53950959-their-eyes-were-watching-god
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0385681518,9780385681513,0385681518,563        pp,3.64,"48,806","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2020",,Hardcover,view,/book/show/23995259-purity
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullaby,"Palahniuk, Chuck*",0099437961,9780099437963,0099437961,260        pp,3.74,"99,014",2002,"Jun 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can’t beat a bit of old school Chuck! I thought I had read most of his stuff but realised I haven’t read two novels, this being one of them. I loved bCan’t beat a bit of old school Chuck! I thought I had read most of his stuff but realised I haven’t read two novels, this being one of them. I loved being back inside his twisted world and ideas....more",Notes are private!,0,61,1,Oct 2020,"Oct 06, 2020","Sep 09, 2020",,Paperback,view (with text),/book/show/22206.Lullaby
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feminine Mystique,"Friedan, Betty",0393346781,9780393346787,0393346781,562        pp,3.87,"28,306","Feb 19, 1963","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2020",,Paperback,view,/book/show/17573685-the-feminine-mystique
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Female Eunuch,"Greer, Germaine",,,,397        pp,3.69,"7,094",1970,"May 15, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 15, 2020","Nov 29, 2020","Sep 09, 2020",,Paperback,view,/book/show/822847.Female_Eunuch
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are We Home Yet?        (Twenty in 2020),"Massey, Katy*",1913090191,9781913090197,1913090191,254        pp,3.70,162,"Sep 10, 2020","Sep 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2020",,Paperback,view,/book/show/52853186-are-we-home-yet
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bullshit Jobs: A Theory,"Graeber, David",150114331X,9781501143311,150114331X,335        pp,4.04,"25,512","May 01, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2020",,Hardcover,view,/book/show/34466958-bullshit-jobs
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gingerbread,"Oyeyemi, Helen*",1984882899,9781984882899,1984882899,372        pp,3.05,"14,735","Mar 05, 2019","Mar 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was glad when this was over and tbh I wanted to give up at 40% or even sooner but nevertheless persisted.  The magical realism stuff didn’t work forI was glad when this was over and tbh I wanted to give up at 40% or even sooner but nevertheless persisted.  The magical realism stuff didn’t work for me.It all felt a bit all over the place, with huge families and widening character circles and time changing frequently. For me it just didn’t work...more",Notes are private!,0,57,1,"Sep 04, 2020","Sep 10, 2020","Sep 04, 2020",,Paperback,view (with text),/book/show/40634915-gingerbread
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Woman,"Moran, Caitlin",0091940737,9780091940737,0091940737,312        pp,3.72,"108,901","Jun 16, 2011","Jun 16, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded up,Notes are private!,0,31,1,"Sep 08, 2020","Sep 12, 2020","Sep 04, 2020",,Paperback,view (with text),/book/show/10600242-how-to-be-a-woman
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",,,,307        pp,3.99,"904,485","Sep 26, 2006",Oct 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 30, 2020","Sep 03, 2020","Aug 30, 2020",,Paperback,view,/book/show/6746212-the-road
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Logo,"Klein, Naomi",0312421435,9780312421434,0312421435,528        pp,3.88,"31,337",2000,"Apr 06, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2020",,Paperback,view,/book/show/647.No_Logo
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,little scratch,"Watson, Rebecca*",0385545762,9780385545761,0385545762,224        pp,3.75,"2,846","Jan 14, 2021","Aug 11, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although interesting, the format of this novel made it hard for me to actually enjoy it, instead it felt like a chore and I was glad that it’s rather Although interesting, the format of this novel made it hard for me to actually enjoy it, instead it felt like a chore and I was glad that it’s rather short. As a result of this unusual format, it’s probably not a book for everyone. However this original format could be ground breaking for other readers and I have to say that the subject matter is important....more",Notes are private!,0,75,1,"Sep 18, 2020","Sep 20, 2020","Aug 26, 2020",,Hardcover,view (with text),/book/show/48677116-little-scratch
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poor,"Femi, Caleb",0141992166,9780141992167,0141992166,128        pp,4.46,"1,207","Jul 30, 2020","Jul 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The poetry in this collection is raw and powerful, authentic and real. Caleb Femi takes you all the way into his world I could tell a lot of thought aThe poetry in this collection is raw and powerful, authentic and real. Caleb Femi takes you all the way into his world I could tell a lot of thought and considered was put into it, with the photograph adding so much more. ‘Just ask the boy writing this poem who feelsLike death is a party all his friends were invited to but him’...more",Notes are private!,0,68,1,"Aug 27, 2020","Aug 29, 2020","Aug 25, 2020",,ebook,view (with text),/book/show/53308170-poor
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Disaster Tourist,"Yun, Ko-eun",1640094164,9781640094161,1640094164,200        pp,3.38,"5,646","Oct 11, 2013","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite it’s short length I didn’t fly through it as I would usually which means I probably didn’t enjoy it as much as other books. However it’s definDespite it’s short length I didn’t fly through it as I would usually which means I probably didn’t enjoy it as much as other books. However it’s definitely a unique and original read. It’s also pretty though provoking, in regards to tourism and the environment....more",Notes are private!,0,68,1,"Aug 26, 2020","Aug 30, 2020","Aug 22, 2020",,Paperback,view (with text),/book/show/42366547-the-disaster-tourist
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Champion        (Legend, #3)","Lu, Marie*",0399256776,9780399256776,0399256776,369        pp,4.32,"217,705","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2020",,Hardcover,view,/book/show/14290364-champion
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conditional Citizens: On Belonging in America,"Lalami, Laila*",1524747165,9781524747169,1524747165,208        pp,4.27,"3,649","Sep 22, 2020","Oct 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2020",,Hardcover,view,/book/show/52366322-conditional-citizens
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,B0843361HQ,267        pp,4.11,"146,899","Aug 31, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sensitive, beautiful and touching approach to addiction and it’s devastating and profound effect on family. I thought that this subject matter mightA sensitive, beautiful and touching approach to addiction and it’s devastating and profound effect on family. I thought that this subject matter might have hit me harder emotionally, however it didn’t make me cry for example. I’m glad I chose to read this book and I would read more of this authors work in the future...more",Notes are private!,0,62,1,"Jan 02, 2021","Jan 03, 2021","Aug 17, 2020",,Kindle Edition,view (with text),/book/show/51158488-transcendent-kingdom
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Difficult Women: A History of Feminism in 11 Fights,"Lewis, Helen*",1473562252,9781473562257,1473562252,368        pp,4.23,"3,804","Feb 27, 2020","Feb 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Definitely an informative and accessible book. If you have an interest in feminism then I would recommend this book.,Notes are private!,0,71,1,"Aug 30, 2020","Sep 08, 2020","Aug 17, 2020",,Kindle Edition,view (with text),/book/show/46041157-difficult-women
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talking to Strangers: What We Should Know About the People We Don’t Know,"Gladwell, Malcolm",0316478520,9780316478526,0316478520,388        pp,4.01,"294,292","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 19, 2020","Oct 26, 2020","Aug 16, 2020",,Hardcover,view,/book/show/43848929-talking-to-strangers
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David and Goliath,"Gladwell, Malcolm",1846145813,9781846145810,1846145813,305        pp,3.97,"181,381","Oct 01, 2013","Oct 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 16, 2020","Aug 18, 2020","Aug 16, 2020",,Hardcover,view,/book/show/18393609-david-and-goliath
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rapture,"Duffy, Carol Ann",0330433911,,,100        pp,4.05,"2,803",2005,"Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2020","Sep 05, 2020","Aug 15, 2020",,Paperback,view,/book/show/409965.Rapture
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",,,,159        pp,4.32,"156,632","Jan 01, 1956",Jun 2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this from the start. Great length, great flow, great subject matter.",Notes are private!,0,72,1,"Oct 19, 2020","Oct 23, 2020","Aug 14, 2020",,Paperback,view (with text),/book/show/38462.Giovanni_s_Room
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming in the Dark,"Jedrowski, Tomasz*",006289000X,9780062890009,006289000X,191        pp,4.26,"42,289","Feb 06, 2020","Apr 28, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 13, 2020","Aug 16, 2020","Aug 13, 2020",,Hardcover,view,/book/show/49977811-swimming-in-the-dark
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lycanthropy and Other Chronic Illnesses,"O'Neal, Kristen*",1683692349,9781683692348,1683692349,382        pp,3.97,"2,447","Apr 27, 2021","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/53451751-lycanthropy-and-other-chronic-illnesses
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunger: A Memoir of (My) Body,"Gay, Roxane*",0062362593,9780062362599,0062362593,306        pp,4.18,"111,892","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2020",,Hardcover,view,/book/show/26074156-hunger
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Don't Owe You Pretty,"Given, Florence",1788402278,,B07YD75R17,193        pp,3.74,"55,538","Jun 11, 2020","Jun 11, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I struggled with this one even though at first glance it seemed right up my street.  Firstly I didn’t like being called things like babe and hun throuI struggled with this one even though at first glance it seemed right up my street.  Firstly I didn’t like being called things like babe and hun throughout. It just grated on me. It was also repetitive at times and somewhat contradictory. The author recommends weekly therapy and I agree but not everyone can afford this luxury....more,Notes are private!,0,62,1,"Aug 06, 2021","Aug 11, 2021","Aug 08, 2020",,Kindle Edition,view (with text),/book/show/52252715-women-don-t-owe-you-pretty
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Well of Loneliness,"Hall, Radclyffe",184022455X,9781840224559,184022455X,448        pp,3.74,"16,906",1928,"Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2020",,Paperback,view,/book/show/129223.The_Well_of_Loneliness
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Girls: A Black Feminist Anthology,"Smith, Barbara",0813527538,9780813527536,0813527538,404        pp,4.34,917,1983,"Mar 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/323230.Home_Girls
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",,,0241984998,453        pp,4.29,"231,213","May 02, 2019","Mar 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Aug 07, 2020","Aug 13, 2020","Aug 07, 2020",,Paperback,view,/book/show/49933606-girl-woman-other
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Besides: A Pair of Talking Heads,"Bennett, Alan",057136585X,9780571365852,057136585X,96        pp,4.21,126,unknown,"Oct 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two entertaining monologues, classic to Alan Bennett's style. His writing often seems to be more about what is not said rather than what is said.Two entertaining monologues, classic to Alan Bennett's style. His writing often seems to be more about what is not said rather than what is said....more",Notes are private!,0,53,1,"Aug 07, 2020","Aug 08, 2020","Aug 07, 2020",,Hardcover,view (with text),/book/show/54240625-two-besides
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Sound,"Palahniuk, Chuck*",1538718006,9781538718001,1538718006,240        pp,3.48,"7,576","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded up I loved that this felt like the old stuff! Quirky and dark and original. However I just don’t think it completely came together and act3.5 rounded up I loved that this felt like the old stuff! Quirky and dark and original. However I just don’t think it completely came together and actually at times I was rather confused. I’d say it was worth reading if you liked Chuck’s earlier stuff....more,Notes are private!,0,64,1,"Aug 17, 2020","Aug 22, 2020","Aug 07, 2020",,Hardcover,view (with text),/book/show/50358503-the-invention-of-sound
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,309","Oct 10, 2019","Oct 10, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 07, 2020","Aug 07, 2020","Aug 07, 2020",,Hardcover,view,/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",,,B086MQLV3K,203        pp,3.53,"98,768","Aug 04, 2020","Oct 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A debut worth reading! This is my kind of writing, sometimes uncomfortable but totally raw and honest. I enjoyed reading about Edies messy life and paA debut worth reading! This is my kind of writing, sometimes uncomfortable but totally raw and honest. I enjoyed reading about Edies messy life and painful existence and I look forward to more from this author.‘I think of how keenly I've been wrong. I think of all the gods I have made out of feeble men’...more",Notes are private!,0,82,1,"Aug 22, 2020","Aug 26, 2020","Aug 05, 2020",,Kindle Edition,view (with text),/book/show/53680822-luster
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Behaviour,"Gaitskill, Mary",0241383102,9780241383100,0241383102,208        pp,3.87,"11,599",1988,"May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm glad I stumbled on this collection of short stories as they are my kind of stories. Set in a time and place that I idealise. However I feel they wI'm glad I stumbled on this collection of short stories as they are my kind of stories. Set in a time and place that I idealise. However I feel they won't be everyone's cup of tea, as they often focus on dark areas such as prostitution, depression, suicide and sexual violence. It like that there are a number of female protagonists and not just one sexuality portrayed. I also didn't realise that the film Secretary is based on a story that is part of this collection which was an interesting surprise....more",Notes are private!,0,92,1,"Aug 08, 2020","Aug 11, 2020","Aug 05, 2020",,Paperback,view (with text),/book/show/41081319-bad-behaviour
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redhead by the Side of the Road,"Tyler, Anne*",178474347X,9781784743475,178474347X,178        pp,3.61,"45,530","Apr 07, 2020","Apr 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was an easy read with a nice story. Anne Tyler writes effortless about family quirks and relationships. However I’m not sure how memorable this rThis was an easy read with a nice story. Anne Tyler writes effortless about family quirks and relationships. However I’m not sure how memorable this read will be and found it lacked a strong impact in me....more,Notes are private!,0,54,1,"Sep 03, 2020","Sep 04, 2020","Aug 05, 2020",,Hardcover,view (with text),/book/show/49627050-redhead-by-the-side-of-the-road
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prodigy        (Legend, #2)","Lu, Marie*",0399256768,9780399256769,0399256768,371        pp,4.23,"262,863","Jan 29, 2013","Jan 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This definitely wasn't as good as the first book and the first half of it was more of a chore for me to read. I appreciated the subtle romance in the This definitely wasn't as good as the first book and the first half of it was more of a chore for me to read. I appreciated the subtle romance in the first novel but found it much more cringy in this one unfortunately. However I was won over by the end and I will be reading the third book in the future....more,Notes are private!,0,55,1,"Aug 12, 2020","Aug 17, 2020","Aug 05, 2020",,Hardcover,view (with text),/book/show/13414446-prodigy
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",0374260508,9780374260507,0374260508,289        pp,3.75,"68,722","Mar 03, 2015",2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 30, 2020","Aug 07, 2020","Jul 30, 2020",,Hardcover,view,/book/show/22237161-the-sellout
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Man,"Wells, H.G.",0451528522,9780451528520,0451528522,192        pp,3.64,"193,569","Feb 02, 1897","Sep 03, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jul 28, 2020","Jul 30, 2020","Jul 28, 2020",,Paperback,view,/book/show/17184.The_Invisible_Man
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Sex,"Beauvoir, Simone de",0679724516,9780679724513,0679724516,746        pp,4.17,"41,625",1949,"Dec 17, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2020",,Paperback,view,/book/show/457264.The_Second_Sex
