,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pavlina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ПОПизъм,"Warhol, Andy",,9789543202638,,228        pp,4.09,"2,198",1980,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"60-те години винаги са ме привличали със своя вдъхновяващ бунт и цветно очарование. За мен те винаги са били едно събирателно десетилетие – символ, не60-те години винаги са ме привличали със своя вдъхновяващ бунт и цветно очарование. За мен те винаги са били едно събирателно десетилетие – символ, не само за едно поколение, но за цялото човечество. Подплатени с музика, която разтърсва, филми, които провокират, събития, идеи, политика и личности, които рушат остановеното статукво, тези години се превръщат в повратна точка на културната революция през ХХ век.60-те са времето, в което личността освобождава своето съзнание, дух и желания… масово. Изкуството и културата логично следват човека и точно тогава се ражда масовата, популярна култура като значим феномен, който определя и настоящия ни свят, днес.Противоречив и силно провокативен Анди Уорхол е знаково лице за поп културата и това време, а творчеството му има ключово значение в утвърждаването на поп-арт-а на световната сцена. Затова и останах приятно изненадана, когато наскоро ми попадна „ПОПизъм"", личната гледна точка на Уорхол за бурното десетилетие на 60-те години, написана в съавторство с личната му секретарка Пат Хакет.„ПОПизъм“ на практика е подробен хронологичен разказ за хората, събитията, изкуството и модата на 60-те, но тя е преди всичко личната история на Анди Уорхол за създаването на един артистичен свят, не толкова от произведения на изкуството, колкото на културата, като цяло. История за създаването на личности, които продължават да вълнуват хората и днес. Свят, в който суперзвездата е такава, защото е център на медийното внимание, провокацията е творчески бунт срещу стерилността на „консервните кутии”, наркотиците са лесното бягство, а рокът звучи като единствения възможен саундтрак на безсънните парти нощи.Натурален и откровен за всичко, с тъмни очила и сива коса, Уорхол постепенно пресъздава променящият се свят на Америка през призмата на своя живот и творчески търсения. От рисуването на реклами и непрекъснатото търсене на възможност за излагане на поп платна в Ню Йорк, през тръпката от създаването на експериментални филми, до превръщането на „Фабриката“ в едно от най-култовите места на алтернативната култура, не само в САЩ, но и в целия свят... [Продължава]Цялото ревю е в ""Аз чета""...more",Notes are private!,0,1,1,not set,not set,"Nov 08, 2014",,Paperback,view (with text),/book/show/23517094
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Обратната страна,"Angelova, Radostina A.*",,9786191860340,619186034X,320        pp,3.74,43,"Jan 01, 2014",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 26, 2014","Nov 04, 2014","Oct 26, 2014",,Paperback,view,/book/show/22724531
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Streetcar Named Desire,"Williams, Tennessee",0822210894,9780822210894,0822210894,107        pp,3.98,"310,616",1947,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2014",,Paperback,view,/book/show/12220.A_Streetcar_Named_Desire
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Теория за материята и светлината,"Porter, Andrew*",,9789545151309,,216        pp,4.28,"1,312","Oct 15, 2008","Feb 14, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 20, 2014","Oct 19, 2014",,Paperback,view,/book/show/10576036
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лекарство против северния вятър,"Glattauer, Daniel",,9789547692299,,240        pp,3.85,"27,141","Aug 05, 2006",Jan 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Случва се понякога така, че в на пръв поглед банална история, намираш своя история. Да, не е съвсем същата, но те кара да се върнеш назад в миналото иСлучва се понякога така, че в на пръв поглед банална история, намираш своя история. Да, не е съвсем същата, но те кара да се върнеш назад в миналото и да си спомниш емоции, усещания, писма, които отдавна си забравил.„Лекарство против северния вятър“ за мен бе точно такава книга.Книга за това, колко болни са всъщност душите ни и колко малко трябва, за да променим всичко.Книга за комуникацията на един век, където можеш да бъдеш по-близък с напълно непознат човек, за сметка на всички, които са ти близки от години физически и емоционално.Книга за съвременната любов. За търсенето на отдушник и намирането на утеха. За интернет като болница, за имейла като наркотик, за душевния ексхибиционизъм като лекарство....  Цялото ревю в ""Аз чета""...more",Notes are private!,0,0,1,not set,Aug 2010,"Oct 05, 2014",,Paperback,view (with text),/book/show/7743312
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Балади и разпади,"Gospodinov, Georgi",,9789544913335,9544913335,256        pp,4.19,457,2007,Apr 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2014",,Paperback,view,/book/show/5148822
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Празни мисли на един празен човек,"Jerome, Jerome K.",9545971789,9789545971789,,160        pp,3.84,"3,016",1886,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Няма по-приятно занимание в дълъг ден или в безсънна нощ от четенето, и то на подходяща книга. Когато не ти се прави нищо, когато няма с какво да запъНяма по-приятно занимание в дълъг ден или в безсънна нощ от четенето, и то на подходяща книга. Когато не ти се прави нищо, когато няма с какво да запълниш времето, когато се въртиш в леглото и само сменяш позата, защото не можеш да заспиш, а още по-малко да станеш и да изпълняваш домакинските си задължения. Това изглежда е поредният празен ден, в който обаче не е задължително и размислите да са празни.„Празни мисли на един празен човек” е книга именно за тези специални дни – лека и увлекателна, тънка и забавна. Чете се на един дъх и накрая, макар да затваряш последната страница с голяма усмивка, знеш че това не е книга, която ще забравиш още на другата сутрин. Защото с неподправения си стил Джеръм К. Джеръм успява зад свежия английски хумор и веселите истории да вплете и сериозните размисли за нещата от живота – лентяйството, любовта, лошото настроение, безпаричието, суетата, успехът в живота, времето, домашните любимци, скромността, децата, яденето и пиенето, дома и жилището, модата и поведението, паметта…Цялото ревю е в ""Аз чета""...more",Notes are private!,0,5,1,not set,not set,"Sep 21, 2014",,Paperback,view (with text),/book/show/10427942
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Смъртта е непотвърден слух,"Kusturica, Emir",,9786191500062,,288        pp,3.82,639,Oct 2010,2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Може би всичко наистина започва с историята, но не историята като сбор на колективната човешката памет, а историята като възможност да бъдеш разказвачМоже би всичко наистина започва с историята, но не историята като сбор на колективната човешката памет, а историята като възможност да бъдеш разказвач… на собствената си “малка” история, онази, която остава незначителен кратък кадър в иначе голямата история, която само историците ще щрихират след това.Възможността да бъдеш разказвач е възможност да бъдеш “Частица истина”* в света на голямата история, да покажеш живота и в един друг ритъм, от една различна гледна точка – лична, субективна, човешка.Автобиографията на Емир Кустурица е именно такава – лична, субективна и човешка, написана с истински гениалното умение да разказваш истории, които да влияят на другите, макар да са дълбоко твои, пропити с противоречиви мисли, изтупани с болка от забравата, претворени в думи, които те поставят в онова специфично състояние да пресяваш собствените си спомени и мисли на фона на всичко, което се случва сега, в този момент.Историята на Кустурица е сбор от силни многолики личности, съдбовни случайности, исторически предопределености и лични избори. Разказ за изграждането на собствения образ чрез спомените от миналото като главни герои и хората по пътя като творци, не толкова с вяра, колкото с надежда. Автобиографията на големия босненски режисьор е осмисляне на собственото място в цялата върволица от събития, които те преследват още от момента, в който си се родил… и понякога не те напускат дори след като напуснеш земния си живот… “Защото смъртта е непотвърден слух”, все пак.Цялото ревю е в ""Аз чета""...more",Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view (with text),/book/show/16067617
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Магията на Белград,"Kapor, Momo",,9789542808329,,376        pp,4.39,367,"Jan 01, 2008",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Обичам градовете в малките им детайли, в събуждането на живота рано сутрин, в рутината на местните хора по тесните улички встрани от големите шумни буОбичам градовете в малките им детайли, в събуждането на живота рано сутрин, в рутината на местните хора по тесните улички встрани от големите шумни булеварди, в локалния мирис на непознати комбинации от подправки, в погледа на чужди очи, в улици със странни имена, които трудно можеш да произнесеш и всички дребни случки, които те впечатляват. Обичам да поставям и себе си в тази обстановка, да сравнявам и да си обяснявам защо тези неща у нас, в България са различни. Ей така, мисли на самотния странстващ в непознатия град.Докато четях “Магията на Белград” на Момо Капор имах чувството, че съм отново на път и отново се влюбвам в един вълшебен град, в който никога не съм оставала, а съм виждала единствено от прозореца на автобуса на път за някъде другаде. Влюбвах се именно в тези малки детайли, които винаги търся като „Пролетта”, “Битакът”, “Кафето”, “Нощта”, “Сладкото одумване”, “Духът”, та дори и “Агнешкото”, което никога не съм обичала. Опознавах града от думите, написани от художник, нарисувал места, хора и мисли, които вероятно само ние на Балканите можем да усетим толкова силно, близко и емоционално. Защото това е и второто нещо, което те поглъща в тези кратки разкази-картини – общото умиление по неща, които “миришат на вкъщи”, общата мъка по загубата на всичко, погубено от алчност и простотия, общата сляпа надежда, че в “белия свят” ще ти е по-добре, знаейки, че никога няма да го усетиш като истински свой свят. Защото колкото тези разкази да са писани дълбоко, силно и изцяло за Белград, до голяма степен те описват и ситуацията в София и България. Какво да се прави… тук единственото нещо, което ни разделя, са войните – другите неща са общи, балкански.Цялото ревю е в ""Аз чета""...more",Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view (with text),/book/show/17971530
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Островът,"Секулов, Александър",9542808704,9789542808701,9542808704,247        pp,4.14,195,"Jan 01, 2012",Jan 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/12255889
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Черната овца и още басни,"Monterroso, Augusto",,9789544916527,,124        pp,4.09,"1,376",1969,"Nov 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 05, 2015","Jun 25, 2015","Sep 21, 2014",,Paperback,view,/book/show/9010934
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Господин Ибрахим и цветята на Корана        (Кръговратът на незримото, #2)","Schmitt, Éric-Emmanuel",9549933466,,,70        pp,3.84,"20,547","Jun 13, 2001",2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,"малък формат, меки корици",view,/book/show/6787671
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast at Tiffany's,"Capote, Truman",0141037261,9780141037264,0141037261,157        pp,3.85,"264,730","Oct 28, 1958","Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/5668535-breakfast-at-tiffany-s
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дванайсет странстващи разказа,"García Márquez, Gabriel",,9789544120757,,215        pp,4.04,"24,965",1992,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Hardcover,view,/book/show/12539291
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пътуване с лек багаж,"Jansson, Tove",,9789544918156,,164        pp,3.81,"2,263",1987,"Jul 21, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/13640516
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Трейнспотинг,"Welsh, Irvine",9545296097,9789545296093,9545296097,292        pp,4.10,"167,164",1993,"Jul 17, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Хероин. Секс. Побои. Бира. Спринцовки. Смърт. Смрад. Аборт. СПИН. Непълнолетни. Престъпления. Депресия. Шотландия.Приятели? Живот?Избор…Спасение…В ТреХероин. Секс. Побои. Бира. Спринцовки. Смърт. Смрад. Аборт. СПИН. Непълнолетни. Престъпления. Депресия. Шотландия.Приятели? Живот?Избор…Спасение…В Трейнспотинг има всичко това.Пропита със саркастичен реализъм, на моменти дори натурализъм, най-популярната книга на Ървин Уелш води читателя през света, за който много от нас не си признават, че съществува. Светът на „пропадналите наркоманчета” или казано по друг начин, светът на „изгубените пътища”. Трейнспотинг е разказ за онзи свят, зад надрусаното хлапе в най-тъмния ъгъл на улицата. Светът на побойника, пребиващ околните само заради един крив поглед. Светът на изгубените… пътища, надежди, живот. Светът в крайните квартали на Единбург в средата на 80-те.Но и светът на избора да избягаш… да се пребориш и да продължиш.Книгата увлича с неподправен стил и откровеност, личи изживяното от автора, пресъздадено в неговите герои. Те са родени в периферията на града, който ненавиждат, израснали са в „нормалния” живот, който не понасят, и са потънали в калта на кафявия прах, спринцовки и душевна бъркотия, от които нямат сили да се оттърват.От страниците на романа звучи Iggy Pop, буквално и метафорично, защото героите на Трейнспотинг са именно онези passengers от едноименната песен, онези загубените деца, които въпреки всичко продължават да търсят, да пътуват по пътя. Те гледат към звездите от задната седалка, мечтаят за голямото, за различното, за стойностното, но не могат да го видят. Накрая отново остават долу, в калта на живота, управляван от наркотиците. Остават трагично затворени в света на хероиновата зависимост – физически и психически.Цялото ревю е в ""Аз чета""...more",Notes are private!,0,1,1,not set,not set,"Sep 21, 2014",,Paperback,view (with text),/book/show/17332477
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,731","Jul 16, 1951","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfume: The Story of a Murderer,"Süskind, Patrick",0140120831,9780140120837,0140120831,263        pp,4.04,"468,471","Feb 26, 1985",1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/343.Perfume
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chocolat        (Chocolat, #1)","Harris, Joanne*",014100018X,9780141000183,014100018X,306        pp,3.96,"125,692","Mar 04, 1999","Nov 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/47401.Chocolat
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дворецът на бълхите,"Shafak, Elif*",9542709390,9789542709398,9542709390,368        pp,3.39,"6,854",2002,"Apr 08, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/17699393
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,152","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/7624.Lord_of_the_Flies
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кутия с форма на сърце,"Александров, Ивайло",,9789548338158,,208        pp,4.22,40,2011,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Усилваш звука докрай, затваряш очи и просто слушаш.Love, Love, Love.Love, Love, Love.Love, Love, Love.Слушаш и си мислиш, че музиката е нещо повече отУсилваш звука докрай, затваряш очи и просто слушаш.Love, Love, Love.Love, Love, Love.Love, Love, Love.Слушаш и си мислиш, че музиката е нещо повече от история, тя е специална, динамична буря от емоции, гений и някакво космическо чувство на щастие или болка, на ревност, на обич, на възхищение…Слушаш и докато се потапяш все по-надълбоко в музика и текст, все повече обикваш това парче, отдаваш му се и го правиш свое. Постепенно го превръщаш в твоя химн за несподелената любов, в песента, която ти напомня по най-нежния начин за любимия човек.Тази песен е твоето лекарство и наркотик.Тя е нещо повече от обикновена песен… тя е твоята душа в точно определен, един момент.There’s nothing you can do that can’t be done.Nothing you can sing that can’t be sung.Nothing you can say but you can learn how to play the game.It’s easy.Nothing you can make that can’t be made.No one you can save that can’t be saved.Nothing you can do but you can learn how to be you in time.It’s easy.И все пак тази песен, превърнала се в саундтрак и на много други истории, има своята собствена, първа и единствена история. Любовта, вдъхновила своя автор да я изпълни чрез слово и музика по начин, който да провокира поколенията и хиляди хора по света да са съпричастни, да припознават себе си в няколко прости думи, в една запомняща се мелодия…All you need is love.All you need is love.All you need is love, love.Love is all you need.“Кутия с форма на сърце” е книга именно за тези истории, за събраните любовни песни на рок легендите в ненаписания им вариант – с вдъхновението и трепета, с желанието и емоцията, страстта, които носи само истинска любов.Различни и трогателни, всички истории в книгата имат своята ярка индивидуалност и магнетичност също като своите създатели, тяхното творчество и живот. Някои са кратки и пламенни, други са скандални, тайни или просто спасителен пояс от камъните по пътя.Всяка любовна песен има своята реална муза и откриването на историята зад нея определено те кара да се замислиш за музиката по един малко по-различен начин, да я възприемаш не толкова себично, не толкова фоново.И някак тази книга те прави по-толерантен и по-благосклонен към героите й, техните избраници и живот...Цялото ревю е в ""Аз чета"" ...more",Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view (with text),/book/show/12136066
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lean In: Women, Work, and the Will to Lead","Sandberg, Sheryl",0385349947,9780385349949,0385349947,217        pp,3.95,"259,450","Jul 07, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Hardcover,view,/book/show/16071764-lean-in
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Кривата на щастието: За спорта, Вселената и всичко останало","Иванов, Иво",,9789549535662,,516        pp,4.66,"1,631","Jan 30, 2014","Jan 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/20660692
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Проблясък  - силата на мигновените решения,"Gladwell, Malcolm",,9789547830769,,unknown,3.96,"592,179","Jan 11, 2005",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/8449464--
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Старецът и морето,"Hemingway, Ernest",,9789543301560,,80        pp,3.80,"1,148,277","Sep 01, 1952",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/7902118
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,134",1964,"Sep 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2014",,Paperback,view,/book/show/4631.A_Moveable_Feast
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Календар с разкази,"Шпатов, Александър*",,9789548657730,,116        pp,3.51,71,2011,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2014","Sep 23, 2014","Sep 21, 2014",,,view,/book/show/11173009
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да дойдеш на света,"Mazzantini, Margaret",,9786191500666,6191500661,536        pp,4.33,"9,251","Nov 25, 2008","Sep 03, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2014","Jan 05, 2015","Sep 06, 2014",,Paperback,view,/book/show/15844070
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,#НаЖивоОтСофия,"Шпатов, Александър*",,9786191504176,,176        pp,3.64,395,"Sep 01, 2014","Sep 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Сборникът с разкази #НаЖивоОтСофия на Александър Шпатов тази година беше моята повратна точка, която ми помогна да осъзная, че София е “мое” място. ВеСборникът с разкази #НаЖивоОтСофия на Александър Шпатов тази година беше моята повратна точка, която ми помогна да осъзная, че София е “мое” място. Вероятно това е и причината толкова да харесам книгата и да я препоръчвам толкова често, да я подарявам още по-често и вече няколко месеца да не мога да напиша това ревю.#НаЖивоОтСофия за мен беше като онези моменти в романтичните комедии, когато главният герой осъзнава, че е влюбен в най-добрата си приятелка, която винаги е била до него и заедно са изживели толкова много, без да е забелязвал. Така и сборникът с разкази на Сашо Шпатов е възможност да откриеш непринудения чар на град, който не е красив и впечатляващ като фотомодел, не е лъскав, спретнат и подреден, но пък е магнетично потаен, с безброй скрити истории и предизвикателства, които само чака да ти предложи да изживееш във всеки един миг. Град, който може да заобичаш само ако си израснал/пораснал с него и си изживял #наживо, а не просто си обитавал.Кратките разкази в #НаЖивоОтСофия отиват на града по форма и съдържание. Само в разказа (самостоятелна вселена сам по себе си) можеш да се потопиш, прочетеш изцяло и изживееш всяка история. Това са кратките книжни бягства от забързания ритъм на града – пътуването до работа и училище, задръстванията, чакането за срещи. А после същите тези бягства успяват да ти дадат и магията да погледнеш на градската сивота с повече цвят и усмивка, защото те са точно за това място, за тези тротоари със спукани плочки, панелни квартали, натоварени кръстовища или даже поредния мол. Същите, но не съвсем.#НаЖивоОтСофия е сборник-скицник със щрихи от града, какъвто го виждаме всеки ден, но и какъвто никога няма да го опознаем. Той е като много точно отражение на еклектиката, с която се сблъскваме ежедневно по улиците. Някои от разказите са като реален спомен за нещо изживяно по места и улици, които добре познаваш, а друг път са фантастични каламбури с въображението. Предизвикателство за читателя, който очаква просто реалистични картини на градския живот, а получава една добавена реалност. Истории за превръщането на грозноватата и сериозна София в едно малко по-вълшебно или чудато място, което прави не само деня ти по-хубав, но и отношението ти към столицата по-позитивно. Истории за хора от града, но и за града като герой с история – от името на София до строежите на панелните квартали и градските легенди около познатите места в центъра, които често не са толкова обикновени. [Продължава]Цялото ревю е в  ""Аз чета"" ...more",Notes are private!,0,0,2,"Aug 29, 2014not set","Aug 31, 2014not set","Aug 29, 2014",,Paperback,view (with text),/book/show/22907858
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Прах от нозете,"Щерева, Елена",,9786191860470,,171        pp,3.45,47,"Jun 01, 2014",Jun 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2014",,Paperback,view,/book/show/22568588
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Създания от време,"Ozeki, Ruth*",,9789545152535,,392        pp,4.06,"120,636","Mar 11, 2013",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2014",,Paperback,view,/book/show/22305161
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Стени: Пътуване покрай загражданията,"Di Cintio, Marcello*",,9789549535709,,368        pp,3.91,267,"Sep 01, 2011","May 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"От Западна Сахара през разделения Кипър, Индия и Бангладеш, Газа и Белфаст, до САЩ и дори Канада, авторът събира личните истории на стените чрез исторОт Западна Сахара през разделения Кипър, Индия и Бангладеш, Газа и Белфаст, до САЩ и дори Канада, авторът събира личните истории на стените чрез историите за тях и край тях. Кратки човешки разкази за разделени семейства, пропилени мечти, изкоренените вековни дървета и загубени животи, но и истории за нестихваща борба за национално самосъхранение, за осъзната отговорност, възможности и мечти, за съпротива с музика, поезия и изкуство върху и въпреки огражденията. Край стените историите винаги са емоционални, винаги са лични, болезнени и често дори мълчаливи. Сякаш стените изискват от хората край тях смирение с недомлъвки и неизказани мисли, които, естествено, се превръщат в силни акценти на безмилостната нехуманност на “огражденията”.Пътуването край стените на Ди Чинтио е едновременно пътуване в миналото, настоящето и бъдещето, където се концентрират трагедиите на политическите грешки, на човешката глупост, на неразбирането и сковаващия страх от другия. Стените са диагноза за безизходицата, липсата на желание за разбиране и търсене на работещо решение за конфликтите. Те са “лесният път” на прикриване на раните, който често води не до изчезването им, а до болезнено влошаване, хронична травма, която поразява поколения, разделя и убива по цял свят. А цялото ревю е в Аз чета...more",Notes are private!,0,0,1,"Jul 20, 2014","Aug 07, 2014","Jul 20, 2014",,Paperback,view (with text),/book/show/22554605
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Наръчник на оптимиста,"Quick, Matthew*",9543572542,9789543572540,,288        pp,3.98,"158,920",2008,2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 20, 2014",,Paperback,view,/book/show/20655771
