,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,"Debbie ""DJ""'s rating",my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Miss You When I Blink: Essays,"Philpott, Mary Laura*",1982102802,9781982102807,1982102802,288        pp,3.79,"13,743",Apr 2019,"Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, so it’s like pulling teeth to get me to read short stories. Now my friend wants me to read essays? Oh hell no...but the pleading? What can I do Okay, so it’s like pulling teeth to get me to read short stories. Now my friend wants me to read essays? Oh hell no...but the pleading? What can I do but say okayyy already! I am eating every word I said against essays. These were fantastic! They were smart, funny, and oh so well written. Loved every minute, and couldn’t wait to get back to reading them! You win my friend!...more",Notes are private!,0,19,1,"Aug 10, 2019","Aug 27, 2019","Jul 01, 2019",,Hardcover,view (with text),/book/show/40539018-i-miss-you-when-i-blink
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stillhouse Lake        (Stillhouse Lake, #1)","Caine, Rachel",1477821554,,B01MFGX5GI,301        pp,4.12,"152,706",Jul 2017,"Jul 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2019",,Kindle Edition,view,/book/show/33128934-stillhouse-lake
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Everything,"Weiner, Jennifer*",,,,416        pp,3.85,"89,150","Jun 11, 2019","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Jun 20, 2019","Aug 02, 2019","Jun 14, 2019",,ebook,view,/book/show/41592780-mrs-everything
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bottle of Lies: The Inside Story of the Generic Drug Boom,"Eban, Katherine*",0062338803,9780062338808,,512        pp,4.42,"6,234","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 11, 2019",,ebook,view,/book/show/42448266-bottle-of-lies
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,448","May 22, 2018","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/36124936-the-outsider
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,434","Apr 02, 2019","Apr 02, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 21, 2019",,Hardcover,view,/book/show/37570546-maybe-you-should-talk-to-someone
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lovely Wife,"Downing, Samantha*",,,,390        pp,3.84,"142,552","Mar 26, 2019","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,2,"May 26, 2019Apr 19, 2019","Oct 15, 2019May 26, 2019","Apr 13, 2019",,Hardcover,view,/book/show/39796904-my-lovely-wife
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holy Lands,"Sthers, Amanda",1635572835,9781635572834,1635572835,161        pp,3.79,"1,007","May 05, 2010","Jan 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 14, 2019","Apr 18, 2019","Apr 13, 2019",,Hardcover,view,/book/show/38232341-holy-lands
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",125020058X,9781250200587,125020058X,326        pp,4.02,"41,234","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 15, 2019",,Hardcover,view,/book/show/39863464-when-all-is-said
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Thing,"Quindlen, Anna",0812976185,9780812976182,0812976185,320        pp,4.04,"39,074","Aug 30, 1994","Aug 08, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2019",,Paperback,view,/book/show/176839.One_True_Thing
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talk to Me,"Kenney, John",0735214379,9780735214378,0735214379,304        pp,3.72,829,"Jan 15, 2019","Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,17,1,"May 11, 2019","May 26, 2019","Mar 14, 2019",,Hardcover,view,/book/show/40000573-talk-to-me
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nowhere Child,"White, Christian",1925584526,9781925584523,1925584526,374        pp,3.99,"30,395","Jun 26, 2018","Jun 26, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 14, 2019","Apr 06, 2019","Feb 20, 2019",,Paperback,view,/book/show/38594019-the-nowhere-child
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Anonymous Girl,"Hendricks, Greer*",1250133734,9781250133731,1250133734,375        pp,3.80,"164,512","Jan 08, 2019","Jan 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Feb 08, 2019","Feb 20, 2019","Jan 23, 2019",,Hardcover,view,/book/show/39863515-an-anonymous-girl
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dreamers,"Walker, Karen Thompson*",0812994167,9780812994162,0812994167,303        pp,3.63,"40,800","Jan 15, 2019","Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jan 14, 2019",,Hardcover,view,/book/show/34409176-the-dreamers
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,680","Jul 17, 2018","Nov 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Mar 07, 2019","Mar 14, 2019","Jan 14, 2019",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eileen,"Moshfegh, Ottessa",1594206627,9781594206627,1594206627,260        pp,3.58,"96,192","Aug 18, 2015","Aug 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 Stars rounded up. This author had my full attention even though nothing much happened till near the end of this book. I felt like I was sitting ri4.5 Stars rounded up. This author had my full attention even though nothing much happened till near the end of this book. I felt like I was sitting right next to her as she was telling me all about her friend Eileen. Eileen the plain girl, the one picked last in sports, the weird kid in school. What finally happens to Eileen I NEVER saw coming! Excellent storytelling. Not quite a five star, but loved it!...more",Notes are private!,4,8,1,"Dec 08, 2023","Dec 21, 2023","Jan 14, 2019",,Hardcover,view (with text),/book/show/23453099-eileen
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Where I Leave You,"Tropper, Jonathan",052595127X,9780525951278,052595127X,339        pp,3.88,"144,542","Nov 10, 2003","Aug 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2018",,Hardcover,view,/book/show/6224935-this-is-where-i-leave-you
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milkman,"Burns, Anna",0571338763,9780571338764,0571338763,352        pp,3.54,"61,595","May 15, 2018","May 15, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh no! I really have no idea how to rate this book. The writing was a whole different style. One sentence could take a whole paragraph. The originalitOh no! I really have no idea how to rate this book. The writing was a whole different style. One sentence could take a whole paragraph. The originality was amazing, but, after awhile it got tedious. The descriptions, and sense of being there were also great, but, I like character development so much better. Honestly, I was mad at the end. All that wading through, and no prize at the end! It will definitely be a book I won’t forget, but, it won’t be fondly. ...more",Notes are private!,0,20,1,"Jul 27, 2020","Oct 19, 2020","Dec 19, 2018",,Kindle Edition,view (with text),/book/show/36047860-milkman
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",1250069823,9781250069825,1250069823,453        pp,3.55,"427,883","Sep 18, 2018","Nov 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I CRY BULLSHIT. Loved everything except the ending, which I thought was totally unrealistic. I didn’t buy it, NOT ONE BIT!",Notes are private!,0,33,1,"Jan 24, 2019","Feb 08, 2019","Dec 06, 2018",,Hardcover,view (with text),/book/show/39280445-nine-perfect-strangers
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark,"McNamara, Michelle",,,,328        pp,4.12,"237,829","Feb 27, 2018","Feb 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Dec 31, 2018","Jan 23, 2019","Dec 04, 2018",,Hardcover,view,/book/show/35271190-i-ll-be-gone-in-the-dark
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster","Krasnostein, Sarah*",1250101204,9781250101204,1250101204,291        pp,3.90,"27,259","Oct 02, 2017","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 16, 2018","Dec 21, 2018","Nov 08, 2018",,Hardcover,view,/book/show/34964868-the-trauma-cleaner
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradox of Choice: Why More Is Less,"Schwartz, Barry",0060005696,9780060005696,0060005696,265        pp,3.84,"34,763",2004,"Jan 18, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 08, 2018","Dec 21, 2018","Nov 06, 2018",,Paperback,view,/book/show/10639.The_Paradox_of_Choice
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America","Macy, Beth*",0316523178,9780316523172,0316523178,384        pp,4.08,"40,136","Aug 07, 2018","Aug 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2018",,Hardcover,view,/book/show/37486540-dopesick
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear: Trump in the White House,"Woodward, Bob",1501175513,9781501175510,1501175513,448        pp,3.87,"62,635","Sep 11, 2018","Sep 11, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 12, 2018","Apr 06, 2019","Sep 12, 2018",,Hardcover,view,/book/show/41012533-fear
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ladder to the Sky,"Boyne, John*",,,B077Q8WLPC,368        pp,4.21,"34,441","Aug 09, 2018","Aug 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 08, 2019","Mar 07, 2019","Sep 12, 2018",,Kindle Edition,view,/book/show/39676520-a-ladder-to-the-sky
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,508","May 29, 2018","May 29, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 31, 2018","Aug 24, 2018","Jul 22, 2018",,Kindle Edition,view,/book/show/38348476-calypso
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lying in Wait,"Nugent, Liz*",1501167774,9781501167775,1501167774,320        pp,3.80,"28,639",2016,"Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2018",,Hardcover,view,/book/show/36373425-lying-in-wait
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave,"McGowan, Rose",006265599X,9780062655998,,272        pp,3.85,"8,940","Jan 30, 2018","Jan 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 10, 2018","Oct 10, 2018","Jul 04, 2018",,ebook,view,/book/show/35068683-brave
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Takes an Eye for an Eye        (Millennium, #5)","Lagercrantz, David",,,,347        pp,3.79,"78,723",2017,"Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2018",,Kindle Edition,view,/book/show/32599492-the-girl-who-takes-an-eye-for-an-eye
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of Listening: Pieces of Gold from a Decade of Interviewing and Life,"Wilson, Marilyn R.*",0995314721,9780995314726,0995314721,242        pp,4.75,8,unknown,"May 28, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This author writes from the heart. She gives a personal account of the things that matter in life. A few of my favorite chapters were “Ugamaa Find YouThis author writes from the heart. She gives a personal account of the things that matter in life. A few of my favorite chapters were “Ugamaa Find Your Tribe,” “Your Quirks Are Your Talents,” and “They Were Wrong.” Each chapter is enlightening in different ways, all of which gave me something to ponder.I’m a Brene Brown fan, and while her books are good,her talks are fantastic. This authors writing felt like a Brene Brown talk! Loved, and highly recommended!...more",Notes are private!,0,6,1,"Jun 23, 2018",Oct 2019,"Jun 23, 2018",,Paperback,view (with text),/book/show/40317046-the-wisdom-of-listening
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something in the Water,"Steadman, Catherine*",,,,unknown,3.57,"197,555","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 24, 2018","Sep 05, 2018","Jun 19, 2018",,Audible Audio,view,/book/show/40390080-something-in-the-water
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spark of Light,"Picoult, Jodi*",0345544986,9780345544988,0345544986,369        pp,3.75,"144,292","Oct 02, 2018","Oct 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 10, 2018","Jun 20, 2019","Jun 07, 2018",,Hardcover,view,/book/show/39072220-a-spark-of-light
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Husk,"Messum, J. Kent*",,,B07CHJB3X6,368        pp,4.05,242,"Jul 30, 2015","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2018",,Kindle Edition,view,/book/show/39899299-husk
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars Room,"Kushner, Rachel*",1476756554,9781476756554,1476756554,338        pp,3.45,"42,902","May 01, 2018","May 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,Jul 2018,"Jul 22, 2018","May 28, 2018",,Hardcover,view,/book/show/36373648-the-mars-room
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Company of Liars,"Maitland, Karen*",,,B002RI9R98,545        pp,3.86,"15,305",Jan 2008,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,3,"Jun 13, 2018Jun 13, 2018not set","Jun 19, 2018Jun 13, 2018not set","May 03, 2018",,Kindle Edition,view,/book/show/11316827-company-of-liars
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darwin's Ghosts,"Dorfman, Ariel",160980824X,9781609808242,160980824X,304        pp,3.61,74,"May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 03, 2018",,Hardcover,view,/book/show/38605315-darwin-s-ghosts
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Smiled Beads: A Story of War and What Comes After,"Wamariya, Clemantine*",0385687001,9780385687003,0385687001,275        pp,4.19,"23,022","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"May 03, 2018",,Hardcover,view,/book/show/36076501-the-girl-who-smiled-beads
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Largesse of the Sea Maiden,"Johnson, Denis",0812988639,9780812988635,0812988639,207        pp,3.93,"8,436","Jan 16, 2018","Jan 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"May 06, 2018","May 14, 2018","Apr 24, 2018",,Hardcover,view,/book/show/35135343-the-largesse-of-the-sea-maiden
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recovering: Intoxication and Its Aftermath,"Jamison, Leslie*",0316259616,9780316259613,0316259616,534        pp,4.00,"6,150","Apr 03, 2018","Apr 03, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 27, 2018","Jun 19, 2018","Apr 19, 2018",,Hardcover,view,/book/show/35959632-the-recovering
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am, I Am, I Am: Seventeen Brushes with Death","O'Farrell, Maggie*",0525520228,9780525520221,0525520228,304        pp,3.99,"43,211","Aug 02, 2017","Aug 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jul 22, 2018","Jul 31, 2018","Apr 13, 2018",,Hardcover,view,/book/show/35137915-i-am-i-am-i-am
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tin Man,"Winman, Sarah",0755390962,9780755390960,0755390962,213        pp,3.97,"44,149","Jul 27, 2017","Jan 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Jun 19, 2018",Jul 2018,"Apr 07, 2018",,Paperback,view,/book/show/31117613-tin-man
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart Berries,"Mailhot, Terese Marie*",1619023342,9781619023345,1619023342,143        pp,3.84,"27,407","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Hardcover,view,/book/show/35840657-heart-berries
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight Attendant,"Bohjalian, Chris*",0385542429,,B072STPX8B,345        pp,3.53,"85,459","Mar 13, 2018","Mar 13, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another excellent thriller. The only thing that I had a problem with was that this moved into spy territory. That’s just not my personal taste, but daAnother excellent thriller. The only thing that I had a problem with was that this moved into spy territory. That’s just not my personal taste, but damn, really kept me going....more",Notes are private!,0,21,1,"Apr 03, 2018","Apr 27, 2018","Apr 02, 2018",,Kindle Edition,view (with text),/book/show/35506211-the-flight-attendant
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Let You Go,"Rimmer, Kelly*",1525820842,9781525820847,1525820842,384        pp,4.15,"29,609","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 01, 2018",,Paperback,view,/book/show/35758169-before-i-let-you-go
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Me, Bad Me","Land, Ali",0718182928,9780718182922,0718182928,338        pp,3.88,"37,480","Jan 12, 2017","Jan 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 02, 2018","Apr 27, 2018","Mar 27, 2018",,Hardcover,view,/book/show/25365530-good-me-bad-me
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marriage of a Thousand Lies,"Sindu, S.J.*",1616957905,9781616957902,1616957905,288        pp,3.73,"3,340","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 26, 2018",,Hardcover,view,/book/show/32077959-marriage-of-a-thousand-lies
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray City,"Johnson, Chelsey*",0062666681,9780062666680,0062666681,432        pp,3.78,"3,352","Mar 20, 2018","Mar 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 27, 2018","Jun 13, 2018","Mar 23, 2018",,Hardcover,view,/book/show/35487745-stray-city
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,005","Sep 21, 1962","Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Mar 22, 2018",,Paperback,view,/book/show/89724.We_Have_Always_Lived_in_the_Castle
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sealwoman's Gift,"Magnusson, Sally",147363895X,9781473638952,147363895X,360        pp,4.15,"6,179","Feb 08, 2018","Feb 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2018",,Hardcover,view,/book/show/36154097-the-sealwoman-s-gift
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gun Love,"Clement, Jennifer*",1781090645,9781781090640,1781090645,240        pp,3.70,"5,392","Mar 06, 2018","Apr 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 05, 2018","Sep 12, 2018","Mar 22, 2018",,Hardcover,view,/book/show/35661769-gun-love
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",,,,159        pp,4.32,"156,518","Jan 01, 1956",Jun 2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Baldwin’s writing takes my breath away, just incredible. Very few are the authors who can articulate such deep insights and feelings. While Baldwin isBaldwin’s writing takes my breath away, just incredible. Very few are the authors who can articulate such deep insights and feelings. While Baldwin is gay, this ia a fictional story. I knew nothing of the lives of gay men in Paris during the 60’s. Sex is not the focus here, but a deeper understanding of the mental torment....more",Notes are private!,0,34,1,"Apr 14, 2018","Apr 27, 2018","Mar 04, 2018",,Paperback,view (with text),/book/show/38462.Giovanni_s_Room
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,149","Feb 06, 2018","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"OMG, the first half...OH CRAP, the second half.The first half... I have a whole new understanding of what living in Aslaska is really like. I’d never OMG, the first half...OH CRAP, the second half.The first half... I have a whole new understanding of what living in Aslaska is really like. I’d never really given it much thought when a new friend said she had spent twenty five years there.She’s one of those who takes on any physical challenge, and now I get it. Alaska is rugged and demanding. This read was superb at describing not only the physical toll, but also the emotional one with a few hours of light during the winters, and never ending days during the summer. The story centers around a girl and her family. Her father has never been the same since returning from Vietnam. Her mother can’t forget what he was like before, clings to it, despite physical and emotional abuse. Surly Alaska will provide the escape he needs. I won’t give anything away, but it gets very dark, and not the lack of light kind!The second half...hello Hallmark! Really? Why oh why. It turned into a love story. Not that I mind those, just really? After such a great first half I just didn’t like where Hannah took the ending. I’m probably in the minority here, but hey, it’s just my opinion.Difficult to rate this one 5 decided by 2? Close enough to a three. ...more",Notes are private!,0,109,1,"Mar 23, 2018","Mar 24, 2018","Feb 28, 2018",,Kindle Edition,view (with text),/book/show/34912895-the-great-alone
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls Burn Brighter,"Rao, Shobha*",1250074258,9781250074256,1250074258,309        pp,3.77,"24,347","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 27, 2018",,Hardcover,view,/book/show/34275212-girls-burn-brighter
