,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynsi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life,"Pigliucci, Massimo*",0465097952,9780465097951,0465097952,288        pp,4.05,"11,250","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2021",,Hardcover,view,/book/show/31423245-how-to-be-a-stoic
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychopath Test: A Journey Through the Madness Industry,"Ronson, Jon",1594485755,9781594485756,1594485755,275        pp,3.95,"148,718","May 12, 2011","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2021",,Paperback,view,/book/show/12391521-the-psychopath-test
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Devils Are Here        (Chief Inspector Armand Gamache, #16)","Penny, Louise*",1250145236,9781250145239,1250145236,439        pp,4.43,"69,696","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 31, 2021","Apr 05, 2021","Mar 31, 2021",,Hardcover,view,/book/show/49127539-all-the-devils-are-here
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Conflict: Why We Get Trapped and How We Get Out,"Ripley, Amanda*",1982128569,9781982128562,1982128569,368        pp,4.28,"3,110","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Hardcover,view,/book/show/55711592-high-conflict
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meatonomics: How the Rigged Economics of Meat and Dairy Make You Consume Too Much―and How to Eat Better, Live Longer, and Spend Smarter","Simon, David Robinson",1573246204,9781573246200,1573246204,288        pp,4.21,569,"Sep 01, 2013","Sep 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Paperback,view,/book/show/17864234-meatonomics
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",,,,338        pp,4.28,"189,899","Jan 04, 2017",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2021",,Kindle Edition,view,/book/show/40409102-this-is-how-it-always-is
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,667","Feb 02, 2021","Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 23, 2022","May 16, 2022","Mar 27, 2021",,Hardcover,view,/book/show/53138081-the-four-winds
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rich Dad, Poor Dad","Kiyosaki, Robert T.",0751532711,9780751532715,0751532711,195        pp,4.12,"619,612","Apr 08, 1997","Dec 31, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 27, 2021","Mar 30, 2021","Mar 27, 2021",,Paperback,view,/book/show/69571.Rich_Dad_Poor_Dad
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Think Again: The Power of Knowing What You Don't Know,"Grant, Adam",1984878107,9781984878106,1984878107,307        pp,4.21,"98,448","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Hardcover,view,/book/show/55539565-think-again
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lion Tracker's Guide To Life,"Varty, Boyd",0358099773,9780358099772,0358099773,160        pp,4.32,"1,889","Jan 01, 2014","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Hardcover,view,/book/show/43261065-the-lion-tracker-s-guide-to-life
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in December,"Silver, Josie*",,,,393        pp,3.85,"309,209","Oct 18, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Paperback,view,/book/show/38255337-one-day-in-december
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399587195,9780399587191,0399587195,460        pp,4.31,"1,006,079","Dec 25, 2014","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 19, 2021","Mar 23, 2021","Mar 19, 2021",,Paperback,view,/book/show/33516773-big-little-lies
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Starve Cancer ...without starving yourself: The Discovery of a Metabolic Cocktail That Could Transform the Lives of Millions,"McLelland, Jane",,,B07B2XMLT9,405        pp,4.42,801,unknown,"Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2021",,Kindle Edition,view,/book/show/40121902-how-to-starve-cancer-without-starving-yourself
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work: Rules for Focused Success in a Distracted World,"Newport, Cal",1455586692,9781455586691,1455586692,296        pp,4.18,"154,717","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Hardcover,view,/book/show/25744928-deep-work
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Conservative Heart: How to Build a Fairer, Happier, and More Prosperous America","Brooks, Arthur C.",,,B00NEPDGRW,261        pp,4.11,"1,340","Jan 01, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Kindle Edition,view,/book/show/25723233-the-conservative-heart
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Ivy,"Yang, Susie*",,,,354        pp,3.56,"31,944","Nov 03, 2020","Nov 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2021","Apr 16, 2021","Mar 10, 2021",,Hardcover,view,/book/show/50892388-white-ivy
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,577","Oct 21, 2014","Oct 21, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/20342617-just-mercy
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quit Like a Woman: The Radical Choice to Not Drink in a Culture Obsessed with Alcohol,"Whitaker, Holly*",1984825054,9781984825056,1984825054,368        pp,4.01,"25,112","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2021",,Hardcover,view,/book/show/45434420-quit-like-a-woman
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Have Heard Is True: A Memoir of Witness and Resistance,"Forché, Carolyn*",0525560378,9780525560371,0525560378,400        pp,4.44,"2,959","Mar 19, 2019","Mar 19, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 09, 2021","Apr 15, 2021","Feb 13, 2021",,Hardcover,view,/book/show/40712499-what-you-have-heard-is-true
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",1400096898,9781400096893,1400096898,503        pp,4.15,"2,000,972",1997,"Nov 22, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2021",,Mass Market Paperback,view,/book/show/929.Memoirs_of_a_Geisha
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nonviolent Communication: A Language of Life,"Rosenberg, Marshall B.",1892005034,9781892005038,1892005034,220        pp,4.34,"38,574",1999,"Sep 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 14, 2021","Jun 06, 2021","Feb 11, 2021",,Paperback,view,/book/show/71730.Nonviolent_Communication
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firefly Lane        (Firefly Lane, #1)","Hannah, Kristin*",0312364083,9780312364083,0312364083,479        pp,4.17,"391,359","Feb 05, 2008","Feb 05, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 09, 2021","Feb 10, 2021","Feb 09, 2021",,Hardcover,view,/book/show/1472878.Firefly_Lane
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1491: New Revelations of the Americas Before Columbus,"Mann, Charles C.",1400032059,9781400032051,1400032059,563        pp,4.05,"87,047","Aug 09, 2005","Oct 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Paperback,view,/book/show/39020.1491
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drunken Botanist: The Plants That Create the World's Great Drinks,"Stewart, Amy*",1616200464,9781616200466,1616200464,362        pp,4.01,"9,995","Mar 19, 2013","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Hardcover,view,/book/show/16277245-the-drunken-botanist
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marcel's Letters: A Font and the Search for One Man's Fate,"Porter, Carolyn",1510719334,9781510719330,1510719334,352        pp,4.06,988,"Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2021",,Hardcover,view,/book/show/31212959-marcel-s-letters
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The How of Happiness: A Scientific Approach to Getting the Life You Want,"Lyubomirsky, Sonja",159420148X,9781594201486,159420148X,384        pp,3.90,"9,818","Jan 01, 2007","Dec 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2021",,Hardcover,view,/book/show/2326098.The_How_of_Happiness
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When No One Is Watching,"Cole, Alyssa*",0062982656,9780062982650,0062982656,352        pp,3.50,"94,347","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2021",,Paperback,view,/book/show/49398072-when-no-one-is-watching
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,242","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Feb 23, 2021","Feb 26, 2021","Jan 16, 2021",,Hardcover,view,/book/show/27071490-homegoing
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Wings,"Kidd, Sue Monk*",0670024783,9780670024780,0670024783,384        pp,4.25,"314,529","Jan 07, 2014","Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2021",,Hardcover,view,/book/show/18079776-the-invention-of-wings
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 4-Hour Workweek,"Ferriss, Timothy*",0307353133,9780307353139,0307353133,308        pp,3.92,"297,382","Jun 25, 2007","Apr 24, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 09, 2024","Mar 14, 2024","Jan 12, 2021",,ebook,view,/book/show/368593.The_4_Hour_Workweek
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook,"Perry, Bruce D.",0465056520,9780465056521,0465056520,288        pp,4.58,"32,629","Jan 08, 2007","Jan 08, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2020",,Hardcover,view,/book/show/129909.The_Boy_Who_Was_Raised_as_a_Dog
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How To Eat, Move And Be Healthy!","Chek, Paul",1583870067,9781583870068,1583870067,255        pp,4.29,856,"Feb 07, 2004","Feb 15, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2020",,Paperback,view,/book/show/156461.How_To_Eat_Move_And_Be_Healthy_
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When: The Scientific Secrets of Perfect Timing,"Pink, Daniel H.*",0735210624,9780735210622,0735210624,272        pp,3.79,"30,349","Jan 09, 2018","Jan 09, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 29, 2021","Mar 30, 2021","Dec 28, 2020",,Hardcover,view,/book/show/35412097-when
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",,,,369        pp,4.26,"1,628,960","Dec 31, 2012","Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2020","Jan 24, 2021","Dec 26, 2020",,Paperback,view,/book/show/17347634-me-before-you
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barking to the Choir: The Power of Radical Kinship,"Boyle, Gregory",1476726159,9781476726151,1476726159,224        pp,4.57,"5,714",2017,"Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2020",,Hardcover,view,/book/show/34467028-barking-to-the-choir
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Do Nothing: Resisting the Attention Economy,"Odell, Jenny*",1612197493,9781612197494,1612197493,232        pp,3.69,"48,584","Apr 09, 2019","Apr 09, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2021","Mar 10, 2021","Dec 22, 2020",,Hardcover,view,/book/show/42771901-how-to-do-nothing
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,534,936",Jun 1890,"Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2020",,Paperback,view,/book/show/5297.The_Picture_of_Dorian_Gray
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,499",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2020",,Paperback,view,/book/show/18373.Flowers_for_Algernon
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,554","Jun 02, 2020","Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 29, 2021","Jun 12, 2021","Dec 13, 2020",,Hardcover,view,/book/show/51791252-the-vanishing-half
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Summer,"Weiner, Jennifer*",,,,368        pp,3.59,"138,072","May 05, 2020","May 05, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2021","Mar 14, 2021","Dec 13, 2020",,Hardcover,view,/book/show/52755548-big-summer
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,802","Apr 25, 2019","Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2020","Dec 24, 2020","Dec 13, 2020",,Hardcover,view,/book/show/49127718-anxious-people
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Henna Artist        (The Jaipur Trilogy, #1)","Joshi, Alka*",0778310205,9780778310204,0778310205,384        pp,4.19,"177,384","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2021","Mar 28, 2021","Dec 11, 2020",,Paperback,view,/book/show/50607466-the-henna-artist
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undoing Project: A Friendship That Changed Our Minds,"Lewis, Michael",0393354776,9780393354775,0393354776,368        pp,3.99,"59,359","Dec 06, 2016","Oct 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 27, 2021","Apr 30, 2021","Dec 08, 2020",,Paperback,view,/book/show/35631386-the-undoing-project
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stumbling on Happiness,"Gilbert, Daniel Todd",1400077427,9781400077427,1400077427,263        pp,3.82,"61,164","May 02, 2006","Mar 20, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 29, 2020","Dec 11, 2020","Nov 29, 2020",,Paperback,view,/book/show/56627.Stumbling_on_Happiness
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mystery of Mrs. Christie,"Benedict, Marie*",1492682721,9781492682721,1492682721,272        pp,3.73,"40,389","Dec 29, 2020","Dec 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2020",,Hardcover,view,/book/show/54221749-the-mystery-of-mrs-christie
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carnegie's Maid,"Benedict, Marie*",149264661X,9781492646617,149264661X,283        pp,3.98,"74,276","Jan 16, 2018","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2020","Nov 29, 2020","Nov 28, 2020",,Hardcover,view,/book/show/34931300-carnegie-s-maid
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,"Haidt, Jonathan",0735224900,,B076NVFT5P,352        pp,4.24,"42,675","Jul 17, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2020",,Kindle Edition,view,/book/show/36556202-the-coddling-of-the-american-mind
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,471","Jan 12, 2016","Jan 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 05, 2021","Mar 07, 2021","Nov 26, 2020",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Ferriss, Timothy*",,,B01HSMRWNU,707        pp,4.10,"41,765","Dec 06, 2016","Dec 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2020",,Kindle Edition,view,/book/show/36146011-tools-of-titans
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,127","May 14, 2013","May 14, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2020","Nov 28, 2020","Nov 22, 2020",,Hardcover,view,/book/show/15796700-americanah
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Group: How One Therapist and a Circle of Strangers Saved My Life,"Tate, Christie",,,,288        pp,3.81,"50,086","Oct 27, 2020","Oct 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2020",,Hardcover,view,/book/show/50891570-group
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,189","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2020",,Hardcover,view,/book/show/45754981-the-glass-hotel
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,889","Aug 31, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Apr 2021,"Apr 08, 2021","Nov 20, 2020",,Hardcover,view,/book/show/48570454-transcendent-kingdom
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenlights,"McConaughey, Matthew*",0593139135,9780593139134,0593139135,289        pp,4.21,"328,424","Oct 20, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 21, 2021","Apr 22, 2021","Nov 20, 2020",,Hardcover,view,/book/show/52838315-greenlights
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Longings,"Kidd, Sue Monk*",052542976X,9780525429760,052542976X,416        pp,4.24,"123,670","Apr 21, 2020","Apr 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 18, 2021","Dec 30, 2021","Nov 17, 2020",,Hardcover,view,/book/show/52698452-the-book-of-longings
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something in the Water,"Steadman, Catherine*",1524797189,9781524797188,1524797189,342        pp,3.57,"197,588","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2020",,Hardcover,view,/book/show/36388243-something-in-the-water
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,399","Oct 07, 2014","Oct 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2020","Nov 21, 2020","Nov 12, 2020",,Hardcover,view,/book/show/20696006-being-mortal
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save the Date,"Matson, Morgan*",1481404571,9781481404570,1481404571,417        pp,3.75,"24,635","Jun 05, 2018","Jun 05, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 12, 2020","Nov 12, 2020","Nov 12, 2020",,Hardcover,view,/book/show/32333338-save-the-date
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychopath Inside: A Neuroscientist's Personal Journey into the Dark Side of the Brain,"Fallon, James",,9781591846000,1591846005,246        pp,3.49,"5,290","Oct 31, 2013","Oct 31, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2020",,Hardcover,view,/book/show/17707530-the-psychopath-inside
