,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pablo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las campanas no doblan por nadie,"Bukowski, Charles",8433980327,9788433980328,8433980327,392        pp,3.60,881,"Jul 13, 2015","Apr 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2020",,Paperback,view,/book/show/45322778-las-campanas-no-doblan-por-nadie
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El tercer lobo,"Olivas, Francisco Javier*",,,B06XJV51SV,429        pp,4.07,54,unknown,"Mar 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2020",,Kindle Edition,view,/book/show/35624125-el-tercer-lobo
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La Luz Azul de Yokohama        (Inspector Iwata, #1)","Obregon, Nicolas*",8416237387,9788416237388,8416237387,464        pp,3.66,"1,293","Feb 02, 2017","Sep 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2020",,Paperback,view,/book/show/52579670-la-luz-azul-de-yokohama
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nuestra parte de noche,"Enríquez, Mariana",8433998854,9788433998859,8433998854,672        pp,4.30,"33,914","Nov 27, 2019",Feb 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"-¿Me vas a perdonar? -Nunca hubo nada que perdonar. Me alegro de que lo hayas hecho. Me acurruqué sobre él. Le tomé las manos, las ubiqué sobre mi -¿Me vas a perdonar? -Nunca hubo nada que perdonar. Me alegro de que lo hayas hecho. Me acurruqué sobre él. Le tomé las manos, las ubiqué sobre mi cuello, sobre mi estómago, quería que él sintiera el movimiento de mi vientre y mi respiración. Tenía los ojos demasiado muertos. -Andate mi amor. Dejame. Yo no puedo irme pero vos sí, podés escapar de mí, de ellos. No hay nada, Rosario, son campos de muerte y locura, no hay nada y yo soy la puerta de esa nada y no voy a poder cerrarla. No hay nada que hacer, nada que entender. -Nunca voy a dejarte. Pedime otra cosa. -Si no vas a irte, no me dejes solo. Ni aunque te mueras. Perseguime como un fantasma, haunt me. -Por supuesto -le contesté-. Haría cualquier cosa por vos.Oh sí, Mariana lo ha vuelto a hacer. Ese universo en forma de cuentos que se veía venir en ""Los peligros de fumar en la cama"" y ""Las cosas que perdimos en el fuego"" está presente en el ambiente. Es oscuro, podrido, desesperante de tan pesado que se vuelve una vez te internas en él y las páginas van sucediéndose una detrás de la otra, el tiempo se pierde entre el espacio que se respetan las manos del lector y el libro en cuestión, y de repente no hay espacio ni manos ni libro, sólo está el espectador atrapado en el universo literario de la Enríquez, embrujado dentro de la historia, siendo protagonista de las andadas de Juan y Gaspar, padre e hijo con muchísimos problemas pero que siempre se las arreglan para sacar lo mejor el uno del otro, y un sinfín de personajes secundarios que, estoy seguro me va a llevar un buen tiempo quitarme los sentimientos que siento por ellos (Pablo, Vicky, Luis, Marita y otros tantos que ahora se me pierden pero que quiero muchísimo y me gustaría que fuesen personas de carne y hueso). Cuando llegué a la última página de esta maravilla, y tras analizar toda la aventura en la que me sumergí, pensé maldita Mariana. Tu universo me consumió de una manera tan voraz que cuando ves que se terminó, quedas confundido. Porque todas las situaciones que se plantean son de fantasía si, pero es el estilo de narrar y la cercanía lo que las vuelven muy reales, y es muy chocante llegar a eso. Porque le agarras cariño al universo y no se puede entender que sea finito. Cuestiones aparte, estos días he estado leyendo muchas críticas acá en Goodreads acerca de este libro (Por supuesto, cuidándome de los spoilers), y la verdad que no entiendo a la gente que se decepciona con la historia. A mi entender, creo que esas personas esperaban un libro convencional y comercial. Ahí están tremendamente equivocados. Esto está claramente fuera del ámbito comercial y estoy segurísimo que si no fuese por el premio Herralde (Por fin premian algo bueno después de tantos años, porque ya se estaba notando la falta de Jorge en la editorial con premiaciones de libros normales tirando a mediocres) mucha gente ni lo hubiese leído. Pero vamos, que terminó ocurriendo y ahora existen estas críticas negativas que he leído con respeto y que, en mi opinión en esos casos el libro merecería otra lectura para aquellos que no lo entendieron. Apartando esas cosas, debo decir que hasta ahora viene siendo mi mejor lectura de 2020 (so far). Espero que se siga manteniendo de esa manera y por favor, para los que no conocen y nunca han entrado en el universo de Mariana y quieren hacerlo, be careful, es creepy as hell ....more",Notes are private!,0,29,1,"Jan 19, 2020","Jan 31, 2020","Jan 17, 2020",,Paperback,view (with text),/book/show/48758708-nuestra-parte-de-noche
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moxyland,"Beukes, Lauren*",1770095675,9781770095670,1770095675,367        pp,3.58,"3,688",2008,"Apr 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2020",,Paperback,view,/book/show/3491640-moxyland
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manual de pintura y caligrafía,"Saramago, José",,9789505114949,,304        pp,3.56,"1,587",1977,May 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""¿Qué es lo que quiero? Primero, no ser derrotado. Después, si es posible, vencer. Y vencer será, cualesquiera que sean los caminos (...) inte""¿Qué es lo que quiero? Primero, no ser derrotado. Después, si es posible, vencer. Y vencer será, cualesquiera que sean los caminos (...) intentar descubrir la verdad (...) sin que él lo sospeche, ya que su presencia y sus imágenes son testigos de mi incapacidad probada de satisfacer satisfaciéndome"".No sé por dónde comenzar con este libro. ¿Con H., pintor mediocre, y su capacidad de soportar ser un artista 'de pago'? ¿Por S. , distinguido cliente del Sr. H. , del que nunca se puede saber nada del mismo? ¿O quizá por los ilustres personajes secundarios, que se roban la atención del lector en muchos capítulos de esta obra?Sea cual fuere la respuesta, comenzaré mencionando algunas características de esta novela. Lo primero, hay que comprender a esta obra como lo que es: Un ejercicio de estilo de un Saramago que todavía estaba perfeccionando esa manera particular de narrar que desarrolló durante toda su vida y que me encanta y amo con todo mi ser xD. Dicho esto, quiero advertir que este ejercicio no está muy bien perfeccionado, pues si no se le presta la debida atención a la historia (O si se descuida el libro durante 2-3 días) es muy probable que el lector se olvide de lo que estaba sucediendo o le pueda terminar costando el volver a retomar la lectura (cosa que no sucede en libros más recientes de José, en lo que se evidencia que la técnica narrativa ya está pulida).Detalles aparte, todo lo que le pasa a H. es muy interesante. Desde su cambio de trabajo y pensamiento artístico hasta sus enredos políticos (Se menciona sobre el final del libro un trasfondo político de un Portugal en la época dictatorial de Salazar).Siempre disfruto de los libros de José Saramago. Como escribí anteriormente, esa manera de narrar tan particular la siento tan cercana que parece que, por momentos, estoy manteniendo una charla con el autor. Eso es lo mágico de su literatura. Bueno, eso y su capacidad de crear libros tomando como puntapié inicial situaciones inverosímiles (O que no son comunes en la narrativa tradicional). No le pongo cinco estrellas por lo que mencioné acerca del desarrollo de la trama (Y eso es algo que me duele mucho) pero si es recomendable tanto para alguien que quiera leer algo distinto y salir de las puntuaciones/estilo convencionales, como para los die hard fans de José, como el que escribe estas líneas.P.D: Les dejo uno de los fragmentos que más me gustaron:""La invención no puede ser confrontada con la realidad, tiene más probabilidades de ser exacta. La realidad es lo intraducible, porque es plástica, dinámica. Y dialéctica también. (...) Ahora mismo el mundo se transforma afuera. No se puede fijar ninguna imagen: el instante no existe, la onda que venía avanzando se quebró ya, la hoja debió ser ala y no tardará en estallar, reseca, bajo los pies.""...more",Notes are private!,0,3,1,"Jan 16, 2020","Jan 18, 2020","Jan 13, 2020",,Paperback,view (with text),/book/show/50438584-manual-de-pintura-y-caligraf-a
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violación. Una historia de amor,"Oates, Joyce Carol",8493667889,9788493667887,8493667889,174        pp,3.63,"5,839",2003,"Sep 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""No comprendes. No te entra en la cabeza. Dañaron tanto a tu madre, la golpearon, la rajaron por dentro y la dejaron tirada desangrándose en e""No comprendes. No te entra en la cabeza. Dañaron tanto a tu madre, la golpearon, la rajaron por dentro y la dejaron tirada desangrándose en el suelo del cobertizo"". Así de violenta y desgarradora es Oates en este libro. Consigue dejarte débil y con las emociones a flor de piel con su relato. La manera en que está presentada la obra (Con un ritmo endiablado, casi como un guión cinematográfico) ocasiona que no puedas parar de leer, que te identifiques con Teena y con la pequeña Bethie, con el accionar de Droomor. Todas las piezas encajan perfectamente en una partida vertiginosa de ajedrez en la que Joyce Carol nos enseña que la justicia tiene muchas caras, y que tarde o temprano los malos caerán (Ya sean por vías legales o por otras más oscuras). Una nouvelle que es un canto al feminismo y que me parece que el tiempo la ha tratado muy mal (Se la he mencionado a muchas personas y no la conocen). Espero que por el bien de la historia, algún día pueda entrar en el mercado alguna edición en alguna editorial conocida y que la justicia literaria pueda ser más eficaz que la que se efectúa en las cortes....more",Notes are private!,0,1,1,"Jan 10, 2020","Jan 13, 2020","Jan 10, 2020",,Paperback,view (with text),/book/show/15812533-violaci-n-una-historia-de-amor
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los años de peregrinación del chico sin color,"Murakami, Haruki",8483837730,9788483837733,,230        pp,3.87,"179,469","Apr 12, 2013","Oct 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Me siento como un recipiente vacío. Dentro no hay una mísera cosa a la que se le pueda llamar contenido""Tsukuru Tazaki (el personaje prin""Me siento como un recipiente vacío. Dentro no hay una mísera cosa a la que se le pueda llamar contenido""Tsukuru Tazaki (el personaje principal de esta obra) tiene una capacidad de buscarle el sentido a la vida que traspasa el libro, que te identifica y provoca una empatía de dimensiones astronómicas; como si todos tuviésemos un poco de Tazaki en nuestro propio camino. Y sí, esa es la respuesta. Al final del libro, cuando contemplas la página en blanco y te pones a reflexionar acerca de todo lo que acabas de leer, comprendes que todos pasamos por situaciones parecidas a las de este pintoresco personaje (Que brilla por luz propia, aunque él no se lo crea casi nunca), y que por más que intentemos siempre encontrarnos con nosotros mismos, la vida es en realidad un sendero de constante aprendizaje, arrepentimientos y realizaciones. No quiero meterme esta vez con la trama del libro, porque siento que todos deberíamos leer la historia que el chico sin color tiene para contarnos. Ah, y su fascinación por los trenes, que no es un detalle menor ;)P.D: No le otorgo cinco estrellas porque comenzó muy lento, y casi me pierdo en la trama. Suerte que seguí leyendo (porque lo iba a abandonar) y a partir del capítulo cinco todo comienza a desarrollarse con más energía....more",Notes are private!,0,2,1,"Jan 10, 2020","Jan 16, 2020","Jan 10, 2020",,ebook,view (with text),/book/show/18680237-los-a-os-de-peregrinaci-n-del-chico-sin-color
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las lealtades,"Vigan, Delphine de",8433980491,9788433980496,8433980491,200        pp,3.99,"8,398","Jan 03, 2018",Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Paperback,view,/book/show/51816145-las-lealtades
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Franchise: The Golden Arches in Black America,"Chatelain, Marcia*",1631493949,9781631493942,1631493949,336        pp,3.87,"1,484","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,Hardcover,view,/book/show/45894094-franchise
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Historia de un abrigo,"Puértolas, Soledad",8433968785,9788433968784,8433968785,240        pp,3.60,83,"Jan 01, 2005","Mar 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2018,Jan 2018,"Jan 07, 2020",,Hardcover,view,/book/show/2809008-historia-de-un-abrigo
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",1631490338,9781631490330,1631490338,624        pp,4.27,"903,943",1866,"Nov 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2020",,Hardcover,view,/book/show/34082131-crime-and-punishment
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Believe a Word: The Surprising Truth About Language,"Shariatmadari, David",1324004258,9781324004257,1324004258,336        pp,3.74,716,"Apr 22, 2019","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2020",,Hardcover,view,/book/show/45993328-don-t-believe-a-word
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Betrayal of Trust: The Collapse of Global Public Health,"Garrett, Laurie",0786884401,9780786884407,0786884401,768        pp,4.14,"1,327",2000,"Aug 15, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Paperback,view,/book/show/22126.Betrayal_of_Trust
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La chica salvaje,"Owens, Delia*",0593081625,,B07WPQGQS7,418        pp,4.39,"2,989,783","Aug 14, 2018","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2019",,Kindle Edition,view,/book/show/52713895-la-chica-salvaje
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You        (You, #1)","Kepnes, Caroline*",1501195433,9781501195433,1501195433,464        pp,3.96,"246,621","Sep 25, 2014","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2019",,Paperback,view,/book/show/36430011-you
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hidden Bodies        (You, #2)","Kepnes, Caroline*",1476785635,9781476785639,1476785635,448        pp,3.74,"79,645","Jan 14, 2016","Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2019",,Paperback,view,/book/show/29430824-hidden-bodies
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infections and Inequalities: The Modern Plagues,"Farmer, Paul",0520229134,9780520229136,0520229134,424        pp,4.10,"2,829",1999,"Feb 23, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2019",,Paperback,view,/book/show/10233.Infections_and_Inequalities
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cadáver exquisito,"Bazterrica, Agustina",9870737943,9789870737940,9870737943,249        pp,3.80,"205,230","Nov 29, 2017","Nov 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2019",,Paperback,view,/book/show/36696699-cad-ver-exquisito
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nada se opone a la noche,"Vigan, Delphine de",8433902482,9788433902481,8433902482,376        pp,4.31,"15,744","Aug 17, 2011","Sep 25, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Incapaz de alejarme por completo de la realidad, produzco una ficción involuntaria, busco el ángulo que me permita acercarme más, más cerca, cada ve ""Incapaz de alejarme por completo de la realidad, produzco una ficción involuntaria, busco el ángulo que me permita acercarme más, más cerca, cada vez más cerca, busco un espacio que no sea ni la verdad ni la fábula, sino las dos a la vez"" Y vaya si lo logra. Debo confesar que la primera vez que vi este libro, lo que me llamó la atención fue su portada, no la trama (Y esto no es algo que haga muy a menudo). Muy en contra de mis convicciones con la teoría respecto a las tapas de los libros y su relación de enemistad con el contenido de los mismos, tomé un ejemplar y comencé a leer. Al principio no tenía muchas expectativas (La búsqueda de una hija de los motivos por los cuales su madre hizo lo que tenía que hacer al principio del libro) pero a medida que la historia fue avanzando fui internándome en esta historia familiar, en el personaje de Lucile, por qué hizo lo que hizo y la peculiaridad de los Poirier, que más de una vez me desprendieron unas lágrimas o una carcajada (Dependiendo de la situación). Hacia mucho tiempo que no leía literatura francesa. Quizá porque no encontraba a un autor de mi interés, o probablemente porque ningún libro contemporáneo me llamaba la atención. Pero de Vigan me hizo descubrir nuevas sensaciones para con los galos. Su pluma es muy afilada, a veces puede pecar de demasiado realista, pero nunca te va a mentir. A fin de cuentas, es una especie de regalo de hija a madre. Las cosas son tal como se presentan y no habrán segundas vueltas o intenciones. Capaz que por esto me llegó más el mensaje del libro. Por su honestidad. ...more",Notes are private!,0,3,1,"Dec 31, 2019","Jan 10, 2020","Dec 12, 2019",,Paperback,view (with text),/book/show/53041033-nada-se-opone-a-la-noche
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Seraphina        (Seraphina, #1)","Hartman, Rachel*",,,,499        pp,3.94,"86,373","Jul 01, 2012",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2019",,Hardcover,view,/book/show/19549841-seraphina
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las aventuras de Sherlock Holmes        (Sherlock Holmes #3),"Doyle, Arthur Conan",8415618824,9788415618829,8415618824,322        pp,4.30,"299,735",1891,"Jun 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Siempre está bueno dejar un poco la literatura contemporánea y sumergirse por momentos en los clásicos que han hecho escuela para un montón de autoresSiempre está bueno dejar un poco la literatura contemporánea y sumergirse por momentos en los clásicos que han hecho escuela para un montón de autores a lo largo de los años. Disfruto muchísimo de leer a Conan Doyle, pero este compilado en particular no lo había leído nunca. Cada vez que leo cuentos de Holmes o noveletas, me llama la atención la capacidad del autor para crear casos de misterio a partir de situaciones que, en momentos, pueden parecer de lo más inverosímiles.Por último, quiero destacar que esta edición en particular que leí es muy bella! Editorial Alba de verdad se puso las pilas con su nueva colección de cuentos y novelas clásicos y se nota....more",Notes are private!,0,0,1,"Dec 10, 2019","Dec 12, 2019","Dec 10, 2019",,Hardcover,view (with text),/book/show/40999189-las-aventuras-de-sherlock-holmes
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las aventuras de Sherlock Holmes,"Doyle, Arthur Conan",8497643658,9788497643658,8497643658,192        pp,4.22,911,1892,"Apr 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2019",,Paperback,view,/book/show/8661.Las_aventuras_de_Sherlock_Holmes
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El lado negro de Suecia,"Holmberg, John-Henri",6075273158,9786075273150,6075273158,364        pp,3.52,841,"Dec 10, 2013",Feb 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2019",,Hardcover,view,/book/show/38234212-el-lado-negro-de-suecia
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Las mentiras que nos unen: Repensar la identidad. Creencias, país, color, clase, cultura","Appiah, Kwame Anthony",8430622276,9788430622276,B07NYBJRP3,334        pp,3.86,"1,897","Aug 28, 2018","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2019",,Kindle Edition,view,/book/show/44589745-las-mentiras-que-nos-unen
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alguien controla los dados,"Arizcorreta, Mateo",,9789974851924,,232        pp,3.89,28,unknown,Nov 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2019",,,view,/book/show/48839779-alguien-controla-los-dados
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La perla,"Steinbeck, John",8431634790,9788431634797,8431634790,160        pp,3.53,"237,972",1947,"Nov 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Paperback,view,/book/show/202413.La_perla
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Out,"Moore, Demi",0062049534,9780062049537,0062049534,262        pp,3.91,"42,965","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/45167624-inside-out
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Wish You All the Best        (I Wish You All the Best, #1)","Deaver, Mason*",,,,329        pp,4.17,"48,206","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/41473872-i-wish-you-all-the-best
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Pro - 7 Pasos para Convertirse en un Profesional del Mercadeo en Red,"Worre, Eric",,9780988667921,,148        pp,4.25,"8,415","Apr 29, 2013","May 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recomendado para los que quieran conocer o ahondar en el tema del mercadeo en red. A través de las experiencias que nos va contando el autor a lo largRecomendado para los que quieran conocer o ahondar en el tema del mercadeo en red. A través de las experiencias que nos va contando el autor a lo largo del libro, podemos entender cómo funciona este sistema que se puede aplicar en la vida cotidiana como por ejemplo en cuestiones de liderazgo....more",Notes are private!,0,0,1,"Nov 18, 2019","Dec 10, 2019","Nov 18, 2019",,Edición Kindle,view (with text),/book/show/31522088-go-pro---7-pasos-para-convertirse-en-un-profesional-del-mercadeo-en-red
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"En defensa de la Ilustración: Por la razón, la ciencia, el humanismo y el progreso","Pinker, Steven*",8449334624,9788449334627,8449334624,744        pp,4.20,"29,855","Feb 27, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2019",,Paperback,view,/book/show/42606402-en-defensa-de-la-ilustraci-n
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los peligros de fumar en la cama,"Enríquez, Mariana",8433998242,9788433998248,8433998242,199        pp,3.82,"40,599",Jan 2009,"Feb 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enríquez recupera en este libro lo mejor de la atmósfera del terror clásico y lo presenta en forma de doce cuentos maravillosos en los que, en mi opinEnríquez recupera en este libro lo mejor de la atmósfera del terror clásico y lo presenta en forma de doce cuentos maravillosos en los que, en mi opinión, resalta como telón de fondo esa atmósfera gótica, esa niebla gris que trae quien sabe qué cosa fantástica que deja en vilo al lector desde sus primeras páginas. No conocía a la autora cuando leí el libro y éste me llegó casi como por casualidad; cuando lo terminé me di cuenta de dónde había estado Mariana todo este tiempo y por qué no la había descubierto. Recomiendo entre todos los cuentos, ""El carrito"", que me hizo acordar mucho a cierta película de Johnny Depp en la que interpreta a un barbero....more",Notes are private!,0,0,1,"Oct 20, 2018","Oct 27, 2018","Nov 12, 2019",,Paperback,view (with text),/book/show/33533956-los-peligros-de-fumar-en-la-cama
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las cosas que perdimos en el fuego,"Enríquez, Mariana",8433998064,9788433998064,8433998064,200        pp,4.07,"40,876","Feb 10, 2016","Feb 10, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sin palabras. Si el anterior libro que leí de Mariana me encantó, este está a su nivel o un poquito más mejor. Hacía mucho tiempo que no disfrutaba taSin palabras. Si el anterior libro que leí de Mariana me encantó, este está a su nivel o un poquito más mejor. Hacía mucho tiempo que no disfrutaba tanto del género terror como lo he venido haciendo con sus cuentos, y eso se agradece. Cada una de las historias tienen si, componentes fantásticos pero están narradas de una manera tan natural y cotidiana que me provocó que me sintiese identificado con varias de las situaciones de los personajes, y a la vez me di cuenta una vez terminado el libro, que cada una de las cosas que suceden en el mismo puede pasarle a cualquiera de nosotrxs. ¡Me encanta como escribe, de verdad, y espero que en algún momento Mariana pueda escribir una novela!.-P.D: Entre todos los cuentos, el que más me gustó fue ""El patio del vecino"";trata acerca de una chica que labura de asistente social y vive en un apartamentito con su novio. Ella se acaba de mudar para ahí y con el correr de los días va descubriendo que algo aterrador se oculta en la casa de al lado. ...more",Notes are private!,0,3,1,"Nov 16, 2019","Nov 22, 2019","Nov 12, 2019",,Paperback,view (with text),/book/show/28787166-las-cosas-que-perdimos-en-el-fuego
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carretera maldita,"Bachman, Richard",8484500497,9788484500490,8401474728,362        pp,3.60,"38,118",Mar 1981,"Feb 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un historia impresionante, que te mete en la psique del protagonista mientras atraviesa una crisis debido a algo que cambiará su vida para siempre. EnUn historia impresionante, que te mete en la psique del protagonista mientras atraviesa una crisis debido a algo que cambiará su vida para siempre. En cada uno de sus capítulos pude notar esa sensación de in crescendo que derivará en una explosión de locura en las últimas páginas. El principio del libro puede ser un poco tedioso y hasta lento en ocasiones, pero se lo perdono por ser Richard Bachman Stephen King. En síntesis, éste ha sido uno de los libros que más me ha gustado del autor, junto con ""La Tormenta del Siglo"" (Con su particularidad característica)....more",Notes are private!,0,0,1,"Apr 10, 2016","Apr 15, 2016","Nov 12, 2019",,Paperback,view (with text),/book/show/32679.Carretera_maldita
