,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jason's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,985","Sep 13, 2011","Sep 13, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2015",,Hardcover,view,/book/show/9361589-the-night-circus
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked,"Sedaris, David",,,,304        pp,4.09,"265,129","Mar 01, 1997",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2015","Nov 18, 2015","Nov 04, 2015",,Paperback,view,/book/show/4138.Naked
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Theory of Justice,"Rawls, John",0674880145,9780674880146,0674880145,607        pp,3.96,"12,793",1971,"Feb 01, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2015","May 10, 2016","Nov 04, 2015",,Paperback,view,/book/show/918155.A_Theory_of_Justice
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,736","Sep 02, 2014","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm halfway through...it's good...But....I still have no idea what it's about?I suppose I shouldn't be surprised by that considering it's David MitcheI'm halfway through...it's good...But....I still have no idea what it's about?I suppose I shouldn't be surprised by that considering it's David Mitchell....more,Notes are private!,0,3,1,"Aug 06, 2015","Aug 08, 2015","Aug 06, 2015",,Hardcover,view (with text),/book/show/20819685-the-bone-clocks
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Passage        (The Passage, #1)","Cronin, Justin*",0345504968,9780345504968,0345504968,784        pp,4.04,"211,984","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sometimes a book that has the capacity to take you completely away from the present moment is a beautiful thing. I remove one star for the inclusion oSometimes a book that has the capacity to take you completely away from the present moment is a beautiful thing. I remove one star for the inclusion of the relentlessly overused vampire trope. ...more,Notes are private!,0,0,1,not set,"May 30, 2015","May 30, 2015",,Hardcover,view (with text),/book/show/6690798-the-passage
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visiting Picasso: The Notebooks and Letters of Roland Penrose,"Penrose, Roland",0500512930,9780500512937,0500512930,400        pp,4.20,15,"May 01, 2006","May 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2015",,Hardcover,view,/book/show/396484.Visiting_Picasso
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Picasso: His Life and Work,"Penrose, Roland",0520042077,9780520042070,0520042077,550        pp,4.04,47,"Oct 28, 1971","Dec 18, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2015",,Paperback,view,/book/show/782738.Picasso
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life of Picasso II: The Cubist Rebel: 1907-1916,"Richardson, John",0375711503,9780375711503,0375711503,512        pp,4.40,329,"Nov 05, 1996","Oct 16, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2015",,Paperback,view,/book/show/1978168.A_Life_of_Picasso_II
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Life of Picasso, Vol. 1: The Prodigy, 1881-1906","Richardson, John",037571149X,9780375711497,037571149X,560        pp,4.29,"1,963","Feb 20, 1991","Oct 16, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2015",,Paperback,view,/book/show/2145843.A_Life_of_Picasso_Vol_1
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Van Gogh: The Life,"Naifeh, Steven",0375507485,9780375507489,0375507485,970        pp,4.17,"26,836",2011,"Oct 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2015",,Hardcover,view,/book/show/10677213-van-gogh
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Letters of Vincent van Gogh,"Van Gogh, Vincent",0140446745,9780140446746,0140446745,528        pp,4.09,"98,324",1914,"Mar 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2015",,Paperback,view,/book/show/395233.The_Letters_of_Vincent_van_Gogh
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Rainy Day in May        (The Familiar, #1)","Danielewski, Mark Z.*",0375714944,9780375714948,0375714944,880        pp,3.66,"4,016","Jan 01, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Paperback,view,/book/show/23012473-one-rainy-day-in-may
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Murakami, Haruki",0385352107,9780385352109,0385352107,386        pp,3.87,"179,463","Apr 12, 2013","Aug 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Hardcover,view,/book/show/19288239-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Torch,"Strayed, Cheryl*",0345805615,9780345805614,0345805615,432        pp,3.63,"7,905","Feb 01, 2006","Oct 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/15849470-torch
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl*",0307592731,9780307592736,0307592731,315        pp,4.06,"796,799","Mar 20, 2012","Mar 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Hardcover,view,/book/show/12262741-wild
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Oyster: History on the Half Shell,"Kurlansky, Mark",0345476395,9780345476395,0345476395,336        pp,3.95,"4,792","Jan 01, 2005","Jan 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/3342.The_Big_Oyster
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cod: A Biography of the Fish that Changed the World,"Kurlansky, Mark",0099268701,9780099268703,0099268701,294        pp,3.92,"22,754","Jun 01, 1997","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/64895.Cod
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,"Kurlansky, Mark",0679643354,9780679643357,0679643354,224        pp,4.00,"1,274","Jan 01, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Hardcover,view,/book/show/3341.Nonviolence
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Such a Full Sea,"Lee, Chang-rae",1594486107,9781594486104,1594486107,407        pp,3.50,"11,512","Jan 07, 2014","Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Hardcover,view,/book/show/17707526-on-such-a-full-sea
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bleak House,"Dickens, Charles",0143037617,9780143037613,0143037617,"1,017        pp",4.02,"108,643",1853,"Jan 06, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2015","Feb 12, 2015","Jan 04, 2015",,Paperback,view,/book/show/31242.Bleak_House
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse People: Scenes from the Riding Life,"Korda, Michael",0060936762,9780060936761,B000A176O2,384        pp,3.82,818,2003,"Oct 26, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/343455.Horse_People
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More than Night: Film Noir in its Contexts,"Naremore, James",0520212940,9780520212947,0520212940,359        pp,4.08,259,"Oct 16, 1998","Oct 16, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2014",,Paperback,view,/book/show/1007865.More_than_Night
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divide: American Injustice in the Age of the Wealth Gap,"Taibbi, Matt",081299342X,9780812993424,081299342X,416        pp,4.22,"7,490","Apr 03, 2014","Apr 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2015","Feb 12, 2015","Dec 03, 2014",,Hardcover,view,/book/show/17834864-the-divide
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Film,"Pessl, Marisha*",0812979788,9780812979787,0812979788,640        pp,3.78,"90,932","Jul 16, 2013","Jul 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pessl has something to prove.,Notes are private!,0,0,1,not set,not set,"Nov 30, 2014",,Paperback,view (with text),/book/show/18770398-night-film
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Drawing of the Three        (The Dark Tower, #2)","King, Stephen*",0451210859,9780451210852,0451210859,463        pp,4.23,"262,076",May 1987,"Aug 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2014","Feb 12, 2015","Oct 27, 2014",,Paperback,view,/book/show/5094.The_Drawing_of_the_Three
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strangers In Paradise, Pocket Book 6","Moore, Terry",189259739X,9781892597397,189259739X,272        pp,4.51,"1,069","Oct 02, 2007","Oct 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 26, 2014",,Paperback,view,/book/show/100579.Strangers_In_Paradise_Pocket_Book_6
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strangers In Paradise, Pocket Book 5","Moore, Terry",1892597381,9781892597380,1892597381,376        pp,4.38,"1,118","Dec 20, 2005","Dec 20, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 26, 2014",,Paperback,view,/book/show/15669.Strangers_In_Paradise_Pocket_Book_5
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strangers In Paradise, Pocket Book 3","Moore, Terry",1892597306,9781892597304,1892597306,372        pp,4.38,"1,479","Dec 28, 2004","Dec 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 26, 2014",,Paperback,view,/book/show/724114.Strangers_In_Paradise_Pocket_Book_3
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Nearly Everything,"Bryson, Bill",076790818X,9780767908184,076790818X,544        pp,4.21,"386,070",2003,"Sep 14, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 13, 2014",,Paperback,view,/book/show/21.A_Short_History_of_Nearly_Everything
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Symbol        (Robert Langdon, #3)","Brown, Dan*",0385504225,9780385504225,0385504225,509        pp,3.75,"608,798",2009,"Sep 15, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2014","Dec 03, 2014","Oct 13, 2014",,Hardcover,view,/book/show/6411961-the-lost-symbol
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inferno        (Robert Langdon, #4)","Brown, Dan*",0385538170,9780385538176,0385537859,463        pp,3.89,"550,464","May 14, 2013","May 14, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 13, 2014",,Hardcover,view,/book/show/17212231-inferno
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk and Cheese: Dairy Products Gone Bad,"Dorkin, Evan",1595828052,9781595828057,1595828052,240        pp,3.86,272,"Nov 22, 2007","Nov 29, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2014",,Hardcover,view,/book/show/12698151-milk-and-cheese
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,753","Sep 24, 2013","Sep 24, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow...The moments when Stephen King is good, he is amazing. This isn't one of those moments. If an author revisits an old (highly successful) narrativWow...The moments when Stephen King is good, he is amazing. This isn't one of those moments. If an author revisits an old (highly successful) narrative to extend the story, it's done for one of two reasons: the story requires the extension in order to be complete, or the author wants a new villa in Spain. I'm thinking King likes Spain...I can find no reason at all to recommend this book. There was truly nothing about it that was successful. I still continue to read King's work and I probably won't stop, but I sure wish he'd take his time and write for quality instead of volume. He is a great writer, but he pollutes his body of work with the dreck he produces in 2 out of every 3 books. I know what you're thinking: ""you should have such dreck coming out of you mister man!...""Yes...well...I realize it's a bit ridiculous for me, an insignificant penniless worm, to criticize a universally acclaimed billionaire author...But I still didn't like the book....more",Notes are private!,0,0,1,"Sep 03, 2014","Sep 30, 2014","Aug 31, 2014",,Hardcover,view (with text),/book/show/16130549-doctor-sleep
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Supergods: What Masked Vigilantes, Miraculous Mutants, and a Sun God from Smallville Can Teach Us About Being Human","Morrison, Grant",1400069122,9781400069125,1400069122,444        pp,3.85,"8,372","Jul 19, 2011","Jul 19, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 17, 2014",,Hardcover,view,/book/show/10081832-supergods
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Larson, Erik*",0307408841,9780307408846,0307408841,448        pp,3.88,"201,629","May 10, 2011","May 10, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2014",,Hardcover,view,/book/show/9938498-in-the-garden-of-beasts
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comics Journal #302,"Groth, Gary",1606996037,9781606996034,1606996037,672        pp,4.18,17,"Jan 23, 2013","Mar 06, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2014",,Paperback,view,/book/show/14475506-the-comics-journal-302
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comics Journal #301,"Groth, Gary",1606992910,9781606992913,1606992910,640        pp,3.97,31,"Jul 01, 2011","Jul 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2014",,Paperback,view,/book/show/7100530-the-comics-journal-301
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor & Park,"Rowell, Rainbow*",1250012570,9781250012579,1250012570,328        pp,3.94,"1,171,389","Apr 12, 2012","Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2014",,Hardcover,view,/book/show/15745753-eleanor-park
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Death Cure        (The Maze Runner, #3)","Dashner, James*",0385738773,9780385738774,0385738773,325        pp,3.78,"449,014","Oct 11, 2011","Oct 11, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What made the second book feel sort of thrown together was even more evident here. I think what Dashner has with these books is a wonderful first noveWhat made the second book feel sort of thrown together was even more evident here. I think what Dashner has with these books is a wonderful first novel and an ensuing series of good first drafts. There was likely a good deal of pressure to finish up the second two books and I believe the story suffered as a result of the rush. More contemplation of the overarching narrative could have made these books great. Still, not at all a negative experience overall. Very much worth your time....more",Notes are private!,0,0,1,not set,"Aug 06, 2014","Aug 06, 2014",,Hardcover,view (with text),/book/show/7864437-the-death-cure
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Scorch Trials        (The Maze Runner, #2)","Dashner, James*",0385738757,9780385738750,0385738757,362        pp,3.90,"581,162","Oct 12, 2010","Oct 12, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another good effort from Dashner. I remove one star for the reason that the story came across as somewhat forced. The Maze Runner was quite singular iAnother good effort from Dashner. I remove one star for the reason that the story came across as somewhat forced. The Maze Runner was quite singular in its conception and execution. This book did not feel as coherent. Although that does not mean it wasn't enjoyable. As I move through the series I can't help but wonder why it's called The Maze Runner series, as maze running only pertains to the initial book. It should have been called The Killzone Chronicles or something. In the end this story does not come across as a necessity, which is a bit of a disappointment after the experience of the first book....more",Notes are private!,0,1,1,not set,not set,"Aug 06, 2014",,Hardcover,view (with text),/book/show/7631105-the-scorch-trials
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze Runner        (The Maze Runner, #1)","Dashner, James*",0385737947,9780385737944,0385737947,384        pp,4.05,"1,528,182","Oct 06, 2009","Oct 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Upon reading the s below, I'm find myself mystified over why readers are so likely to find fault in what I take to be fairly successful pieces oUpon reading the s below, I'm find myself mystified over why readers are so likely to find fault in what I take to be fairly successful pieces of writing.Am I truly that easily pleased? I don't know. Maybe I am. I found this novel to be incredibly enjoyable. I don't often read books in one sitting anymore. For what this work is, a young adult adventure story, I thought it was amazing. Perhaps one could say it is a touch derivative, but what story isn't anymore? I felt it had enough originality to easily stand on it's own merit. If you go into any reading situation with the expectation of the most thrilling and original literary experience you've ever had, you're likely to be a bit disappointed on occasion. Anyway, I'm off to procure the second volume....more",Notes are private!,0,0,1,not set,not set,"Aug 03, 2014",,Hardcover,view (with text),/book/show/6186357-the-maze-runner
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flannery O'Connor: The Cartoons,"O'Connor, Flannery",1606994794,9781606994795,1606994794,144        pp,3.69,266,Apr 2012,"Jul 16, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 02, 2014","Jun 02, 2014",,Hardcover,view,/book/show/11356255-flannery-o-connor
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tain,"Miéville, China*",1902880633,9781902880631,1902880633,89        pp,3.88,656,2002,"Dec 30, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2014",,Paperback,view,/book/show/493072.The_Tain
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Wop -  Beaver Buffalo Buttons Brass Boxing and Beer: That's why you're here!,"Tar, Jack*",,,B004G5Z3UM,240        pp,4.32,19,"Apr 07, 2012","Apr 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 14, 2014",,Kindle Edition,view,/book/show/10601538-american-wop---beaver-buffalo-buttons-brass-boxing-and-beer
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Riddle of the Labyrinth: The Quest to Crack an Ancient Code,"Fox, Margalit*",0062228838,9780062228833,0062228838,363        pp,3.99,"3,443","May 14, 2013","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2014",,Hardcover,view,/book/show/16240783-the-riddle-of-the-labyrinth
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"Dedman, Bill*",0345534522,9780345534521,0345534522,456        pp,3.79,"37,718","Sep 10, 2013","Sep 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2014",,Hardcover,view,/book/show/17704903-empty-mansions
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Vishnu,"Suri, Manil",006000438X,9780060004385,006000438X,301        pp,3.61,"9,191","Dec 01, 1998","Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2014","May 20, 2014","May 14, 2014",,Paperback,view,/book/show/65285.The_Death_of_Vishnu
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Not a Gadget,"Lanier, Jaron",0307269647,9780307269645,0307269647,221        pp,3.56,"6,191","Jan 12, 2010","Jan 12, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 27, 2014",,Hardcover,view,/book/show/6683549-you-are-not-a-gadget
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Owns the Future?,"Lanier, Jaron",1451654967,9781451654967,,367        pp,3.78,"3,569","Mar 07, 2013","May 07, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 27, 2014",,Hardcover,view,/book/show/15802693-who-owns-the-future
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Information: A History, a Theory, a Flood","Gleick, James*",0375423729,9780375423727,0375423729,527        pp,4.03,"16,245","Mar 01, 2011","Mar 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 27, 2014",,Hardcover,view,/book/show/8701960-the-information
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,491","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2014",,Hardcover,view,/book/show/13641208-tenth-of-december
