,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving the Atocha Station,"Lerner, Ben",,,B005IQBXTI,186        pp,3.79,"16,504","Aug 23, 2011","Aug 23, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Kindle Edition,view,/book/show/13324608-leaving-the-atocha-station
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasonal, #1)","Smith, Ali",,,,263        pp,3.67,"73,516","Oct 20, 2016","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An aging man alone in his apartment with his memories. A girl feeling alone as she knows beyond all knowing where her mother really goes when she leavAn aging man alone in his apartment with his memories. A girl feeling alone as she knows beyond all knowing where her mother really goes when she leaves each night. The man and the girl are fated to meet and in that meeting provide something for each other that they are missing. There’s a magic in the friendship they form as they play with words and create whole new stories. You can find Daniel in the fresh morning dew glistening atop a small leaf. Look for the flashing lights of Elisabeth on her rollerblades tearing down the asphalt much akin to a leaping spring lamb. Their relationship will be felt in the heart of everyone who has found a loving friendship. Even with the passing of time and a separation based on Elisabeth’s misdirected hurt they come back together to experience more stories and Daniel’s eternal question, “what you reading?” Inquisitive, joyous, sardonic and humorous all these emotions and more shine through in this gift from Ali Smith. Her book opened my eyes with wonder at her creative and exciting use of language. These words teach us much about life’s lessons. When we allow someone’s positive and buoyant ways to blend and mesh with ours a new way of being is created. All the characters find a fresh vision, bright and shimmery, on their journeys of discovery. Moments lost can be found illuminated with a brilliance only previously guessed at or hoped for. In Daniel’s words, “we have to hope that the people who love us and who know us a little bit will in the end have seen us truly. In the end, not much else matters.” Amen....more",Notes are private!,0,29,1,"Jun 17, 2019","Jun 17, 2019","Jun 17, 2019",,Hardcover,view (with text),/book/show/30269094-autumn
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken - A Novella,"Motz, Christopher*",,,B077SYSC9M,79        pp,4.27,11,unknown,"Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Kindle Edition,view,/book/show/36680398-broken---a-novella
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quest of Iranon,"Lovecraft, H.P.",,,B0026ZOYKY,10        pp,3.49,"1,044",Jul 1935,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/6505017-the-quest-of-iranon
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Astonishing Colour of After,"Pan, Emily X.R.*",1510102965,9781510102965,1510102965,480        pp,4.06,"31,402","Mar 20, 2018","Mar 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/37758969-the-astonishing-colour-of-after
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,"Grandin, Greg*",1250179823,9781250179821,1250179823,369        pp,4.30,"2,594","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/36743029-the-end-of-the-myth
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Free,"Vlautin, Willy",0062276743,9780062276742,0062276743,320        pp,3.94,"3,227","Feb 04, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/18090125-the-free
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fryderyk Chopin: A Life and Times,"Walker, Alan",0374159068,9780374159061,0374159068,768        pp,4.42,499,"Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An incredibly detailed and thoroughly researched biography of the “Raphael of the piano.” Listening to and playing music have offered me many years ofAn incredibly detailed and thoroughly researched biography of the “Raphael of the piano.” Listening to and playing music have offered me many years of passion and solace. My alleged good ear and musical memory have done little in the way of mastering Chopin’s music. I approached this lengthy book thinking it would somehow provide me with whatever element I seem to be missing. No such luck. I continue to be frustrated with my lack of expertise but I sure learned a great deal about this musical genius. Chopin’s lack of interest in technique as an end in itself offers the first key to understanding his approach. He subscribed to no dogma. All he knew of piano playing had been self discovered. It is said that his music was instantly recognizable. He lived a short but amazingly full and exciting life. He was under surveillance by the Russians in 1835 whereupon he assumed a French identity. He considered his love life to be a failure after suffering numerous rejections related to his illness and lack of financial resources. It was in his music that he shined like the brightest star and this shine has lasted. There are more sketches for his polonaise fantasie op 61 than any other he wrote for solo piano. Indeed, he was poised to give birth to a new genre but his early death would ensure this would not happen. His music is written from his harvest of sorrows - his ill health, his failed proposals, his tumultuous relationship with George Sand and the death of his family. A complex being - he didn’t like to read, except newspapers never liked or consumed alcohol and through his life remained a proud Pole whose deep love for country never wavered. One critic described his piano playing this way -“ it is not a piano that speaks but a soul. And what a soul.” Much of this book is dedicated to details re: his techniques, background in each piece of music he wrote, and his psychological states of mind when facing a terminal illness and his world at war around him. If you love his music, or like me, hope that learning about him will potentially improve your efforts to play his complicated and challenging pieces, this is the biography for you....more",Notes are private!,0,7,1,"Jul 09, 2019","Jul 11, 2019","Jun 15, 2019",,Hardcover,view (with text),/book/show/37860165-fryderyk-chopin
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purge,"Oksanen, Sofi*",0802170773,9780802170774,0802170773,390        pp,3.91,"18,234",2008,"Apr 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/7029668-purge
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pitch Dark,"Adler, Renata",1590176146,9781590176146,1590176146,154        pp,3.80,"1,488","Feb 05, 1983","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/13643033-pitch-dark
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King of Joy,"Chiem, Richard*",1593763093,9781593763091,1593763093,208        pp,3.79,259,"Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/41714333-king-of-joy
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Repetition,"Reilly, Rebecca",1935536583,9781935536581,1935536583,224        pp,4.43,46,"Jan 01, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/25368127-repetition
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Please Bury Me in This,"White, Allison Benis",1935536834,9781935536833,1935536834,69        pp,4.52,176,2017,"Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2019",,Paperback,view,/book/show/32022147-please-bury-me-in-this
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sunset Song        (A Scots Quair, #1)","Gibbon, Lewis Grassic",0862411793,9780862411794,0862411793,272        pp,4.01,"4,965",1932,"Jan 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2019",,Paperback,view,/book/show/1203812.Sunset_Song
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"By Fire, By Water","Kaplan, Mitchell James*",1590513525,9781590513521,1590513525,284        pp,3.73,"1,151","May 18, 2010","May 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2019",,Paperback,view,/book/show/7057397-by-fire-by-water
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0374158460,9780374158460,0374158460,562        pp,3.78,"168,417","Aug 31, 2010","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Write the wrongs or do I mean right the wrongs? Sometimes I felt like a voyeur reading about such private behaviour. A close up look at families, loyaWrite the wrongs or do I mean right the wrongs? Sometimes I felt like a voyeur reading about such private behaviour. A close up look at families, loyalties, infidelities and freedom. The freedom to make many mistakes. These characters operate as if just when they thought they had things all sorted out holes appear in their logic. They’re trapped. They’re ambushed by their needs and stupidity. They are repeatedly looking for ways around their dead ends. There will always be problems with what they do. It’s almost as if there’s rogue forces at work that holds them hostage to their foolish oversights. In their youth they, like many of us, failed to acknowledge there would be difficulties in the future and suddenly here they are. As they questioned how to work their way out of each sticky situation I kept right along reading. Not a one of them is infallible. It takes some of them longer than others to realize this. Franzen has told a story about people who irritate and make the reader uncomfortable. Yet there is something both deeply human and comic in their flawed characters. A story of the cyclical nature of life with all the failures and triumphs it contains....more",Notes are private!,0,25,1,"Jun 30, 2019","Jul 02, 2019","Jun 14, 2019",,Hardcover,view (with text),/book/show/7905092-freedom
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Rock Is Lively,"Aston, Dianna Hutts",1452106452,9781452106458,1452106452,40        pp,4.28,"1,554","Aug 29, 2012","Aug 29, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2019",,Hardcover,view,/book/show/14553643-a-rock-is-lively
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do You Realize?,"Kuhn, Kevin A.*",1592986951,9781592986958,1592986951,416        pp,4.02,757,"Feb 16, 2017","Feb 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Jun 13, 2019",,Paperback,view,/book/show/33883976-do-you-realize
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger.,"Adiga, Aravind",184354721X,9781843547211,184354721X,321        pp,3.76,"191,613","Apr 22, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2019",,Paperback,view,/book/show/3675538-the-white-tiger
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lanny,"Porter, Max",0571340288,9780571340286,0571340288,210        pp,4.06,"26,666","Mar 05, 2019","Mar 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just finished this story and I’m already missing Lanny. He’s one of a kind. Maybe you are familiar with the illustrations of Arthur Rackham. His draI just finished this story and I’m already missing Lanny. He’s one of a kind. Maybe you are familiar with the illustrations of Arthur Rackham. His drawings of forest creatures and faces in the ancient oak trees are a wonderful invitation to this story. Max Porter hypnotized me with his words. He’s created a distinct mood for each of the parts of this book. All my senses were engaged as the story moved along. The focus is mainly on Dead Papa Toothwort, the misunderstood and maligned mythical creature of nature, Lanny’s parents, Pete the artist and, of course, Lanny. Lanny - the unusually wonderful singing boy who builds a bower, like the bird, in the forest. Lanny wants to live in harmony with nature, free and happy. He is ever so inquisitive. He loves the forest where the fairy people dance and life is still magical. He is innocence, magical spirit and unconditional love. He is the child that lives in all of us. From the beginning Dead Papa Toothwort recognizes Lanny’s voice. Out of all the snippets of the villager’s conversations he selects Lanny’s song. What are his intentions? As the story unfolds the suspense builds. It moves and grows unlike the forest which shrinks as pollution and buildings take over. I was constantly reassessing and processing the new ideas and information the author offered. He reminds the reader that it’s foolhardy to believe that in life nothing can go wrong. This story can be read on different levels. Each character can be viewed as a symbol of how humans perceive and treat the natural world. Or, you can read it at face value like the fairy tales that Arthur Rackham illustrated. Any which way you proceed know that this is a wonderful story flowing with the tides of life. It contains the essence of the universe. You can smell and taste the storm brewing. You can look with a steady gaze and focused intent on how nature works with the movement of all things. I thoroughly enjoyed this book. It was wild, full of foreboding and joy. When I closed it I felt nourished in my blood, bones and spirit. It made me want to get outside in the leafy realms and search for treasures in those places where humans seldom go. ...more",Notes are private!,0,31,1,"Jun 20, 2019","Jun 21, 2019","Jun 13, 2019",,Hardcover,view (with text),/book/show/39738353-lanny
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,London Belongs to Me,"Collins, Norman",0141442336,9780141442334,0141442336,738        pp,4.21,"1,175",1945,"Feb 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Paperback,view,/book/show/6267715-london-belongs-to-me
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Architect's Apprentice,"Shafak, Elif*",052542797X,9780525427971,052542797X,432        pp,4.02,"23,957",2013,"Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Hardcover,view,/book/show/22571629-the-architect-s-apprentice
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voices of the Dead: Stalin's Great Terror in the 1930s,"Kuromiya, Hiroaki",0300123892,9780300123890,0300123892,304        pp,3.76,17,"Dec 24, 2007","Dec 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Hardcover,view,/book/show/2213927.The_Voices_of_the_Dead
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Total War: From Stalingrad to Berlin,"Jones, Michael",1848542291,9781848542297,1848542291,325        pp,4.19,236,"Jun 01, 2011","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Hardcover,view,/book/show/11187318-total-war
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street,"Lovecraft, H.P.",,,,88        pp,2.40,"1,098",1920,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Kindle Edition,view,/book/show/11819140-the-street
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Gardener,"Fan, Terry",1481439782,9781481439787,1481439782,48        pp,4.18,"6,374",Feb 2016,"Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Hardcover,view,/book/show/25785698-the-night-gardener
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brighter Sun,"Selvon, Sam",0582642655,9780582642652,0582642655,240        pp,4.09,517,1953,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,Paperback,view,/book/show/409015.Brighter_Sun
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tuner of Silences,"Couto, Mia",1926845951,9781926845951,1926845951,224        pp,4.02,"2,379","Jun 25, 2009","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A dense and colourful story of a father who risks all, time and time again, in his efforts to save himself, his sons, and allies from inner turmoil. HA dense and colourful story of a father who risks all, time and time again, in his efforts to save himself, his sons, and allies from inner turmoil. He holds an ugly and painful past deep within himself with glimmers of the past, present and future. This begins in a bewitched and timeless place. A father has brought his sons and war weary hunter “friend” to take up residence in an abandoned game reserve. There’s a war going on in Mozambique and with most people fleeing to the city he heads into the interior. It’s only midway, with the arrival of a strange woman, that the story feels like it’s been propelled into the 21st century. Cell phones and computers coexist with women carrying huge bundles of hand washed laundry on their heads. The strange woman, Marta, also seems under a spell.She’s believes she’s come to Africa to find the husband who abandoned her. Yet what anyone believes in this story isn’t always real. The father sees her as a threat without understanding that larger threats loom on the horizon just outside the gates of his hideaway. “I was waiting for God to come to Jezoosalem, but in the end it’s a bunch of private foreigners that are coming...maybe they are the new gods?” Sometimes the characters have burdens so great all they can do is weep for the pains and worries of the world outside. They speak to the reader about what is usually hidden from our eyes and revealed only in their souls. A story that felt both achingly familiar and with echoes so strange they were almost beyond reach. Mia Couto writes with the profound intuition of a visionary. A strange tale, indeed....more",Notes are private!,0,11,1,"Jun 13, 2019","Jun 14, 2019","Jun 13, 2019",,Paperback,view (with text),/book/show/13592037-the-tuner-of-silences
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jacks and Jokers,"Condon, Matthew",0702249963,9780702249969,0702249963,388        pp,3.88,293,"Jan 01, 2014","Mar 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2019",,Paperback,view,/book/show/20644332-jacks-and-jokers
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Fall Down,"Condon, Matthew",0702253537,9780702253539,0702253537,388        pp,4.13,261,"Jul 29, 2015","Oct 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2019",,Paperback,view,/book/show/25404392-all-fall-down
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Crooked Kings,"Condon, Matthew",0702238910,9780702238918,0702238910,352        pp,3.72,574,"Jan 01, 2013","Feb 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2019",,Paperback,view,/book/show/16225134-three-crooked-kings
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Shells,"Franklin, Kyle J.",,,B07S987TGC,85        pp,5.00,3,unknown,"May 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2019",,Kindle Edition,view,/book/show/46027653-house-of-shells
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma in the Night,"Walker, Wendy*",1250141435,9781250141439,1250141435,308        pp,3.72,"39,713","Aug 08, 2017","Aug 08, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Psychological suspense story. Interesting take on narcissistic parent.,Notes are private!,0,8,1,"Jun 24, 2019","Jun 25, 2019","Jun 12, 2019",,Hardcover,view (with text),/book/show/33574211-emma-in-the-night
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taking Turns: Stories from HIV/AIDS Care Unit 371,"Czerwiec, M.K.*",0271078189,9780271078182,0271078189,224        pp,4.39,915,"Mar 15, 2017","Mar 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Paperback,view,/book/show/32509945-taking-turns
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Boat to Tangier,"Barry, Kevin",0385540310,9780385540315,0385540310,224        pp,3.62,"18,897","Jun 20, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/43256597-night-boat-to-tangier
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stop Wanting,"Harris, Lizzie*",0986025763,9780986025761,0986025763,72        pp,4.23,60,"Apr 07, 2014","Apr 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Paperback,view,/book/show/20881436-stop-wanting
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely City: Adventures in the Art of Being Alone,"Laing, Olivia*",1250039576,9781250039576,1250039576,336        pp,3.92,"28,457","Mar 01, 2016","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/25667449-the-lonely-city
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banned for Life,"Haney, Duke *",1427624992,9781427624994,1427624992,416        pp,4.34,104,"May 05, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Paperback,view,/book/show/6416929-banned-for-life
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Promised Land,"Laxalt, Robert",0874177057,9780874177053,0874177057,207        pp,4.26,289,"Jan 28, 1957","Mar 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/861396.Sweet_Promised_Land
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lambs of Men,"White, Charles Dodd*",,,1934081272,160        pp,4.42,100,"Nov 01, 2010","Nov 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Paperback,view,/book/show/8500792-lambs-of-men
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger's Child,"Hollinghurst, Alan",0330483242,9780330483247,0330483242,564        pp,3.32,"11,293","Jun 27, 2011","Jul 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/7552716-the-stranger-s-child
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Larchfield,"Clark, Polly",1786481928,9781786481924,1786481928,320        pp,3.59,831,unknown,"Mar 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/32766337-larchfield
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good House,"Due, Tananarive*",0743296168,9780743296168,0743296168,597        pp,4.00,"7,940","Sep 02, 2003","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enchanting story that gives expression to a supernatural pattern of actions which are unbroken since time began. A story that takes inspiration froAn enchanting story that gives expression to a supernatural pattern of actions which are unbroken since time began. A story that takes inspiration from from vodu, the masters of horror, and the Bible.It invites the reader to carefully consider the importance of rituals that connect the everyday world and the world of spirit, be they praying and/or casting spells. Just remember, it’s not wise to fool with things you don’t understand. Who knows what forces you might let loose in the world? These rituals and spells are best left to those familiar with the old ways, like the Touissants. In this tale a brave woman takes a giant risk to call upon her spirit ancestors and move into the other realms. With little but a ring as protection she tries to find her way to use the ancient wisdom of her Grandmother Marie to save the home and people she loves. Entertaining and at times shivery scary. ...more",Notes are private!,0,6,1,"Jun 15, 2019","Jun 17, 2019","Jun 09, 2019",,Paperback,view (with text),/book/show/41539.The_Good_House
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come to the Edge,"Kavenna, Joanna",1780872135,9781780872131,1780872135,295        pp,3.24,349,"Jul 12, 2012","Jul 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/15716840-come-to-the-edge
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetland,"Crummey, Michael*",0385663161,9780385663168,0385663161,322        pp,3.92,"6,859","Aug 19, 2014","Aug 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/19347307-sweetland
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Straw,"Scott, Marc",1789015715,9781789015713,1789015715,0        pp,4.22,27,unknown,"Nov 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Paperback,view,/book/show/46184896-house-of-straw
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Book,Han Kang,1846276292,9781846276293,1846276292,161        pp,3.82,"17,150","May 25, 2016","Nov 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2019",,Hardcover,view,/book/show/31935807-the-white-book
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Safe from the Sea,"Geye, Peter*",1280602562,9781280602566,,255        pp,4.04,"1,382","May 21, 2009","May 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2019",,ebook,view,/book/show/17459268-safe-from-the-sea
