,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerilynne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pageboy,"Page, Elliot",,,,271        pp,3.76,"53,598","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,,view,/book/show/60473073-pageboy
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"58,109","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/112975658-the-frozen-river
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trees,"Everett, Percival",164445064X,9781644450642,164445064X,309        pp,4.07,"26,933","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I saw American Fiction and loved it. So I checked out who wrote it and it led me to Percival Everett and this book. This book is a murder mystery and I saw American Fiction and loved it. So I checked out who wrote it and it led me to Percival Everett and this book. This book is a murder mystery and so much more. It is a commentary on racism and lynching in America told through dark humor. So many times, while listening, I had to stop because it’s a lot to take in and all so true. It’s set in modern day but almost everything felt like it could have been in the 1800s, not much has changed. I’ll be reading more Percival Everett novels in the future. ...more",Notes are private!,0,3,1,"Feb 06, 2024","Feb 09, 2024","Aug 25, 2023",,Paperback,view (with text),/book/show/56269278-the-trees
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stealing,"Verble, Margaret",0063267055,9780063267053,0063267055,238        pp,4.05,"2,100","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Hardcover,view,/book/show/61252412-stealing
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness for Beginners,"Center, Katherine*",1250047307,9781250047304,1250047307,320        pp,4.07,"46,745","Mar 24, 2015","Mar 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/21853666-happiness-for-beginners
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Copperhead,"Zentner, Alexi*",1984877283,9781984877284,1984877283,288        pp,4.08,"1,218","Jul 09, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/39945426-copperhead
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learned by Heart,"Donoghue, Emma*",0316564435,9780316564434,0316564435,336        pp,3.51,"5,543","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/62874041-learned-by-heart
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,174","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,773","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Hardcover,view,/book/show/61062194-beyond-the-wand
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,345","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Hardcover,view,/book/show/127305853-the-women
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,911","Jul 20, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Connellys of County Down,"Lange, Tracey*",,,B0B9KWH2FT,288        pp,3.85,"20,967","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Kindle Edition,view,/book/show/59419107-the-connellys-of-county-down
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Homicide and Halo-Halo        (Tita Rosie's Kitchen Mystery, #2)","Manansala, Mia P.*",0593201698,9780593201695,0593201698,279        pp,3.67,"16,976","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Paperback,view,/book/show/58082198-homicide-and-halo-halo
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give Me a Sign,"Sortino, Anna*",0593533798,9780593533796,0593533798,303        pp,4.14,"3,580","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2023",,Hardcover,view,/book/show/63024319-give-me-a-sign
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman of Light,"Fajardo-Anstine, Kali*",0525511326,9780525511328,0525511326,336        pp,3.66,"11,683","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Hardcover,view,/book/show/58587145-woman-of-light
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Time,"Picoult, Jodi*",0345544927,9780345544926,0345544927,398        pp,3.99,"181,137","Oct 14, 2014","Oct 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2023",,Hardcover,view,/book/show/18816603-leaving-time
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Forest,"Fung, Pik-Shuen",0593230965,9780593230961,0593230965,272        pp,4.16,"4,687","Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Hardcover,view,/book/show/55333961-ghost-forest
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diamond Head,"Wong, Cecily*",0062345435,9780062345431,0062345435,312        pp,3.78,"2,211","Apr 14, 2015","Apr 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Hardcover,view,/book/show/22693266-diamond-head
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",161620995X,9781616209957,161620995X,326        pp,4.37,"56,305","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Hardcover,view,/book/show/56271394-honor
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keep It In The Family,"Marrs, John*",1542017289,9781542017282,B09Q2WCSMP,380        pp,4.12,"56,340","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Kindle Edition,view,/book/show/60109530-keep-it-in-the-family
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Another Missing Person,"McAllister, Gillian*",0063252392,9780063252394,0063252392,384        pp,3.68,"44,571","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars Good mystery, but how it’s written is almost like the author tried too hard to get certain twists into the plot. I can’t think of any book w3.5 stars Good mystery, but how it’s written is almost like the author tried too hard to get certain twists into the plot. I can’t think of any book written in second person that really works for me. ...more",Notes are private!,0,1,1,"Dec 16, 2023","Dec 31, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/62292411-just-another-missing-person
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred Spirits,"Brennert, Alan*",0312872623,9780312872625,0312872623,256        pp,3.27,45,1984,"Nov 13, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/3274.Kindred_Spirits
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skin Deep,"Brennert, Alan*",1250817994,9781250817990,,32        pp,4.06,87,"Jul 21, 2021","Jul 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,ebook,view,/book/show/58578777-skin-deep
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Night,"McAllister, Gillian*",1405942444,9781405942447,1405942444,464        pp,3.84,"11,190","Jun 10, 2021","Jun 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/56936555-that-night
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Butterfly Cage,"Zemach, Rachel*",1959804529,9781959804529,1959804529,388        pp,4.92,53,unknown,"Apr 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/146933383-the-butterfly-cage
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sunshine Away,"Walsh, M.O.",0399169520,9780399169526,0399169520,306        pp,3.58,"18,228","Feb 10, 2015","Feb 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Hardcover,view,/book/show/22367526-my-sunshine-away
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Were Always Mine,"Pride, Christine",1668005506,9781668005507,1668005506,336        pp,3.91,"3,743","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2023",,Hardcover,view,/book/show/62919372-you-were-always-mine
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,648","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Me,"Davis, Viola",0063037327,9780063037328,0063037327,304        pp,4.56,"116,052","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2023","May 07, 2023","May 03, 2023",,Hardcover,view,/book/show/58687126-finding-me
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",080216014X,9780802160140,080216014X,128        pp,4.33,"80,837",Feb 2010,"Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook Sweet story about a young girl who goes to live with a couple to be fostered by them while her mom is pregnant. I enjoyed this novella.,Notes are private!,0,0,1,Jan 2024,"Jan 02, 2024","Apr 27, 2023",,Hardcover,view (with text),/book/show/61022861-foster
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Me in the Coral Lounge: Intimate Confessions from a Happy Marriage,"Ellis, Helen",0385548206,9780385548205,0385548206,224        pp,3.80,"1,692","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,Hardcover,view,/book/show/62646531-kiss-me-in-the-coral-lounge
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,626","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Hardcover,view,/book/show/63241104-tom-lake
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Standard Deviation,"Heiny, Katherine",0008105529,9780008105525,0008105529,322        pp,3.59,"17,367","May 23, 2017","Apr 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Hardcover,view,/book/show/26198476-standard-deviation
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess of Las Vegas,"Bohjalian, Chris*",0385547587,9780385547581,0385547587,400        pp,3.63,"2,150","Mar 26, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Hardcover,view,/book/show/90587135-the-princess-of-las-vegas
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,564","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Hardcover,view,/book/show/87556695-let-us-descend
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uncharted Waters        (Getaway, #1)","Hepworth, Sally*",,,B0B58L5C8J,49        pp,3.54,"13,059","Aug 31, 2022","Aug 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Kindle Edition,view,/book/show/61619569-uncharted-waters
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,067","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More like 2.5 stars. I listened to this one on audio. It was way too long. I started screaming every time I heard the word barbecue. I really enjoy LiMore like 2.5 stars. I listened to this one on audio. It was way too long. I started screaming every time I heard the word barbecue. I really enjoy Liane Moriarty so I kept going. There were moments that I enjoyed, but even the end seemed to drag on. This was my least favorite of hers so far....more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The London Séance Society,"Penner, Sarah *",0778387119,9780778387114,0778387119,352        pp,3.48,"47,936","Mar 07, 2023","Mar 07, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Boring and disappointingI liked the topic and I already knew that I enjoyed this author. I enjoyed the set-up of Lenna and Vaudeline . I was intriguedBoring and disappointingI liked the topic and I already knew that I enjoyed this author. I enjoyed the set-up of Lenna and Vaudeline . I was intrigued for the first hundred pages or so, but then it never went anywhere. It felt like reading a Scooby Doo mystery that was stuck in a loop. It built and unwinded too slowly for me. The end was not worth how long it took to get there....more",Notes are private!,0,3,1,Jan 2024,"Jan 19, 2024","Mar 19, 2023",,Hardcover,view (with text),/book/show/61109069-the-london-s-ance-society
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain","McCarthy, Andrew",1538709201,9781538709207,1538709201,256        pp,4.03,"4,690","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Hardcover,view,/book/show/62587676-walking-with-sam
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Corner,"Grey, Jennifer",0593356705,9780593356708,0593356705,352        pp,3.81,"9,743","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Hardcover,view,/book/show/58735044-out-of-the-corner
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",,9781250878328,,11        pp,3.81,"119,919","Oct 25, 2022","Apr 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you stand by someone you love through anything? When does it become too much? This was an essential question for me when listening to The Soulmate Do you stand by someone you love through anything? When does it become too much? This was an essential question for me when listening to The Soulmate by Sally Hepworth. This was my first book of hers and I’m ready to start my second one right away. The Soulmate is a suspenseful family drama set on a beautiful seaside in Australia. In fact, the cliff where Pippa and Gabe live is a known suicide spot. Gabe is famous for talking people down until one day he doesn’t. What happened? Why couldn’t he stop her?This book tells the story of two women before and after that fateful night on the cliff. It unwraps love, betrayal, and secrets. I reveled in the twists and how they played out during this climatic novel. Read on #NetGalley #TheSoulmate #StMartinPress #SallyHepworth...more",Notes are private!,0,1,2,"Mar 04, 2023not set","Mar 04, 2023not set","Mar 03, 2023",,Audiobook,view (with text),/book/show/61405525-the-soulmate
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",1250244145,9781250244147,1250244145,258        pp,4.11,"85,491","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Hardcover,view,/book/show/54860573-once-there-were-wolves
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,319","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2023",,Hardcover,view,/book/show/60784605-maame
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shine, Pamela! Shine!","Atkinson, Kate",1542020603,9781542020602,B08DR8BZC9,22        pp,3.11,"3,407","Sep 01, 2020","Sep 01, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m not sure I understood this short story.,Notes are private!,0,0,1,"Feb 13, 2023","Feb 13, 2023","Feb 13, 2023",,Kindle Edition,view (with text),/book/show/55021002-shine-pamela-shine
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,150","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/61884832-all-the-sinners-bleed
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",0593315413,9780593315415,0593315413,345        pp,4.12,"53,046","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked the topic of being a violinist and the uniqueness of Ray being a black man in the world of classical music. It was a fascinating story of a stI liked the topic of being a violinist and the uniqueness of Ray being a black man in the world of classical music. It was a fascinating story of a struggle and redemption with a little mystery in between. I loved Ray’s relationship with his grandma who knew his talent even when others couldn’t hear it or see it. This was a very good read. ...more,Notes are private!,0,0,1,"May 07, 2023","May 23, 2023","Feb 09, 2023",,Hardcover,view (with text),/book/show/58386733-the-violin-conspiracy
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,606","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bear Witness,"Gaitskill, Mary",1542010179,9781542010177,B08DXTBVGM,34        pp,3.20,"2,000","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 Fantastic short story told through the eyes of a few people at different times in their lives. I resonated with the special Ed teacher who did wha4.5 Fantastic short story told through the eyes of a few people at different times in their lives. I resonated with the special Ed teacher who did what she could to see the good in a troubled young man. I’ve been there. Sometimes the hardest kids need the most positive attention. ...more,Notes are private!,0,1,1,"Jan 21, 2023","Jan 23, 2023","Jan 21, 2023",,Kindle Edition,view (with text),/book/show/55054564-bear-witness
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Late Migrations: A Natural History of Love and Loss,"Renkl, Margaret*",1571313788,9781571313782,1571313788,231        pp,4.30,"6,337","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Recommended on audiobook,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view (with text),/book/show/42372550-late-migrations
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magic Bitter, Magic Sweet","Holmberg, Charlie N.*",1503990605,9781503990609,B019IL7R20,306        pp,3.70,"12,153","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2023",,Kindle Edition,view,/book/show/28418764-magic-bitter-magic-sweet
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Spread,"Reid, Iain*",1982169354,9781982169350,1982169354,304        pp,3.78,"16,402","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/60209475-we-spread
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,202","Feb 02, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/62971668-someone-else-s-shoes
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches of Moonshyne Manor,"Marais, Bianca*",0778386996,9780778386995,0778386996,388        pp,3.63,"6,536","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/60421214-the-witches-of-moonshyne-manor
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love & Saffron,"Fay, Kim*",0593419332,9780593419335,0593419332,208        pp,4.12,"12,556","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/58284121-love-saffron
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Contractors,"Ko, Lisa*",1542010160,9781542010160,B08DXG5Z36,29        pp,3.55,"2,689","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another one in the series about women. This story is about the exploitation of women in the workforce and workers overseas. It was smartly written andAnother one in the series about women. This story is about the exploitation of women in the workforce and workers overseas. It was smartly written and thought provoking. I really liked it. ...more,Notes are private!,0,0,1,"Jan 03, 2023","Jan 06, 2023","Dec 31, 2022",,Kindle Edition,view (with text),/book/show/55054533-the-contractors
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay and Fight,"Ffitch, Madeline",0374719713,9780374719715,,304        pp,3.75,"4,840","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,ebook,view,/book/show/41940446-stay-and-fight
