,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sandi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunburn,"Lippman, Laura*",0062389998,9780062389992,B07H54C1NV,352        pp,3.47,"23,369","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 28, 2018","Feb 28, 2018",,Kindle Edition,view,/book/show/35068496-sunburn
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deepness in the Sky        (Zones of Thought, #2)","Vinge, Vernor",,,B0030MQZY0,unknown,4.31,"33,148",Mar 1999,"Dec 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 23, 2018","Mar 09, 2018","Feb 23, 2018",,Audiobook,view,/book/show/17342374-a-deepness-in-the-sky
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Barsk: The Elephants' Graveyard        (Barsk, #1)","Schoen, Lawrence M.*",,,,unknown,3.85,"1,755","Dec 15, 2015","Jan 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 16, 2018","Feb 21, 2018","Feb 16, 2018",,Audible Audio,view,/book/show/29761566-barsk
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Provenance,"Leckie, Ann*",,,B0753HV21Y,13        pp,3.83,"19,077","Sep 26, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Feb 16, 2018","Feb 16, 2018",,Audible Audio,view,/book/show/36361644-provenance
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grave's a Fine and Private Place        (Flavia de Luce, #9)","Bradley, Alan*",044980772X,9780449807729,,10        pp,3.98,"19,539","Jan 30, 2018","Jan 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 08, 2018","Feb 08, 2018",,Audiobook,view,/book/show/38356563-the-grave-s-a-fine-and-private-place
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (A Wrinkle in Time Quintet, #1)","L'Engle, Madeleine",1429915641,9781429915649,,216        pp,3.98,"1,202,255",1962,"Apr 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 27, 2018","Jan 31, 2018","Jan 27, 2018",,ebook,view,/book/show/8113705-a-wrinkle-in-time
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norse Mythology,"Gaiman, Neil*",,,B01M1DYSHD,7        pp,4.11,"319,253","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 27, 2018","May 21, 2018","Jan 27, 2018",,Audible Audio,view,/book/show/34097209-norse-mythology
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stone Sky        (The Broken Earth, #3)","Jemisin, N.K.*",,,B07288JYYG,14        pp,4.35,"137,081","Aug 15, 2017","Aug 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 25, 2018","Feb 02, 2018","Jan 25, 2018",,Audible Audio,view,/book/show/36068874-the-stone-sky
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Temperance Dare,"Webb, Wendy*",1477826874,9781477826874,B01MFBPTRL,316        pp,4.03,"9,130","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 23, 2018","Jan 25, 2018","Jan 23, 2018",,Kindle Edition,view,/book/show/33127341-the-end-of-temperance-dare
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlife,"Sakey, Marcus*",,,B071KH1SDF,12        pp,3.79,"10,145","Jul 18, 2017","Jul 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 23, 2018","Jan 25, 2018","Jan 23, 2018",,Audible Audio,view,/book/show/35850179-afterlife
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812995953,9780812995954,,662        pp,3.79,"23,343","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 10, 2018","Jan 13, 2018","Jan 10, 2018",,ebook,view,/book/show/33621978-the-changeling
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Curse of the Pharaohs        (Amelia Peabody, #2)","Peters, Elizabeth",,9781441711793,,10        pp,4.00,"24,104",1981,"Mar 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 10, 2018","Jan 17, 2018","Jan 10, 2018",,Audiobook,view,/book/show/12969703-the-curse-of-the-pharaohs
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",,,B00GU2RLMC,290        pp,4.03,"298,374","Apr 01, 2014","Apr 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2018,"Jan 10, 2018","Jan 01, 2018",,Kindle Edition,view,/book/show/35906603-the-storied-life-of-a-j-fikry
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Down Among the Sticks and Bones        (Wayward Children, #2)","McGuire, Seanan*",,,,176        pp,4.15,"53,027","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 28, 2017","Dec 28, 2017",,ebook,view,/book/show/31848214-down-among-the-sticks-and-bones
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Aeronaut's Windlass        (The Cinder Spires, #1)","Butcher, Jim*",0147519497,9780147519498,,17        pp,4.18,"44,294","Sep 29, 2015","Sep 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 22, 2017","Jan 10, 2018","Dec 22, 2017",,Audiobook,view,/book/show/26869981-the-aeronaut-s-windlass
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle and Other Christmas Stories,"Willis, Connie",0307573664,9780307573667,0307573664,336        pp,3.88,"2,088",1999,"Oct 28, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 21, 2017","Dec 21, 2017",,Kindle Edition,view,/book/show/7881719-miracle-and-other-christmas-stories
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Curtsies & Conspiracies        (Finishing School, #2)","Carriger, Gail*",,,,310        pp,4.13,"26,750","Nov 05, 2013",Nov 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 11, 2017","Dec 11, 2017",,Hardcover,view,/book/show/15723286-curtsies-conspiracies
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Plague of Giants        (Seven Kennings, #1)","Hearne, Kevin*",,,B074FDDT22,unknown,4.06,"5,843","Oct 17, 2017","Oct 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Dec 07, 2017not set","Dec 22, 2017not set","Dec 07, 2017",,Audible Audio,view,/book/show/36361360-a-plague-of-giants
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemis,"Weir, Andy*",,,B0721NKNHR,9        pp,3.69,"270,978","Nov 14, 2017","Nov 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Dec 06, 2017","Dec 07, 2017",,Audible Audio,view,/book/show/36112610-artemis
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Humans,"Haig, Matt*",1442366494,9781442366497,,unknown,4.08,"124,136","May 09, 2013","Jul 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 30, 2017","Nov 30, 2017",,Audible Audio,view,/book/show/17622972-the-humans
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtles All the Way Down,"Green, John*",,,B074F3T529,8        pp,3.89,"564,522","Oct 10, 2017","Oct 10, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2017","Nov 25, 2017",,Audible Audio,view,/book/show/36112795-turtles-all-the-way-down
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy on the Bridge,"Carey, M.R.*",,,B06Y16SB4S,13        pp,3.96,"26,798","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 20, 2017","Nov 20, 2017",,Audible Audio,view,/book/show/35072307-the-boy-on-the-bridge
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",0765384469,9780765384461,0765384469,96        pp,3.87,"73,070","Sep 22, 2015","Sep 22, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 08, 2017","Nov 10, 2017",,Unknown Binding,view,/book/show/25667918-binti
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Traitor Baru Cormorant        (The Masquerade, #1)","Dickinson, Seth*",0765380722,9780765380722,0765380722,399        pp,4.05,"21,205","Sep 15, 2015","Sep 15, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Nov 08, 2017",,Hardcover,view,/book/show/23444482-the-traitor-baru-cormorant
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spoonbenders,"Gregory, Daryl*",,,B0711TMHQ4,14        pp,3.91,"15,264","Jun 27, 2017","Jun 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 21, 2017","Oct 26, 2017","Oct 21, 2017",,Audible Audio,view,/book/show/35525619-spoonbenders
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Updraft        (Bone Universe, #1)","Wilde, Fran*",,,B011873CZI,13        pp,3.58,"3,313","Sep 01, 2015","Sep 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 16, 2017","Oct 20, 2017","Oct 16, 2017",,Audible Audio,view,/book/show/26039231-updraft
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know a Secret        (Rizzoli & Isles, #12)","Gerritsen, Tess*",0345543882,9780345543882,0345543882,319        pp,4.21,"24,285","Aug 15, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 11, 2017","Oct 15, 2017","Oct 12, 2017",,Hardcover,view,/book/show/33153725-i-know-a-secret
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Between,"Due, Tananarive*",0062120603,9780062120601,0062120603,288        pp,4.06,"3,971","May 01, 1995","Dec 13, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 10, 2017","Oct 10, 2017",,Kindle Edition,view,/book/show/12192016-the-between
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",,,,12        pp,4.08,"1,175,178","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2017","Oct 11, 2017","Oct 03, 2017",,Audible Audio,view,/book/show/36112638-little-fires-everywhere
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradox Bound,"Clines, Peter*",,,B074WFPD9X,13        pp,3.90,"9,456","Sep 26, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 28, 2017","Oct 03, 2017","Sep 28, 2017",,Audible Audio,view,/book/show/36314087-paradox-bound
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edward Adrift,"Lancaster, Craig*",,,B00C2UO9JO,unknown,4.22,"4,663","Apr 03, 2013","Apr 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2017","Sep 27, 2017","Sep 26, 2017",,Audible Audio,view,/book/show/29541227-edward-adrift
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Accidental Sire        (Half-Moon Hollow, #6)","Harper, Molly*",,,B073WGV55B,9        pp,4.18,"2,752","Jul 24, 2017","Jul 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2017","Sep 25, 2017","Sep 20, 2017",,Audible Audio,view,/book/show/31356360-accidental-sire
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Runtime,"Divya, S.B.*",0765389789,9780765389787,,118        pp,3.75,828,"May 17, 2016","May 17, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 15, 2017","Sep 15, 2017",,ebook,view,/book/show/28595874-runtime
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Starship Grifters        (Rex Nihilo, #1)","Kroese, Robert*",,,B00KQ181HM,8        pp,3.86,"2,173","May 06, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2017","Sep 20, 2017","Sep 14, 2017",,Audible Audio,view,/book/show/25176403-starship-grifters
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Etiquette & Espionage        (Finishing School, #1)","Carriger, Gail*",,,B007ZGKMXM,320        pp,3.83,"49,264","Feb 05, 2013","Feb 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 14, 2017","Sep 14, 2017",,Kindle Edition,view,/book/show/12813649-etiquette-espionage
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grass        (Arbai, #1)","Tepper, Sheri S.",0307573486,9780307573483,0307573486,476        pp,4.03,"12,539",1989,"Oct 21, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 10, 2017","Sep 10, 2017",,Kindle Edition,view,/book/show/7324397-grass
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silent Corner        (Jane Hawk, #1)","Koontz, Dean*",,,B06Y61BGPW,15        pp,3.93,"35,236","Jun 06, 2017","Jun 20, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2017","Sep 14, 2017","Sep 07, 2017",,Audible Audio,view,/book/show/35562428-the-silent-corner
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We,"Zamyatin, Yevgeny",,,B004UR4RA8,6        pp,3.89,"97,210",1924,"Mar 28, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Sep 2017,"Sep 06, 2017","Sep 01, 2017",,Audible Audio,view,/book/show/31826867-we
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadows for Silence in the Forests of Hell,"Sanderson, Brandon*",,,B012EHVBGS,3        pp,4.18,"23,917","Dec 03, 2013","Oct 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Sep 2017,Sep 2017,"Sep 01, 2017",,Audible Audio,view,/book/show/27234723-shadows-for-silence-in-the-forests-of-hell
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dispatcher        (The Dispatcher, #1)","Scalzi, John*",,,,2        pp,3.98,"32,724","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 31, 2017",Sep 2017,"Sep 01, 2017",,Audible Audio,view,/book/show/26082188-the-dispatcher
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Savior's Game        (Daniel Byrne #3),"Chercover, Sean",1511323981,9781511323987,1511323981,unknown,3.86,626,"Aug 08, 2017","Aug 08, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 30, 2017","Aug 30, 2017",,Audio CD,view,/book/show/29405561-the-savior-s-game
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chance of a Ghost        (Haunted Guesthouse Mystery, #4)","Copperman, E.J.*",,,B00G1QSIEM,unknown,3.99,"2,218","Feb 05, 2013","Oct 22, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 20, 2017","Aug 25, 2017","Aug 20, 2017",,Audible Audio,view,/book/show/23982252-chance-of-a-ghost
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Last Words        (Mark Novak, #1)","Koryta, Michael*",0316122637,9780316122634,0316122637,420        pp,3.62,"4,964","Aug 18, 2015","Aug 18, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 19, 2017","Aug 19, 2017",,Hardcover,view,/book/show/23341560-last-words
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blood Mirror        (Lightbringer, #4)","Weeks, Brent*",,,,unknown,4.33,"47,520","Nov 16, 2015","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 07, 2017","Aug 19, 2017","Aug 07, 2017",,Audiobook,view,/book/show/34703832-the-blood-mirror
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Thousand White Women: The Journals of May Dodd,"Fergus, Jim*",1250154707,9781250154705,1250154707,496        pp,3.90,"129,401","Mar 15, 1998","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2017",not set,"Jul 30, 2017",,Paperback,view,/book/show/33932360-one-thousand-white-women
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Swords        (The Legends of the First Empire, #2)","Sullivan, Michael J.*",,,,16        pp,4.29,"22,669","Jul 25, 2017","Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 27, 2017","Aug 05, 2017","Jul 27, 2017",,Audible Audio,view,/book/show/34356801-age-of-swords
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Age of Myth        (The Legends of the First Empire #1),"Sullivan, Michael J.*",,,B0161YQQVK,17        pp,4.22,"36,081","Jun 28, 2016","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 19, 2017","Jul 26, 2017","Jul 19, 2017",,Audible Audio,view,/book/show/26863024-age-of-myth
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Borrowed Man,"Wolfe, Gene",,,B00VE3KMXW,300        pp,3.36,"1,609","Oct 20, 2015","Oct 20, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 18, 2017","Aug 04, 2017","Jul 18, 2017",,Kindle Edition,view,/book/show/25301614-a-borrowed-man
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where the Wild Things Bite        (Half-Moon Hollow, #5)","Harper, Molly*",,,B01IC4JQ8M,unknown,4.03,"3,893","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2017","Jul 17, 2017","Jul 13, 2017",,Audible Audio,view,/book/show/31159784-where-the-wild-things-bite
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Long Black Curl        (Tufa, #3)","Bledsoe, Alex*",1466851414,9781466851412,1466851414,384        pp,4.00,"1,225","May 26, 2015","May 26, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 30, 2017","Jun 30, 2017",,ebook,view,/book/show/23526538-long-black-curl
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Area X: The Southern Reach Trilogy: Annihilation; Authority; Acceptance,"VanderMeer, Jeff*",1483083934,9781483083933,1483083934,unknown,3.84,"9,082","Nov 18, 2014","Nov 18, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2017","Jul 12, 2017","Jun 26, 2017",,Audio CD,view,/book/show/25264813-area-x
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feline Affair: An Incident Series Novelette,"Maslakovic, Neve*",,,B012B7NGAU,35        pp,3.77,77,"Aug 25, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 22, 2017","Jun 24, 2017","Jun 24, 2017",,Kindle Edition,view,/book/show/25990506-the-feline-affair
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And One Last Thing ...,"Harper, Molly*",,,B0049EUJYU,9        pp,4.04,"7,718","Jul 08, 2010","Oct 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2017","Jun 26, 2017","Jun 23, 2017",,Audible Audio,view,/book/show/12701984-and-one-last-thing
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bellbottom Incident        (The Incident Series #3),"Maslakovic, Neve*",,,B00S5JRL5U,255        pp,4.11,142,"Mar 18, 2015","Mar 31, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 22, 2017","Jun 22, 2017",,Kindle Edition,view,/book/show/24549829-the-bellbottom-incident
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nightmare Stacks        (Laundry Files, #7)","Stross, Charles*",,,B01GEZP5LI,unknown,4.23,"6,451",unknown,"Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 14, 2017","Jun 22, 2017","Jun 14, 2017",,Audible Audio,view,/book/show/31306445-the-nightmare-stacks
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hike,"Magary, Drew*",,,B01HIJ011I,8        pp,3.96,"21,336","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 07, 2017","Jun 14, 2017","Jun 07, 2017",,Audible Audio,view,/book/show/31448571-the-hike
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crazy Love You,"Unger, Lisa*",1451691203,9781451691207,1451691203,338        pp,3.53,"6,183","Feb 10, 2015","Feb 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 03, 2017","Jun 03, 2017",,Hardcover,view,/book/show/22609453-crazy-love-you
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Extraordinary Things,"Hoffman, Alice*",,9781442378537,,unknown,3.77,"54,449",2014,"Feb 18, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2017,"Jun 07, 2017","Jun 01, 2017",,Audiobook,view,/book/show/30253929-the-museum-of-extraordinary-things
