,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Down,"Reynolds, Jason",1481438255,9781481438254,,306        pp,4.26,"118,856","Oct 24, 2017","Oct 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ohhhhh. Emmmmm. Geeeeeee. I frigging LOVE this book. It is written in verse with unusual spaciality to each page. Jason Reynolds spins a remarkable taOhhhhh. Emmmmm. Geeeeeee. I frigging LOVE this book. It is written in verse with unusual spaciality to each page. Jason Reynolds spins a remarkable tale of Will, a teenager who the day prior witnessed his brother killed in a gang-style shooting. In Will's world, there are three rules: 1. Don't cry. 2. Don't snitch. 3. Take revenge. This book is a lightning-speed read with very few words. But the words that are written in their unique way with the unusual spacing combined with the perfectly placed commas and end punctuations are as deep and meaningful as any I have ever read in tomes with ten times the words. I am totally blown away by the depth of this book. It is so incredibly well done I can't believe I have never heard of it before now. ...more",Notes are private!,0,0,1,"Sep 16, 2022","Sep 16, 2022","Sep 16, 2022",,Hardcover,view (with text),/book/show/22552026-long-way-down
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walk Two Moons,"Creech, Sharon",0060739495,9780060739492,0060739495,280        pp,3.99,"167,579","Jan 01, 1994","May 24, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SPOILER ALERT:A Middle-Grade book I read as an ""assignment"" by my editor for a manuscript I'm writing. From the writing perspective, it took a minute SPOILER ALERT:A Middle-Grade book I read as an ""assignment"" by my editor for a manuscript I'm writing. From the writing perspective, it took a minute to understand the suggestion, but now I get it. It was also a nice read. Walk Two Moons takes young Sal on a journey with her grandparents to retrace her vanished mother's steps from Bybanks, Kentucky, to Lewiston, Idaho. Given that I grew up 60 miles from Lewiston, Idaho, I thought how odd and fun. And it was. Along the way, Sal explains to her grandparents an intertwined, underlying story of her friend Phoebe and her mother, who mysteriously also vanished. The circumstances are completely different for Phoebe, whose mother comes back with her eldest, adopted son in tow. On the other hand, Sal learns that her mother had passed away in Lewiston and was never coming home. The book is a good life lesson for the 8-12-year-olds, written with a soft touch on the grown-up side and much realism on Sal's side. Any youngster, or oldster, would enjoy it. ...more",Notes are private!,0,0,1,"Sep 07, 2022","Sep 15, 2022","Sep 07, 2022",,Paperback,view (with text),/book/show/53496.Walk_Two_Moons
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of a Forty-Something F**k Up,"Potter, Alexandra*",1529022819,9781529022810,B082SYKK1W,400        pp,4.08,"18,042","Dec 31, 2020","Nov 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is exactly what it sounds like, and a little more. When 40-something Nell breaks off her engagement, she moves back to England to lick her wThis book is exactly what it sounds like, and a little more. When 40-something Nell breaks off her engagement, she moves back to England to lick her wounds and take up with her old friends, only they have all moved on with partners and kiddos. Nell is broke, alone, childless, homeless, jobless, and near pennyless when she arrives at Edward’s house to interview to be his flat mate. Edward is married with children, his wife and children live in the country and he lives in London during the week, gone on the weekend. Perfect set up for Nell. When Nell finally gets a job, it is to write obituaries for a local paper. One of Nell’s first obits is of a late playwrite. Nell becomes near besties with the playwrites 80-something widow and the two have some fun experiences. Nell struggles with the remainder of her core friends as she is the only one without a family. In a depressed state, Nell starts up a podcast and starts confessing all her fuckedupedness. It’s amazing how well I can relate to her quips. Confessions is lightly and fun while at the same time hits on a lot of topics those of us over 40 struggle with: Do I really need to wear sleeves because of arm jiggle? Why does everyone’s social media look SO much more eventful, perfect, and fun than my life? Am I the only one who doesn’t feel hash-tag blessed by reading quotes of the day but rather more upended and convinced I am a fuck up? Yep - those things I relate to. I wasn’t a huge fan of the book’s ending, felt like it just wrapped up neatly because it was supposed to, which was unfortunate, because Nell could definitely taken this ending to much different directions. You won’t regret reading this one....more",Notes are private!,0,2,1,"Sep 06, 2022","Sep 17, 2022","Sep 06, 2022",,Kindle Edition,view (with text),/book/show/50359667-confessions-of-a-forty-something-f-k-up
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",1982121602,9781982121600,1982121602,336        pp,4.18,"633,735","Apr 25, 2019","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good book, not a great book, mainly because reading Anxious People made me, well, anxious. I was quite impressed by how the author could draw in so A good book, not a great book, mainly because reading Anxious People made me, well, anxious. I was quite impressed by how the author could draw in so many quasi-main characters (11 all toll) and not lose me. That is true artistry. I have read another Backman book, and it was an over-the-top winner. Unfortunately, it may have set an unrealistic bar, leaving Anxious People reaching in vain.When a bank robber botches their first attempt at such, trying to rob a cashless bank, they run across the street, up the stairs, and into an open apartment in the middle of an open house. The robber, also unskilled at taking hostages, ends up with 8 of them: two married couples, one of whom was pregnant, an executive, a real estate agent, an elderly woman, and a man in a rabbit costume who was hired as an open house spoiler. Throughout the book, Backman gives snippets of backstory for the characters and the two policemen who try to solve several mysteries during the book, including those of their family dynamic. There are some endearing moments in the book when the least likely of the hostages end up consoling or befriending each other, and the book ends with a surprisingly sweet twist (or two) that leaves everyone in a happy and good place. I still could have taken or left the book with all of this going on. I actually had to work at finishing it, not because it was dreadful, but more because it felt lackluster. Again, this may be because I was so over the moon with expectations due to my previous Backman read.  ...more",Notes are private!,0,1,1,"Oct 02, 2022","Oct 12, 2022","Sep 05, 2022",,Paperback,view (with text),/book/show/53799686-anxious-people
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",1250178606,9781250178602,1250178606,454        pp,4.30,"669,569","Feb 02, 2021",Feb 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, I just love how Kristin Hannah writes - doesn’t seem to matter what the subject, she nails it, and the Four Winds was no exception. I have to admiOh, I just love how Kristin Hannah writes - doesn’t seem to matter what the subject, she nails it, and the Four Winds was no exception. I have to admit, I have seen some less than glowing s, most mentioning how the book was simply too depressing to finish. Seriously?! It’s about the Dust Bowl and Depression - how could it be anything but depressing? Those kind of negative or less than glowing s should just be disqualified.Yes, the story was sad, depressing at times, and seemingly without hope, but all you have to do is turn the page and there it is, hope. The story is one of perseverance, doing the right thing, working hard, family, and love - the story is about real life. I admire how the author wrote a beautiful story about a horrible time in history that has likely been forgotten existed by most. The Four Winds is a good lesson in being grateful for our abundance. Well done, Ms. Hannah - keep swinging for the fence. ...more",Notes are private!,0,1,1,"Sep 04, 2022","Sep 06, 2022","Sep 04, 2022",,Hardcover,view (with text),/book/show/57175097-the-four-winds
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsinkable Greta James,"Smith, Jennifer E.*",0593358279,9780593358276,0593358279,320        pp,3.86,"31,945","Mar 01, 2022","Mar 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. Funny, it was my second consecutive (but unbeknownst to me) book about Alaska. My first by Jennifer E. Smith. As an avid cruI really liked this book. Funny, it was my second consecutive (but unbeknownst to me) book about Alaska. My first by Jennifer E. Smith. As an avid cruiser, I completely related to every step of this book, with a son who lives in Juneau, Alaska and actually works with cruise lines as part of his job, I could really relate to that part of the book. Greta is a musician, a damn good one who, the week following her mother’s sudden passing, held a breakdown on stage that led to several months of not performing. She takes the cruise in the place of her mother, sharing space with her dad and two of their couple friends. While aboard ship, Greta meets Ben, a profession and author, who is separated from his wife. The two, of course, pair up and have some fun, but that is just a subplot, and I was glad for it. The meat of the story is the strained relationship between Greta and her father; she has always had her head in the clouds, according to him, and he wanted her to be more grounded and focused on stability. The two never really stop butting heads and there is a point where I felt like their struggle was getting lost in the weeds a bit. However, just as I was about to roll my eyes with too much unresolved parent-child drama, Ms. Smith brings the storyline back around to a manageable feel. The ending, without giving anything away, is predictably tidy, for the most part. I actually liked that not everything worked out - Ms. Smith kept it real. A really easy, super fast read - one that I looked forward to every time I picked it up. I very much recommend reading, The Unsinkable Greta James....more",Notes are private!,0,0,1,"Aug 22, 2022","Aug 26, 2022","Aug 22, 2022",,Hardcover,view (with text),/book/show/58265135-the-unsinkable-greta-james
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Wild Peaches Grow,"Bentley, Cade",1542031222,9781542031226,B09PBJDR5G,297        pp,3.98,"2,361","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a good book - someone needs to make this into a movie!A very good deep, yet gentle introduction into fighting historical erasure of African AmeriSuch a good book - someone needs to make this into a movie!A very good deep, yet gentle introduction into fighting historical erasure of African Americans (read slavery) combined with a not so gentle insight into how unspoken words mixed with assumptions can and do tear apart families and relationships. Where Wild Peaches Grow is intriguing, inspiring, and a real thinker. I believe we all need to fight historical erasure across the board - history is not ours to rewrite in order to fit our desired end. Where Wild Peaches Grow has a toe in the water feel in that it is not ‘in your face.’ It does not leave the reader feeling bad for not knowing, not understanding, or not realizing something different than they thought. In regard to the family issues in Where Wild Peaches Grow - just wow. If you have any distress in your family, where you and another are no longer speaking because of what you thought you knew or what you thought someone may have done to you, check out this book; it’s an eye opener. Not everything we think is our truth is someone else’s. Just sayin’....more",Notes are private!,0,1,1,"Sep 17, 2022","Oct 02, 2022","Aug 22, 2022",,Kindle Edition,view (with text),/book/show/60617257-where-wild-peaches-grow
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Bookshop in London,"Martin, Madeline*",133528480X,9781335284808,133528480X,325        pp,4.15,"70,872","Apr 06, 2021","Apr 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Last Bookshop in London is a gentle walk through a horrible time in history, WW2. Through hardly mentioned circumstances, Grace and Viv end up at The Last Bookshop in London is a gentle walk through a horrible time in history, WW2. Through hardly mentioned circumstances, Grace and Viv end up at a family friend's house to weather the war. During this time, Grace finds employment at a bookshop, and so the story is told. The story touches on the horrors of death and destruction during the Blitz, while Grace finds new solace in books and being a night warden in charge of ensuring citizens adhere to the blackout mandates. The story finds Grace growing with her books and her evening volunteerism and shows how the neighborhood comes together as a community through difficult times. There is mention of a budding romance with an RAF pilot, but it is but a blip in the story.While not hard-hitting, the Last Bookshop is still a worthwhile read through a WW2 setting. But, then again, I am a sucker for all things WW2. ...more",Notes are private!,0,4,1,"Aug 22, 2022","Aug 31, 2022","Aug 22, 2022",,Paperback,view (with text),/book/show/53331577-the-last-bookshop-in-london
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Alone,"Hannah, Kristin*",,,,435        pp,4.42,"784,351","Feb 06, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I have an author crush (not in a creepy way, just in the way I devour her books). Kristin Hannah is simply a master storyteller, and it would I think I have an author crush (not in a creepy way, just in the way I devour her books). Kristin Hannah is simply a master storyteller, and it would be a dream come true if my books were as well-received as hers. I must admit, I had absolutely no idea what The Great Alone was about. The only thing I've ever really heard about it was how great it was, but never anything specific or simple, like what the storyline was about. (And I thought the cover looked boring, so I kinda avoid it - just being honest.)I'm torn in half with thoughts over this book. The first camp sits with the book itself, and the second is the fact that I have never quite understood why my son, who chose to move to Alaska when he was twenty, still resides there twelve years later. I've been to Alaska - man, that place is harsh. Gorgeous like no other but harsh. The book is an incredible story about the Allbrights, Ernt, a Vietnam vet/POW who struggles with serious deep-rooted demons, Cora, who is unnaturally loved by Ernt to the point of obsession and to which she reciprocates, and their daughter, Leni, who at the age of 13 is thrown into the wilderness without running water, indoor facilities, electricity, and so on. Somehow, this family forges a way of life and not just survives but thrives, in their ways, in The Great Alone. There is great tragedy in the Allbright family, but Ms. Hannah spins the tale to where no matter how awful the event, as the reader, you can't, won't, and don't want to put the book down; you actually turn the pages faster. If you are like me and thrown off by the dull cover, rip it off and open up this incredible piece of work. You will thank me. And now, I must write my son a letter of understanding. I get it now, as with Leni Allbright, my son, Kowboy, belongs in The Great Alone. ...more",Notes are private!,0,0,1,"Aug 12, 2022","Aug 18, 2022","Aug 12, 2022",,Kindle Edition,view (with text),/book/show/34912895-the-great-alone
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vacationland,"Moore, Meg Mitchell*",0063026112,9780063026117,0063026112,384        pp,3.73,"12,613","Jun 14, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vacationland is a solid read. It is a gentle ride to the beach in Maine with Louisa, a mother of three, whose husband is working over-over time to getVacationland is a solid read. It is a gentle ride to the beach in Maine with Louisa, a mother of three, whose husband is working over-over time to get his start up ready for acquisition, and who is there visiting her parents. While at the family’s beach house, Louisa watches the decline of her judge-father as he sinks into the world of Alzheimer’s, her son 12-year old son fall for their house help’s 13-year-old granddaughter, and learn that she has a half-sister. With this much going on I was surprised at how level the characters stayed. While it may have been a bit romantic, it was also nice not to see Louisa and her absent husband get the suspected divorce, and for the half-sister not to be crazy, and the Dad to not completely lose it. Vacationland is more of a slow burn that needs no putting out, it just saunters along gracefully until the story is wrapped up neatly with all the pieces put where one would expect. I am usually not keen on the all-tied-up-in-a-neat-bow ending, but Meg Mitchell Moore did it in such a way that was not syrupy sweet. I would recommend this book and will read another of Ms. Moore’s work....more",Notes are private!,0,1,1,"Aug 08, 2022","Aug 21, 2022","Aug 08, 2022",,Hardcover,view (with text),/book/show/59028579-vacationland
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Best Friends Forever,"Weiner, Jennifer*",0743294297,9780743294294,0743294297,368        pp,3.51,"64,098","Jul 14, 2009","Jul 14, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Best Friends Forever is a slow-moving tale about just that, two girls who grow up as best friends and after life’s twists and turns, come back to be aBest Friends Forever is a slow-moving tale about just that, two girls who grow up as best friends and after life’s twists and turns, come back to be again, BFFs as adults. The story revolves around Addie’s weight, the gain and the loss, and Val’s rising star, first as a cheerleader, then on the nightly news. In the mix is a class reunion, a man who gets his comeuppance, and a cop who falls for one of the BFFs. Jennifer Weiner is a very good writer, her prose is succinct and realistic, moving in and out of one theme to another, but Best Friends Forever will not go down as a favorite of mine. I find that I say this a lot in my s: There is nothing wrong with the book, but it just wasn’t a zinger for me. That being said, I certainly wouldn’t discount the book on any level, just not one I will write home about. Why the 5 stars you might ask, because it is very well written and just because the story itself didn’t move me to tears, or heartbreak, or whatever emotional level I may have been looking for at the time, doesn’t mean it warrants anything less than well done. I will read another book of Ms. Weiner, as she is that good of a writer that I have not lost interest....more",Notes are private!,0,1,1,Aug 2022,"Aug 08, 2022","Aug 01, 2022",,Hardcover,view (with text),/book/show/6066819-best-friends-forever
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Promise Girls,"Bostwick, Marie*",1496709217,9781496709219,1496709217,346        pp,3.88,"2,872","Mar 28, 2017","Mar 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Promise Girls is a well-written, albeit predictable story of three girls who were born and raised up to be artistic geniuses by their overbearing The Promise Girls is a well-written, albeit predictable story of three girls who were born and raised up to be artistic geniuses by their overbearing mother, Minerva. As it turns out, not much of anything is as it seems. Set in Seattle, we follow each of the girls on their journey through life that has been derailed since Minerva's meltdown on live television some years early. After the girls, who were removed from Minerva's care following this event, age out of foster care, they migrate together and are trying to sort out their lives. Following a devastating accident where Meg, the middle Promise sister, loses her memory, the entire family comes together, including Minerva. Through a few minor turns in the story, including where Hal, a documentarian who has come to film the sisters as a ""where are they now"" project, all ends neatly in a perfect little bow. For me, that was the book's downfall; I'm more into grit and reality. You will enjoy this easy-to-read novel written by a very well-respected author....more",Notes are private!,0,0,1,"Jul 19, 2022","Jul 27, 2022","Jul 19, 2022",,Paperback,view (with text),/book/show/31077374-the-promise-girls
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be You,"Brown, Janelle*",052547918X,9780525479185,052547918X,351        pp,3.74,"15,908","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Written in an unconventional ""tell vs. show"" fashion (think sitting back and being told a story rather than showing the character's dialogue and actioWritten in an unconventional ""tell vs. show"" fashion (think sitting back and being told a story rather than showing the character's dialogue and actions to where you feel as if you are the character), Janelle Brown does a marvelous job holding the reader's attention in I'll Be You. The story of identical twins, Ellie and Sam, former child stars who have grown worlds apart. Ellie is happy to be out of the spotlight, married, running a florist shop, and desperate to have a child. Sam is imploding with addiction woes, bit parts in horror movies, and selling her eggs to pay the rent.Things get crazy when Ellie appears with a 2-year-old child out of the blue and then runs off to a secretive women's retreat, leaving the baby with her parents, who enlist the newly clean Sam for help. Through some fun twists and turns, we follow Sam as she learns the true identity of Ellie's baby and then breaks into the compound where Ellie is to save her. The book turns from moving nicely to a rapid pace as all the twists and turns fly into place.There are moments of near disbelief, but Ms. Brown does an excellent job of bringing things back around in this well-written book that left me wanting to curl up in a bean bag and be told another story by her.You will most certainly enjoy I'll Be You, and it may even make you think twice the next time you are encouraged to join a group of individuals looking for enlightenment....more",Notes are private!,0,1,1,"Jul 11, 2022","Jul 16, 2022","Jul 11, 2022",,Hardcover,view (with text),/book/show/58678420-i-ll-be-you
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Rich Widows,"Belle, Kimberly*",,,B09QRMRF1C,unknown,3.54,"8,156","Apr 14, 2022","Apr 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always have two books going at once, one I read-read, and the other I listen to-read as I commute. Trust me, the other drivers appreciate how it keeI always have two books going at once, one I read-read, and the other I listen to-read as I commute. Trust me, the other drivers appreciate how it keeps the road rage at bay ;) Young Rich Widows was my most recent listen to-read. The title is the book: four young women are suddenly widowed when their spouses' plane mysteriously goes down leaving behind a law firm of secrets, a mob-connected land deal, and Tiger, the infamous hitman. And in a nutshell, one wife learns another had been sleeping with her husband, a stripper comes forward as the partner and heir to the firm's only female partner, and the matriarch learns her husband and son weren't quite the people she thought. Through their strife, the women must learn to work together in order to save themselves and their families.The book is read by four different voices, who are mostly distinct, but sometimes too close for my ear to discern and I found myself jumping out of character and back into reality to work out who was speaking. This of course meant that I was transported back to my actual surroundings of the road and the idiots on it. The story was good, entertaining even, and well-done. It certainly won't change the world or linger in your brain like an earworm song, but, you won't regret it either. I can only give it a four because, as an audible book, the last thing that should happen is confusion with the characters because the author chose four actors to read. Other than that, it's a five. But, I've been called easy before... Until next week's audio , keep your eyes on the road, your foot off the flux capacitor (a nod to Back to the Future for all you younins, and enjoy Young Rich Widows, you won't regret the time. ...more",Notes are private!,0,0,1,"Jun 28, 2022","Jul 08, 2022","Jun 28, 2022",,Audible Audio,view (with text),/book/show/60744559-young-rich-widows
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Place of Wonder,"O'Neal, Barbara*",1542037980,9781542037983,B09LCBWNT7,316        pp,4.27,"31,331","Jul 19, 2022","Jul 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge Barbara O'Neal fan, her writing technique resonates with me. She draws me in, locks me in place, and leaves me with all the emotions: happI am a huge Barbara O'Neal fan, her writing technique resonates with me. She draws me in, locks me in place, and leaves me with all the emotions: happiness, sadness, anger, love, compassion, and empathy. Ms. O'Neal is a fabulously gifted author.This Place of Wonder did not disappoint. I can't say I understand the title as it relates to the book, but no matter, the book is fantastic, the cover beautiful, and the title, well, maybe I'm just daft. Set in modern-day California, This Place of Wonder follows a family of women, a mom, and two grown daughters, along with an outlier, the dad's girlfriend, after the death of Agustus, the loved by everyone, larger than life chef. The story is easy to follow as it is realistic and simple without unnecessary plot twists. But it is also complex, as is life, in the way it peels the layers away from each character until the reader sees the full picture of each person: The 16-year old runaway, the average suburban housewife, the pregnant alcoholic, and the thirty-year-old having an affair with a 67-year old. Nothing in this novel is an overreach, and in Ms. O'Neal's lovely way of crafting a story, the reader can find their place amongst the characters and identify with one or more of them in an almost personal way to where you wonder if Ms. O'Neal had been a fly on your wall at some time. This Place of Wonder will not solve world peace or cure any social issue, but it will make you think about family, and where people are in their lives, and how they came to be. It will stay with you, and you will become a Barbara O'Neal fan....more",Notes are private!,0,1,1,Aug 2022,"Aug 06, 2022","Jun 23, 2022",,Kindle Edition,view (with text),/book/show/59616468-this-place-of-wonder
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,650","Jul 16, 1951","Jan 30, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh. I so wanted to like this book, I just couldn’t get into it, couldn’t see the point of it, can’t understand the hype. Yes, it’s an interesting perUgh. I so wanted to like this book, I just couldn’t get into it, couldn’t see the point of it, can’t understand the hype. Yes, it’s an interesting perspective written in an interesting manner, but is it good? Not in my opinion. As a banned book, I was drawn to The Catcher in the Rye, and for that reason, I am glad to have read it. I don’t think any books should be banned; if you don’t like them or their content, don’t read them, but don’t ban them. I would love to write this  on what the book was about, but that too, is difficult - I’m not really sure. A 17-year old boy flunks out of what appears to be his umpteenth school after the death of his brother, and he doesn’t want to face his parents with this news, so he takes a few days meandering around New York having adventures. Meh. I would, however, suggest reading this, it is highly acclaimed and well-written, just not my cup of tea, plot-wise. ...more",Notes are private!,0,0,1,"Jun 21, 2022","Jun 27, 2022","Jun 21, 2022",,Paperback,view (with text),/book/show/5107.The_Catcher_in_the_Rye
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There's a Word for That,"Tanen, Sloane*",0316437166,9780316437165,0316437166,375        pp,3.70,"2,077","Apr 02, 2019","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an unexpected fun read. I say unexpected because the title didn’t really snag me (and I still don’t really see the connection), but nonetheleThis was an unexpected fun read. I say unexpected because the title didn’t really snag me (and I still don’t really see the connection), but nonetheless, it was well worth my time. Such fun.Nothing really earth-shattering in this novel about a Hollywood family whose flame has long since been extinguished, but the dialogue, the personal struggles that Ms. Tanen brought to life in such a way that I could actually ‘hear’ the people talking (or in this case going off on one another), was spot-on. I love a good family saga where miscommunication is at the root - it seems that is so often the case in life.This is a feel-good, ends well story with a bit of a zing I didn’t expect at the end. Don’t misread that, I could tell it was all going to get sorted, it was the how that zinged me. Well done, Ms. Tanen. I will look for more of your writing....more",Notes are private!,0,0,1,"Jun 17, 2022","Jun 27, 2022","Jun 17, 2022",,Hardcover,view (with text),/book/show/41155074-there-s-a-word-for-that
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Three Mrs. Wrights,"Keir, Linda*",1542019710,9781542019712,B07X24XCP6,379        pp,3.94,"7,582","Sep 29, 2020","Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ooooh, the antagonist you love to hate is Jonathan ""Jack"" ""Trip"" Mitchell Wright, III. He made my skin crawl and my blood boil - and I couldn't stop rOoooh, the antagonist you love to hate is Jonathan ""Jack"" ""Trip"" Mitchell Wright, III. He made my skin crawl and my blood boil - and I couldn't stop reading the train wreck. Jack, married to Holly, has three children, an incredible company that if the idea of works, could detect childhood cancer before it manifests; all by a good-flavored chewable tablet. John, meets, woos, and marries Jessica, a brilliant doctor, and moves her into his company to help him with the cancer-detecting tablet. Trip meets Lark in a bar, finances her start-up, and becomes her fiance. Of course, this will all blow up in Jack/John/Trip's face, but oh, is it fun watching it fall into place and then implode. Seriously, someone please make a movie out of this one!...more",Notes are private!,0,1,1,"Jun 13, 2022","Jun 15, 2022","Jun 13, 2022",,Kindle Edition,view (with text),/book/show/52061001-the-three-mrs-wrights
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guncle        (The Guncle, #1)","Rowley, Steven*",0525542280,9780525542285,0525542280,326        pp,4.14,"135,263","May 25, 2021","May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVE THIS BOOK! It's quick, witty, fun, brought me to tears, and is easy to read. The Guncle is the type of book I found myself reading slower as thI LOVE THIS BOOK! It's quick, witty, fun, brought me to tears, and is easy to read. The Guncle is the type of book I found myself reading slower as the pages lessened; I didn't want it to end. Steven Rowley weaves a clever tale about GUP, Gay Uncle Patrick, once on TV, still reasonably recognizable, who has escaped the lights and glam of LA to leave a somewhat reclusive life in Palm Springs. After the death of his best friend/sister-in-law, his brother requests Patrick to care for his 6 and 9-year-old while he attends rehab. Begrudgingly, due to fear of raising the children for 9-months, Patrick agrees and the hilarity begins. The Guncle is rife with easy banter between the 40-something Guncle and the highly inquisitive, mourning children, and while doing his best to assist the kiddos with their grief, Patrick learns his own lessons about navigating grief. The messages are clear throughout the book: Be who you are, let others be who they are, and do it all without judgment. Perhaps for me, The Guncle struck a chord because I hope for my son to have an opportunity to shine with his future nieces and nephews the way Patrick does for Maise and Grant.Read this. You're welcome....more",Notes are private!,0,2,1,"Jun 30, 2022","Jul 04, 2022","Jun 07, 2022",,Hardcover,view (with text),/book/show/54508798-the-guncle
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recipient,"Rajan, Shail*",0578371677,9780578371672,0578371677,273        pp,4.43,46,unknown,"Mar 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Recipient is a well-written novel by Shail Rajan set in off-the-beaten path Sycamore Ridge, a place where everyone knows everyone but where gossipThe Recipient is a well-written novel by Shail Rajan set in off-the-beaten path Sycamore Ridge, a place where everyone knows everyone but where gossip is not the norm. Perfect for world-famous rock star, Jett Vanders, to take a break and hopefully, keep under the radar from his stalker.Kacie, the slightly mysterious wood worker/mayor of the town, agrees to keep Jett’s identity secret when Jett’s brother, Robert, buys and renovates a home in her quaint city. When Jett and his entourage move in, Kacie finds herself drawn to their feeling of family and friendship and spends a great deal of time with the group.Things begin to heat up between the characters and of course there is a run-in with the crazy stalker fan. It takes from the prologue to the epilogue to understand the title, but in the end, everything works out and is wrapped neat and tidy. There are several ancillary characters, enough that it was a bit confusing keeping them straight, but all-in-all, a nice story with no loose ends. A nice, easy read....more",Notes are private!,0,0,1,"Jun 07, 2022","Jun 18, 2022","Jun 07, 2022",,Paperback,view (with text),/book/show/60751666-the-recipient
