,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Freesiab's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Glass Soup        (Vincent Ettrich, #2)","Carroll, Jonathan",0765311801,9780765311801,0765311801,320        pp,3.88,"1,476",2005,"Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/42141.Glass_Soup
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Marriage of Sticks        (Crane's View, #2)","Carroll, Jonathan",0312872437,9780312872434,0312872437,272        pp,3.83,"1,786",May 1999,"Nov 04, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/212828.The_Marriage_of_Sticks
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Liars,"Frank, Anita",0008455228,9780008455224,0008455228,400        pp,4.08,312,"Aug 17, 2023","Aug 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/63106967-the-good-liars
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",0743298071,9780743298070,0743298071,464        pp,3.95,"90,188","Dec 03, 2018","Dec 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 12, 2023","Aug 18, 2023","Aug 12, 2023",,Hardcover,view,/book/show/40130093-once-upon-a-river
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harriet Wolf's Seventh Book of Wonders,"Baggott, Julianna*",0316375101,9780316375108,0316375101,328        pp,3.66,"2,456","Aug 18, 2015","Aug 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Hardcover,view,/book/show/23288912-harriet-wolf-s-seventh-book-of-wonders
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea Gate,"Johnson, Jane",1982169338,9781982169336,1982169338,416        pp,4.04,"5,142","Jan 04, 2020","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/54396859-the-sea-gate
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Started It,"Gilbert, Sian*",0063286297,9780063286290,,352        pp,3.57,"39,923","Jun 13, 2023","Jun 13, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 23, 2023","Oct 05, 2023","Aug 10, 2023",,Hardcover,view,/book/show/62292419-she-started-it
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight House,"Geard, Amanda*",1472283708,9781472283702,1472283708,432        pp,4.17,"7,918","May 22, 2022","May 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 21, 2023","Aug 29, 2023","Aug 07, 2023",,Hardcover,view,/book/show/59839696-the-midnight-house
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watching You,"Jewell, Lisa*",1501190075,9781501190070,1501190075,320        pp,3.90,"170,530","Jul 12, 2018","Dec 26, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Still reading this authors backlist. I thought this was mostly great but the ending seemed really anticlimactic and disappointing.,Notes are private!,0,1,1,"Feb 26, 2024","Mar 04, 2024","Aug 06, 2023",,Hardcover,view (with text),/book/show/38355282-watching-you
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Runaway,"Chevalier, Tracy*",0525952993,9780525952992,0525952993,305        pp,3.85,"36,858","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/15705011-the-last-runaway
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,512","Dec 15, 1856",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/2175.Madame_Bovary
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smashed: Story of a Drunken Girlhood,"Zailckas, Koren*",0143036475,9780143036470,0143036475,384        pp,3.53,"24,692","Feb 03, 2005","Jan 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/80570.Smashed
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of Days,"Smith, Patti*",1526650983,9781526650986,,387        pp,4.25,"2,936",unknown,"Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/67993333-a-book-of-days
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chivalry,"Gaiman, Neil*",1506719112,9781506719115,1506719112,72        pp,4.21,"5,057","Oct 31, 1992","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/57344241-chivalry
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The September House,"Orlando, Carissa",,,B0BP6D9WD3,352        pp,3.94,"27,789","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Kindle Edition,view,/book/show/61311377-the-september-house
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Handyman Method,"Cutter, Nick*",1982196718,9781982196714,1982196718,292        pp,3.28,"4,007","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/62919902-the-handyman-method
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Vault,"Katsu, Alma*",,,B0C1NGBFGZ,81        pp,3.76,"1,127","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Kindle Edition,view,/book/show/125553338-black-vault
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wizard of Oz: The First Five Novels,"Baum, L. Frank",,9781435158719,,728        pp,4.19,"1,292","Jan 01, 2013",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had forgotten how unique this book is. Much different than the beloved movie. I should read the series.,Notes are private!,0,5,1,"Jul 27, 2023","Aug 26, 2023","Jul 27, 2023",,Hardcover,view (with text),/book/show/28505517-the-wizard-of-oz
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,948","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/157062582-the-mystery-guest
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Not Done with You Yet,"Sutanto, Jesse Q*",0593546911,9780593546918,0593546911,340        pp,3.65,"4,332","Aug 17, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/63876576-i-m-not-done-with-you-yet
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,434","Apr 11, 2017","Apr 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was better than I expected (despite the recommendations). I listened on audible so it too some time to get oriented but once you do you might getThis was better than I expected (despite the recommendations). I listened on audible so it too some time to get oriented but once you do you might get hooked although I thought that it could have been more suspenseful and the ending seemed obvious. It’s nice to hear Shakespeare versus reading it. ...more,Notes are private!,0,1,1,"Feb 14, 2024","Feb 16, 2024","Jul 18, 2023",,Hardcover,view (with text),/book/show/30319086-if-we-were-villains
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Grace: The Life and Times of an American Princess,"Leigh, Wendy*",0312342365,9780312342364,0312342365,305        pp,3.32,362,2007,"Mar 20, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Hardcover,view,/book/show/225957.True_Grace
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Extraordinary Things,"Hoffman, Alice*",1451693567,9781451693560,1451693567,368        pp,3.77,"54,452",2014,Feb 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Hardcover,view,/book/show/18144053-the-museum-of-extraordinary-things
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Invited,"Jayatissa, Amanda*",0593335120,9780593335123,0593335120,384        pp,3.52,"21,882","Sep 13, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2023",,Hardcover,view,/book/show/60097417-you-re-invited
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undead of Night,"Johns, Zanna*",,9798591018832,B08T4MLP6N,56        pp,2.00,1,unknown,"Jan 15, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5. Good read for younger readers. Nice message about fear. The narrative was confusing and it was somewhat repetitive.Merged :2.5. Good read f2.5. Good read for younger readers. Nice message about fear. The narrative was confusing and it was somewhat repetitive.Merged :2.5. Good read for younger readers. Nice message about fear. The narrative was confusing and it was somewhat repetitive....more,Notes are private!,0,1,2,"Oct 04, 2019not set","Oct 07, 2019not set","Jun 30, 2023",,Paperback,view (with text),/book/show/70995011-undead-of-night
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020890,9780063020894,0063020890,547        pp,4.08,"69,116","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 07, 2023","Aug 12, 2023","Jun 22, 2023",,Hardcover,view,/book/show/61683285-homecoming
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hangman's Daughter        (The Hangman's Daughter, #1)","Pötzsch, Oliver*",,,,448        pp,3.75,"77,663","Mar 13, 2008","Dec 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Kindle Edition,view,/book/show/9496240-the-hangman-s-daughter
