,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A proposito di mia figlia,"Hye-Jin, Kim",8804744650,9788804744658,8804744650,144        pp,3.71,"7,530","Sep 15, 2017","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2023","Dec 08, 2023","Nov 28, 2023",,Paperback,view,/book/show/60850762-a-proposito-di-mia-figlia
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camere separate,"Tondelli, Pier Vittorio",8845249158,9788845249150,8845249158,216        pp,4.10,"3,211",1989,Dec 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/1511455.Camere_separate
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teddy,"Rekulak, Jason*",8809959698,9788809959699,8809959698,411        pp,4.15,"250,143","May 10, 2022","Sep 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/62082710-teddy
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un'estate,"Keegan, Claire",8858444116,9788858444115,,80        pp,4.33,"80,841",Feb 2010,"Nov 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,ebook,view,/book/show/202096528-un-estate
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Moro della cima,"Malaguti, Paolo",8806251619,9788806251611,8806251619,280        pp,4.24,225,"Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Nov 30, 2023Nov 26, 2023","Nov 30, 2023Nov 30, 2023","Nov 24, 2023",,Hardcover,view,/book/show/60625194-il-moro-della-cima
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La tribù degli alberi,"Mancuso, Stefano",8806254901,9788806254902,8806254901,198        pp,3.29,283,unknown,"Nov 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 18, 2023","Dec 21, 2023","Nov 24, 2023",,Paperback,view,/book/show/63832932-la-trib-degli-alberi
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa olandese,"Patchett, Ann",8833314413,9788833314419,8833314413,352        pp,4.10,"446,664","Sep 24, 2019","Aug 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2023",,Paperback,view,/book/show/58551097-la-casa-olandese
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradiso e inferno,"Stefánsson, Jón Kalman",,,,241        pp,4.17,"5,956",2007,May 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Paperback,view,/book/show/29987393-paradiso-e-inferno
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baumgartner,"Auster, Paul",0802161448,9780802161444,0802161448,208        pp,3.80,"4,614","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2023",,Hardcover,view,/book/show/134899244-baumgartner
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'invincibile estate di Liliana,"Rivera Garza, Cristina",8869983560,9788869983566,,315        pp,4.37,"5,464",Apr 2021,"Apr 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2023",,Paperback,view,/book/show/136786546-l-invincibile-estate-di-liliana
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultimo arrivato,"Balzano, Marco",8838932557,9788838932557,8838932557,212        pp,3.75,700,"Oct 16, 2014","Oct 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 16, 2023","Nov 19, 2023","Nov 16, 2023",,Paperback,view,/book/show/23301772-l-ultimo-arrivato
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Malnata,"Salvioni, Beatrice",,,B0BWC2GP7X,233        pp,3.89,"4,290","Mar 21, 2023","Mar 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 12, 2023","Nov 15, 2023","Nov 12, 2023",,Kindle Edition,view,/book/show/122988283-la-malnata
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nel paese delle donne selvagge,"Matsuda, Aoko",8833574814,9788833574813,8833574814,236        pp,3.79,"5,457","Dec 08, 2016","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/61145449-nel-paese-delle-donne-selvagge
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giù nella valle,"Cognetti, Paolo*",8806262165,9788806262167,8806262165,128        pp,3.57,"1,688","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/199258938-gi-nella-valle
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Casa di giorno, casa di notte","Tokarczuk, Olga",8830109525,9788830109520,8830109525,340        pp,4.09,"5,255",1998,"Oct 27, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Dec 09, 2023","Dec 13, 2023","Nov 06, 2023",,Paperback,view,/book/show/59054545-casa-di-giorno-casa-di-notte
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bly,"Soriani, Melania",8804746157,9788804746157,8804746157,360        pp,3.90,105,"Jan 18, 2022","Jan 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Nov 03, 2023","Nov 07, 2023","Nov 03, 2023",,Paperback,view,/book/show/60057625-bly
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il secondo piano,"Armeni, Ritanna",,,B0BNW21ZDP,252        pp,4.13,231,"Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Kindle Edition,view,/book/show/74710479-il-secondo-piano
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le schegge,"Ellis, Bret Easton",8806260863,9788806260866,8806260863,752        pp,3.99,"20,594","Jan 17, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Hardcover,view,/book/show/199107924-le-schegge
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sono tornato per te,"Marone, Lorenzo",8858443810,9788858443811,B0CKC7G2QY,247        pp,4.09,209,unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Kindle Edition,view,/book/show/199361197-sono-tornato-per-te
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ferito a morte,"La Capria, Raffaele",8804495901,9788804495901,8804495901,202        pp,3.92,634,1961,Apr 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Paperback,view,/book/show/10219351-ferito-a-morte
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Affamata,"Broder, Melissa*",1255750014,9791255750017,B0C329Q77X,288        pp,3.57,"57,034","Feb 02, 2021","Sep 26, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 14, 2024","Mar 17, 2024","Nov 02, 2023",,Paperback,view,/book/show/183432991-affamata
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quel maledetto Vronskij,"Piersanti, Claudio",881715492X,9788817154925,881715492X,240        pp,3.15,598,"Mar 30, 2021","Mar 30, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 30, 2023","Nov 02, 2023","Oct 30, 2023",,Paperback,view,/book/show/57582131-quel-maledetto-vronskij
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La suite di Giava,"Brokken, Jan",887091674X,9788870916744,887091674X,256        pp,3.51,602,"Feb 02, 2021","Oct 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Paperback,view,/book/show/198121052-la-suite-di-giava
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alzarsi presto: Il libro dei funghi,"Campani, Sandro",8806255797,9788806255794,8806255797,184        pp,3.90,80,unknown,"Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Hardcover,view,/book/show/200649059-alzarsi-presto
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Re del gelato,"Cassar Scalia, Cristina",8858440943,9788858440940,,144        pp,3.60,718,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,ebook,view,/book/show/105694799-il-re-del-gelato
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley's Lover,"Lawrence, D.H.",014303961X,9780143039617,014303961X,400        pp,3.50,"125,615",1928,Dec 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A differenza di quanto letto nei vari commenti relativi a questo libro, devo ammettere di non averlo trovato né scabroso, né indecente, né tantomeno sA differenza di quanto letto nei vari commenti relativi a questo libro, devo ammettere di non averlo trovato né scabroso, né indecente, né tantomeno scandaloso, anche se forse può essere valutato in questo modo per l'epoca. E' la storia di Constance, prigioniera in un matrimonio con un uomo che non ama, Clifford Chatterley, anche lui prigioniero, sia fisicamente (essendo paralizzato) che intimamente, in quanto non può procreare e soddisfare i bisogni fisici della moglie. A questo punto, Lady Chatterley, intreccia una relazione con Oliver Mellors, il guardaccaccia della tenuta soddisfando i suoi desideri e impulsi.""L'amante di Lady Chatterley"" è un romanzo sugli impulsi, gli istinti primordiali, la passione bruciante e la capacità di viverli fino in fondo con le conseguenze che tutto ciò può comportare. Merged :A differenza di quanto letto nei vari commenti relativi a questo libro, devo ammettere di non averlo trovato né scabroso, né indecente, né tantomeno scandaloso, anche se forse può essere valutato in questo modo per l'epoca. E' la storia di Constance, prigioniera in un matrimonio con un uomo che non ama, Clifford Chatterley, anche lui prigioniero, sia fisicamente (essendo paralizzato) che intimamente, in quanto non può procreare e soddisfare i bisogni fisici della moglie. A questo punto, Lady Chatterley, intreccia una relazione con Oliver Mellors, il guardaccaccia della tenuta soddisfando i suoi desideri e impulsi.""L'amante di Lady Chatterley"" è un romanzo sugli impulsi, gli istinti primordiali, la passione bruciante e la capacità di viverli fino in fondo con le conseguenze che tutto ciò può comportare....more",Notes are private!,1,13,2,"Jun 19, 2012not set","Jun 24, 2012not set","Oct 18, 2023",,Paperback,view (with text),/book/show/49583709-lady-chatterley-s-lover
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,973","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Hardcover,view,/book/show/60526802-stella-maris
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grande meraviglia,"Ardone, Viola",8858443438,9788858443439,B0CGCP4HQ2,304        pp,4.18,"1,976",unknown,"Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,ebook,view,/book/show/197631614-grande-meraviglia
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cane che guarda le stelle. Racconti,"Murakami, Takashi",8868838931,9788868838935,8868838931,205        pp,4.41,"1,881","Mar 17, 2011",Feb 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Paperback,view,/book/show/34399997-il-cane-che-guarda-le-stelle-racconti
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Azami        (L'Ombre du Chardon, #1)","Shimazaki, Aki",2330038194,9782330038199,2330038194,134        pp,3.72,"1,400",2014,2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 06, 2024","Jan 08, 2024","Oct 10, 2023",,Paperback,view,/book/show/23607898-azami
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il libro delle sorelle,"Nothomb, Amélie",8862435177,9788862435178,8862435177,128        pp,3.75,"2,027",unknown,"Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 05, 2023","Oct 07, 2023","Oct 05, 2023",,Paperback,view,/book/show/122993130-il-libro-delle-sorelle
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spilli,"Olivo, Greta",885844339X,9788858443392,B0CH99RK21,216        pp,3.54,339,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Hardcover,view,/book/show/198557932-spilli
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nella terra dei peschi in fiore,"Fu, Melissa*",8842934321,9788842934325,8842934321,432        pp,4.19,"16,817","Mar 15, 2022","Apr 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 08, 2023","Oct 16, 2023","Oct 05, 2023",,Paperback,view,/book/show/60584913-nella-terra-dei-peschi-in-fiore
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia prediletta,"Hausmann, Romy*",8809906837,,B08LDNCQHR,386        pp,4.05,"47,338",Jan 2019,"Oct 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Kindle Edition,view,/book/show/55849487-la-mia-prediletta
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flâneuse: Donne che camminano per la città a Parigi, New York, Tokyo, Venezia e Londra","Elkin, Lauren*",8806247026,9788806247027,8806247026,368        pp,3.59,"3,596","Feb 28, 2017","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Hardcover,view,/book/show/61242969-fl-neuse
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dubbio,"Matsumoto, Seichō",8845937372,9788845937378,,134        pp,3.47,520,Mar 1982,"Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 20, 2023","Oct 21, 2023","Sep 28, 2023",,Paperback,view,/book/show/63332733-il-dubbio
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lasciami andare, madre","Schneider, Helga",8845918432,9788845918438,8845918432,130        pp,3.88,"3,601",2001,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 23, 2023","Sep 25, 2023","Sep 23, 2023",,Paperback,view,/book/show/4590787-lasciami-andare-madre
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il corpo ricorda,"Johnson, Lacy M.*",,9791280284655,B0B14B2PYW,200        pp,3.96,"2,141","Jun 16, 2014","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 16, 2023","Oct 19, 2023","Sep 21, 2023",,Paperback,view,/book/show/62628043-il-corpo-ricorda
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L'incendio: Reportage su una generazione tra Iran, Ucraina e Afghanistan","Sala, Cecilia",,,B0CGCRG9CY,194        pp,4.13,498,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/197629400-l-incendio
