,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Esil's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,330        pp,3.86,"142,192","Mar 19, 2019","Mar 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.75 starsMy enthusiasm for Queenie grew as I was reading. Queenie is 26 years old, living in London, of Jamaican background and her life is one hot m3.75 starsMy enthusiasm for Queenie grew as I was reading. Queenie is 26 years old, living in London, of Jamaican background and her life is one hot mess. She and her boyfriend Tom are on a halt — or so she thinks. In the aftermath of the breakup, she has extraordinarily bad judgment when it comes to having sex with nasty men. Not to mention that work is going badly, her living arrangement sucks, and her family life is complicated. Thank goodness for strong female friendships and the almost unconditional love of grandparents. At first, Queenie seemed like a light read — a la Sophie Kinsella. But it grew more complicated, and my attachment to and empathy for Queenie grew too. We see Queenie’s life spiral out of control, and then we see her slowly putting herself back together — with help from friends and family. There’s a fair bit of humour, but I must admit that that I was quite teary more than a few times. Queenie reminded me of that friend we all have who’s self-destructive life choices are exasperating, but who is nevertheless endearing — and who might be more complicated than apparent on the surface. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,28,1,"Mar 03, 2019","Mar 10, 2019","Dec 23, 2018",,Hardcover,view (with text),/book/show/36586697-queenie
1701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Cannot Say,"Rimmer, Kelly*",1525831518,9781525831515,1525831518,448        pp,4.53,"165,833","Feb 26, 2019","Oct 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Things We Cannot Say is told in two timelines, like many historical novels these days. The earlier timeline is set during WWII, and told from AlinThe Things We Cannot Say is told in two timelines, like many historical novels these days. The earlier timeline is set during WWII, and told from Alina’s perspective. Alina is in her late teens, living on a farm in Poland, where she and her family are trying to survive after the Nazi occupation. The second timeline is told from Alice’s perspective. While Alice tries to juggle a complicated family situation, her 95 year old grandmother Hannah asks her to go back to Poland to find Tomasc. This doesn’t make sense to Alice, because her grandfather Tomasc died of dementia the year before. So from the get go, it’s clear that there’s a mystery in Alice’s family that is linked to Alina’s story. I absolutely loved the historical part of the story. Alina and her family are great characters, and Rimner really captures the different emotions they experience as they try to survive in such a crazy upside down terrifying world. I wasn’t as enamoured of Alice’s story line, although I really liked her trip to Poland. There was a lot of drama and chaos in Alice’s life that didn’t seem entirely necessary to telling Alina’s story. I especially didn’t like the depiction of Alice’s mother, who is portrayed negatively as an older ambitious feminist, who is too consumed by her work to properly care for her mother Hannah or her daughter Alice. But this was still well worth reading for Alina’s story. I quickly guessed the mystery, but that’s besides the point. I felt that Rimner did a great job depicting the atrocities and courage that come with war. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,57,1,Apr 2019,"Apr 07, 2019","Dec 23, 2018",,Hardcover,view (with text),/book/show/40899464-the-things-we-cannot-say
1702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pagan Light: Dreams of Freedom and Beauty in Capri,"James, Jamie",0374142769,9780374142766,0374142769,336        pp,3.17,65,unknown,"Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2018",,Hardcover,view,/book/show/40121969-pagan-light
1703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Blink of an Eye,"Blackadder, Jesse*",1250199956,9781250199959,1250199956,384        pp,3.85,"1,192","Oct 01, 2017","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2018",,Hardcover,view,/book/show/39863448-in-the-blink-of-an-eye
1704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood,"Belknap, Catherine",0525574913,9780525574910,0525574913,224        pp,3.94,"3,257","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2018",,Paperback,view,/book/show/40909447-cat-and-nat-s-mom-truths
1705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House on Fire,"Kistler, Bonnie*",1501198688,9781501198687,1501198688,403        pp,3.62,"3,069","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2018",,Hardcover,view,/book/show/39322976-house-on-fire
1706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turbulence,"Szalay, David",1787331164,9781787331167,1787331164,144        pp,3.62,"7,213","Dec 06, 2018","Dec 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2018",,Hardcover,view,/book/show/39078142-turbulence
1707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster","Krasnostein, Sarah*",1250101204,9781250101204,1250101204,291        pp,3.90,"27,261","Oct 02, 2017","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I recently read Maid, which I liked but didn’t love. I found the mix of focus on the author’s life and her observations of the people she worked for aI recently read Maid, which I liked but didn’t love. I found the mix of focus on the author’s life and her observations of the people she worked for as a maid somewhat incongruous. In a way, The Trauma Cleaner does the same thing, but so much better. Sandra Pankhurst runs a company that cleans homes that seem beyond the possibility of being cleaned — the homes of hoarders, people plagued by disease and addiction, and the sites of horrendous deaths. Sandra herself has survived — and gracefully so — what seems like an impossible life. Born a boy, adopted into a horribly abusive family and changing sexes in the 1980s in Australia, her survival and spirit are quite extraordinary. The author of this biography follows Sandra for a few years, writing about her life and her work. The parts about her work also include a peak at the lives of the people who live in the houses Sandra cleans. The story is emotional, but it’s also full of sharp edges and humour. This is a powerful tribute to a woman who went to extraordinary lengths to live an ordinary life. I especially liked listening to the audio because the narrator did a fabulous job giving Sandra a voice. Thanks to GR friends Debbie and Bianca for pointing me towards this powerful book. I finished it a few days ago, but it’s still with me....more",Notes are private!,0,57,1,"Jan 28, 2019","Feb 18, 2019","Dec 20, 2018",,Hardcover,view (with text),/book/show/34964868-the-trauma-cleaner
1708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Real Wallis Simpson: A New History of the American Divorcée Who Became the Duchess of Windsor,"Pasternak, Anna",1501198440,9781501198441,1501198440,368        pp,3.97,893,"Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2018",,Hardcover,view,/book/show/40816643-the-real-wallis-simpson
1709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of a Piano,"Cander, Chris*",0525654674,9780525654674,0525654674,328        pp,3.69,"3,361","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2018",,Hardcover,view,/book/show/40062685-the-weight-of-a-piano
1710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snakes,"Jones, Sadie",1784742554,9781784742553,1784742554,448        pp,3.27,"5,035",2001,"Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2018",,Hardcover,view,/book/show/40554139-the-snakes
1711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Beheading,"Hamid, Mohsin",,,,unknown,4.08,107,unknown,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yikes. Mohsin Hamid is a fearless writer. As this excruciating short story shows, he is vivid and direct in depicting contemporary acts of political bYikes. Mohsin Hamid is a fearless writer. As this excruciating short story shows, he is vivid and direct in depicting contemporary acts of political brutality....more",Notes are private!,0,20,1,"Dec 31, 2018","Dec 31, 2018","Dec 17, 2018",,,view (with text),/book/show/35848147-a-beheading
1712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,"Olson, Lynne*",,,,464        pp,4.22,"7,635","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 15, 2018",,Kindle Edition,view,/book/show/41739312-madame-fourcade-s-secret-war
1713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Alibi        (Robin Lockwood #2),"Margolin, Phillip*",1250117526,9781250117526,1250117526,320        pp,3.71,"7,739","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2018",,Hardcover,view,/book/show/39863461-the-perfect-alibi
1714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",125020058X,9781250200587,125020058X,326        pp,4.02,"41,235","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First 5 star novel of 2019!Anne Griffin is amazingly talented. She had me sitting in the bar with Maurice, listening to him make a toast at 84 years oFirst 5 star novel of 2019!Anne Griffin is amazingly talented. She had me sitting in the bar with Maurice, listening to him make a toast at 84 years old to each of his five favourite people. Maurice had me laughing, crying, getting angry — including at him more than a few times — and shaking my head. Maurice grew up in a village near Dublin, and he never left. But he managed to get out of the poverty of his childhood, marry Sadie, have his son Kevin, and amass more than a few grudges and regrets. He has now sold everything he owns, checked into the local hotel and climbed onto a stool in the bar. In the form a toast per chapter, he addresses his son, recounting his life, tallying his regrets and coming to grips with his life. He has a sharp tongue, a stubborn streak and a hard shell - but also has a bit of a soft side. There were a couple of small things in the plot that I didn’t love, but this was nevertheless a true 5 star read for me. I can’t wait to read Griffin’s next book. This was a buddy read with my lovely GR friends, Diane and Angela — always a treat to read together. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,103,1,Mar 2019,"Mar 03, 2019","Dec 15, 2018",,Hardcover,view (with text),/book/show/39863464-when-all-is-said
1715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baby of the Family,"Roosevelt, Maura",1524743178,9781524743178,1524743178,453        pp,2.79,371,"Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2018",,Hardcover,view,/book/show/40645637-baby-of-the-family
1716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Country,"Reyn, Irina*",1250076048,9781250076045,1250076048,276        pp,3.49,414,"Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/39863468-mother-country
1717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vacuum in the Dark,"Beagin, Jen",1501182145,9781501182143,1501182145,240        pp,3.59,"3,445","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/40538557-vacuum-in-the-dark
1718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Homecoming,"Pyper, Andrew*",1982108975,9781982108977,1982108975,352        pp,3.51,"1,831","Feb 26, 2019","Feb 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3+ starsThis was well written and well done, but ultimately it wasn't really my kind of read. I like my mysteries and psychological thrillers rooted i3+ starsThis was well written and well done, but ultimately it wasn't really my kind of read. I like my mysteries and psychological thrillers rooted in the complexity of the characters and interesting situations. I'm not big into action packed plots or chase scenes. The Homecoming started out with all the right ingredients. After the death of his father, the narrator, his mother and his two siblings are taken to a place deep in the woods ostensibly to find out about their father's will. However, a clause in the will requires them to spend 30 days on the property without contact with the outside world before they can get their share of the estate. Then four other people arrive and things start to get more complicated. The set up is very good and the dynamic between the characters is interesting. But what followed had too much physical toing and froing for my taste. There are many twists and turns, and the big reveal is clever. Pyper's writing is very good. Ultimately, this one comes down to a matter of taste. I didn't love it but there are many positive well deserved s. Thanks to Netgalley and the publisher for a chance to read an advance copy in exchange for an honest ....more",Notes are private!,0,45,1,"Jan 31, 2019","Feb 03, 2019","Dec 11, 2018",,Paperback,view (with text),/book/show/40538904-the-homecoming
1719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Leaving,"Tsabari, Ayelet*",1443447889,9781443447881,,336        pp,3.99,"1,180",Feb 2019,"Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4+ starsI read and really liked Ayelet Tsabari’s book of short stories, The Best Place on Earth. Her memoir, The Art of Leaving, is almost a companion4+ starsI read and really liked Ayelet Tsabari’s book of short stories, The Best Place on Earth. Her memoir, The Art of Leaving, is almost a companion to her book of short stories – she covers many of the same places and I recognize the sensibilities and experiences of her main characters. Although she is only in her 40s, Tsabari has had an interesting life and her writing is expressive and engaging. Tsabari was born in Israel to parents of Yemeni origin. Her father died when she was 10 years old. Her grandmother had been abandoned by her own mother when she was 2 years old. Until recently, Tsabari has led an unconventional life, traveling the world, strongly attached to her family and people but often looking to leave and looking to move on. Each chapter focuses on a different aspect of her life – her father’s death, her military service, her travels to India, time spent in New York, returning to Israel to learn more about her family, becoming a mother, etc… As she writes, she slowly discovers where she comes from and what motivates her. This is a rich memoir with lots of food for thought. I’m definitely looking forward to her next book. Thank you to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,35,1,"Dec 15, 2018","Dec 19, 2018","Dec 11, 2018",,ebook,view (with text),/book/show/36137595-the-art-of-leaving
1720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Birds That Stay        (A Russell and Leduc Mystery, #1)","Lambert, Ann*",1772600911,9781772600919,1772600911,224        pp,3.73,646,"Feb 19, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes it’s hard to know whether I like a book because of its qualities or because it covers delightfully familiar terrain. I really enjoyed readinSometimes it’s hard to know whether I like a book because of its qualities or because it covers delightfully familiar terrain. I really enjoyed reading Anne Lamber’s The Birds That Stay, and I know it’s largely because it takes place in contemporary Quebec — but I also found this to be one of those thoughtful mysteries that delves below the surface. An older woman is murdered north of Montreal in the Laurentians. As the story unfolds, it focuses on one of the neighbours Marie Russel, on Detective Romeo Leduc and on an apparent con artist operating in seniors’ homes in Montreal. The mystery isn’t that complicated. But I really liked the characters and the strong sense of time and place. Lambert uses the story as an opportunity to explore some of Quebec’s history and contemporary cultural complexity. I especially liked Marie and Romeo. Both in late middle age, their struggles with aging parents, adult children and loneliness felt realistic and three dimensional. I hope they surface in future books Lamber writes. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,16,1,"Feb 24, 2019","Mar 10, 2019","Dec 11, 2018",,Paperback,view (with text),/book/show/41005555-the-birds-that-stay
1721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reckoning        (Children's House, #2)","Sigurdardottir, Yrsa",1250136288,9781250136282,1250136288,384        pp,3.96,"6,766","Nov 12, 2015","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/39863481-the-reckoning
1722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Winter: A Memoir,"Shalmiyev, Sophia",1501193082,9781501193088,1501193082,288        pp,4.07,329,"Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/40539185-mother-winter
1723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pianist from Syria: A Memoir,"Ahmad, Aeham",1501173510,9781501173516,,288        pp,4.27,"1,810",2017,"Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,ebook,view,/book/show/41223757-the-pianist-from-syria
1724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Deadly Divide        (Rachel Getty & Esa Khattak #5),"Khan, Ausma Zehanat*",125029830X,9781250298300,,368        pp,3.95,715,"Feb 12, 2019","Feb 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have enjoyed Zehanat Khan’s previous books. They are part of a mystery series set in Canada, and they typically deal with recent events and contempoI have enjoyed Zehanat Khan’s previous books. They are part of a mystery series set in Canada, and they typically deal with recent events and contemporary issues. The last one involved a mystery amidst Canadian relief workers working with Syrian refugees in Greece. In this case, the mystery is centered on a shooting in a mosque in a small town in Quebec just outside of Ottawa. With this setting, the author again takes on some important and complicated issues. Her afterword is brilliant, reflecting on the recent shooting in a mosque in Quebec City and its relationship to the recent political climate. Despite the topic, I must say that I struggled with the story and delivery in this case. There was far too much focus on the overwrought emotional and romantic lives of the two main detectives, Rachel and Esa. I struggled a bit with this in her last book, but this time I found it hard to take the story seriously. Every step in their investigation seemed to be affected by their respective romantic entanglements. I also found the solution a bit disappointing. I won’t give up on this series quite yet. The very end points to the next mystery, and I confess that my curiosity is piqued. But I wish that the author focused more on what makes her novels so engaging and less on the romantic turpitudes of her detectives. Thanks to Netgalley and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,26,1,"Dec 31, 2018","Jan 05, 2019","Dec 11, 2018",,ebook,view (with text),/book/show/40653318-a-deadly-divide
1725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Is Hard Work,"Khalifa, Khaled",0374135738,9780374135737,0374135738,192        pp,3.70,"4,017",2016,"Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/40121989-death-is-hard-work
1726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moroccan Girl,"Cumming, Charles",1250129958,9781250129956,1250129958,368        pp,3.77,"3,539","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/39863480-the-moroccan-girl
1727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Being 40,"Mead, Lindsey",1501172123,9781501172120,1501172123,256        pp,3.49,952,"Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Hardcover,view,/book/show/40402432-on-being-40
1728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drowning,"Smith, J.P.*",1492669008,9781492669005,1492669008,336        pp,3.60,"2,010",Jan 2019,"Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2018",,Paperback,view,/book/show/40388366-the-drowning
1729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lover's Lover,"O'Farrell, Maggie*",0142004618,9780142004616,0142004618,320        pp,3.29,"5,232","Jan 01, 2002","Jul 27, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.33 starsI love Maggie O’Farrell. Her writing is beautiful. Her stories are unconventional. And the feelings in her books run deep. So it was a bit o3.33 starsI love Maggie O’Farrell. Her writing is beautiful. Her stories are unconventional. And the feelings in her books run deep. So it was a bit of a surprise to read My Lover’s Lover, which is only recognizable as a book by O’Farrell for its beautiful writing. The first half is taken up by an odd and unpleasant relationship between Lily and Marcus. They meet at a party. Days later Lily moves in with Marcus, only to realize that his attention is still taken up by Sinead, who it seems has disappeared. Lily then becomes obsessed with Sinead, who starts showing up in Lily’s peripheral vision — a ghost, an apparition? I was pretty unenthusiastic after the first half. Marcus is a cad. I couldn't relate to Lily’s emotions. And I don’t really like supernatural tinges mixed in with my fiction about otherwise normal - even if unpleasant - people.Fortunately, the second half offered somewhat of a redemption. We learn more about Sinead, Marcus' friend Aidan takes on a good role, and the story makes a bit more sense.Final verdict? If this hadn’t been written by O’Farrell, it wouldn't have been worth it at all. O'Farrell's writing carries this one, and allowed me to give it a tad more than 3 stars.By far, the best part of this one was reading it along with my reading buddies, Angela and Diane....more",Notes are private!,0,38,1,"Dec 15, 2018","Dec 16, 2018","Dec 01, 2018",,Paperback,view (with text),/book/show/862779.My_Lover_s_Lover
1730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gingerbread,"Oyeyemi, Helen*",1984882899,9781984882899,1984882899,372        pp,3.05,"14,734","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2018",,Paperback,view,/book/show/40634915-gingerbread
1731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Clouds,"Richman, Alyson*",0451490770,9780451490773,0451490770,371        pp,3.91,"3,072","Feb 19, 2019","Feb 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Secret of Clouds has two parallel story lines. Maggie is a young teacher, trying to find her way personally and professionally. She makes a connecThe Secret of Clouds has two parallel story lines. Maggie is a young teacher, trying to find her way personally and professionally. She makes a connection with a young student, Yuri, who has a serious heart condition and must be taught at home most the time. The other story line involves Yuri’s parents, and their move to the US from the former Soviet Union in the 1980s. The Secret of Clouds could have been much better, but it suffered from simplistic writing, a very predictable plot and unsubtle emotions. I like my characters to be a bit more nuanced — everyone is nice and well meaning, except for Maggie’s boyfriend. Unexpectedly, the end was a bit stronger than most of the book. But, overall, this was a meh — a low 3 stars. It was made much more enjoyable though as one of my monthly reads with Angela and Diane. And thanks to Edelweiss and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,30,1,"Nov 30, 2018","Dec 02, 2018","Nov 30, 2018",,Paperback,view (with text),/book/show/40405283-the-secret-of-clouds
1732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Knows,"Scottoline, Lisa*",,,,400        pp,3.78,"37,231","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2018",,Kindle Edition,view,/book/show/41505385-someone-knows
1733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"Purnell, Sonia",073522529X,9780735225299,073522529X,352        pp,4.15,"48,277","Mar 28, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2018",,Hardcover,view,/book/show/40595446-a-woman-of-no-importance
1734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Enough Mother,"Thomas, Bev",0525561250,9780525561255,0525561250,384        pp,3.54,"4,349","Mar 07, 2019","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2018",,Hardcover,view,/book/show/40603516-a-good-enough-mother
1735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wonderful Stroke of Luck,"Beattie, Ann",0525557342,9780525557340,0525557342,288        pp,2.44,461,"Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2018",,Hardcover,view,/book/show/40909436-a-wonderful-stroke-of-luck
1736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Care and Feeding of Ravenously Hungry Girls,"Gray, Anissa*",1984802437,9781984802439,1984802437,294        pp,3.63,"20,412","Feb 19, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,How could you not want to read a book with the title The Care and Feeding of Ravenously Hungry Girls? The story is told from the perspective of three How could you not want to read a book with the title The Care and Feeding of Ravenously Hungry Girls? The story is told from the perspective of three adult sisters who lost their mother when they were children. Althea has just been found guilty of fraud and is in jail. Viola and Lillian do their best to care for Althea’s 15 year old twin girls. Each sister has a distinct personality and a basket full of troubles. The theme running through the story is obvious from the start — loss of a parent at an early age reverberates through one’s life and through the generations. But the delivery is not pat. The characters are original. — including the secondary characters. Their interactions are full of sharp edges and unsentimental. The emotions are potent. And the writing is strong. Anissa Grey is clearly a promising new author. I would definitely read her next book. Thanks to Edelweiss and the publisher for an opportunity to read an advance copy....more,Notes are private!,0,47,1,"Feb 18, 2019","Feb 19, 2019","Nov 26, 2018",,Hardcover,view (with text),/book/show/39719167-the-care-and-feeding-of-ravenously-hungry-girls
