,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sarah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling in Love with Hominids,"Hopkinson, Nalo",1616961988,9781616961985,1616961988,240        pp,3.94,"1,389","Jul 20, 2015","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2015",,Paperback,view,/book/show/23846151-falling-in-love-with-hominids
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex Criminals, Vol. 1: One Weird Trick","Fraction, Matt",1607069466,9781607069461,1607069466,128        pp,3.91,"39,769","Apr 16, 2014","Apr 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the color, the art, the writing, the humor. I believed their quick fall for each other. I saw another  that remarked on the male-gaze-y I loved the color, the art, the writing, the humor. I believed their quick fall for each other. I saw another  that remarked on the male-gaze-y ness, and I had a similar thought about how it might have been even more interesting with a queerer bent. ...more",Notes are private!,0,3,1,not set,"Jul 30, 2015","Jul 31, 2015",,Paperback,view (with text),/book/show/19536001-sex-criminals-vol-1
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rat Queens, Vol. 1: Sass & Sorcery","Wiebe, Kurtis J.*",1607069458,9781607069454,1607069458,128        pp,4.08,"44,814","Mar 26, 2014","Mar 26, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I might revise upward at some point. It's a fun take on fantasy tropes, but I didn't ever really latch onto anybody. Might have just read it on the wrI might revise upward at some point. It's a fun take on fantasy tropes, but I didn't ever really latch onto anybody. Might have just read it on the wrong day....more",Notes are private!,0,4,1,not set,"Jul 30, 2015","Jul 31, 2015",,Paperback,view (with text),/book/show/20299683-rat-queens-vol-1
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,"McCullough, David",0743217373,9780743217378,0743217373,608        pp,4.25,"16,859","Jan 01, 1972","Jun 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read for research, but it's an intriguing book either way. I've loved the story of Emily Roebling for a long time, and the Brooklyn Bridge was a tremeRead for research, but it's an intriguing book either way. I've loved the story of Emily Roebling for a long time, and the Brooklyn Bridge was a tremendous feat of engineering. Got a little irritated with the timeline within chapters. We'd be at the day before Christmas, pouring concrete, and then two weeks earlier, dealing with a blowout in the caisson. Actual concrete dates might have distracted from the narrative, but they would have made the timeline a whole lot clearer. ...more",Notes are private!,0,2,1,"Jul 16, 2015","Jul 24, 2015","Jul 16, 2015",,Hardcover,view (with text),/book/show/2369.The_Great_Bridge
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0812998685,9780812998689,0812998685,238        pp,3.81,"64,531",Oct 2015,"Oct 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I devoured this book like a ... oh, what was I about to say? It's slipped my mind. Possibly because I was about to spill secrets that aren't meant to I devoured this book like a ... oh, what was I about to say? It's slipped my mind. Possibly because I was about to spill secrets that aren't meant to be spilled. I had other things I was supposed to be doing, but I looked up from the novel and it was two days later. Anyway, Slade House is deliciously creepy and unexpectedly poignant. My only caveat: I think it may resonate a little more with people who have read the Bone Clocks than those who haven't. ...more",Notes are private!,0,10,1,"Jan 05, 2016","Jan 07, 2016","Jul 13, 2015",,Hardcover,view (with text),/book/show/24499258-slade-house
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage of Opposites,"Hoffman, Alice*",1451693591,9781451693591,1451693591,371        pp,3.92,"59,802","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2015",,Hardcover,view,/book/show/23492741-the-marriage-of-opposites
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plotted,"DeGraff, Andrew*",,,B07C54X6YX,128        pp,3.66,742,"Oct 06, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2015",,Kindle Edition,view,/book/show/24664953-plotted
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rose and the Briar: Death, Love, and Liberty in the American Ballad","Wilentz, Sean",0393328252,9780393328257,0393328252,418        pp,3.91,194,2004,"Nov 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2015",not set,"Jun 23, 2015",,Paperback,view,/book/show/307241.The_Rose_and_the_Briar
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of the Revolution: A Feminist Speculative Fiction Anthology,"VanderMeer, Ann",1629630357,9781629630359,1629630357,352        pp,4.13,"1,241","Jul 03, 2015","Jun 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 11, 2015",,Paperback,view,/book/show/22181319-sisters-of-the-revolution
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lightspeed Magazine, Issue 61, June 2015: Queers Destroy Science Fiction!","McGuire, Seanan*",,,,738        pp,3.95,395,"May 10, 2015","Jun 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2015",,ebook,view,/book/show/25646984-lightspeed-magazine-issue-61-june-2015
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Valour and Vanity        (Glamourist Histories, #4)","Kowal, Mary Robinette*",076533416X,9780765334169,076533416X,405        pp,3.99,"2,825","Apr 29, 2014","Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2015",,Hardcover,view,/book/show/12987423-valour-and-vanity
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Accessing the Future: A Disability-Themed Anthology of Speculative Fiction,"Allan, Kathryn",0957397542,9780957397545,0957397542,242        pp,4.08,206,"Jun 08, 2015","Jul 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Paperback,view,/book/show/25510286-accessing-the-future
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds in the Sky        (All the Birds in the Sky, #1)","Anders, Charlie Jane*",0765379945,9780765379948,0765379945,313        pp,3.59,"46,157","Jan 26, 2016","Jan 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had read and enjoyed the first two chapters months ago, but hadn't read any s. I assumed from those chapters that this was YA (NOT that there'I had read and enjoyed the first two chapters months ago, but hadn't read any s. I assumed from those chapters that this was YA (NOT that there's anything wrong with that) but was pleasantly surprised at the larger story being told here. I could tell from the beginning that it was a story about magic and science fiction in coexistence, and I love the way both are explored, with their advantages, costs, and limitations....more",Notes are private!,0,7,1,not set,"Sep 21, 2016","May 28, 2015",,Hardcover,view (with text),/book/show/25372801-all-the-birds-in-the-sky
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sculptor,"McCloud, Scott*",1596435739,9781596435735,1596435739,488        pp,4.00,"17,673","Feb 05, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First off, McCloud's art is lovely. Meg leans toward manic pixie dream girl mode, but she has more depth than that archetype often allows. David fetisFirst off, McCloud's art is lovely. Meg leans toward manic pixie dream girl mode, but she has more depth than that archetype often allows. David fetishizes her for much of the story, but we also see a lot of people who don't, and love her for the person she is, because of and despite her flaws (which, granted, are cliched). Props to the supporting cast in general, and Meg's community of friends. Four stars for making me feel the journey, and for a solid story about love and loss and connection and how people want to be remembered. The book has its flaws, but I wanted to keep reading. ...more",Notes are private!,0,5,1,"May 20, 2015","May 21, 2015","May 20, 2015",,Hardcover,view (with text),/book/show/22040598-the-sculptor
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apex Magazine Issue 72,"Sizemore, Jason*",,,B00X457YO8,119        pp,4.00,12,"May 03, 2015","May 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2015",,Kindle Edition,view,/book/show/25494335-apex-magazine-issue-72
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nebula Awards Showcase 2015,"Kressel, Matthew*",1633880907,9781633880900,1633880907,349        pp,3.67,122,"Dec 08, 2015","Dec 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2015",,Paperback,view,/book/show/25241955-nebula-awards-showcase-2015
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Science of Herself        (PM's Outspoken Authors, #12)","Fowler, Karen Joy*",1604868252,9781604868258,1604868252,128        pp,3.89,208,"Nov 01, 2013","Nov 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A handful of excellent stories (only one of which I'd read before) and a freewheeling interview with one of my favorite authors. I'd like to check outA handful of excellent stories (only one of which I'd read before) and a freewheeling interview with one of my favorite authors. I'd like to check out the rest of this series now. Lovely little book. ...more,Notes are private!,0,2,1,"Apr 30, 2015","May 04, 2015","Apr 30, 2015",,Paperback,view (with text),/book/show/17707028-the-science-of-herself
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fables, Vol. 21: Happily Ever After","Willingham, Bill*",1401251323,9781401251321,1401251323,200        pp,3.94,"4,366","May 12, 2015","May 12, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know this series is in the tough position of having to provide closure for a lot of characters, and bring the series to a satisfying end. I'm just aI know this series is in the tough position of having to provide closure for a lot of characters, and bring the series to a satisfying end. I'm just a little confused by the high body count, considering that it was long established that most popular fables could bounce back again and again by the power of their stories. Did that change at some point? In any case, it's distressing, though better than the butchery of the Unwritten crossover, which I am attempting to unread and put out of my memory forever. I appreciated the chance to catch up with some minor and major characters to find out what their ""happily ever after"" was looking like, but some of them were less than satisfying. Hopefully the series itself will have a satisfying resolution....more",Notes are private!,0,6,1,not set,"May 04, 2015","Apr 27, 2015",,Paperback,view (with text),/book/show/22522686-fables-vol-21
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ms. Marvel, Vol. 2: Generation Why","Wilson, G. Willow*",0785190228,9780785190226,0785190228,136        pp,4.14,"27,125","Apr 07, 2015","Mar 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This comic is just so much fun. The writing is breezy and full of fun geeky references. The characters have depth. Kamala knows when to ask for help, This comic is just so much fun. The writing is breezy and full of fun geeky references. The characters have depth. Kamala knows when to ask for help, and I like the way she synthesizes new information. I don't know too much of what's going on in the Marvel world right now, but it isn't hard to pick up. Also, I love the big slobbery teleporting dog, and picking it up at the library netted me a fun conversation with a librarian and a library intern. ...more",Notes are private!,0,0,1,"Feb 25, 2016","Feb 25, 2016","Apr 27, 2015",,Paperback,view (with text),/book/show/23017947-ms-marvel-vol-2
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ancient, Ancient","Salaam, Kiini Ibura*",1933500964,9781933500966,1933500964,253        pp,3.88,161,"May 01, 2012","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2015",,Paperback,view,/book/show/15770475-ancient-ancient
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Karen Memory        (Karen Memory, #1)","Bear, Elizabeth*",0765375249,9780765375247,0765375249,346        pp,3.71,"4,671","Feb 03, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a little ashamed to admit it's my first Elizabeth Bear novel, though I've read her short fiction. It's a rollicking steampunk tale, as told by theI'm a little ashamed to admit it's my first Elizabeth Bear novel, though I've read her short fiction. It's a rollicking steampunk tale, as told by the eponymous main character. She's a distinctive narrator, with a folksy English that could easily have been irritating in the wrong hands, but was instead endearing. It has it all: action, politics, cool inventions, memorable setting, memorable characters. Horse details that don't make me tear my hair out (you may know that's a pet peeve of mine.) I also love the fact that Bear shows us that it's possible (and even accurate) to have diverse characters in a historical setting. This was so much fun! ...more",Notes are private!,0,8,1,not set,"Apr 12, 2015","Apr 15, 2015",,Hardcover,view (with text),/book/show/22238181-karen-memory
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncanny Magazine Issue 3: March/April 2015,"Thomas, Lynne M.*",,,B00U4ABACI,163        pp,3.82,174,"Feb 27, 2015","Feb 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2015",,Kindle Edition,view,/book/show/25115880-uncanny-magazine-issue-3
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mothers of Voorhisville,"Rickert, Mary",,,B00JI0B5IE,155        pp,3.29,214,"Apr 30, 2014","May 06, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's some striking imagery here. Lovely prose, distinct characters. I wanted something a little more, but I'm not sure more what...There's some striking imagery here. Lovely prose, distinct characters. I wanted something a little more, but I'm not sure more what......more",Notes are private!,0,0,1,not set,"Mar 30, 2015","Mar 31, 2015",,Kindle Edition,view (with text),/book/show/22026013-the-mothers-of-voorhisville
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Completely Fine,"Gregory, Daryl*",1616961716,9781616961718,1616961716,182        pp,3.74,"4,313","Jul 21, 2014","Aug 12, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is on the far creepy side of anything I'd care to read, but it's really well done creepiness. Good characters, good prose, twists I didn't see coThis is on the far creepy side of anything I'd care to read, but it's really well done creepiness. Good characters, good prose, twists I didn't see coming. Original and, um, did I mention creepy?...more",Notes are private!,0,1,1,not set,"Mar 30, 2015","Mar 30, 2015",,Paperback,view (with text),/book/show/20344877-we-are-all-completely-fine
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yesterday's Kin,"Kress, Nancy*",1616961759,9781616961756,1616961759,192        pp,3.55,"1,618","Aug 18, 2014","Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good solid near future SF. I guessed some of what was coming early on. A little American-centric for all that they came to the UN, but I always enjoy Good solid near future SF. I guessed some of what was coming early on. A little American-centric for all that they came to the UN, but I always enjoy Kress's explanations of the science behind her stories. ...more",Notes are private!,0,2,1,not set,"Mar 29, 2015","Mar 29, 2015",,Paperback,view (with text),/book/show/20694897-yesterday-s-kin
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Menagerie and Other Stories,"Liu, Ken*",1481442546,9781481442541,1481442546,450        pp,4.37,"31,964","Mar 08, 2016","Mar 08, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well developed, evocative novella that nests stories of the Chinese God of War within a story about a mining town in the 19th century American west.A well developed, evocative novella that nests stories of the Chinese God of War within a story about a mining town in the 19th century American west. My only complaint is that the end felt a little abrupt....more",Notes are private!,0,3,1,"Jan 10, 2013","Jan 11, 2013","Mar 27, 2015",,Hardcover,view (with text),/book/show/24885533-the-paper-menagerie-and-other-stories
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exile Waiting,"McIntyre, Vonda N.",0575021896,9780575021891,0575021896,255        pp,3.64,488,Sep 1975,Jun 1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2015",,Hardcover,view,/book/show/876331.The_Exile_Waiting
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightbird,"Hoffman, Alice*",0385389582,9780385389587,0385389582,208        pp,3.85,"6,948","Mar 05, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2015",,Hardcover,view,/book/show/20971472-nightbird
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Of Noble Family        (Glamourist Histories, #5)","Kowal, Mary Robinette*",0765378361,9780765378361,0765378361,572        pp,4.15,"2,178","Apr 28, 2015","Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2015",,Hardcover,view,/book/show/18873823-of-noble-family
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrow Road to the Deep North,"Flanagan, Richard",,,,467        pp,4.03,"56,944","Sep 23, 2013","Sep 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2015",,Paperback,view,/book/show/17905709-the-narrow-road-to-the-deep-north
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half-Resurrection Blues        (Bone Street Rumba, #1)","Older, Daniel José*",0425275981,9780425275986,0425275981,326        pp,3.52,"2,590","Jan 06, 2015","Jan 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had the pleasure of sharing a reading with Daniel Jose Older on the day this book was released. If you've ever heard him read, you know he's wonderfI had the pleasure of sharing a reading with Daniel Jose Older on the day this book was released. If you've ever heard him read, you know he's wonderful. He reads to an internal beat, doing voices and adding punch to action that already has punch on the page. I carried his voice with me into reading the book, and rolled straight through it. What a pleasure. His New York feels like the real New York with an added layer over the top. The characters have depth, despite not having a lot of backstory or self-knowledge. I do have some questions, but hopefully they'll be answered in the sequel. ...more",Notes are private!,0,2,1,"Feb 27, 2015","Mar 03, 2015","Feb 27, 2015",,Mass Market Paperback,view (with text),/book/show/22393174-half-resurrection-blues
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trigger Warning: Short Fictions and Disturbances,"Gaiman, Neil*",0062330268,9780062330260,0062330268,310        pp,3.92,"61,172","Feb 03, 2015","Feb 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have always adored Gaiman's short stories, but this collection never really took off for me. I was annoyed at the title before I even started. I donI have always adored Gaiman's short stories, but this collection never really took off for me. I was annoyed at the title before I even started. I don't think he understands what he's talking about. Because of the title, I took this out of the library instead of buying it; I've bought every other Gaiman book. Anyway, just as well. There was only one story in the collection that hadn't been published before, and I'd seen a fair number of them in various places over the last few years. That original story was a good one, another in the American Gods world. My other favorite was Click Clack the Rattlebag, good old fashioned dark fantasy/horror. There were a couple of others that I enjoyed well enough, but a lot of them just didn't fire for me. As always, I appreciated the introduction with its origin stories for each of the pieces, but the pieces themselves didn't resonate the way those in Smoke & Mirrors and Fragile Things did. ...more",Notes are private!,0,12,1,not set,"Feb 24, 2015","Feb 24, 2015",,Hardcover,view (with text),/book/show/22522808-trigger-warning
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Please,"Poehler, Amy",0062268341,9780062268341,0062268341,329        pp,3.85,"525,746","Oct 28, 2014","Oct 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've loved Amy Poehler's work on Parks & Recreation and SNL, and this book only solidifies my impression of her as a funny, smart, down-to-earth perfoI've loved Amy Poehler's work on Parks & Recreation and SNL, and this book only solidifies my impression of her as a funny, smart, down-to-earth performer. The book is funny in spots, but less overtly so than some other comedy-memoirs. And it doesn't need to be, because the stories and reminiscences are strong enough to bear the load. Along the way, she says some smart stuff about writing and creating. ...more",Notes are private!,0,4,1,not set,"Feb 23, 2015","Feb 24, 2015",,Hardcover,view (with text),/book/show/20910157-yes-please
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trial of the Century        (The Amazing Conroy, #6)","Schoen, Lawrence M.*",,,,45        pp,4.28,25,"Aug 29, 2013","Aug 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Schoen's Amazing Conroy stories are great fun. The character is engaging, and I love the variety of problems that he faces over the course of the seriSchoen's Amazing Conroy stories are great fun. The character is engaging, and I love the variety of problems that he faces over the course of the series. I'm not big on series that hit the same notes in every book, so this is a pleasure. Reggie is adorable, and I'd happily sign up for the next available buffalo dog. ...more",Notes are private!,0,0,1,not set,"Dec 31, 2013","Feb 16, 2015",,ebook,view (with text),/book/show/20946518-trial-of-the-century
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Barsk: The Elephants' Graveyard        (Barsk, #1)","Schoen, Lawrence M.*",0765377020,9780765377029,0765377020,384        pp,3.85,"1,755","Dec 15, 2015","Dec 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like The Goblin Emperor, this book shows how usefully expressive ears can be.",Notes are private!,0,2,1,not set,"Apr 09, 2016","Feb 16, 2015",,Hardcover,view (with text),/book/show/23848066-barsk
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heap House        (Iremonger, #1)","Carey, Edward",1471401561,9781471401565,1471401561,410        pp,3.68,"3,560","Sep 05, 2013","Sep 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2015",,Hardcover,view,/book/show/17977053-heap-house
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Live on Other Planets: A Handbook for Aspiring Aliens,"Merriam, Joanne*",,9781937794323,,384        pp,4.12,32,"Feb 16, 2015","Mar 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2015",,Paperback,view,/book/show/24677947-how-to-live-on-other-planets
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Just City,"Walton, Jo*",0765332663,9780765332660,0765332663,368        pp,3.79,"7,747","Jan 13, 2015","Jan 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jo Walton never takes a bad step as far as I'm concerned. She's one of those authors whose fiction just works for me. Sometimes there's a book like thJo Walton never takes a bad step as far as I'm concerned. She's one of those authors whose fiction just works for me. Sometimes there's a book like this one that doesn't grab me on description, but I buy it anyway because I know that when I sit down to read it I'll find vivid characters, clear prose, and ideas well explored. This is a textbook example of speculative fiction, featuring gods, robots, time travel and Sokrates. ...more",Notes are private!,0,4,1,"Jan 26, 2016","Feb 07, 2016","Feb 02, 2015",,Hardcover,view (with text),/book/show/22055276-the-just-city
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alembical 3: A Distillation of Three Novellas,"Rotundo, Matthew S.*",098875875X,9780988758759,098875875X,254        pp,3.92,12,"May 01, 2014","May 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I haven't read the other novellas yet, but John Murphy's Claudius Rex is a fabulous mashup of a detective story and an artificial intelligence story.I haven't read the other novellas yet, but John Murphy's Claudius Rex is a fabulous mashup of a detective story and an artificial intelligence story....more",Notes are private!,0,0,1,not set,"Jan 22, 2015","Jan 29, 2015",,Paperback,view (with text),/book/show/21502853-alembical-3
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hearts of Horses,"Gloss, Molly",0618799907,9780618799909,0618799907,289        pp,3.95,"5,169","Nov 06, 2007","Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I accidentally read Falling from Horses: A Novel first, not realizing they were related. It didn't dampen my enthusiasm for either book. Molly Gloss iI accidentally read Falling from Horses: A Novel first, not realizing they were related. It didn't dampen my enthusiasm for either book. Molly Gloss is a lovely writer, detailing times and places long past. She manages to both romanticize the setting and lay bare the lives of those who were settled in the American west of the early twentieth century. She manages this with an omniscient narrative voice that harkens well to the time it is meant to evoke. Her horse details and her historical details are note-perfect. Mario Vargas Llosa wrote that we read to live other lives that we wouldn't get to experience otherwise, and I feel like I have a few more lives in me after reading this book....more",Notes are private!,0,3,1,not set,"Oct 29, 2015","Jan 29, 2015",,Hardcover,view (with text),/book/show/795163.The_Hearts_of_Horses
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grace of Kings        (The Dandelion Dynasty, #1)","Liu, Ken*",1481424270,9781481424271,1481424270,640        pp,3.78,"21,167","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2015",,Hardcover,view,/book/show/18952341-the-grace-of-kings
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half-Resurrection Blues        (Bone Street Rumba #1),"Older, Daniel José*",0698166795,,B00KWG5UIE,333        pp,3.52,"2,590","Jan 06, 2015","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2015",,Kindle Edition,view,/book/show/23006338-half-resurrection-blues
