,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Marcy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bird Envy: Flash Fiction,"Pokrass, Meg*",,9780615970875,,63        pp,4.69,16,"Mar 01, 2014",Mar 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Apr 08, 2014",,Paperback,view,/book/show/21540319-bird-envy
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bark,"Moore, Lorrie",0307594130,9780307594136,0307594130,192        pp,3.60,"8,799","Feb 25, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2014",,Hardcover,view,/book/show/18050057-bark
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lullaby of Polish Girls,"Dominczyk, Dagmara",0812993551,9780812993554,0812993551,240        pp,3.38,"1,022","Jun 04, 2013","Jun 04, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love coming of age novels, especially about girls. I loved the form of this book. Three coming of age stories, jumping from adolescence to adult hooI love coming of age novels, especially about girls. I loved the form of this book. Three coming of age stories, jumping from adolescence to adult hood, each chapter, a different voice, each chapter able to stand alone, like a short story. Anna Baran, the Polish girl who grew up in America, was my favorite of the three. Dagmara Dominczyck had a great line about Poland was three things to Americas: kielbasa, the pope, and Auschwitz, and that is pretty much true for me. So this novel was a little bit revelatory for me. The book was a pleasure to read. ...more",Notes are private!,0,2,1,"Mar 25, 2014","Jan 04, 2015","Mar 25, 2014",,Hardcover,view (with text),/book/show/15981706-the-lullaby-of-polish-girls
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepwalker's Guide to Dancing,"Jacob, Mira*",0812994787,9780812994780,0812994787,512        pp,4.01,"13,693","Jul 01, 2014","Jul 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2014",,Hardcover,view,/book/show/18507827-the-sleepwalker-s-guide-to-dancing
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice Fantastic,"Estep, Maggie",193335481X,9781933354811,193335481X,244        pp,3.76,181,"May 01, 2009","May 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2014",,Paperback,view,/book/show/6262454-alice-fantastic
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bittersweet,"Beverly-Whittemore, Miranda*",,,B00GQAOL6W,418        pp,3.44,"17,871","May 13, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2014",,Kindle Edition,view,/book/show/19867952-bittersweet
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violet Hour,"Hill, Katherine*",1476710325,9781476710327,1476710325,354        pp,3.02,842,"Jul 01, 2013","Jul 16, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2014",,Hardcover,view,/book/show/16130627-the-violet-hour
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Highly Unlikely Scenario, or a Neetsa Pizza Employee's Guide to Saving the World","Cantor, Rachel*",1612192645,9781612192642,1612192645,249        pp,2.87,893,"Jan 01, 2014","Jan 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2014",,Paperback,view,/book/show/17834884-a-highly-unlikely-scenario-or-a-neetsa-pizza-employee-s-guide-to-saving
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life in Men,"Frangello, Gina*",1616201630,9781616201630,1616201630,432        pp,3.60,"1,176","Feb 04, 2014","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2014",,Paperback,view,/book/show/17871515-a-life-in-men
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,178","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am floored by the ambition of this book. I went into in knowing nothing about it, I even read it on a Kindle so I had no back cover text. My friend I am floored by the ambition of this book. I went into in knowing nothing about it, I even read it on a Kindle so I had no back cover text. My friend Melissa told me to read it, knowing I was set to go on an airplane, and so I did. I had no idea that Donna Tartt would have the audacity to place a bomb in the Metropolitan Museum of Art. I didn't even quite know you could do this. I had so recently been in that museum, and of course, seen the Goldfinch painting itself at the Frick after waiting outside on line for a long time in the cold. It wasn't stahsed under Theo's bed in a pillow case in Las Vegas. Anyway. You can do that. You can write and write a long long long book and have that be a good thing. In general, for the record, I am not in favor of super long novels. The chapters in Las Vegas were as good as anything -- and if, I worried that the story might lag toward the end for me, well it did -- I forgive the book everything, because of the ending. The ending which worked, which I found so rich and satisfying and good. I was worried I was going to have to tell myself, well, that beginning and Vegas were as good as anything, but my five stars go to the whole novel, even the parts that I have the audacity to think lag a little bit. I love that the character Boris calls Theo Potter. The audacity of that. This book was a treat for me and I am at a small loss now that I am done reading it. ...more",Notes are private!,0,11,1,not set,Jan 2014,"Jan 08, 2014",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Education,"Choi, Susan*",0670024902,9780670024902,0670024902,304        pp,3.30,"4,470","Jul 03, 2013","Jul 03, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 22, 2013",,Hardcover,view,/book/show/16158566-my-education
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Memory of Skin,"Banks, Russell",0061857637,9780061857638,0061857637,417        pp,3.60,"6,713","Sep 27, 2011","Sep 27, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Russell Banks but I didn't love this book. It felt, honestly, way too long. And slightly improbable. Which is not to say that much of this noveI love Russell Banks but I didn't love this book. It felt, honestly, way too long. And slightly improbable. Which is not to say that much of this novel isn't amazing. I had never once imagined what it might be like to be a sex offender, had never thought about the laws, what happens to this population when released from prison. Enforced homelessness really. And awful. But still, I didn't love this book and did some skimming. But, I also finished it. So that's good. ...more",Notes are private!,0,0,1,not set,not set,"Dec 02, 2013",,Hardcover,view (with text),/book/show/10870053-lost-memory-of-skin
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting Teeth,"Fierro, Julia*",,,,unknown,2.96,"2,439",2014,"May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2013",,,view,/book/show/17567924-cutting-teeth
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It's Not Love, It's Just Paris","Engel, Patricia*",0802121519,9780802121516,0802121519,254        pp,3.51,974,"Jun 08, 2013","Aug 06, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lovely novel. A simple story. It has fairytale qualities. I loved the story about Lita's orphaned parents. I loved the way Engel was able to layer tA lovely novel. A simple story. It has fairytale qualities. I loved the story about Lita's orphaned parents. I loved the way Engel was able to layer this novel, moving back into Lita's past and telling more when I wasn't expecting it. About her friend Ajax and her disturbed brother. I loved getting to go Paris without ever actually going to Paris. I felt sad when it was done, not because just because the book was done, but because the ending made me feel sad for the characters. ...more",Notes are private!,0,0,1,not set,not set,"Oct 03, 2013",,Hardcover,view (with text),/book/show/16129333-it-s-not-love-it-s-just-paris
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,"Gregory, Danny*",1401307922,9781401307929,1401307922,208        pp,3.99,"26,615","Dec 21, 2005","Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Keeping a drawing journal now as suggested by Danny Gregory. Drawing, I discovered, is something that I love to do.",Notes are private!,0,0,1,not set,not set,"Sep 28, 2013",,Paperback,view (with text),/book/show/40168.The_Creative_License
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Explanation for Everything,"Grodstein, Lauren*",1616201126,9781616201128,1616201126,338        pp,3.20,937,unknown,"Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2013","Jan 23, 2014","Sep 25, 2013",,Hardcover,view,/book/show/17433971-the-explanation-for-everything
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Happy Family,"Widger, Caeli Wolfson*",0544263618,9780544263611,0544263618,361        pp,3.11,"2,159","Mar 01, 2014","Mar 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2013",,Hardcover,view,/book/show/18222865-real-happy-family
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chocolates for Breakfast,"Moore, Pamela",0062246917,9780062246912,0062246917,304        pp,3.49,"1,860",1956,"Jun 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, did Courtney drink a lot. I worried about her, a lot, with every martini and every Scotch. I loved the scenes set at her boarding school and I loWow, did Courtney drink a lot. I worried about her, a lot, with every martini and every Scotch. I loved the scenes set at her boarding school and I loved the scenes in Hollywood. I am glad that this book has been rereleased and enormously impressed with Emma Straub's efforts to bring it back into the world. ...more",Notes are private!,0,0,1,"Sep 07, 2013","Sep 13, 2013","Sep 07, 2013",,Paperback,view (with text),/book/show/16248270-chocolates-for-breakfast
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man in the Empty Suit,"Ferrell, Sean*",1616951257,9781616951252,1616951257,306        pp,3.12,"2,932","Feb 05, 2013","Feb 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 17, 2013",,Hardcover,view,/book/show/13531802-man-in-the-empty-suit
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodbye to All That: Writers on Loving and Leaving New York,"Botton, Sari*",1580054943,9781580054942,1580054943,288        pp,3.75,"3,540","Sep 24, 2013","Oct 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/17623890-goodbye-to-all-that
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Drawing,"Black, Robin*",1400068568,9781400068562,1400068568,240        pp,3.69,"4,010","Jul 15, 2014","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Robin Black is the kind of writer where I often want to stop after a sentence, just to reread it. I feel like the author knows things about life and tRobin Black is the kind of writer where I often want to stop after a sentence, just to reread it. I feel like the author knows things about life and this knowledge, it seeps into her fiction. She also writes incredibly beautiful sentences, sentences that I admire.This is a novel about marriage, the day to day, the eating meals, and sharing a home, and overcoming a hard period, like a jail sentence. It is not an ad for marriage. I read this book quickly, like a page turner, with an impending sense of dread, worry what trouble that neighbor would eventually cause. She does. The married couple, though, unwittingly, they cause some pretty big trouble for their neighbor, to. Rough story. The story is framed almost in a thriller bookend; we know the end at the beginning but it still comes as a surprise at the conclusion of the novel.There is a funny thing, sometimes, about being a writer reading novels. There was a moment at the end of the book when I felt, here, this is where the story ends. It is not where Robin Black ended the book. It was interesting moment for me, and I had to put aside my own preference. This book is also about art. The painter and writer wife live in what is there own personal artist colony. Wow, did I feel the pressure of their lives -- which ironically enough allowed them to do what they love. ...more",Notes are private!,0,5,1,not set,not set,"Aug 08, 2013",,Hardcover,view (with text),/book/show/18142427-life-drawing
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bone by Bone: Comparing Animal Skeletons,"Levine, Sara C.*",0761384642,9780761384649,0761384642,32        pp,4.27,340,"Jan 01, 2013","Aug 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Bones hold a body up,"" Nina said after we finished reading this book together for the first time last night. Nina is four. I don't think she knew abo""Bones hold a body up,"" Nina said after we finished reading this book together for the first time last night. Nina is four. I don't think she knew about bones before and now invertebrate is part of her vocabulary. We read it again tonight. It will be part of our regular rotation. ...more",Notes are private!,0,0,1,not set,"Sep 10, 2013","Jul 19, 2013",,Library Binding,view (with text),/book/show/17364851-bone-by-bone
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Is the What,"Eggers, Dave",1932416641,9781932416640,1932416641,475        pp,4.14,"84,762","Oct 18, 2006","Oct 18, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 11, 2013",,Hardcover,view,/book/show/4952.What_Is_the_What
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fame Shark,"Young, Royal*",0983294089,9780983294085,0983294089,218        pp,4.32,41,"May 27, 2013","Jun 18, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this line: ""It seemed that being a prerequisite for being a celebrity was being an asshole."" So many great sentences and wry observations. A teI love this line: ""It seemed that being a prerequisite for being a celebrity was being an asshole."" So many great sentences and wry observations. A terrifically sweet and lovely memoir about growing up, coming into one's own, making peace with your family -- despite all the gritty stuff, of which there is plenty. I especially loved the beginning, the recounting of boyhood in the Lower East Side. ...more",Notes are private!,0,2,1,"Jul 03, 2013","Sep 07, 2013","Jul 03, 2013",,Paperback,view (with text),/book/show/18013717-fame-shark
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flamethrowers,"Kushner, Rachel*",1439142009,9781439142004,1439142009,383        pp,3.50,"21,680","Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2013",,Hardcover,view,/book/show/15803141-the-flamethrowers
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great House,"Krauss, Nicole",0393079988,9780393079982,0393079988,289        pp,3.49,"18,280","Oct 12, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the beginning of this novel but am finding that I am unable to finish it -- and therefore read anything else -- and so I putting it aside. ThiI loved the beginning of this novel but am finding that I am unable to finish it -- and therefore read anything else -- and so I putting it aside. This novel has numerous points of view and my brain is having a hard time making a connection between the characters, which makes me feel not very smart, which makes me feel slightly sad. ...more",Notes are private!,0,1,1,"Jun 19, 2013","Jul 03, 2013","Jun 19, 2013",,Hardcover,view (with text),/book/show/7907782-great-house
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder Bread Summer,"Blau, Jessica Anya",0062199552,9780062199553,0062199552,288        pp,3.09,"1,545","May 28, 2013","May 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Funny -- and for a book that centers around a big bag full of cocaine -- surprisingly sweet. Loved reading this.,Notes are private!,0,7,1,not set,not set,"May 29, 2013",,Paperback,view (with text),/book/show/16248165-the-wonder-bread-summer
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Upstairs,"Messud, Claire",0307596907,9780307596901,0307596907,253        pp,3.31,"32,895","Apr 30, 2013","Apr 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2013","Jun 04, 2013","May 19, 2013",,Hardcover,view,/book/show/15701217-the-woman-upstairs
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Summer of the Camperdowns,"Kelly, Elizabeth",0871403404,9780871403407,0871403404,400        pp,3.48,"3,535","Jan 01, 2013","Jun 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 06, 2013",,Hardcover,view,/book/show/16226024-the-last-summer-of-the-camperdowns
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,+1,"Bucknell, Katherine*",1623730147,9781623730147,,287        pp,3.83,6,"Apr 01, 2013","Apr 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2013",,ebook,view,/book/show/17783640-1
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are One of Them,"Holt, Elliott",1594205280,9781594205286,1594205280,293        pp,3.49,"4,582","May 30, 2013","May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2013",,Hardcover,view,/book/show/16158564-you-are-one-of-them
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forgotten Borough: Writers Come to Terms with Queens,"Steinberg, Nicole*",1438435835,9781438435831,1438435835,206        pp,4.08,26,"Feb 01, 2011","Feb 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 06, 2013",,Hardcover,view,/book/show/10617107-forgotten-borough
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woke Up Lonely,"Maazel, Fiona*",1555976387,9781555976385,1555976387,323        pp,2.74,805,"Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2013",,Hardcover,view,/book/show/15784300-woke-up-lonely
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patron Saint of Liars,"Patchett, Ann",1841150509,9781841150505,1841150509,352        pp,3.87,"50,665",1992,"Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes I loved this book and sometimes I didn't. I found it slow to get into and could put it down for a day at a time and forget to keep reading, Sometimes I loved this book and sometimes I didn't. I found it slow to get into and could put it down for a day at a time and forget to keep reading, and then I would start again, until finally I was hooked. It is also interesting when you get caught up in a novel -- angry at the characters for decisions that they make, as if they were real people. I felt this way about Rose, who decides in the end, to keep her baby -- and makes this insane promise to herself that keeps her forever rooted in Kentucky, far from the ocean, and then, she NEVER calls her mother. Oh, how I wanted Rose to call her mother. And to be a good mother to Cecilia. Rose sacrifices her love for the road and her own life to keep a baby, but then she somehow can't properly love this child. How sad this was to me. ...more",Notes are private!,0,1,1,not set,not set,"Mar 30, 2013",,Paperback,view (with text),/book/show/15957.The_Patron_Saint_of_Liars
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell the Wolves I'm Home,"Brunt, Carol Rifka*",0679644199,9780679644194,0679644199,360        pp,4.03,"143,068","Jun 19, 2012","Jun 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2013",,Hardcover,view,/book/show/12875258-tell-the-wolves-i-m-home
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Machine,"LaValle, Victor",0385527985,9780385527989,0385527985,370        pp,3.40,"4,271","Mar 09, 2010","Aug 11, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 30, 2015","Oct 24, 2015","Mar 19, 2013",,Hardcover,view,/book/show/6488057-big-machine
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Ask Ogre: Letters from a Deathrock Cutter,"Siana, Jolene*",0976082217,9780976082217,0976082217,180        pp,4.05,246,"May 01, 2005","Aug 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 13, 2013",,Paperback,view,/book/show/283308.Go_Ask_Ogre
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interestings,"Wolitzer, Meg",1594488398,9781594488399,1594488398,468        pp,3.59,"118,446","Apr 09, 2013","Apr 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 11, 2013",,Hardcover,view,/book/show/15815333-the-interestings
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Must Be the Place,"Winger, Anna",1594489971,9781594489976,1594489971,320        pp,3.19,336,"Aug 14, 2008","Aug 14, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was leant to me. I read it and it was easy to read but the wheels of the plot turning were a bit painful. I felt it all coming on -- and theThis book was leant to me. I read it and it was easy to read but the wheels of the plot turning were a bit painful. I felt it all coming on -- and the big climax that was necessary, a confrontation between the two main characters, a sex, a refusal of sex, never happened. Hope was a difficult character to like, and if anyone should emphasize with a woman unhappy with her life in Germany it should be me. ...more",Notes are private!,0,2,1,not set,not set,"Mar 04, 2013",,Hardcover,view (with text),/book/show/3384679-this-must-be-the-place
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twinkles, Arthur and Puss","Kerr, Judith",0007254466,9780007254460,0007254466,40        pp,4.26,50,"Oct 01, 2007","Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I currently read this book more than any other book. Because it is currently the only book Nina really wants. And it is lucky that I really like it. II currently read this book more than any other book. Because it is currently the only book Nina really wants. And it is lucky that I really like it. I am especially charmed by the drawings. ...more,Notes are private!,0,0,1,not set,not set,"Feb 28, 2013",,Hardcover,view (with text),/book/show/2317691.Twinkles_Arthur_and_Puss
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vampires in the Lemon Grove: Stories,"Russell, Karen*",0307957233,9780307957238,0307957233,243        pp,3.68,"22,926","Feb 12, 2013","Feb 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2013",,Hardcover,view,/book/show/13531832-vampires-in-the-lemon-grove
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,518","Dec 15, 1856",2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 19, 2013",,Paperback,view,/book/show/2175.Madame_Bovary
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid of Brooklyn,"Shearn, Amy*",1451678282,9781451678284,1451678282,368        pp,3.36,929,"Apr 01, 2013","Apr 02, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i have liked Amy Shearn for so long, just from FB and twitter and Instagram, pictures of her kids, posts about her kids, articles and lists published i have liked Amy Shearn for so long, just from FB and twitter and Instagram, pictures of her kids, posts about her kids, articles and lists published in so many places, that I finally read her book. She gets the day to day despair and joy of urban motherhood, I was almost breathless. ...more",Notes are private!,0,1,0,not set,not set,"Feb 11, 2013",,Paperback,view (with text),/book/show/15801674-the-mermaid-of-brooklyn
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvage the Bones,"Ward, Jesmyn*",1608195228,9781608195220,1608195228,261        pp,3.96,"64,717",Aug 2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2013",,Hardcover,view,/book/show/10846336-salvage-the-bones
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",,,,354        pp,4.17,"123,183","Jul 10, 2012","Jul 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was surprised by how much I loved reading these letters. I actively didn't read them when they were on the Rumpus. Anyway, I read them and loved theI was surprised by how much I loved reading these letters. I actively didn't read them when they were on the Rumpus. Anyway, I read them and loved them. Sometimes, from a distance, I sort of pretended I was Cheryl Strayed's honeybun and that made me feel good. ...more",Notes are private!,0,1,1,"Jan 24, 2013","Feb 20, 2013","Jan 24, 2013",,ebook,view (with text),/book/show/13152194-tiny-beautiful-things
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Mother Gave Me: Thirty-one Women on the Gifts That Mattered Most,"Benedict, Elizabeth*",1616201355,9781616201357,1616201355,289        pp,3.61,674,"Apr 02, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2013",,Paperback,view,/book/show/16148236-what-my-mother-gave-me
