,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Johnny Tremain,"Forbes, Esther",,,,322        pp,3.69,"48,372",1943,"Apr 01, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/816870.Johnny_Tremain
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,499","Feb 18, 1884","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",,,,455        pp,4.01,"906,499","Apr 14, 1939","Jan 08, 2002",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/4395.The_Grapes_of_Wrath
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Master & Commander        (Aubrey & Maturin, #1)","O'Brian, Patrick",0393307050,9780393307054,0393307050,464        pp,4.07,"57,746",1969,"Aug 17, 1990",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/77430.Master_Commander
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War and Peace,"Tolstoy, Leo",,,,"1,392        pp",4.16,"328,080",1868,"Jun 25, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/656.War_and_Peace
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the King’s Men,"Warren, Robert Penn",,,0156004801,439        pp,4.09,"63,493",1946,"Sep 01, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/5527.All_the_King_s_Men
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Whom the Bell Tolls,"Hemingway, Ernest",,,,471        pp,3.98,"293,573",Oct 1940,1995,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/46170.For_Whom_the_Bell_Tolls
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0449213943,9780449213940,B00EJ3APSG,296        pp,4.07,"460,000",1928,"Jan 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/355697.All_Quiet_on_the_Western_Front
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alienist        (Dr. Laszlo Kreizler, #1)","Carr, Caleb*",0812976142,9780812976144,0812976142,498        pp,4.06,"173,091","Mar 15, 1994","Oct 24, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/40024.The_Alienist
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ivanhoe,"Scott, Walter",,,0140436588,496        pp,3.76,"94,793",1820,"Oct 01, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/6440.Ivanhoe
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0142437263,9780142437261,0142437263,279        pp,3.43,"865,273","Mar 16, 1850","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/12296.The_Scarlet_Letter
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,206","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/1885.Pride_and_Prejudice
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,734","Jan 01, 1997","Aug 31, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/10920.Cold_Mountain
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,694","Sep 20, 2001",Mar 2003,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/6867.Atonement
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,635",1818,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/18490.Frankenstein
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Millionaire Mind,"Stanley, Thomas J.",0740718584,9780740718588,0740718584,416        pp,4.20,"26,068","Jan 01, 2006","Aug 02, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/905092.The_Millionaire_Mind
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Turbulence,"Greenspan, Alan",0713999829,9780713999822,0713999829,575        pp,3.64,"7,127","Sep 17, 2007","Jan 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/1215358.The_Age_of_Turbulence
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making It All Work: Winning at the Game of Work and Business of Life,"Allen, David",067001995X,9780670019953,067001995X,286        pp,3.93,"3,188",2003,"Dec 30, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/3338850-making-it-all-work
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ogilvy on Advertising,"Ogilvy, David",039472903X,9780394729039,039472903X,224        pp,4.15,"10,911",1983,"Mar 12, 1985",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/641601.Ogilvy_on_Advertising
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sam Walton: Made In America,"Walton, John Huey Sam",0553562835,9780553562835,B006U1T9JQ,346        pp,4.13,"24,797",unknown,"Jun 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/10631.Sam_Walton
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberal Fascism: The Secret History of the American Left from Mussolini to the Politics of Meaning,"Goldberg, Jonah",0385511841,9780385511841,0385511841,405        pp,3.96,"5,854",2007,"Jan 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/88634.Liberal_Fascism
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Times: The World from the Twenties to the Nineties,"Johnson, Paul",0060922834,9780060922832,0060922834,880        pp,4.27,"2,822",1983,"Jan 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/55304.Modern_Times
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ascent of Money: A Financial History of the World,"Ferguson, Niall",1594201927,9781594201929,1594201927,442        pp,3.90,"28,652","Nov 13, 2007","Nov 13, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/2714607-the-ascent-of-money
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intelligent Investor,"Graham, Benjamin",0060555661,9780060555665,B09R7YBWXZ,623        pp,4.25,"130,240",1949,"Feb 21, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/106835.The_Intelligent_Investor
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,"Colvin, Geoff",1591842247,9781591842248,1591842247,240        pp,3.93,"20,102",2008,"Oct 16, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/4485966-talent-is-overrated
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Execution: The Discipline of Getting Things Done,"Bossidy, Larry",0609610570,9780609610572,0609610570,278        pp,3.87,"26,136","Feb 01, 2006",2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/1635.Execution
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win Friends and Influence People,"Carnegie, Dale",,,,288        pp,4.22,"979,804",Oct 1936,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/4865.How_to_Win_Friends_and_Influence_People
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Covey, Stephen R.",0743269519,9780743269513,0743269519,372        pp,4.16,"740,335",1989,"Nov 09, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/36072.The_7_Habits_of_Highly_Effective_People
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decision Points,"Bush, George W.*",0307590615,9780307590619,0307590615,497        pp,3.80,"40,899","Jan 01, 2010","Nov 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/8099187-decision-points
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art",0679729771,9780679729778,0679729771,144        pp,4.42,"148,947",1991,Sep 1992,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/15197.Maus_II
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,784",1956,"Jan 16, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/1617.Night
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,829",Jun 1979,"Feb 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/60931.Kindred
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Soldier Švejk,"Hašek, Jaroslav",,,0140449914,752        pp,4.10,"19,112",Mar 1921,"Dec 27, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2012",,Paperback,view,/book/show/7629.The_Good_Soldier_vejk
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"WWW: Wake        (WWW, #1)","Sawyer, Robert J.*",0441016790,9780441016792,0441016790,354        pp,3.82,"8,204","Apr 07, 2009","Apr 07, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2012",,Hardcover,view,/book/show/4418395-www
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Corpse Walker: Real Life Stories, China from the Bottom Up","Yiwu, Liao",037542542X,9780375425424,037542542X,336        pp,4.22,"2,848","Apr 03, 2003","Apr 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Adored the book. Tragedy, comedy, pathos, beauty. These are portraits of Chinese citizens told via interviews Liao has conducted and transcribed (and Adored the book. Tragedy, comedy, pathos, beauty. These are portraits of Chinese citizens told via interviews Liao has conducted and transcribed (and perhaps embellished a bit). Liao has a theme, which is that people in a crazy totalitarian system must become a little crazy themselves if they are to survive, but it is gently worked in, and mostly he revels in the odd, sweet, troubled, weird lives he presents. Liao keeps a very nice middle distance between himself and the subjects, and this sincere but not naive tone reminds me a lot of Kundera's in ""The Joke,""or The Unbearable Lightness of Being, or perhaps Hasek in Good Solider Schweik. I don't know and don't care if any of these people are real, although I suspect they mostly are fair portraits. Liao brings them to life and shows us a China few of us in the west have any idea exists. The inhumanity of the Chinese political system both in past and today he deals with by not being concerned about making the point at all. The interviews let drop details of almost unimaginable pogroms, suffering, humiliations, and horror (try cannibalism of young girls by their own families during the 1960 famine) brought about by the government, but nobody dwells on such matters, since it it their own particular and singular lives they are concerned with talking about. And what strange, sometimes insane, sometimes wonderful, lives they are. Most of all, Liao strikes the perfect tragicomic tone and has produced a book that borders on being a masterpiece. ...more",Notes are private!,0,0,1,"Jan 29, 2012","Feb 09, 2012","Jan 29, 2012",,Hardcover,view (with text),/book/show/2880708-the-corpse-walker
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,582",1984,"Oct 27, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/9717.The_Unbearable_Lightness_of_Being
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0451529170,9780451529176,0451529170,912        pp,4.02,"162,899",1871,"Dec 02, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Mass Market Paperback,view,/book/show/19089.Middlemarch
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,721","Oct 18, 1851","Feb 21, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/153747.Moby_Dick_or_The_Whale
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,584","Oct 16, 1950",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0684830493,9780684830490,0684830493,96        pp,3.80,"1,148,295","Sep 01, 1952",1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Hardcover,view,/book/show/2165.The_Old_Man_and_the_Sea
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mill on the Floss,"Eliot, George",0141439629,9780141439624,0141439629,579        pp,3.82,"55,329","Apr 04, 1860","Apr 29, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/20564.The_Mill_on_the_Floss
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanity Fair,"Thackeray, William Makepeace",0141439831,9780141439839,0141439831,867        pp,3.80,"128,171",1847,"Apr 29, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/5797.Vanity_Fair
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Portrait of a Lady,"James, Henry",0141439637,9780141439631,0141439637,797        pp,3.79,"80,527","Jan 01, 1881","Sep 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/264.The_Portrait_of_a_Lady
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,333","Dec 20, 1817","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/2156.Persuasion
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,424",Dec 1847,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/6185.Wuthering_Heights
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Farthest Shore        (Earthsea Cycle, #3)","Le Guin, Ursula K.",141650964X,9781416509646,141650964X,259        pp,4.13,"113,775",Sep 1972,"Nov 23, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/13667.The_Farthest_Shore
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",0618346252,9780618346257,0618346252,398        pp,4.39,"2,808,375","Jul 29, 1954","Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/34.The_Fellowship_of_the_Ring
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Second Foundation        (Foundation, #3)","Asimov, Isaac",0553803735,9780553803730,0553803735,256        pp,4.27,"184,646",1953,"Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Hardcover,view,/book/show/29580.Second_Foundation
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twilight        (The Twilight Saga, #1)","Meyer, Stephenie",0316015849,9780316015844,0316015849,498        pp,3.65,"6,577,208","Oct 05, 2005","Sep 06, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/41865.Twilight
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0307347974,9780307347978,0307347974,158        pp,3.97,"2,417,180","Oct 19, 1953",Oct 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Mass Market Paperback,view,/book/show/4381.Fahrenheit_451
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,430","Sep 26, 2006","Oct 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Hardcover,view,/book/show/6288.The_Road
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,855,356",1932,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/5129.Brave_New_World
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tombs of Atuan        (Earthsea Cycle, #2)","Le Guin, Ursula K.",0689845367,9780689845369,0689845367,180        pp,4.12,"117,826",1971,"Sep 01, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Mass Market Paperback,view,/book/show/13662.The_Tombs_of_Atuan
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,444","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/5907.The_Hobbit
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,052,980","Jun 26, 1997","Nov 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darkness at Noon,"Koestler, Arthur",0553265954,9780553265958,0553265954,216        pp,4.11,"30,628",1940,Mar 1984,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Mass Market Paperback,view,/book/show/30672.Darkness_at_Noon
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in the Life of Ivan Denisovich,"Solzhenitsyn, Aleksandr",,,,182        pp,3.98,"114,381","Nov 01, 1962","Mar 16, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",,,,308        pp,4.02,"263,713","Jun 10, 1947",Mar 1991,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/11989.The_Plague
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,907",1963,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/135479.Cat_s_Cradle
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,045","Aug 17, 1945","May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 25, 2012",,Paperback,view,/book/show/7613.Animal_Farm
