,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Connie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma in the Night,"Walker, Wendy*",1250141435,9781250141439,1250141435,308        pp,3.72,"39,713","Aug 08, 2017","Aug 08, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three years ago, two sisters disappeared, leaving a family car at a nearby beach. There were no clues suggesting where they had gone. Now, Cass arriveThree years ago, two sisters disappeared, leaving a family car at a nearby beach. There were no clues suggesting where they had gone. Now, Cass arrives home by herself saying that her older sister, Emma, is still being held captive on an island.Dr Abby Winter, a forensic psychologist, is part of the investigation. She's a narcissistic personality disorder expert, and she can see that Cass' mother, Judy, fits that profile. Judy plays the family members off each other where Emma is the favored child and Cass is the scapegoat. She also uses her beauty to manipulate men.""You're the best mother in the whole wide world!""I found the narcissistic mother and the dysfunctional family dynamics quite fascinating. A narcissist can wreck so much damage on their children and marriage, and set up a power struggle between family members. Everyone had secrets and told lies. I'm not sure how the inconsistencies would have played out in a real police investigation. The book did get a bit convoluted near the end, but overall it was an absorbing psychological thriller. 3.5 stars...more",Notes are private!,0,23,1,"Jun 11, 2023","Jun 13, 2023","Feb 08, 2023",,Hardcover,view (with text),/book/show/33574211-emma-in-the-night
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secrets She Keeps,"Robotham, Michael*",1501170317,9781501170317,1501170317,352        pp,4.02,"38,880","Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, this is one of those engrossing psychological thrillers that kept me up half the night turning pages! The story is told in alternating chapters bWow, this is one of those engrossing psychological thrillers that kept me up half the night turning pages! The story is told in alternating chapters by two women who are both pregnant, but very different in other ways. Meg is married to a TV journalist, has two beautiful children, and writes a mommy blog about her idealized life. Agatha reads Meg's blog, but she comes from different circumstances. She's working stocking shelves at a grocery story, and her boyfriend was deployed by the Royal Navy.The author introduces us to the backgrounds of the two women in the first 50 pages or so. Then, the story gets progressively more sinister. Meg is hiding a secret, and Agatha does not have a good grasp on reality. Even though the author is a man writing in the voices of two women, Michael Robotham does a great job of getting into their heads. Although crimes are being committed, Agatha's traumatized life makes the reader have some sympathy for her. Meg's secret could destroy her marriage, and we wonder if it will be revealed.""The Secrets She Keeps"" is a thriller with well-developed characters that held my interest all the way to the suspenseful ending....more",Notes are private!,0,22,1,"May 19, 2023","May 21, 2023","Feb 08, 2023",,Hardcover,view (with text),/book/show/33584818-the-secrets-she-keeps
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Many Daughters of Afong Moy,"Ford, Jamie*",1982158212,9781982158217,1982158212,362        pp,3.88,"23,915","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jamie Ford is known for his romantic historical fiction novels, and he adds speculative fiction to his newest work, ""The Many Daughters of Afong Moy.""Jamie Ford is known for his romantic historical fiction novels, and he adds speculative fiction to his newest work, ""The Many Daughters of Afong Moy."" The book goes back and forth in time as it tells the tales of seven generations of women from 1836 to 2086. Afong Moy was the first Chinese woman who came to the United States. She was brought by merchants to entertain with her singing, and be stared at by people who had never seen bound feet. The book also features Lai who lived during the San Francisco plague in 1892; Zoe, a student at an experimental English school in 1927; Faye, a nurse during World War II; and Greta, an executive who invented a dating app in 2014 Seattle. There were two woman living in the future: Dorothy, a poet with severe depression in 2045 Seattle, and her daughter, artistic Annabel in 2086.Ford has taken the field of epigenetics--where environment and behaviors can affect gene expression--and added speculative fiction to the idea. While I don't totally understand epigenetics, it basically means that while our DNA remains unchanged, certain genes can be turned on and off to produce proteins (gene expression). These proteins can change our predisposition to diseases, and affect learning, memory, emotions, social behavior, etc.The first part of the book was wonderful with interesting characters and fascinating moments in history. But the reader has to suspend disbelief in the end of the book about an experimental epigenetic treatment. It's all done very creatively with little science and lots of Zen. Sometimes it's just fun to pick up a book that's a little different! 3.5 stars, rounded up....more",Notes are private!,0,9,1,"Apr 28, 2023","Apr 30, 2023","Feb 06, 2023",,Hardcover,view (with text),/book/show/59348307-the-many-daughters-of-afong-moy
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Switchboard Soldiers,"Chiaverini, Jennifer*",0063080699,9780063080690,0063080699,453        pp,4.08,"7,632","Jul 19, 2022","Jul 19, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"During World War I, female telephone operators who were fluent in French and English were recruited by the US Army Signal Corps to work in France. TheDuring World War I, female telephone operators who were fluent in French and English were recruited by the US Army Signal Corps to work in France. The operators had to manually connect the callers with cables and plugs on large switchboards. The women had to translate messages as General Pershing's American Army communicated with the French Army. They also had to translate so the Army could obtain supplies from French merchants. This was a demanding detail-oriented job that was performed much faster by the women switchboard soldiers than the men they had replaced.The book focuses on three women and their friends. Grace Bankers, who kept a wartime diary, was an actual telephone operator and a recipient of the Distinguished Service Medal. Marie Miossec, a talented vocalist, and Valerie DeSmedt were fictional main characters. The women were often in danger -- from German U boats as they crossed the Atlantic, from shelling, and from the Spanish Flu. The book alternates chapters devoted to Grace, Marie, and Valerie.The book was heavy on historical detail, and picked up after a slow start. Some of the women were moved near the front lines, and were very involved in translating during important military battles. The camaraderie among the operators was important since they were working under pressure and living in primitive housing.After the war, the telephone operators were denied the benefits that the men in the Signal Corps received. In 1977 President Jimmy Carter signed a bill officially recognizing them as military veterans, but the majority of the women were no longer alive. I enjoyed reading about the women operators in the Signal Corps, a group of talented people that I never heard of before reading this historical novel....more",Notes are private!,0,25,1,"Mar 05, 2023","Mar 09, 2023","Feb 06, 2023",,Hardcover,view (with text),/book/show/58984691-switchboard-soldiers
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Things Falling,"Vásquez, Juan Gabriel",1594487480,9781594487484,1594487480,302        pp,3.83,"18,593",May 2011,2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The citizens of Bogota, Colombia were fearful during the worst years of violence from the drug cartels. The narrator, Antonio Yammara, was walking witThe citizens of Bogota, Colombia were fearful during the worst years of violence from the drug cartels. The narrator, Antonio Yammara, was walking with an acquaintance, Ricardo Laverde, when he was caught in the crossfire that targeted Laverde. After Yammara's long recovery from his wounds, he was left with symptoms of PTSD and found it difficult to leave his home to teach at a law school. He feels the need to learn all he can about Laverde's life. Through conversations with Laverde's daughter, examining correspondence, and listening to a secret recording, Yammara unearths why Laverde walked away from a life of promise.Author Juan Gabriel Vasquez skillfully weaves in Colombia's history as Yammara and Laverde's daughter untangle their family histories. Air crashes, political candidates gunned down, and drive-by shootings were everyday news for the generation born in the 1970s. The drug trade was an enticing way to make some quick money. Pablo Escobar, the head of the Medallin Cartel, was behind much of the violence around Bogota.Yammara felt that keeping his partner and their young daughter away from the truth about Ricardo Laverde was to avoid "". . . the contamination that I'd suffered one afternoon in 1996, the causes of which I'd barely begun to understand now, the unsuspected intensity of which was just now beginning to emerge like an object falling from the sky. My contaminated life was mine alone: my family was still safe: safe from the plague of my country, from its afflicted recent history: safe from what had hunted me down along with so many of my generation (and others, too, yes, but most of all mine, the generation that was born with planes, with the flights full of bags and the bags of marijuana, the generation that was born with the War on Drugs and later experienced the consequences).""...more",Notes are private!,0,18,1,"Apr 30, 2023","May 07, 2023","Feb 01, 2023",,Hardcover,view (with text),/book/show/16171259-the-sound-of-things-falling
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Party Down at the Square,"Ellison, Ralph",,,,10        pp,4.29,79,1996,1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""A Party Down at the Square"" is an upsetting story about the lynching of a young black man by a crowd in the town square. It's narrated by a white boy""A Party Down at the Square"" is an upsetting story about the lynching of a young black man by a crowd in the town square. It's narrated by a white boy from Cincinnati who is visiting his uncle in the Deep South. Jed Wilson, the leader of the mob, is a popular man who is expected to be voted sheriff. The victim of the lynch mob is completely dehumanized by the crowd who seem to be viewing it as entertainment.Ralph Ellison wrote the story when he was young, but it was not published until January 1997 in Esquire magazine, three years after his death. ""A Party Down at the Square"" is well written, but it's hard to read about senseless violence perpetrated by a racially prejudiced crowd....more",Notes are private!,0,39,1,"Feb 08, 2023","Feb 08, 2023","Jan 21, 2023",,,view (with text),/book/show/22094381-a-party-down-at-the-square
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman on a Roof,"Lessing, Doris",,,,5        pp,3.86,86,"Jan 01, 1963",1963,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three workmen are replacing gutters on a roof in an upscale section of London on an exceptionally warm day. They view a woman in a red bikini sunbathiThree workmen are replacing gutters on a roof in an upscale section of London on an exceptionally warm day. They view a woman in a red bikini sunbathing on the roof of a nearby apartment building. The short story explores gender roles, sexuality, social class, rejection, and power. Doris Lessing published ""A Woman on a Roof"" in her short story collection ""A Man and Two Women"" in the early 1960s. 3.5 stars....more",Notes are private!,0,15,1,"Feb 20, 2023","Feb 20, 2023","Jan 21, 2023",,,view (with text),/book/show/22097048-a-woman-on-a-roof
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Camus, Albert",0886823560,9780886823566,0886823560,32        pp,3.71,"2,478",Dec 1957,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Guest"" was published in 1957 during the Algerian War of Independence. Albert Camus considered himself to be a French Algerian. He could see the p""The Guest"" was published in 1957 during the Algerian War of Independence. Albert Camus considered himself to be a French Algerian. He could see the point of view of the native population who were struggling against the violence of French colonialism. But he also worried about the lower-class French settlers, the pieds-noirs (black foot), if Algeria became totally independent of France. He found he could not totally support either group.There are similarities between Camus and his kind character, Daru, regarding choice and trying to remain neutral. An Arab prisoner was left in the charge of the schoolteacher, Daru, who decided to let the prisoner make a choice about his outcome. With either choice, some group was going to be angry and retaliate against Daru. The Arab prisoner might be living under a different code of honor in his village compared to the laws set up by the French court, but would be sentenced according to French law. The Arab might also feel an obligation for Daru's hospitality. The story showed the difficulty of making moral choices, the concept of honor, and how the world is often an absurd place where one cannot be neutral. ...more",Notes are private!,0,38,1,"Jan 30, 2023","Jan 30, 2023","Jan 21, 2023",,Library Binding,view (with text),/book/show/205984.The_Guest
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magnificent Lives of Marjorie Post,"Pataki, Allison*",0593355709,9780593355701,0593355709,432        pp,4.15,"48,378","Feb 15, 2022","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Marjorie Merriweather Post (1887-1973) was a remarkable woman -- heiress to the Post Cereal/General Foods fortune, philanthropist, art collector, busiMarjorie Merriweather Post (1887-1973) was a remarkable woman -- heiress to the Post Cereal/General Foods fortune, philanthropist, art collector, businesswoman, and a superb hostess. Dearest to her heart, she was also the mother of three daughters. Marital happiness evaded her in four marriages, sometimes because she married too quickly after meeting the men.Her father, C. W. Post, believed in girls getting a good education, and that women had a place in the business world. After he died, Marjorie continued to take an active role in the cereal company and expanded it by buying Birdseye frozen vegetables and many other convenience foods so that women did not have to spend most of the day in the kitchen.The two things I found most fascinating were her extensive philanthropy, and her collection of art which is now part of the Smithsonian at her Hillwood Estate. When her third husband, Joe Davies, was ambassador to Russia, she was able to buy priceless treasures belonging to the former tsars. Some of her exquisite jewelry was also bequeathed to the Smithsonian Institute.Marjorie always remembered her start, pasting labels on her father's first cereals in Battle Creek, Michigan. She was extremely generous in building hospitals, helping the war effort, supporting youth programs, founding soup kitchens, and helping the less fortunate. She also hosted lavish parties at her beautiful homes and gardens as fundraisers for many causes.Even if you are not familiar with Marjorie Post, most people have heard of Mar-a-Lago in Florida. This gorgeous estate was built when Marjorie was married to her second husband, financier E. F. Hutton. She spent an enormous amount of money on her various homes, but it did provide employment to many people. She enjoyed her wealth but she said, ""My wealth would have been a burden on my soul if I did not find ways to share it with others.""I enjoyed this biographical fiction which portrayed a proud, energetic woman with a mind of her own, and how she used her wealth in both extravagant purchases and admirable philanthropy. She had a lifetime of interesting experiences during some of the 20th Century's major events....more",Notes are private!,0,24,1,"May 10, 2023","May 16, 2023","Jan 21, 2023",,Paperback,view (with text),/book/show/62980649-the-magnificent-lives-of-marjorie-post
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,975","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Who knew that a giant Pacific octopus could be a good friend? Tova Sullivan, a 70-year-old woman, works part-time as a cleaner at an aquarium. MarcellWho knew that a giant Pacific octopus could be a good friend? Tova Sullivan, a 70-year-old woman, works part-time as a cleaner at an aquarium. Marcellus is an octopus that was rescued as an injured juvenile, and coming to the end of his four-year lifespan. Marcellus narrates short parts of the book, and he's very observant about the ways of humans. He's also a master at getting into locked boxes, and escaping from his tank to find tasty treats in some of the other aquarium exhibits. Tove talks to him when she's cleaning the fingerprints off his glass tank every evening, and they become very fond of each other.Tove is grieving since she recently lost her husband to cancer. She also mourns her son who went missing in the Puget Sound when he was a teenager. The mystery of her son's disappearance has never been solved. She's at an age where she's thinking about the future, and making plans to relocate so she's not a burden on her friends some day.A second storyline features a young man, Cameron, who is looking for his birth father. His mother had abandoned him, and he was raised by an aunt. When Tove has an accident, Cameron is hired as a temporary worker at the aquarium.""Remarkably Bright Creatures"" is a heartwarming story. Tove, dependable and stoic, has such a good heart. The octopus, Marcellus, is a curmudgeon with a sense of humor and a strong will. Of course we have to let go of any sense of disbelief, and just enjoy seeing the story unfold. This ""feel-good"" book will leave most readers smiling....more",Notes are private!,0,34,1,"Mar 26, 2023","Mar 29, 2023","Jan 20, 2023",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Café of Lost Youth,"Modiano, Patrick",1590179536,9781590179536,1590179536,118        pp,3.54,"12,233","Oct 04, 2007","Mar 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There were two entrances to the Cafe, but she always opted for the narrower one hidden in the shadows. She always chose the same table at the back of""There were two entrances to the Cafe, but she always opted for the narrower one hidden in the shadows. She always chose the same table at the back of the little room.""The Cafe Conde's patrons were a group of Bohemian writers and intellectuals in 1950s Paris. A mysterious young woman, who they nickname Louki, sometimes sits with them but doesn't usually participate in the conversations.The book has multiple narrators showing us various aspects of Louki's life. Louki's teenage years had been lonely with an absent father and a mother who worked nights, so Louki wandered the streets at night. She had recently left her husband, and became involved with Roland, an aspiring writer.While the book follows the elusive Louki, it also explores space and time. One of the ideas is that in the confusion of a large city, everyone needs to find a few ""fixed points"" to hold on to, such as a favorite cafe. Another idea was that there were ""neutral zones . . . a series of transitional zones -- no-man's-lands where we were on the border of everything else, in transit, or even held suspended.""Louki and others were often wandering the streets of Paris. Neighborhoods changed, and locations appeared and disappeared. Much was still a dreamy mystery by the end, but it was a lovely journey. 3.5 stars, rounded up....more",Notes are private!,0,42,1,"Jan 22, 2023","Jan 23, 2023","Jan 18, 2023",,Paperback,view (with text),/book/show/25739238-in-the-caf-of-lost-youth
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,973","Dec 06, 2022","Dec 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cormac McCarthy's latest book is ""Stella Maris,"" a companion novel to ""The Passenger,"" but set earlier in 1972. The book is composed of seven psychiatCormac McCarthy's latest book is ""Stella Maris,"" a companion novel to ""The Passenger,"" but set earlier in 1972. The book is composed of seven psychiatric consultations between Alicia Western and Dr Cohen at a Wisconsin mental health facility, Stella Maris. Alicia is a beautiful twenty-year-old woman who had been diagnosed as paranoid schizophrenic with hallucinations. She had been a child prodigy, and was a doctoral student of mathematics. She informed Dr Cohen that the word ""prodigy"" comes from the Latin word for monster.Alicia and her brother Bobby are both brilliant and haunted by their father's involvement in the Manhattan Project. Bobby was in a coma in an Italian hospital after the crash of his Formula Two racing car when Alicia checked herself into Stella Maris. Alicia talked to the psychiatrist about philosophy, physics, mathematics, the atomic bomb, music, her violin, synesthesia, dreams, hallucinations, her brother, and the nature of existence. When Dr Cohen asks Alicia if she believes in an afterlife, she replies, ""I dont believe in this one.""The dialogue varies from being fascinating to being way over the head of anyone without a background in theoretical mathematics. Dr Cohen asks her, ""If you had not become a mathematician, what would you like to have been?"" ""Dead"" is her reply.I'm glad I read ""Stella Maris"" since it does answer some of the questions I had after reading ""The Passenger."" Sometimes the book feels like it's Cormac McCarthy himself who is speaking since he has been spending lots of time at the Santa Fe Institute for cutting-edge science. McCarthy does not use apostrophes or quotation marks in the book, but I didn't find it confusing. Every reader has to decide whether to read with a ""go with the flow"" attitude to get the gist of the book, or spend the time learning more about the many philosophers, scientists, and mathematicians mentioned. It's very difficult to rate a book like this with stars - I'll give it 3 stars today....more",Notes are private!,0,20,1,"Jan 24, 2023","Jan 28, 2023","Jan 15, 2023",,Hardcover,view (with text),/book/show/60526802-stella-maris
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Luggage,"Dickens, Charles",184391140X,9781843911401,184391140X,140        pp,3.38,197,"Jan 01, 1862","Mar 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Somebody's Luggage"" was originally published in the 1862 Christmas edition of the journal, ""All the Year Round,"" edited by Charles Dickens. Dickens w""Somebody's Luggage"" was originally published in the 1862 Christmas edition of the journal, ""All the Year Round,"" edited by Charles Dickens. Dickens wrote a framing story about a waiter who discovers some manuscripts in the luggage left behind by an aspiring writer. The unpublished writer had stuffed his manuscripts into his umbrella and various traveling bags which he had left at the inn. The ""found manuscripts"" were written by Dickens, Charles Allston Collins, Arthur Lockes, John Oxenford, and Julia Cecilia Stratton. The Herperus version of the book also contains an excellent forward and introduction.""Somebody's Luggage"" was one of Dicken's better Christmas editions. While they were not holiday stories, most of the works had some humorous elements and feelings of good will. The stories ranged from the sentimental to the supernatural to a tall tale. The theme of writers, editors, and other creative people ran through some parts of the collection. This is a ten-part book written by five authors. Some of the online versions only contain the parts written by Dickens, and the reader would miss some good stories. I read ""Somebody's Luggage"" with the Dickensian group. 3.5 stars, rounded up....more",Notes are private!,0,32,1,Mar 2023,"Apr 17, 2023","Jan 13, 2023",,Paperback,view (with text),/book/show/575841.Somebody_s_Luggage
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Company,"Varese, J.M.*",,9781399802666,B0CLL1LZK1,320        pp,3.55,262,"Mar 06, 2023","Mar 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,ebook,view,/book/show/61415147-the-company
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Greengage Summer,"Godden, Rumer",033032778X,9780330327787,033032778X,187        pp,4.05,"2,876",1958,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,Paperback,view,/book/show/897867.The_Greengage_Summer
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,,view,/book/show/62316199-2023-on-goodreads
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Wardrobe,"Henry, Patti Callahan*",078525174X,9780785251743,078525174X,320        pp,4.35,"20,864","Oct 19, 2021","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Paperback,view,/book/show/61349358-once-upon-a-wardrobe
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman With the Cure,"Cullen, Lynn*",059343806X,9780593438060,059343806X,400        pp,3.95,"2,934","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/61053897-the-woman-with-the-cure
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thieves Who Couldn't Help Sneezing,"Hardy, Thomas",,,,unknown,3.59,80,1877,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Thieves Who Couldn't Help Sneezing"" is a children's story with lots of action featuring a 14-year-old boy, Hubert, outsmarting a group of thieves""The Thieves Who Couldn't Help Sneezing"" is a children's story with lots of action featuring a 14-year-old boy, Hubert, outsmarting a group of thieves. Even though Hubert is only a poor county boy, he saves an upper class family from being robbed on Christmas Eve. The way that the thieves are revealed in their hiding place is very humorous and such an original idea! Children tend to enjoy stories where the kids are more resourceful and smarter than the adults so it would be a fun, quick read for them. 3.5 stars....more",Notes are private!,0,33,1,"Dec 23, 2022","Dec 30, 2022","Dec 29, 2022",,,view (with text),/book/show/30122646-the-thieves-who-couldn-t-help-sneezing
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmer,"Cheever, John",0517125870,9780517125878,0517125870,12        pp,4.03,"4,420",1964,"Jul 10, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""He was not a practical joker nor was he a fool but he was determinedly original and had a vague and modest idea of himself as a legendary figure.""Ned""He was not a practical joker nor was he a fool but he was determinedly original and had a vague and modest idea of himself as a legendary figure.""Neddy Merrill lives in an affluent community with his wife and four daughters. He's at a summer party where the alcohol is flowing freely. Neddy decides to travel from the pool party to his home while swimming through a chain of neighbors' and public pools. As he swims from pool to pool, everyone is friendly at first. But the mood changes, he keeps feeling the need for another drink, and people tell him they are ""terribly sorry about all your misfortunes."" When he reaches his home, he gets a terrible surprise!This modern allegory gives a picture of an upper class suburban community, and the loneliness that can develop if you have troubles in a status-driven society. It also depicts the effects of alcohol and aging as the story progresses. It was a journey set in an afternoon, but showing what could happen over years. Was ""The Swimmer"" a dreamlike vision, or a nightmare? Perhaps Cheever was just playing with time and reality. Interesting and original!...more",Notes are private!,0,30,1,"Jan 24, 2023","Jan 25, 2023","Dec 28, 2022",,Hardcover,view (with text),/book/show/1234382.The_Swimmer
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gimpel the Fool,"Singer, Isaac Bashevis",,,,10        pp,3.74,147,1953,1957,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gimpel the baker is known in his Jewish village in Poland for his gullible nature. He had been an orphan with no one to protect him, and he is trickedGimpel the baker is known in his Jewish village in Poland for his gullible nature. He had been an orphan with no one to protect him, and he is tricked by the townspeople because he is a trusting person. One gets the impression that he knows he's being deceived, but deliberately chooses to go along with it in the way a jester or fool would in a king's court. His trusting nature often worked to his advantage. Gimpel the Fool seems to represent a schlemiel, one who has goodness and innocence, in this Yiddish parable.The rabbi told him, ""It is written, better to be a fool all your days than for one hour to be evil. You are not a fool. They are the fools. For he who causes his neighbor to feel shame loses Paradise himself.""After Gimpel's wife dies, he travels (view spoiler)[ as a storyteller and makes up his own fiction about the world. He feels that everything, even improbable events, will eventually happen somewhere. Gimpel is a kind man who is open to all possibilities. The truth is not as important to him as the effect of an event on people's hearts.On his deathbed, Gimpel has a moment of deep faith:""No doubt the world is entirely an imaginary world, but it is only once removed from the true world. . . When the time comes, I will go joyfully. Whatever may be there, it will be real, without complication, without ridicule, without deception. God be praised: there even Gimpel cannot be deceived."" (hide spoiler)]...more",Notes are private!,0,31,1,"Jan 10, 2023","Jan 11, 2023","Dec 28, 2022",,,view (with text),/book/show/41956994-gimpel-the-fool
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Clean Well-Lighted Place,"Hemingway, Ernest",0886823455,9780886823450,0886823455,30        pp,4.11,"6,290",1933,"Jun 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was reading ""A Clean, Well-Lighted Place,"" I felt like Ernest Hemingway was in a contest with himself to write the most minimalist story possibWhen I was reading ""A Clean, Well-Lighted Place,"" I felt like Ernest Hemingway was in a contest with himself to write the most minimalist story possible. The characters had no names or descriptions other than the old man, the older waiter, and the younger waiter. The Spanish cafe had tables under a shadowing tree, but no other descriptions. The old man had tried to commit suicide the previous week, and spending his evening at the cafe may be easing his suffering. The younger waiter had a full life, but the older waiter did not want to go home to his lonely room.It's a bleak story about emotional darkness, loneliness, and the lack of meaning in life. The older waiter rejects any religious faith and says, ""Our nada who art in nada, nada be thy name. . . "" (nada=nothing in Spanish) The only way to keep the depression and darkness away, and to bring some meaning into a meaningless life was to spend time in a clean, well-lighted cafe.Hemingway had seen destruction and carnage during World War I, and was wounded when he was an ambulance driver. Hemingway's father killed himself with a gun in 1928. Depression and mood swings ran in the family, and Hemingway himself committed suicide in 1961. The Great Depression with the stock market crash of 1929 was the cause of depression and suicide of many who lost all their savings. It's no wonder that emotional darkness, despair, and the meaningless of life were themes of this story published in 1933. The story definitely delivers its message, but it's not something to read if you're having a bad day....more",Notes are private!,0,30,1,"Jan 04, 2023","Jan 05, 2023","Dec 28, 2022",,Library Binding,view (with text),/book/show/553930.A_Clean_Well_Lighted_Place
