,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Theresa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Resistance: My Four Years in the French Underground,"Rosenberg, Justus",0062742191,9780062742193,0062742191,304        pp,4.09,888,"Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,Hardcover,view,/book/show/36204081-the-art-of-resistance
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Earth        (House of Earth, #1)","Buck, Pearl S.",1416500189,9781416500186,1416500189,418        pp,4.00,"249,688","Mar 02, 1931","Mar 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2021",,Paperback,view,/book/show/1078.The_Good_Earth
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,491","Jan 03, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Hardcover,view,/book/show/13641208-tenth-of-december
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,265",2017,"Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Hardcover,view,/book/show/29906980-lincoln-in-the-bardo
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Welsh Girl,"Davies, Peter Ho",0618007008,9780618007004,0618007008,338        pp,3.44,"4,566","Jan 01, 2007","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Hardcover,view,/book/show/137796.The_Welsh_Girl
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light in Hidden Places,"Cameron, Sharon*",,,,400        pp,4.54,"26,967","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thankful the author took time to research and help ensure the heroic acts of these two sisters were described for young readers. While I’m not particuThankful the author took time to research and help ensure the heroic acts of these two sisters were described for young readers. While I’m not particularly a fan of YA books (this was my book club’s pick for the month), I did find myself reading this quickly in order to learn the fate of those involved. At times some events seemed truly unbelievable, and there were people mentioned (the man following her for months, Officer Berdecki, etc) who seemed to suddenly disappear from her life. I’m amazed by Fusia and Helena’s quick wit and uncanny ability to escape imprisonment, starvation and death so many times. Even if some parts in the book were embellished or didn’t happen, Fusia and Helena are true heroines in my mind. ...more",Notes are private!,0,0,1,"Oct 30, 2021","Nov 07, 2021","Oct 30, 2021",,Hardcover,view (with text),/book/show/44575063-the-light-in-hidden-places
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternal,"Scottoline, Lisa*",052553976X,9780525539766,052553976X,480        pp,4.29,"38,503","Mar 01, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2021",,Hardcover,view,/book/show/40204619-eternal
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortunes,"Davies, Peter Ho",0544263707,9780544263703,0544263707,268        pp,3.64,"2,021","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Artfully written. Sorrowful undertones with moments of biting humor. Each characterization (some of them based on real people) at different points oveArtfully written. Sorrowful undertones with moments of biting humor. Each characterization (some of them based on real people) at different points over a century portray similar themes of internal conflict about being different yet being treated the same; about not feeling American while also not feeling Chinese- yet looking Chinese or mistaken as another Asian. “it seems oddly fitting to him, this dissatisfaction, this hunger at the heart of Chinese American life.” (Page 222). On page 264 Davies pulls it all together by stating “What else can we represent if not ourselves, however uncertain or contradictory those selves might be?” ...more",Notes are private!,0,0,1,"Oct 20, 2021","Nov 20, 2021","Oct 20, 2021",,Hardcover,view (with text),/book/show/28114462-the-fortunes
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Comes for the Archbishop,"Cather, Willa",0679728899,9780679728894,0679728899,297        pp,3.96,"37,579",1927,"Jun 16, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Paperback,view,/book/show/545951.Death_Comes_for_the_Archbishop
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hatchet        (Brian's Saga, #1)","Paulsen, Gary",0689840926,9780689840920,0689840926,208        pp,3.78,"392,982","Sep 30, 1987","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2021",,Hardcover,view,/book/show/50.Hatchet
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,118","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliantly written and startlingly relevant. Beautiful language and wonderful construction. The short chapters and movement back and forth in time waBrilliantly written and startlingly relevant. Beautiful language and wonderful construction. The short chapters and movement back and forth in time was not as difficult to stay engaged as I originally assumed. I loved the references to Greek mythology and learning about extinct creatures. It’s ultimately a warning about the dangers of climate change sprinkled with quips like “The world as it is is enough”. A book about adventures and homecomings. Simply stunning story. ...more,Notes are private!,0,1,1,"Nov 20, 2021","Dec 20, 2021","Oct 03, 2021",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lakota Way: Stories and Lessons for Living,"Marshall III, Joseph M.",0142196096,9780142196090,0142196096,256        pp,4.36,"2,622","Oct 15, 2001","Oct 29, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautiful collection of Lakota stories, lessons and explanations about their spiritual beliefs and traditions. This is a book I will revisit for insA beautiful collection of Lakota stories, lessons and explanations about their spiritual beliefs and traditions. This is a book I will revisit for inspiration. It contains examples of how the Lakota people live out their values. The Afterward contains a short history about how they came to live in the Black Hills of SD. It is packed with significant dates, names of warriors, and definitive historical occurrences. ...more",Notes are private!,0,1,1,"Sep 20, 2021","Dec 26, 2022","Sep 20, 2021",,Paperback,view (with text),/book/show/305508.The_Lakota_Way
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Heathens,"Chan, Marianne",1946448524,9781946448521,1946448524,96        pp,4.43,171,"Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2021",,Paperback,view,/book/show/51819814-all-heathens
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future Leader: 9 Skills and Mindsets to Succeed in the Next Decade,"Morgan, Jacob*",1119518377,9781119518372,1119518377,320        pp,4.23,284,"Feb 26, 2020","Feb 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2021",,Hardcover,view,/book/show/39967346-the-future-leader
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,536","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/56597885-beautiful-world-where-are-you
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,205","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A forthright and heartfelt memoir of the author's upbringing, relationship with her parents, post-college struggles and life after her mother's death.A forthright and heartfelt memoir of the author's upbringing, relationship with her parents, post-college struggles and life after her mother's death. Packed with descriptions of Korean cuisine and sprinkled with references to different areas in South Korea. Occasionally, the writing is a bit sporadic and skipped over some life milestones, but overall enjoyable account of such a personal and at times distressing life experience. ...more",Notes are private!,0,0,1,Mar 2024,"Mar 24, 2024","Sep 04, 2021",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All In: An Autobiography,"King, Billie Jean",1101947330,9781101947333,1101947330,496        pp,4.31,"4,366","Aug 01, 2021","Aug 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An authentic and detailed account of her wins and losses in life and on the tennis courts. Billie Jean doesn’t seem to hold back anything in her descrAn authentic and detailed account of her wins and losses in life and on the tennis courts. Billie Jean doesn’t seem to hold back anything in her descriptions. It’s her call to action to the next generation of activists. There are lessons in here as well as precautions. I was left feeling inspired by her bravery and her honesty. The photos throughout the book are wonderful snapshots of the different memorable moments starting as early as her childhood. Overall I enjoyed her writing style, but there were parts that could us a bit of editing. Just thankful that she shared her truth for others to learn from. ...more",Notes are private!,0,1,1,"Aug 12, 2022","Sep 25, 2022","Aug 29, 2021",,Hardcover,view (with text),/book/show/43584584-all-in
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,171","Jul 11, 1960","May 23, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So relevant today after all the years. A true classic and entirely deserving of the Pulitzer Prize. Filled with many observations and sage advice abouSo relevant today after all the years. A true classic and entirely deserving of the Pulitzer Prize. Filled with many observations and sage advice about the importance of empathy and understanding. A wonderful reminder to love thy neighbor and to practice patience no matter how difficult ...more,Notes are private!,0,0,1,"Aug 28, 2021","Sep 15, 2021","Aug 28, 2021",,Paperback,view (with text),/book/show/2657.To_Kill_a_Mockingbird
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punching the Air,"Zoboi, Ibi*",0062996487,9780062996480,0062996487,400        pp,4.42,"21,466","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Hardcover,view,/book/show/49151299-punching-the-air
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Highway: A True Story,"Urrea, Luis Alberto*",0316010804,9780316010801,0316010804,239        pp,4.11,"16,084","Apr 02, 2004",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/91359.The_Devil_s_Highway
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hummingbird's Daughter,"Urrea, Luis Alberto*",0316154520,9780316154529,0316154520,499        pp,4.21,"13,470","May 17, 2005","Apr 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/91289.The_Hummingbird_s_Daughter
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,606","May 01, 1989",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2021",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flourish: A Visionary New Understanding of Happiness and Well-being,"Seligman, Martin E.P.",1439190755,9781439190753,1439190755,368        pp,3.83,"6,528","Apr 05, 2011","Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2021",,Hardcover,view,/book/show/9744812-flourish
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mixed: An Anthology of Short Fiction on the Multiracial Experience,"Walker, Rebecca",0393327868,9780393327861,0393327868,326        pp,3.79,258,"Aug 14, 2006","Aug 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2021",,Paperback,view,/book/show/361825.Mixed
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,550","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Intense and heart wrenching and difficult to put down. I appreciate the extensive research that Cummins conducted to help shine a light on the migrantIntense and heart wrenching and difficult to put down. I appreciate the extensive research that Cummins conducted to help shine a light on the migrant experiences. The book is an important reminder that each migrant has their own drive, their own talents, reasons, dreams and fears. It left an indelible mark and made me want to know more about my own grandparents’ migration from Mexico to the US over 100 years ago. How different for them, yet likely challenging for other reasons? ...more",Notes are private!,0,0,1,"Aug 10, 2021","Aug 28, 2021","Aug 10, 2021",,Hardcover,view (with text),/book/show/45046527-american-dirt
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galway Bay        (Of Irish Blood #1),"Kelly, Mary Pat",0446579009,9780446579001,0446579009,551        pp,4.16,"4,815","Jan 22, 2009","Feb 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2021",,Hardcover,view,/book/show/4554304-galway-bay
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ophelia,"Klein, Lisa M.",1582348014,9781582348018,1582348014,328        pp,3.71,"11,895","Oct 31, 2006","Oct 31, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Not what I was hoping for at all. The book changed from being a promising story about a witty and strong young woman to becoming a w**spoiler alert** Not what I was hoping for at all. The book changed from being a promising story about a witty and strong young woman to becoming a weird fairy tale of sorts. I got tired of Ophelia’s fickleness and selfishness. And the ending was entirely disappointing! To build up her new life at the convent only to once again be fickle by responding to Horatio’s desire. In the end, she was a teenage girl who got herself in trouble and expected others to help her out while refusing for so long to be honest with herself and others. ...more",Notes are private!,0,1,1,"Sep 07, 2021","Sep 20, 2021","Jul 28, 2021",,Hardcover,view (with text),/book/show/293583.Ophelia
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,194","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 02, 2021","Jul 05, 2021","Jul 02, 2021",,Hardcover,view,/book/show/30555488-the-underground-railroad
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citizens Creek,"Tademy, Lalita*",1476753032,9781476753034,1476753032,420        pp,3.90,"1,321","Nov 01, 2014","Nov 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2021",,Hardcover,view,/book/show/20917785-citizens-creek
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Translator: A Tribesman's Memoir of Darfur,"Hari, Daoud",1400067448,9781400067442,1400067448,224        pp,3.92,"5,084",2008,"Mar 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2021",,Hardcover,view,/book/show/2532618.The_Translator
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Hearts,"Dunant, Sarah",1400063825,9781400063826,1400063825,432        pp,3.79,"13,039","Dec 07, 2008","Jul 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2021",,Hardcover,view,/book/show/6060130-sacred-hearts
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A River Runs through It,"Maclean, Norman",0226500608,9780226500607,0226500608,161        pp,4.16,"10,252",May 1976,"May 15, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautiful. Read this while visiting western Montana. The descriptions and emotions and events are applicable in 2021. I feel more perfect after readinBeautiful. Read this while visiting western Montana. The descriptions and emotions and events are applicable in 2021. I feel more perfect after reading this story. ...more,Notes are private!,0,0,1,"Jun 28, 2021","Jun 30, 2021","Jun 30, 2021",,Hardcover,view (with text),/book/show/38300.A_River_Runs_through_It
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,625","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2021",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dunwich Horror and Others,"Lovecraft, H.P.",0870540378,9780870540370,0870540378,433        pp,4.19,"15,727",Apr 1929,"Jan 01, 1963",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2021",,Hardcover,view,/book/show/63213.The_Dunwich_Horror_and_Others
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Larson, Erik*",0609608444,9780609608449,0609608444,447        pp,4.00,"682,611","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2021",,Hardcover,view,/book/show/397483.The_Devil_in_the_White_City
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deacon King Kong,"McBride, James*",073521672X,9780735216723,073521672X,370        pp,4.17,"68,059","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just like the name of the last chapter, the book is “beautiful “. McBride’s descriptions of their lives, their thoughts, their sins and secrets, and tJust like the name of the last chapter, the book is “beautiful “. McBride’s descriptions of their lives, their thoughts, their sins and secrets, and their dreams all came together in a beautiful cacophony in the final chapter. ...more",Notes are private!,0,0,1,"May 28, 2021","Aug 08, 2021","May 28, 2021",,Hardcover,view (with text),/book/show/51045613-deacon-king-kong
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World Travel: An Irreverent Guide,"Bourdain, Anthony",0062802798,9780062802798,0062802798,480        pp,3.65,"10,302","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2021",,Hardcover,view,/book/show/50496808-world-travel
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game","Wambach, Abby",1250217709,9781250217707,1250217709,112        pp,4.15,"23,765","Apr 09, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short, but packed with a lot of relatable and inspiring messages. Abby writes in a very direct and kind manner. She shared personal thoughts and storiShort, but packed with a lot of relatable and inspiring messages. Abby writes in a very direct and kind manner. She shared personal thoughts and stories that illustrated her “new rules”. Good for a quick reminder about the power within ourselves to be great leaders. ...more",Notes are private!,0,0,1,not set,"Dec 28, 2021","May 10, 2021",,Hardcover,view (with text),/book/show/41812857-wolfpack
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,774",1945,"Feb 05, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started out as little vignettes about the key characters in the book and eventually culminated in one spectacular event. A treasure of a book that eloStarted out as little vignettes about the key characters in the book and eventually culminated in one spectacular event. A treasure of a book that eloquently captured many conditions and sentiments of the gritty and pungent sardine factories area where people work, live and play. Steinbeck elevated his characters in a way that made me admire them instead of have pity for or adversity toward them. Lee, Doc, Mack, Dora and others are a motley crew of entrepreneurs, thinkers, loungers, and laborers. The seemingly random stories of the old man who flip flops every evening to the ocean, and the gopher who sets up his new home have their places in the fabric of the community. Plenty of humor and irony woven throughout. A real gem. ...more",Notes are private!,0,1,1,"Aug 18, 2023","Aug 31, 2023","May 08, 2021",,Paperback,view (with text),/book/show/4799.Cannery_Row
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,550",1961,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2021",,Paperback,view,/book/show/5306.Travels_with_Charley
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Side of the River: A Story of Two Towns, a Death, and America's Dilemma","Kotlowitz, Alex",038547721X,9780385477215,038547721X,322        pp,3.80,"1,876",1998,"Jan 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2021",,Paperback,view,/book/show/129785.The_Other_Side_of_the_River
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Arsenal of Democracy: FDR, Ford Motor Company, and Their Epic Quest to Arm an America at War","Baime, A.J.",,,B00FJ5EPVG,389        pp,4.39,"3,070","Jan 01, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was jam-packed and covered a lot of ground. the facts and figures, the politics and family drama, the famous and the infamous, the news headThis book was jam-packed and covered a lot of ground. the facts and figures, the politics and family drama, the famous and the infamous, the news headlines and behind-the-scenes stories - kept me wanting to learn more. Having spent most of my life in metro Detroit, and seeing many of the places mentioned (at home and abroad), and being part of the Ford “family” (my father is a Ford retiree), this book helped me better understand how Ford (the family, the company, the brand) truly impacted not only local culture but quite literally the world. ...more",Notes are private!,0,0,1,"Apr 16, 2021","May 15, 2021","Apr 16, 2021",,Kindle Edition,view (with text),/book/show/40961571-the-arsenal-of-democracy
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,907",1963,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 16, 2021",,Paperback,view,/book/show/135479.Cat_s_Cradle
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,321","Jan 01, 1874","Feb 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,839","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Very disappointed. While much of the writing is beautiful, I had the expectation (based on the book jacket) of reading about “centur**spoiler alert** Very disappointed. While much of the writing is beautiful, I had the expectation (based on the book jacket) of reading about “centuries filled with love, loss, art, and war-all the whole dazzling your senses with hundreds of tiny magical moments”. There wasn’t much of that at all. A few quick references to some historical names (Beethoven and Wagner), but what happened to the parts that she supposedly experienced that were mentioned on page 418? “She has lived through wars, and fought in them, witnessed revolution and rebirth. She has left her mark on a thousand works of art, like a thumbprint in the bottom of a drying bowl...”. None of that was detailed. Instead, she ends up meeting a troubled cursed boy after 300 years who looks like the “devil” that she created, and who has also cursed this new love of hers- whom she loves because he remembers her name/who she is. Somehow during this love affair in the last part of the book, the afflictions they both had (people forget her/are obsessed with him) are no longer relevant as they spend their last few days together holding hands. The love affair between her and her devil is when the book started to fall apart and it continued to get worse through the end of the book. I would give this a 2.5 rating if I could. ...more",Notes are private!,0,2,1,"Oct 03, 2021","Oct 19, 2021","Mar 25, 2021",,Kindle Edition,view (with text),/book/show/50623864-the-invisible-life-of-addie-larue
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Daughters of Kobani: A Story of Rebellion, Courage, and Justice","Lemmon, Gayle Tzemach*",0525560688,9780525560685,0525560688,288        pp,4.06,"3,016","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Hardcover,view,/book/show/53911559-the-daughters-of-kobani
