,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Mind: The Surprising Science That Shows How Being Near, In, On, or Under Water Can Make You Happier, Healthier, More Connected, and Better at What You Do","Nichols, Wallace J.*",0316252085,9780316252089,0316252085,352        pp,3.73,"3,241","Jan 01, 2014","Jul 22, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting but a bit wordy in sections.,Notes are private!,0,0,1,"Sep 10, 2014","Sep 20, 2014","Sep 10, 2014",,Hardcover,view (with text),/book/show/18656041-blue-mind
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Better: A Surgeon's Notes on Performance,"Gawande, Atul",0805082115,9780805082111,B001KBY82Y,288        pp,4.24,"34,395","Apr 03, 2007","Apr 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2014","Sep 24, 2014","Sep 10, 2014",,Hardcover,view,/book/show/213233.Better
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Creativity,"Fox, Matthew",1585421782,9781585421787,1585421782,256        pp,3.93,273,2002,"Sep 30, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you're looking for motivation to spark your creativity, this book is chock full of inspiring thoughts. Recommended for anyone wishing to live a morIf you're looking for motivation to spark your creativity, this book is chock full of inspiring thoughts. Recommended for anyone wishing to live a more creative life....more",Notes are private!,0,0,1,"Sep 08, 2014","Sep 10, 2014","Sep 08, 2014",,Hardcover,view (with text),/book/show/442546.Creativity
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,735","Sep 02, 2014","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The sheer audacity of Mitchell's creativity warrants 5-stars. Part fantasy, part literary, this genre bending novel keeps you at the edge of your seatThe sheer audacity of Mitchell's creativity warrants 5-stars. Part fantasy, part literary, this genre bending novel keeps you at the edge of your seat throughout the intertwined stories. Highly recommended....more",Notes are private!,0,12,1,"Sep 07, 2014","Sep 08, 2014","Sep 07, 2014",,Hardcover,view (with text),/book/show/20819685-the-bone-clocks
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Up at Butternut Lake        (The Butternut Lake Series, #1)","McNear, Mary*",0062283146,9780062283146,0062283146,357        pp,3.63,"3,903","Apr 08, 2014","Mar 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2014",,Paperback,view,/book/show/18090136-up-at-butternut-lake
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Copperfield,"Dickens, Charles",,,,882        pp,4.03,"238,605",Nov 1850,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dickens thought David Copperfield was his finest work. I agree.,Notes are private!,0,2,1,"Jul 31, 2014","Sep 07, 2014","Jul 31, 2014",,Paperback,view (with text),/book/show/58696.David_Copperfield
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shoemaker's Wife,"Trigiani, Adriana*",0061257095,9780061257094,0061257095,485        pp,4.01,"84,217","Apr 03, 2012","Apr 03, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely tale set in the Italian Alps and the U.S. in the early twentieth century.,Notes are private!,0,1,1,"Jul 31, 2014","Aug 07, 2014","Jul 31, 2014",,Hardcover,view (with text),/book/show/13127599-the-shoemaker-s-wife
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadowbrook,"Swerling, Beverly*",0743228138,9780743228138,0743228138,512        pp,3.75,846,2001,"Mar 07, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An interesting historical novel.,Notes are private!,0,0,1,"Jul 31, 2014","Aug 07, 2014","Jul 31, 2014",,Paperback,view (with text),/book/show/519764.Shadowbrook
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thinking, Fast and Slow","Kahneman, Daniel",0374275637,9780374275631,0374275637,499        pp,4.18,"498,245","Oct 25, 2011","Oct 25, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Probably the finest book I've ever read on the brain's processes. Highly recommended.Probably the finest book I've ever read on the brain's processes. Highly recommended....more,Notes are private!,0,1,1,"Jul 02, 2014","Aug 28, 2014","Jul 02, 2014",,Hardcover,view (with text),/book/show/11468377-thinking-fast-and-slow
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Angel,"Hoffman, Alice*",0307393852,9780307393852,0307393852,278        pp,3.61,"13,342","Jan 01, 2008","Apr 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 22, 2014","Jul 02, 2014","Jun 22, 2014",,Hardcover,view,/book/show/2170979.The_Third_Angel
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Garden,"Hoffman, Alice*",0307393879,9780307393876,0307393879,270        pp,3.74,"23,714","Jan 01, 2011","Jan 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fine book-in-stories, but not my favorite Hoffman work.",Notes are private!,0,0,1,"Jun 20, 2014","Jun 22, 2014","Jun 20, 2014",,Hardcover,view (with text),/book/show/8389671-the-red-garden
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Wings,"Kidd, Sue Monk*",0670024783,9780670024780,0670024783,384        pp,4.25,"314,519","Jan 07, 2014","Jan 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A superb novel.,Notes are private!,0,1,1,"Jun 17, 2014","Jun 19, 2014","Jun 17, 2014",,Hardcover,view (with text),/book/show/18079776-the-invention-of-wings
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Probable Future,"Hoffman, Alice*",0345455916,9780345455918,0345455916,352        pp,3.85,"15,596","Jun 01, 2004","Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The head hopping was a bit of a distraction. Interesting plot.,Notes are private!,0,0,1,"Jun 15, 2014","Jun 15, 2014","Jun 15, 2014",,Paperback,view (with text),/book/show/22898.The_Probable_Future
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sixth Extinction: An Unnatural History,"Kolbert, Elizabeth*",0805092994,9780805092998,0805092994,336        pp,4.15,"71,062","Feb 11, 2014","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As powerful a book as the 1960s classic, Silent Spring. A must-read regarding the mass extinction unfolding in the modern world.",Notes are private!,0,1,1,"Jun 03, 2014","Jun 20, 2014","Jun 03, 2014",,Hardcover,view (with text),/book/show/17910054-the-sixth-extinction
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Previously Loved Treasures        (Serendipity, #2)","Crosby, Bette Lee*",0989128954,9780989128957,0989128954,280        pp,4.32,792,"Apr 07, 2014","May 05, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2014","Jun 19, 2014","Apr 08, 2014",,Mass Market Paperback,view,/book/show/21416024-previously-loved-treasures
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Signature of All Things,"Gilbert, Elizabeth*",0670024856,9780670024858,0670024856,512        pp,3.87,"116,441","Oct 01, 2013","Oct 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I found several plot points implausible but who can fault Gilbert's gorgeous prose and far-reaching plot? The Signature of All Things is a keeper on aI found several plot points implausible but who can fault Gilbert's gorgeous prose and far-reaching plot? The Signature of All Things is a keeper on any library shelf far into the future....more,Notes are private!,0,5,1,"Mar 30, 2014","Apr 08, 2014","Mar 30, 2014",,Hardcover,view (with text),/book/show/17465453-the-signature-of-all-things
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",0385340990,9780385340991,B002WTC8RA,277        pp,4.19,"752,839","Jul 29, 2008","Jul 29, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A heartwarming read for those who love women's fiction. Highly recommended.A heartwarming read for those who love women's fiction. Highly recommended....more,Notes are private!,0,6,1,"Mar 02, 2014","Mar 02, 2014","Mar 02, 2014",,Hardcover,view (with text),/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight Bayou,"Roberts, Nora*",0515142867,9780515142860,0515142867,338        pp,3.99,"35,122","Oct 15, 2001","Aug 29, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2014","Feb 03, 2014","Feb 03, 2014",,Mass Market Paperback,view,/book/show/114132.Midnight_Bayou
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jubilee's Journey        (Wyattsville, #2)","Crosby, Bette Lee*",098912892X,9780989128926,098912892X,294        pp,4.38,"1,037","Oct 11, 2013","Oct 15, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I simply adore Bette's heartfelt characterizations.I simply adore Bette's heartfelt characterizations....more,Notes are private!,0,1,1,"Feb 03, 2014","Feb 03, 2014","Feb 03, 2014",,Paperback,view (with text),/book/show/18371641-jubilee-s-journey
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Promise of Provence        (Love In Provence Series, #1)","Sands, Patricia*",,9780991931309,,472        pp,4.09,"2,987","Mar 27, 2013","Apr 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 03, 2014","Feb 05, 2014","Feb 03, 2014",,Paperback,view,/book/show/17728788-the-promise-of-provence
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Halfway to Nowhere        (Halfway, #1)","Holmes, Steena*",,,,137        pp,3.90,743,"Dec 12, 2013","Dec 12, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2014","Feb 07, 2014","Feb 03, 2014",,Kindle Edition,view,/book/show/19028350-halfway-to-nowhere
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfinished Desires,"Godwin, Gail",0345483200,9780345483201,0345483200,396        pp,3.14,"1,638","Jan 05, 2010","Jan 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2014","Jan 31, 2014","Jan 25, 2014",,Hardcover,view,/book/show/6072275-unfinished-desires
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Starting Now        (Blossom Street, #9)","Macomber, Debbie*",0345528816,9780345528810,0345528816,352        pp,4.00,"11,916",2013,"Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable read if a tad too predictable. I wasn't convinced a young attorney would become a partner in a law firm immediately after insisting on reAn enjoyable read if a tad too predictable. I wasn't convinced a young attorney would become a partner in a law firm immediately after insisting on reduced hours to recapture the love affair she'd botched. Still, a sweet story....more",Notes are private!,0,1,1,"Jan 13, 2014","Jan 13, 2014","Jan 13, 2014",,Hardcover,view (with text),/book/show/12681611-starting-now
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfume Collector,"Tessaro, Kathleen*",0062257838,9780062257833,0062257838,456        pp,4.00,"40,381","Apr 03, 2013","May 14, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charming characters, compelling plot. The problems with editing were a bit of an irritation. All in all, a nice read.",Notes are private!,0,6,1,"Jan 11, 2014","Jan 25, 2014","Jan 11, 2014",,Hardcover,view (with text),/book/show/16248311-the-perfume-collector
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,March,"Brooks, Geraldine*",,,,280        pp,3.80,"69,568","Mar 03, 2005","Jan 31, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you loved Little Women during your youth, Brooks's creative imagining of the life of Mr. March during The Civil War proves a fascinating read. HighIf you loved Little Women during your youth, Brooks's creative imagining of the life of Mr. March during The Civil War proves a fascinating read. Highly recommended....more",Notes are private!,0,5,1,"Jan 10, 2014","Jan 11, 2014","Jan 10, 2014",,Paperback,view (with text),/book/show/13529.March
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Treasure Me        (Liberty, #2)","Nolfi, Christine*",,,B004XMOP9I,415        pp,4.26,"1,659","Apr 21, 2011","Nov 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 03, 2013",,Kindle Edition,view,/book/show/11203471-treasure-me
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Practicing History:  Selected Essays,"Tuchman, Barbara W.",0345911016,9780345911018,0345911016,352        pp,3.95,773,"Sep 12, 1981","Jun 06, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2013","Nov 30, 2013","Oct 06, 2013",,Paperback,view,/book/show/108954.Practicing_History
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Silence,"Gillard, Linda*",,,B004USSPN2,289        pp,3.76,"2,141","Mar 31, 2011","Mar 31, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of the finest novels produced by an independent author. Charming characters combined with a fascinating mystery--a must-read!,Notes are private!,0,2,1,"Sep 19, 2013","Jan 02, 2014","Sep 19, 2013",,Kindle Edition,view (with text),/book/show/10974100-house-of-silence
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mill River Recluse,"Chan, Darcie*",,,B0051PRFLQ,269        pp,3.62,"19,472","Apr 10, 2014","May 18, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted very much to like this book as the story premise seemed sound. The pages were rife with missed dramatic opportunities, shallow characterizatiI wanted very much to like this book as the story premise seemed sound. The pages were rife with missed dramatic opportunities, shallow characterizations and illogical plot turns. This is a debut, and I hope Chan's storytelling technique improves in future works....more",Notes are private!,0,0,1,"Sep 14, 2013","Sep 15, 2013","Sep 14, 2013",,Kindle Edition,view (with text),/book/show/11450591-the-mill-river-recluse
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Far Pavilions,"Kaye, M.M.",031215125X,9780312151256,B004Y6MW0M,958        pp,4.20,"44,003","Aug 01, 1978","Jan 15, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A classically told love story interwoven with the history of India's colonial era. Highly recommended.A classically told love story interwoven with the history of India's colonial era. Highly recommended....more,Notes are private!,0,3,1,"Sep 14, 2013","Sep 14, 2013","Sep 14, 2013",,Paperback,view (with text),/book/show/10222.The_Far_Pavilions
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible & Why We Don't Know About Them","Ehrman, Bart D.",0061173932,9780061173936,0061173932,304        pp,3.99,"10,006","Feb 20, 2009","Feb 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2013",,Hardcover,view,/book/show/6101996-jesus-interrupted
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purpose Driven Life: What on Earth Am I Here for?,"Warren, Rick",0310276993,9780310276999,0310276993,336        pp,3.97,"274,362",2002,"Feb 20, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 22, 2013","Jul 24, 2013","Jul 22, 2013",,Paperback,view,/book/show/56495.The_Purpose_Driven_Life
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heretic's Daughter,"Kent, Kathleen*",0316037532,9780316037532,0316037532,332        pp,3.78,"35,736","Sep 03, 2008","Sep 03, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fascinating depiction of the Salem Witch Trials.,Notes are private!,0,2,1,"Aug 02, 2013","Aug 03, 2013","Jul 22, 2013",,Hardcover,view (with text),/book/show/3181953-the-heretic-s-daughter
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Be Sung Underwater,"McNeal, Tom",0316127396,9780316127394,0316127396,436        pp,3.80,"5,548","Jun 02, 2011","Jun 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely read.,Notes are private!,0,0,1,"Jul 22, 2013","Aug 18, 2013","Jul 22, 2013",,Hardcover,view (with text),/book/show/9418326-to-be-sung-underwater
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex Wars: A Novel of Gilded Age New York,"Piercy, Marge",0060789875,9780060789879,0060789875,432        pp,3.78,"1,641","Nov 22, 2005","Nov 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 22, 2013","Jan 02, 2014","Jul 22, 2013",,Paperback,view,/book/show/129635.Sex_Wars
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drood,"Simmons, Dan",0316007021,9780316007023,0316007021,775        pp,3.53,"16,551",2009,"Feb 09, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A delicious blend of the macabre underbelly of London and literary history of Charles Dickens last years. Highly recommended.,Notes are private!,0,4,1,"Jul 22, 2013","Aug 02, 2013","Jul 22, 2013",,Hardcover,view (with text),/book/show/3222979-drood
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelfth Enchantment,"Liss, David*",1400068967,9781400068968,1400068967,403        pp,3.48,"2,929","Aug 09, 2011","Aug 09, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The Twelfth Enchantment provides a satisfying blend of the magical with historical events in a well-crafted book.,Notes are private!,0,1,1,"May 28, 2013","Jun 05, 2013","May 28, 2013",,Hardcover,view (with text),/book/show/10425771-the-twelfth-enchantment
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wool        (Wool, #1)","Howey, Hugh*",,,B005FC52L0,594        pp,4.13,"96,145","Jul 29, 2011","Jul 30, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,WOOL delivers a compelling tale for fans of dystopian fiction.,Notes are private!,0,1,1,"May 24, 2013","Jul 22, 2013","May 24, 2013",,Kindle Edition,view (with text),/book/show/12287209-wool
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smokin' Seventeen        (Stephanie Plum, #17)","Evanovich, Janet*",0307932230,9780307932235,0307932230,6        pp,3.98,"84,430","Jun 21, 2011","Jun 21, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nice humor. However, I prefer a story with more depth.",Notes are private!,0,0,1,"May 24, 2013","May 28, 2013","May 24, 2013",,Audio CD,view (with text),/book/show/9583508-smokin-seventeen
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Discovery of Witches        (All Souls, #1)","Harkness, Deborah*",0670022411,9780670022410,,579        pp,4.02,"491,067","Feb 08, 2011",Feb 2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable characters hidden beneath overlong descriptive passages and too many scenes depicting the day's menu. The ending arrived in the POV of a secEnjoyable characters hidden beneath overlong descriptive passages and too many scenes depicting the day's menu. The ending arrived in the POV of a secondary character--a tragedy, when so many delicious alternatives could have been delivered by the heroine. ...more",Notes are private!,0,0,1,"May 08, 2013","May 25, 2013","May 08, 2013",,Hardcover,view (with text),/book/show/8667848-a-discovery-of-witches
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning Ruth,"Schwarz, Christina*",0345439104,9780345439109,0345439104,368        pp,3.74,"83,249",2000,"Jul 31, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting concept, but this book wasn't for me.Interesting concept, but this book wasn't for me....more",Notes are private!,0,1,1,"May 06, 2013","May 26, 2013","May 06, 2013",,Paperback,view (with text),/book/show/5171.Drowning_Ruth
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Pieces,"Thompson, Rachel*",,,B01GGQEKJS,116        pp,3.87,579,"Dec 19, 2012","May 31, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 20, 2013","Apr 20, 2013","Apr 20, 2013",,ebook,view,/book/show/17162089-broken-pieces
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witness,"Roberts, Nora*",,,0399159371,757        pp,4.24,"83,952","Apr 17, 2012","Apr 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2013","Apr 07, 2013","Mar 16, 2013",,Paperback,view,/book/show/12716613-the-witness
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Women,"Gillham, David R.*",039915776X,9780399157769,039915776X,392        pp,3.79,"17,676","Aug 07, 2012","Aug 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 16, 2013","Mar 27, 2013","Mar 16, 2013",,Hardcover,view,/book/show/13593526-city-of-women
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Special Topics in Calamity Physics,"Pessl, Marisha*",067003777X,9780670037773,067003777X,514        pp,3.70,"47,083","Aug 03, 2006","Aug 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clever and quirky, Pessl's debut would have benefited from edit by machete (See ""Gardening Tips for the Truly Talented"" vol. 1)Clever and quirky, Pessl's debut would have benefited from edit by machete (See ""Gardening Tips for the Truly Talented"" vol. 1)...more",Notes are private!,0,1,1,"Mar 06, 2013","Mar 16, 2013","Mar 06, 2013",,Hardcover,view (with text),/book/show/3483.Special_Topics_in_Calamity_Physics
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things I Want My Daughters to Know,"Noble, Elizabeth",006112219X,9780061122194,006112219X,384        pp,3.70,"7,357",2007,"Apr 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2013","May 04, 2013","Mar 06, 2013",,Hardcover,view,/book/show/1152201.Things_I_Want_My_Daughters_to_Know
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dorchester Terrace        (Charlotte & Thomas Pitt, #27)","Perry, Anne",0755386167,9780755386161,0755386167,320        pp,4.00,"3,339","Sep 01, 2011","Sep 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2013",Apr 2013,"Mar 06, 2013",,Hardcover,view,/book/show/10837824-dorchester-terrace
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abundance,"Naslund, Sena Jeter",0060825391,9780060825393,0060825391,556        pp,3.74,"10,160","Oct 03, 2006","Oct 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A rich, alternative portrait of one of history's most misunderstood women. Highly recommended.A rich, alternative portrait of one of history's most misunderstood women. Highly recommended....more",Notes are private!,0,0,1,"Mar 06, 2013","Mar 08, 2013","Mar 06, 2013",,Hardcover,view (with text),/book/show/100967.Abundance
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Some Sing, Some Cry","Shange, Ntozake",031219899X,9780312198992,031219899X,568        pp,3.84,"1,108","Sep 14, 2010","Sep 14, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A heartwarming and heartbreaking portrayal of African American life spanning seven generations.,Notes are private!,0,0,1,"Feb 04, 2013",Mar 2013,"Feb 04, 2013",,Hardcover,view (with text),/book/show/1079897.Some_Sing_Some_Cry
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Falls,"Oates, Joyce Carol",0060722290,9780060722296,0060722290,512        pp,3.60,"11,046",2004,"Aug 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 04, 2013","Mar 06, 2013","Feb 04, 2013",,Paperback,view,/book/show/15967.The_Falls
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collector of Worlds,"Trojanow, Ilija",0571236537,9780571236534,0571236537,454        pp,3.45,"1,217",2006,"Jun 05, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting plot, but I found the writing episodic.",Notes are private!,0,0,1,"Feb 04, 2013","Feb 26, 2013","Feb 04, 2013",,Hardcover,view (with text),/book/show/3573476-the-collector-of-worlds
