,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bruno's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Summer        (Seasons Quartet, #4)","Knausgård, Karl Ove",0399563393,9780399563393,0399563393,416        pp,3.94,"1,980","Aug 31, 2016","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 07, 2018","Nov 04, 2018","Oct 07, 2018",,Hardcover,view,/book/show/38649691-summer
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falconer,"Cheever, John",0679737863,9780679737865,0679737863,211        pp,3.65,"8,358",1977,"Jan 15, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2018","Oct 07, 2018","Sep 15, 2018",,Paperback,view,/book/show/722367.Falconer
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Bridge,"Connell, Evan S.",1593760604,9781593760601,1593760604,384        pp,4.00,"2,531",1969,"Jan 13, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2018","Oct 07, 2018","Sep 02, 2018",,Paperback,view,/book/show/129937.Mr_Bridge
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Through the Wall,"Jackson, Shirley",,,,194        pp,3.59,"2,426",1948,"Jan 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 19, 2018","Sep 02, 2018","Aug 19, 2018",,Paperback,view,/book/show/17349744-the-road-through-the-wall
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vet's Daughter,"Comyns, Barbara",1844088383,9781844088386,1844088383,159        pp,3.90,"2,520",1959,"Jul 04, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 18, 2018","Aug 24, 2018","Aug 18, 2018",,Paperback,view,/book/show/18131268-the-vet-s-daughter
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pond,"Bennett, Claire-Louise",0399575898,9780399575891,0399575898,195        pp,3.54,"7,694","Apr 23, 2015","Jul 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2018","Aug 18, 2018","Jul 30, 2018",,Hardcover,view,/book/show/27774632-pond
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",,,,304        pp,3.64,"395,069","Jul 10, 2018","Jul 10, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 26, 2018","Aug 05, 2018","Jul 26, 2018",,Kindle Edition,view,/book/show/36481955-my-year-of-rest-and-relaxation
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,324","Jun 04, 2005","Aug 29, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 13, 2018","Jul 21, 2018","Jul 13, 2018",,Paperback,view,/book/show/3679.On_Beauty
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Bridge,"Connell, Evan S.",1593760590,9781593760595,1593760590,256        pp,4.06,"7,014",1959,"Jan 13, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This hit so close to home and I'm not even a housewife from Kansas City. This hit so close to home and I'm not even a housewife from Kansas City. ...more,Notes are private!,0,4,1,"Jul 03, 2018","Jul 30, 2018","Jul 03, 2018",,Paperback,view (with text),/book/show/129973.Mrs_Bridge
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il diavolo nel cassetto,"Maurensig, Paolo",8806236660,9788806236663,8806236660,116        pp,3.54,904,2018,"Jan 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jul 2018,"Jul 13, 2018","Jul 01, 2018",,Paperback,view,/book/show/38103032-il-diavolo-nel-cassetto
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le voci della sera,"Ginzburg, Natalia",8806164783,9788806164782,8806164783,158        pp,3.74,"2,901",1952,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"– Niente si può fare, per gli altri, – disse.– La Raffaella, – disse, – certo non pensa d’essere infelice. Ha sotterrato tutti i suoi pensieri. È infe– Niente si può fare, per gli altri, – disse.– La Raffaella, – disse, – certo non pensa d’essere infelice. Ha sotterrato tutti i suoi pensieri. È infelice, ma fa in modo di non dirselo, per poter vivere.– E d’altronde, – disse, – si finisce sempre col vivere cosí.– E anche tu, – dissi, – col tempo, andando avanti, finirai col sotterrare i tuoi pensieri? Credi questo, tu?– Certo, – disse. – E anzi, in qualche modo, ho già cominciato. Altrimenti, come farei?– In questi mesi, – disse, – ho sotterrato tanti miei pensieri. Gli ho scavato una piccola fossa.– Cosa vuoi dire? – dissi. – In questi mesi, in questi ultimi mesi, da quando sei fidanzato con me?– Ma sí, certo, – disse. – Lo sai anche tu. Stiamo quasi sempre zitti, ora, insieme. Ce ne stiamo quasi sempre zitti, perché abbiamo cominciato a sotterrare i nostri pensieri, bene in fondo, bene in fondo dentro di noi. Poi, quando riprenderemo a parlare, diremo solo delle cose inutili.– Prima, – disse, – mi veniva di dirti tutto quello che mi passava per la testa. Ora non piú. Ora m’è sparita la voglia di raccontarti le cose. Quello che vado pensando, lo racconto un poco a me stesso, e poi lo sotterro. Poi, a poco a poco, non racconterò nemmeno piú niente a me stesso. Sotterrerò tutto subito, ogni vago pensiero, prima ancora che prenda forma....more",Notes are private!,0,11,1,"Jun 27, 2018","Jul 02, 2018","Jun 27, 2018",,Paperback,view (with text),/book/show/9728044-le-voci-della-sera
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Howards End,"Forster, E.M.",1593080220,9781593080228,1593080220,334        pp,3.96,"89,646","Oct 18, 1910","Jun 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 19, 2018","Jul 02, 2018","Jun 19, 2018",,Paperback,view,/book/show/27621.Howards_End
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night of the Hunter: A Thriller,"Grubb, Davis",1101910054,9781101910054,1101910054,250        pp,4.18,"2,234",1953,"Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 18, 2018","Jun 23, 2018","Jun 18, 2018",,Paperback,view,/book/show/23885970-the-night-of-the-hunter
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Fire,"Hazzard, Shirley",0312423586,9780312423582,B0013TFC2I,326        pp,3.48,"5,229","Oct 14, 2003","Jan 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 06, 2018","Jun 11, 2018","Jun 06, 2018",,Paperback,view,/book/show/142975.The_Great_Fire
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Innocence,"Pamuk, Orhan",0307266761,9780307266767,0307266761,536        pp,3.78,"32,835",Sep 2008,"Oct 20, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 04, 2018","Jun 19, 2018","Jun 04, 2018",,Hardcover,view,/book/show/6282753-the-museum-of-innocence
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robinson,"Spark, Muriel",0811215180,9780811215183,0811215180,176        pp,3.60,568,1958,"Feb 17, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jun 2018,"Jun 08, 2018","Jun 01, 2018",,Paperback,view,/book/show/120157.Robinson
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Byens spor - Ewald og Maj        (Byens Spor #1),"Christensen, Lars Saabye",8202562112,9788202562113,8202562112,442        pp,4.10,"1,751",2017,"Oct 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2018","Jul 13, 2018","May 27, 2018",,Hardcover,view,/book/show/36381950-byens-spor---ewald-og-maj
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutist,"Boyne, John*",,,,311        pp,4.10,"19,840","May 01, 2011","Jul 10, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2018",Jun 2018,"May 27, 2018",,Paperback,view,/book/show/13414716-the-absolutist
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spring,"Knausgård, Karl Ove",0345811097,9780345811097,0345811097,192        pp,4.32,"4,079",2016,"May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 22, 2018","May 27, 2018","May 22, 2018",,Hardcover,view,/book/show/36867984-spring
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pisces,"Broder, Melissa*",1524761559,9781524761554,1524761559,270        pp,3.30,"29,765","May 01, 2018","May 01, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 22, 2018","May 29, 2018","May 22, 2018",,Hardcover,view,/book/show/32871394-the-pisces
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Greenwood Tree,"Hardy, Thomas",0140435530,9780140435535,0140435530,288        pp,3.65,"13,425",1872,"Feb 01, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 22, 2018","May 08, 2018",,Paperback,view,/book/show/356285.Under_the_Greenwood_Tree
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sluts,"Cooper, Dennis",0786716746,9780786716746,0786716746,263        pp,3.78,"5,341",2004,"Oct 19, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"May 22, 2018","May 04, 2018",,Paperback,view,/book/show/51587.The_Sluts
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"McNamara, Michelle",0062319809,9780062319807,,352        pp,4.12,"237,877","Feb 27, 2018","Feb 27, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2018","May 10, 2018","May 02, 2018",,ebook,view,/book/show/35068432-i-ll-be-gone-in-the-dark
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Female Persuasion,"Wolitzer, Meg",1594488401,9781594488405,1594488401,454        pp,3.56,"55,549","Apr 03, 2018","Apr 03, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Aaand I'll forget about this book in 3...2...1... Aaand I'll forget about this book in 3...2...1... ...more,Notes are private!,0,0,1,"Apr 27, 2018","May 08, 2018","Apr 27, 2018",,Hardcover,view (with text),/book/show/35480518-the-female-persuasion
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Henry and Cato,"Murdoch, Iris",009942908X,9780099429081,009942908X,352        pp,3.83,966,1976,"Jan 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite featuring a conflicted young priest, an alleged ex-stripper, a kidnapping and a murder, this has been the least engaging Murdoch I've read so Despite featuring a conflicted young priest, an alleged ex-stripper, a kidnapping and a murder, this has been the least engaging Murdoch I've read so far....more",Notes are private!,0,2,1,"Apr 22, 2018","May 04, 2018","Apr 22, 2018",,Paperback,view (with text),/book/show/6059771-henry-and-cato
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quartet in Autumn,"Pym, Barbara",0452269342,9780452269347,0452269342,224        pp,3.90,"5,166","Sep 01, 1977","Jul 15, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 18, 2018","Apr 20, 2018","Apr 18, 2018",,Paperback,view,/book/show/2066735.Quartet_in_Autumn
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Titus Groan        (Gormenghast, #1)","Peake, Mervyn",0879514256,9780879514259,0879514256,396        pp,3.92,"20,722",1946,"Nov 01, 1991",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Alternative titles: Tedious Groan or Titus Yawn.,Notes are private!,0,6,1,"Apr 13, 2018","Apr 27, 2018","Apr 13, 2018",,Paperback,view (with text),/book/show/39063.Titus_Groan
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Satantango,"Krasznahorkai, László",8845283291,9788845283291,8845283291,316        pp,4.14,"8,186",1985,"Dec 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you know that time in Lost when Ben turns a frozen wheel and moves the island which starts skipping in time and you have no idea what the fuck is gDo you know that time in Lost when Ben turns a frozen wheel and moves the island which starts skipping in time and you have no idea what the fuck is going on? That's pretty much how I felt reading this book. There's no real plot and no clear motives behind the characters' actions. It's all about rain, decay, dirt, mud, spiders, mould, pálinka and a never-ending wait. It feels like being stuck in time, but you want to keep reading and it's agonizing and quite brilliant at the same time, until you turn this satanic record to side B, which is not as good as its other half. Besides, let's be honest here, Krasznahorkai's writing style sure knows how to get on your tits real soon. (view spoiler)[I didn't find much genius or cleverness in the ending which felt trite and like a bit of a cheap trick  (hide spoiler)]...more",Notes are private!,0,2,2,"Apr 09, 2018not set","Apr 16, 2018not set","Apr 09, 2018",,Paperback,view (with text),/book/show/33284662-satantango
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Sisters,"Seierstad, Åsne",0349009058,9780349009056,0349009058,456        pp,4.21,"6,327",2016,"Mar 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2018","Apr 13, 2018","Apr 05, 2018",,Hardcover,view,/book/show/39353000-two-sisters
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Visiting Privilege,"Williams, Joy",,,,490        pp,4.13,"1,626","Sep 08, 2015",2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2018","Nov 04, 2018","Apr 04, 2018",,Paperback,view,/book/show/37921535-the-visiting-privilege
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Skip Out on Me,"Vlautin, Willy",0571301649,9780571301645,0571301649,304        pp,4.13,"3,060","Feb 13, 2018","Jan 25, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2018","Apr 08, 2018","Apr 02, 2018",,Paperback,view,/book/show/35186930-don-t-skip-out-on-me
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil All the Time,"Pollock, Donald Ray",038553504X,9780385535045,038553504X,261        pp,4.13,"35,276","Jul 12, 2011","Jul 12, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Mar 30, 2018not set","Apr 05, 2018not set","Mar 30, 2018",,Hardcover,view,/book/show/10108463-the-devil-all-the-time
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lenin: The Man, the Dictator, and the Master of Terror","Sebestyen, Victor",,,,592        pp,4.25,"2,253","Feb 09, 2017","Nov 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 25, 2018","Apr 24, 2018","Mar 25, 2018",,ebook,view,/book/show/36421133-lenin
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Odyssey: A Father, a Son, and an Epic","Mendelsohn, Daniel",0385350597,9780385350594,0385350597,302        pp,4.26,"5,643",2017,"Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 21, 2018","Mar 29, 2018","Mar 21, 2018",,Hardcover,view,/book/show/33571159-an-odyssey
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Man Is,"Szalay, David",0099593696,9780099593690,0099593696,448        pp,3.65,"8,344","Sep 22, 2016","Jan 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,MAN IS MISERABLE.MAN EATS A LOT OF KEBABS.,Notes are private!,0,5,1,"Mar 17, 2018","Mar 25, 2018","Mar 17, 2018",,Paperback,view (with text),/book/show/30965669-all-that-man-is
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Di bestia in bestia,"Mari, Michele",8806215337,9788806215330,8806215337,232        pp,3.71,120,1989,"Mar 19, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un miserevol studioso, un fortino teutonico nell'estremo Nord, passaggi segreti, bambole gonfiabili provenienti dalle rigide Svezie, un enorme pipistrUn miserevol studioso, un fortino teutonico nell'estremo Nord, passaggi segreti, bambole gonfiabili provenienti dalle rigide Svezie, un enorme pipistrello, tempeste di neve, un gemello bestiale, un'abominevole coppia di fattori, un gigantesco maggiordomo indigeno. Tutto imbevuto di spirito stilnovista. Un po' Wilkie Collins, un po' Boccaccio. Uno spasso! ...more",Notes are private!,0,8,1,"Mar 15, 2018","Mar 21, 2018","Mar 15, 2018",,Hardcover,view (with text),/book/show/17661186-di-bestia-in-bestia
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Arminuta,"Di Pietrantonio, Donatella",880623210X,9788806232108,880623210X,163        pp,4.08,"21,070","Feb 14, 2017","Feb 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un buon romanzo con un'ottima prima parte che rispecchia la scelta dell'epigrafe con la citazione tratta da Menzogna e sortilegio. Si perde decisamentUn buon romanzo con un'ottima prima parte che rispecchia la scelta dell'epigrafe con la citazione tratta da Menzogna e sortilegio. Si perde decisamente nel secondo tempo, non riesce a penetrare in profondità e il finale risulta blando, tirato via di fretta, con un rapporto ricucito approssimativamente. Curioso come gli uomini siano delle misere macchiette ai margini della storia. ...more",Notes are private!,0,3,1,"Mar 13, 2018","Mar 14, 2018","Mar 13, 2018",,Hardcover,view (with text),/book/show/34297520-l-arminuta
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Meaningful Life,"Davis, L.J.",1590173007,9781590173008,1590173007,214        pp,3.59,872,1971,"Jul 21, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 12, 2018","Mar 16, 2018","Mar 12, 2018",,Paperback,view,/book/show/3979476-a-meaningful-life
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Conqueror,"Kjaerstad, Jan",1905147384,9781905147380,1905147384,493        pp,3.95,458,"Jan 01, 1996","Nov 25, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sadly not as seductive as the first volume.,Notes are private!,0,1,2,"Mar 06, 2018not set","Apr 02, 2018not set","Mar 06, 2018",,Paperback,view (with text),/book/show/3264229-the-conqueror
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat's Eye,"Atwood, Margaret*",,,,498        pp,3.94,"68,287",Sep 1988,"Jan 10, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 06, 2018","Mar 12, 2018","Mar 06, 2018",,Paperback,view,/book/show/841288.Cat_s_Eye
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Severed Head,"Murdoch, Iris",0140020039,9780140020038,0140020039,204        pp,3.74,"5,816",1961,"Nov 18, 1976",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 26, 2018","Mar 07, 2018","Feb 26, 2018",,Paperback,view,/book/show/11253.A_Severed_Head
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breaking and Entering,"Williams, Joy",0394757734,9780394757735,0394757734,288        pp,4.07,790,"May 12, 1988","May 12, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At first it reminded me of that story by Raymond Carver where a married couple is supposed to house-sit for their neighbours who are away, but they enAt first it reminded me of that story by Raymond Carver where a married couple is supposed to house-sit for their neighbours who are away, but they end up trying on their clothes, eating their food and rummaging through their drawers, except Joy Williams is completely BONKERS!! Bizarre characters, surreal encounters, brilliant prose. Poe and the black man with the blind baby AKA Mr. Bobby look like they just escaped out of an episode of Twin Peaks and, just like Lynch, Breaking and Entering is not very cohesive. I can't say I enjoyed the second half of the book as much as the first one. Sometimes a stranger will pop up with a random monologue and you're not really sure what the hell is going on. I'm curious to dive into her short stories next....more",Notes are private!,0,2,1,"Feb 22, 2018","Feb 26, 2018","Feb 22, 2018",,Paperback,view (with text),/book/show/834582.Breaking_and_Entering
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hangover Square,"Hamilton, Patrick",0141185899,9780141185897,0141185899,281        pp,4.13,"5,159",1941,"Jul 03, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 19, 2018","Mar 02, 2018","Feb 19, 2018",,Paperback,view,/book/show/133239.Hangover_Square
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Live Girls,"Nugent, Beth",067974424X,9780679744245,067974424X,208        pp,3.75,147,1996,"Dec 08, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slow, bleak, surreal and over the top. That's my kink! I want to phone random people and whisper 'Debbie!' in their ears. Slow, bleak, surreal and over the top. That's my kink! I want to phone random people and whisper 'Debbie!' in their ears. ...more",Notes are private!,0,3,1,"Feb 15, 2018","Feb 19, 2018","Feb 15, 2018",,Paperback,view (with text),/book/show/411201.Live_Girls
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Watch: Stories,"Bass, Rick",039331135X,9780393311358,039331135X,192        pp,4.14,911,"Jan 01, 1989","Apr 17, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2018","Feb 22, 2018","Feb 12, 2018",,Paperback,view,/book/show/911037.The_Watch
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,McGlue,"Moshfegh, Ottessa",1784706620,9781784706623,1784706620,128        pp,3.37,"10,763","Sep 22, 2014","May 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like cracking your skull, prying your head open with your fingers and pouring whiskey inside it.",Notes are private!,0,27,1,"Feb 08, 2018","Feb 11, 2018","Feb 08, 2018",,Paperback,view (with text),/book/show/32603505-mcglue
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Slaves of Solitude,"Hamilton, Patrick",1590172205,9781590172209,1590172205,242        pp,4.08,"2,642",1947,"Feb 20, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant!!,Notes are private!,0,2,1,"Feb 05, 2018","Feb 15, 2018","Feb 05, 2018",,Paperback,view (with text),/book/show/176964.The_Slaves_of_Solitude
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closer,"Cooper, Dennis",080213212X,9780802132123,080213212X,131        pp,3.70,"2,912","Mar 03, 1989","Jan 18, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Strangely funny and compelling for a book about a guy with an ass like a horror movie.,Notes are private!,0,3,1,"Feb 04, 2018","Feb 11, 2018","Feb 04, 2018",,Paperback,view (with text),/book/show/563730.Closer
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Jr.,"Cooper, Dennis",0802170110,9780802170118,0802170110,163        pp,3.60,"1,030","Jul 10, 2005","Jul 10, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Feb 2018,"Feb 04, 2018","Feb 01, 2018",,Paperback,view,/book/show/51593.God_Jr_
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'onore perduto di Katharina Blum,"Böll, Heinrich",8806174096,9788806174095,8806174096,144        pp,3.68,"15,819",Jan 1974,"Apr 29, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Feb 2018,"Feb 07, 2018","Feb 01, 2018",,Paperback,view,/book/show/9669184-l-onore-perduto-di-katharina-blum
