,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth of Silver's Reviews's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tahoe Deep        (Owen McKenna #17),"Borg, Todd",,,B07RFHW3VW,355        pp,4.50,455,"Aug 01, 2019","Aug 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What could have happened on that ship or what could be on the sunken ship from 40 years ago that would cause someone to kill for it?Daniel Callahan anWhat could have happened on that ship or what could be on the sunken ship from 40 years ago that would cause someone to kill for it?Daniel Callahan and anyone close to him including his neighbor, Mae, were the people someone targeted for this information. Daniel was beaten, but didn't answer any questions the intruder was asking.Since Daniel wouldn't go to the hospital to get checked out after he was beaten, Mae called Owen McKenna to help with the investigation.McKenna and Spot arrived on the scene, and McKenna did his usual investigative magic that always includes tension and quick thinking.Besides being treated to another mystery, when you read Mr. Borg's books, you will learn obscure facts about bugs as well as learn about a sport which in this case was free diving.There is never a dull moment in Mr. Borg's books, and his characters and story line are very well developed along with his outstanding and pull-you-in descriptions.TAHOE DEEP is filled with secrets, love, and murder.All of Mr. Borg's books are excellent, but this book is one of his best.If you haven't fallen in love with McKenna, Spot, and Street yet, what are you waiting for? 5/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,0,12,1,"Sep 17, 2019","Sep 20, 2019","Sep 17, 2019",,Kindle Edition,view (with text),/book/show/45879588-tahoe-deep
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wives,"Fisher, Tarryn*",,,,336        pp,3.65,"203,755","Dec 30, 2019","Dec 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 14, 2019",,Paperback,view,/book/show/43263004-the-wives
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea of Lost Girls,"Goodman, Carol*",0062852027,9780062852021,0062852027,304        pp,3.47,"5,445","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lies, secrets, and cover-ups abound in THE SEA OF LOST GIRLS.Tess would do anything for her son, Rudy....even lie FOR him and lie TO him. Rudy has alwLies, secrets, and cover-ups abound in THE SEA OF LOST GIRLS.Tess would do anything for her son, Rudy....even lie FOR him and lie TO him. Rudy has always been a problem, and Tess always defended her son even though her husband, Harmon, complained about it.Tess and Harmon taught at the school Rudy was attending and lived ten minutes off campus. Both Tess and Harmon have things to hide, but what are they? Do they have anything to do with the death of Lila?After Lila was found dead, Tess has to re-live her previous life that has been kept a secret until now. Harmon’s secrets remain a secret.We follow the investigation, learn of Tess's life after she left Haywood School and after the birth of her son, and has us pondering how it all fits together to find who was responsible for Lila's death. Who really is the killer? There are quite a few characters who could be guilty and quite a few unlikable characters.Are you a good enough detective to figure it out?Ms. Goodman definitely knows how to keep up the suspense and feed the reader's curiosity. 4/5This book was given to me by the publisher and Edelweiss in exchange for an honest ....more",Notes are private!,0,5,1,not set,not set,"Sep 13, 2019",,Paperback,view (with text),/book/show/46206710-the-sea-of-lost-girls
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Sky in the Morning,"Ring, J. Walter",,,B010FY8EO4,249        pp,4.70,23,"Jun 25, 2015","Jun 25, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WWII, the French Resistance, marvelous research, brave men and women, and one very brave 17-year-old named Marguerite is what you will find in RED SKYWWII, the French Resistance, marvelous research, brave men and women, and one very brave 17-year-old named Marguerite is what you will find in RED SKY IN THE MORNING.Germany invaded the small town of Ville de Pommes where Marguerite lived with her family on their farm. Marguerite wanted to be a nurse not a farmer even though her father didn't agree.Marguerite instead got wrapped up in the resistance by accident because of her nursing skills and goes through some harrowing experiences.You will be frightened along with Marguerite and the French people.Mr. Ring will have you turning the pages to see what happens to Marguerite, and he marvelously describes how the operations of the French Resistance worked. Historical fiction fans will not want to miss RED SKY IN THE MORNING.Mr. Ring puts you right there with the characters.And no WWII book can be without a little romance, right? 5/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,0,14,1,"Sep 08, 2019","Sep 09, 2019","Sep 08, 2019",,Kindle Edition,view (with text),/book/show/25848845-red-sky-in-the-morning
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elevator Pitch,"Barclay, Linwood*",0062678302,9780062678300,,464        pp,3.83,"15,683","Sep 17, 2019","Sep 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Malfunctioning, crashing-to-the-ground elevators two days in a row, a third elevator crash the following day, and then a dead man who is an elevator-rMalfunctioning, crashing-to-the-ground elevators two days in a row, a third elevator crash the following day, and then a dead man who is an elevator-repair person with finger tips sawed off and his face mutilated is what the New York police have to deal with.What is the connection between the dead elevator repair person and the elevator malfunctions? Is there a connection or is this just a coincidence?You can't go into any buildings in New York City without needing an elevator, and these incidents along with the mayor's order to shut down every elevator in New York City crippled the city and had everyone in a panic.Along with all these tragedies, there are numerous side stories going on with the mayor’s office being investigated by a journalist and bombs being set off in New York City and other parts of the country.ELEVATOR PITCH had a lot of characters' stories that randomly fit into the story line, and all these incidents put together increased the book's suspense.And...just when you thought it was all over, it wasn't. The ending is edge-of-your-seat.ELEVATOR PITCH will not be for anyone who already has a fear of being in an elevator or even a New York City cab, but the book will be for those readers who enjoy intrigue, suspense, twists, surprises, revealed secrets, and shady characters. 4/5This book was given to me by the publisher via Edelweiss in exchange for an honest ....more",Notes are private!,0,14,1,"Sep 04, 2019","Sep 07, 2019","Sep 04, 2019",,ebook,view (with text),/book/show/40651621-elevator-pitch
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder List,"Ryan, Hank Phillippi*",1250197236,9781250197238,,304        pp,3.60,"4,216","Aug 20, 2019","Aug 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three attorneys...a District Attorney, Martha, a defense attorney, Jack, and a law student, Rachel, are the main characters in THE MURDER LIST.What isThree attorneys...a District Attorney, Martha, a defense attorney, Jack, and a law student, Rachel, are the main characters in THE MURDER LIST.What is their connection and why does the defense attorney hate the District Attorney? Was there something in their past? Was it a former court case? Did the defense attorney want the District Attorney job? What is Rachel’s connection?As the story unravels, the reader gets a glimpse into the life of Rachel before she met Jack and currently when she is married to Jack, but the clues about her life and situations are kept secret. The hatred between Jack and Martha is evident, but the reason is also kept a secret.I liked Rachel, but I didn’t like Jack, Martha, or Clea - a reporter.Rachel always seemed to be in the middle of some drama, and they were not just normal dramas...they were murders.Jack seemed sneaky.Martha definitely was power hungry and sneaky.It took a few chapters before I connected with the story line and the characters, but once everything got going, the intrigue was ramped up. The ending was great!!THE MURDER LIST is for those suspense readers who like to be surprised and those who like to learn about what it is like in a courtroom and the legal profession. There are twists and surprises along with jealousy, deceit, lies, revenge, and trickery....all good elements of a crime book. 4/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,0,18,1,Sep 2019,"Sep 02, 2019","Sep 01, 2019",,ebook,view (with text),/book/show/41556064-the-murder-list
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,29 Seconds,"Logan, T.M.*",1785770802,9781785770807,1785770802,432        pp,3.93,"22,088","Jan 25, 2018","Jan 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Being a good Samaritan is usually something you are proud of not frightened of, right?Sarah saved the daughter of a prominent man from being kidnappedBeing a good Samaritan is usually something you are proud of not frightened of, right?Sarah saved the daughter of a prominent man from being kidnapped, but she was rewarded in a very unusual way and in a way she actually couldn’t accept until she knew she needed to.The reason Sarah made this decision was because of an ongoing problem with her boss, Alan, who harasses women, steals their ideas, and lies about it all. Sarah had to do something about him, but will it backfire?Sarah knew it would backfire and make her look bad and lose her job at the university, but this harassment couldn’t continue. She knew, though, that she wouldn’t win or could she? If you want to hate a character, Alan would be your man. 29 SECONDS is a book you literally will not be able to put down. The tension keeps building and doesn't stop. The evilness of Alan doesn't stop either.I have never finished a book this quickly - that is how good this book is.If you enjoy edge-of-your-seat thrillers, this book needs to be on your reading list...an absolutely terrific read. 5/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,20,1,"Aug 29, 2019","Aug 30, 2019","Aug 29, 2019",,Paperback,view (with text),/book/show/36217426-29-seconds
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vineyards of Champagne,"Blackwell, Juliet*",0451490657,9780451490650,0451490657,388        pp,4.01,"2,569","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rosalyn works for a vineyard in Napa, California, and is told she has to go to Champagne, France. Who wouldn't want to go to Champagne, France - well.Rosalyn works for a vineyard in Napa, California, and is told she has to go to Champagne, France. Who wouldn't want to go to Champagne, France - well...Rosalyn isn't too excited about going.On her flight over, Rosalyn meets Emma who has found letters from a soldier and a woman that corresponded during the war. She asked Rosalyn to help her put all the letters together and to make some sense out of them, but Rosalyn declines the offer. She said she has to do what her employer asked her to do.When Rosalyn finds one of the letters in her bag that Emma must have not picked up after they all fell to the floor, she becomes interested in the correspondence as she translates the letters through all the grime and worn out and unable-to-be translated words.Rosalyn wishes she would have told Emma she would help her. She could do that if she gets organized and finds the business card Emma had given her.Translating these letters would be much more interesting than going from one local wine producer to the next trying to drum up business.I tend to agree with Rosalyn....I would prefer dealing with the letters to uncover the past than dealing with wine makers. I always enjoy books that have the characters finding items from the past that uncover secrets and a past life.Readers get a marvelous glimpse of France’s quaint, cozy homes, the warmth of the French people, and the history of Champagne and how its citizens coped during the war.If you love champagne, history lessons, learning about wine making in France, unraveling secrets, reading old letters, exploring old houses, meeting marvelous characters, and being treated to a terrific story line, do not miss reading THE VINEYARDS OF CHAMPAGNE.Juliet Blackwell has given us another pull-you-in read.THE VINEYARDS OF CHAMPAGNE will have you falling in love with the characters and the Champagne Region of France, and have you looking at how you need to focus on making yourself happy. 5/5This book was given to me by the publisher via Netgalley in exchange for an honest ....more",Notes are private!,0,23,1,"Dec 13, 2019","Dec 16, 2019","Aug 29, 2019",,Paperback,view (with text),/book/show/45030190-the-vineyards-of-champagne
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Train to London,"Clayton, Meg Waite*",006294696X,9780062946966,,480        pp,4.13,"14,582","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm here to help you were the words the children longed to hear and words they trusted belonged to Tante Truus who is an actual woman named Truus WijsI'm here to help you were the words the children longed to hear and words they trusted belonged to Tante Truus who is an actual woman named Truus Wijsmuller-Meijer.THE LAST TRAIN TO LONDON focuses on saving Jewish children by this woman who is said to have saved 10,000 children.We meet many characters that are frightened because of what is going on in Germany and the rest of Europe as well as meeting the frightened children.The reader sees what is happening in the daily lives of the European people, and the wonderful work Tante Truus does by secretly transporting Jewish children to safety.Each chapter has a very clever title, and Ms. Waite Clayton did amazing research.The beginning took a little while to figure out what actually was going on and who was who, but it all worked out. The book truly depicted the era and Ms. Wijsmuller-Meijer's work.If you enjoy historical fiction and want to experience an excellent history lesson even though it details the cruel treatment the Jewish citizens endured during this era, you will want to take the time to read THE LAST TRAIN TO LONDON. You also get to see the many good, helpful people along with the distasteful ones.Ms. Waite Clayton’s writing and the cover are definitely pull-you-in. A marvelous, heartbreaking, and well-researched book you won't want to miss. 5/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,22,1,"Aug 25, 2019","Aug 28, 2019","Aug 25, 2019",,ebook,view (with text),/book/show/43386062-the-last-train-to-london
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Words Between Us,"Bartels, Erin*",0800734920,9780800734923,0800734920,358        pp,3.98,"5,338","Sep 03, 2019","Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books, books, books, and one bookworm. Well, quite a few bookworms and one from Robin's past.Hiding since she was fourteen from a scandal that her jaiBooks, books, books, and one bookworm. Well, quite a few bookworms and one from Robin's past.Hiding since she was fourteen from a scandal that her jailed parents were involved in caused Robin to have no confidence and become a recluse.We get a glimpse into Robin‘s life as a child before the scandal as well as present day. Because of this scandal Robin had to live with her grandmother in another state where she met Peter who loved books too and shared books with her. They became good friends until an incident that caused them to never see each again.Peter had been out of touch for years, but all of a sudden the books they shared as children started showing up in her mailbox at her book store from different states.Meanwhile Robin’s book store was in jeopardy because she didn't have any customers.Robin was sweet and will pull you into her life, her situation, and her love of books.If you also enjoy mysteries, THE WORDS BETWEEN US will appeal to you because added to Robin’s dilemmas in her life was a secret her grandmother supposedly had and that Robin never knew about.THE WORDS BETWEEN US will resound with book lovers simply because of that gorgeous cover, the title, and of course the story line.The reader will again be treated to Ms. Bartel’s wonderful storytelling skills. 4/5This book was given to me by the publisher in exchange for an honest ....more",Notes are private!,0,23,1,"Aug 19, 2019","Aug 23, 2019","Aug 19, 2019",,Paperback,view (with text),/book/show/43838303-the-words-between-us
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"177,000","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Lincoln School, an orphanage with horrible caregivers who beat the children and subjected them to even worse daily working conditions, is where weThe Lincoln School, an orphanage with horrible caregivers who beat the children and subjected them to even worse daily working conditions, is where we meet Odie, Albert, Mose, and then Emmy.The three friends had to get away, and they had their chance one night.We follow them as they escape with Emmy who didn't originally live at the school and move farther and farther away from Lincoln School and the horrors they had endured.Following the three friends and Emmy down the Mississippi river and meeting the folks along the River was mesmerizing.The trip down the river also seemed dangerous but was amazing how the friends always had another friend/stranger helping out.THIS TENDER LAND's lush writing had me not wanting to stop reading because I didn’t want to miss their adventures, and I didn't want the book to end.Mr. Krueger's writing pulls you in with his descriptions, lovable characters, and story line.What a marvelous, master story teller Mr. Krueger is. His book even incorporated stories told by the characters within the book.Mr. Krueger’s magic is indeed evident in THIS TENDER LAND and is a book that needs to be read by every book club and everyone who loves becoming engrossed in the lives of the characters in a book and an era.This book is an absorbing tale of love, loss, and endurance and will fill your heart with the warmth that comes with feeling needed, helpful, and wanted.You just have to read this book to understand its beauty and excellence. 5/5This book was given to me as an ARC by the publisher via NetGalley....more",Notes are private!,0,38,1,"Aug 15, 2019","Aug 17, 2019","Aug 15, 2019",,Hardcover,view (with text),/book/show/25813942-this-tender-land
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Borgia Confessions,"Palombo, Alyssa*",1250191203,9781250191205,1250191203,432        pp,3.83,812,"Feb 11, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is 1492 and we meet Rodrigo Borgia - Pope Alexander VI who has four children and a mistress.The children must do what their father says so the BorgIt is 1492 and we meet Rodrigo Borgia - Pope Alexander VI who has four children and a mistress.The children must do what their father says so the Borgia family can become more powerful.His son, Cesare, must become a cardinal when he really wants to be in the military.His son, Juan, must go to the military when he really isn't suited for it.His daughter, Lucrezia, is thirteen and must marry a man 20 years older than she is so two powerful families can advance together.The fourth child, Jofre, was too young to even consider for anything to help his powerful reign increase until he decided it would be in the family's best interest to find a marriage partner for him at the age of 12.It seems as if marrying into another powerful family would make your family more powerful, and that seemed to be the Pope’s main concern.Ms. Palombo did extensive, amazing research for THE BORGIA CONFESSIONS and gave us a detailed account of the activities at this time. What a wonderful history lesson with information that was new to me.Learning how life in the Vatican was in the 1400’s was quite interesting especially how they married off their children at such a young age and did everything for gaining status and power.I enjoyed the family interaction, but the military planning and political undertakings were not of much interest even though these facts were the gist of the story line and marvelously told. Also be aware that there are some graphic romantic scenes.Did the public really know what went on in the castles with these holy men? What a time to live, and what a family.It seems that there was a lot of greed, scheming, murders at their whim, and other sins to confess. :) 4/5This book was given to me by the publisher in exchange for an honest ....more",Notes are private!,0,15,1,"Jan 18, 2020","Jan 22, 2020","Aug 15, 2019",,Paperback,view (with text),/book/show/45046649-the-borgia-confessions
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Down Motel,"St. James, Simone*",0440000173,9780440000174,0440000173,327        pp,4.02,"149,242","Feb 18, 2020","Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carly left college for a ""few"" days so she could head to Fell, New York, to see if she could find anything out about how her Aunt Viv died or where shCarly left college for a ""few"" days so she could head to Fell, New York, to see if she could find anything out about how her Aunt Viv died or where she might be.Viv disappeared from The Sun Down Motel where she worked in 1982 and was never found.When Carly arrived and checked out The Sun Down Motel, she couldn't believe her aunt would even think of working there. It was a creepy, out-of-the way place, but Carly surprised herself and took a job there on the same shift that her aunt worked.Carly saw strange things and knew she should leave, but she stayed. She had to find out what happened at this motel and what happens now at THE SUN DOWN MOTEL.We follow Carly as she investigates and as Viv’s story is told back in 1982. Besides the creepy town and motel, we meet ghosts, creaky doors, weird guests, odd sounds, and no way to contact anyone not on the hotel grounds. We learn about the hotel and the murders that took place in the town of Fell as well as the connection to The Sun Down Motel.Each chapter got stranger and stranger as the motel seemed to come to life and have a life of its own.If you enjoy tense, creepy, spooky story lines that include unsolved murders from years ago, THE SUN DOWN MOTEL will be your perfect read.Be careful with the motel you choose, and especially do not stay at a motel that has anything remotely close to the name of this motel.The entire book and the ending are twisty and brilliant. 5/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,35,1,"Oct 31, 2019","Nov 03, 2019","Aug 15, 2019",,Hardcover,view (with text),/book/show/45885644-the-sun-down-motel
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Ways We Said Goodbye,"Williams, Beatriz*",0062931091,9780062931092,0062931091,448        pp,4.04,"20,247","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2019",,Hardcover,view,/book/show/44890073-all-the-ways-we-said-goodbye
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Versions of Her,"Lochen, Andrea*",,,B07TF4YBBH,310        pp,4.12,313,unknown,"Jul 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A secret door covered by a tapestry that Kelsey and her sister Melanie were never allowed to move when they were children held and hid secrets of its A secret door covered by a tapestry that Kelsey and her sister Melanie were never allowed to move when they were children held and hid secrets of its own.The secret door allowed Kelsey and Melanie to see their mother’s life and to see her secrets, heartaches, and feelings that they never knew about.I’m not sure how I would feel if I could see what my mother’s life had been like, but it would be quite interesting. The current problem now that they found this door, though, was that Kelsey and Melanie had to decide whether or not to sell their family’s lake house or keep it. Selling it meant the memories would be gone forever. Keeping it would preserve the memories but also incur expensive upkeep. Melanie was all for selling the house, but Kelsey was not in favor of selling it.I enjoyed learning about the cottage and the memories associated with it and finding the portal for time travel. It also had me wondering if time travel like this was actually possible becausetime traveling through the portal seemed real. This was a creative premise for a book and a book that also addressed sibling rivalry as well as sibling closeness. VERSIONS OF HER was a cozy, nostalgic, heartfelt, and at times heartbreaking read. You will need tissues.Women’s fiction fans will adore this book. Readers will experience family, love, and a light, yet thought-provoking read. 5/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,0,21,1,"Aug 07, 2019","Aug 15, 2019","Aug 07, 2019",,Kindle Edition,view (with text),/book/show/49530977-versions-of-her
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Lies in a Small Town,"Chamberlain, Diane*",1250087333,9781250087331,1250087333,391        pp,4.14,"91,208","Jan 14, 2020","Jan 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two women in charge of a mural but not at the same time. Anna had won a contest to paint a mural of Edenton for the post office, and Morgan many yearsTwo women in charge of a mural but not at the same time. Anna had won a contest to paint a mural of Edenton for the post office, and Morgan many years later was hired to restore the mural. Why were two women commissioned for the same mural?We find that Anna started the mural and abandoned it and disappeared with no one knowing why she left or where she went.Morgan had the job of restoring the photo, and she actually had no idea how. Morgan finds a badly ruined canvas, and as she cleans it up, finds many disturbing scenes.BIG LIES IN A SMALL TOWN has mystery, marvelously portrayed characters, and a storyline you don't want to end.If you are an artist or are artistic, BIG LIES IN A SMALL TOWN will definitely appeal to you. I enjoyed learning about art techniques....especially what pouncing is.This book is a WOW read!!Ms. Chamberlain has given readers another marvelous book that fans will adore. 5/5This book was given to me by the publisher in exchange for an honest ....more",Notes are private!,0,35,1,"Nov 28, 2019","Dec 02, 2019","Aug 05, 2019",,Hardcover,view (with text),/book/show/45046808-big-lies-in-a-small-town
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oysterville Sewing Circle,"Wiggs, Susan*",0062425617,9780062425614,,432        pp,3.95,"19,284","Aug 13, 2019","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Caroline never thought she would be returning to her childhood home of Oysterville and definitely not with two children that weren't her own.Caroline Caroline never thought she would be returning to her childhood home of Oysterville and definitely not with two children that weren't her own.Caroline had wanted to leave as badly as any young person and head to New York City. Caroline did make it big in New York until a famous designer stole her clothing line.Her loss and the death of her friend had Caroline returning with her friend's two children because Caroline had no idea how to take care of a child let alone two.Caroline had a loving, supportive family to help her and ideas on how to help women of domestic abuse since that is what took her friend who left her the two children.We get a glimpse into Caroline’s life as a teenager as well as her life now. Her teenage years were just as full of love as her adult life with her family.THE OYSTERVILLE SEWING CIRCLE was a sweet, beautiful read with lovable characters and a setting you will want to make your own.If you enjoy sewing, the fashion world, being on a beach setting, learning about running a restaurant, being with loving characters, and seeing women helping other women, THE OYSTERVILLE SEWING CIRCLE will be a wonderful addition to your reading stack.A truly cozy, heartwarming read for readers of women’s fiction. 5/5This book was given to me by the publisher as an ARC via Edelweiss in exchange for an honest ....more",Notes are private!,0,32,1,"Aug 02, 2019","Aug 06, 2019","Aug 02, 2019",,ebook,view (with text),/book/show/40535953-the-oysterville-sewing-circle
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Careful What You Wish For,"Ephron, Hallie*",0062473654,9780062473653,0062473654,288        pp,3.35,"2,965","Aug 06, 2019","Aug 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emily thought that opening a professional organizing business was supposed to be carefree and helpful to others.Emily's new adventure had been excitinEmily thought that opening a professional organizing business was supposed to be carefree and helpful to others.Emily's new adventure had been exciting and trouble free until she met Quinn. Quinn was married to a man who wouldn't let her bring her things into his fabulous house and wanted Emily to help. She and Emily had helped themselves to more than looking at things to remove, though. They had too much wine and said things that shouldn't have been said.When Quinn's husband turns up missing, Quinn feels she can call on her new friend, Emily, to help her when the police arrive. This client was more than Emily bargained for.And if this wasn't bad enough, another client whose husband had passed had a storage unit she didn't know about filled with stolen books, maps, and a dead body.Emily couldn’t believe it. Could these two clients have some connection?It gets worse for Emily, and it seems as if a few of the characters are connected and involved in the disappearance and death of the body they found. CAREFUL WHAT YOU WISH FOR was actually a little on the comical side despite all the tension going on.If you are in the mood for a light, entertaining mystery you will enjoy CAREFUL WHAT YOU WISH FOR. 5/5This book was given to me as an ARC by the publisher via Edelweiss in exchange for an honest ....more",Notes are private!,0,19,1,"Jul 31, 2019",Aug 2019,"Jul 31, 2019",,Hardcover,view (with text),/book/show/41154239-careful-what-you-wish-for
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Son,"North, Lauren*",1984803840,9781984803849,1984803840,359        pp,3.91,"5,352","Mar 14, 2019","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We meet Tess in the hospital after she had an accident at her son's birthday party and after coping with the death of her husband a few weeks ago.SomeWe meet Tess in the hospital after she had an accident at her son's birthday party and after coping with the death of her husband a few weeks ago.Something is going on since her husband’s death, and Tess doesn’t know what it is. All she knows is that she is happy she has her son.Her brother-in-law, Ian, says Tess needs to pay back the 100,000 her husband lent him, flowers are left on her doorstep with no note, her son is being very difficult, and an appointment with a social worker that Tess doesn’t remember making do not add up and make things worse for Tess.We learn of all these things in between the time we meet Tess in the hospital and the flash backs to the days before her son’s eighth birthday party where Tess was stabbed.There was a lot going on as Tess grieved for Mark, and what was going on wasn’t good. She thought she saw Mark in the grocery store, heard people in her driveway at night, had a social worker stopping by looking through her mail, had questions about what Ian told her, had hang-up phone calls at all hours, and other odd happenings.You can feel there is something going on and plenty of hints that seem to go in the wrong direction not allowing you to be able to figure out what is really happening. If you enjoy the feeling of something not quite right growing underneath it all, THE PERFECT SON shouldn’t be missed. If biting your finger nails keeps you reading because of the choices a character makes and doesn’t make and other characters that don't really have another character's best interest in mind, THE PERFECT SON should be your next read. THE PERFECT SON will lead you down the wrong path as you read, but a terrific book and a surprise ending await you. 5/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,23,1,"Jul 29, 2019","Jul 31, 2019","Jul 29, 2019",,Paperback,view (with text),/book/show/43073151-the-perfect-son
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cilka's Journey        (The Tattooist of Auschwitz, #2)","Morris, Heather*",1250265703,9781250265708,1250265703,352        pp,4.40,"174,947","Oct 01, 2019","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"From a concentration camp to a prison camp...from one horror to the next.Even though she had no choice but to do what she was told, Cilka was charged From a concentration camp to a prison camp...from one horror to the next.Even though she had no choice but to do what she was told, Cilka was charged by the Russian government with collaborating with the Nazis and given a sentence of 15 years of hard labor in a prison in Vorkuta Gulag in Siberia.The conditions and treatment in the prison were no better than in the concentration camp, but Cilka knew how to stay alive since she had learned what you needed to do and that was to just do what you are told.We follow Cilka as she remembers her lovely childhood and the horrors in the concentration camp as well as learn of her current, unbearable situation in the prison. We also get to re-visit Lale and Gita as Cilka’s memories revert to the time in the concentration camp.The reader sees the atrocities women were subjected to in the concentration camp and the prison.There are some good people that Cilka meets in the prison hospital where she works which is a blessing to be out of the brutal temperatures loading coal into buckets day in and day out.You will cringe and be horrified at what goes on as Ms. Morris again minces no words and keeps your interest with her marvelous writing style and research.Historical fiction fans and those who have read THE TATTOOIST OF AUSCHWITZ will not want to miss this book. 5/5This book was given to me by the publisher in exchange for an honest . ...more",Notes are private!,0,22,1,"Sep 09, 2019","Sep 11, 2019","Jul 29, 2019",,Hardcover,view (with text),/book/show/45033931-cilka-s-journey
