,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlie 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Displacements,"Holsinger, Bruce*",059318971X,9780593189719,059318971X,448        pp,3.97,"5,273","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/59382058-the-displacements
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aurora,"Koepp, David",0062916475,9780062916471,0062916475,289        pp,3.79,"9,462","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of what happens to a group of interrelated characters when the sun causes an electromagnetic pulse that shuts off the world's electricity foThe story of what happens to a group of interrelated characters when the sun causes an electromagnetic pulse that shuts off the world's electricity for an extended period of time. I loved the characters and it was really good but I was expecting (hoping) for something more. I loved Koepp's first book (Cold Storage) and this was similar but it just wasn't quite the same. I kind of felt like it ended too early and that there was just a lot more story that could have been told but wasn't. I devoured it in three sittings so that should tell you something, but still I would have loved to have gotten lost for longer in it...kind of like The Stand way back when....more",Notes are private!,0,0,1,"Jun 21, 2022","Jun 26, 2022","May 22, 2022",,Hardcover,view (with text),/book/show/58984660-aurora
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Up from the Depths: Herman Melville, Lewis Mumford, and Rediscovery in Dark Times","Sachs, Aaron",0691215413,9780691215419,0691215413,472        pp,4.13,39,unknown,"Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/59149225-up-from-the-depths
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island,"McKinty, Adrian",0316531286,9780316531283,0316531286,375        pp,3.78,"32,579","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Hardcover,view,/book/show/58340727-the-island
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chain,"McKinty, Adrian",031653126X,9780316531269,031653126X,357        pp,3.80,"118,328","Feb 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very creepy (but ingenious) plot that kept me on the edge of my seat for the first 2/3 of the book and then less of a good job (but not a bad one) wA very creepy (but ingenious) plot that kept me on the edge of my seat for the first 2/3 of the book and then less of a good job (but not a bad one) wrapping it all up in the last 1/3. The first book I’ve ever read by McKinty but I definitely think I’ll read more of his other books. Curious if/what this book would look like on the big screen. Not sure I’d want to be McKinty if anyone tried to copy cat his book in real life. When I told my wife what the book was about, she made me read it in another room....more",Notes are private!,0,0,1,"May 24, 2022","May 28, 2022","May 07, 2022",,Hardcover,view (with text),/book/show/42779092-the-chain
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Orange Night: My Journey to the Edge of Madness,"Bond, Melissa*",1982188278,9781982188276,1982188278,288        pp,3.99,"2,858","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Hardcover,view,/book/show/59366254-blood-orange-night
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,307","Apr 30, 2009",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Paperback,view,/book/show/6101138-wolf-hall
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place of Greater Safety,"Mantel, Hilary",0312426399,9780312426392,0312426399,749        pp,3.99,"10,081",1992,"Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Paperback,view,/book/show/101921.A_Place_of_Greater_Safety
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Groundskeeping,"Cole, Lee",0593320506,9780593320501,0593320506,323        pp,3.57,"7,042","Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good book, especially for a debut. It would be a mistake to categorize it simply as a coming-of-age romance. Lots, lots more to it. I read thisA very good book, especially for a debut. It would be a mistake to categorize it simply as a coming-of-age romance. Lots, lots more to it. I read this fresh on the heels of Nick and the theme of Home and wondering hold central to both books. I look forward to Cole's sophomore follow-up. ...more",Notes are private!,0,0,1,"Apr 26, 2022",May 2022,"May 01, 2022",,Hardcover,view (with text),/book/show/58395053-groundskeeping
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elmore Leonard's 10 Rules of Writing,"Leonard, Elmore",0061451460,9780061451461,0061451460,96        pp,3.84,"2,039","Oct 30, 2006","Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2022",,Hardcover,view,/book/show/859230.Elmore_Leonard_s_10_Rules_of_Writing
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Know Tough,"Cranor, Eli*",1641293454,9781641293457,1641293454,336        pp,3.66,"3,018","Mar 22, 2022","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 09, 2024","Feb 11, 2024","Apr 29, 2022",,Hardcover,view,/book/show/57695442-don-t-know-tough
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fighter,"Smith, Michael Farris*",0316432342,9780316432344,0316432342,256        pp,4.04,"1,294","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Hardcover,view,/book/show/35604673-the-fighter
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackwood,"Smith, Michael Farris*",0316529818,9780316529815,0316529818,293        pp,3.70,"1,816","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Hardcover,view,/book/show/51197807-blackwood
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desperation Road,"Smith, Michael Farris*",0316353035,9780316353038,0316353035,289        pp,4.05,"3,289","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Hardcover,view,/book/show/29965042-desperation-road
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rivers        (Rivers, #1)","Smith, Michael Farris*",1451699425,9781451699425,1451699425,337        pp,3.79,"2,284","Sep 10, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2022",,Hardcover,view,/book/show/16130400-rivers
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marrying the Ketchups,"Close, Jennifer*",0525658874,9780525658870,0525658874,320        pp,3.62,"13,626","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2022",,Hardcover,view,/book/show/58537243-marrying-the-ketchups
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirty Names of Night,"Joukhadar, Zeyn*",1982121491,9781982121495,1982121491,291        pp,4.05,"4,231","Nov 24, 2020","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2022",,Hardcover,view,/book/show/52764801-the-thirty-names-of-night
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riverman: An American Odyssey,"McGrath, Ben",0451494008,9780451494009,0451494008,256        pp,3.75,"2,479",2022,"Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/58537150-riverman
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sandy Hook,"Williamson, Elizabeth*",,9781524746575,1524746576,482        pp,4.30,"3,096","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/59546340-sandy-hook
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Old Knives,"Steinhauer, Olen*",1250045428,9781250045423,1250045428,294        pp,3.67,"6,254","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/21853662-all-the-old-knives
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Down Motel,"St. James, Simone*",0440000173,9780440000174,0440000173,327        pp,4.02,"149,232","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/45885644-the-sun-down-motel
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Begin at the End,"Whitaker, Chris*",1250759668,9781250759665,1250759668,384        pp,4.16,"100,772","Mar 26, 2020","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/50279680-we-begin-at-the-end
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle Creek,"Kim, Angie*",0374156026,9780374156022,0374156026,355        pp,3.87,"67,871","Apr 16, 2019","Apr 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/40121959-miracle-creek
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Slow Fire Burning,"Hawkins, Paula*",073521123X,9780735211230,073521123X,307        pp,3.50,"154,743","Aug 24, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/56213354-a-slow-fire-burning
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guardians,"Grisham, John*",0385544189,9780385544184,0385544189,370        pp,4.14,"105,404","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/43701061-the-guardians
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",0525540679,9780525540670,0525540679,482        pp,4.04,"108,528","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2022",,Hardcover,view,/book/show/43834909-long-bright-river
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathing Lessons,"Tyler, Anne*",0345485599,9780345485595,0345485599,368        pp,3.67,"29,976","Aug 12, 1988","Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Mass Market Paperback,view,/book/show/31181.Breathing_Lessons
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilych,"Tolstoy, Leo",1600964338,9781600964336,1600964338,86        pp,4.13,"163,951",1886,"Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2022",,Paperback,view,/book/show/18386.The_Death_of_Ivan_Ilych
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",0593315413,9780593315415,0593315413,345        pp,4.12,"53,046","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2022",,Hardcover,view,/book/show/58386733-the-violin-conspiracy
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brick Lane,"Ali, Monica",0743243315,9780743243315,0743243315,432        pp,3.45,"33,692","May 31, 2003","Jun 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Paperback,view,/book/show/18723.Brick_Lane
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,383","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/58210933-trust
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fervor,"Katsu, Alma*",0593328337,9780593328330,0593328337,309        pp,3.63,"4,161","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/58652649-the-fervor
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Nights in Lisbon,"Pavone, Chris*",0374604762,9780374604769,0374604762,436        pp,3.74,"30,875","May 24, 2022","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good thriller. I wasn't crazy about the protagonist but the twists and turns kept me reading at a brisk pace. Overall I liked it. This is the 2A very good thriller. I wasn't crazy about the protagonist but the twists and turns kept me reading at a brisk pace. Overall I liked it. This is the 2nd of Pavone's I've read, and although he is good, he falls short of 5 stars for me. ...more",Notes are private!,0,0,1,"Jun 10, 2022","Jun 20, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/58772746-two-nights-in-lisbon
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lioness,"Bohjalian, Chris*",0385544820,9780385544825,0385544820,313        pp,3.72,"22,395","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/58537058-the-lioness
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up Country,"DeMille, Nelson*",0446611913,9780446611916,0446611913,859        pp,4.07,"19,830","Jan 29, 2002",Apr 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 25, 2022",,Mass Market Paperback,view,/book/show/33820.Up_Country
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince of the Skies,"Iturbe, Antonio G.",1250806984,9781250806987,1250806984,544        pp,4.02,"1,215",2017,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2022",,Hardcover,view,/book/show/56693340-the-prince-of-the-skies
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,602","Apr 06, 1943","Jun 29, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2022",,Paperback,view,/book/show/157993.The_Little_Prince
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raj Quartet 1: The Jewel in the Crown / The Day of the Scorpion,"Scott, Paul",0307263967,9780307263964,0307263967,"1,032        pp",4.38,307,1968,"Jul 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/711772.The_Raj_Quartet_1
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Icon: Alan Mulally and the Fight to Save Ford Motor Company,"Hoffman, Bryce G.",0307886050,9780307886057,0307886050,432        pp,4.42,"4,557","Jan 01, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/13132620-american-icon
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jesuits: A History,"Friedrich, Markus",0691180121,9780691180120,0691180121,872        pp,3.74,35,unknown,"Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Hardcover,view,/book/show/57866214-the-jesuits
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Could Be King,"Miller, John Ripin",147780997X,9781477809976,B01N9KHCUF,294        pp,3.70,"2,427","Jul 01, 2017","Jul 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2022",,Kindle Edition,view,/book/show/35178174-the-man-who-could-be-king
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy Street,"Haigh, Jennifer*",0061763306,9780061763304,0061763306,352        pp,3.63,"8,985","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2022",,Hardcover,view,/book/show/58006995-mercy-street
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,139","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2022",,Hardcover,view,/book/show/58437521-the-candy-house
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,575","Apr 05, 2022","May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2022",,Hardcover,view,/book/show/58446227-sea-of-tranquility
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fear Nothing        (Detective D.D. Warren, #8)","Gardner, Lisa*",0525953086,9780525953081,0525953086,416        pp,4.14,"28,814",2014,"Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2022",,Hardcover,view,/book/show/18079661-fear-nothing
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,603","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2022",,Hardcover,view,/book/show/56816904-the-sentence
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Case,"Guterson, David",0525521321,9780525521327,0525521321,246        pp,3.12,"2,758","Jan 11, 2022","Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of a middle age man who used to be an author and is tagging along with his aging father (in his 80s) who is still practicing as a public defThe story of a middle age man who used to be an author and is tagging along with his aging father (in his 80s) who is still practicing as a public defender on his last case that involves adoptive, fundamentalist's parents accused of murder by abuse of their adoptee child from Ethiopia.I was tracking and liking the book up until the last 65 pages or so when it seemed to kind of take a sharp left turn heading into nowheresville (at least it seemed like rambling to me). This aimlessness may have been a literary technique consciously employed by the author but I'm not sure.Anyway, the crime and its retelling during the hearings were heartbreaking and disturbing. The father/son bonding was a little wooden but then again the father himself seemed like a odd duck but a very compassionate and unselfish one at that, like it was his job/lot in life to defend awful people knowing he'd lose 90% of the time and then pick-up all the pieces they leave behind and try to put them together which he did with the administrative emotion of working at the DMV yet always being totally committed to his stewardship and service of life after legal justice is meted out.Supposedly, this book could be semi-autobiographical given it's Guterson's first book in over a decade and his father was also a public defender. Unlike that prescriptive Beatles song regarding love, in the end of this book it's more rhetorical in asking if there is anything else other than it. In the end this may all be about Guterson himself both mourning and reconciling what his father meant both to him and the world around him....more",Notes are private!,0,1,1,"Apr 20, 2022","Apr 23, 2022","Feb 25, 2022",,Hardcover,view (with text),/book/show/57800385-the-final-case
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask Again, Yes","Keane, Mary Beth*",1982106980,9781982106980,1982106980,388        pp,3.94,"192,354","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Hardcover,view,/book/show/42201996-ask-again-yes
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Etta and Otto and Russell and James,"Hooper, Emma*",0241003326,9780241003329,0241003326,277        pp,3.66,"12,311","Jan 29, 2015","Jan 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/23249706-etta-and-otto-and-russell-and-james
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Hurricane's Eye: The Genius of George Washington and the Victory at Yorktown,"Philbrick, Nathaniel*",0525426760,9780525426769,0525426760,366        pp,4.11,"4,766","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/38363272-in-the-hurricane-s-eye
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bunker Hill: A City, a Siege, a Revolution        (The American Revolution Series)","Philbrick, Nathaniel*",0670025445,9780670025442,0670025445,398        pp,4.05,"9,258","Apr 30, 2013","Apr 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/16158546-bunker-hill
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Valiant Ambition: George Washington, Benedict Arnold, and the Fate of the American Revolution        (The American Revolution Series)","Philbrick, Nathaniel*",0525426787,9780525426783,0525426787,427        pp,4.12,"8,916","May 10, 2016","May 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Hardcover,view,/book/show/26109390-valiant-ambition
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Wilderness        (Wilderness, #1)","Donati, Sara",0553578529,9780553578522,B000OLEK10,876        pp,4.11,"41,083","Aug 03, 1998","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Paperback,view,/book/show/72854.Into_the_Wilderness
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unseen World,"Moore, Liz*",0393354415,9780393354416,0393354415,451        pp,4.11,"17,012","Jul 26, 2016","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2022",,Paperback,view,/book/show/32191748-the-unseen-world
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington,"Freeman, Douglas Southall",0684826372,9780684826370,0684826372,896        pp,4.32,345,1957,"Dec 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Paperback,view,/book/show/178427.Washington
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon Witch, Spider King        (The Dark Star Trilogy #2)","James, Marlon",0735220220,9780735220225,0735220220,626        pp,4.17,"4,257","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,ebook,view,/book/show/33832433-moon-witch-spider-king
