,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Shot Out My Eye Is Dead,"Benz, Chanelle",0062490761,9780062490766,,240        pp,3.53,445,"Jan 17, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2018",,ebook,view,/book/show/30037282-the-man-who-shot-out-my-eye-is-dead
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rules of Attraction,"Ellis, Bret Easton",067978148X,9780679781486,067978148X,283        pp,3.72,"47,290",Sep 1987,"Jun 30, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2018",,Paperback,view,/book/show/9912.The_Rules_of_Attraction
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark,"McNamara, Michelle",,,,328        pp,4.12,"237,863","Feb 27, 2018","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2018",,Hardcover,view,/book/show/35271190-i-ll-be-gone-in-the-dark
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,518","May 22, 2018","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2018",,Hardcover,view,/book/show/36124936-the-outsider
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gmorning, Gnight!: Little Pep Talks for Me & You","Miranda, Lin-Manuel",1984854283,,B07FLS2KNQ,224        pp,4.27,"25,305","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some of these were really cute/important messages, some were more meh. Loved thinking about Lin writing these specifically for me ❤️. Good as a coffeeSome of these were really cute/important messages, some were more meh. Loved thinking about Lin writing these specifically for me ❤️. Good as a coffee table book ...more",Notes are private!,0,1,1,"May 21, 2020","Jul 16, 2020","Dec 04, 2018",,Kindle Edition,view (with text),/book/show/40854717-gmorning-gnight
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,615","May 01, 1989",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2018",,Paperback,view,/book/show/28921.The_Remains_of_the_Day
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Furiously Happy: A Funny Book about Horrible Things,"Lawson, Jenny*",1250077001,9781250077004,1250077001,329        pp,3.90,"164,806","Sep 22, 2015","Sep 22, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good, funny, and interesting! It felt a little bit too long though.",Notes are private!,0,0,1,"Jul 17, 2019","Jul 27, 2019","Dec 03, 2018",,Hardcover,view (with text),/book/show/23848559-furiously-happy
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Madman and Other Stories,"Gogol, Nikolai",0486452352,9780486452357,0486452352,84        pp,4.09,"12,265",1842,"Dec 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2018",,Paperback,view,/book/show/28382.Diary_of_a_Madman_and_Other_Stories
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Madman,"Gogol, Nikolai",0451500407,9780451500403,0451500407,64        pp,3.85,"6,214",1835,"Jan 01, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2018",,Mass Market Paperback,view,/book/show/11904357-diary-of-a-madman
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out Stealing Horses,"Petterson, Per",,,1555974708,258        pp,3.81,"35,320",2003,"Apr 17, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I would give this book 3.5 stars. It was really beautifully written (and translated) and I liked the story a lot. I think I would’ve liked it I think I would give this book 3.5 stars. It was really beautifully written (and translated) and I liked the story a lot. I think I would’ve liked it better if I had committed to reading it faster- reading it in bits and pieces made the non-linear plot harder to follow. I had a few parts of the story placed chronologically in the wrong time and this made my understanding of the book a bit different. ...more,Notes are private!,0,0,1,"Nov 14, 2018","Dec 12, 2018","Nov 12, 2018",,Hardcover,view (with text),/book/show/398323.Out_Stealing_Horses
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,386","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was absolutely blown away by this novel. The reading experience was unmatched by any other novel I've read recently and I never wanted it to end. ReI was absolutely blown away by this novel. The reading experience was unmatched by any other novel I've read recently and I never wanted it to end. Really informative about Russian history; I definitely recommend it to anyone who has any interest in a beautifully written, captivating novel set in Russia. The plot of the story takes place entirely within the walls of the Metropol Hotel and focuses on Count Rostov's relationships and daily life while on house arrest. The premise of the plot was a daring one, but Amor Towles succeeds in wrapping the reader into the Count's adventures and musings about life. Towles makes the Metropol Hotel seem like its own world - the reader is never wanting for more action. This book has definitely made it to the top of my books to recommend list! ...more",Notes are private!,0,2,1,"Jan 17, 2019","Jan 26, 2019","Nov 10, 2018",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,529","May 29, 2018","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,David Sedaris is fantastic. His stories are funny and interesting and I love his writing style.,Notes are private!,0,2,1,"Jun 28, 2019","Jul 03, 2019","Nov 10, 2018",,Kindle Edition,view (with text),/book/show/38348476-calypso
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"298,005",Apr 1997,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I would give this book 3.5 stars if I could. This book was really interesting - it described big life-changing events through the little dailyI think I would give this book 3.5 stars if I could. This book was really interesting - it described big life-changing events through the little daily small things. The language is very descriptive and intriguing, and Arundhati Roy especially plays with the voices of Estha and Rahel in an interesting child-like way. It took me a long time (maybe 100+ pages) to get into it, but once I was able to start piecing together the stories and understanding the characters, I was more captivated. I loved the ending! The book also takes a lot of attention - you can't really read it casually. There are parts that I probably should've given more thought while reading (especially about the political climate), but it all ended up okay. ...more",Notes are private!,0,1,1,"Feb 24, 2019","Mar 11, 2019","Nov 10, 2018",,Paperback,view (with text),/book/show/9777.The_God_of_Small_Things
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Going to Hurt: Secret Diaries of a Junior Doctor,"Kay, Adam*",,,,285        pp,4.41,"282,870","Sep 07, 2017","Sep 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very humorous and fun read about the struggles of being a young doctor.,Notes are private!,0,0,1,"Nov 05, 2018","Nov 10, 2018","Nov 04, 2018",,Kindle Edition,view (with text),/book/show/35510008-this-is-going-to-hurt
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Do No Harm: Stories of Life, Death and Brain Surgery","Marsh, Henry",0297869876,9780297869870,0297869876,278        pp,4.25,"37,331","Mar 13, 2014","Mar 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2018",,Hardcover,view,/book/show/21086818-do-no-harm
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Absolutely Remarkable Thing        (The Carls, #1)","Green, Hank*",,,B0796DR2XV,343        pp,4.04,"115,995","Sep 25, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2018",,Kindle Edition,view,/book/show/24233708-an-absolutely-remarkable-thing
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gratitude,"Sacks, Oliver",0345811364,9780345811363,0345811364,49        pp,4.18,"21,555",Nov 2015,"Nov 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2018",,Hardcover,view,/book/show/27161964-gratitude
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tattooist of Auschwitz,"Morris, Heather*",1760403172,9781760403171,1760403172,277        pp,4.30,"932,393","Jan 11, 2018","Jan 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have mixed feelings about this book. I was expecting to really love it because I have heard nothing but good s. However, I was somewhat underwI have mixed feelings about this book. I was expecting to really love it because I have heard nothing but good s. However, I was somewhat underwhelmed. The story is, of course, amazing and inspirational and so sad, but the writing was dry and unimaginative. I understand that it must be difficult to recreate someone’s life story and it was clear from the author’s note that this was no easy task, but the story lacked the passion that it deserved. It is incredible knowing that this is a true story and I was so moved by the pictures that were included at the end. Knowing that these horrific things took place so recently is tragic. It was really really hard to read some parts of this book. Overall, an important read. ...more",Notes are private!,0,1,1,"Jan 05, 2019","Jan 17, 2019","Oct 03, 2018",,Paperback,view (with text),/book/show/35523006-the-tattooist-of-auschwitz
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Means of Reproduction: Sex, Power, and the Future of the World","Goldberg, Michelle",1594202087,9781594202087,1594202087,272        pp,4.03,"1,080","Feb 20, 2009","Apr 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2018",,Hardcover,view,/book/show/5997693-the-means-of-reproduction
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,101 Secrets for Your Twenties,Paul Angone*,0802410847,9780802410849,0802410847,208        pp,3.56,"2,062","Jun 24, 2013","Jul 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Paperback,view,/book/show/17623735-101-secrets-for-your-twenties
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rest of Us Just Live Here,"Ness, Patrick",1406331163,9781406331165,1406331163,348        pp,3.68,"60,698","Aug 27, 2015","Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2018",,Hardcover,view,/book/show/22910900-the-rest-of-us-just-live-here
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,301","Apr 27, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elizabeth Strout does a really good job at creating realistic characters who think about things real people actually think about. Each chapter was a dElizabeth Strout does a really good job at creating realistic characters who think about things real people actually think about. Each chapter was a different story about a different character existing in the same town (at some point) and I think she did an awesome job of keeping them succinct and self-contained but connected and interesting. My favorites were Gift, Mississippi Mary, Sister, and Dottie’s Bed & Breakfast. I really like her style of writing! ...more",Notes are private!,0,1,1,"Dec 10, 2019","Dec 30, 2019","Sep 10, 2018",,Hardcover,view (with text),/book/show/32080126-anything-is-possible
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,239","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. This book absolutely blew my mind. So much unexplored history I had never known about, so many feelings I will never know or fully understand, soWow. This book absolutely blew my mind. So much unexplored history I had never known about, so many feelings I will never know or fully understand, so many added layers of complexity I was unaware of. At first, I found it slightly distracting how each chapter was from the perspective of another person in the lineage. I had trouble remembering who was who. But once I had a grasp of all of the characters, I loved this style. I loved seeing how people’s lives changed from generation to generation and the arc of history was incredible. I think everyone should read this book. ...more",Notes are private!,0,4,1,"Sep 30, 2018","Oct 11, 2018","Sep 01, 2018",,Hardcover,view (with text),/book/show/27071490-homegoing
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crazy Rich Asians        (Crazy Rich Asians, #1)","Kwan, Kevin*",0385536976,9780385536974,0385536976,403        pp,3.90,"490,024","Jun 11, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this book, but there was a little bit too much description of what people were wearing (although this just adds to the description of wealth).I liked this book, but there was a little bit too much description of what people were wearing (although this just adds to the description of wealth). It’s wild that there are people who are actually that rich! ...more",Notes are private!,0,2,1,"Sep 16, 2018","Sep 21, 2018","Aug 26, 2018",,Hardcover,view (with text),/book/show/16085481-crazy-rich-asians
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You        (You, #1)","Kepnes, Caroline*",1476785597,9781476785592,1476785597,424        pp,3.96,"246,606","Sep 25, 2014","Sep 30, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super creepy and uniquely written but amazingly addictive,Notes are private!,0,2,1,"Nov 11, 2018","Nov 13, 2018","Aug 24, 2018",,Hardcover,view (with text),/book/show/20821614-you
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",1455563927,9781455563920,1455563927,527        pp,4.33,"471,220","Feb 07, 2017","Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a while to pick up this book because it seemed like it would be dense and too long. I was wrong. I was immediately drawn to the characters It took me a while to pick up this book because it seemed like it would be dense and too long. I was wrong. I was immediately drawn to the characters and found this so easy to read. This book explores a lot of really interesting themes like identity, family, poverty, race, religion... all within the context of 20th century Japan (/Korea). I had not been exposed to this part of history before. I learned so much about Japan during and after WW2 and the tensions that existed between Japanese and Koreans. I also thought it was really interesting to learn about how Korea split into South and North Korea, but mainly through conversations between the characters in the novel (no one ever explicitly explains what happened). I really love reading books that are historical fiction, but make history seem approachable and easy to digest. *minor spoiler below*Seeing the main characters struggle with what it means to be Korean or what aspects of their identity they chose to identify with was really fascinating. I loved seeing how cyclical history is and despite some of the characters' attempts to reject their family ties, they ended up right back in the same profession/situation as before (perhaps I'm reading into it, but it seemed like a small comment on how racial injustices put different populations at a disadvantage from the start). I loved how clearly the complexity of familial relationships was portrayed and I really felt like I could sympathize with many of the characters in this book. Min Jin Lee does not make these themes difficult to see- they are written in plain language and took no extra analysis from the reader. That aspect was a bit overdone, but I appreciate that the reader had to do less work to get the point. ...more",Notes are private!,0,1,1,"May 17, 2020","Jun 03, 2020","Aug 24, 2018",,Paperback,view (with text),/book/show/35099568-pachinko
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Monster Calls,"Ness, Patrick",1406361801,9781406361803,,237        pp,4.35,"265,617","May 05, 2011","May 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun read, though more childish than More Than This. Still had me crying at the end. Was also v easy to read.",Notes are private!,0,1,1,"Oct 23, 2018","Oct 28, 2018","Aug 22, 2018",,Paperback,view (with text),/book/show/25480342-a-monster-calls
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,305","Jan 24, 2012","Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2018",,Hardcover,view,/book/show/8520610-quiet
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Walk to Water,"Park, Linda Sue",0547251270,9780547251271,0547251270,128        pp,4.26,"88,097","Nov 15, 2010","Nov 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2018",,Hardcover,view,/book/show/7981456-a-long-walk-to-water
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,,,512        pp,4.36,"1,027,847",2011,2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sapiens was really interesting and taught me a lot about the world and how it came to be the way it is now. I wish I hadn't spent so long reading it (Sapiens was really interesting and taught me a lot about the world and how it came to be the way it is now. I wish I hadn't spent so long reading it (I was listening on audiobook, which was also tough for me. I needed time to be focused ONLY on Sapiens because sometimes when I listen to audiobooks my mind wanders. This is not a book you can just halfway listen to- you'll miss the point) and I almost wish there was a SparkNotes so I could remind myself of the interesting takeaways from the first half of the book. I really liked the part at the end about happiness and the pursuit of it (especially the idea of sitting on the beach letting the waves crash over you and the peace you would feel being a metaphor for acknowledging feelings for what they are and not controlling them). I also thought the arguments about what is and isn't a religion were really interesting too. And the discussions about what the future may bring!! Maybe I'm BuddhistAnyway, you can see that my favorite parts were from the latter part of the book probably because I've been ""reading"" this book for 9 months (more like I read the first half in October and just picked it up again the other day). I probably won't read the second one any time soon, but I'm glad I read this and hopefully, some of the ideas have stuck in my brain! This book probably deserves 5 stars just for how much knowledge it imparts and how well put together it is, but I'm giving it 4 because of my own reading experience (it's a long one and isn't necessarily one you want to tear through). ...more",Notes are private!,0,1,1,"Aug 23, 2019","May 05, 2020","Aug 15, 2018",,Paperback,view (with text),/book/show/23692271-sapiens
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart,"Kerangal, Maylis de",0374240906,9780374240905,0374240906,242        pp,3.85,"10,489","Jan 02, 2014","Feb 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing style of this novel was really unique- it was very poetic and the sentences were very long (very few periods were used). It took a while tThe writing style of this novel was really unique- it was very poetic and the sentences were very long (very few periods were used). It took a while to get used to and honestly was slightly stress-inducing, but I think it worked well because time-sensitivity and stress were crucial to the plot. I loved learning little tidbits about everyone who was involved- from the donor to the recipient of the heart. Really interesting, sometimes weird, characters. The characters felt real and like they were thinking real things. ...more",Notes are private!,0,4,1,"Feb 16, 2020","Mar 03, 2020","Aug 14, 2018",,Hardcover,view (with text),/book/show/25664510-the-heart
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where the Wind Leads: A Refugee Family's Miraculous Story of Loss, Rescue, and Redemption","Chung, Vinh*",0849947561,9780849947568,0849947561,368        pp,4.44,"6,145","Apr 22, 2014","Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2018",,Hardcover,view,/book/show/18126604-where-the-wind-leads
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Spoke Snakish,"Kivirähk, Andrus",0802124127,9780802124128,0802124127,442        pp,4.19,"7,293",2007,"Nov 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2018",,Paperback,view,/book/show/25246592-the-man-who-spoke-snakish
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",1501160761,9781501160769,1501160761,418        pp,4.29,"439,229","Sep 15, 2016","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I started this book I was expecting a good, fun read like My Grandmother Asked Me to Tell You She’s Sorry. Bear Town, however, has a lot more subWhen I started this book I was expecting a good, fun read like My Grandmother Asked Me to Tell You She’s Sorry. Bear Town, however, has a lot more substance and was a lot more mature than I was expecting. The writing style was very intriguing and made it hard to put the book down. I liked how the ending doesn’t leave you on a cliffhanger that forces you to read the sequel, but leaves a few questions unanswered for those who crave more Bear Town. Really well done and I think I might read the sequel! ...more",Notes are private!,0,3,1,"Sep 09, 2018","Sep 12, 2018","Aug 11, 2018",,Hardcover,view (with text),/book/show/31443394-beartown
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",,,,285        pp,4.01,"135,227","Sep 05, 2017","Sep 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. Very simple plot, but it was really well-told. You never get to know the characters very well, but this allows you to createI really liked this book. Very simple plot, but it was really well-told. You never get to know the characters very well, but this allows you to create your own understanding of who the characters are and what their relationships to each other mean. Really interesting portrayal of the complexities of motherhood and its tensions with/similarities to romantic love. I would give this 4.5 stars because I felt like the ending was kind of a cop-out. I wasn’t expecting it to end and wasn’t expecting Kayla to play a role in the denouement (and don’t feel like she should’ve). I also think grief was a theme throughout that could’ve been delved into deeper. Overall great read!! ...more",Notes are private!,0,2,1,"Aug 17, 2019","Sep 28, 2019","Aug 11, 2018",,Hardcover,view (with text),/book/show/32920226-sing-unburied-sing
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Does Shine: How I Found Life and Freedom on Death Row,"Hinton, Anthony Ray",1250124719,9781250124715,1250124719,272        pp,4.65,"59,422","Mar 27, 2018","Mar 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2018",,Hardcover,view,/book/show/34964905-the-sun-does-shine
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",075640407X,9780756404079,075640407X,662        pp,4.52,"961,507","Mar 27, 2007",Apr 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2018",,Hardcover,view,/book/show/186074.The_Name_of_the_Wind
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,398","Oct 07, 2014","Oct 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such an awesome, important, beautiful book. I was so touched by all of the anecdotes that Atul Gawande shared and found myself tearing up at multiple Such an awesome, important, beautiful book. I was so touched by all of the anecdotes that Atul Gawande shared and found myself tearing up at multiple points as the people I felt I had come to know passed away. As a future MD, I learned a lot about how medicine can get in the way, especially as people near the end. I learned about the importance of asking the right questions- not necessarily being Dr. Informative all the time, but sharing the all-important words “I am worried” when they need to be heard. I hope to carry the idea of shared decision making with me as I begin to see patients. Dying is such a hard topic for humans to grasp. What do we care about in the end? What would we give up for more time? I loved Gawande’s description of the importance of perspective and how that connects to aging. I feel like I understood so much more about aging and dying and I am excited to learn more about palliative care in medical school.A few quotes that I want to carry with me:“The only mistakes clinicians seem to fear is doing too little”Examining “The consequences of living for the best possible today instead of sacrificing time now for later” ...more",Notes are private!,0,4,1,"Apr 05, 2020","Apr 11, 2020","Aug 07, 2018",,Hardcover,view (with text),/book/show/20696006-being-mortal
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than This,"Ness, Patrick",1406350486,9781406350487,1406350486,480        pp,3.95,"65,934","Sep 01, 2013","May 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was really surprised by how much I liked this book. Based on the description, I was expecting a basic YA novel. More Than This, however, was a superI was really surprised by how much I liked this book. Based on the description, I was expecting a basic YA novel. More Than This, however, was a super interesting, complex, and an even Black Mirror-esque story that might fit the YA genre, but not because it is childish. The writing style is not dumbed down or overly juvenile, making it enjoyable for readers of all ages. It deals with a lot of difficult topics well and I think anyone who enjoys a good read will enjoy this book!! ...more",Notes are private!,0,2,1,"Aug 20, 2018","Aug 21, 2018","Aug 01, 2018",,Paperback,view (with text),/book/show/21969786-more-than-this
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Capture the Castle,"Smith, Dodie",0312181108,9780312181109,0312181108,408        pp,4.00,"104,349",1948,"Mar 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2018",,Hardcover,view,/book/show/31122.I_Capture_the_Castle
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,364","Jul 18, 2017","Jul 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Less was really well-written and I enjoyed reading it. I had some trouble relating to Less, but some of the general musings about life and tragedy werLess was really well-written and I enjoyed reading it. I had some trouble relating to Less, but some of the general musings about life and tragedy were really interesting and applicable to all. It was interesting to read about Less’s book Swift and how similar it was to Greer’s novel - made me think that at the end the book he was rewriting might be the book I had just read. ...more",Notes are private!,0,2,1,"Aug 03, 2018","Aug 11, 2018","Jul 29, 2018",,Kindle Edition,view (with text),/book/show/39927096-less
