,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Francine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,12 Rules for Life: An Antidote to Chaos,"Peterson, Jordan B.",0345816021,9780345816023,0345816021,409        pp,3.93,"222,360","Jan 16, 2018","Jan 23, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Listened to the audiobook. Jordan Peterson is a preacher. An intellectual one, but a preacher nonetheless. He is that determined to have you believe wListened to the audiobook. Jordan Peterson is a preacher. An intellectual one, but a preacher nonetheless. He is that determined to have you believe what he says because he believes that what he says will change your life and he seems to care about changing lives for the better. He does seem to have changed the lives of many people, mostly young men, it would seem, who needed a compass; a direction to set off in instead of wildly in all directions. Peterson does run on at times, but I thought what he had to say was interesting enough. I tried to listen to Maps of Meaning because he is well-versed in myths and culture, but I couldn’t bear it. As a writer I am offended by writers who write obtusely, as if it proves their intellect. ...more",Notes are private!,0,1,1,not set,"May 06, 2020","May 07, 2020",,Hardcover,view (with text),/book/show/30257963-12-rules-for-life
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elevator Pitch,"Barclay, Linwood*",0062678280,9780062678287,0062678280,453        pp,3.83,"15,683","Sep 17, 2019","Sep 17, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lynwood Barclay’s plots are ingenious and original and when he pairs those plots with great characters, his books are as gripping as it gets. No Time Lynwood Barclay’s plots are ingenious and original and when he pairs those plots with great characters, his books are as gripping as it gets. No Time for Goodbye is an example of that.I loved the plot of Elevator Pitch, which managed to surprise, and there parts of the book that were riveting, but unfortunately, there was just a little too much connective tissue showing in this one — too many paragraphs of people waking up and making coffee and generally taking too many sentences to complete mundane tasks.I unfortunately failed to engage with any of the characters. I thought I was going to get caught up by Detective Jerry Bourque, but he seemed muted for swathes of the novel and I never really felt much for the reporter, although I expected to identify with her the most. I thought her daughter’s character was the most nuanced and complex — Barclay sure understands where a woman that age is coming from — does he have daughters? But there wasn’t enough of her. Maybe the book would have been more interesting if she had been a main character, with her conflicting feelings about her mom the successful journalist?If it were 50 pages shorter, or if the time spent describing mundane tasks had instead been spent developing the characters more deeply, I think I would have enjoyed the book more.I think it would make an excellent movie....more",Notes are private!,0,2,1,not set,"Apr 11, 2020","Apr 11, 2020",,Hardcover,view (with text),/book/show/43309498-elevator-pitch
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Offshore,"Fitzgerald, Penelope",0006542565,9780006542568,0006542565,140        pp,3.59,"6,811",1979,"Sep 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like this book more too, as others have said. But I found it a little dull and the setting irritated me. I have zero interest in things naI wanted to like this book more too, as others have said. But I found it a little dull and the setting irritated me. I have zero interest in things nautical and this book failed to spark one.Our book club was divided but the wisest readers loved it.I think it’s worth trying, especially as it’s such a slim novel. ...more",Notes are private!,0,0,1,not set,"Apr 05, 2020","Apr 05, 2020",,Paperback,view (with text),/book/show/108615.Offshore
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,967",1969,Nov 1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s sacrilegious to say, I know, but I just don’t think Maya Angelou is an exceptionally fine writer. She has an interesting personal history, worth It’s sacrilegious to say, I know, but I just don’t think Maya Angelou is an exceptionally fine writer. She has an interesting personal history, worth sharing, but I think she’s weak in many ways. Here’s an example:“The earth was carpeted with a silky layer of dried grass and cotton stalks.”Does dried grass and cotton stalks sound like a silky layer to you? I feel like it would be crunchy and painful to someone walking barefoot.That’s just one sentence, but the book is plagued by too many others just like it.I think that as a book lover she sometimes let the sound of a sentence run away with her, whether or not it conveyed the right information.She uses detail poorly — only a few times did she manage to transport me to the time and place she was writing about. This book should have been gripping and instead I had to force myself to pick it up again every time I put it down.And then it just ends. Bam. No denouement, no round up or rounding off, just, okay, I’m going to stop here and try to say something momentous. Except it doesn’t feel momentous, it just falls flat.However, perversely, I would recommend this book to everyone, because it is an unflinching, eye-witness account of what it was like growing up Black in the 1930s and 1940s in the U. S. She writes honestly, I feel, without sparing herself or those around her, and she does have some insights into human behaviour that are worth reading. I learned much I did not know, and I am grateful to her for that....more",Notes are private!,0,4,1,not set,"Mar 21, 2020","Mar 21, 2020",,Paperback,view (with text),/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milkman,"Burns, Anna",0571338763,9780571338764,0571338763,352        pp,3.54,"61,597","May 15, 2018","May 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is genius but it took me two or three months to get through. I loved the humorous voice of the narrator; her incisive, incredulous voice andThis book is genius but it took me two or three months to get through. I loved the humorous voice of the narrator; her incisive, incredulous voice and miss-nothing mind. The plot didn’t do much to hurry me along was the problem, I think. This is about the interior life of a young woman living in Ireland during the Troubles, although the country is never named. I may read it again. If you’re in the mood for an original voice, a discovery, and you’re feeling patient, this book is a good choice. ...more",Notes are private!,0,4,1,not set,"Mar 18, 2020","Mar 18, 2020",,Kindle Edition,view (with text),/book/show/36047860-milkman
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",1473683017,9781473683013,B07C72YBSX,338        pp,4.02,"41,235","Mar 05, 2019","Jan 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 13, 2020",,Kindle Edition,view,/book/show/40381922-when-all-is-said
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocents,"Crummey, Michael*",,,B07NV2MMXW,293        pp,3.78,"8,710","Aug 27, 2019","Nov 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book starts well. The characters Crummey invented had the potential to become lodged in the minds of readers the way say, Owen Meany did. They werThe book starts well. The characters Crummey invented had the potential to become lodged in the minds of readers the way say, Owen Meany did. They were close to Dickensian, in fact. And then pffffft. A bunch of things happen to them, but there’s so much detail about all the work they have to do all the time just to stay alive that the book itself becomes a chore. Personally, I feel Crummey was working too hard to make it a genuinely Newfoundland book — he seems to have emptied the Dictionary of Newfoundland English into it. Some passages were so full of slang and thick with descriptions of tasks few people today are familiar with, performed with tools most people have never heard of, as to be impenetrable. Why include them? (I have heard the same complaint made of Moby Dick. So Crummey is actually in great company — Dickens AND Melville.)Too many times, Crummey builds up our expectations, only to let the story peter out instead of catch fire. I lost count of how many times they went to the berry patch.And, small point, and I might be wrong, but I was told that a tilt was something people built for temporary shelter, not anything like a house that was occupied year-round, by a family, over a period of years. How would they not freeze to death? The sex scenes were bumpy too, even though, I know, sex is hard to write. A couple of the sex scenes were infuriating, from a woman’s point of view. And, fair warning, the sex in this book will be upsetting to some readers.I feel like Crummey has the material here for a Great Novel. Instead it is a good one. Did he need more time? Another rewrite? Better editing?He has the skills and the imagination to do better, and may already have done so — I’ve not read his other, much acclaimed, novels and poetry.More educated people than I have greatly enjoyed this book, and that may properly sway you, but I would not recommend it....more",Notes are private!,0,2,1,not set,"Jan 09, 2020","Jan 09, 2020",,Kindle Edition,view (with text),/book/show/44540158-the-innocents
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Schlump: The Story of an Unknown Soldier,"Grimm, Hans Herbert",,,,309        pp,3.80,522,1928,1929,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2020",,Hardcover,view,/book/show/18368816-schlump
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret of the Old Clock        (Nancy Drew Mystery Stories, #1)","Keene, Carolyn",1557091552,9781557091550,1557091552,210        pp,3.98,"78,075",1930,"Sep 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this series when I was eight — I must have read more than a dozen in a row. But eventually even my little brain numbed to the pattern, the repI loved this series when I was eight — I must have read more than a dozen in a row. But eventually even my little brain numbed to the pattern, the repetition, the rudimentary vocabulary, and I lost interest. Big points for featuring a female lead. Points for making the books interesting to kids, but objectively speaking, they are pretty poor literature. It’s hard, reading it now, not to laugh at the highly contrived situations and outlandish coincidences. Only an innocent eight-year-old could swallow them whole, as I did then. ...more",Notes are private!,0,1,1,not set,"Jul 26, 2019","Dec 26, 2019",,Hardcover,view (with text),/book/show/32979.The_Secret_of_the_Old_Clock
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Pieces,"Field, Sally",1538763036,9781538763032,1538763036,434        pp,3.92,"35,516","Sep 18, 2018","Oct 15, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It takes her 309 pages to get to Burt Reynolds. She opens with the history of the women in her family dating back to 1800. She spends so much time on It takes her 309 pages to get to Burt Reynolds. She opens with the history of the women in her family dating back to 1800. She spends so much time on her mother the book could fairly have been called: Sally Field: My Mother and Me. That would have been greater truth in advertising. She provides fine detail about her auditions and her training as an actress, which took place so long ago it’s doubtful it’s of much use to actors starting out today and it’s not of much interest to the average reader. Not once does she provide details of how she broke up with any of the men in her life, including Burt Reynolds. They just suddenly vanish or she dispenses with them in one line.Sally Field seems not to have fully enjoyed anything in her entire life. Even her highest achievements were fraught with self-doubt and worry. She’s not light, she’s heavy, and the book is heavy. Altogether not an enjoyable read at all.I would not recommend this book to anyone. 396 pages...more",Notes are private!,0,4,1,"Nov 29, 2019",Dec 2019,"Dec 01, 2019",,Paperback,view (with text),/book/show/43886043-in-pieces
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",,,B07NVPLW2P,277        pp,3.96,"183,990","Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Kindle Edition,view,/book/show/44527740-nothing-to-see-here
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wild Game: My Mother, Her Lover, and Me","Brodeur, Adrienne*",035827267X,9780358272670,035827267X,256        pp,3.98,"30,567","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Moms are powerful people to their children and author Adrienne Brodeur’s mother was more powerful than most. Not only was she adored by her children, Moms are powerful people to their children and author Adrienne Brodeur’s mother was more powerful than most. Not only was she adored by her children, she was beautiful and capable and had a high profile career as a writer in New York City. Her daughter, like everyone else around Malabar, was blinded by her light and her charisma, in addition to the built in-blindness that kids have when it comes to their parents, at least until they become teenagers and begin to detach, a natural and necessary part of becoming an autonomous adult.But Malabar manipulates her daughter into becoming her confidante and an accomplice to her infidelity, relying so heavily on her daughter’s support that it is not until years after her own marriage founders that Brodeur is able to slowly and with great difficulty, break free.Both Brodeur’s parents were writers and she credits her stepmother with steeping her in great literature, sparking the desire in her to pursue a writing career. So it is perhaps not surprising that she has considerable skill as a writer.The book is finely wrought. It’s not the kind of shrill denunciation that made Mommy Dearest — perhaps the first modern bad-mom book — a scandal and a roaring success.Brodeur is talented and disciplined and nuanced — she fairly points out how her mother struggled with her own mother and vows to break the matrilineal chain of toxicity.It feels like she also got some superb editing. The book is well-paced and satisfying, a kind of emotional horror story that leaves you wondering to the last if Brodeur will emerge whole from her ordeal. I would recommend it.237 pages...more",Notes are private!,0,4,1,"Nov 23, 2019","Nov 24, 2019","Nov 24, 2019",,Paperback,view (with text),/book/show/48676016-wild-game
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman is in Trouble,"Brodesser-Akner, Taffy",1472267052,9781472267054,1472267052,384        pp,3.64,"81,617","Jun 18, 2019","Jun 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Forget the hype, forget the fact that it was written by a talented author — this book is numbing, and this is why — too many lists.Over and over and oForget the hype, forget the fact that it was written by a talented author — this book is numbing, and this is why — too many lists.Over and over and over again, TBA dives into paragraphs of examples of things, making the book unbearably long. “I did want it. Or I wanted it mostly. Or I wanted it in the background. Or I was bored...”This particular list goes on for nearly all of page 368, and it’s one of dozens in the book requiring discipline and patience to get through. And respect. Because TBA is an obviously talented writer and thinker and she deserves to be read seriously, but seriously? I understand her impulse as a writer to put all these beautifully sculpted sentences together on a page, but did no one in the process notice that it was too much?I barely finished this book. I nearly gave up halfway. My respect for her as a writer drove me unhappily towards the end, which is where the book began to improve.Part Three, Rachel Fleishman is in Trouble, is the strongest in the book. Why did I have to spend 292 pages with the unlikeable Toby before getting to the most interesting character — Rachel, roughed in across 100 pages? Toby starts off as a sympathetic character but he lost my affection around the time he fired the family’s long serving nanny by text in a fit of temper.TBA inverts the marital stereotype — a mother and primary bread-winner abandons the marriage and the kids instead of dad earning and abandoning the kids — making the point that in no way can women have it all as promised. The flip side of that is that neither can men, whose money is spent while they are criticized for not spending enough time with their kids because they’re out earning the money to support the family.And the plot. What plot? We spend hundreds of pages learning the minute details of Toby’s life, including everything that he orders each time he eats in a restaurant and what’s playing on the TV in the cab he takes to visit one of the women he meets online, or to go to work, or to get his kids somewhere.Here is the plot: His wife disappears but she’s not dead. Toby takes the kids to camp. He takes them to the Hamptons. He goes to work. He comes home. He adopts a dog. He thinks about sex; he has sex. And on and on and on.Overall, I would have loved this book a lot more if it were a lot less.I bet it becomes a movie — probably a good one, and I will pay to see it, but I can’t recommend this book....more",Notes are private!,0,8,3,"Nov 17, 2019not setnot set","Nov 23, 2019not setnot set","Nov 23, 2019",,Hardcover,view (with text),/book/show/45485744-fleishman-is-in-trouble
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,349","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2019",,Hardcover,view,/book/show/52476830-the-push
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebent Sinner,"Coyote, Ivan E.",1551527731,9781551527734,1551527731,224        pp,4.59,933,"Sep 25, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ivan Coyote tells stories from the heart about life as a trans person and they’re wry and funny and surprising and sad and worth reading.You can’t be Ivan Coyote tells stories from the heart about life as a trans person and they’re wry and funny and surprising and sad and worth reading.You can’t be sure where Coyote’s sentences are going to go and that’s what kept me turning the pages, consuming the book in two bites.Coyote, a former tradesperson-turned-writer in their 50s, who goes by the pronouns “they” and “their,” has kept a lifelong diary. In fact, many of the sentences sound like contemplations made at the end of a day. There’s lots of insight in this book. Coyote often speaks at schools, and encounters children struggling with their own sexuality and gender identity. “What I really wanted this kid to know is that they are going to need to somehow build up the calluses around their hearts a little. That they cannot and should not ever give up their power so easily to another, shouldn’t put any shred of their own self-worth into the sloppy hands of a stranger, or anyone.”That’s great advice.I would highly recommend this book. 219 pages...more",Notes are private!,0,1,1,"Nov 18, 2019","Nov 19, 2019","Nov 19, 2019",,Paperback,view (with text),/book/show/45045475-rebent-sinner
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,831","Mar 22, 2010","Sep 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Nov 16, 2019not set","Nov 17, 2019not set","Nov 17, 2019",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Bum in China,"Carter, Tom",1788691806,9781788691802,1788691806,132        pp,3.98,49,unknown,"Sep 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2019",,Paperback,view,/book/show/52477223-an-american-bum-in-china
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,083","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book kept me company all week long. Every day at work, I would think about the pleasure of being able to mingle with the characters again when I This book kept me company all week long. Every day at work, I would think about the pleasure of being able to mingle with the characters again when I got home. I liked this better than Olive Kitteridge. It was more accessible to me, and a novel rather than a collection of loosely connected stories. (Although at first I thought I was reading a collection of short stories.) My favourite chapters were the ones about Olive and her second husband and their deep and surprising love for one another. This is a rare book, writing about the old, the elderly and the aged, with intelligence and insight. Can Strout read minds?...more",Notes are private!,0,3,1,not set,"Nov 15, 2019","Nov 15, 2019",,Hardcover,view (with text),/book/show/43984883-olive-again
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drink : The Intimate Relationship Between Women and Alcohol,"Johnston, Ann Dowsett*",1443418803,9781443418805,1443418803,304        pp,3.74,"3,613","Sep 17, 2013","Jun 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alcohol is the new tobacco. That is one of the arguments at the heart of this meticulously researched book, written with flair by Ann Dowsett JohnstonAlcohol is the new tobacco. That is one of the arguments at the heart of this meticulously researched book, written with flair by Ann Dowsett Johnston, who was for decades one of Canada’s best magazine writers and editors, and who throughout that time, struggled with her own alcoholism.Her central message is that women are being duped by increasingly sophisticated marketing and advertising to drink away their troubles and for too many women, the drinking becomes a disease. Women don’t metabolize alcohol the way men do so the addiction can grab hold of them more quickly than it does men. Women drinking during pregnancy are giving birth to children who struggle their whole lives as a result of brain damage, often undiagnosed, sustained during their fetal development. Trauma, including sexual assault, often leads women to binge drink, which in turn puts them at risk of more trauma.Mining her own struggle with alcohol, ADJ tackles perfectionism as one of the root causes of alcoholism. Brainwashed into thinking that drinking is okay, even healthy, we aren’t doing enough as a society to regulate it, warn people of the perils of alcohol, or treat them effectively when they become ill.Legislators who rely on the backing of alcohol companies — to fund events, to fund campaigns — will not take them on.And nobody wants to be a party pooper. Drinking is fun! Right? Right?As the blurb on the back of the book says, Dowsett Johnston was the chief architect of Maclean’s magazine’s university rankings issue.She was a vice-principal of McGill University in Montreal when her world began to crumble under the weight of her own devotion to drink.I met ADJ by accident once. I was part of a committee — something to do with young writers — maybe judging a writing contest? It was long ago. I am not sure how this came up, but at one point I mentioned that I had come across a beautiful phrase in Maclean’s, about how when kids go to university, they are leaving their “uniquely calibrated worlds of home.”Suddenly a little voice piped up from the bottom of the table. “That’s my line. I wrote that.” It was Ann. She said an editor had tried to take it out of the story, because he didn’t think it meant anything. She must have fought for it to be included in the story and I am glad she did.And I am glad for this book — odd that it has so many good s and yet the first several that pop up here are bad ones — which I hope helps change the conversation around drinking and women’s health....more",Notes are private!,0,0,1,"Nov 07, 2019","Nov 09, 2019","Nov 09, 2019",,Paperback,view (with text),/book/show/21416818-drink
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fifteen Dogs        (Quincunx, #2)","Alexis, André",1552453057,9781552453056,1552453057,171        pp,3.80,"25,414","Mar 23, 2015","Apr 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dog lovers may struggle with it, because many imaginary canines died in the writing of this book, but I found it to be original and thought-provoking.Dog lovers may struggle with it, because many imaginary canines died in the writing of this book, but I found it to be original and thought-provoking. I fully entered the world of the fifteen dogs roaming High Park in Toronto, overseen by petty and temperamental gods. It’s a book about love, power and loyalty, and deeply moving. I’d highly recommend it.171 pages on luscious, acid-free paper...more",Notes are private!,0,1,1,"Nov 05, 2019","Nov 06, 2019","Nov 06, 2019",,Paperback,view (with text),/book/show/23129923-fifteen-dogs
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forty Rooms,"Grushin, Olga*",1101982330,9781101982334,1101982330,335        pp,3.87,"1,577","Feb 16, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2019",,Hardcover,view,/book/show/25716695-forty-rooms
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs Dalloway,"Woolf, Virginia",0241261791,9780241261798,0241261791,203        pp,3.79,"306,457","May 14, 1925","May 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This short book takes a long time to read. Sentences have to be read and reread before they make sense and because they are beautiful. The characters This short book takes a long time to read. Sentences have to be read and reread before they make sense and because they are beautiful. The characters are stock characters — the shiny socialite somewhat lacking in substance; the kind, average husband, startled and grateful to be married to her, incapable of deep passion; the feckless former lover, still enamoured decades later; the girl she kissed in college, now the contented mother of five sons. None of these characters are unique in the way that Ignatius J. Reilly is in A Confederacy of Dunces, or Owen Meany in A Prayer for Owen Meany. Nor did Woolf invent stream-of-consciousness writing — Proust did it earlier and more exquisitely and James Joyce is recognized as the English language master of the form. So what is it about this book that endures?Woolf wasn’t striving to create unique characters with Mrs. Dalloway, she was seeking to turn ordinary characters inside out, to expose their interior lives, including the parts they keep hidden from themselves, and to look at them through the eyes of other characters.It works best with Septimus, a WWI soldier who, like Woolf, suffers from a mental illness. (He has PTSD, she probably suffered from bi-polar disorder, which must have been terrible, with no pharmaceutical interventions available). When she describes how carefully he decides to look up, for example, unsure of whether what he will see is real or unreal — she may be drawing directly on experience, and that gives it power. At another point black cabs turn the corner like water curling around the foot of a pier. Original. I was attracted to this book because of the density of the writing, the challenge of figuring out when the thinking has segued from one character to another and what is meant by a some of the long tangles of words. It’s a puzzle and poetic. I’ve wondered whether Woolf would be known today had she not been a member of London society and owned a printing press together with her husband. Her half-brother published her first book.But I am glad she was published. Her writing has undeniable power, beginning with that commanding first sentence: Mrs. Dalloway said she would buy the flowers herself. I’d recommend it. 193 pages (Reads like 400!)...more",Notes are private!,0,9,1,not set,"Nov 02, 2019","Nov 02, 2019",,Mass Market Paperback,view (with text),/book/show/29777068-mrs-dalloway
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Out,"Moore, Demi",0062049534,9780062049537,0062049534,262        pp,3.91,"42,956","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love a good Hollywood memoir and I’ve always liked Demi Moore. I thought she was a strong woman and a feminist by example, living her best life. SheI love a good Hollywood memoir and I’ve always liked Demi Moore. I thought she was a strong woman and a feminist by example, living her best life. She pushed against the boundaries of acceptable behaviour for women: With the movie “About Last Night,” where she played a woman conducting a one-night stand; with the powerful photo of her naked and hugely pregnant, on the cover of Vanity Fair; and even though it sounds small, it’s not — with her short hair, signalling that she was going to do what she wanted to do, when she wanted to do it. She became the highest paid woman in Hollywood because she demanded to be paid well — her movies were enormously commercially successful and she was headlining them — she deserved it. But even while she was being paid $12 million, her husband, Bruce Willis, was pulling down $20 million. She was a great actress. She was mesmerizing in Ghost, which has become a classic. She was fantastic in G.I. Jane, a hugely underrated movie. She literally trained like a Navy SEAL for that one. It wasn’t quite all that behind the scenes. She could never be herself for long in her relationships with men. Inevitably she became the pleaser in the relationship, the fixer, an emotional contortionist without enough courage or even the vocabulary to voice her owns needs. And yet it’s incredible that a woman whose mother sold her for sex to a predator — for $500 — achieved anything at all.My favourite parts in the book were when she discussed how she got selected for movies and what it was like to film them. She once told a director not to say another word about her body! I feel like she and Bruce Willis signed NDAs not to speak about their relationship, there is so little detail about them. But somehow it’s enough.I felt terribly for her as she recounted how her relationship with Ashton Kutcher failed and how as it failed she did the exact wrong thing, becoming needier and trying to please him instead of investing in her own life. She alienated her children. They didn’t speak to her for two years. I can’t imagine the pain. At the same time, I feel like she was holding back a bit on the details of that, but people are entitled to their privacy, even in a memoir. In the end, I felt like I’d had a long conversation with an actress I’ve always admired and that she was as open as she wanted to be, which was fine by me.I’d recommend this book to people like me, who have an interest in Hollywood and its denizens and the emotional stories behind great movies.262 pages...more",Notes are private!,0,3,1,"Oct 24, 2019","Oct 24, 2019","Oct 25, 2019",,Hardcover,view (with text),/book/show/45167624-inside-out
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homes: A Refugee Story,"Rabeeah, Abu Bakr al",1988298288,9781988298283,1988298288,220        pp,4.28,"7,873","May 01, 2018","May 01, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn’t a bad book, but it’s not an artful one.I read it because I love biographies and memoirs, no matter how simple or guilelessly they may be wrThis isn’t a bad book, but it’s not an artful one.I read it because I love biographies and memoirs, no matter how simple or guilelessly they may be written. This one was written by a high school student in Edmonton and his English teacher, so, pretty high on the simple and guileless scale. It was interesting enough, but it lacked detail in critical areas. While we got to know something of the writer’s inner life, the women in this book are mute and unknown. It’s billed as the story of a refugee, but the story focuses, for about 90 per cent of the book, on the family’s life in Iraq, then Homs, then Damascus, back to Homs and then to Edmonton. That too, is part of the problem; the book plods faithfully in the footsteps that the family took and there is much repetition and only the smallest of narrative arcs. It’s a bit like someone telling you what happened on every day of their vacation. The book could have spent another 100 pages on adjusting to life in Edmonton, with far more detail, and would have been better for it.Having said all that, this book is better than it might have been. It takes grit and skill and determination, perseverance, to write a book and the English teacher who pushed it through should feel proud for having done it and for getting this story into print.The writer’s innately joyful and optimistic world view, his simple love of family, are all endearing qualities. This book is a quick read and I would recommend it to anyone — in particular young adults — trying to get a sense of what it’s like to have to flee the country you love and start over in a completely foreign world....more",Notes are private!,0,1,1,not set,"Oct 19, 2019","Oct 19, 2019",,Paperback,view (with text),/book/show/37905735-homes
