,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolanta (knygupė)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Tour,"Watson, Andi",1603094792,9781603094795,1603094792,272        pp,3.49,"2,458","Feb 15, 2019","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5*",Notes are private!,0,3,1,not set,not set,"Nov 29, 2021",,Paperback,view (with text),/book/show/52655096-the-book-tour
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orwell's Roses,"Solnit, Rebecca",,,,320        pp,4.17,"3,673","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Orwellas ir rožės.  Viena iš tų maloniai nustebinančių knygų. JAV rašytoja ir kovotoja už žmogaus teises Rebecca Solnit apžvelgia britų rašytojo, antiOrwellas ir rožės.  Viena iš tų maloniai nustebinančių knygų. JAV rašytoja ir kovotoja už žmogaus teises Rebecca Solnit apžvelgia britų rašytojo, antifašisto George Orwello biografiją. Jo asmeninį gyvenimą, politinius ir socialinius įsitikinimus, jų kaitą, jo kūrybą ir didžiulę aistrą gamtai, sodininkystei ir rožėms. Žodžiu - autorė, analizuodama jo kūrybą, kritikuoja totalitarizmą ir aršųjį kapitalizmą. Kartu tai labai keistas skaitinys. Mano skoniui, vietomis per toli nuklejojantis į gėlių simboliką menuose.  Tačiau skaityti tikrai verta. [image]Rožių krūmelis prie George Orwello (tikras vardas - Eric Arthur Blair) kapo. ...more",Notes are private!,0,12,1,"Nov 27, 2021","Nov 30, 2021","Nov 27, 2021",,Hardcover,view (with text),/book/show/56557019-orwell-s-roses
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Persistent Gappers of Frip,"Saunders, George",1932416374,9781932416374,1932416374,84        pp,4.12,"3,995","Nov 24, 2000","Mar 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Illustrations - 5* Story - 2,9*",Notes are private!,0,0,1,not set,not set,"Nov 24, 2021",,Hardcover,view (with text),/book/show/28748.The_Very_Persistent_Gappers_of_Frip
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Palace of Illusions,"Divakaruni, Chitra Banerjee*",0385515995,9780385515993,0385515995,360        pp,4.20,"52,075","Feb 12, 2008","Feb 12, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Garsusis senovės indų epas ""Mahabharata"" perpasakotas iš moters perspektyvos.Man jau seniai buvo labai smalsu susipažinti su ""Mahabharata"", datuojama Garsusis senovės indų epas ""Mahabharata"" perpasakotas iš moters perspektyvos.Man jau seniai buvo labai smalsu susipažinti su ""Mahabharata"", datuojama tarp 6000-5000 pr. m. e., jos veikėjais, simbolika, istorijomis. Tačiau tikrai žinojau, jog neišdrįsiu imtis šios epinės poemos. Tad šis romanas man buvo kaip tik. Dabar net aišku kur tų indiškų melodramų populiarumo šaknys. ;)) Pasak autorės, Indijos vaikai auga su šio epo istorijomis ir rašytoja buvo ne išimtis. [image]Princesė Draupadi - svarbiausia poemos moteris, ištekinta vienu metu už penkių Pandavos brolių. [image]Žaidžiant kauliukais Draupadi buvo pralošta savo sutuoktinių ir viešai pažeminta Kauravų klano vyrų. 12 metų ji su savo vyrais gyvena tremtyje ir skurde. Jiems atgavus galias prasideda didysis Kurukšetros mūšis. Uhhh...O kur dar Karnos slapta meilė Draupadi. Jis, kaip vėliau paaiškėja, buvo nesantuokinis vyriausias Pandavos brolių motinos sūnus. Tik gimęs, paslapčia buvo įmestas su krepšiu į upę, bet išgelbėtas ir tapo kariu savo brolių priešininkų stovykloje. Skamba labai melodramatiškai, iš dalies - taip ir yra. Tačiau po visu tuo tetrališkumu glūdi įdomios ir svarbios temos. Iliuzinė pasirinkimo galimybė, lemties (ne)suvokimas ir (ne)priėmimas, pergalės kartėlis ir viena iš svarbiausių - moters vaidmuo, padėtis ir likimas patriarchaliniame pasaulyje.Beje, nors ir domiuosi Indijos kultūra, skaityti romaną nebuvo lengva. Man buvo per didelė koncentracija tų sunkiai įsimenamų archajiškų vardų, kultūriškai svetimų simbolių, persikūnijimų, dievybių. Bet poetiška Divakaruni proza labai džiugino. Suskaičiau knygą su malonumu....more",Notes are private!,0,10,1,"Nov 25, 2021","Dec 04, 2021","Nov 24, 2021",,Hardcover,view (with text),/book/show/1774836.The_Palace_of_Illusions
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. March,"Feito, Virginia",1631498614,9781631498619,1631498614,304        pp,3.25,"21,089","Aug 05, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF at 50%,Notes are private!,0,1,0,not set,not set,"Nov 24, 2021",,Hardcover,view (with text),/book/show/55298324-mrs-march
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Cease to Understand the World,"Labatut, Benjamín",1681375664,9781681375663,1681375664,192        pp,4.14,"36,010",2019,"Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[...] 'It was not politicians who would destroy the planet [...] but scientists like them who were ""marching like sleepwalkers towards the apocalypse""[...] 'It was not politicians who would destroy the planet [...] but scientists like them who were ""marching like sleepwalkers towards the apocalypse"".' Man seniai neduodančios ramybės mintys suguldytos tokiu fantastišku pavidalu. Esu apšalus iš laimės, nors skaitymas buvo vienas iš labiausiai varginančių. Matematika, fizika, chemija man yra kosmosų kosmosas, o šis beveik negrožinis romanas kupinas detalių šių mokslų atradimų aprašymais. Man ši knyga - apie mokslinius atradimus, kurie pakenkė ir vis dar kenkia žmonėms ir apskritai visoms gyvybės formoms Žemėje, apie mokslininkų (ne)atsakomybę, apie net jų pačių limituotą suvokimą ir apskritai suvokimo ribas... [...]'Professor, when did all this madness begin? When did we cease to understand the world?'...more",Notes are private!,0,28,1,"Dec 09, 2021","Dec 09, 2021","Nov 22, 2021",,Paperback,view (with text),/book/show/58191443-when-we-cease-to-understand-the-world
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor's Babe,"Evaristo, Bernardine",0142001716,9780142001714,0142001716,272        pp,3.67,"3,581",2001,"Feb 24, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,Paperback,view,/book/show/702626.The_Emperor_s_Babe
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Snow Landscape,"Walser, Robert",1681375222,9781681375229,1681375222,176        pp,3.90,127,"Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,Paperback,view,/book/show/55680768-little-snow-landscape
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,979","Nov 02, 2021","Aug 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romanas apie meilę, kuri ir be karinio konflikto (vykusio Kipre tarp 1964-1975 metų) fono pakankamai komplikuota, o kai kuriems veikėjams - tragiška. Romanas apie meilę, kuri ir be karinio konflikto (vykusio Kipre tarp 1964-1975 metų) fono pakankamai komplikuota, o kai kuriems veikėjams - tragiška. Labai patiko Figa (medis), kaip kokia Elif Shafak avatarė - pasakojanti dalį šios istorijos. Kas kliuvo? Sentimentalumas ir nepavykęs, mano galva, noras apžioti daug temų. Dar, žinoma, prisidėjo tai, kad mane sužavėjo autorės ""10 minučių 38 sekundės šiame keistame pasaulyje"". Tai šioji buvo didelis nusivylimas....more",Notes are private!,0,10,1,"Nov 21, 2021","Nov 25, 2021","Nov 20, 2021",,Hardcover,view (with text),/book/show/56587382-the-island-of-missing-trees
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World War C: Lessons from the Covid-19 Pandemic and How to Prepare for the Next One,"Gupta, Sanjay",198216610X,9781982166106,198216610X,290        pp,4.06,841,unknown,"Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,3,1,"Nov 18, 2021","Nov 20, 2021","Nov 18, 2021",,Hardcover,view (with text),/book/show/56898233-world-war-c
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabinet,"Kim, Un-Su",0857669176,9780857669179,0857669176,304        pp,3.54,"4,338",2006,"Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5*""We're all riding the same subway train!""Eilinis eilinio Seulo ofiso darbuotojas Mr Kong spintelėje Nr.13 užtinka labai jau keistų žmonių grupės i3.5*""We're all riding the same subway train!""Eilinis eilinio Seulo ofiso darbuotojas Mr Kong spintelėje Nr.13 užtinka labai jau keistų žmonių grupės istorijų aplankus. Beskaitynėdamas juos jis greit įsivelia į paslaptingą trilerį...Kaleidoskopinis Pietų Korėjos rašytojo romanas, apdovanotas prestižine Munhakdonge literatūrine premija. Mano galva, jis labai charakteringas šio regiono (P. Korėjos, Japonijos) šiuolaikinei literatūrai - kur susipina realybė, fantastika, absurdas ir visokie kitokie keistumai. Čiūdni 13-tos spintelės radiniai-bylutės: apie merginą, kuriai po liežuviu apsigyvena driežas, apie vyrą įsimilėjusį kačių mylėtoją ir svajojantį pavirsti katinu, apie žmogeliuką, kuriam iš mažojo piršto auga ginko meds ir taip toliau ir panašiai. Jei kils mintis - o tai koks tų istorijų moralas? autorius atsako - 'That there is no moral of the story - that's the moral of the story' (The Clock of Babel). Artimas man pasirodė ;) skyrelis apie ateivius ""Alien RADCOM' :'The members of Alien RADCOM didn't break their backs to achieve success on Earth. This place was neither their home nor where they wanted to build a life. Earth was nothing more than an alien planet to them. Just like we humans would never waste our time trying to become famous among a group of monkeys, they felt no need to do so here on Earth.'Kažkaip smagiai man skaitėsi šis tikrai weird, pilnas (gal kiek ir banalokų) metaforų romanas apie dažnai mums atrodančią nuobodžią, monotonišką kasdienybę, apie darbų rutinos klaikumą, apie didmiesčių (nors gal nebūtinai tik jų) gyventojų buitinį ir egzistencinį vienišumą ir apskritai apie gyvenimo absurdą. Bent aš taip ją perskaičiau. Suapvalinu link 4*, nes labai jau tiko man į nuotaiką ;) ...more",Notes are private!,0,5,1,"Nov 16, 2021","Nov 19, 2021","Nov 16, 2021",,Paperback,view (with text),/book/show/56353777-the-cabinet
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,499","Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*Toksiškų santykių memuarai. 'If you are silent about your pain, they'll kill you and say you enjoyed it.' -Zora Neale Hurston Susigundžiau šia kny3,5*Toksiškų santykių memuarai. 'If you are silent about your pain, they'll kill you and say you enjoyed it.' -Zora Neale Hurston Susigundžiau šia knyga, nes man labai patiko autorės apsakymų rinkinys Her Body and Other Parties. Skaitėsi šie memuarai, lyg koks romanas. Dar patiko konstrukcija, elegantiškas stilius ir iškalbingi skyrių pavadinimai: Dream House as Noir, Dream House as Sci-Fi Thriller, Dream House as Soap Opera, Dream House as Comedy of Errors, Dream House as Naming the Animal, Dream House as Double Cross, Dream House as Plot Twist.... Vienintelis dalykas man kliuvo - pritrūko jausmo. Per ramus man šis monologas pasirodė. Likau lyg už neperšaunamo stiklo, gaila. Iš kitų panašių skausmo memuarų šie išsiskiria tuo, jog autorė kalba apie smurtavimą lesbiečių poroje. Patiko, jog autorė drįsta laužyti stereotipus....more",Notes are private!,0,15,1,"Nov 14, 2021","Nov 16, 2021","Nov 14, 2021",,Hardcover,view (with text),/book/show/43317482-in-the-dream-house
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Today a Woman Went Mad in the Supermarket: Stories,"Wolitzer, Hilma*",1635577624,9781635577624,1635577624,208        pp,3.76,"3,704","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Hardcover,view,/book/show/55891837-today-a-woman-went-mad-in-the-supermarket
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ėko,"Papievis, Valdas",,9786098222340,,136        pp,3.60,72,"May 07, 2021","May 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pirma pažintis su Valdu Papieviu. Sumišę jausmai. Ir patiko ir ne. Patiko nuotaika ir savita sakinių konstrukcija. Šiaip jau, aš mėgaujuosi knygomis, Pirma pažintis su Valdu Papieviu. Sumišę jausmai. Ir patiko ir ne. Patiko nuotaika ir savita sakinių konstrukcija. Šiaip jau, aš mėgaujuosi knygomis, kuriose nieko per daug ne(į)vyksta, o labiau būnama. Ši - kaip tik tokia. Yrantis Paryžius, civilizacija, pasaulis...ir mes jame su savo nerimu ir viltimi. Gražu. Bet manęs kažkodėl nekabino. Ir ta liepsnojanti Paryžiaus Katedra man taip čia netiko. Tačiau tikrai skaitysiu Valdą Papievį toliau. Jaučiu nepaaiškinamą trauką autoriui :)...more",Notes are private!,0,13,1,"Nov 14, 2021","Jan 13, 2022","Nov 14, 2021",,Hardcover,view (with text),/book/show/57902049-ko
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Зеленый шатер,"Ulitskaya, Lyudmila",,9785699477104,5699477101,592        pp,4.06,"4,046",2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2021",,Hardcover,view,/book/show/10354767
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apie skaitymą,"Proust, Marcel",9786098280,,,84        pp,3.67,"2,812","Jun 15, 1905","May 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Nov 11, 2021","Nov 11, 2021","Nov 11, 2021",,Paperback,view,/book/show/58086433-apie-skaitym
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aštuoni lapai,"Pūkelevičiūtė, Birutė",,,,235        pp,4.16,49,1956,1992,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5*Kontraversiškai vertinama poetė, prozininkė, dramaturgė, režisierė ir aktorė Birutė Pūkelevičiūtė (1923–2007). 1944 m. pasitraukė į Vokietiją, vėl4,5*Kontraversiškai vertinama poetė, prozininkė, dramaturgė, režisierė ir aktorė Birutė Pūkelevičiūtė (1923–2007). 1944 m. pasitraukė į Vokietiją, vėliau i Kanadą, o 1965 m. persikėlė į JAV. 1998-aisiais grįžo į Lietuvą ir iki mirties gyveno Vilniuje.Autore susidomėjau perklausiusi tinklalaidę Pirmas sakinyshttps://www.lrt.lt/mediateka/irasas/2...Labai gyvai ir detaliai aprašomas prieškarinis Kaunas. Tad kauniečiams ši knyga turėtų būti labai ypatinga. Man, ne kaunietei, širdį virpino kiti dalykai. Pirmiausia - nesvietiškai graži kalba.  Antra -  labai stipriai, be verkšlenimų, daugiau nutylint, nei kalbant - apie klaikias moterų patirtis, tik ką tarybinių karių užimtame Gdanske. Visus tuos knygos skyrius skaičiau su gumulu gerklėje. Romanas sukonstruotas beveik juoda-balta principu. Idiliška prieškario Lietuva - raudonojo amaro visagriaunanti jėga. Tas dvi dalis jungia Didžiosios Savaitės nuotaika, kuri mano skoniui buvo per daug nusaldinta - ypač paskutiniame skyriuje. Tačiau nepaisant per daug romantizuoto prieškario Lietuvos portreto ir to stipriai sentimentalaus religinio jausmo (ah, tas paskutinis skyrius) manau, kad tai būtinas skaitinys kiekvienam lietuviui. Būtinas skaitinys kiekvienam....more",Notes are private!,0,35,1,"Dec 11, 2021","Jan 05, 2022","Nov 11, 2021",,Paperback,view (with text),/book/show/18047473-a-tuoni-lapai
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Breed: What Our History with Animals Reveals about Our Future with Robots,"Darling, Kate",1250296102,9781250296108,1250296102,336        pp,4.00,327,unknown,"Apr 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*[...] 'we need to move beyond the idea that robots are here to replace humans and understand that our past, current, and future relationships are 3,5*[...] 'we need to move beyond the idea that robots are here to replace humans and understand that our past, current, and future relationships are more complex than that. Yes, having robots may bridge a need for connection in cases where other connections aren't possible. But the most likely and ideal case, just like we're seen with our pets, is that robots will become a new type of relationship altogether.'Ši knyga - apie robotus/dirbtinį intelektą (DI), apie mūsų ryšius su jais, tame tarpe ir emocinius. Įdoms rakursas - robotų lyginimas su mūsų prijaukintais gyvūnais - naudai, pramogai, komfortui. Šiuos ryšius autorė apžvelgia istoriškai, analizuoja, lygina juos su robotais ir DI. Knygoje šiai naujai neorganiniai rūšiai autorė ir advokatauja. Ji dirba MIT Media laboratorijoje, kur fokusuojasi į robotų etiką. Štai prašau jums ir Azimovas. Man labai patiko Kate Darling įžvalgos apie mūsų psichologiją auginamų namuose gyvūnų atžvilgiu ir besimezgančius ryšius su robotais. Jos laboratorijoje daryti eksperimentai su robotukais-dinozaurais - labai iškalbingi. Niekam nekilo ranka mušti (buvo duota tokia užduotis) neseniai vaikštinėjusio ir mielus garsus leidusio gyvio. Ačiūdiev, vis garsiau kalbama apie gyvūnų teisę. Turėkim omeny, kad ateityje bus ir DI teisė. Ir tai yra normalu, bet, damn, kaip klaikiai tai skamba, kuomet daug kur elementarios žmogaus teisės yra ignoruojamos. Negaliu sakyti, kad autorė pakeitė mano požiūrį į DI ir robotus apskritai. Aš jį pradėjau keisti jau palyginus senokai. Gal nuo Azimovo skaitymo laikų. Tačiau kai kurios mintys buvo netikėtos. Mėgstu mintinius netikėtumus. Summa summarum, būtų dar labaiu patikusi, jei būtų geriau parašyta. Tema mane labai domina, bet tekstas, mano galva, tiesiog nesutvarkytas. Ypač nervino autorės nuklydimai į naminių gyvūnų ir augintinių labai ilgas istorijas ir šiaip visokie pasikartojimai. Tikrai jautėsi autorės dalyko išmanymas, bet rašytoja iš jos nekokia. Tačiau skaityti vis tiek verta - gausu įdomios informacijos.[image]...more",Notes are private!,0,17,1,"Nov 13, 2021",Dec 2021,"Nov 09, 2021",,Hardcover,view (with text),/book/show/49672266-the-new-breed
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Know You Remember        (High Coast, #1)","Alsterdal, Tove",0063115069,9780063115064,0063115069,356        pp,3.67,"5,780","Oct 13, 2020","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.9*,Notes are private!,0,4,1,"Nov 09, 2021","Nov 10, 2021","Nov 09, 2021",,Hardcover,view (with text),/book/show/56470418-we-know-you-remember
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abundance,"Guanzon, Jakob",1665173653,9781665173650,1665173653,unknown,3.86,"1,631","Mar 02, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stiprus socialinis realizmas.3.9*,Notes are private!,0,1,1,"Nov 07, 2021","Nov 08, 2021","Nov 07, 2021",,Audio CD,view (with text),/book/show/57900464-abundance
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Soul,"Tokarczuk, Olga",1644210347,9781644210345,1644210347,48        pp,4.33,"3,139","Oct 26, 2017","Feb 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Iliustracijos - 5*,Notes are private!,0,10,1,"Nov 07, 2021","Nov 07, 2021","Nov 06, 2021",,Hardcover,view (with text),/book/show/53377292-the-lost-soul
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pen and Mouse: Commercial Art and Digital Illustration,"Hyland, Angus",0823039889,9780823039883,0823039889,144        pp,5.00,3,Jun 2001,"Jun 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Nov 05, 2021",,Paperback,view,/book/show/1145105.Pen_and_Mouse
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Caves of Steel        (Robot, #1)","Asimov, Isaac",,,,206        pp,4.19,"100,661",Oct 1953,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Nov 02, 2021","Nov 03, 2021","Oct 31, 2021",,Mass Market Paperback,view,/book/show/41811.The_Caves_of_Steel
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Malady of Death,"Duras, Marguerite",0802130364,9780802130365,0802130364,60        pp,3.82,"2,902",1982,Feb 1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2021",,Paperback,view,/book/show/40464.The_Malady_of_Death
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs for the Flames: Stories,"Vásquez, Juan Gabriel",0593190130,9780593190135,0593190130,256        pp,4.02,926,Nov 2018,"Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,0,6,1,"Oct 30, 2021","Oct 31, 2021","Oct 30, 2021",,Hardcover,view (with text),/book/show/56020499-songs-for-the-flames
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Labyrinth: An Existential Odyssey with Jean-Paul Sartre,"Argon, Ben*",1419740024,9781419740022,1419740024,160        pp,3.81,258,"Apr 14, 2020","Apr 14, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Smagus komiksas supažindinantis su Jean-Paul Sartre egzistencializmu. Patiko idėja - žiurkės labirinte. Viena iš jų laksto paskui sūrį, kita (arba kitSmagus komiksas supažindinantis su Jean-Paul Sartre egzistencializmu. Patiko idėja - žiurkės labirinte. Viena iš jų laksto paskui sūrį, kita (arba kitas tos pačios žiurkės AŠ) ragina į viską pažiūrėt kitu kampu. Labai fainas knygos apipavidalinimas. Skriptų grafika - pusė velnio. [image]...more",Notes are private!,0,10,1,"Nov 02, 2021","Nov 03, 2021","Oct 29, 2021",,Hardcover,view (with text),/book/show/50158197-the-labyrinth
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lovers on All Saints' Day: Stories,"Vásquez, Juan Gabriel",1594634270,9781594634277,1594634270,272        pp,3.48,570,"Apr 01, 2001","Jul 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2021",,Paperback,view,/book/show/29734996-lovers-on-all-saints-day
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meilė,"Buzzati, Dino",998674556X,,,245        pp,3.84,"5,613",Mar 1963,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2021",,Hardcover,view,/book/show/23567788-meil
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Right to Sex: Feminism in the Twenty-First Century,"Srinivasan, Amia",0374721033,9780374721039,,304        pp,4.25,"9,231","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amia Srinivasan gimusi Bahraine, augusi Londone, Niujorke, Singapūre, Taivane, dabar dėsto socialinius ir politinius mokslus All Souls koledže (OksforAmia Srinivasan gimusi Bahraine, augusi Londone, Niujorke, Singapūre, Taivane, dabar dėsto socialinius ir politinius mokslus All Souls koledže (Oksfordo Universitetas). Knyga sudaryta iš šešių esė feminizmo tema: The Conspiracy Against Men; Talking to My Students About Porn; The Right to Sex; Coda: the Politics of Desire; On Not Sleeping with Your Students; Sex, Carceralism, Capitalism; Autorė nagrinėja prostituciją, porno verslą, prievartą, skurdą. Įvardindama tai, kaip spąstus.  Man buvo įdomūs jos įžvalgų kampai - apie seksą ir jo troškimą, pasvarstymai apie sekso ateitį. Kas man labiausiai patiko, kad autorė žvelgia į visas tas problemas daug giliau. Visada yra svarbu suvokti priežastis, kad būtų galima kovoti su pasekmėmis. Labai rekomenduoju. Šią tikrai reikėtų versti į lietuvių kalbą. 'There is a paradox in powerlessness. Collectivized, articulated, and represented, powerlessness can become powerful. This is not in itself a bad thing. But with new power come new difficulties and new responsibilities. This is especially true for those whose acquisition of power rests on their ethical authority: on their promise to bring into being something new and better. Feminists need not abjure power --it is, in any case, too late for that --but they must make plans for what to do when they have it. Too often, feminists with power have denied their own entanglement with violence, acting as if there were no hard choices to be made: between helping some and harming others, berween symbolism and efficacy, between punishment and liberation.It is often the case that those with power are the ones least capable of seeing how it should be wielded. But this needn't be, for feminists at least, a cause for despair. Feminism is a movement. In it there have always been, always are, those for whom power remains elusive --those who have still not won, those for whom winning so far means surviving. It is these women, at the sharp end of power, to whom the rest of us must turn, and then, turning, follow.'https://www.lrb.co.uk/the-paper/v40/n......more",Notes are private!,0,8,1,"Oct 27, 2021","Nov 28, 2021","Oct 27, 2021",,ebook,view (with text),/book/show/56347680-the-right-to-sex
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artforum,"Aira, César",0811229262,9780811229265,0811229262,80        pp,4.07,446,Oct 2014,"Mar 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mane Aira visada įvaro į kampą. 'It might seem like nothing. After all, nothing horrible happened to me; but I don't need to compare my problem with tMane Aira visada įvaro į kampą. 'It might seem like nothing. After all, nothing horrible happened to me; but I don't need to compare my problem with those of so many people who have really serious ones. There is, however, always a lack of proportion when it comes to the human soul. Moreover, melancholy as an effect is neither great nor small, important nor insignificant, serious nor frivolous; it's more like nothingness. It's not so much that it doesn't have any attributes as that it dilutes all of them in an impenetrable fog.'Visas šis trumputis (82 p.) fragmentiškas pasakojimas sukasi apie žmogų apsėstą aistros meno žurnalui ""Artforum"".Kas labai svarbu mums, kitiems tai - niekas. ...more",Notes are private!,0,9,1,"Oct 28, 2021","Oct 31, 2021","Oct 26, 2021",,Paperback,view (with text),/book/show/46041172-artforum
