,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sirpa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Summer of My German Soldier        (Summer of My German Soldier, #1)","Greene, Bette",0440900565,9780440900566,0440900565,203        pp,3.69,"17,259",1973,"Dec 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 09, 2011",,Mass Market Paperback,view,/book/show/18580.Summer_of_My_German_Soldier
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Weed That Strings the Hangman's Bag        (Flavia de Luce, #2)","Bradley, Alan*",0385342314,9780385342315,0385342314,364        pp,3.99,"55,809","Mar 09, 2010","Mar 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A slow beginning, but once the second half rolled around, the story took off just like it's heroine's bicycle. Flavia is a young Julia Grey. :)A slow beginning, but once the second half rolled around, the story took off just like it's heroine's bicycle. Flavia is a young Julia Grey. :)...more",Notes are private!,0,0,1,not set,"Feb 08, 2011","Feb 08, 2011",,Hardcover,view (with text),/book/show/6777616-the-weed-that-strings-the-hangman-s-bag
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,B000OVLINI,506        pp,4.30,"635,424",May 2001,"Feb 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2021","Jul 13, 2021","Jan 29, 2011",,Kindle Edition,view,/book/show/6563622-the-shadow-of-the-wind
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,766","May 05, 1998","Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My son-in-law is hiking the Appalachian Trail next year. It will take six months and is over 2,000 miles! He gave me this book to read (I think in hopMy son-in-law is hiking the Appalachian Trail next year. It will take six months and is over 2,000 miles! He gave me this book to read (I think in hopes of persuading my daughter to go with him!) and Bill Bryson, the author, is hilarious. On the other hand, I don't know if Bryson intended to paint such a scary view of the possibilities of hiking one of America's longest trails, but this book, despite it's humorous approach, defines many of the real hazards of hiking through a wilderness. Bryson has a way of making stories out of the most simple situations. Recommended for oudoor enthusiasts or those who dream of being such, as well as those who just want to laugh at funny characters....more",Notes are private!,0,0,1,"Jan 25, 2011","Feb 05, 2011","Jan 25, 2011",,Mass Market Paperback,view (with text),/book/show/9791.A_Walk_in_the_Woods
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkable Creatures,"Chevalier, Tracy*",0007178379,9780007178377,0007178379,352        pp,3.88,"51,261",2009,"Aug 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I worked for the Canadian Geological Survey through college, including summers spent on location at micropaleontological ""digs"" in the wilds of the PaI worked for the Canadian Geological Survey through college, including summers spent on location at micropaleontological ""digs"" in the wilds of the Pacific Northwest coastline. I even discovered an Oligocene crab that was handed to my crew boss and written up in a science journal! So, this was a book that filled in lives that I have wondered about. Loved the account of these women who were ahead of their time, and thinking about the remarkable creatures that challenged their understanding of the earth's evolution. ...more",Notes are private!,0,0,1,"Jan 09, 2011","Jan 19, 2011","Jan 09, 2011",,Hardcover,view (with text),/book/show/6457081-remarkable-creatures
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monkey Bridge: A Novel,"Cao, Lan*",0140263616,9780140263619,0140263616,260        pp,3.47,"1,272",1997,"Jun 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having grown up with the Vietnam War, I really have been surprised by how little we were told about the culture and the displacement that occured withHaving grown up with the Vietnam War, I really have been surprised by how little we were told about the culture and the displacement that occured with the split of the country into two. As a Canadian at the time, I heard of peace protests and encountered draft dogers in Vancouver while I went to university. Photos in the media captured a little of the agony and suffering of the Vietnamese people as well as the confusion, loss, and anger of GIs who returned, not as heros, but as a lost generation. The war became synonomous with a national fiasco, it seemed. The Americans wanted out and and the faithful soldiers with PTS who couldn't reintegrate became an embarassment to the government. This book was recommended at NCTE this past fall.Just finished it and have to say that it has been, surprisingly, one of the most moving books that I have read for quite some time. Th relationship between Mai and her mother is extraordinarily drawn, a stifled whisper, where there should have been much more. How odd our relationships can be, and to what lengths mothers go to protect their children. Succulent images of the beauty that was Viet Nam as well as the terror that is war. Not for every reader, but with this who are interested in the history of the era and family memoir, this one will linger....more",Notes are private!,0,0,1,"Jan 09, 2011","Jan 12, 2011","Jan 09, 2011",,Paperback,view (with text),/book/show/374928.Monkey_Bridge
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dynasty of the Holy Grail: Mormonism's Sacred Bloodline, Revised & Enlarged Edition","Swanson, Vern G.",1462111742,9781462111749,1462111742,576        pp,3.88,40,"Jun 30, 2006","Nov 12, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vern Swanson has a Ph.D. and is the curator of the Springville Museum of Art. He presented some of this material at a BYU symposium several years ago Vern Swanson has a Ph.D. and is the curator of the Springville Museum of Art. He presented some of this material at a BYU symposium several years ago but this book is the result of decades of pondering about the revelations, histories, and legends, that surround the birth and lineage of Jesus and Christ. As Swanson states at the end of the book, this is a hefty ""tome"" with a great deal of piecing together of what ""could have happened."" Many of the thoughts that he proposes debunk more popular approaches such as the ""Da Vinci Code"" and help shed a lot of light and offer much food for thought. I know that this book will prove controversial for some, but like another of my favorites, Rough Stone Rolling,"" it is recommended for those who enjoy thinking and putting pieces of the proverbial puzzle together....more",Notes are private!,0,1,1,"Dec 30, 2010","May 29, 2011","Dec 30, 2010",,Hardcover,view (with text),/book/show/146280.Dynasty_of_the_Holy_Grail
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent on the Moor        (Lady Julia Grey, #3)","Raybourn, Deanna*",0778326144,9780778326144,0778326144,465        pp,4.02,"14,421","Feb 24, 2009","Feb 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite of the novels so far. What could be more entertaining in a romance than mysterious gypsy pronouncements, a dark and brooding love interestMy favorite of the novels so far. What could be more entertaining in a romance than mysterious gypsy pronouncements, a dark and brooding love interest, the danger of the northern British moors, a semi-deserted manor, a family with secrets, an Egyptian mummy, and a strong, feisty heroine . . .? Delightful....more",Notes are private!,0,0,1,not set,"Dec 29, 2010","Dec 30, 2010",,Paperback,view (with text),/book/show/4728979-silent-on-the-moor
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent in the Sanctuary        (Lady Julia Grey, #2)","Raybourn, Deanna*",0778326039,9780778326038,0778326039,489        pp,4.05,"17,200","Dec 28, 2007","Jan 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love the dialogue in the books. Lady Julia Gray is perfect relaxation reading -- a little bit of romance, a mystery to solve, and well-drawn characterLove the dialogue in the books. Lady Julia Gray is perfect relaxation reading -- a little bit of romance, a mystery to solve, and well-drawn characters. :)...more",Notes are private!,0,0,1,not set,"Dec 24, 2010","Dec 30, 2010",,Mass Market Paperback,view (with text),/book/show/6217813-silent-in-the-sanctuary
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sir Gibbie        (Sir Gibbie, #1)","MacDonald, George",1406923397,9781406923391,1406923397,unknown,4.32,"1,794",1879,"Nov 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Possibly one of my favorite books of all time. Thoughtful, old-fashioned, and at time difficult to read due to the heavy Scottish brogue in the dialogPossibly one of my favorite books of all time. Thoughtful, old-fashioned, and at time difficult to read due to the heavy Scottish brogue in the dialogue. Is Gibbie as a character, too good to be true? Of course. But MacDonald uses him to advantage to teach his readers the Christian way of life....more",Notes are private!,0,3,1,"Nov 24, 2010","Dec 16, 2010","Nov 24, 2010",,Paperback,view (with text),/book/show/541924.Sir_Gibbie
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strategic Writing: The Writing Process And Beyond in the Secondary English Classroom,"Dean, Deborah",0814147542,9780814147542,0814147542,203        pp,4.26,88,"Mar 30, 2006","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love this book. Debbie is not only a wonderful colleague, but this book proves that she is a practical and eminently readable writer and teacher of wrLove this book. Debbie is not only a wonderful colleague, but this book proves that she is a practical and eminently readable writer and teacher of writing. ...more",Notes are private!,0,2,1,"Nov 22, 2010","Jul 27, 2011","Nov 22, 2010",,Paperback,view (with text),/book/show/2166325.Strategic_Writing
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surviving the Applewhites        (Applewhites, #1)","Tolan, Stephanie S.",0064410447,9780064410441,0064410447,240        pp,3.66,"11,556","Aug 06, 2002","Dec 23, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One quirky family with odd ideas about education + one ""bad seed"" = a great setup for a story. Jake is just bad, or so he wants everyone to think. ThaOne quirky family with odd ideas about education + one ""bad seed"" = a great setup for a story. Jake is just bad, or so he wants everyone to think. That is, until he is sent out to live with the Applewhites, who are so eccentric that they don't notice any of the things that he does to rebel. A Newbery Honor Book....more",Notes are private!,0,1,1,not set,"Oct 28, 2010","Nov 10, 2010",,Paperback,view (with text),/book/show/548609.Surviving_the_Applewhites
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hero of Ages        (Mistborn, #3)","Sanderson, Brandon*",0765316897,9780765316899,0765316897,556        pp,4.53,"426,636","Oct 14, 2008","Oct 14, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2010",,Hardcover,view,/book/show/2767793-the-hero-of-ages
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Well of Ascension        (Mistborn, #2)","Sanderson, Brandon*",0765316889,9780765316882,0765316889,590        pp,4.38,"468,265","Aug 21, 2007","Aug 21, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2010",,Hardcover,view,/book/show/68429.The_Well_of_Ascension
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Empire        (Mistborn, #1)","Sanderson, Brandon*",,9780765311788,076531178X,541        pp,4.48,"689,129","Jul 17, 2006","Jul 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 22, 2010",,Hardcover,view,/book/show/68428.The_Final_Empire
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Broke Horses,"Walls, Jeannette*",1416586288,9781416586289,B0057D8XWW,272        pp,4.08,"163,596","Oct 06, 2008","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2010",,Hardcover,view,/book/show/6366437-half-broke-horses
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With Rigor for All: Teaching the Classics to Contemporary Students,"Jago, Carol",1893056066,9781893056060,1893056066,178        pp,3.88,115,"Mar 01, 2000","Mar 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jago does not mince words as she discusses why our students need to wrestle with the Classics. While she enjoys YA, she describes the richness of the Jago does not mince words as she discusses why our students need to wrestle with the Classics. While she enjoys YA, she describes the richness of the lessons we can learn from books that have stood the test of time. Practical lesson ideas are included. A well-reasoned reminder of why we need to teach ""literature.""...more",Notes are private!,0,0,1,"Sep 09, 2010","Sep 15, 2010","Sep 09, 2010",,Paperback,view (with text),/book/show/165073.With_Rigor_for_All
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Classroom Management,"Burke, Jim",043993446X,9780439934466,043993446X,112        pp,3.70,83,"Jan 01, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Simple and practical. Burke at his best.,Notes are private!,0,1,1,not set,not set,"Aug 28, 2010",,Paperback,view (with text),/book/show/2446531.Classroom_Management
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reading Reminders: Tools, Tips, and Techniques","Burke, Jim",0867095008,9780867095005,0867095008,416        pp,4.17,187,"Oct 09, 2000","Oct 09, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Practical reading srategies and ideas that teachers can incorporate into daily instruction. While there is nothing earthshakingly new here, Burke doesPractical reading srategies and ideas that teachers can incorporate into daily instruction. While there is nothing earthshakingly new here, Burke does an admirable job of pulling together all of his best lesson ideas for improving comprehension. I particularly like the fact that you can us this as a reference book, as a quick ""grab-and-go"" because of the self-contained concepts. ...more",Notes are private!,0,0,1,not set,"Aug 20, 2010","Aug 28, 2010",,Paperback,view (with text),/book/show/696322.Reading_Reminders
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strategies That Work: Teaching Comprehension for Understanding and Engagement,"Harvey, Stephanie",157110481X,9781571104816,157110481X,339        pp,4.23,"2,131","Jan 01, 2007","Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2010","Aug 11, 2015","Aug 28, 2010",,Paperback,view,/book/show/831407.Strategies_That_Work
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mistborn        (Mistborn, #1)","Sanderson, Brandon*",0765350386,9780765350381,0765350386,647        pp,4.48,"689,129","Jul 17, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Never could have predicted the ending to this. I am still thinking about it and trying to think back through things that I missed the first time throuNever could have predicted the ending to this. I am still thinking about it and trying to think back through things that I missed the first time through. Fascinating and complex world created by Sanderson. My first fantasy fiction in ages and I had to keep reading till all three volumes were finished. ...more,Notes are private!,0,0,1,"Aug 28, 2010",Oct 2010,"Aug 28, 2010",,Mass Market Paperback,view (with text),/book/show/243272.Mistborn
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Naming        (The Books of Pellinor, #1)","Croggon, Alison*",0763631620,9780763631628,0763631620,492        pp,4.03,"26,614","Jan 01, 2002","Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2010",,Paperback,view,/book/show/393146.The_Naming
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silent in the Grave        (Lady Julia Grey, #1)","Raybourn, Deanna*",0778324109,9780778324102,0778324109,509        pp,3.91,"26,083","Dec 19, 2006","Mar 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A birthday present from Holly. Entertaining and funny, in a dark way. I'm interested in the further stories about Lady Julia Grey. Smart writing; passA birthday present from Holly. Entertaining and funny, in a dark way. I'm interested in the further stories about Lady Julia Grey. Smart writing; passionate charters....more",Notes are private!,0,0,1,not set,not set,"Aug 23, 2010",,Hardcover,view (with text),/book/show/267869.Silent_in_the_Grave
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for the Barbarians,"Coetzee, J.M.",0140283358,9780140283358,0140283358,152        pp,3.93,"32,146",Dec 1980,"Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2010",,Paperback,view,/book/show/6194.Waiting_for_the_Barbarians
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Assassin's Song,"Vassanji, M.G.",,,B002361KYO,354        pp,3.68,776,"Jan 01, 2007",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2022","Jul 06, 2022","Aug 10, 2010",,Kindle Edition,view,/book/show/6647423-the-assassin-s-song
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Prophet Paper,"Barker, Margaret",0687227798,9780687227792,0687227798,115        pp,4.06,69,Aug 1989,"Aug 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2010",,Paperback,view,/book/show/1571110.Lost_Prophet_Paper
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Effective Instruction,"Burke, Jim",0439934540,9780439934541,0439934540,128        pp,4.05,97,"Jun 01, 2008","Jun 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A must have for beginning (an veteran teachers). Excellent synopsis and reminder of the basic elements of good teaching.,Notes are private!,0,0,1,not set,"Aug 03, 2010","Aug 04, 2010",,Paperback,view (with text),/book/show/4475197-effective-instruction
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midwife's Apprentice,"Cushman, Karen*",006440630X,9780064406307,006440630X,128        pp,3.73,"42,404","Jan 01, 1995","Aug 16, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 31, 2010",,Paperback,view,/book/show/15595.The_Midwife_s_Apprentice
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heretic Queen,"Author Moran, Michelle*",0307381757,9780307381750,0307381757,383        pp,4.21,"25,282","Aug 07, 2008","Sep 16, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nefertiti and Nefertari??? I'm brushing up on elementary school history as I read H.G. Well's 2 volume history of the world and filling in gaps with hNefertiti and Nefertari??? I'm brushing up on elementary school history as I read H.G. Well's 2 volume history of the world and filling in gaps with historical fiction. Moran is always an enjoyable summer read....more,Notes are private!,0,0,1,"Jul 31, 2010",Aug 2010,"Jul 31, 2010",,Hardcover,view (with text),/book/show/2897258-the-heretic-queen
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nefertiti,"Author Moran, Michelle*",0307381463,9780307381460,0307381463,463        pp,4.09,"38,938","Jul 10, 2007","Jul 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kirstie recommended this as a fun summer read, knowing I enjoy historical fiction. Even on the Kindle, I couldn't put it down. The life of the EgyptiaKirstie recommended this as a fun summer read, knowing I enjoy historical fiction. Even on the Kindle, I couldn't put it down. The life of the Egyptian Queen Nefertiti, considered the most beautiful woman in the world, has always intrigued me and Moran had done enough homework in order to imaginatively fill in the copious gaps in what we know about this political era. Some ers have objected to the portrayal of Nefertiti, but, hey, this is historical fiction and an author can take liberties with characterization within this genre. I remember reading Jean Plaidy's novels about the British royals as a teen and thinking that the thing that historical fiction does best is makes one curious about history. So, as we have no way to substantiate if the details are ""true"" the story told through her sister's eyes was delightful, filled with action, romance, intrigue, and enough history to make it an enjoyable and fast summer read....more",Notes are private!,0,0,1,not set,"Jul 29, 2010","Jul 30, 2010",,Hardcover,view (with text),/book/show/481446.Nefertiti
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Temple Theology: An Introduction,"Barker, Margaret",028105634X,9780281056347,028105634X,114        pp,4.22,167,"Apr 23, 2004","Apr 23, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mormons build temples. So did the early peoples of New Testament times. So why don't other modern Christians or Jews? What did happen to temple worshiMormons build temples. So did the early peoples of New Testament times. So why don't other modern Christians or Jews? What did happen to temple worship between the first temple period (Solomon) and the second to have Christ call it corrupt? How does the Mosaic Law figure in? Who was Melchizedek? Margaret Barker is an amazing scholar and unconventional thinker. She goes into places where many scripture experts fear to tread and does original research from primary documents that keep being unearthed in the Middle East. Even if you don't agree with her conclusions on the split between the Deuteronomists and the earlier covenant people such as Abraham (known to Jews and Arabs as the father of the covenant), there is so much to think about in her writing. I know that I will take this one off the shelf to ponder many times. For more on Barker, go to her website: http://www.margaretbarker.com/ Also hear her interviewed by the Backyard Professor on YouTube :)...more",Notes are private!,0,3,1,not set,"Jul 26, 2010","Jul 26, 2010",,Paperback,view (with text),/book/show/1080840.Temple_Theology
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Water, Stone, Heart","North, Will*",0307451615,9780307451613,0307451615,288        pp,3.71,964,"Apr 24, 2009","Apr 28, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Met the author's partner last year at Morning Beach near our condo in Washington and wanted to read the story after her description.**spoiler alert** Met the author's partner last year at Morning Beach near our condo in Washington and wanted to read the story after her description. While I am not a big romantic novel fan, I did appreciate the descriptions of Boscastle, in Cornwall, England (sounds gorgeous!) and the historical references to the great flood that apparently devastated some of the region in 2006. Also enjoyed the the descriptions of building stone walls -- or as the Brits call them, ""hedges,"" and references to architecture, music, and art. Quote: ""Andrew knew he wasn't a Luddite; he wasn't opposed to progress or even modernization. . . What he was opposed to, he was learning, was the loss of architectural heritage and , even more, the departicularization of authentic places--the loss of character to what was, in effect, simply the latest architectural fad. There was an ache in his heart for the places that were still real, for the places that still seemed to function at human scale.""...more",Notes are private!,0,1,1,not set,"Jul 14, 2010","Jul 15, 2010",,Hardcover,view (with text),/book/show/5112815-water-stone-heart
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Complete Guide to Pilates, Yoga, Meditation & Stress Relief","Bai, Bath",0760784361,9780760784365,0760784361,256        pp,3.40,55,2004,"Nov 30, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nice basic book about the practices. Has some excellent suggestions on things such as time management that might serve as reminders for those of us whNice basic book about the practices. Has some excellent suggestions on things such as time management that might serve as reminders for those of us who tend to fill in the days with ""busyness.""Sample quote: ""Don't fall into the trap of thinking that the longer you spend at work, the more you will get done when in fact the opposite is more likely. Working excessively long hours and taking work home is counterproductive."" (239)Love it !!!!...more",Notes are private!,0,0,1,not set,"Jul 08, 2010","Jul 08, 2010",,Spiral-bound,view (with text),/book/show/1610976.Complete_Guide_to_Pilates_Yoga_Meditation_Stress_Relief
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel on the Corner of Bitter and Sweet,"Ford, Jamie*",0345505336,9780345505330,0345505336,290        pp,4.04,"300,075","Jan 27, 2009","Jan 27, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like Kogawa's ""Obasan"" and Uchida's ""Journey to Topaz"" this piece of historical fiction discusses the plight of North Americans, who also happened to Like Kogawa's ""Obasan"" and Uchida's ""Journey to Topaz"" this piece of historical fiction discusses the plight of North Americans, who also happened to be Japanese, during WWII. The story takes place in Seattle and centers around a young Chinese American boy, Henry, who attends an all white school on ""scholarship."" He works in the school lunchroom to pay for part of his tuition and is treated with disdain by his schoolmates. His life changes as does his view of the world when Keiko, a Japanese American girl becomes his best friend. The story explores their relationship through a forty year time period, including her family's internment at the Washington State Fairground in Puyallup and then at Camp Harmony in Minidoka, Idaho. Jazz, art, cultural clashes, and love gently fill out this satisfying first novel....more",Notes are private!,0,0,1,not set,"Jul 07, 2010","Jul 08, 2010",,Hardcover,view (with text),/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,"Doidge, Norman",,,,448        pp,4.20,"37,541","Mar 15, 2007",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've always suspected that the brain is malleable; that would stand to reason knowing our eternal nature and due to the fact that it is rumored that aI've always suspected that the brain is malleable; that would stand to reason knowing our eternal nature and due to the fact that it is rumored that at best, we only use 4% of it. Who wouldn't be interested in building themselves a better brain? This books explains many aspects of modern neuroscience, arguing for plasticity, while much of our scientific community is still stuck in Decartean thinking where the brain is ""hardwired"" with fixed regions that limit human intelligence, growth, healing, and change. In a culture where everyone is bent on a ""quick fix"" through surgery or drugs and trusts a medical establishment that is too often immersed in neurological nihilism, it is an exceptionally brave endeavor to go against the status quo and write a book such as this. I am not convinced that all of his quoted scientific research is exceptional, but he makes a very compelling case.Malleability or plasticity as Doidge calls it, is found in four areas:1. Brain map expansion2. Sensory reassignment3. Compensatory masquerade4. Mirror region takeoverAll of these kinds of plasticity are discussed in detail in the book and have been identified by Jordan Grafman, the chief of the Congnitive Neursciences section, National Institute of Neurological Disorders and Stroke (NIH). My favorite sections include Merzenich's research on dyslexia and other forms of language impairment among children (pp 69-83); the extended mental lifespan section (pp.84-91) that even talks about why we need to walk barefoot as often as possible when we age; a section on imagination and its effects on mental practice including the inhibition of pain (pp. 199-204; a chapter on neurogenesis (Ch 10); and how children caught between two cultures can modify their brains (298-304). Yes, we can become sharper, faster, and more brilliant with age!Favorite quote: ""When Pablo Casals, the cellist, was ninety-one years old, he was approached by a student who asked, ""Master, why do you continue to practice?"" Casals replied, ""Because I am making progress."" (257)...more",Notes are private!,0,0,1,"Jun 27, 2010",Jul 2010,"Jun 27, 2010",,Kindle Edition,view (with text),/book/show/6456512-the-brain-that-changes-itself
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Evolution of Calpurnia Tate        (Calpurnia Tate, #1)","Kelly, Jacqueline*",0805088415,9780805088410,0805088415,344        pp,3.99,"34,488",2009,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2010,"Jun 27, 2010",,Hardcover,view,/book/show/6202556-the-evolution-of-calpurnia-tate
