,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maggie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rum Punch        (Ordell Robbie & Louis Gara #2),"Leonard, Elmore",0753819732,9780753819739,0753819732,304        pp,3.93,"11,367",1992,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2012",,Paperback,view,/book/show/240910.Rum_Punch
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Out of Sight        (Jack Foley, #1)","Leonard, Elmore",0060084103,9780060084103,0060084103,358        pp,3.94,"12,413","Aug 01, 1996","Jul 30, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2012",,Paperback,view,/book/show/288962.Out_of_Sight
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Get Shorty        (Chili Palmer, #1)","Leonard, Elmore",006008216X,9780060082161,006008216X,384        pp,3.96,"23,569",1990,"Jun 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2012",,Paperback,view,/book/show/702539.Get_Shorty
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ice Queen,"Hoffman, Alice*",0316154385,9780316154383,0316154385,211        pp,3.57,"20,738","Apr 04, 2005","Jan 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2012",,Paperback,view,/book/show/177515.The_Ice_Queen
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dovekeepers,"Hoffman, Alice*",145161747X,9781451617474,B0068EO6HK,504        pp,4.06,"76,745","Oct 04, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2012",,Hardcover,view,/book/show/10950924-the-dovekeepers
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,931","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2012",,Hardcover,view,/book/show/9361589-the-night-circus
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water Marked: A Novel,"Lee, Helen Elaine",0684865734,9780684865737,0684865734,320        pp,3.32,38,1999,"Sep 04, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was tedious. And slow, boring. I had to get over a hump at page four to continue, and it wasn't entirely rewarding.Lee feels like she is trying vThis was tedious. And slow, boring. I had to get over a hump at page four to continue, and it wasn't entirely rewarding.Lee feels like she is trying very hard to write beautifully and profoundly, and while she's not entirely unsuccessful, it's a bit tiring consistently.Very relentless and sometimes painful character development and exploration. Not much happens. ...more",Notes are private!,0,0,1,not set,"Jun 09, 2012","Jun 09, 2012",,Paperback,view (with text),/book/show/1450189.Water_Marked
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Letter Q: Queer Writers' Notes to their Younger Selves,"Moon, Sarah",0545399327,9780545399326,0545399327,281        pp,3.92,"1,568","May 01, 2012","May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2012",,Hardcover,view,/book/show/12843717-the-letter-q
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distant Hours,"Morton, Kate*",1439152780,9781439152782,1439152780,562        pp,3.89,"79,449","Nov 09, 2010","Nov 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2012",,Hardcover,view,/book/show/6746018-the-distant-hours
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigal Summer,"Kingsolver, Barbara",0060959037,9780060959036,0060959037,444        pp,4.03,"114,413","Oct 17, 2000","Oct 16, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh so beautifully written, as I've come to expect and demand from Kingsolver. The reading did get a touch slow after 3/4 of the way through when I reaOh so beautifully written, as I've come to expect and demand from Kingsolver. The reading did get a touch slow after 3/4 of the way through when I realized nothing was happening, and the luscious description of all the beautiful aspects of nature-adulation, flora and fauna, got somewhat repetitive. I was captivated and sped-read up until like page 400 and then slowed down considerably as the story (or lack thereof) didn't ever seem to go anywhere. But please note, still the four star rating, as Kingsolver remains captivating.The three narratives also weren't as neatly or satisfactorily tied up as I would've liked...I wanted to watch and delight in Lusa and Deanna becoming BFFs!!...more",Notes are private!,0,0,1,not set,"Jun 12, 2012","May 14, 2012",,Paperback,view (with text),/book/show/14249.Prodigal_Summer
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Breath, Eyes, Memory","Danticat, Edwidge",037570504X,9780375705045,037570504X,234        pp,3.90,"30,029","Apr 01, 1994","May 31, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was very excited to be reading a novel of Danticat's, as I'd really enjoyed her collection of short stories, Krik? Krak!, and thought it only missedI was very excited to be reading a novel of Danticat's, as I'd really enjoyed her collection of short stories, Krik? Krak!, and thought it only missed the continuity and length of a novel.But while this novel was as beautifully written as I'd expected, it wasn't quite everything I'd assumed it would be. It's missing the bits/spots of humor that were injected throughout her short stories that made it human. The main character also feels so lacking in dimension, personality and individuality. I understand she was so very defined by her mother - and all the inherited baggage from her female predecessors - but to be so completely and wholly without her own purpose or character was not very interesting or compelling.There was also no break in the pain and sorrow. Yes, I also get that pain/sorrow has been Haiti's primary affliction in its recent history, but there were also moments of beauty and relief in Krik? Krak! that's missing from this novel. There were no character or story arcs. Just pain, pain and more pain. A flatline all the way....more",Notes are private!,0,0,1,not set,"May 10, 2012","May 11, 2012",,Paperback,view (with text),/book/show/5186.Breath_Eyes_Memory
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red House: A Novel,"Haddon, Mark",,,B006NKNGJ8,354        pp,2.96,"16,098","May 10, 2012",unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a terrible disappointment.Even without comparing it to The Curious Incident of the Dog in the Night Time, this book would've been pretty crappy aWhat a terrible disappointment.Even without comparing it to The Curious Incident of the Dog in the Night Time, this book would've been pretty crappy all on its own. Reading it with the expectation set by the beautiful masterpiece that is The Curious Incident, The Red House is painfully, infuriatingly bad. Haddon should know better. An author who produced such breathtaking work should not have allowed anyone to read this one. This book was so unimaginative in every way possible - people, place, plot. I don't know why he chose to write the whole thing in fragmented sentences, each fragment feeling the same - lazy, incomplete and so annoying. ""To every moon a fairy story."" ""Tubing, plumbing, large bore wiring."" Literally 75% of the sentences are structured this way. It is ridiculously infuriating. WHAT ARE YOU TRYING TO SAY?? SAY ALL THE WORDS PLEASE.This was wholly uneven, largely disconnected and tried my patience, even after I settled into its pace and rhythm....more",Notes are private!,0,0,1,not set,"Aug 27, 2012","May 09, 2012",,Kindle Edition,view (with text),/book/show/13373766-the-red-house
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pigs in Heaven,"Kingsolver, Barbara",,,B000QUCO8A,384        pp,4.00,"63,175",1993,"Mar 17, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was as delightful and enjoyable as I'd wanted it to be, after being sucked in by The Bean Trees. It wasn't necessarily better though, because it This was as delightful and enjoyable as I'd wanted it to be, after being sucked in by The Bean Trees. It wasn't necessarily better though, because it does lack some authenticity and reality with what another Goodreads  called its ""semi-contrived plot points."" Lots of very convenient coincidences were involved in the writing of this book. But the characters are all as compelling and engaging as hoped, and while this book is missing the Lou Ann from the first, it makes up for it by giving us the Alice that the first sorely lacked. Jax is a great, colorful addition as well - and once again, I really appreciated that Taylor's love life is nowhere close to the focus/center of the story and plot. As always, Kingsolver writes beautifully, convincingly and evocatively....more",Notes are private!,0,1,1,not set,"May 14, 2012","May 08, 2012",,Kindle Edition,view (with text),/book/show/6573141-pigs-in-heaven
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bean Trees        (Greer Family, #1)","Kingsolver, Barbara",0812474945,9780812474947,0812474945,232        pp,4.00,"157,732","Dec 01, 1988","Jan 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a great, enjoyable read that I'm actually withholding half a star because it was TOO SHORT and another half star for the few random chapters thatSuch a great, enjoyable read that I'm actually withholding half a star because it was TOO SHORT and another half star for the few random chapters that were written from Lou Ann's perspective (but not POV). That was odd and unnecessary.Missy/Taylor is a wonderfully strong, enjoyable protagonist to root for, one who's self-aware and gutsy with a fun sense of humor. I also really appreciated the story's refusal to automatically include some sort of romantic subplot or interlude for Taylor, something I feel many authors would default to as part of the story and it was refreshing that this one didn't - and didn't need to, as it was already chock full of characters. On the other hand, it's not as if it was in any way unbelievable - because any female coming into her own would be exploring her romantic feelings - but this is also addressed because Taylor does have romantic feelings...the story just doesn't compromise its integrity by devolving to a silly rom-com where Taylor lives happily ever after just because she's the protagonist. Did not know there's a sequel until I started reading some of the Good reads s. Will definitely need to read that one now......more",Notes are private!,0,0,1,not set,"May 07, 2012","May 08, 2012",,Paperback,view (with text),/book/show/30868.The_Bean_Trees
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know This Much Is True,"Lamb, Wally*",0060987561,9780060987565,0060987561,897        pp,4.20,"312,459","Jun 14, 1998",May 1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2012",,Paperback,view,/book/show/227711.I_Know_This_Much_Is_True
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hour I First Believed,"Lamb, Wally*",0060988436,9780060988432,0060988436,768        pp,3.83,"62,675","Nov 11, 2008","Aug 04, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 2.5 star rating, with the majority of those stars being given solely because Lamb's a damn good writer.Lamb understands the minutiae thaTechnically a 2.5 star rating, with the majority of those stars being given solely because Lamb's a damn good writer.Lamb understands the minutiae that dimensionalize and concrete-ize a character: ""I mean, I'd go to a Rockies game, but it wasn't the same. They're home-run-happy out there, for one thing; someone dings one, and the altitude takes care of the rest."" - I mean, that's gotta be written by a REAL, TRUE baseball fan right? He's so convincing that I sympathize with someone as flawed as Caelum.But the plot is ultimately so meandering, rambling and messy that I wished for more editing, cohesion and focus. By the time the ultimate plot turn is presented, I didn't even have enough heart invested to properly emotionally react.And the ending, so abrupt - what, WHAT, did he believe??...more",Notes are private!,0,1,1,not set,May 2012,"May 01, 2012",,Paperback,view (with text),/book/show/6241476-the-hour-i-first-believed
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronicle of a Death Foretold,"García Márquez, Gabriel",140003471X,9781400034710,140003471X,120        pp,3.97,"193,434",1981,"Oct 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2012",,Paperback,view,/book/show/23878.Chronicle_of_a_Death_Foretold
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memories of My Melancholy Whores,"García Márquez, Gabriel",1400095948,9781400095940,1400095948,115        pp,3.59,"87,201","Oct 19, 2004","Nov 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2012",,Paperback,view,/book/show/5947099-memories-of-my-melancholy-whores
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distinguished Guest,"Miller, Sue",0060930004,9780060930004,0060930004,272        pp,3.40,"1,858",1995,"Jan 08, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2012",,Paperback,view,/book/show/790412.The_Distinguished_Guest
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Pictures,sue-miller,0575403217,9780575403215,0575403217,unknown,3.81,"5,331","Apr 01, 1990",1990,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 4.5-star rating. So touching and beautifully written, with a searingly insightful understanding of the family dynamic, the pain and beauTechnically a 4.5-star rating. So touching and beautifully written, with a searingly insightful understanding of the family dynamic, the pain and beauty at its core that shapes who are. It was so dead-on with its portrayal of the impact fraught family relationships have on all of us. I'm withholding the last half star only because I wasn't quite fully satisfied with the ending, and didn't understand how/why it would be Nina's chosen ending.Miller writes like a better, kinder version of Jonathan Franzen. One that's a little less cynical, more beautiful, sympathetic and appreciative of life:""I wept for a long time in her office. I wept because I felt so confused by life - I was eighteen - and its strange mixture of beauty and ugliness. Because I was frightened at the idea of giving up what I felt was all I had inside of me - my rage at my family, my pain. Because I saw that therapy, the terrible cure my father had forced on me, had brought me to this moment, the moment I thought I was evading even as I began to tell the story that contained it. I wept because it had released me and helped me in a way I never would have chosen, hadn't in fact consented to.""I liked that the story is told and explored through the various points-of-view of different family members but am not quite sure get why the perspective sometimes changed from third to first, specifically when the story returns to Nina's POV (but still alternating between a first/third person perspective within her POV). While I'm sure it was intentional and purposeful, I couldn't figure out why and what it was adding, and therefore found it a bit random and distracting.I loved how the book treated Randall. While he was inevitably, irrevocably at the center/core of the story and established family dynamic, he himself is this vague, undefined character, without personality or specificity. It felt heartbreakingly real, that the family could revolve so resolutely around someone who is so 'not there.'And this, I suppose, is the power and impact that Miller's (and Franzen's) familial exploration imparts: it reminds us of all the ways that our love can inflict pain and sorrow every day, through the smallest and slightest of actions and words, on all those forced to share our days in close proximity and circumstance....more",Notes are private!,0,1,1,not set,"Apr 16, 2012","Apr 17, 2012",,Hardcover,view (with text),/book/show/409991.Family_Pictures
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Love,"Miller, Sue",0060929995,9780060929992,0060929995,352        pp,3.43,"2,192","Apr 01, 1993","Jan 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Paperback,view,/book/show/824785.For_Love
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost in the Forest,"Miller, Sue",0345469593,9780345469595,0345469593,247        pp,3.38,"3,621",2005,"Jul 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Paperback,view,/book/show/86237.Lost_in_the_Forest
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lake Shore Limited,"Miller, Sue",0307264211,9780307264213,0307264211,270        pp,3.37,"4,359","Jan 01, 2010","Apr 06, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Hardcover,view,/book/show/7624512-the-lake-shore-limited
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Mother,"Miller, Sue",0060505931,9780060505936,0060505931,322        pp,3.82,"11,688",May 1986,"Sep 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Paperback,view,/book/show/46685.The_Good_Mother
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Senator's Wife,"Miller, Sue",0307264203,9780307264206,0307264203,306        pp,3.31,"12,227",2008,"Jan 08, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Hardcover,view,/book/show/1306127.The_Senator_s_Wife
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,While I Was Gone,"Miller, Sue",0345443284,9780345443281,0345443284,304        pp,3.68,"60,028","Jan 01, 1999","May 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2012",,Paperback,view,/book/show/5176.While_I_Was_Gone
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritance,"Alcott, Louisa May",0140277293,9780140277296,0140277293,177        pp,3.65,"5,794",1849,"Jun 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2012",,Paperback,view,/book/show/17558.The_Inheritance
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Fatal Love Chase,"Alcott, Louisa May",0440223016,9780440223016,0440223016,356        pp,3.67,"6,874",1995,"Dec 02, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am an adoring Alcott fan, from the Little Women period of my life/childhood (which includes all her books of that family, Little Men, Jo's Boys, etcI am an adoring Alcott fan, from the Little Women period of my life/childhood (which includes all her books of that family, Little Men, Jo's Boys, etc.). I had to pick this book up when I saw it in a used bookstore, even if its title and back cover synopsis sounded like a cheap Fabio-endorsed romance novel.Thankfully, it wasn't as sordid as your typical romance novel, having been initially written during the repressed Victorian era. The plot was well-paced and intriguing, although the characters don't feel as complex and dimensioned as her little men and women.I'm a bit disappointed in the ending, as I was sure of a well-deserved, satisfying one. But alas, it was yet another deviance from her Little Women formula.I was a little amazed at finding out it was published as recently as 1996, and a little abashed that I had not discovered it sooner, as I'm sure it made headlines at that time too....more",Notes are private!,0,0,1,not set,"Apr 13, 2012","Apr 13, 2012",,Mass Market Paperback,view (with text),/book/show/620790.A_Long_Fatal_Love_Chase
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Magic,"Eager, Edward",0786279524,9780786279524,0786279524,unknown,3.95,"37,378",1954,"Nov 14, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A much-beloved book from my childhood. I don't know when it disappeared from my shelves, but I ran into it at a used bookstore and was immediately traA much-beloved book from my childhood. I don't know when it disappeared from my shelves, but I ran into it at a used bookstore and was immediately transported back to my days of yore and knew I had to claim another copy. (This one had the same cover as the one in my memories too, bonus.) Although it did make me wonder what other bits of my childhood reading had flitted off my shelves unknowingly, without pause or another look back. Ahh childhood...It's just as good as I remember it and lo and behold, he has written many others! I'll have to read those now too, despite adulthood....more",Notes are private!,0,0,1,not set,not set,"Apr 13, 2012",,Paperback,view (with text),/book/show/1450807.Half_Magic
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Ours,"Cather, Willa",0760777683,9780760777688,0760777683,399        pp,3.94,"9,011",1922,"Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I have read (and loved) several of Cather's books in the past (which, incidentally, I enjoyed more than this one), this was the first time I kepWhile I have read (and loved) several of Cather's books in the past (which, incidentally, I enjoyed more than this one), this was the first time I kept being reminded of Pearl S. Buck's writing and the similarities between the two. Both have an ability to write as anthropologists, with keen, insightful observation that brings a culture, environment and lifestyle to life. Both are able to fully depict a person's character and motivations in a complete three-dimensional way.As with Buck, the plot/story isn't as much the point or very developed in a riveting way. There were a couple of unfinished threads I would've appreciated being tied up, like Gladys Farmer and Claude's crappy wife Enid. I also couldn't reconcile myself with the ending, I honestly didn't expect it. Although I suppose it did make it that much more poignant and thought-provoking, with the war giving Claude's life the purpose and meaning he'd always desperately sought....more",Notes are private!,0,1,1,not set,"Apr 07, 2012","Apr 07, 2012",,Hardcover,view (with text),/book/show/2168148.One_of_Ours
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absence of Mind: The Dispelling of Inwardness from the Modern Myth of the Self,"Robinson, Marilynne",0300145187,9780300145182,0300145187,158        pp,3.80,948,2010,"May 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2012",,Hardcover,view,/book/show/6965304-absence-of-mind
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E.,"Beaumont, Matt",000710068X,9780007100682,000710068X,352        pp,4.06,"3,074",2000,"Sep 04, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2012",,Paperback,view,/book/show/140065.E_
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Krik? Krak!,"Danticat, Edwidge",067976657X,9780679766575,067976657X,224        pp,4.16,"9,046","Apr 01, 1996","Apr 02, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 3.5-star rating; a whole star withheld to account for my bias against short stories and short story collections. (Equal parts unsatisfyiTechnically a 3.5-star rating; a whole star withheld to account for my bias against short stories and short story collections. (Equal parts unsatisfying and distracting, as I kept thinking I saw connections or repeating characters which would make me go back and re-read and search for confirmation.)Very beautifully written, with heavy doses of pain, sadness and tragedy and a few glimmers of hope and love. The superstitious, magical nature woven throughout all the stories is also captivating....more",Notes are private!,0,1,1,not set,"Mar 25, 2012","Mar 25, 2012",,Paperback,view (with text),/book/show/600404.Krik_Krak_
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Native Speaker,"Lee, Chang-rae",1573225312,9781573225311,1573225312,349        pp,3.75,"8,216",1995,1996,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 2.75 . It was a bit better than ""it was ok"" but not quite as enthusiastic as ""liked it.""There were some sharp, poignant expressionTechnically a 2.75 . It was a bit better than ""it was ok"" but not quite as enthusiastic as ""liked it.""There were some sharp, poignant expressions of the immigrant/foreigner/outsider experience, as well as of the universally repressed, painful nature of the parental immigrant relationship. The first and last parts of the book seemed to swerve sharply, from focusing on the disintegrating marriage to John Kwan. With heavy, florid symbology consistently throughout...although that could be a character (vs. author) affect. There was one interesting plot twist towards the end of the book, but it didn't quite redeem the reading experience, especially as I didn't perceive any character development as a result so I didn't quite get its point....more",Notes are private!,0,0,1,not set,"Mar 21, 2012","Mar 21, 2012",,Paperback,view (with text),/book/show/298664.Native_Speaker
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,620","May 28, 2009","Oct 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An almost-perfect reading experience.The last half star withheld for the absolute, unrelatable weirdness of it all.But of course, the magical, surrealAn almost-perfect reading experience.The last half star withheld for the absolute, unrelatable weirdness of it all.But of course, the magical, surreal nature is also was is captivating and enchanting.Murakami pulls you into this melancholic story, almost reluctantly. A story that's enthralling enough that you want to know what happens next, but at the same time the writing's so beautiful that you're fine with staying in the now and the present.I also really appreciated Murakami's flavor of humor - dry and always random....more",Notes are private!,0,1,1,not set,"Mar 13, 2012","Mar 13, 2012",,Hardcover,view (with text),/book/show/10357575-1q84
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonesetter's Daughter,"Tan, Amy*",0345457374,9780345457370,0345457374,387        pp,4.00,"128,971","Feb 19, 2001","Feb 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As with most authors that establish a distinct voice, Tan's books get a bit formulaic. I liked/connect with other books of hers much more, probably beAs with most authors that establish a distinct voice, Tan's books get a bit formulaic. I liked/connect with other books of hers much more, probably because the protagonist in this book is such a pussy I didn't root much for her.As always with Tan's writing, it was a good/easy read and compelling story and characters. But the mom is such an inconsistent character - I couldn't figure out where along the way her mom turned from a strong, vivacious woman to a crazy, mean shrew. While she was supposed to have suffered depression her entire life, her journal shows no evidence of this, despite her having lost so much (up to and including her first husband). So it sounds like she must've turned sour once she escaped China and came to live the cake walk in the U.S., which doesn't quite make sense. I also couldn't quite buy that someone would fall for an elderly woman diagnosed with dementia and losing her mind. That's weird. He clearly is in love with the woman she used to be. Again, weird. ...more",Notes are private!,0,0,1,not set,"Mar 05, 2012","Mar 05, 2012",,Paperback,view (with text),/book/show/12555.The_Bonesetter_s_Daughter
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leftovers,"Perrotta, Tom",0312358342,9780312358341,0312358342,355        pp,3.43,"47,956","Aug 11, 2011","Aug 30, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very compelling read. The characters were believable and the plot chilling. It thoroughly explored the different reactions to trauma, loss,This was a very compelling read. The characters were believable and the plot chilling. It thoroughly explored the different reactions to trauma, loss, grief.I felt the ending to be flat and lacking, yet at the same time, I couldn't imagine a fulfilling and satisfactory one - at least, one that wasn't too over-the-rainbow, they-lived-happily-ever-after....more",Notes are private!,0,0,1,not set,"Mar 03, 2012","Mar 04, 2012",,Hardcover,view (with text),/book/show/10762469-the-leftovers
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Children,"Perrotta, Tom",0312315732,9780312315733,0312315732,355        pp,3.64,"32,063","Mar 01, 2004","Jan 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2012",,Paperback,view,/book/show/37426.Little_Children
