,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Libby's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House in the Big Woods        (Little House, #1)","Wilder, Laura Ingalls",0064400018,9780064400015,0064400018,238        pp,4.20,"269,081",1932,1971,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This first installment in the Little House series has always been my favorite (although I love them all, and am letting this single  stand in foThis first installment in the Little House series has always been my favorite (although I love them all, and am letting this single  stand in for the series entire), probably because A. As the first Little House book I read, I hold a special affection for its magic (it was my entree into an amazing other world) and B. As other smart ers have pointed out, there's something sort of sad about the fact that it chronicles the only chapter in Laura's life in which she was surrounded by her extended family; there's an earned halcyon quality to the story.As a child I loved learning about the details of pioneer life. I loved Laura's ambivalent relationship to Nell (I too, had an overshadowing older sister), and I loved the half-understood glimpses of Laura's parents' married life. If I close my eyes right now I can conjure perfectly their tiny cabin, the loft where they slept, etc. God, to read now as I read then!When I visited Pepin, WI a few years ago in order to see the Little House museum there (the site of Little House in the Big Woods), I was shocked to discover that there are no--NONE, NADA, ZILCH--big woods left. The replica cabin is in the middle of a field. This discovery broke my heart....more",Notes are private!,0,11,1,not set,Jan 1985,"Mar 22, 2008",,Paperback,view (with text),/book/show/77766.Little_House_in_the_Big_Woods
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caddie Woodlawn,"Brink, Carol Ryrie",,,,242        pp,4.02,"52,060",1935,1970,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of the books I read on long, delicious afternoons in San Diego in the summers of my childhood. My Bobe and Zade and I would walk to the liThis is one of the books I read on long, delicious afternoons in San Diego in the summers of my childhood. My Bobe and Zade and I would walk to the library and pick out a pile of books, stopping at Thrifty's on the way home for nickel scoops of ice cream (my favorite: rainbow sherbet). I can't even think of this book without feeling a rush of immense love for my grandparents.One day when my Bobe had first moved to Minnesota (sometime in the late '50s) and she was trying to be a dutiful faculty wife, attending functions, she met Carol Ryrie Brink at some sort of party (I think her husband was also a mathematician at the University). My Bobe's first thought was ""What's she doing here?"" (Bobe missed the sunshine and comparative sophistication of Los Angeles.) Then she began gushing. Embarrassed, she apologized to Ms. Brink, who said, ""Do you see anyone else here fawning all over me? Continue!"" ...more",Notes are private!,0,7,1,not set,Jan 1986,"Mar 22, 2008",,Paperback,view (with text),/book/show/1092904.Caddie_Woodlawn
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Mortal Enemy,"Cather, Willa",0679731792,9780679731795,0679731792,112        pp,3.61,"3,098",1926,"Oct 31, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 22, 2008","Mar 08, 2008",,Paperback,view,/book/show/48211.My_Mortal_Enemy
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monsters of Templeton,"Groff, Lauren*",0434017841,9780434017843,0434017841,384        pp,3.63,"21,310","Feb 05, 2008","Feb 05, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oops, I forgot to add this to ""Currently Reading"" while I was reading it. That is my fatal Goodreads flaw. Anyway, I breezed through this book in a coOops, I forgot to add this to ""Currently Reading"" while I was reading it. That is my fatal Goodreads flaw. Anyway, I breezed through this book in a couple of days; it is a very quick, smooth read, heavy on plotting, which keeps the pages turning. However, I think its self-seriousness undermines its credibility, oddly. In the end, I found the book awfully pretentious. The pretense in question? Pretending to be ""serious literature.""The novel revolves around grad-student-gone-wild Willie Upton, who has slunk back to her ancestral home, Templeton, disgraced and in shame. Once at home she sets off on a geneaological quest to establish her own paternity. And, oh yeah, on the day she arrives, a giant ""monster"" surfaces, dead, on the lake of her hometown. Groff models Templeton on Cooperstown, NY, and appropriates many of James Fenimore Cooper's characters for her novel--so all us one-time English majors can geek out to our hearts' delight (first sign of a serious work of fiction, right? Intertextuality!). The novel deals with the big themes: family, history, the ""ghosts"" of the past, secrets, shame, what it means to be an adult, mortality, loss, etc. Or at least it tries to.The book is packaged and billed as serious literature, and it's clear that the author sees her work this way, too. The writing is filled with purple adjectives and extreme hyperbole vis a vis the most mundane of emotions and events. The novel wants to explore the meaningfulness of everyday life, and it relies heavily on bloated metaphors (see the title) to convey this. Groff (the author) uses a lot of telescoping, as well--too much, in fact--to underscore the reach of history across time, and it is grating and begins to feel self-conscious. Every other word in this novel seems to be ""glory"" or ""glorious"", and every chapter ends on a suitably ""haunting"" and lyrical note. There are about seven hundred descriptions of Lake Glimmerglass, and these especially indicate the limits of Groff's reach. I feel for the lady; clearly there are only so many ways to describe a lake, right? But here's the thing: when your shit gets repetitive, find a new way or QUIT.The narrative consists of multiple perspectives and voices, almost all of which I found totally unconvincing. (The Running Buds? C'mon.) At novel's end, when the resolution to the plot reveals itself to be highly anticlimactic, I looked back on the various narrative elements and couldn't help but feel that much of it was filler. These aren't human beings populating the pages, but very convincing paper dolls. Yawn.My feeling is that this book offers up a lot of what much contemporary lit. is missing: fun. It has a sexy premise, as well as, as I said, a plot-centric narrative, and because it's written in an (overly) lyrical prose-style, smart people can feel unembarrassed to read it. Apparently, this is the new criterion for a starred Publishers Weekly ....more",Notes are private!,0,44,1,not set,Mar 2008,"Mar 08, 2008",,Hardcover,view (with text),/book/show/1474628.The_Monsters_of_Templeton
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Exit and Three Other Plays,"Sartre, Jean-Paul",,,,275        pp,4.08,"29,237",1947,1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1994,"Mar 05, 2008",,Paperback,view,/book/show/10037.No_Exit_and_Three_Other_Plays
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bless Me, Ultima","Anaya, Rudolfo",0446675369,9780446675369,,290        pp,3.82,"34,542",1972,Apr 1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1992,"Mar 05, 2008",,Paperback,view,/book/show/14362.Bless_Me_Ultima
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things Fall Apart        (The African Trilogy, #1)","Achebe, Chinua",,,,215        pp,3.73,"371,878",1958,Oct 1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1992,"Mar 05, 2008",,Paperback,view,/book/show/37781.Things_Fall_Apart
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,290","May 19, 1942","Mar 28, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1994,"Mar 05, 2008",,Paperback,view,/book/show/49552.The_Stranger
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0060914653,9780060914653,0060914653,314        pp,4.11,"469,550",1984,"Feb 01, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1995,"Mar 05, 2008",,Paperback,view,/book/show/96573.The_Unbearable_Lightness_of_Being
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",0307278441,9780307278449,0307278441,206        pp,4.11,"252,649","Jun 01, 1970","May 08, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1992,"Mar 05, 2008",,Paperback,view,/book/show/292327.The_Bluest_Eye
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,268        pp,4.19,"4,598,243","Jun 08, 1949",Jul 1950,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1991,"Mar 05, 2008",,Mass Market Paperback,view,/book/show/1167751.1984
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",3125738040,9783125738041,3125738040,190        pp,3.69,"2,904,099","Sep 17, 1954",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1990,"Mar 05, 2008",,Mass Market Paperback,view,/book/show/1167532.Lord_of_the_Flies
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Sidewalk Ends,"Silverstein, Shel",0060513039,9780060513030,0060513039,176        pp,4.33,"1,402,931",1974,Nov 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2008",,Hardcover,view,/book/show/30119.Where_the_Sidewalk_Ends
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Light in the Attic,"Silverstein, Shel",0060513063,9780060513061,0060513063,176        pp,4.36,"446,946","Oct 07, 1981","Oct 07, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1983,"Mar 05, 2008",,Hardcover,view,/book/show/30118.A_Light_in_the_Attic
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Children,"Bock, Charles",1400066506,9781400066506,1400066506,407        pp,2.90,"1,985","Sep 29, 2008","Jan 22, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started this novel, and put it down about 150 pages later. This was approximately two weeks ago, and I do not feel particularly compelled to return I started this novel, and put it down about 150 pages later. This was approximately two weeks ago, and I do not feel particularly compelled to return to it. This lack of feeling on my part is especially disappointing to me, given the author's coverage in the New York Times Magazine (who doesn't love an underdog?), as well as the book's cover- in the Times book section, and the fact that I bought it in hardcover (beautiful jacket, by the way: uncoated stock, great typography, and a judicious use of... sparkles!).The writing is weird in a way that I'm not sure I dislike. I do appreciate that I'm reading what feels like a new and singular voice, and Bock does a bang-up job on setting (his vision of Las Vegas is startling and eerie), but... The novel is beset with, for me, what might be a ruinous amount of distance. It is cold, cold, cold. And at the sentence-to-sentence level, this coldness is especially evident in bizarre locutions such as ""Reflective lenses of designer sunglasses danced with light."" Who is wearing these sunglasses? And what is up with the paucity of real description? There's a creepy disassociation going on (yes, I get that this is exactly part of the book's project... the disaffectedness of American Youth, the cold, inhuman materialism of American Culture, the Baudrillardian simulacrum of reality that is Las Vegas, and so forth), but forgive my audacity for saying so, this is simply bad writing, such as I might find in one of my undergraduate's work. And these kinds of sentences abound.We'll see, but the prospect of my seeing this novel through looks grim (let me note though, that I have 1000 times more respect for this book than for  The Monsters of Templeton, which I also just read)....more",Notes are private!,0,1,1,not set,"May 29, 2008","Mar 02, 2008",,Hardcover,view (with text),/book/show/1850833.Beautiful_Children
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hobbit,"Tolkien, J.R.R.",0261103288,9780261103283,0261103288,277        pp,4.29,"3,973,285","Sep 21, 1937","Jan 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My mother read this out loud to me when I was maybe five or six, and I've reread it since then countless times. I loved the anticipation I would feel My mother read this out loud to me when I was maybe five or six, and I've reread it since then countless times. I loved the anticipation I would feel as a child of ""going on a journey."" Each part of Bilbo's quest was so distinct to me. I wish I could read that way now....more",Notes are private!,0,1,1,not set,not set,"Feb 28, 2008",,Hardcover,view (with text),/book/show/5915.The_Hobbit
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Planet,"Heinlein, Robert A.",0345260694,9780345260697,0345260694,189        pp,3.83,"10,472",1949,"Sep 12, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is the very first science-fiction novel I ever read; the rest is history.,Notes are private!,0,0,1,not set,Jan 1988,"Feb 28, 2008",,Mass Market Paperback,view (with text),/book/show/1455415.Red_Planet
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (Time Quintet, #1)","L'Engle, Madeleine",0312367546,9780312367541,B00QFWZA9I,247        pp,3.98,"1,202,326",1962,May 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/159069.A_Wrinkle_in_Time
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch of Blackbird Pond,"Speare, Elizabeth George",,,,256        pp,4.02,"152,296",1958,"May 15, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/703292.The_Witch_of_Blackbird_Pond
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ramona Quimby, Age 8        (Ramona, #6)","Cleary, Beverly",,,0440800463,190        pp,4.10,"71,870",1981,Jan 1982,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I thought I was Ramona Quimby (I definitely looked like her).,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view (with text),/book/show/91253.Ramona_Quimby_Age_8
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",1593082770,9781593082772,1593082770,235        pp,4.16,"1,170,468",Aug 1911,"Sep 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/980779.The_Secret_Garden
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Indian in the Cupboard,"Banks, Lynne Reid",0385170513,9780385170512,0385170513,181        pp,3.93,"105,685",1980,"Apr 05, 1985",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Hardcover,view,/book/show/1755825.The_Indian_in_the_Cupboard
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nightbirds on Nantucket        (The Wolves Chronicles, #3)","Aiken, Joan",0395971853,9780395971857,0395971853,218        pp,4.13,"2,515",1966,"Oct 25, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/36644.Nightbirds_on_Nantucket
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Hearts in Battersea        (The Wolves Chronicles, #2)","Aiken, Joan",0395971284,9780395971284,0395971284,240        pp,4.14,"4,429",1964,"Oct 25, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/36637.Black_Hearts_in_Battersea
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wolves of Willoughby Chase        (The Wolves Chronicles, #1)","Aiken, Joan",0224600044,9780224600040,0224600044,160        pp,4.06,"21,375","Aug 06, 1962","Jan 01, 1962",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Hardcover,view,/book/show/1635691.The_Wolves_of_Willoughby_Chase
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Borrowers        (The Borrowers #1),"Norton, Mary",0152099875,9780152099879,0152099875,180        pp,4.03,"97,410",1952,"Oct 08, 1953",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/816395.The_Borrowers
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half Magic        (Tales of Magic, #1)","Bodecker, N.M.",0152053026,9780152053024,0152053026,217        pp,3.95,"37,378",1954,"Oct 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Hardcover,view,/book/show/225037.Half_Magic
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Saturdays        (The Melendy Family, #1)","Enright, Elizabeth",0140383956,9780140383959,0140383956,192        pp,4.17,"9,825",1941,"Jun 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/766132.The_Saturdays
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Four-Story Mistake        (The Melendy Family, #2)","Enright, Elizabeth",,,,unknown,4.29,"5,015",1942,1978,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/1124757.The_Four_Story_Mistake
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,732","Oct 15, 1952","Oct 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/24178.Charlotte_s_Web
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,9780141182759,014118275X,339        pp,4.19,"3,731,147",1947,"Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anne Frank is one of my personal heroes. This book is huge for me. I first read it when I was nine or ten, and have reread it every few years since (eAnne Frank is one of my personal heroes. This book is huge for me. I first read it when I was nine or ten, and have reread it every few years since (esp. after Otto Frank released previously ommitted sections dealing with Anne's sexuality, her feelings about her mother and about Otto, etc.). As I age the book offers new meaning at every reading; while it is painful, I feel like I owe it to Anne, and all the silenced children like her whose stories will never be heard....more",Notes are private!,0,1,1,not set,not set,"Feb 28, 2008",,Paperback,view (with text),/book/show/401608.The_Diary_of_a_Young_Girl
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the Blue Dolphins,"O'Dell, Scott",,,,184        pp,3.87,"332,513","Sep 09, 1960",Mar 1987,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/1741322.Island_of_the_Blue_Dolphins
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",0140390693,9780140390698,B01BITCUKO,504        pp,4.15,"2,233,424",1868,1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/341288.Little_Women
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,March,"Brooks, Geraldine*",,,,280        pp,3.80,"69,568","Mar 03, 2005","Jan 31, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As anyone who is interested in reading this novel probably knows already, March acts as a sort of companion piece to Louisa May Alcott's Little Women,As anyone who is interested in reading this novel probably knows already, March acts as a sort of companion piece to Louisa May Alcott's Little Women, in that it imagines the story of Peter March, Civil War Chaplain (fighting for the Union), and thus absent father of the March girls, Meg, Jo, Beth, and Amy.Little Women looms large for me in memory, although I haven't read it in years (I believe I last read it when I was twelve). I read it several times as a kid, reveling in the March girls' industry, creativity, and joie-de-vivre in the face of what I knew, even in childhood, was unacceptable reality. Sure, Marmee seemed a little too saintly to be believed (especially in light of my own mother's more, ahem, mercurial temperament), but that was part of the novel's endless allure (besides my hero-worship of Jo, the would be writer). So, as soon as I very belatedly heard about March, I picked up a copy and devoured it.I read it too quickly. Geraldine Brook's storytelling is flawless, so much so that the novel, which is economical to begin with, operated as something of a page turner for me. I had a few problems with the chronology she employs to tell the story (she has a lot of work to do juggling past and present, flashbacks and on-going narrative, and she doesn't always pull it off with complete clarity), but I deeply admire her bravery in telling a story that so many other authors would have given the bombastic ""Epic"" treatment as a closely observed, emotionally honest, deeply human narrative that is big precisely because it is unafraid to be small. This is not a 600 page historical novel with a sweeping scope. Instead, it is the story of one man who sets out to do what he believes is right, and whose naive and sometimes prideful world view is subsequently challenged by the grim realities of slavery and war and people unlike himself (I thought several times during my reading that P.M. is a perfect analog for today's lefties who live in comfortably progressive enclaves like Portland, OR, and as a result, are often the most ridiculously provincial people I've ever met), such that, by novel's end, the world and self he thought he knew is irrevocably undone and erased, and the psychic damage permanent.I think what I admire most about this deeply admirable novel (sorry to beat a dead horse, here), beyond its inspiring technical skill, lush imagery, unexpected language, and beautiful prose is its insistence that while there may be just wars there is no such thing as a good war.SPOILER ALERTWhen Brooks allows Marmee herself to enter the narrative and speak, to see the hospitals and the broken men who fill them, to engage with her husband's (understandably) narcissistic polemic, to confront herself in her confrontations with a one-time slave, to ruminate on class, the novel finds its burning heart. It brought me to tears. (When I have a copy of the book in front of me, I will edit this to include one such blistering moment.)Brooks lets her characters be people of their time. March--our hero--believes, truly believes (and Brooks does not redeem him) that is his duty as a husband to control Marmee's unseemly behavior, and to bring her to understand how she should acquiesce to his better judgment. Marmee, as she should, mourns her loss of station. Brooks's Yankees are, as they would have been, not merely or only uniformed abolitionists, but racists and thugs. There were a couple of moments that felt maybe a bit too modern (Grace's goodbye to March at novel's end seems as if it is cribbed directly from The Autobiography of Malcolm X), but over all Brooks gets it right. She isn't afraid to let her characters be ugly--to be real. Perhaps it takes an author who is not an American to treat our national myths, narratives, and histories with such insight and even-handed affection. The novel isn't showy, it doesn't indulge in tricks, it has a fairly straightforward structure, and it doesn't truck with overt intellectualism. It is a fine, satisfying, enormously well wrought piece of art. In reading this over, I see that I've called both the book and Brooks ""brave"" too many times to count. And she is, and it is. This is ethical, beautiful literature at its best....more",Notes are private!,0,0,1,not set,"Apr 27, 2008","Feb 28, 2008",,Paperback,view (with text),/book/show/13529.March
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Flower,"Fitzgerald, Penelope",0395859972,9780395859971,0395859972,226        pp,3.44,"6,050","Sep 21, 1995","Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a strange and beautiful short novel, which revolves around the young poet Friedrich Von Hardenberg's (the 18th century German poet Novalis) inThis is a strange and beautiful short novel, which revolves around the young poet Friedrich Von Hardenberg's (the 18th century German poet Novalis) inexplicable love for the somewhat slow, not particularly lovely 12-year-old Sophie Von Kuhn, who would become his fiancee. The novel's genius lies in its complete lack of interest in explaining/examining the WHY of Hardenberg's love. This is not a love story or a romance. It is an observation of the sort of ineffable human forces that produce not only love, but also its companion, art.In this small book what goes unsaid, unseen, and unheard is just as important as what we, as readers, do have immediate access to; it is an object lesson in the writer's art of strategic omission.Fitzgerald makes many other interesting (and in my opinion, successful) choices: the novel has its own ordering logic, but does not feel compelled to observe the laws of linear chronology; the chapters are mere slivers of storytelling, each with its precise, almost aphoristic title; the language is at times odd and elliptical, and so on, and so forth.Utterly captivating, and not quite sensical, much like the relationship at the novel's center....more",Notes are private!,0,20,1,not set,"Feb 19, 2008","Feb 28, 2008",,Paperback,view (with text),/book/show/11728.The_Blue_Flower
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, See You Tomorrow","Maxwell, William",0679767207,9780679767206,0679767207,135        pp,3.91,"12,281",1980,"Jan 03, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 22, 2008","Feb 28, 2008",,Paperback,view,/book/show/844989.So_Long_See_You_Tomorrow
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Maisie Knew,"James, Henry",0140432485,9780140432480,0140432485,275        pp,3.41,"6,535",1897,"Jan 07, 1986",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2008",,Paperback,view,/book/show/392452.What_Maisie_Knew
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lisey's Story,"King, Stephen*",0743289412,9780743289412,0743289412,513        pp,3.70,"86,950",2006,"Oct 24, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since I'm trying to use this site as a record of what I've read/am reading, and not as yet another internet vehicle for my preening narcissism, I am iSince I'm trying to use this site as a record of what I've read/am reading, and not as yet another internet vehicle for my preening narcissism, I am including each and everything I read in this new year (I think), which means this book, which I really, really didn't like.Jason's mom sent it to us; I'm not sure why. For months it sat forlornly on our bookshelf. One or the other of us would mention taking it to sell to Magers and Quinn. Then Jason actually started to read it, but after about 250 pages he put the book down in boredom. He said it reminded him of a Murakami novel made up of ""clunky writing, bad jokes, and cheap shots."" Ladies and gentlemen, this should have been enough. But no, still it sat on our shelves, taking up room we didn't have.Come mid-January, I'd just finished  Desperate Characters and was, understandably, looking for a lighter read, preferably a good old fashioned yarn. Ah ha, I thought. Stephen King! I'd reread  It a couple of years ago with satisfactory results, so why not?So, unlike Jason I did read this whole novel. I'll never know why. I found it completely insufferable: cutesy, cloying, evasive, poorly thought through, and yes, boring.Off to Magers and Quinn it is....more",Notes are private!,0,0,1,not set,Jan 2008,"Feb 03, 2008",,Hardcover,view (with text),/book/show/10566.Lisey_s_Story
