,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joyce's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Near the Edge,"Byington, Diane*",,,B08JXSBVNP,66        pp,4.62,8,unknown,"Sep 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading these short stories by Diane Byington and found each one to be a gem in its own way. Armando’s Revenge is written in a fittingly my I enjoyed reading these short stories by Diane Byington and found each one to be a gem in its own way. Armando’s Revenge is written in a fittingly mythological style and slowly reveals the hollowness of the sacrifice made by one brother on behalf of the other. In When It’s Your Time, the reader experiences the loss of a woman dying from lung cancer through the eyes of individual family members, a unique way of gently revealing their different ways of coping with loss as well as Clara’s many qualities as a wife and mother. My favorite story is the one about Daryl the Mailman, who moonlights as an Elvis impersonator. When Daryl puts aside a bottle of tempting vodka in favor of a cup of strong herbal tea brewed by a suspected Bruja, the results are both unexpected and moving. Although each tale does bring its protagonist(s) close to the edge, it occurs to me that the book might also have been entitled Choices, since it invites us to take a look at our own....more",Notes are private!,0,3,1,"Oct 22, 2020","Oct 25, 2020","Oct 22, 2020",,Kindle Edition,view (with text),/book/show/55768262-near-the-edge
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who She Is,"Byington, Diane*",,,B079KGXB7W,280        pp,4.14,388,"Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2020",,Paperback,view,/book/show/38084780-who-she-is
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Staged for Murder        (Opera Mysteries, #3)","Miner, Erica*",,,B08L748R3C,288        pp,4.33,12,unknown,"Oct 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2020",not set,"Oct 18, 2020",,Kindle Edition,view,/book/show/55681262-staged-for-murder
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vodka by the Volga: A Duo of Duelling Dulcimers & Daggers,"Koshy, A.V.",,,B08L46BT88,72        pp,5.00,8,unknown,"Oct 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 13, 2020",not set,"Oct 13, 2020",,Kindle Edition,view,/book/show/55666504-vodka-by-the-volga
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,239","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2020",,Hardcover,view,/book/show/27071490-homegoing
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Arabs: A Jewish Family’s Forgotten History,"Hayoun, Massoud*",,,B07G3HHQ7Z,279        pp,4.12,390,"Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2020",not set,"Sep 30, 2020",,Kindle Edition,view,/book/show/53113245-when-we-were-arabs
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only in Darkness Can You See the Stars Martin Luther King Jr,"Bakaya, Santosh",9386473623,9789386473622,9386473623,312        pp,4.70,10,unknown,"Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A timely and passionate biography Although our country has tragically failed to live up to his inspirational words, Martin Luther King Jr.’s legacy isA timely and passionate biography Although our country has tragically failed to live up to his inspirational words, Martin Luther King Jr.’s legacy is as strong as ever, and still available to be built upon. In Only in Darkness can You See the Stars, Santosh Bakaya gives us a definitive biography that follows his life as he lived it, one revelation at a time, solidly placed in the context of the unstoppable Civil Rights movement he launched and led during his short life.I have often wondered how Martin Luther King, Jr. found the strength to almost single-handedly, raise the consciousness of an entire nation. As Bakaya tells us, King did not start out to be a preacher. I was fascinated by the intellectual, emotional and spiritual journey he undertook during his formative years. He read Marx, whose philosophy attracted him but not his materialism, Thoreau from whom he gleaned the essence of what civil disobedience can accomplish, and many others political scientists and philosophers—before settling on Mahatma Gandhi as his model. On his visit to India in 1959, he told reporters who gathered at the airport: “to other countries I may go as a tourist, but to India I come as a pilgrim.” He came home fully resolved to “train our youth and adult leaders in the techniques of social change through non-violent resistance.”The book lives up to its title as Bakaya unflinchingly portrays the brutality of the backlash against the demonstrators, Freedom Riders and practitioners of passive resistance who stood up for their rights as Americans under the leadership of King and scores of other leaders in the American South. Compelling photographs support her documentation of the violent, tumultuous days that tested the resolve of every person who stood in solidarity against racism and oppression. From shots of Bull Connor’s dogs and fire hoses attacking peaceful protestors to pictures of the famous March on Washington, these images bring home the author’s powerfully descriptive words. Be prepared to occupy a ring-side seat and witness the events that forced the American government to finally act to dismantle the Jim Crow laws and provide a legal basis for the continuing struggle for racial and economic equality.Dr. Bakaya lives in Jaipur and her 2015 biography of Mahatma Gandhi was very well-received. In ""The Ballad of Bapu""—written in rhyming couplets that mesmerize the reader—she sets out and succeeds in reclaiming the truth of Gandhi’s life at a time when a disinformation campaign in India is still working to discredit him. As she states in the preface to Only in Darkness can You See the Stars, “...after the Mumbai 26/11 terrorist attack… I sat alone in my classroom…with Martin Luther King Jr.’s words persistently ringing in my ears –‘We still have a choice today, nonviolent co-existence or violent co-annihilation.’” Bakaya’s intent in writing about Martin Luther King, Jr. was to bring understanding and appreciation of a major historical figure to a generation of young Indians familiar with him in name only. As it turns out, the book also bring many new insights to American readers and others worldwide—just as King himself became an international leader when he spoke out against the Vietnam War. Highly recommended....more",Notes are private!,0,6,1,not set,"Oct 30, 2020","Sep 26, 2020",,Paperback,view (with text),/book/show/54352114-only-in-darkness-can-you-see-the-stars-martin-luther-king-jr
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Historian's Daughter,"Murphy, Rashida*",1742588948,9781742588940,1742588948,234        pp,3.95,92,unknown,"Sep 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoy reading metaphorical fiction and as soon as I met the Magician and the Historian—Hannah Roper’s parents—in the opening pages of Rashida MurphyI enjoy reading metaphorical fiction and as soon as I met the Magician and the Historian—Hannah Roper’s parents—in the opening pages of Rashida Murphy’s enchanting and bitter-sweet novel, my interest was captured. Add a rambling old house in the Indian Hills with hidden rooms hinting at hidden branches in the family tree, and I was hooked.There are many mysteries here from the start. Why does Hannah, the youngest daughter and narrator, have such terrible nightmares about the Historian? And how can her Iranian mother, the Magician, be so strong and loving with her children yet helpless in the face of her Anglo Indian husband’s violent temper and domineering behavior? These are questions that are answered at a leisurely pace that I found refreshing amidst the plethora of 21st century books written by authors who cater to what they assume to be their readers’ truncated attention spans. Not so, Rashida Murphy. Her writing is meant to be savored. Still, there are plenty of heart-stopping moments and lots of situationally-driven suspense in The Historian’s Daughter.Murphy is a non-linear storyteller and this allows her to sweep us backwards and forwards in time, using Hannah as our lynchpin. Hannah has a love/hate relationship with both the cultures that claim her. The Historian’s library is a refuge while at the same time his presence is a menace, with his terrible English bigotry against all things Indian and impotent anger at having no place in society. The affectionate Magician’s wonderful teas and healing aromatic dishes nourish Hannah while at the same time there is an unexplained gulf between them. When the Magician disappears, we follow Hannah to Australia, and then to Iran, as she struggles to learn the truth about her origins and to open her heart to love in spite of all she has endured. Rich with telling details that provide texture both visually and emotionally, this fine book is one that deserves to grace many home libraries. Such as the Historian’s library, where Hannah finds books about the English ‘Conquistadors’ - a word she takes to mean ‘come kiss the doors,’ a ritual she performs every time she enters. As soon as I learned this about her I decided I could follow her anywhere. I was not disappointed....more",Notes are private!,0,3,1,"Sep 16, 2020","Sep 18, 2020","Sep 16, 2020",,Paperback,view (with text),/book/show/30805463-the-historian-s-daughter
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Traveling between the Worlds: Conversations with Contemporary Shamans,"Webb, Hillary S.*",1571744037,9781571744036,1571744037,272        pp,4.06,67,"Aug 01, 2004","Aug 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2020",,Paperback,view,/book/show/613602.Traveling_between_the_Worlds
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raw Thoughts,"Casey, John*",1951214056,9781951214050,1951214056,124        pp,4.60,20,unknown,"Jul 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2020",,Hardcover,view,/book/show/49768815-raw-thoughts
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Encounter,"Wirkala, Rita*",,9780989257947,,unknown,4.14,7,"Jan 01, 2013",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are so many heart-stopping moments in this deeply authentic book—moments of suspense, discovery, despair, and ultimately hope, as the two protagThere are so many heart-stopping moments in this deeply authentic book—moments of suspense, discovery, despair, and ultimately hope, as the two protagonists persevere and follow their hearts. From alternating points of view, we follow Ernesto Ruiz, who leaves the comfort of his San Diego home to travel south in search of his birth family and we accompany Rosa Epayuma, a Huaorani from the Amazonian region of Ecuador, on her excruciatingly difficult journey north to join her mother in the US. Along the way, we experience the hard-edged realities that immigrants must deal with and witness the devastation caused by the ruthless exploitation of a dazzlingly beautiful ecosystem. This is an eye-opener for anyone who has never, like Rosa, voyaged in hold of a fishing boat packed with desperate people or, like Ernesto, chosen to “enter the world of the Huaorani like a Greek hero descending into the Underworld.”The two main characters are well drawn. Ernesto is at first the more timid but he grows into his own during his nigh impossible quest to reconnect with his roots. As Wirkala puts it, “...something extraordinary obliges him to pursue it, something that defies logic. He feels like he’s reaching his hand into the darkness hoping someone will take it.”Rosa has a strong kinship with the animal kingdom and there is a mythological quality to this fierce girl’s relationships with the creatures she tries to protect and who in turn protect her. Bruised, battered but unbowed, she invokes “an imaginary magician to help her cross the Rio Grande on invisible wings” before taking matters into her own hands. And it is not only the Mexican/US border that Rosa is determined to cross. In the author’s words, “It is the border dividing the Stone Age world of the Amazonian natives from a modern world advancing brutally, invincibly, over them.”Wirkala’s descriptions of village life in Guatemala and in Ecuador are exquisite and carry us deeper into the lives of those who have achieved a closeness to nature than we in the so-called civilized world have irreparably lost. That the Huaorani way of life is close to extinction and so many have been poisoned and died from oil industry pollution is the tragedy at the center of this book. The resilience and strength of Rosa and Ernesto, who represent the unwritten future, provide the hope we need. Their sweet meeting in Guatemala has far reaching consequences that this reader will not spoil by revealing here.On Ernesto’s way to interview a family he hopes will turn out to be his own, he and his guide “follow a path that cuts through the red earth, and soon take a narrow trail lined with the foliage of tall corn plants. Silky beards, red and orange, hang from the ears, signaling that it’s harvest time.” I felt a strong urge to touch these silky beards and walk on the red earth beside Ernesto. Fiction blended with reality. That is the true power of storytelling, a power that this eloquent writer uses well.Wirkala never turns her gaze away from harsh realities and Ernesto makes hugely disconcerting discoveries about his adoptive father’s role in destroying Rosa’s homeland. In spite of this, it occurs to Ernesto that “for every distortion and disharmony and degradation that occurs somewhere in the world, there must be, somewhere else, a harmonious and positive force to restore the lost balance, so the world does not end.” The book itself embodies this philosophy and for that reason is a joy to read. Highly recommended for adults and young adults alike....more",Notes are private!,0,0,2,not setnot set,not setnot set,"Sep 11, 2020",,Paperback,view (with text),/book/show/22248571-the-encounter
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Russian Reckoning        (Jo Epstein Mystery, #2)","Yarrow, Joyce*",,9798833635803,B0B2TTJPXR,209        pp,3.77,64,"Nov 17, 2010","Jun 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 06, 2020",,Paperback,view,/book/show/61351678-russian-reckoning
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someday Everything Will All Make Sense: A novel,"LaHines, Carol*",,,B07PY4YN8S,unknown,4.18,39,"Feb 04, 2019","Mar 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wonder—how many of us have at least one friend who insists on living in a past age? In my case it was an elderly Brit who spent a lifetime trying toI wonder—how many of us have at least one friend who insists on living in a past age? In my case it was an elderly Brit who spent a lifetime trying to achieve “just intonation” by tuning the vibrations of oddly shaped metal instruments. My friend would have found a kindred spirit in Luther Van der Loon—the narrator and protagonist of Carol LaHine’s darkly funny book about a professor of early music who worships the “perfect Pythagorean intervals” and resents their corruption by the modern, equally tempered 12 tone scale. With the same passion that Luther rejects equal-temperament, he rejects the idea that his beloved mother choking on a wonton was a senseless accident for which no one can be held accountable. To the dismay of Celia, his therapist girlfriend, he wakes frequently in the middle of the night, waving his fist and cursing the legion of Chinese deliverymen in New York City. Behind her back, he initiates a law suit against the ironically named Seventh Happiness restaurant, even as he wallows in guilt at his inability to save his mother by performing the Heimlich maneuver. His constant flashbacks to the scene of her death, recurring nightmares, and frequent panic attacks are all symptoms of PTSD. It is difficult to tell what Luther grieves for most - the loss of his mother or the loss of what he sees as the pinnacle of perfection in music. In many ways the book resembles a musical composition, with the two motifs being the death of his mother, who he fails to save, and his equally hopeless efforts to resuscitate a dying form of music.Celia’s playbook of standard grief counseling techniques is no match for Luther’s determination to intellectualize his grief. He is unattractive physically and has a morbid streak, so one of the book’s initial mysteries is what she sees in him that keeps her by his side. Gradually we find that he is not entirely unlovable, nor is he illogical. When he opines that “There are heavenly, sonorous tones, auspicious ratios, that have been eliminated in the interest of uniformity,” I found myself taking his side, much as I love the sound of jazz piano. Seeing the world through the lens of his devotion to music also makes him endearing at times - as when he describes a lawyer as having “giant bearish hands, stubby fingers and a meager finger span — entirely inappropriate for playing a sensitive keyboard or string instrument.”This existentialist novel lives up to its title in unpredictable and often delightful ways. Is there an order to the universe that was violated when instead of #25 - beef and broccoli — Luther’s mom changed her choice to #29 , General Tso’s Chicken thereby consuming the fatal wonton? Are the divine ratios proof positive of the existence of a Superior Being and if so why did churches let their organ pipes be reconfigured in conformity with the equal temperament? The ending hints that someday everything will all make sense....more",Notes are private!,0,1,1,"Sep 18, 2020","Sep 22, 2020","Aug 28, 2020",,Kindle Edition,view (with text),/book/show/45487503-someday-everything-will-all-make-sense
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evolution        (Devolution Trilogy #2),"Casey, John*",173690812X,9781736908129,173690812X,323        pp,5.00,9,unknown,"May 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Paperback,view,/book/show/55141602-evolution
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sons and Daughters of Toussaint,"Madsen, Keith*",1949180026,9781949180022,1949180026,333        pp,4.86,14,unknown,"Jun 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love of all things Haitian shines through every word in Keith Madsen’s daring book. I use that adjective because to envision a future for a nation andLove of all things Haitian shines through every word in Keith Madsen’s daring book. I use that adjective because to envision a future for a nation and its people takes courage. And it is Madsen’s vision that is the foundation for the dramatic story he has chosen to tell. Isaac Breda is the modern protagonist of the novel and a descendent of Toussaint Louverture, the famous Haitian revolutionary and humanist who led the battle for his country’s freedom from France during Napoleon’s rule. We follow both of these men in alternating stories until the novel settles into the present and moves into what I found myself fervently hoping will be its future. A strong theme of courage in the face of overwhelming odds runs though this book, and the slogan “Nou pa pè!” - We are not afraid!” resounds from the pages.Madsen has wonderful powers off description. Both the Haitian and New York settings come alive in this book and provide a strong sense of place. Combine that with the author’s sense of humor, his gift for painting heroes and villains equally well, and his inclusion of a love story of epic proportions and you get a book that is genuinely moving (in spite of a few pages that seem to belong in a philosophical treatise).I now have a much better grasp of Haitian history and the tragedy of how, after achieving independence, Haiti has remain colonized on many levels and unable to make the progress that Toussaint dreamed about. What the book brings is a sense of possibilities, an affirmation that with wise and compassionate leadership Haiti could experience lasting change for the better.I was touched and surprised by the ending.Highly recommended for anyone with a true interest in Haitian history and culture, as well as vivid characters who embody the struggle for justice and economic well-being that continues to this day....more",Notes are private!,0,0,1,not set,not set,"Aug 27, 2020",,Paperback,view (with text),/book/show/41039145-the-sons-and-daughters-of-toussaint
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,835",Oct 1993,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2020",not set,"Aug 27, 2020",,Paperback,view,/book/show/52397.Parable_of_the_Sower
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Mounds: A Historical Fantasy,"Metzner, Jim*",,,B08BW6J12C,unknown,4.62,26,unknown,"Jun 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes it takes a whirlwind to pull us into the center of ourselves. Jim Metzner has created two such tornados in different timeframes and two protSometimes it takes a whirlwind to pull us into the center of ourselves. Jim Metzner has created two such tornados in different timeframes and two protagonists who must lose their identifies in order to find them. A Natchez Indian from the distant past and a modern New Yorker are compelled to switch more than their bodies, in this novel that is a striking metaphor for humanity’s ongoing schism with itself.Salvador “Lewis” Samuels, recently divorced and needing to mend, drives to Mississippi to unwind, picturing himself sipping mint juleps on a porch and smelling the roses. He makes a fateful decision to pull off the road at the “Ancient Mound 7 Miles” sign, pitch his tent at the top of the Mound to spend the night. He wakes up from an intense dream and runs his hands over what is clearly not his body. Lewis’s eyes are open but what he sees are the sort of colors that appear when they are shut after having looked at the sun too much.Meanwhile Skyfisher, a Natchez who has a lifelong fascination with the Sacred Place, spends the night there and is found bruised and delirious in the morning by his wife, Tell Me a Story. She realizes that her husband is a stranger to himself.As the two men adapt to their wildly different but equally wild surroundings, they each learn how to see and communicate in new ways that have implications for our future here on earth. Without giving away too much, it is safe to say that this immensely entertaining book will take you to new heights of inner madness and well as delight. Sacred Mounds explores the human psyche in ways reminiscent of Huxley and sparkles with satire that brings Vonnegut to mind. I highly recommend taking the ride....more",Notes are private!,0,1,1,not set,not set,"Aug 26, 2020",,Kindle Edition,view (with text),/book/show/54751297-sacred-mounds
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coffee Killed My Mother,"Stramella, Donna Koros*",1951896386,9781951896386,1951896386,238        pp,4.46,28,"Jan 23, 2020","Jan 23, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The way we see other people says as much about us as the way we view ourselves. In the hands of a gifted writer such as Donna Stramella, this truism cThe way we see other people says as much about us as the way we view ourselves. In the hands of a gifted writer such as Donna Stramella, this truism can turn into a compelling story. In “Coffee Killed My Mother,” 17-year-old Anna Lee watches her eccentric mother Jacqueline through a sardonic lens, shifting between hostility and grudging admiration as she is dragged along on a coffee-tasting road trip. Aside from being on the constant lookout for caffein infusions to replace her craving for alcohol, the brightly clad Jacqueline has family secrets to dole out along the way and another, more mysterious agenda that becomes clear only when the book ends.This seemingly mis-matched pair stops at numerous small towns as well as ocean-resorts on their frequently-detoured-from-route down the East Coast from New Jersey to Florida. Anna Lee starts a journal devoted to chronicling 100 Reasons Why My Mother is Crazy. But it is really her own foibles that reveal the teenager’s inner life. She uses her considerable powers of observation to distance herself from others, including her ex-alcoholic mother who has caused her pain in the past and seems bent on making amends. Just as Jacqueline craves coffee to quell anxiety, Anna Lee feels a strong need to count things when she feels nervous, be it cars, road signs or, in one instance, two condoms, five empty liquor bottles, and one pair of women’s underwear. I found myself wondering early on if this compulsion would someday combine with her knack for writing descriptions to make Anna Lee a writer, eventually following in her journalist mother’s footsteps. The mother daughter relationship is brilliantly rendered, full of humor and pathos in equal measure and subtlety evolving towards an unknown destination in a way that builds suspense and makes the physical journey the perfect metaphor for the emotional one. Anna Lee’s coming of age is the kind that could happen to any one of us at any time. For me that’s the beauty of this book....more",Notes are private!,0,1,2,"Sep 2020Sep 14, 2020","Sep 14, 2020not set","Aug 26, 2020",,Paperback,view (with text),/book/show/51297075-coffee-killed-my-mother
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telling Sonny,"Gauffreau, Elizabeth*",1949180514,9781949180510,1949180514,337        pp,4.94,35,"Feb 14, 2019","Dec 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Faby Gauthier, the protagonist of Telling Sonny, grows up in a small town in Vermont in the 1920’s, a few miles south of the Canadian border. Both EngFaby Gauthier, the protagonist of Telling Sonny, grows up in a small town in Vermont in the 1920’s, a few miles south of the Canadian border. Both English and French are spoken in Faby’s home and her Maman (mother) and Maman Aurore (grandmother) run their household with the same pointed efficiency as Maman Aurore’s speedy knitting needles. For Faby, recently graduated from high school and at loose ends, predictability equals boredom and it’s no surprise that she falls for a Vaudevillian dancer named Slim White when his show comes to town. What is surprising is that when Slim ( whose real name is Louis Kittel) learns that Faby is pregnant, he returns to marry her and takes her on tour with him shortly thereafter. Thus begins a beautifully written and atmospheric tale in which the dreamy-eyed, optimistic Faby continues her love affair with Vaudeville even as her disillusionment with Slim’s cavalier attitude and mysterious disappearances grows with each passing day on the road.In some books, the journey is what captivates the reader and for me this was the case. The author deftly brings to life the song and dance acts that Faby enjoys every night, the grueling train rides and increasingly seedy hotels, and regales us with tall stories swapped by performers over mid-night snacks after the show. And when Faby finally returns home to give birth, we see a different world through her eyes than the one she left. Her coming of age is painful yet tempered by a bitter-sweet revelation at the end that brought tears to my eyes. Filled with unique and well-defined characters. An excellent read....more",Notes are private!,0,1,2,not setnot set,not setnot set,"Aug 26, 2020",,ebook,view (with text),/book/show/43390714-telling-sonny
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Encounter,"Wirkala, Rita*",0989257940,,B00HSKMQHK,293        pp,4.14,7,"Jan 01, 2013","Jan 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are so many heart-stopping moments in this deeply authentic book—moments of suspense, discovery, despair, and ultimately hope, as the two protagThere are so many heart-stopping moments in this deeply authentic book—moments of suspense, discovery, despair, and ultimately hope, as the two protagonists persevere and follow their hearts. From alternating points of view, we follow Ernesto Ruiz, who leaves the comfort of his San Diego home to travel south in search of his birth family and we accompany Rosa Epayuma, a Huaorani from the Amazonian region of Ecuador, on her excruciatingly difficult journey north to join her mother in the US. Along the way, we experience the hard-edged realities that immigrants must deal with and witness the devastation caused by the ruthless exploitation of a dazzlingly beautiful ecosystem. This is an eye-opener for anyone who has never, like Rosa, voyaged in hold of a fishing boat packed with desperate people or, like Ernesto, chosen to “enter the world of the Huaorani like a Greek hero descending into the Underworld.”The two main characters are well drawn. Ernesto is at first the more timid but he grows into his own during his nigh impossible quest to reconnect with his roots. As Wirkala puts it, “...something extraordinary obliges him to pursue it, something that defies logic. He feels like he’s reaching his hand into the darkness hoping someone will take it.”Rosa has a strong kinship with the animal kingdom and there is a mythological quality to this fierce girl’s relationships with the creatures she tries to protect and who in turn protect her. Bruised, battered but unbowed, she invokes “an imaginary magician to help her cross the Rio Grande on invisible wings” before taking matters into her own hands. And it is not only the Mexican/US border that Rosa is determined to cross. In the author’s words, “It is the border dividing the Stone Age world of the Amazonian natives from a modern world advancing brutally, invincibly, over them.”Wirkala’s descriptions of village life in Guatemala and in Ecuador are exquisite and carry us deeper into the lives of those who have achieved a closeness to nature than we in the so-called civilized world have irreparably lost. That the Huaorani way of life is close to extinction and so many have been poisoned and died from oil industry pollution is the tragedy at the center of this book. The resilience and strength of Rosa and Ernesto, who represent the unwritten future, provide the hope we need. Their sweet meeting in Guatemala has far reaching consequences that this reader will not spoil by revealing here.On Ernesto’s way to interview a family he hopes will turn out to be his own, he and his guide “follow a path that cuts through the red earth, and soon take a narrow trail lined with the foliage of tall corn plants. Silky beards, red and orange, hang from the ears, signaling that it’s harvest time.” I felt a strong urge to touch these silky beards and walk on the red earth beside Ernesto. Fiction blended with reality. That is the true power of storytelling, a power that this eloquent writer uses well.Wirkala never turns her gaze away from harsh realities and Ernesto makes hugely disconcerting discoveries about his adoptive father’s role in destroying Rosa’s homeland. In spite of this, it occurs to Ernesto that “for every distortion and disharmony and degradation that occurs somewhere in the world, there must be, somewhere else, a harmonious and positive force to restore the lost balance, so the world does not end.” The book itself embodies this philosophy and for that reason is a joy to read. Highly recommended for adults and young adults alike....more",Notes are private!,0,0,1,"Aug 21, 2020","Aug 29, 2020","Aug 21, 2020",,Kindle Edition,view (with text),/book/show/27135523-the-encounter
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secret Spain Travel Guide: Visit Alicante's Myths & Legends,"Farrell, Sarah",,,B07ZKMHXNJ,117        pp,4.00,1,unknown,"Oct 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2020",not set,"Aug 20, 2020",,Kindle Edition,view,/book/show/48577528-secret-spain-travel-guide
