,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Novel Currents's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling,"Newman, T.J.*",1982177888,9781982177881,1982177888,304        pp,3.87,"76,602","Jul 06, 2021","Jul 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a 2 star book for me personally, but I’m giving this 3 stars because it’s exactly what its target audience (which I’m not part of ) wants — alThis is a 2 star book for me personally, but I’m giving this 3 stars because it’s exactly what its target audience (which I’m not part of ) wants — albeit in very mediocre fashion. Personally I found it utterly predictable and unremarkable. I finished it though. I think? I already barely remember it. ...more",Notes are private!,0,0,2,not setnot set,Aug 2021not set,"Aug 01, 2021",,Hardcover,view (with text),/book/show/56614951-falling
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,,144        pp,4.15,"236,023","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 28, 2021","Jul 28, 2021",,ebook,view,/book/show/32758901-all-systems-red
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dinner,"Koch, Herman",,,,306        pp,3.22,"162,298",2009,"Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 25, 2021","Jul 25, 2021",,Kindle Edition,view,/book/show/40718205-the-dinner
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of a Hundred Whispers,"Masterton, Graham",,,B081T68M63,300        pp,3.49,"4,215","Oct 01, 2020","Oct 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 09, 2021","Jul 09, 2021",,Kindle Edition,view,/book/show/50619585-the-house-of-a-hundred-whispers
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darkness: Two Decades of Modern Horror,"Datlow, Ellen*",1892391953,9781892391957,1892391953,424        pp,3.54,414,"Jan 01, 2010","Mar 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 02, 2021not set","Jul 02, 2021",,Paperback,view,/book/show/6943916-darkness
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Never Learn,"Fargo, Layne*",,,,349        pp,3.94,"53,830","Oct 13, 2020","Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 23, 2021","Jun 23, 2021",,Kindle Edition,view,/book/show/45161839-they-never-learn
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,186","Mar 10, 2020","Mar 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 14, 2021","Jun 14, 2021",,Hardcover,view,/book/show/44890081-my-dark-vanessa
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,876","Sep 15, 2020","Sep 15, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 03, 2021","Jun 03, 2021",,Hardcover,view,/book/show/50202953-piranesi
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Library of the Unwritten        (Hell's Library, #1)","Hackwith, A.J.*",1984806386,9781984806383,,384        pp,3.82,"22,298","Oct 01, 2019","Oct 01, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 28, 2021",,ebook,view,/book/show/41961994-the-library-of-the-unwritten
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.82,"113,977","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 26, 2021","May 26, 2021",,Hardcover,view,/book/show/55315487-the-plot
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November Road,"Berney, Lou*",0062663879,9780062663870,,320        pp,3.87,"12,986","Oct 09, 2018","Oct 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 10, 2021","May 10, 2021",,ebook,view,/book/show/35430011-november-road
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Harpy,"Hunter, Megan*",0802148166,9780802148162,0802148166,194        pp,3.32,"6,400","Sep 03, 2020","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 29, 2021","Apr 29, 2021",,Hardcover,view,/book/show/48637753-the-harpy
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lot,"Washington, Bryan",0525533672,9780525533672,0525533672,240        pp,3.76,"9,578","Mar 19, 2019","Mar 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 09, 2021","Apr 09, 2021",,Hardcover,view,/book/show/40749395-lot
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Known World,"Jones, Edward P.",0061159174,9780061159176,0061159174,388        pp,3.83,"41,277",Sep 2003,"Aug 29, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 04, 2021","Apr 04, 2021",,Paperback,view,/book/show/67.The_Known_World
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Man a Menace,"Hoffman, Patrick*",0802125441,9780802125446,0802125441,288        pp,3.59,"2,302","Oct 04, 2016","Oct 04, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2021,"Apr 01, 2021",,Hardcover,view,/book/show/28818912-every-man-a-menace
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,764","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 27, 2021","Mar 27, 2021",,Hardcover,view,/book/show/51541496-luster
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memorial,"Washington, Bryan",,,,320        pp,3.57,"34,769","Oct 27, 2020","Oct 27, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 18, 2021","Mar 18, 2021",,Hardcover,view,/book/show/48902303-memorial
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City We Became        (Great Cities, #1)","Jemisin, N.K.*",,,,437        pp,3.87,"69,340","Mar 24, 2020","Mar 24, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 11, 2021","Mar 11, 2021",,Hardcover,view,/book/show/42074525-the-city-we-became
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Hold a Wolf by the Ears: Stories,"Berg, Laura van den*",0374102090,9780374102098,0374102090,224        pp,3.82,"3,191","Jul 28, 2020","Jul 28, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 07, 2021","Mar 07, 2021",,Hardcover,view,/book/show/51540889-i-hold-a-wolf-by-the-ears
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Midst of Death        (Matthew Scudder, #3)","Block, Lawrence*",0380763621,9780380763627,0380763621,244        pp,3.79,"4,110",1976,"Apr 28, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 07, 2021","Mar 07, 2021",,Mass Market Paperback,view,/book/show/76761.In_the_Midst_of_Death
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Monster,"Sarid, Yishai",1632062712,9781632062710,1632062712,176        pp,4.06,"1,740",Aug 2017,"Sep 08, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 28, 2021","Feb 28, 2021",,Hardcover,view,/book/show/53401989-the-memory-monster
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Women,"Pochoda, Ivy*",0062656384,9780062656384,0062656384,352        pp,3.79,"6,952","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 27, 2021","Feb 27, 2021",,Hardcover,view,/book/show/52218375-these-women
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bear,"Krivak, Andrew",1942658702,9781942658702,1942658702,224        pp,3.89,"8,822","Feb 11, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 19, 2021","Feb 19, 2021",,Paperback,view,/book/show/45869112-the-bear
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time to Murder and Create        (Matthew Scudder, #2)","Block, Lawrence*",0752827499,9780752827490,0752827499,170        pp,3.82,"5,048",1976,1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 17, 2021","Feb 17, 2021",,Paperback,view,/book/show/380558.Time_to_Murder_and_Create
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened That Night,"Block, Sandra*",1492660299,9781492660293,1492660299,352        pp,3.95,"2,490","Jun 05, 2018","Jun 05, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 15, 2021","Feb 15, 2021",,Paperback,view,/book/show/36662489-what-happened-that-night
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Axiom's End        (Noumena, #1)","Ellis, Lindsay*",1250256739,9781250256737,1250256739,384        pp,3.72,"24,299","Jul 21, 2020","Jul 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2021","Feb 11, 2021",,Hardcover,view,/book/show/51171377-axiom-s-end
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sparrow        (The Sparrow, #1)","Russell, Mary Doria*",0449912558,9780449912553,0449912558,419        pp,4.14,"75,550","Sep 09, 1996","Sep 08, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 02, 2021","Feb 02, 2021",,Paperback,view,/book/show/334176.The_Sparrow
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hellfire Club,"Tapper, Jake*",,9780316472333,,352        pp,3.62,"10,572","Apr 24, 2018","Apr 24, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 20, 2021","Jan 20, 2021",,ebook,view,/book/show/34329347-the-hellfire-club
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fierce Kingdom,"Phillips, Gin*",0735224277,9780735224278,0735224277,288        pp,3.53,"23,599","Jul 25, 2017","Jul 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jan 18, 2021not set","Jan 18, 2021",,Hardcover,view,/book/show/33155777-fierce-kingdom
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shorefall        (The Founders Trilogy, #2)","Bennett, Robert Jackson*",,,B07QVH2Q2K,493        pp,4.06,"18,246","Apr 21, 2020","Apr 21, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 14, 2021",,Kindle Edition,view,/book/show/45309582-shorefall
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sins of the Fathers        (Matthew Scudder, #1)","Block, Lawrence*",0752834525,9780752834528,0752834525,182        pp,3.87,"11,319",1976,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,not setnot setnot set,"Jan 11, 2021not setnot set","Jan 11, 2021",,Paperback,view,/book/show/39507.The_Sins_of_the_Fathers
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred Thousand Kingdoms        (Inheritance, #1)","Jemisin, N.K.*",0316043915,9780316043915,0316043915,427        pp,3.90,"74,768","Feb 25, 2010","Feb 25, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jan 07, 2021not set","Jan 06, 2021",,Paperback,view,/book/show/6437061-the-hundred-thousand-kingdoms
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleanness,"Greenwell, Garth*",0374124582,9780374124588,0374124582,240        pp,3.80,"8,507","Jan 14, 2020","Jan 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Dec 24, 2020not set","Dec 24, 2020",,Hardcover,view,/book/show/45892271-cleanness
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",1324005033,9781324005032,1324005033,224        pp,3.73,"36,053","May 12, 2020","May 12, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Dec 20, 2020","Dec 20, 2020",,Hardcover,view,/book/show/53122391-a-children-s-bible
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children's Hospital,"Adrian, Chris",1932416609,9781932416602,1932416609,615        pp,3.57,"2,955","Aug 22, 2006","Aug 22, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Dec 15, 2020not set","Dec 15, 2020",,Hardcover,view,/book/show/53169.The_Children_s_Hospital
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterland,"Beukes, Lauren*",031626783X,9780316267830,031626783X,411        pp,3.27,"4,772","May 15, 2020","Jul 28, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Dec 13, 2020not set","Dec 13, 2020",,Hardcover,view,/book/show/37946417-afterland
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea of Tranquility,"Millay, Katja*",,,B009R44MQ8,449        pp,4.29,"86,445","Sep 05, 2012","Nov 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 29, 2020",,Kindle Edition,view,/book/show/16151178-the-sea-of-tranquility
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",,,,546        pp,4.08,"468,092","May 01, 2009","Jun 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2020","Nov 19, 2020","Oct 29, 2020",,Kindle Edition,view,/book/show/11459962-what-alice-forgot
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",,,,246        pp,4.04,"299,683","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 17, 2020","Oct 21, 2020","Oct 17, 2020",,Kindle Edition,view,/book/show/42111754-on-earth-we-re-briefly-gorgeous
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgetting Time,"Guskin, Sharon*",,,B011I2MN12,368        pp,3.80,"31,049","Feb 02, 2016","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2020","Oct 17, 2020","Oct 08, 2020",,Kindle Edition,view,/book/show/39963332-the-forgetting-time
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",,,B077RG9JFX,289        pp,3.73,"88,703","Jan 26, 1994","Aug 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2020","Oct 08, 2020","Oct 03, 2020",,Kindle Edition,view,/book/show/38058832-the-memory-police
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Let You Go,"Mackintosh, Clare*",,,,377        pp,4.05,"133,825","Nov 06, 2014","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2020","Oct 03, 2020","Sep 17, 2020",,Kindle Edition,view,/book/show/27212488-i-let-you-go
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good as Gone,"Gentry, Amy*",,,B01EKQFUHC,289        pp,3.46,"37,776","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 08, 2020","Sep 16, 2020","Sep 08, 2020",,Kindle Edition,view,/book/show/30290187-good-as-gone
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Song for a New Day,"Pinsker, Sarah*",1984802593,,B07L7TLT9G,384        pp,3.97,"4,333","Sep 10, 2019","Sep 10, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2020","Sep 07, 2020","Aug 22, 2020",,Kindle Edition,view,/book/show/43401925-a-song-for-a-new-day
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",,,B07LF64DZ2,476        pp,4.03,"305,674","Oct 08, 2019","Oct 08, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 08, 2020","Aug 22, 2020","Aug 08, 2020",,Kindle Edition,view,/book/show/43301737-ninth-house
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostly Dead Things,"Arnett, Kristen*",,,B07M7PWXGH,354        pp,3.38,"19,008","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2020","Aug 08, 2020","Aug 02, 2020",,Kindle Edition,view,/book/show/43548299-mostly-dead-things
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Scanner Darkly,"Dick, Philip K.",,,B005LVR6NC,307        pp,4.02,"102,069",Jan 1977,"Oct 18, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2020,"Aug 02, 2020","Aug 01, 2020",,Kindle Edition,view,/book/show/36681252-a-scanner-darkly
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",,,B07RL58ZDG,302        pp,3.69,"172,192","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020",Aug 2020,"Jul 28, 2020",,Kindle Edition,view,/book/show/45999201-the-glass-hotel
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief History of the Dead,"Brockmeier, Kevin",,,B000FCKPGC,272        pp,3.67,"12,243","Sep 08, 2003","Feb 14, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2020","Jul 11, 2020","Jul 05, 2020",,Kindle Edition,view,/book/show/6357281-the-brief-history-of-the-dead
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assassin's Quest        (Farseer Trilogy, #3)","Hobb, Robin*",,,,757        pp,4.20,"158,352",Mar 1997,"Nov 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2020","Jul 26, 2020","Jul 05, 2020",,Kindle Edition,view,/book/show/6352143-assassin-s-quest
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Royal Assassin        (Farseer Trilogy, #2)","Hobb, Robin*",,,,675        pp,4.26,"198,258",Mar 1996,"Nov 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2020","Jul 04, 2020","Jun 20, 2020",,Kindle Edition,view,/book/show/6352142-royal-assassin
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Price of Spring        (Long Price Quartet, #4)","Abraham, Daniel",,,B002VAHGUE,352        pp,4.11,"6,059","Jul 01, 2009",Jul 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2020","Jun 15, 2020","Jun 04, 2020",,Kindle Edition,view,/book/show/11550699-the-price-of-spring
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assassin's Apprentice        (Farseer Trilogy, #1)","Hobb, Robin*",,,,464        pp,4.18,"326,385",May 1995,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2020","Jun 16, 2020","May 30, 2020",,Kindle Edition,view,/book/show/43618653-assassin-s-apprentice
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Autumn War        (Long Price Quartet, #3)","Abraham, Daniel",,,B003K15OLQ,380        pp,4.05,"7,137","Jul 01, 2008","Apr 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2020","Jun 04, 2020","May 19, 2020",,Kindle Edition,view,/book/show/11550697-an-autumn-war
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Betrayal in Winter        (Long Price Quartet, #2)","Abraham, Daniel",,,B003K15OHK,332        pp,3.91,"7,360","Aug 21, 2007","Apr 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 12, 2020","May 19, 2020","May 12, 2020",,Kindle Edition,view,/book/show/11542017-a-betrayal-in-winter
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Shadow in Summer        (Long Price Quartet, #1)","Abraham, Daniel",,,B001AN4WSW,334        pp,3.63,"12,883","Mar 07, 2006","Jun 03, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 07, 2020","May 12, 2020","May 07, 2020",,Kindle Edition,view,/book/show/6586403-a-shadow-in-summer
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Strange Case of the Alchemist's Daughter        (The Extraordinary Adventures of the Athena Club, #1)","Goss, Theodora*",,,B01LYPZUI5,434        pp,3.82,"25,966","Jun 20, 2017","Jun 20, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 05, 2020","May 07, 2020","May 05, 2020",,Kindle Edition,view,/book/show/33645527-the-strange-case-of-the-alchemist-s-daughter
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baby Teeth,"Stage, Zoje*",,,,309        pp,3.60,"69,399","Aug 09, 2018","Jul 17, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2020","May 05, 2020","May 04, 2020",,Kindle Edition,view,/book/show/36603018-baby-teeth
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunger,"Katsu, Alma*",073521252X,,B071X2K32P,384        pp,3.61,"29,168","Mar 06, 2018","Mar 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2020","May 04, 2020","May 03, 2020",,Kindle Edition,view,/book/show/35570079-the-hunger
