,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kemper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whoop! Whoop!,"Nutz, Icy Thug",1913452026,9781913452025,1913452026,212        pp,4.38,8,unknown,"Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lot of crime novels start with things like a gorgeous dame walking into a hard boiled private detective’s office or a world weary cop being called tA lot of crime novels start with things like a gorgeous dame walking into a hard boiled private detective’s office or a world weary cop being called to a brutal crime scene. This one kicks off with a guy thinking his dick has exploded and then later throwing a tray of human feces into another man’s face at a MacDonald’s. Hey, it’s called Whoop! Whoop!, and the lead character is a Juggalo. It isn’t like I was expecting it to be The Maltese Falcon going into it.Magnetz is a guy living in Phoenix who can’t hold a job, and he’s pretty much a professional dumbass. The only things he’s got going for him is his adorable young daughter, and his love of the band Insane Clown Posse has given him a family among their dedicated fans, the Juggalos. After a lifetime of bad choices, Magnetz tops himself when he tries to pull a revenge prank and accidentally throws his own crap into another man’s face. Unfortunately, Magnetz got the wrong guy, and the person he shit spackled turns out to be a blood thirsty ex-cop nicknamed Murda Killa who just got out of prison, and now Magnetz has to flee for his life and try to find a way out of the mess he created as Murda Killa hunts him.I’m not a fan of ICP, and I’d generally agree with the idea that a person who throws a bunch of feces on another person pretty much deserves whatever they get. So why read a book that asks me to sympathize with a Juggalo poop flinger? A little bird told me that the author Icy Thug Nutz is actually Johnny Shaw, and that’s a guy I actually trust to tell a story like this and make it funny instead of just gross. Although in fairness, it is pretty gross.Still Shaw has the knack of writing stupid people doing stupid, disgusting things and making it entertaining. That’s exactly what he’s done here with this fast paced farce, and at a time when I needed some laughs it hit the spot. Even with all the gross insanity going on in this book, Shaw manages to give Magnetz some emotional depth so that you actually do feel bad for the big doofus even if the whole situation was his own fault.It’s a little odd to read this after Shaw’s last book The Southland, which was a very serious and mature novel that dug into the world of undocumented Mexican workers being exploited in the US. It shows that he’s the kind of writer who can a lot of different things, and he does them all well.Public Service Announcement: I got a free copy of this for , and I'm told that it isn't for sale on Amazon. If anyone is interested it can be found on the publisher's website....more",Notes are private!,0,39,1,"Nov 09, 2020",Dec 2020,"Nov 09, 2020",,Paperback,view (with text),/book/show/48716077-whoop-whoop
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someone to Watch Over Me        (Spencer, #48)","Atkins, Ace*",052553685X,9780525536857,052553685X,320        pp,4.12,"4,459","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley.Spenser tries to bring down a rich pedophile who has been protected for years by his wealth and I received a free advance copy of this from NetGalley.Spenser tries to bring down a rich pedophile who has been protected for years by his wealth and influence. This guy also has a partner in a woman who helps him lure the girls in, and they are often taken to a private island where other powerful men come to party.That’s just such a disturbing and creepy premise that I’m glad this is a work of fiction and that nothing like that could happen in real life….In the first Spenser book that Ace Atkins wrote the detective helped a fourteen-year-old girl named Mattie find her mother’s killer. Now Mattie is old enough to legally drink, and she’s been working for Spenser and training as a junior PI. It’s Mattie who is asked by a young girl from her neighborhood for help after she had an icky encounter with a rich pervert at an exclusive club. It soon becomes apparent that there’s some very twisted and rotten stuff going on, and that the guy behind it all will use all of his wealth and power to do anything possible to stop any of his victims from going public.  There are several interesting things going on in this one. The main plot was obviously inspired by a true story although Atkins changes things up so that just because we know what happened in real life doesn’t mean you know how this book will end. The idea of a guy like this with a private island and a stunning list of powerful friends who are involved would probably seem too over-the-top to work in a Spenser novel if it hadn’t happened. So you’ve got Spenser going up against people that you really want to see get kicked in the teeth which makes it satisfying when the detective starts rattling their cages.Another satisfying thing is that we get a lot of Hawk in this one. Atkins has been judicious in his use of everybody’s favorite bad ass best friend character so that he could explore and expand the roles of other supporting players in recent books, and he’s done a great job of it. Still, it’s always comforting to know that Hawk is around, and it was nice to get a little insight into what Hawk does when he isn’t saving Spenser’s ass in Boston.Bringing back Mattie was another nice touch. Spenser has taken in other people like his surrogate son Paul and his former PI apprentice Z. Sixkill so this follows a pattern. However, Mattie is an incredibly independent woman who doesn’t always see things the way Spenser does, and while the two have a real bond, she also isn’t afraid to start finding her own way versus just following in Spenser’s footsteps. The one thing I wasn’t crazy about was the subplot of Spenser getting a new puppy after his dog Pearl has passed away. As the series has done in the past, Spenser gets another dog of the same exact breed and again names her Pearl. This always seemed like a cheat by Robert B. Parker to keep Spenser in a timeless limbo, but Atkins does explore why Spenser does this as a coping mechanism. It makes some sense, but at this point Spenser is essentially ageless so why not just make it the same Pearl vs. periodically killing one off and getting another one? Aside from that minor nitpicking, I enjoyed this one from start to finish. Mattie’s part of the plot gave it the kind of freshness that Ace Atkins has been bringing to the series from the start while the stuff with Spenser and Hawk felt very old school, like some of the earliest RBP books. It was a nice combination that appealed to me as a long time Spenser fan while still feeling new and modern....more",Notes are private!,0,33,1,"Oct 26, 2020","Nov 06, 2020","Oct 26, 2020",,Hardcover,view (with text),/book/show/52007525-someone-to-watch-over-me
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Suicide Squad, Volume 3: Rogues","Ostrander, John",1401260918,9781401260910,1401260918,280        pp,4.02,306,"Apr 12, 2016","Apr 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm having a lot of fun going through these collections. The '80s tone where a lot of characters and costumes still had old school goofiness to them eI'm having a lot of fun going through these collections. The '80s tone where a lot of characters and costumes still had old school goofiness to them even as the plots started orienting around real world political and social issues is an interesting era that makes for some wild stories....more,Notes are private!,0,18,1,"Oct 05, 2020","Oct 14, 2020","Oct 05, 2020",,Paperback,view (with text),/book/show/26192677-suicide-squad-volume-3
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of the Velvet Claws        (Perry Mason #1),"Gardner, Erle Stanley",,,B005QE7XPK,261        pp,3.87,"5,085",1933,"Sep 27, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been very confused about Perry Mason lately.I’ve never seen the old TV show with Raymond Burr, but general pop culture awareness has told me thatI’ve been very confused about Perry Mason lately.I’ve never seen the old TV show with Raymond Burr, but general pop culture awareness has told me that Mason was a defense lawyer whose clients were always innocent, and that he’d get them acquitted by figuring out the true guilty party who Mason would then get to confess on the stand. So I was a little shocked when I watched the new HBO series in which Mason as played by Matthew Rhys wasn’t even a lawyer at the start, but rather a small-time drunken private investigator who gets embroiled in the case of a murdered infant and has to navigate a web of crime and corruption to try and find some shred of justice. I decided to go to the source to try and figure out what the real skinny is on this Perry Mason guy, and I checked out the book that started it all way back in 1933. What’s the verdict? It seems like Mason was a lot closer to the HBO version.Mason gets hired by a woman who needs his help to keep her name out of a tabloid newspaper after she and a politically connected male friend who wasn’t her husband have gotten caught up in a situation that could turn into a scandal. Even though the lady is lying about who she is, Perry takes the case, but when he starts digging and finds out who really owns the paper things get messy in a hurry.What’s really interesting to me is Mason’s role at the start of this. Although he is an attorney he also comes across as a fixer/bag man/detective. His opening move is to try and bribe and bully the editor of the paper into silence, but then he shifts tactics immediately to using the opportunity to track down the owner of the paper. Along the way he does things like bribe hotel phone operators and a cop, he pretty much extorts extra cash out of the male companion who was with the woman to keep his name out of it, he hides from the police at one point, he coaches a person at a crime scene on what part of their story to lie about, and he pretends to be somebody else so that he can accept a legally executed subpoena to that person in order to get information. I’m not an attorney, but I think those kinds of things are generally frowned upon.The amusing part is that Mason comes across as a real sonofabitch. He’s all bluster and bullying while doing everything he can to dominate every conversation, and most of his conversations with his assistant Della Street and his investigator Paul Drake consists of him barking orders. It doesn’t make him the most likable protagonist, but he is probably what you’d want from your lawyer when your ass was in a crack because his one core belief is that he owes his client his full efforts no matter what they’ve done.There’s some distinctly dated elements to it with Mason’s attitude towards the women in the story being horrid by today’s standards, and there’s an outright racial slur at one point by one of the characters that nobody seems bothered by.Despite that and Mason not exactly being a guy who I’d like to hang out with, it’s a pretty solid mystery that has the hard boiled atmosphere of a Raymond Chandler or Dashiell Hammett novel. ...more",Notes are private!,0,53,1,Oct 2020,"Oct 05, 2020","Oct 05, 2020",,Kindle Edition,view (with text),/book/show/13103898-the-case-of-the-velvet-claws
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Suicide Squad, Volume 2: The Nightshade Odyssey","Ostrander, John",1401232310,9781401232313,1401232310,264        pp,3.71,494,"Oct 25, 2011","Oct 25, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm having a lot of fun with this Ostrander run. It's a great example of that late '80s stuff where they were sometimes mixing more serious political I'm having a lot of fun with this Ostrander run. It's a great example of that late '80s stuff where they were sometimes mixing more serious political topics with full on superhero silliness so Ronald Reagan is a supporting character as the Suicide Squad gets missions like trying to kill the leader of a South American drug cartel, but then there's another story that involves going to another dimension and battling weird demonic creatures. Captain Boomerang continues to be both the most ridiculous and annoying character. I'm pretty sure that Amanda Waller just keeps sending him out on every mission hoping that he'll be killed someday. Fingers crossed.There's also a couple of appearances by Batman, and the way he's portrayed here reminded me that DC was in the middle of that phase where he had to be an absolute asshole to everybody. Because it's gritty and mature!...more",Notes are private!,0,17,1,"Sep 21, 2020","Sep 28, 2020","Sep 21, 2020",,Paperback,view (with text),/book/show/10874478-suicide-squad-volume-2
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mighty Thor, Vol. 2: Lords of Midgard","Aaron, Jason",0785195238,9780785195238,0785195238,136        pp,3.96,"2,614","Nov 23, 2016","Jan 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More great stuff with lady Thor, and I loved the origin story of Mjolinir.",Notes are private!,0,19,1,"Dec 20, 2020","Dec 26, 2020","Sep 16, 2020",,Hardcover,view (with text),/book/show/29507104-the-mighty-thor-vol-2
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ocean Prey        (Lucas Davenport, #31; Virgil Flowers, #13)","Sandford, John",,,,432        pp,4.39,"33,563","Apr 13, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy from NetGalley for .Ocean Spray? What kind of a name is that for a book? What’s it about? The history of the drinI received a free advance copy from NetGalley for .Ocean Spray? What kind of a name is that for a book? What’s it about? The history of the drink? Or is it a biography of the guy who made the viral video of him skateboarding and drinking Ocean Spray while he lip synced that Fleetwood Mac song? I mean, that was cool and all, but how are you gonnna do a whole book about… What’s that? It’s not Ocean SPRAY, but instead it’s Ocean PREY? Well, that sounds like a John Sandford title. Oh. It is a John Sandford novel.That makes a lot more sense.A Coast Guard patrol runs across what appears to be drug runners doing a pick-up of previously submerged dope out of the ocean using a scuba diver off the coast of Miami. A shootout ensues that leaves several Coast Guard guys dead while the bad guys got away. Months later the FBI and local cops still have no clue as to who was behind it, and the prevailing theory is that there’s still a fortune in drugs waiting to be picked up once the heat dies down.US Marshal Lucas Davenport gets asked to join the investigation by one of his political patrons in DC, and he quickly starts leaning on local dealers trying to get a lead on who might have been involved with the drug ring. As usual in a Davenport case, things start to get sticky, and when Lucas needs more help he turns to his old buddy, Virgil Flowers (a/k/a That fuckin’ Flowers.) to help him crack the case. I’ve written so many Sandford s that I can’t think of a single new thing to say about why this one is another great crime thriller from one of my favorites in the genre. As usual, there’s solid plotting and tension mixed with just enough real world verisimilitude regarding police work and the political factors behind it to make it feel grounded and believable despite a plot that could easily turn into an action movie from the ‘80s. All the things I love about Sandford’s novels are on display here.However, there are some very different things in this one. For one, ever since Sandford shifted Davenport from a Minnesota state cop to a US Marshal, he’s been sending Lucas on assignments across the country, and that has enabled him to do some different things with this series while still sticking to the parts that made it popular to begin with. Moving from typically land locked Midwestern settings to a Florida one that has a lot to do with boats and scuba diving makes it feel like Sandford is doing new things rather than just repeating himself.That’s just the window dressing though, and the biggest difference from previous Prey novels comes in the structure itself. In the past, Lucas was the star of the these books, and then there was the spin-off series featuring Virgil Flowers as the lead. They existed in the same universe with some crossover between them, but generally one of the characters was the focus with the other being a supporting player. However, in this Lucas is the focus in the first third with Virgil taking over the next part, and the last act shifts between them both. I assume that this is because Sandford has said that he’s only going to do one book a year from now on*, and it seems like he folded Virgil into Davenport’s story much like Robert Crais began splitting time between Elvis Cole and Joe Pike in his novels. That gives this book a hybrid feel in that it doesn’t entirely seem like a Davenport novel, and yet it’s not exactly Virgil’s book either. It’s a little odd. Not bad, just different. Sandford is in his late 70s now, and he’s written about 50 novels after a career as a Pulitzer Prize winning journalist. If he had decided to retire completely, he’d have more than earned the right to do so at this point. So if I can get some more of his stories because he’s cutting his work load and figuring out a way to combine his two most popular characters, you won’t hear me complaining about it.Aside from all that, if someone had never read another Sandford book and just picked this one up, I think they’d find it an entertaining crime novel with some great twists as well as an interesting premise with the angle of the bad guys trying to find a way to retrieve a fortune in drugs from the ocean.*Correction: I originally said that Sandford would only be doing the Davenport series from now on, but apparently plan is for him to scale book to one book a year while alternating the Prey and Virgil Flowers books....more",Notes are private!,0,87,1,"Feb 26, 2021","Mar 11, 2021","Sep 15, 2020",,Hardcover,view (with text),/book/show/54687311-ocean-prey
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Damsel        (Alan Grofield, #1)","Stark, Richard",0226770362,9780226770369,0226770362,184        pp,3.68,849,1967,"Apr 15, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alan Grofield is laying in a hotel bed in Mexico City trying to recover from a gunshot wound in the back with a suitcase full of stolen money in the cAlan Grofield is laying in a hotel bed in Mexico City trying to recover from a gunshot wound in the back with a suitcase full of stolen money in the closet when a strange woman looking to escape some thugs comes into his room though the window.We’ve all been there, right?This is a series spun off of Richard Stark’s (a/k/a Donald Westlake’s) better known Parker novels about a professional thief. Grofield started out as a supporting player in those books, and the story of how he ended up in in that Mexican hotel room is part of a Parker novel. While the two characters are both criminals written by the same man, they don’t have much in common. Whereas Parker is a humorless pro who is all about getting the job done, Grofield’s career as a criminal is a side gig while he pursues his true calling, acting. As such, while Grofield is smart and has some devious moves, he’s also more funny and whimsical, and he has a tendency to fantasize that the actions he’s taking are part of a movie.The novel follows the structure of most Parker ones. We get the set-up and spend time with the lead character, but then there’s a shift so that we get the bad guys’ point of view. In this case that involves a plot involving a wealthy politician who is making a power play. That’s where the book slowed down for me. I was into the first part with Grofield and his new female friend on the run, but the machinations of the politician weren’t a lot of fun. A bit too close to reality these days for my taste.Grofield himself falls into a kind of odd category for Stark/Westlake thief characters. The Parker series were hard boiled and gritty crime stories while the Dortmunder books were comic capers about a luckless sad-sack of a criminal. Grofield is somewhere in between the two with some darker violent things happening, but at the same time his cheerful demeanor and witticisms make this far lighter than Parker. It’s a fun read, but Grofield definitely comes in third behind Parker and Dortmunder for me so far....more",Notes are private!,0,23,1,"Sep 14, 2020","Sep 22, 2020","Sep 14, 2020",,Paperback,view (with text),/book/show/12947959-the-damsel
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Heroes Have Always Been Junkies,"Brubaker, Ed",1534308466,9781534308466,1534308466,72        pp,3.60,"4,395","Oct 10, 2018","Oct 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even if Ed Brubaker and Sean Phillips never published another story together they are still going to go down in comic history as one of the great creaEven if Ed Brubaker and Sean Phillips never published another story together they are still going to go down in comic history as one of the great creative partnerships of all time. Fortunately for us all, they keep doing new books, and this short graphic novel is one of their very best.Elle is an addict at a fancy rehab facility who doesn’t seem all that interested in getting clean as she scoffs at other patients and flaunts the rules. As the title of this indicates she also romanticizes famous drug addicts and seems to have modeled her life on their behavior despite having an upbringing that is one giant cautionary tale. That’s all I want to say about the plot of this one, and that short summary doesn’t do justice to the genius work that Brubaker & Phillips have done here. It’s just an amazing piece of art that is bigger than any label or genre that some might try to put on a crime comic. Check it out....more",Notes are private!,0,37,1,"Sep 07, 2020","Sep 08, 2020","Sep 07, 2020",,Hardcover,view (with text),/book/show/39952040-my-heroes-have-always-been-junkies
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken,"Rector, John*",1542091519,9781542091510,B082HS6QBQ,274        pp,3.99,861,"Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free copy of this for  from NetGalley.It’s like the old gum commercial said about twins: “Double your pleasure, double your fun.”AtI received a free copy of this for  from NetGalley.It’s like the old gum commercial said about twins: “Double your pleasure, double your fun.”At least until one of them is brutally murdered.Maggie and Lilly are estranged twins who had a falling out because Lilly refused to leave her abusive husband Mike. It’s been a year since Lilly and Mike left the girls’ hometown, and the sisters haven’t spoken since then. When Lilly turns up dead, Mike is instantly arrested for the crime. Now Maggie has come to the fading tourist trap of a town they were living in to try and find some personal effects that belonged to their mother that Lilly had taken. However, while Mike admits that he did beat Lilly the night she died he also insists that she was still alive when he left her.This is one of those plots that sounds like a cheesy Lifetime TV movie when you describe it, but there’s a lot more going on than that. This isn’t just a straight up thriller like it sounds, but instead it’s more of a psychological suspense novel driven by character work. Much of the story comes to us from a the manager of the apartment building where LIlly and Mike were living, and there’s just something off about this guy from the jump that gives the entire narrative an unsettling vibe.The sequences from Maggie’s POV cover her anger, grief, and loneliness that she she hides behind a veneer of toughness. This is a woman who just wants to do what she came there to do and then get the hell out, but she finds herself drawn to some of the people she meets like a helpful sheriff, a psychic who isn’t stingy with her pot, and an aging private detective. At less than 300 pages John Rector delivers this with a swift no-nonsense efficiency that still manages to suck you into a moody and atmospheric book that seems seems equal parts crime thriller and tragedy....more",Notes are private!,0,33,1,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",,Kindle Edition,view (with text),/book/show/50725758-broken
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken,"Rector, John*",1542091500,9781542091503,1542091500,283        pp,3.99,861,"Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2020",,Paperback,view,/book/show/49541762-broken
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Suicide Squad, Volume 1: Trial By Fire","Ostrander, John",1401230059,9781401230050,1401230059,229        pp,3.82,"1,272","Feb 15, 2011","Feb 15, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The surprising thing about this for me is that ‘Suicide Squad’ is just the team’s nickname. Officially, it’s supposed to be known as Task Force X. So The surprising thing about this for me is that ‘Suicide Squad’ is just the team’s nickname. Officially, it’s supposed to be known as Task Force X. So this has obviously had to be put out by DC in the days before Marvel apparently got a copyright on the letter X.I didn’t read this back in my ‘80s teenage comic book nerd days, but I’ve heard good things about this run by Ostrander for a while. James Gunn saying he was using this version as his template for the new movie was enough to finally put some on hold at the library, and I’m glad I did.There’s a lot of fun to be had with the idea of the government using a bunch second tier super villains as disposable operatives in the DC universe. Sending this motley crew to wipe out a super terror cell or rescue a political prisoner in the Soviet Union has that realistic in a comic book sort of way mentality that I enjoyed in the better stuff of this era.And that outfit that Captain Boomerang is wearing is something else!...more",Notes are private!,0,27,1,"Sep 08, 2020","Sep 14, 2020","Sep 02, 2020",,Paperback,view (with text),/book/show/9065330-suicide-squad-volume-1
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pulp,"Brubaker, Ed",1534316442,9781534316447,1534316442,72        pp,4.32,"4,551","Jul 29, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Max Winter was a cowboy outlaw in his younger days. As an old man living in New York during the Great Depression he draws on his experiences as a writMax Winter was a cowboy outlaw in his younger days. As an old man living in New York during the Great Depression he draws on his experiences as a writer of pulp westerns. With money getting tighter and his mortality looming, Max decides to return to armed robbery in order to try and leave his wife something before he dies. Next thing you know, Max is part of a scheme to steal from the American Nazi movement.Honestly, you had me at old outlaw turns pulp writer, but you throw in a scheme to rip-off Nazis, now we're talking about a Shut-Up-And-Take-My-Money scenario.Brubaker and Phillips score yet again with this quick but powerful tale. The run these guys have been on is nothing short of astounding, and this one has some Unforgiven flavor with the old man trying to live with his violent past thing. First rate stuff all around that combines a cool story with an intriguing character done up with artwork that sets the tone of it all perfectly....more",Notes are private!,0,45,1,"Oct 18, 2020","Oct 18, 2020","Aug 26, 2020",,Hardcover,view (with text),/book/show/49050409-pulp
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shattered Sword: The Untold Story of the Battle of Midway,"Parshall, Jonathan",1574889230,9781574889239,1574889230,612        pp,4.47,"3,255","Nov 08, 2005","Nov 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2020",,Hardcover,view,/book/show/34658.Shattered_Sword
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poe Dameron: Free Fall,"Segura, Alex*",,,,252        pp,3.52,"1,329","Aug 04, 2020","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley in exchange for this .If you’re a Star Wars fan it’s a real best-of-times/worst-of-times sI received a free advance copy of this from NetGalley in exchange for this .If you’re a Star Wars fan it’s a real best-of-times/worst-of-times situation these days. We’ve gotten some great new stuff, but also a couple of real duds. Plus, much like how the worst thing about capitalism are the capitalists, the worst thing about Star Wars fandom turned out to be Star Wars fans. So I wasn’t exactly dying to pick up a new young adult tie-in book, but I’d recently read Alex Segura’s first crime novel, and I thought Poe Dameron was an interesting but underused character in the latest movies so decided to give it a shot. And it turned out to be a fun Star Wars story.This starts out with teenage Poe living on Yavin 4 with his father. Both his parents fought for the rebels against the Empire, and his mother was a great pilot who taught him to fly before she was killed while on a mission for the New Republic. Now Poe’s father just wants to live a quiet life as a farmer, and he’s kept Poe from leaving for the adventure he craves. Hmmm… a young man dreaming of space adventure who is trapped on the family farm…. I wonder why that sounds familiar..?Anyhow, after Poe pulls a knuckleheaded stunt that lands him in hot water with the authorities and leads to a blowout argument with his father, he impulsively takes a piloting job for several shady characters looking to get off Yavin 4 quickly. It turns out that these people are Spice Runners of Kijimi, one of the most dangerous criminal gangs in the galaxy, and a zealous New Republic officer with a personal vendetta is hot on their trail. Poe wanted excitement, but he’s uneasy with his new role as a criminal. However, his growing relationship with the mysterious young lady Zorii makes him hesitant to leave.Segura takes an interesting approach to this one because it plays out in a series of stories that often begin with Poe in the middle of his latest job gone wrong with the Spice Runners that then fills us in on how it came about. The time jumping helps build a complete narrative arc that leaves Poe with some gaps that could be filled in later (Something the Star Wars franchise loves doing.) while also giving us the depth and backstory that the movies never did. One of the few things I liked about Rise of Skywalker was the brief hint of Poe’s past, and this fleshes that out.Since it’s a short YA novel we’re not getting the kind of deep dive into Star Wars lore that some nerds demand, but overall I found it to be a fast, fun, and enjoyable adventure. It’s obvious that Segura is a fan who knows the universe well, and he brings a young Poe to life with energy and enthusiasm....more",Notes are private!,0,24,1,"Jul 28, 2020","Aug 18, 2020","Jul 28, 2020",,Kindle Edition,view (with text),/book/show/50720850-poe-dameron
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Southland,"Shaw, Johnny*",,,B0883CQVBG,304        pp,4.12,136,"Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley for .If America keeps going like it has been lately then we won’t have an illegal immigratI received a free advance copy of this from NetGalley for .If America keeps going like it has been lately then we won’t have an illegal immigration problem because nobody will want to come to this shithole country anyhow. U-S-A!! U-S-A!! U-S-A!!The Southland focuses on three unauthorized Mexican immigrants in Los Angeles. Luz works several menial jobs and was able to finally bring her teen-aged son, Eliseo, into the US after being separated from him for years. Unfortunately, he turns out to be a sullen, angry, lazy kid who complicates her precarious existence. Nadia had to flee Mexico and she’s got far more dangerous people than ICE agents looking for her so she’s trying to stay off of everybody’s radar. She copes with her situation by drinking heavily with her American friend and roommate, Gillies. Ostelinda was lured to America with the promise of a good job, but she is told that she has a debt to work off. Now she’s essentially a slave in a factory who hasn’t even been outside in over a year.When Eliseo goes missing after an argument with Luz, she’s desperate to find her son, but since she can’t turn to the authorities she pays Gillies to find him. Gillies doesn’t plan on doing anything other than using Luz’s money to buy more booze, but at Nadia’s insistence they begin looking for the missing teen. Meanwhile, Ostelinda is trying to find a way to escape the factory by outwitting the American woman who runs the place.I’ve been a fan of Johnny Shaw’s for better part of a decade now, and this is undeniably his best book yet. His previous stuff was always entertaining and frequently hilarious, but there’s a real maturity and gravity to this one that makes it feel he worked very hard to get to a next level. It’s not that his earlier stuff hasn’t featured real world issues, but he’s generally used humorous dialogue and a sense of chaos brought about by various dumbasses doing dumbass things to drive the plots. With the three main characters facing serious consequences for any misstep that could get them deported or worse, there’s no room for buffoonery, and that makes this book feel deadly serious throughout it all.It’s not just that Shaw took a hot button issue and based a novel on it. He’s always had a feel for creating working class characters, and with his three leading ladies this time he’s outdone himself. Although each one shares the similarity of being an undocumented immigrant, they are distinctive and real. Luz is a hardworking mother who feels like she’s failed her son. Nadia is a woman with a tragic history trying to outrun her past. Ostelinda is an innocent caught up in a bad situation who somehow finds small moments of grace to keep her spirit from breaking. First he makes us care about these women, and then Shaw shows us how screwed they really are. They’ve all become part of a system that is happy to exploit them for their labor even as the people in charge vilify them. They are also powerless against any random white asshole who gets irked at them. So Luz has to sit quietly on a bus as a man screams racist slurs at her. Nadia doesn’t dare complain when a boss cheats her on the amount of a promised wage. Ostelinda is told that she’s lucky to have a safe place to live and work while being a slave so she's not even sure what she would be able to do if she manages to get out of the factory.Their circumstances also provide a wrinkle to the traditional mystery style plot. Luz can’t afford to drop everything and look for her son so she has to do her sleuthing around her work schedule. Nadia doesn’t dare make too many waves when she’s investigating either lest she draw the wrong kind of attention. This is a far cry from the usual thing where it’s the detective throwing their weight around and causing trouble as a way of drawing out the bad guys. It’s a lot harder to find someone when you don’t want anyone to notice that you’re looking, and when you don’t dare call the cops even when you’re dealing with real criminals.It’s a crime story that also provides emphatic insight into what undocumented workers face in America these days. It’s not pretty. It’s not a lot of fun. But it’s an important story, and Johnny Shaw has told it about as well as it could be done....more",Notes are private!,0,47,1,"Jul 17, 2020","Jul 28, 2020","Jul 17, 2020",,Kindle Edition,view (with text),/book/show/53803506-the-southland
