,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amanda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foucault’s Pendulum,"Eco, Umberto",015603297X,9780156032971,015603297X,623        pp,3.91,"70,047",1988,"Mar 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2008",,Paperback,view,/book/show/17841.Foucault_s_Pendulum
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shack,"Young, William Paul",0964729237,9780964729230,0964729237,248        pp,3.83,"651,344","May 01, 2007","Jul 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2008",,Paperback,view,/book/show/1812457.The_Shack
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Franky Furbo,"Wharton, William",034053950X,9780340539507,034053950X,unknown,3.84,840,"Jan 01, 1989","Dec 05, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2008",,Paperback,view,/book/show/269520.Franky_Furbo
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Even the Stars Look Lonesome,"Angelou, Maya",0375500316,9780375500312,0375500316,145        pp,4.17,"2,698","Jan 24, 1996","Aug 05, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't much remember reading this. But what I do know is that Maya Angelou is amazing and beautiful and kind and she has an AURA! It's true! I can feI don't much remember reading this. But what I do know is that Maya Angelou is amazing and beautiful and kind and she has an AURA! It's true! I can feel it through my television. I saw her on Book TV tonight (Nov 2, 2008) and I've seen her speak live at Wake Forest when she was campaigning for Hillary and she absolutely unzips her skin and peels it off so you can see her soul. And then she asks you to touch it. And kiss it. So you DO kiss it, but really it's her that's kissing you. She is so godlike and amazing. I never knew I loved her until she said, ""I'm not a writer who teaches, I'm a teacher who writes."" Selfless! And very tall and very old, too. Just look at her! Look!!! Feel lucky that you have looked even one brief look....more",Notes are private!,0,0,1,not set,not set,"Nov 02, 2008",,Hardcover,view (with text),/book/show/675693.Even_the_Stars_Look_Lonesome
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of Love,"Baxter, Charles",037570910X,9780375709104,037570910X,308        pp,3.69,"9,508","Apr 25, 2000","May 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sarah Montambo's :http://www.goodreads.com//show/...Sarah Montambo's :http://www.goodreads.com//show/......more,Notes are private!,0,0,0,not set,not set,"Nov 02, 2008",,Paperback,view (with text),/book/show/119290.The_Feast_of_Love
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No No Joan,Isaacsen-Bright,0874061814,9780874061819,0874061814,unknown,4.70,20,Jun 1986,"Jun 01, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, I just loved No No Joan as a kid! That cat wanted to drink out of the toilet! Hahahahahaha! That's so funny...Oh, I just loved No No Joan as a kid! That cat wanted to drink out of the toilet! Hahahahahaha! That's so funny......more",Notes are private!,0,0,1,not set,Jan 1981,"Oct 29, 2008",,Hardcover,view (with text),/book/show/5303443-no-no-joan
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Different Dances,"Silverstein, Shel",0060554304,9780060554309,0060554304,224        pp,4.21,"1,024",1979,"Oct 12, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sweet and sexy and human. LOVED IT!!!,Notes are private!,0,0,1,not set,"Oct 24, 2008","Oct 24, 2008",,Hardcover,view (with text),/book/show/30123.Different_Dances
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penis Pokey,"Behrens, Christopher",1594741484,9781594741487,1594741484,18        pp,3.92,112,"Jun 01, 2006","Jun 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't do any of the suggested activities in this book, but I imagined doing them which was kinda funny. I didn't do any of the suggested activities in this book, but I imagined doing them which was kinda funny. ...more",Notes are private!,0,0,1,not set,"Oct 23, 2008","Oct 24, 2008",,Board Book,view (with text),/book/show/617256.Penis_Pokey
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tent,"Atwood, Margaret*",0385516681,9780385516686,0385516681,159        pp,3.68,"6,936","Mar 01, 2006","Jan 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I want this book! Somebody buy it for me and I will repay you buy saying ""thank you"" one time. I'm just kidding. Don't buy it for me. Don't! I'll buy I want this book! Somebody buy it for me and I will repay you buy saying ""thank you"" one time. I'm just kidding. Don't buy it for me. Don't! I'll buy it myself.Anyway, I read about a quarter of it while sitting in Borders in NYC one morning. My god, it is everything I love about Margaret Atwood! I can't help myself. I just love her. She has a certain way of turning real life into eautiful poetic narrative.And then... Two years later...I finally own this book (thank you Ed McKay!) and am in reading splendor. I want to hug this book to my face and dream it in. I want to liquefy it and pour it on my skin. I want to inject it into my veins. It is delight. I know that I love it so much because I love Atwood so much, but, OH BLISS, this book is... Ahhhh......more",Notes are private!,0,2,1,"Oct 10, 2010","Oct 13, 2010","Oct 24, 2008",,Hardcover,view (with text),/book/show/17646.The_Tent
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dewey: The Small-Town Library Cat Who Touched the World,"Myron, Vicki",0446407410,9780446407410,B00342VG6S,277        pp,3.86,"60,373","Sep 24, 2008","Sep 24, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I walked out of Penn Station this morning, the proverbial country mouse blinking in the early morning city sunshine, the homesick hole in my heart As I walked out of Penn Station this morning, the proverbial country mouse blinking in the early morning city sunshine, the homesick hole in my heart was filled with a glorious and familiar sight--Borders Bookstore! Oh thank god, finally somewhere I can navigate with familiar ease. And familiarity is an understatement. Every table and shelf looked exactly the same as every table and shelf in the bookstore back home--Cormac McCarthy alongside Love in the Time of Cholera. Jane Green sidling up to Jodi Picoult. And over there, wouldn't you know it? An entire tower dedicated to the Twilight series and associated chachkis. Yep, Borders is ironically unbound by American geography. Except for one thing--Dewey. Dewey doesn't grace our Carolina shelves as abundantly as he does in the Big Apple. This little Iowa pussy has, in fact, made himself quite the cosy home on Seventh Avenue. And I just couldn't resist. Prejudjed as a comely mini-tome for housecoated grannies (regardless of the fact that our own well-respected marketing team has been giving us hairballs for weeks on end), good ol' Dewey is exactly the knitted cardigan type of book you'd expect. The only exception (and not a minor one, in this cat-lover's opinion) is that Dewey the Cat is a fucking awesome, caring, and cuddly kitty. And, true to life, he's not nearly so annoying as the narrator, the library patrons, or the townspeople featured in this quaint feline biography. Granted, I only skimmed this little novel cover to cover, but the cat is heartwarming, even if the humans are conservative lameasses. It was just like being at home... :)...more",Notes are private!,0,20,1,not set,"Oct 21, 2008","Oct 21, 2008",,Hardcover,view (with text),/book/show/3257136-dewey
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graveyard Book,"Gaiman, Neil*",0060530928,9780060530921,0060530928,312        pp,4.16,"538,699","Sep 30, 2008","Sep 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"10/15/2008--Ginnie's Review is great. I love the idea of being a young self inside. Beautiful!3/21/09--oooooh, snap! Ginnie done got kicked off GoodRe10/15/2008--Ginnie's Review is great. I love the idea of being a young self inside. Beautiful!3/21/09--oooooh, snap! Ginnie done got kicked off GoodReads a couple months ago for plagiarizing s. ...more",Notes are private!,0,0,1,not set,not set,"Oct 15, 2008",,Hardcover,view (with text),/book/show/2213661.The_Graveyard_Book
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yakety Yak Yak Yak        (Sweet Pickles, #25)","Hefter, Richard",003021436X,9780030214363,003021436X,32        pp,3.96,118,"Oct 05, 1977","Oct 05, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVED the Sweet Pickles books. I'm only adding one to my shelf, though. I don't remember the damn things to be honest, but I remembered loving the bI LOVED the Sweet Pickles books. I'm only adding one to my shelf, though. I don't remember the damn things to be honest, but I remembered loving the books like crazy. And I like to eat sweet pickles. and I like the greeting cards you can buy that have pickles on them. And I remember having scratch & sniff pickle valentines in kindergarten. Any pickle love I have now stems directly from my Sweet Pickle love as a child....more",Notes are private!,0,1,1,not set,Jan 1983,"Sep 29, 2008",,Hardcover,view (with text),/book/show/1032554.Yakety_Yak_Yak_Yak
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kristy's Big Day        (The Baby-Sitters Club, #6)","Martin, Ann M.",0590438999,9780590438995,0590438999,153        pp,3.83,"5,953",Jul 1987,"Jan 01, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5th grade, I was a total BabySitters Club addict. I think I read them until I was in 9th grade or something embarrassing. Anyway, THIS particular one 5th grade, I was a total BabySitters Club addict. I think I read them until I was in 9th grade or something embarrassing. Anyway, THIS particular one was one of my absolute favorites, and I read it a bazillion times. It's the one where Kristy's mom marries Watson, or whatever the hell his name is. See the beatuiful yellow dress?!?!? And the babysitters had all the kids over at once and had to do games and stuff with them. It was like the girls were running their own day camp! One time I took this book in the bathtub to read because I thought reading in the bathtub was a sophisticated thing to do (shut up, I see the irony) and of course I got the damn book soaked. But I didn't care. It dried to a fat wrinkly rag, but I read it again anyway! Yay, happy times....more",Notes are private!,0,6,3,not setnot setnot set,Jan 1988not setnot set,"Sep 26, 2008",,Paperback,view (with text),/book/show/3201498-kristy-s-big-day
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wednesday Sisters,"Clayton, Meg Waite*",0345502825,9780345502827,0345502825,304        pp,3.56,"15,270","Jan 01, 2008","Jun 17, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Wednesday Sisters are as delightful, insightful, and wonderful(ful) a group of women as you could ever hope to meet. Such a touching tale, I long The Wednesday Sisters are as delightful, insightful, and wonderful(ful) a group of women as you could ever hope to meet. Such a touching tale, I long for such sisterhood in my own life--to be able to bear my soul, raw and rough. This book is about people. About the power of being a woman. It is about you and me, your mother your sweetest sister-friend. I adored this book in a way I can't describe. So I'll just leave it at that, shall I?...more",Notes are private!,0,0,1,not set,"Oct 05, 2008","Sep 23, 2008",,Hardcover,view (with text),/book/show/2728347-the-wednesday-sisters
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lust and Other Stories,"Minot, Susan*",0375709258,9780375709258,0375709258,160        pp,3.70,"1,220",1989,"Aug 08, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2008",,Paperback,view,/book/show/40052.Lust_and_Other_Stories
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monkeys,"Minot, Susan*",0375708367,9780375708367,0375708367,176        pp,3.68,"1,661","May 14, 1986","Aug 08, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2008",,Paperback,view,/book/show/40049.Monkeys
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Stupid Things Women Do to Mess Up Their Lives,"Schlessinger, Laura",0060976497,9780060976491,0060976497,256        pp,3.74,"4,995","Feb 08, 1994","Dec 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"http://www.goodreads.com//show/...Thank you, ShellBell! Now I will NEVER read this book! http://www.goodreads.com//show/...Thank you, ShellBell! Now I will NEVER read this book! ...more",Notes are private!,0,1,1,not set,not set,"Sep 16, 2008",,Paperback,view (with text),/book/show/783550.Ten_Stupid_Things_Women_Do_to_Mess_Up_Their_Lives
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Bridge Called My Back: Writings by Radical Women of Color,"Moraga, Cherríe L.",0943219221,9780943219226,0943219221,370        pp,4.52,"9,404",1981,"Nov 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mindy's  says: More than any other I've ever read, this book changed my life.A beautiful !Mindy's  says: More than any other I've ever read, this book changed my life.A beautiful !...more",Notes are private!,0,0,0,not set,not set,"Aug 26, 2008",,Paperback,view (with text),/book/show/45887.This_Bridge_Called_My_Back
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for White Horses,"Jorgenson, Nathan*",0974637009,9780974637006,0974637009,492        pp,4.08,604,"Dec 19, 2003","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"http://www.goodreads.com//show/...Thanks, Brian. Because now I NEVER EVER have to read this book. http://www.goodreads.com//show/...Thanks, Brian. Because now I NEVER EVER have to read this book. ...more",Notes are private!,0,1,1,not set,not set,"Aug 24, 2008",,Paperback,view (with text),/book/show/2006476.Waiting_for_White_Horses
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonathan Strange & Mr. Norrell,"Clarke, Susanna",,,,"1,006        pp",3.86,"236,373","Sep 08, 2004","Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 21, 2008",,Paperback,view,/book/show/14201.Jonathan_Strange_Mr_Norrell
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"God Bless You, Mr. Rosewater","Vonnegut, Kurt, Jr.",0307422976,9780307422972,0307422976,288        pp,3.96,"67,350",1965,"Dec 18, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ugh. Whatever.,Notes are private!,0,0,1,"May 30, 2012","Jun 06, 2012","Aug 11, 2008",,Kindle Edition,view (with text),/book/show/7047009-god-bless-you-mr-rosewater
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,496","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally, I have completed my first Vonnegut. Amazing that an introduction can make the book that much more touching. As personal as a novel can get, IFinally, I have completed my first Vonnegut. Amazing that an introduction can make the book that much more touching. As personal as a novel can get, I guess. And as I read, I envisioned my future and my present wrapped into one, my Zeke and me lying as lovers in our fifties and happy, staring into faces I know to be real. Maybe it IS smart to focus only on beautiful things and put wars away in closed dark cabinets....more",Notes are private!,0,5,1,not set,"Dec 13, 2009","Aug 11, 2008",,Paperback,view (with text),/book/show/4981.Slaughterhouse_Five
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Soul Companion: A Book of Comfort and Constructive Advice for Black Sheep, Square Pegs, Struggling Artists, and Other Free Spirits","Brackney, Susan M.",0440509211,9780440509219,0440509211,176        pp,3.79,111,"Jan 20, 2000","Sep 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"http://www.goodreads.com//show/...Though I originally stole this book from Ginnie's shelf, and marked it as ""to read,"" see the link--it's why I http://www.goodreads.com//show/...Though I originally stole this book from Ginnie's shelf, and marked it as ""to read,"" see the link--it's why I will never read this book. Thank god Cindy posted some excerpts. Because, Jesus, I really have no desire whatsoever to read some stupid book of psalms, anecdotes, and cliches. GACK! (Every time I see the word ""gack"" I think of Doonesbury and the comic that Anne Marie colored for my dad.) (Actually, no, maybe it reminds me more of the cat one. Shit.) Black Sheep, Square Pegs, and Struggling Artists don't give a shit about cliches! They have real problems.What a waste......more",Notes are private!,0,0,1,not set,not set,"Aug 10, 2008",,Paperback,view (with text),/book/show/397300.The_Lost_Soul_Companion
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swann's Way        (In Search of Lost Time, #1)","Proust, Marcel",0375751548,9780375751547,B09L771DH2,615        pp,4.14,"60,143","Nov 14, 1913","Jun 23, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2008",,Paperback,view,/book/show/133539.Swann_s_Way
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von",0812969901,9780812969900,0812969901,149        pp,3.69,"131,254",1774,"Feb 08, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2008",,Paperback,view,/book/show/16640.The_Sorrows_of_Young_Werther
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assassination Vacation,"Vowell, Sarah",074326004X,9780743260046,074326004X,258        pp,3.93,"46,513","Mar 01, 2005",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2008",,Paperback,view,/book/show/3110.Assassination_Vacation
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duppy,"Winkler, Anthony C.",1405068841,9781405068840,1405068841,173        pp,3.80,248,"Dec 31, 1996","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2008",,Paperback,view,/book/show/823034.The_Duppy
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wizard of Earthsea        (Earthsea Cycle, #1)","Le Guin, Ursula K.",055314863X,9780553148633,055314863X,184        pp,4.01,"317,259","Jan 01, 1968",1968,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 28, 2008",,Mass Market Paperback,view,/book/show/59920.A_Wizard_of_Earthsea
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dramarama,"Lockhart, E.*",0786838159,9780786838158,0786838159,311        pp,3.37,"4,624","May 01, 2007","May 01, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book revives my desire to want to do some good theatre, where everyone is working their asses off and is rewarded by a phenomenal production and This book revives my desire to want to do some good theatre, where everyone is working their asses off and is rewarded by a phenomenal production and a feeling of accomplishment. It makes me want to learn to be a better actress. It makes me want to spend hours and hours and days and days with my friends, late nights giggling on rooftops and stoops and patios with cocktails and the unbreakable ""theatre-person"" bond, only to get up early in the morning to make it to production meetings and rehearsals and another day in the life. Good times.Regarding the two-star rating in spite of the four-star sentiment I'm feeling, allow me to explain very simply. The Goodreads description of this book is as follows:Two theater-mad, self-invented, fabulositon Ohio teenagers. One boy, one girl. One gay, one straight. One black, one white. And SUMMER DRAMA CAMP. It's a season of hormones, gold lamé, hissy fits, jazz hands, song and dance, true love, and unitards that will determine their future and test their friendship.These things are all true. But it also contains whining. It's one of those books where the protagonist is difficult to like. I can see my high school self in her so very much, which is just depressing and embarrassing. I found it to be much more juvenile (or should I say adolescent?) than I expected. Which, now that I think about it, is the very reason I don't do as much theatre anymore......more",Notes are private!,0,0,1,"Aug 12, 2010","Aug 14, 2010","Jul 28, 2008",,Hardcover,view (with text),/book/show/437590.Dramarama
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loose Girl: A Memoir of Promiscuity,"Cohen, Kerry*",1401303498,9781401303495,1401303498,210        pp,3.67,"11,799","Jan 01, 2008","May 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good lord, I already love this book. While I haven't had sex with anywhere near forty men, I VERY MUCH understand what Kerry is describing just on theGood lord, I already love this book. While I haven't had sex with anywhere near forty men, I VERY MUCH understand what Kerry is describing just on the book jacket. I was crying reading the intro in the bookstore!!! Ugh. I can't tell if this is gonna be a healty read for me or not. So far, I've only read about fifty pages. It makes me both disgusted and horny at the same time... We shall see...7/23: About half way through now. God, such truth. Anything for love, I suppose.7/25, 3:30am: I'm wondering if I need therapy.7/25, 11am: Finished.7/30: So, as I come away from this book several days later, I'm still not sure what I've taken away from it. Maybe it's too soon. I do know that this book illustrated the fact that all of us have stupid habits and idiosyncrasies that make our neruoses personal and that convince us we are on the path to wholeness. Kerry's was sleeping around--because she thought that would lead her to love. I suppose I do the same thing sometimes. As a way of dealing with stress and depression and a whole series of other shit, I'm sure. People eat, they do drugs, they drive fast, whatever. We're human. And we're empty. So it seems. Is it curable? Or is it chronic? Should we just get used to it? I don't know......more",Notes are private!,0,0,1,not set,"Jul 25, 2008","Jul 23, 2008",,Hardcover,view (with text),/book/show/2249920.Loose_Girl
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faina        (Alias: The APO Series #2),"Gaborno, Rudy",1416902457,9781416902454,1416902457,272        pp,3.68,81,2005,"Apr 26, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not bad! If you envision the whole book as an episode of the series, ya can kinda get into it. The emotional stuff just takes up space, and jack accidNot bad! If you envision the whole book as an episode of the series, ya can kinda get into it. The emotional stuff just takes up space, and jack accidentally lets the bad guy get away at one point which is ridiculous. But anyway, it's a pretty good novel. I rather enjoyed it. ...more",Notes are private!,0,0,1,not set,not set,"Jul 16, 2008",,Mass Market Paperback,view (with text),/book/show/814129.Faina
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias:  Infiltration        (Prequel Series #9),"Frazier, Breen",0553494376,9780553494372,0553494376,234        pp,3.85,203,2004,"May 11, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Anna Espinosa!!!!!!!,Notes are private!,0,0,1,"Nov 15, 2011","Nov 16, 2011","Jul 16, 2008",,Hardcover,view (with text),/book/show/373260.Alias
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias: Shadowed        (Prequel Series #12),"Skurnick, Lizzie*",0553494406,9780553494402,0553494406,186        pp,3.80,141,2004,"Nov 09, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2011","Nov 17, 2011","Jul 16, 2008",,Paperback,view,/book/show/1110888.Alias
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strategic Reserve,"York, Christina F.*",141690946X,9781416909460,141690946X,262        pp,3.84,74,"Mar 01, 2006","Mar 07, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why do I keep reading these? This one was particularly bad, unfortunately. Thank god it only took a few hours to read... First off, I'm sick to death Why do I keep reading these? This one was particularly bad, unfortunately. Thank god it only took a few hours to read... First off, I'm sick to death of all the oil company conspiracy that people talk about in this country. And this whole book was about sabotaging the Alaska pipeline so some dummy could buy it out and make a billion dollars. Whatever. Secondly,it just wasn't a mission I think APO would normally concern themselves with, so I could never get into the story. And of course, the author tried too hard to make the characters talk like spies. They were always using their damn code names--something they rarely did on the show--and they were super serious about everything. None of their personalities shone through; they could have been any run-of-the-mill adventurers on a mission. Disappointing. My final point about how stupid this book is: Sydney hurled a bunch of throwing stars at the wing of an airplane as it was zooming down the runway trying to take off, and of course that made the plane crash as soon as it got in the air. Nadia shot at the plane with a machine gun which did nothing, but Sydney's throwing stars took it out??? Sure. ...more",Notes are private!,0,0,1,not set,"Nov 17, 2008","Jul 16, 2008",,Mass Market Paperback,view (with text),/book/show/1951743.Strategic_Reserve
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Episodes of Beatie Scareli,"Correli, Ginnetta*",0615213847,9780615213842,0615213847,238        pp,3.86,44,"Jul 22, 2008","Sep 04, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have finished the book. And it's yet another dark/twised book written by a GoodReader!!! (I'm beginning to think that you people were born of the saI have finished the book. And it's yet another dark/twised book written by a GoodReader!!! (I'm beginning to think that you people were born of the same womb and perhaps need group regressive hypnosis to cure you of your dark and twisty ways, but what do I know...)Beatie is a girl who you never really get to know. A girl who sort of slips through your day with little more than glance at best and a quick and quirky lie to your face at worst. We see snippets of a life. Is this how we see people in reality? I think probably so. **SPOILERS**Ginnetta, does she have sex with the roller rink guy? I think not, but it's hard to tell. It's the only place in the book where you shy away from biology--when we see poop and puke, I'm sure of what's going on, but the sex scene wasn't so clear. (Edit: Gennetta said no, she didn't have sex with dat boy. I read it right then. Good!)I love Petey. Absolutely ADORE Petey! What a fantastic vehicle. I think lots of kids have their own Peteys and I'm fascinated by the fact that it's so much easier for kids to use that style of reasoning, when adults just don't know how to put it into perspective. (Ok, I'm sleepy and I'm rambling.)I was really wondering for a while if Beatie is going to grow up to be crazy. She doesn't end up nutso by the end of the book, but she was still only 14 or 15. Hmmmm... I don't think this girl has an easy road ahead of her.I love your use of the word ""Episodes."" I was probably on episode 30-something before I got the double meaning: episode means a scene (as in television or something) but it also refers to a breakdown.Edit: Now that it's tomorrow and I've had some more time to think, I realize that this book makes me think of Cats Eye by Margaret Atwood. Not the style, or even the specific events of the storyline, but in the fucked up childhood sense. The girl in Cats Eye grew up to be ok. Will Beatie? Somehow, I think not... ...more",Notes are private!,0,2,1,not set,"Jul 30, 2008","Jul 06, 2008",,Paperback,view (with text),/book/show/3570887-the-lost-episodes-of-beatie-scareli
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",1594489580,9781594489587,1594489580,335        pp,3.89,"263,620","Sep 06, 2007","Sep 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2008",,Hardcover,view,/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
