,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tung's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and See: Everything You Ever Wanted in the One Place You Would Never Look,"Wagner, Todd",1434711145,9781434711144,B074PJ17PN,353        pp,4.39,223,unknown,"Oct 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wagner is the founding and Senior Pastor of Watermark Church in Dallas. Watermark has grown into a megachurch, primarily for its ability to deeply disWagner is the founding and Senior Pastor of Watermark Church in Dallas. Watermark has grown into a megachurch, primarily for its ability to deeply disciple its members and showcase life transformation (disclaimer: my church licenses its marriage ministry). The church takes Christian community seriously, and in this book, Wagner presents what he believes Christian community ought to look like, and the impact that such a church would have on the surrounding culture. Throughout, Wagner discusses how his beliefs in Christian community plays out at Watermark. This involves things like the language (e.g. there is no such thing as the term “regular attender” that is so commonly used by churches), how often believers fellowship and live life alongside each other (pretty much continuously), Christian accountability, membership vows (at Watermark, members must recommit every year), Christian service, and so on. Basically, members of a church community need to be all in, and when they are, amazing things will happen. As a church leader, I found the exhortation convicting, the examples helpful, and the testimony inspiring. I don’t agree with everything Watermark does as it lives out its belief, but do believe the points raised by Wagner ought to be debated and considered by church leaders everywhere. ...more",Notes are private!,0,1,1,Mar 2019,Apr 2019,"Dec 30, 2018",,Kindle Edition,view (with text),/book/show/36267806-come-and-see
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mere Hope: Life in an Age of Cynicism,"Duesing, Jason G.*",146278660X,9781462786602,146278660X,192        pp,3.97,121,Jun 2018,"Jun 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Hardcover,view,/book/show/36408886-mere-hope
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Guard: Defending Your Faith with Reason and Precision,"Craig, William Lane",1434764885,9781434764881,1434764885,288        pp,4.36,"3,002","Mar 01, 2010","Mar 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Paperback,view,/book/show/6611294-on-guard
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House of Silk        (Horowitz's Holmes, #1)","Horowitz, Anthony*",0316196991,9780316196994,0316196991,294        pp,4.00,"55,453","Nov 01, 2011",Nov 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Hardcover,view,/book/show/11093329-the-house-of-silk
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grave Ritual        (Warlock Holmes #3),"Denning, G.S.",,,B075WCS6WZ,308        pp,4.16,"1,001","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Kindle Edition,view,/book/show/42622840-my-grave-ritual
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hell-Hound of the Baskervilles        (Warlock Holmes #2),"Denning, G.S.",,,B01KRUN0IQ,320        pp,4.09,"1,569","May 16, 2017","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Kindle Edition,view,/book/show/33783424-the-hell-hound-of-the-baskervilles
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire Road: The Napalm Girl’s Journey through the Horrors of War to Faith, Forgiveness, and Peace","Thi, Kim Phuc Phan",1496424298,9781496424297,1496424298,317        pp,4.37,"1,652","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Hardcover,view,/book/show/34570012-fire-road
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Study in Brimstone,"Denning, G.S.",,,B014BQVKUC,303        pp,3.72,"3,944","May 17, 2016","May 17, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I noted in the  of another Sherlock-related book I read earlier this year, I’ve long been a Sherlock Holmes fan. I read most of Doyle’s storiAs I noted in the  of another Sherlock-related book I read earlier this year, I’ve long been a Sherlock Holmes fan. I read most of Doyle’s stories when I was younger; I’m a huge fan of the BBC Cumberbatch/Freeman show; I enjoyed the Downey Jr renditions; I even watch the Elementary TV show. But while I’ve read/seen different iterations of Sherlock, I haven’t experienced anything like this book. Denning poses the question: Sherlock’s deductive and mystery-solving abilities are nearly supernatural – what if they were actually supernatural? In this universe, Warlock Holmes is a detective called upon by Scotland Yard to solve mysteries of a more arcane nature. He has no deductive skills whatsoever, but because of his connection to the supernatural dimension, he is able to know things, defeat sorcerers and demons, and solve crimes. Like other Sherlock works, John Watson plays an integral part and it is through his first-person lens that the stories are recounted. And as a parody, this book has many clever and funny winks and nods to the Sherlock universe (e.g. Lestrade is a vampire). Overall, this Sherlock-meets-X-Files combination works in a surprisingly good way. Recommended for everyone, especially Sherlock fans....more",Notes are private!,0,0,1,Oct 2018,Oct 2018,"Oct 22, 2018",,Kindle Edition,view (with text),/book/show/28436758-a-study-in-brimstone
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rise: Get Up and Live in God's Great Story,"Lee, Trip",,,B00KQ2G6U0,201        pp,4.20,603,"Jan 01, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trip Lee is an acclaimed rapper and pastor who connects well with younger generations. In this book, Lee encourages, challenges, and calls for youth (Trip Lee is an acclaimed rapper and pastor who connects well with younger generations. In this book, Lee encourages, challenges, and calls for youth (high school and college-aged people) to give up their immaturity and to rise up and pursue lives of meaning and purpose by following God. Lee notes that the larger culture tells young people to live carefree lives while they are young; to sow their oats until they are older and can take things more seriously. He considers that rubbish advice. Instead, we ought to full out live lives of obedience and faith as quickly as we can, and provides both the practical and biblical frames for why that is true. Lee then tackles different topics where the culture tells us one thing and the Bible tells us another (e.g. relationships, sex, marrying young, consumption of secular media, etc). Lee writes like he preaches — that is, he’s engaging, funny, down-to-earth, and theologically sound. He can convey faith in ways that don’t sound preachy. I’m encouraging my high school-aged son to read this, for sure; and I’d recommend it to youth pastors and every high school or college-aged young adult (believer or non-believer)....more",Notes are private!,0,1,1,Oct 2018,Oct 2018,"Oct 18, 2018",,Kindle Edition,view (with text),/book/show/24645747-rise
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr: The World War II Editorial Cartoons of Theodor Seuss Geisel: The World War II Editorial Cartoons of Theodor Seuss Geisel,"Minear, Richard H.",1595589902,,,273        pp,4.16,"1,721",1999,"May 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Who doesn’t love Dr. Seuss? He’s a cultural touchstone. And yet, most folks don’t know anything about his life, career or personal views outside of hiWho doesn’t love Dr. Seuss? He’s a cultural touchstone. And yet, most folks don’t know anything about his life, career or personal views outside of him being a beloved children’s book author. In this book, Minear collects editorial cartoons created by Dr. Seuss when he drew for the left-wing NY daily PM from 1941-1943. At the time, the world was bracing itself for war, and we see Dr. Seuss’s editorial wit and perspective on WWII issues: US isolationism, Us anti-semitism and racism, Hitler, Russia’s involvement, Mussolini, etc. Minear does more than present the cartoons, however; he lays out the historical context for each and explains them. He does a great job of tying common threads across these disparate cartoons. We get to see the kind of sharp, caustic wit and insight found in the best editorial cartoons. And all of that is done through the familiar Seuss art styling. The unfortunate part of the book was seeing the racist caricatures of Japanese people in many of Seuss’s works (i.e. buck teeth, slanted eyes, etc.). Also, a critique of the Kindle edition: the cartoons followed the commentary; it would have been far more effective for each cartoon to be embedded within the commentary. It’s a fascinating look at a very adult side of Dr. Seuss....more",Notes are private!,0,2,1,Oct 2018,Oct 2018,"Oct 16, 2018",,ebook,view (with text),/book/show/18998316-dr
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not God Enough: Why Your Small God Leads to Big Problems,"Greear, J.D.",,,B072TNND1S,237        pp,4.43,694,unknown,"Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Greear has become my new favorite Christian author (alongside Tim Keller). He has both a deep grasp of the critical aspects of faith and an ability toGreear has become my new favorite Christian author (alongside Tim Keller). He has both a deep grasp of the critical aspects of faith and an ability to convey those aspects faithfully and engagingly. In this book, Greear lays out the core aspects of Christianity (a sovereign holy God, His indescribable love for His people) and what that means for how His followers ought to live. More than that, He rightly explains the core flaw in people’s theology that causes them doubt or lack of passion: they believe in a God that is too small. That is, we idolize ourselves and create God in our own image; no wonder that God fails us. But if we accept God for who He says He is and that His power, authority, and wisdom are beyond our ability to comprehend; well, worship of that kind of God is fulfilling, meaningful, and powerful. Non-Christian readers will get an introduction to the fundamentals of the faith (and not the watered down American Christianity that has been caricatured by the larger culture). Christian readers will be challenged to analyze the ways they make God too small. One of the best Christian books I’ve read. ...more",Notes are private!,0,1,1,Feb 2019,Feb 2019,"Oct 11, 2018",,Kindle Edition,view (with text),/book/show/36316201-not-god-enough
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemis,"Weir, Andy*",,,,335        pp,3.69,"271,011","Nov 14, 2017","Nov 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In my  of Weir’s The Martian, I confessed that I have a bias against independently-published authors because their writing generally stinks prosIn my  of Weir’s The Martian, I confessed that I have a bias against independently-published authors because their writing generally stinks prose-wise. For me, I need a book not only to tell a good story, but also to tell it with decent prose. Weir’s writing surprised me in The Martian; I thought it was terrific and my respect for his writing was set at a high level. Well, Artemis knocks that esteem down. Artemis is the name of a colony on the moon set in some future. The protagonist is Jazz, a young woman who lives and works in Artemis as both a porter and a small-time smuggler. Jazz longs for the day when she makes enough money (called “slugs” in Artemis) that she can live comfortably in a nicer place than the tube in which she currently resides. One of Jazz’s regulars for whom she smuggles (Trond Landvik) offers her a way (illegally) to make a million slugs. Jazz takes him up on the offer, but when the mission goes awry, all hell breaks loose. Jazz finds herself trying to survive, rectify the situation, and save Artemis. Like The Martian, Artemis is a page-turner; you’ll finish this in a sitting. Unfortunately, as I noted earlier, that’s not enough for me when the prose fails. First, in The Martian, the science and the explanations of that science felt integral to the plot and story-telling. In Artemis, there were several times I felt the characters were expositing the science to each other in a way that felt forced. We get it Andy, you REALLY love science. Secondly, the plot is fairly predictable: good-hearted small-time crook; mission goes sideways; crook finds himself in over his head; manages to save the day in the end – pretty cliché storyline; the only uniqueness is the moon colony setting. But my biggest issue is in Jazz’s characterization. The Martian’s Mark Watney is a smart, sarcastic wiseass with a penchant for casual swearing and some sophomoric humor. Artemis’ Jazz? A smart, sarcastic wiseass with a penchant for casual swearing and some sophomoric humor (I mean, the running gag throughout the book is Jazz’s perceived promiscuity – terrible). Can Weir not write characters that sound and act differently? The mark of a good writer is the ability to do so. If you don’t hold as high a standard as I do on technical skill, this might be for you. Otherwise, it’s a shallow page-turner....more",Notes are private!,0,0,1,Oct 2018,Oct 2018,"Oct 05, 2018",,Kindle Edition,view (with text),/book/show/35097545-artemis
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,228","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2018",,Hardcover,view,/book/show/27071490-homegoing
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",0800871863,9780800871864,0800871863,219        pp,4.09,"34,201",1966,"Feb 15, 1980",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Suffering is an essential part of the Christian faith; the gospel is, in fact, centered on the idea of suffering. And throughout church history, ChrisSuffering is an essential part of the Christian faith; the gospel is, in fact, centered on the idea of suffering. And throughout church history, Christianity and the church has thrived the most during times of persecution and suffering (Rome, China, Eastern Europe, et al). In Silence, Endo crafts a narrative to meditate on this idea of suffering and faith. Two Jesuit priests (Fathers Rodrigues and Garupe) head to Japan to investigate claims that Rodrigues’ mentor Father Ferreira had abandoned his faith. At the time (the book takes place in the 1600s), Japan was persecuting Christians and Christian missionaries. And in one local village, local authorities were forcing suspected believers to step on a carved image of Christ – in an eastern mindset and context, death was a better choice than defilement or dishonor of Christ. Believers who refused to dishonor God were tortured and slowly bled to death. When both priests come upon this village, they are captured. But rather than torture the two priests, the authorities torture other believers in front of them. All that can stop if they renounce their faith. It’s a wonderful set-up: do you renounce your faith to save others who are not renouncing their faith? Or do you allow others to be martyred for their faith in the same way you would? How do suffering and faith intersect? The pacing of the book is a bit slow, which might be a Japanese style difference (prose and pacing reminded me of the one Haruki Murakami book I read). And I do get the concern that some may see this as less a novel and more a thought exercise. To me, it’s a solid meditation on faith....more",Notes are private!,0,3,1,Sep 2018,Oct 2018,"Sep 20, 2018",,Paperback,view (with text),/book/show/25200.Silence
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,356","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a fan of Pulitzer-winners for fiction. I’ve read close to two dozen Pulitzer-winners, and some of the best books I’ve read over the last decade hI am a fan of Pulitzer-winners for fiction. I’ve read close to two dozen Pulitzer-winners, and some of the best books I’ve read over the last decade have been winners: McCarthy’s The Road, Jones’ The Known World, Doerr’s All the Light We Cannot See to name just three – and I didn’t even mention my all-time favorite book A Good Scent from a Strange Mountain. But that places a high bar on winners; I read with a certain expectation in quality of prose and quality of story. For me, Less (the 2018 winner) falls just below my expectation. Arthur Less is a mediocre author (he’s published a couple of not-popular books) who recently found out that his former lover is getting married. To escape having to go to his ex’s wedding, Arthur accepts a series of invitations he ordinarily would never have accepted: participation in a panel at a conference in Mexico, attending a little-heard of gathering in Italy where his book is being honored, teaching a literature class in Germany for several weeks, and so on. His travels take him all over the world, but each location brings to mind memories of his two long-lasting prior relationships (including the one whose wedding he’s escaping). Turns out, it’s impossible to escape our relationships because they are not made of events (like a wedding) that are one-and-done, but rather our relationships consist of shared experiences that become memories we carry forever. The plot construction allows for Lee to share memories organically in each place, and the prose is terrific – alternately funny (tragicomically so in many cases) and poignant. While it's a solid story, however, it didn't leave me pondering deep themes long after I finished it like many other winners have. And to be clear, me saying it fell short of my very high bar is not to say this is not a very good book (it very much is); it simply didn’t connect with me in the way that other winners have (the four I mentioned above, for example, were my top reads for the year in the year I read them). But overall, a great read....more",Notes are private!,0,2,1,Sep 2018,Sep 2018,"Sep 19, 2018",,Kindle Edition,view (with text),/book/show/39927096-less
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spurgeon's Sorrows: Realistic Hope for those who Suffer from Depression,"Eswine, Zack*",,,B00PHQRGYU,106        pp,4.44,"1,719","Nov 01, 2014","Nov 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclaimer #1: I think Charles Spurgeon is the greatest preacher of all time; no one has preached as eloquently as Spurgeon. Disclaimer #2: I suffer fDisclaimer #1: I think Charles Spurgeon is the greatest preacher of all time; no one has preached as eloquently as Spurgeon. Disclaimer #2: I suffer from clinical depression. These two facts seem unrelated until you get a hold of this book. In Spurgeon’s Sorrows, Eswine explores the Prince of Preachers’ lifelong struggle with depression. But more than a biography, Eswine explores Spurgeon’s struggle with the twin goals of: (a) explaining how people can better comfort and minister to those suffering from depression; and (b) offering hope to those that suffer. For example, he repeatedly discusses why telling a Christian suffering from depression to “have more faith” or “get over it” isn’t remotely helpful. At the same time, he comforts the sufferer by highlighting the words of Spurgeon and Biblical heroes (like David or Job) in their affliction. Throughout, Eswine draws both from Spurgeon’s writings and from Scripture to illustrate and support his thoughts. Whether you suffer from depression or whether you want to better understand those who suffer, this book is worth a read. Recommended....more",Notes are private!,0,1,1,Sep 2018,Sep 2018,"Aug 31, 2018",,Kindle Edition,view (with text),/book/show/24262056-spurgeon-s-sorrows
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gospel: Recovering the Power that Made Christianity Revolutionary,"Greear, J.D.",,,B077S9KL3Z,290        pp,4.38,"2,559","Sep 13, 2011","Oct 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Gospel” is one of those words used often by Christians but not fully understood. Pastors routinely throw around the world without explicitly explaini“Gospel” is one of those words used often by Christians but not fully understood. Pastors routinely throw around the world without explicitly explaining its meaning or its implications. In this book, Greear explains what the gospel is (“that Jesus is Lord and that He has won the battle for your salvation” – in other words, the gospel is about the person and work of Christ); and more importantly, he explains what impact a firm grasp of the gospel has on one’s life. The book uses a “Gospel prayer” to frame much of this discussion. This prayer is something Greear recites first thing every morning to center himself on the gospel, and consists of statements focusing on the different aspects of the gospel. So the book expands on each part of this gospel prayer and relates it to all the parts of our lives that ought to be impacted by gospel living – our marriages, our relationships, our giving, our use of time, et al. Greear does an especially great job of explaining how churches teach behavior changes absent the gospel and why that doesn’t work; and then explains why a gospel frame does work and what that looks like. As a whole, this book is one of the best resources for understanding the gospel. The prose is very readable, with a balance of Bible stories and passages, present-day anecdotes, and Greear’s personal life stories. Recommended for all believers and unbelievers looking for a deeper and truer understanding of the gospel. ...more",Notes are private!,0,2,1,Sep 2018,Sep 2018,"Aug 13, 2018",,Kindle Edition,view (with text),/book/show/36678191-gospel
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,,221        pp,4.36,"211,692","Feb 02, 2016","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book tells the story of four young people trying to survive at the tail end of WWII: Joana is a nurse trying to lead a few Prussian survivors to sThe book tells the story of four young people trying to survive at the tail end of WWII: Joana is a nurse trying to lead a few Prussian survivors to safety; Emilia is a pregnant fifteen yr-old Polish girl; Florian is a (seemingly) deserting German soldier with a mysterious mission; and Alfred is a German soldier who fancies himself a much braver and more important soldier than he really is. The story takes place during the evacuation of East Prussia in 1944. Prussians were caught in the crossfire between the Nazi and Russian armies, and the story follows these four characters’ intersecting journeys of survival. The narrative is told in alternating chapters from each of these characters’ perspectives. This construct allows us to see the same situations from different viewpoints. Each chapter is only a page or two long, making this a quick, engaging read. Because this book is historical fiction set in WWII and told through short chapters from different perspectives, it is hard not to make a comparison to Doerr’s excellent All the Light We Cannot See — but the quality difference between the two books is clear (the difference in quality is largely due to the fact that Salt to the Sea is a YA book). Salt to the Sea is a bit more clumsily written, with parts reading a bit like exposition rather than an actual character’s thoughts (e.g. the parts that talked about the Amber Room or the port evacuation). And secondly, where Doerr’s book had no weak character narratives, in this book, I found the early parts of Alfred’s narrative and the later parts of Florian’s narrative a bit lacking. I would call Salt to the Sea a poor man’s All the Light We Cannot See. Don’t get me wrong, this book is a very readable page turner, and a comparison to Doerr’s outstanding book is as much of a compliment as I can pay this book; just temper your expectations a tad....more",Notes are private!,0,1,1,Aug 2018,Aug 2018,"Aug 08, 2018",,Kindle Edition,view (with text),/book/show/39673223-salt-to-the-sea
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Plastic Magician        (The Paper Magician, #4)","Holmberg, Charlie N.*",1542047927,9781542047920,B073ZDXNP4,233        pp,4.07,"17,327","May 15, 2018","May 15, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is the fourth book in a universe begun in The Paper Magician, although it’s technically a stand-alone, with the other three being a trilogy.This book is the fourth book in a universe begun in The Paper Magician, although it’s technically a stand-alone, with the other three being a trilogy. In this book, the main character is Alvie Brechenmacher, the titular plastic magician (in this world, magicians are bonded to one type of material). Alvie leaves the US to travel to London to apprentice under Magician Marion Praff (readers of the first three books will recognize the name). Alvie and Praff work together to develop a new use for magical plastic that they can showcase at a conference: working prosthetics. However, a rival magician to Praff seems to be behind a series of events trying to prevent them from the showcase. There’s also a secondary plot line of Alvie and a romantic interest (another name fans of the other books will recognize). Overall, this was the worst of the four books in this universe for me. First, the plot is fairly linear with no surprises in store for the reader; everything is so telegraphed as to be insulting. It is clear who the bad guy is from the start, and the book never gives you doubts otherwise. Second, even though the plot is linear, it takes forever to get where it’s going. At points, it’s as if the romantic plot line is used for filler. Third, the characters aren’t anywhere nearly developed as characters from the other three books. The protagonists in The Paper Magician (Ceony and Emery) had personality and layers of backstory. In this book, the characters are given random personality details that are meant to round out the characters but actually only serve to illustrate how shallow these characters really were. For example, we learn in the first few pages that Alvie is good with math and numbers — and then that detail is never used as a key part of the story. Lastly, one of the things I liked about the universe Holmberg has created is the unique magic spells unique to each material. The paper spells in the first two books were imaginative. In this book, plastic magic is a key element of creating a prosthetic, but beyond that, the use of plastic spells doesn’t permeate the story. Why even bother setting this story in a materials-magic universe if you don’t take advantage of the magic? This is a pass for me....more",Notes are private!,0,0,1,Aug 2018,Aug 2018,"Aug 02, 2018",,Kindle Edition,view (with text),/book/show/35697528-the-plastic-magician
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Master Magician        (The Paper Magician, #3)","Holmberg, Charlie N.*",1477878696,,B00P1NO3G8,226        pp,3.90,"38,704","Jun 02, 2015","Jun 02, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This book is the third book of Holmberg’s Paper Magician trilogy. I really enjoyed the first two books (The Paper Magician and The G**spoiler alert** This book is the third book of Holmberg’s Paper Magician trilogy. I really enjoyed the first two books (The Paper Magician and The Glass Magician); both books were engaging reads set in a unique universe with solid characters. I particularly enjoyed how this trilogy handles magic – the bonding of magician to material, and the creative spells attached to each unique material. In this book, protagonist Ceony Twill prepares to end her apprencticeship with magician Emery Thane (who also happens to be her love interest) and to take the test that will allow her to become a full-fledged paper magician. To prevent accusations of bias because of her relationship with Thane, Twill must take that test with another magician – one who happens to despise Thane. At the same time, Twill receives news that one of the villains from the last book escaped from prison. To protect herself and those she loves, Twill seeks to locate the escaped villain and either re-imprison or kill him. Overall, I think this is the worst book of the trilogy primarily because of one issue – in my  of The Glass Magician, I wrote “My only critique: in both this book and its predecessor, the action is initiated by Ceony's impetuosity; she repeatedly takes risks that place her in unsafe situations. I am hoping that in the third book, the plot can be advanced without her foolhardiness.” Unfortunately, Twill continues her recklessness and chases after a dangerous villain on her own, risking her life for no good reason other than to advance the plot and to provide plot tension. Her impetuosity was entertaining in the first book, a bit irksome in the second, but downright irritating and infuriating in the third. It shows no character growth – especially when in the last book, Twill’s foolhardy choices cost her friend her very life. You want to root for your protagonist, not pray for him/her to die and receive his/her deserved death. In addition to this big issue, I found the book ends rather abruptly (although Twill/Thane shippers get their longed-for payoff); it's sorely lacking an epilogue of some sort. A downer of a book to end the trilogy, for me....more",Notes are private!,0,0,1,Jul 2018,Jul 2018,"Jul 25, 2018",,Kindle Edition,view (with text),/book/show/23485372-the-master-magician
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spare Parts: Four Undocumented Teenagers, One Ugly Robot, and the Battle for the American Dream","Davis, Joshua",,,B00IQOC2DU,241        pp,4.15,"3,134","Dec 02, 2014","Dec 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** We all bring into our reading of books our own personal experiences. For me, it is impossible to read a book like Spare Parts from a**spoiler alert** We all bring into our reading of books our own personal experiences. For me, it is impossible to read a book like Spare Parts from any lens other than my own lens as both an immigrant and a person of color; and it makes the reading even more powerful. This book is the non-fiction account of four high school students of Mexican heritage (three of them illegal immigrants under the law) who – under the tutelage of two amazing high school teachers – competed in a national competition to build a submersible, remote-operated vehicle that could perform specific tasks. Without any privilege and with limited resources, these students went head-to-head vs collegiate teams from places like MIT that embody the exact opposite position of wealth, privilege, and educational opportunity. Davis accomplishes what every good non-fiction author needs to accomplish: (1) present the reader with unique protagonists whose outcome you immediately root for; (2) detail their backstories and lives; (3) provide all relevant historical/cultural contexts; and (4) engage us with a gripping account of the action/conflict. Davis hits on all four: the high school students and teachers are well-described, you root for their success immediately, you understand the historical/cultural context of immigration in America, and the events leading up to and through the robotics competition are engaging. I had to put down the book and weep with joy for five solid minutes at the climactic moment. And then, rather than take the easy way out and end on a happy note, Davis continues the story to tell how American and Arizonian immigration policies continued to impact these students even after their accomplishments – because this story is not just about the opportunity we have in America to overcome our backgrounds by our own individual talents; the story is also the lack of opportunity we sometimes have in America because of its policies; and Davis does not avoid this narrative simply because it makes us uncomfortable and doesn’t give us the fairy tale ending we desire. You will leave this book feeling both joyous and outraged, and the book’s ability to bring you to both emotions without resorting to soapboxing is a testament to its quality. An outstanding read....more",Notes are private!,0,0,1,Aug 2018,Aug 2018,"Jul 20, 2018",,Kindle Edition,view (with text),/book/show/23651642-spare-parts
