,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Yuliya's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Воркута! Повстання у виправно-трудовому таборі,"Rislakki, Jukka",,9789668853524,,370        pp,3.58,31,"Sep 02, 2013",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/27801101--
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Самі про себе. Автобіографії українських митців 1920-х років,"Мовчан, Раїса",,9786177023363,,640        pp,5.00,2,unknown,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/27832665-1920-
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Anton: A Memoir,"Rushdie, Salman",0812992784,9780812992786,0812992784,636        pp,3.63,"8,953",2012,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/13532186-joseph-anton
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,H is for Hawk,"Macdonald, Helen",0224097008,9780224097000,0224097008,300        pp,3.74,"73,958",2014,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/18803640-h-is-for-hawk
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Harvest of Our Dreams With Elegy for the Revolution,"Anyidoho, Kofi",9964970730,9789964970734,9964970730,96        pp,3.91,11,Apr 1985,"Apr 28, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Paperback,view,/book/show/3384463-a-harvest-of-our-dreams-with-elegy-for-the-revolution
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Післявчора,"Цілик, Ірина*",9663592648,9789663592640,9663592648,120        pp,4.23,31,2008,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/17227112
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Спати з жінками,"Lyubka, Andriy",,9789662147575,,168        pp,4.02,182,"Jan 01, 2014",2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Гарна книжка, яку читаєш, наче розмовляючи з другом про все на світі.",Notes are private!,0,2,1,not set,"Nov 23, 2015","Nov 23, 2015",,Paperback,view (with text),/book/show/21912467
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,801",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"По-перше, одразу хочу сказати, що різниця між серіалом і книжкою величезна. У серіалі є багато речей, які у книжці взагалі не згадуються. Тому, якщо вПо-перше, одразу хочу сказати, що різниця між серіалом і книжкою величезна. У серіалі є багато речей, які у книжці взагалі не згадуються. Тому, якщо ви дивитеся зараз серіал, то не переживайте - книжка вам подарує зовсім іншу історію! По-друге, книжка дуже вміло написана, ці всі деталі, за якими ховаються багато пластів смислів, робить читання захопливим, не дивлячись на дуже сумну картину майбутнього, яка постає перед нами. Взагалі Етвуд просто чудова, її іронія, яка сяє крізь описи навіть найважчих сцен, не може не вражати і заставляє її назавжди міцно і чесно полюбити....more",Notes are private!,0,10,1,not set,"Jun 13, 2017","Nov 23, 2015",,Paperback,view (with text),/book/show/38447.The_Handmaid_s_Tale
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,901","Oct 19, 2011","Sep 25, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Цікавий сюжет, тому читати книжку хочеться одразу, не відкладаючи нічого на потім. Однозначно буду читати і інші романи Неаполітанської серії, тому щоЦікавий сюжет, тому читати книжку хочеться одразу, не відкладаючи нічого на потім. Однозначно буду читати і інші романи Неаполітанської серії, тому що життя дівчат, про яких власне ці романи, залишає небайдужою. Хочеться знати, що ж далі. Написано дуже простою мовою, я люблю трошки більш красномовні описи, але в цій простоті свій колорит - бідне неаполітанське передмістя відчувається у самій мові, передаючи вповні усі образи....more",Notes are private!,0,5,1,"Nov 23, 2015","Jan 11, 2016","Nov 23, 2015",,Paperback,view (with text),/book/show/13586707-my-brilliant-friend
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letter to My Daughter,"Angelou, Maya",1400066123,9781400066124,1400066123,192        pp,4.09,"31,047",1987,"Sep 23, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/4016515-letter-to-my-daughter
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Talking Back: Thinking Feminist, Thinking Black","hooks, bell",0896083527,9780896083523,0896083527,186        pp,4.36,"2,382",1989,"Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2015",,Paperback,view,/book/show/728685.Talking_Back
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Майдан Тахрір. У пошуках втраченої революції,"Гуменюк, Наталя",,9771644091006,B002I9ED2C,318        pp,4.28,101,"Apr 08, 2015","Apr 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 06, 2016","Nov 23, 2015",,Paperback,view,/book/show/25398988
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lilla smycket,"Modiano, Patrick",9186497359,9789186497354,9186497359,128        pp,3.43,"3,350",2001,Jun 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мені дуже сподобалася історія Маленької Перлини, яка складає з паззлів своєї памяті історію свого життя. Дуже атмосферна і насичена книжка.",Notes are private!,0,0,1,not set,"Nov 23, 2015","Nov 23, 2015",,Paperback,view (with text),/book/show/23475252-lilla-smycket
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ukraine Crisis: What It Means for the West,"Wilson, Andrew",0300211597,9780300211597,0300211597,248        pp,3.67,141,"Nov 04, 2014","Nov 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Якраз для західного читача це дуже потрібна книжка для того, щоб розібратися, що сталося в Україні 2 роки тому і чим це може обернутися для Заходу. АлЯкраз для західного читача це дуже потрібна книжка для того, щоб розібратися, що сталося в Україні 2 роки тому і чим це може обернутися для Заходу. Але і для українського читача цікаво почитати про всі перепетії в Україні, про те, як клан Януковича узурпував усю владу, як ""ділили"" Схід і Крим, і як Росія займала все сильніші і сильніші позиції в Україні, роблячи залежною ""Сімю"" Януковича від російських грошей. ...more",Notes are private!,0,1,1,not set,"Nov 23, 2015","Nov 23, 2015",,Paperback,view (with text),/book/show/23259029-ukraine-crisis
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabbath's Theater,"Roth, Philip",0679772596,9780679772590,0679772596,451        pp,3.88,"11,080",1995,"Aug 06, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2015",,Paperback,view,/book/show/11654.Sabbath_s_Theater
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Блокада в слове Очерки критической теории и биополитики языка,"Сандомирская, Ирина",5444800446,9785444800447,5444800446,unknown,4.80,5,"Jan 01, 2012",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2016","Aug 15, 2016","Sep 28, 2015",,Hardcover,view,/book/show/17416038
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"England, England","Barnes, Julian",2070417646,9782070417643,2070417646,448        pp,3.31,"6,025",Aug 1998,"Jan 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2015",,Mass Market Paperback,view,/book/show/100893.England_England
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of the World in 10½  Chapters,"Barnes, Julian",0679731377,9780679731375,0679731377,320        pp,3.88,"15,388","Oct 07, 1989","Nov 27, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2015",,Paperback,view,/book/show/43980.A_History_of_the_World_in_10_Chapters
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metroland,"Barnes, Julian",0679736085,9780679736080,0679736085,176        pp,3.64,"3,660","Mar 01, 1980","Oct 27, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2015",,Paperback,view,/book/show/110945.Metroland
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jag var barn i Gulag,"Better, Julian",9100130028,9789100130022,9100130028,198        pp,3.67,24,"Jan 01, 2013",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2015",,Hardcover,view,/book/show/18713712-jag-var-barn-i-gulag
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalin's Citizens: Everyday Politics in the Wake of Total War,"Yekelchyk, Serhy",0199378444,9780199378449,0199378444,288        pp,4.15,26,"Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2015",,Hardcover,view,/book/show/21435233-stalin-s-citizens
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Traveler’s Wife,"Niffenegger, Audrey*",,9781939126016,1939126010,537        pp,3.99,"1,784,967",2003,"Sep 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2015",,ebook,view,/book/show/18619684-the-time-traveler-s-wife
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddha in the Attic,"Otsuka, Julie",0307700003,9780307700001,0307700003,144        pp,3.69,"57,727","Aug 23, 2011","Aug 23, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Історія про ""picture wives"" - японських жінок, які на початку 20-століття масово покидали Японію у пошуках кращого життя, виходячи заміж за чоловіків Історія про ""picture wives"" - японських жінок, які на початку 20-століття масово покидали Японію у пошуках кращого життя, виходячи заміж за чоловіків в Америці, яких бачили лише на фото. Зрозуміло, що фото і уявне життя не мало нічого спільного з реальністю. В Америці їх чекала виснажлива праця на фермах і у полі, в пральнях і в борделях, в найкращому випадку на господарстві якихось багатіїв. По суті, чоловіки собі виписували рабинь з Японії. Найчастіше це були японці, які жили в Америці.Все закінчується часом війни, коли японців оголосили ворогами народу і почали масово ув'язнювати в концентраційних таборах.Оповідь ведеться від колективного ""ми"", що показує різноманіття доль і в той же час спільну долю усіх. Правда, ця манера оповіді так само швидко набридає, як подобається на початку книжки.Добре, що книжка коротенька і для такої форми ідеальна. Якщо ви нічого не знаєте про цей епізод життя японців в США, то ця книжка для вас буде надзвичайно цікавою....more",Notes are private!,0,3,1,"Nov 03, 2016","Nov 06, 2016","Sep 21, 2015",,Hardcover,view (with text),/book/show/10464963-the-buddha-in-the-attic
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Effekten af Susan,"Høeg, Peter",876383264X,9788763832649,,336        pp,3.34,"1,844",Jan 2014,"May 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Paperback,view,/book/show/22087629-effekten-af-susan
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales of the Night,"Høeg, Peter",0140279733,9780140279733,0140279733,278        pp,3.81,"1,021",1990,"Apr 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 20, 2015",,Paperback,view,/book/show/129155.Tales_of_the_Night
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary,"Fioretos, Aris",9113064827,9789113064826,9113064827,318        pp,3.58,278,Aug 2015,"Aug 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Hardcover,view,/book/show/25455812-mary
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year Zero: A History of 1945,"Buruma, Ian",1594204365,9781594204364,1594204365,384        pp,3.91,"2,112",2013,"Sep 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2015",,Hardcover,view,/book/show/17707568-year-zero
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Howling Miller,"Paasilinna, Arto",1841959561,9781841959566,1841959561,284        pp,3.80,"3,096",1981,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2015",,Paperback,view,/book/show/1030632.The_Howling_Miller
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of the Hare,"Paasilinna, Arto",0720612772,9780720612776,0720612772,135        pp,3.63,"15,186",1975,"Dec 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2015",,Paperback,view,/book/show/656876.The_Year_of_the_Hare
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Clockwork Orange,"Burgess, Anthony",,,,192        pp,4.00,"712,045",1962,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2015",,Paperback,view,/book/show/227463.A_Clockwork_Orange
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Blue So Dark,"Schindler, Holly*",0738719269,9780738719269,0738719269,277        pp,3.72,"1,323","May 08, 2010","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2015",,Paperback,view,/book/show/6964455-a-blue-so-dark
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,129","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Прекрасна книжка, від якої не можна відірватися. Хоча частина з кримінальними деталями мені не дуже подобалася, та все компенсувалося психологізмом, іПрекрасна книжка, від якої не можна відірватися. Хоча частина з кримінальними деталями мені не дуже подобалася, та все компенсувалося психологізмом, історією взаємин головного героя з оточуючими, і, звісно, останні сторінки про мистецтво можна перечитувати сотні разів, Думаю, їх варто читати кожному, щоб навчити любити і бачити красу,...more",Notes are private!,0,2,1,"Aug 21, 2015","Oct 05, 2015","Aug 21, 2015",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
874,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Talk,"Roy, Arundhati*",0896087247,9780896087248,0896087247,152        pp,4.11,913,"Apr 01, 2003","Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2015",,Paperback,view,/book/show/9774.War_Talk
875,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cost of Living,"Roy, Arundhati*",0375756140,9780375756146,0375756140,144        pp,4.06,"1,317","Oct 01, 1999","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2015",,Paperback,view,/book/show/9779.The_Cost_of_Living
876,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Історії про людей і тварин,"Jergović, Miljenko",,9786175691700,,304        pp,4.44,77,unknown,2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Кожна історія читалася з таким важким відчуттям, що я довго не могла її дочитати, хоча книжка безперечно прекрасна у своїй чесності і неперевершенномуКожна історія читалася з таким важким відчуттям, що я довго не могла її дочитати, хоча книжка безперечно прекрасна у своїй чесності і неперевершенному вмінні автора через щоденні деталі показати весь жах воєнного і повоєнного життя. Мурашки по шкірі від кожного оповідання, насправді....more",Notes are private!,0,4,1,"Aug 19, 2015","Mar 06, 2016","Aug 19, 2015",,Paperback,view (with text),/book/show/24752617
877,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",192076920X,9781920769208,192076920X,936        pp,4.27,"216,095",2003,"Jan 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2015","Aug 22, 2015","Aug 19, 2015",,Paperback,view,/book/show/33600.Shantaram
878,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,249","May 06, 2014","Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Якимось дивом я таки дочитала цей роман. Дуже дивна річ, подобатися він мені почав лише після 350 сторінок, тобто вже більша половина шляху була пройдЯкимось дивом я таки дочитала цей роман. Дуже дивна річ, подобатися він мені почав лише після 350 сторінок, тобто вже більша половина шляху була пройдена, я навіть йому вліпила ""трійку"" і думала, ніколи до нього не повертатися. Та все ж повернулася, дочитала, і навіть виправила оцінку на 4! Хоча сюжет дуже передбачуваний, та під кінець стає цікаво, як Дорр все описує. Я навіть думаю дати йому ще шанс і почитати його ""Збирача мушель""!...more",Notes are private!,0,2,1,"Jan 03, 2016","Jan 04, 2016","Aug 19, 2015",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
879,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shell Collector,"Doerr, Anthony*",0142002968,9780142002964,0142002968,219        pp,3.99,"16,050",2001,"Feb 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2015",,Paperback,view,/book/show/883235.The_Shell_Collector
880,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kairos,"Tichý, Andrzej",9100133477,9789100133474,9100133477,447        pp,3.75,20,"Jul 01, 2013",Jul 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 20, 2015",,Hardcover,view,/book/show/22716883-kairos
881,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nullzeit,"Zeh, Juli",389561436X,9783895614361,389561436X,256        pp,3.52,"3,599","Aug 01, 2012","Aug 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 20, 2015",,Hardcover,view,/book/show/15786258-nullzeit
882,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,062","Aug 04, 2011","Aug 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Є дуже-дуже мало книжок, які можуть змусити мене прокидатися о 5 ранку, щоб почитати до того, як прокинеться дитина і треба буде збиратися в садок і нЄ дуже-дуже мало книжок, які можуть змусити мене прокидатися о 5 ранку, щоб почитати до того, як прокинеться дитина і треба буде збиратися в садок і на роботу. Таких книжок одиниці! І коли такі трапляються я дякую Небесам, що це ще можливо, що ще так пишуть! З цією книжкою Барнза вийшло саме так. Тут прекрасно все: мова, настрої, розмови про історію, філософію, літературу, роздуми про час і пам'ять, атмосфера 1960-х і сьогодення, Англія, престижні колледжі і upper-middle class life, і, звісно, інтрига! Я до самої останньої сторінки не могла здогадатися в чому там справа, я зовсім по-іншому уявляла собі розв'язку, а Барнз взяв і здивував! Браво! Я сиділа і плакала ще хвилин 15 після того, як перегорнула останню сторінку. ""What did I know of life, I who had lived so carefully? Who has neither won nor lost, but just let life happen to him? Who had the usual ambitions and settled all too quickly for them not being realised?"" Одним словом, читайте!...more",Notes are private!,0,8,1,"Aug 16, 2016","Sep 08, 2016","Dec 23, 2014",,Hardcover,view (with text),/book/show/10746542-the-sense-of-an-ending
883,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Джмелиний мед,"Lindgren, Torgny",9666630524,,,128        pp,3.72,"1,070",1995,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 23, 2014",,,view,/book/show/13185287
884,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalin's Empire of Memory: Russian-Ukrainian Relations in the Soviet Historical Imagination,"Yekelchyk, Serhy",0802088082,9780802088086,0802088082,230        pp,4.30,40,2004,"Mar 20, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Hardcover,view,/book/show/1455973.Stalin_s_Empire_of_Memory
885,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ukraine: Birth of a Modern Nation,"Yekelchyk, Serhy",0195305469,9780195305463,0195305469,280        pp,3.84,110,2007,"Mar 22, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/773809.Ukraine
886,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contested Pasts,"Hodgkin, Katharine",1280024275,9781280024276,,264        pp,4.00,3,"Jun 03, 2003","Jun 03, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,ebook,view,/book/show/16747444-contested-pasts
887,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Identidade Cultural na Pós-Modernidade,"Hall, Stuart",8574900524,,,102        pp,4.11,476,1992,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/3213499-a-identidade-cultural-na-p-s-modernidade
888,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Representation: Cultural Representations and Signifying Practices,"Hall, Stuart",0761954325,9780761954323,0761954325,400        pp,4.05,631,1997,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/219848.Representation
889,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memory, Identity, Community (Suny Series in the Philosophy of the Social Sciences): The Idea of Narrative in the Human Sciences","Hinchman, Lewis P.",0791433242,9780791433249,0791433242,unknown,4.00,7,"Apr 01, 1997","Apr 17, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/1522357.Memory_Identity_Community_Suny_Series_in_the_Philosophy_of_the_Social_Sciences_
890,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Simians, Cyborgs, and Women: The Reinvention of Nature","Haraway, Donna J.",0415903874,9780415903875,0415903874,312        pp,4.15,"1,752","Dec 12, 1990","Dec 12, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/239293.Simians_Cyborgs_and_Women
891,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modernity and Self-Identity: Self and Society in the Late Modern Age,"Giddens, Anthony",0804719446,9780804719445,0804719446,264        pp,3.80,579,1991,1991,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/46414.Modernity_and_Self_Identity
892,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commemorations: The Politics of National Identity,"Gillis, John R.",0691029253,9780691029252,0691029253,304        pp,3.86,44,"Dec 13, 1993","Sep 16, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2014","Dec 23, 2014",,Paperback,view,/book/show/694481.Commemorations
