,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",,,,unknown,4.18,"49,148","Apr 04, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not actually very mysterious, but still a good listen!",Notes are private!,0,1,1,"Dec 03, 2023","Dec 06, 2023","Dec 06, 2023",,Audiobook,view (with text),/book/show/201555799-the-berry-pickers
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watch Over Me,"LaCour, Nina*",,9780593288207,,6        pp,3.85,"12,575","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We are all humans; we all wake up messy and confused."" ~ I was quite moved by this story for some indefinable reason.""We are all humans; we all wake up messy and confused."" ~ I was quite moved by this story for some indefinable reason....more",Notes are private!,0,1,1,"Nov 28, 2023","Nov 30, 2023","Dec 06, 2023",,Audiobook,view (with text),/book/show/55344182-watch-over-me
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Who Have Never Known Men,"Harpman, Jacqueline",152911179X,9781529111798,152911179X,188        pp,4.24,"50,772",1995,"May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2023",,Paperback,view,/book/show/43208407-i-who-have-never-known-men
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",1250880696,9781250880697,,11        pp,4.09,"140,008","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Weyward, they called us, when we would not submit, would not bend to their will. But we learned to wear the name with pride."" ~ Weyward seems a bit b""Weyward, they called us, when we would not submit, would not bend to their will. But we learned to wear the name with pride."" ~ Weyward seems a bit banal compared to some of the descriptors directed at me for the same reasons.My feelings are so mixed on this one that I’m leaving it unrated. There were a few things I liked about it, but I was needing a proper distraction from sadness and Weyward left me feeling even sadder. For one thing, the ratio of good, kind men to vile horrible ones was so skewed, it made this supposed historical fiction historically inaccurate. Yes, in my 60+ years, I’ve had the misfortune of meeting and/or knowing quite a few men who I describe as odious pig lizards. But, I’ve also had the pleasure of meeting and knowing hundreds more of the good ones. Also, female resilience and empowerment shouldn’t require magical powers....more",Notes are private!,0,0,1,"Dec 06, 2023","Dec 10, 2023","Nov 27, 2023",,Audiobook,view (with text),/book/show/112973698-weyward
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twilight Garden,"Adams, Sara Nisha*",0063025329,9780063025325,0063025329,400        pp,3.94,"1,232","Jun 08, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/200190296-the-twilight-garden
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Monsters,"Brodeur, Adrienne*",1982198109,9781982198107,1982198109,320        pp,3.72,"12,689","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/62919906-little-monsters
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Want to Know a Secret?,"McFadden, Freida*",,,,unknown,4.01,"87,411","Jan 05, 2021","Dec 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Empty-headed, yet quite fun—the definition of guilty pleasure.",Notes are private!,0,0,1,"Nov 23, 2023","Nov 24, 2023","Nov 23, 2023",,Audible Audio,view (with text),/book/show/60109609-want-to-know-a-secret
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Echo Park,"Connelly, Michael*",1594835888,9781594835889,,0        pp,4.17,"61,496","Oct 09, 2006","Oct 09, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""It was said that L.A. was a sunny place for shady people."" ~ Good thing Bosch lives there! :-D""It was said that L.A. was a sunny place for shady people."" ~ Good thing Bosch lives there! :-D...more",Notes are private!,0,1,1,"Nov 20, 2023","Nov 23, 2023","Nov 23, 2023",,Audiobook,view (with text),/book/show/10134965-echo-park
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brilliant Life of Eudora Honeysett,"Lyons, Annie*",,9780063026094,,unknown,4.31,"30,740","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""People don't talk about death. Not really. People fear it. Ignore it. Deny it. They're happy to blow one another's heads off in those infernal video ""People don't talk about death. Not really. People fear it. Ignore it. Deny it. They're happy to blow one another's heads off in those infernal video games or devour horrific films where people are murdered in the most gruesome of ways, while refusing to face the reality of what death is or to have a grown-up discussion about what it means."" ~ So true…and the ridiculous euphemisms people insist on using is most baffling to me…one of the reasons I loved the Rose character so much—no half-baked euphemisms for the adorable Rose Trewidney!Although I would have preferred the ending went a different way, it was quite sweet (and funny)…a darn good listen for old folks like me....more",Notes are private!,0,0,1,"Nov 16, 2023","Nov 18, 2023","Nov 16, 2023",,Audiobook,view (with text),/book/show/55471371-the-brilliant-life-of-eudora-honeysett
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad Honey,"Picoult, Jodi*",,9780593614112,,15        pp,4.10,"387,896","Oct 04, 2022","Oct 04, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I would have rated this higher if it had been promoted accurately…not a fan of deceptive marketing.,Notes are private!,0,0,1,"Nov 15, 2023","Nov 16, 2023","Nov 16, 2023",,Audiobook,view (with text),/book/show/60827860-mad-honey
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Sacred Night        (Renée Ballard, #2; Harry Bosch, #21; Harry Bosch Universe, #32)","Connelly, Michael*",,,,11        pp,4.18,"66,803","Oct 30, 2018","Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""She wondered how men would live if they knew that in every moment of their lives, their size and nature made them vulnerable to the opposite sex."" ~ ""She wondered how men would live if they knew that in every moment of their lives, their size and nature made them vulnerable to the opposite sex."" ~ Good question!...more",Notes are private!,0,0,1,"Nov 13, 2023","Nov 15, 2023","Nov 14, 2023",,Audible Audio,view (with text),/book/show/42180307-dark-sacred-night
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Desert Star        (Renée Ballard, #5; Harry Bosch, #24; Harry Bosch Universe, #37)","Connelly, Michael*",,,,unknown,4.49,"66,929","Nov 04, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Sometimes you do the wrong thing for the right reason."" ~ Yep!This was the first time I realized Bosch’s age—older than his creator. But I do know Bo""Sometimes you do the wrong thing for the right reason."" ~ Yep!This was the first time I realized Bosch’s age—older than his creator. But I do know Bosch will be in at least one more book—Resurrection Walk—published October 31, 2023. Fingers crossed it won’t be the last....more",Notes are private!,0,0,1,"Nov 12, 2023","Nov 13, 2023","Nov 13, 2023",,Audiobook,view (with text),/book/show/60230100-desert-star
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America","Letts, Elizabeth*",0525619321,9780525619321,0525619321,336        pp,4.24,"9,890","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2023",,Hardcover,view,/book/show/55333765-the-ride-of-her-life
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends, Lovers, and the Big Terrible Thing","Perry, Matthew",1250866448,9781250866448,1250866448,250        pp,3.90,"250,278","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/59641216-friends-lovers-and-the-big-terrible-thing
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightwatching,"Sierra, Tracy*",0593654765,9780593654767,0593654765,368        pp,3.97,"6,236","Feb 01, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/150246179-nightwatching
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Box        (Harry Bosch, #16; Harry Bosch Universe, #25)","Connelly, Michael*",1600247245,9781600247248,1600247245,11        pp,4.15,"61,011","Nov 26, 2012","Nov 27, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 07, 2023","Nov 12, 2023","Nov 07, 2023",,Audio CD,view,/book/show/13529212-the-black-box
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drop,"Connelly, Michael*",1611139198,9781611139198,1611139198,0        pp,4.19,"67,517","Nov 28, 2011","Nov 28, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Connelly does it again!,Notes are private!,0,1,1,"Nov 05, 2023","Nov 07, 2023","Nov 06, 2023",,Audio CD,view (with text),/book/show/11521143-the-drop
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,345","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/127305853-the-women
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brain Energy: A Revolutionary Breakthrough in Understanding Mental Health—and Improving Treatment for Anxiety, Depression, OCD, PTSD, and More","Palmer, Christopher M.",1637741588,9781637741580,1637741588,320        pp,4.15,"2,162","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In fairness to the author, I won’t give this a rating. If anyone is interested in an in-depth discussion of the biological processes that cause mentalIn fairness to the author, I won’t give this a rating. If anyone is interested in an in-depth discussion of the biological processes that cause mental illness, they should give this a read. As I am more interested in treatments and solutions, and because I’m already well-versed in the treatments/solutions Dr. Palmer offers, I didn’t get anything from this. I’m certain others would however.Merged :In fairness to the author, I won’t give this a rating. If anyone is interested in an in-depth discussion of the biological processes that cause mental illness, they should give this a read. As I am more interested in treatments and solutions, and because I’m already well-versed in the treatments/solutions Dr. Palmer offers, I didn’t get anything from this. I’m certain others would however....more",Notes are private!,0,0,1,"Jan 24, 2023","Apr 20, 2023","Nov 04, 2023",,Hardcover,view (with text),/book/show/61129785-brain-energy
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Void Moon,"Connelly, Michael*",147898807X,9781478988076,147898807X,unknown,4.00,"30,814","Dec 07, 1999","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""All around them the cacophony of greed carried on in its most glorious and extreme excess."" ~ Seems an accurate description of Vegas.I’ll always miss""All around them the cacophony of greed carried on in its most glorious and extreme excess."" ~ Seems an accurate description of Vegas.I’ll always miss Bosch when he’s missing from a Connelly, but a darn good listen nonetheless....more",Notes are private!,0,0,1,"Nov 03, 2023","Nov 05, 2023","Nov 03, 2023",,Audio CD,view (with text),/book/show/34023799-void-moon
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Bones        (Harry Bosch, #8; Harry Bosch Universe, #11)","Connelly, Michael*",,,B0000691UG,12        pp,4.12,"56,484","Apr 16, 2002","May 31, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Everybody’s got a cage that keeps out the sharks. Those who open the door and venture out do so at their own risk."" ~ Yep!I was two hours in before r""Everybody’s got a cage that keeps out the sharks. Those who open the door and venture out do so at their own risk."" ~ Yep!I was two hours in before realizing I had inadvertently gotten the abridged version. Decided to keep listening because I knew it was one of the storylines used in the Netflix series, so there probably wouldn’t be any surprises anyway....more",Notes are private!,0,0,1,"Nov 02, 2023","Nov 03, 2023","Nov 03, 2023",,Audible Audio,view (with text),/book/show/17882615-city-of-bones
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darkness More Than Night        (Harry Bosch, #7; Harry Bosch Universe, #10)","Connelly, Michael*",1570429723,0070993297244,1570429723,0        pp,4.16,"60,117","Nov 08, 2000","Jan 23, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You are under arrest for murder, attempted murder and general conspiracy to be an asshole."" - Harry Bosch ~ LOL…you crack me up, Harry!As usual, Conn""You are under arrest for murder, attempted murder and general conspiracy to be an asshole."" - Harry Bosch ~ LOL…you crack me up, Harry!As usual, Connelly tells an excellent story. However, this is my rating for the audiobook and I’ve got to subtract at least two stars for the narration. It was so distracting, I almost quit listening. It probably wouldn’t have bothered me so much if it were Dickens or Tolstoy or Shakespeare or any writer before the start of the 20th century. But this narrator’s voice was so NOT Harry Bosch! And the voices he did for the female characters were simpering and silly…aaarrrgghh! Sad when so many others in the Bosch series have had excellent narration, e.g., Titus Welliver, Peter Giles, and Len Cariou....more",Notes are private!,0,0,1,Nov 2023,"Nov 02, 2023","Nov 01, 2023",,Audiobook,view (with text),/book/show/1143660.A_Darkness_More_Than_Night
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels Flight        (Harry Bosch, #6; Harry Bosch Universe, #8)","Connelly, Michael*",,,B00CRNG8W2,unknown,4.21,"61,584","Jan 28, 1999","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Working homicide for so many years, Bosch could not be surprised anymore by the horrors people inflicted on each other. But the horrors people saved ""Working homicide for so many years, Bosch could not be surprised anymore by the horrors people inflicted on each other. But the horrors people saved for themselves were a different story."" ~ My 15th Connelly book…seems he’s my not-so-guilty pleasure!...more",Notes are private!,0,0,1,"Oct 30, 2023",Nov 2023,"Oct 31, 2023",,Audible Audio,view (with text),/book/show/25552122-angels-flight
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Because,"McConaughey, Matthew*",0593622030,9780593622032,0593622030,32        pp,4.08,"1,411",unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2023",,Hardcover,view,/book/show/83817472-just-because
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family of Liars        (We Were Liars #0),"Lockhart, E.*",0593485882,9780593485880,0593485882,336        pp,3.78,"85,658","May 03, 2022","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2023",,Paperback,view,/book/show/90590122-family-of-liars
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020890,9780063020894,0063020890,547        pp,4.08,"69,111","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2023",,Hardcover,view,/book/show/61683285-homecoming
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of the Good Guys,"Hall, Araminta",1638930619,9781638930617,1638930619,288        pp,3.57,"3,800","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2023",,Hardcover,view,/book/show/122955959-one-of-the-good-guys
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",1250244145,9781250244147,1250244145,258        pp,4.11,"85,491","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Hardcover,view,/book/show/54860573-once-there-were-wolves
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doll Bones,"Black, Holly*",1416963987,9781416963981,1416963987,256        pp,3.68,"28,591","May 07, 2013","May 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""He wondered whether growing up was learning that most stories turned out to be lies."" ~ Very sweet and a little bit creepy—the right amount for middl""He wondered whether growing up was learning that most stories turned out to be lies."" ~ Very sweet and a little bit creepy—the right amount for middle-grade readers....more",Notes are private!,0,0,1,"Oct 26, 2023","Oct 28, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/15944406-doll-bones
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giblin Guide to Writing Children's Books, Fourth Edition","Giblin, James Cross",1889715263,9781889715261,1889715263,192        pp,4.19,31,"May 01, 2005","Apr 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Paperback,view,/book/show/57557.The_Giblin_Guide_to_Writing_Children_s_Books_Fourth_Edition
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Musicophilia: Tales of Music and the Brain, Revised and Expanded Edition","Sacks, Oliver",1400033535,9781400033539,1400033535,425        pp,3.95,"69,061",2007,"Sep 23, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Paperback,view,/book/show/2626281-musicophilia
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Genuine Fraud,"Lockhart, E.*",,,B074G4YHM8,unknown,3.25,"46,679","Sep 05, 2017","Sep 05, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I couldn’t stop listening, but—in the end—wished that I had.",Notes are private!,0,0,1,"Oct 24, 2023","Oct 25, 2023","Oct 24, 2023",,Audible Audio,view (with text),/book/show/59203666-genuine-fraud
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shortest History of Israel and Palestine: From Zionism to Intifadas and the Struggle for Peace,"Scott-Baumann, Michael",1615199500,9781615199501,1615199500,288        pp,4.12,884,"Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Paperback,view,/book/show/60831870-the-shortest-history-of-israel-and-palestine
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything's Eventual, Part 2","King, Stephen*",1402522452,9781402522451,1402522452,4        pp,3.97,"101,244",2002,"Jan 01, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A decent short-story collection. The scariest part was seeing in GR that I had already listened to Riding the Bullet in December 2019 and remembered aA decent short-story collection. The scariest part was seeing in GR that I had already listened to Riding the Bullet in December 2019 and remembered almost nothing about it....more,Notes are private!,0,0,1,"Oct 25, 2023","Oct 27, 2023","Oct 24, 2023",,Audio CD,view (with text),/book/show/129026.Everything_s_Eventual_Part_2
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Maddy Clare,"St. James, Simone*",,9781470842352,,10        pp,3.86,"25,499","Mar 06, 2012","Jan 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You can't imagine how hard it is to come home from hell and be expected to pick up the threads of a life. Apply for jobs, go to a factory, punch in, ""You can't imagine how hard it is to come home from hell and be expected to pick up the threads of a life. Apply for jobs, go to a factory, punch in, punch out. Put your lunch in a bag and get on the omnibus every day. Like nothing happened. Nothing."" ~ The shell-shocked bits of this story were heart-breaking; the revenge bits quite satisfying; the romance bits boring; and, the ghostly bits perfect for October. A little slow, but a darn good listen nonetheless....more",Notes are private!,0,0,1,"Oct 19, 2023","Oct 24, 2023","Oct 20, 2023",,Audiobook,view (with text),/book/show/34740074-the-haunting-of-maddy-clare
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkest Corners,"Thomas, Kara",014752136X,9780147521361,,unknown,3.80,"10,747","Apr 19, 2016","Apr 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I always assumed that the doubt would destroy me. But know I wonder if it's the opposite of doubt that's the dangerous thing—if instead, it's the thi""I always assumed that the doubt would destroy me. But know I wonder if it's the opposite of doubt that's the dangerous thing—if instead, it's the things we're so sure of that have the power to undo us."" ~ A bit sad, a bit slow, quite suspenseful, and—in the end—quite satisfying. My second by Kara Thomas and I’ll be looking for more....more",Notes are private!,0,1,1,"Oct 18, 2023","Oct 19, 2023","Oct 20, 2023",,Audiobook,view (with text),/book/show/25982875-the-darkest-corners
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Lame Prince,"Craik, Dinah Maria Mulock",0517084848,9780517084847,0517084848,103        pp,3.83,"1,139",1874,"Jul 10, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/877132.The_Little_Lame_Prince
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children's Stories from Dickens,"Dickens, Mary Angela",,,,119        pp,3.76,17,unknown,1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/22752673-children-s-stories-from-dickens
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Legend of Sleepy Hollow,"Irving, Washington",0517119404,9780517119402,0517119404,103        pp,3.71,"79,503",1820,"Oct 10, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/863912.The_Legend_of_Sleepy_Hollow
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rip Van Winkle,"Irving, Washington",0517119420,9780517119426,0517119420,102        pp,3.61,"16,385",1819,"Oct 10, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/4333980-rip-van-winkle
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dominic,"Steig, William",0374418268,9780374418267,0374418268,146        pp,4.23,"1,680","Apr 01, 1972","Aug 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/860745.Dominic
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Call of the Wild,"London, Jack",0027594556,9780027594553,0027594556,144        pp,3.90,"430,280",1903,"Oct 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/1079260.The_Call_of_the_Wild
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Andrew, the big deal","Wallace, Barbara Brooks",0695401114,9780695801113,0695801112,191        pp,4.12,8,1970,"Jan 01, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/1137071.Andrew_the_big_deal
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rag and Bone Shop,"Cormier, Robert",0440229715,9780440229711,0440229715,176        pp,3.74,"3,535","Oct 09, 2001","May 13, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Mass Market Paperback,view,/book/show/293950.The_Rag_and_Bone_Shop
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom's Midnight Garden,"Pearce, Philippa",0064404455,9780064404457,0064404455,240        pp,4.05,"26,520","Dec 31, 1958","Oct 30, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/543086.Tom_s_Midnight_Garden
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Professor Diggins' Dragons,"Holman, Felice",0020436807,9780020436805,0020436807,unknown,4.34,111,1966,"Mar 28, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/1389925.Professor_Diggins_Dragons
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Corner of the Universe,"Martin, Ann M.",0439771242,9780439771245,0439771242,224        pp,4.07,"15,230","Oct 01, 2002","Jun 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/65070.A_Corner_of_the_Universe
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homer Price,"McCloskey, Robert",0140309276,9780140309270,0140309276,149        pp,4.09,"22,338",1943,"Oct 28, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/766917.Homer_Price
