,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Malcolm's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadia,"Pears, Iain",1101946822,9781101946824,1101946822,510        pp,3.94,"6,008","Aug 20, 2015","Feb 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book and am torn between rounding a 4.5 up or down. Three worlds, universes, times, whatever, collide into one fantastic tale ofI really enjoyed this book and am torn between rounding a 4.5 up or down. Three worlds, universes, times, whatever, collide into one fantastic tale of 16th century life, Cold War intrigue, and a distant future of dystopian technocracy. Are they one world or parallel universes? Which is past and which is future? Are the ""good guys"" really good and the ""bad guys"" really bad? Read on.Despite the multiple story lines, Pears has managed to make this a remarkable easy book to read even at 500 pages. With well developed characters, the book twists and turns toward a more than satisfying (if not entirely happy) ending. I guess I'll round up....more",Notes are private!,0,7,1,"Mar 14, 2016","Mar 21, 2016","Feb 11, 2016",,Hardcover,view (with text),/book/show/25614934-arcadia
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Short Drop,"FitzSimmons, Matthew*",1503950344,9781503950344,1503950344,388        pp,4.18,"50,157","Dec 01, 2015","Dec 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2018","Jun 15, 2018","Jan 31, 2016",,Hardcover,view,/book/show/25789569-the-short-drop
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lightkeepers,"Geni, Abby",1619026007,9781619026001,1619026007,358        pp,3.86,"5,517","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A unique story, with unique characters, in a decidedly unique setting. The Farallon Islands are a small archipelago some thirty miles off the CalifornA unique story, with unique characters, in a decidedly unique setting. The Farallon Islands are a small archipelago some thirty miles off the California coast. A brutal and dangerous place, it is, at different times of the year, home to a wide variety of sea life including sharks, whales, sea lions, and birds. The only human inhabitants are six biologists who study these creatures. To this setting comes Miranda, a widely traveled and accomplished nature photographer who intends to spend a year recording the animals and their habitat.Early on we learn a lot about Miranda, but little about the other characters. There is mystery here to begin with, but after a brutal attack and a subsequent death, the mystery intensifies. What is going on here? And how will it end? Those are the questions that will keep you turning pages. Abby Geni has given us a remarkable first novel. I will look forward to what she may give us next....more",Notes are private!,0,4,1,"Feb 08, 2016","Feb 13, 2016","Jan 29, 2016",,Hardcover,view (with text),/book/show/25786411-the-lightkeepers
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",0062190377,9780062190376,,867        pp,4.00,"115,496","May 19, 2015","May 19, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 05, 2022","Apr 16, 2022","Jan 22, 2016",,Hardcover,view,/book/show/22826126-seveneves
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt-Marie Was Here,"Backman, Fredrik*",1501142534,9781501142536,1501142534,324        pp,4.09,"163,645","Oct 03, 2014","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not sure how Fredrik Backman does what he does, particularly since he claims in his Acknowledgments that he is still a ""beginner"", but however he I'm not sure how Fredrik Backman does what he does, particularly since he claims in his Acknowledgments that he is still a ""beginner"", but however he does it, he has done it again! ""Britt-Marie Was Here"" is an absolute gem that should not be missed. We first met Britt-Marie in ""My Grandmother Asked Me to Tell You She's Sorry"". A relatively minor character, we learn she is set in her ways, highly critical of others, and someone who is not particularly likable. Here, we learn the full story. How she has spent almost all her sixty-three years in the shadows of other people, and done so voluntarily. At last she has left her philandering husband of forty years and finds herself on her own and manages to find a temporary job as a caretaker of a recreation center in the run down village of Borg. ""Borg is a community built along a road. That's really the kindest thing one can say about it. It's not a place that could be described as one in a million, rather as one of millions of others.""As Britt-Marie navigates through the cast of eccentric characters she finds in Borg, we see her slowly acknowledge her own feelings, her ability to act for herself, to ""make the jump"".Often laugh-out-loud funny, we also encounter passages of warm affection, incredible tragedy, the power of friendship and the elation of victory.Like I said, I don't know how Backman does it, but I look forward to him continuing to amaze me with his wit and wisdom. Don't let this one pass you by. ...more",Notes are private!,0,9,1,"Jun 19, 2016","Jun 24, 2016","Jan 19, 2016",,Hardcover,view (with text),/book/show/27406704-britt-marie-was-here
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signs Preceding the End of the World,"Herrera, Yuri",1908276428,9781908276421,1908276428,114        pp,3.90,"13,452",2009,"Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Taken on its face, this is a straightforward story of a young girl crossing the southern border illegally to search for her brother, and then finding Taken on its face, this is a straightforward story of a young girl crossing the southern border illegally to search for her brother, and then finding herself stranded in an alien and threatening place. In a deeper context, this is the story of a ""crossing"". We all experience them in one form or another. Leaving home for the first time; going to college; changing jobs or careers; getting married; all involve ""crossing"" from what is known to something that is unknown. We may cross with the intention of coming back, but sometimes that becomes impossible. How we handle the ""crossing"", with fear or courage; with regret or joy; with knowledge or ignorance; will have a lasting impact on who we are and how are lives will be lived. An exceptionally well written, thought provoking tale that will stay with me for some time. ...more",Notes are private!,0,8,1,"Jan 22, 2017","Jan 27, 2017","Jan 09, 2016",,Paperback,view (with text),/book/show/21535546-signs-preceding-the-end-of-the-world
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,May the Road Rise Up to Meet You,"Troy, Peter",0385534485,9780385534482,0385534485,400        pp,3.96,"2,705","Jan 01, 2012","Feb 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 21, 2018not set","May 02, 2018not set","Jan 09, 2016",,Hardcover,view,/book/show/12497339-may-the-road-rise-up-to-meet-you
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prisoner of Heaven        (The Cemetery of Forgotten Books, #3)","Ruiz Zafón, Carlos",0062206281,9780062206282,0062206281,278        pp,4.12,"100,633","Nov 01, 2011","Jul 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one has been well ed and I can't add much as far as describing the story goes. What I will say is that I absolutely enjoyed this book. HereThis one has been well ed and I can't add much as far as describing the story goes. What I will say is that I absolutely enjoyed this book. Here Zafon adds to the backstory on Fermin Romero de Torres, close friend of Daniel Sempere. He also fills in much of the story of David Martin. Zafon leaves the classic Gothic structure and gives us a more straightforward thriller. This book was remarkably easy to read. And there is a large, wide open, door left at the end to expect a fourth book in the series. There are just too many things left to be done. ...more",Notes are private!,0,1,1,"May 27, 2016","May 29, 2016","Jan 08, 2016",,Hardcover,view (with text),/book/show/13623012-the-prisoner-of-heaven
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel's Game        (The Cemetery of Forgotten Books, #2)","Ruiz Zafón, Carlos",0385528701,9780385528702,0385528701,531        pp,4.00,"162,254","Apr 17, 2008","Jun 16, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another good read from Carlos Ruiz Zafon, although I did not take to this one like I did to The Shadow of the Wind. Still a great second installment oAnother good read from Carlos Ruiz Zafon, although I did not take to this one like I did to The Shadow of the Wind. Still a great second installment of the series featuring the Cemetery of Forgotten Books. While many of the characters here were first introduced in Shadow, this is a separate story and can be read and enjoyed by itself. Gothic tales require a spooky mansion and this one has at least two, along with plenty of spooky alleyways and neighborhoods. There is also the required damsel in distress, sinister police, and plenty of apparent madness and insanity. Unlike Shadow, this one also touches on the supernatural as well. Zafon takes all these elements and, with a generous dose of humor, wit and banter, provides us with a narrative that will keep the pages turning while wondering what will happen next. What's next for me is the third in the series. Gotta go!...more",Notes are private!,0,3,1,"May 23, 2016","May 27, 2016","Jan 08, 2016",,Hardcover,view (with text),/book/show/4912857-the-angel-s-game
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fallen Land,"Brown, Taylor*",1250077974,9781250077974,1250077974,288        pp,3.80,"2,126","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A remarkable first novel and one I would recommend to anyone who likes a thrilling story. Set during the final year of the Civil War, we find Collum, A remarkable first novel and one I would recommend to anyone who likes a thrilling story. Set during the final year of the Civil War, we find Collum, a fifteen year old horse thief, mature beyond his years, riding with a band of Confederate marauders. When the group comes upon a young woman, Ava, subsisting alone after the war has taken her family, Collum recognizes what will happen to this girl and, when he attempts to protect her, is severely beaten. Not to be denied, he returns a second time to rescue Ava and together, on a horse called Reiver, they embark on a dangerous race across a ravaged and war torn country.With remarkable writing, Taylor Brown has taken a somewhat standard yarn of ""good guys being chased by bad guys"" and elevated it to a level not easily forgotten.Don't miss this one. ...more",Notes are private!,0,3,1,"Mar 12, 2016","Mar 14, 2016","Jan 07, 2016",,Hardcover,view (with text),/book/show/25632620-fallen-land
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Chord,"Brooks, Geraldine*",0670025771,9780670025770,0670025771,302        pp,3.66,"19,631","Oct 06, 2015","Oct 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2015","Dec 29, 2015","Dec 26, 2015",,Hardcover,view,/book/show/24611425-the-secret-chord
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Scent from a Strange Mountain,"Butler, Robert Olen*",0805019863,9780805019865,0805019863,249        pp,3.95,"9,009",1992,"Mar 15, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Winner of a Pulitzer in 1993, this collection of short stories depicts the lives and experiences of Vietnamese immigrants living in south Louisiana.  Winner of a Pulitzer in 1993, this collection of short stories depicts the lives and experiences of Vietnamese immigrants living in south Louisiana. Some better than others, but all shed light on what happens to people when they must (or choose to) leave their homes of birth to begin new lives in a culture seemingly far different than their own.  But while these stories show the clash of cultures and the choices that often must be made between them, I was most struck by the things that transcend culture. Love, hate, prejudice, compassion, jealousy, courage, fear, and humor. These things are universal and when we recognize that, we are all better for it.  A five-star read to be sure. ...more",Notes are private!,0,1,1,"Jan 14, 2016","Jan 17, 2016","Dec 19, 2015",,Hardcover,view (with text),/book/show/1096180.A_Good_Scent_from_a_Strange_Mountain
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wherever There Is Light,"Golden, Peter*",1476705585,9781476705583,1476705585,368        pp,3.74,"1,186","Nov 03, 2015","Nov 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An entertaining read, but one that never seems to fulfill its promise.  The book is a love story between Julian, a Jewish immigrant ex-bootlegger tur An entertaining read, but one that never seems to fulfill its promise.  The book is a love story between Julian, a Jewish immigrant ex-bootlegger turned real estate developer and Kendall, the independent-minded African American granddaughter of a former slave and founder of an all black college in South Florida. Starting in the late 30's, and spanning three decades, through WWII, the beginning of the Cold War and the struggle for Civil Rights, the potential for sweeping historical fiction never happens. The story seems to be overlaid onto the time in which it occurs, but never a part of it. A too pat ending comes off as one big cliche.  Again, an entertaining love story, but save this one for the next beach trip. ...more",Notes are private!,0,1,1,"Jan 06, 2016","Jan 14, 2016","Dec 19, 2015",,Hardcover,view (with text),/book/show/25111147-wherever-there-is-light
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of the Rising Sun        (Hackberry Holland, #4)","Burke, James Lee",1501107100,9781501107108,1501107100,435        pp,3.92,"4,019","Dec 01, 2015","Dec 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 21, 2018not set","May 26, 2018not set","Dec 13, 2015",,Hardcover,view,/book/show/25205414-house-of-the-rising-sun
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Japanese Lover,"Allende, Isabel*",1501116975,9781501116971,1501116975,322        pp,3.87,"85,617","May 28, 2015","Nov 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has already been extensively ed and I don't think I can add much in describing the story other than to say that I found this a vey enjThis book has already been extensively ed and I don't think I can add much in describing the story other than to say that I found this a vey enjoyable read. Spanning some eight decades, from the late 1930's to present day, this is the story of a forbidden, but lasting, love affair between Alma, a San Francisco sophisticate, and Ichimei, the son of her family's Japanese gardener. Now in her eighties, and living in a retirement home, Alma begins to share her long-kept secret with Irena, her Moldovian born assistant, who is haunted by her own tragic past. As the story progresses, we recognize the abiding power of love. Using more narrative than dialog, Alende skillfully takes the reader through many of the major historical moments of the 20th Century. While this approach may have left some of the characters less than fully developed, I still found them all to be real enough to drive the story, which never falls into melodrama. All in all, a very good read. I will look forward to adding Alende more and more to my ""to read"" list. ...more",Notes are private!,0,3,1,"Mar 21, 2016","Mar 24, 2016","Dec 03, 2015",,Hardcover,view (with text),/book/show/25152052-the-japanese-lover
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Knife,"Bacigalupi, Paolo*",0385352875,9780385352871,0385352875,371        pp,3.85,"25,977","May 26, 2015","May 26, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 11, 2015","Dec 26, 2015","Dec 03, 2015",,Hardcover,view,/book/show/23209924-the-water-knife
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Humans,"Haig, Matt*",1476727910,9781476727912,1476727910,285        pp,4.08,"124,158","May 09, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2015",,Hardcover,view,/book/show/16130537-the-humans
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirteen Ways of Looking,"McCann, Colum*",1443446254,9781443446259,1443446254,256        pp,3.95,"6,689","Oct 13, 2015","Oct 13, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Remarkable prose and a hard book to , other than to say I could not put it down. A thirteen chapter novella from which the book gets its name anRemarkable prose and a hard book to , other than to say I could not put it down. A thirteen chapter novella from which the book gets its name and three short stories. If there is a theme, it is the power of memory, how it both burdens and motivates us. That's the best I can do right now. May be able to come back later and make this better. In the meantime, don't let this one pass you by. ...more",Notes are private!,0,2,1,"Feb 05, 2016","Feb 08, 2016","Nov 24, 2015",,Hardcover,view (with text),/book/show/25229229-thirteen-ways-of-looking
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk Across the Sun,"Addison, Corban*",1402792808,9781402792809,1402792808,371        pp,4.16,"18,707",2011,"Jan 03, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2018","Apr 10, 2018","Nov 23, 2015",,Hardcover,view,/book/show/11469379-a-walk-across-the-sun
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Forgetting,"Harmel, Kristin*",1451644299,9781451644296,1451644299,353        pp,4.21,"30,659","Aug 12, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2015",,Paperback,view,/book/show/12986965-the-sweetness-of-forgetting
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shadow of the Wind,"Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,406",May 2001,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A remarkable book and one that will remain a favorite for some time. I am disappointed that I let this one get by me when it first came out. No need fA remarkable book and one that will remain a favorite for some time. I am disappointed that I let this one get by me when it first came out. No need for me to  the story since it has already been ed repeatedly. It was a little slow to begin and getting all those characters straight was a chore, but after the first fifty pages or so everything just took off and I couldn't stop reading. Zafon creates fully developed characters that the reader can invest in. Even relatively minor characters have back stories. And some of those ""minor"" characters will surprise you. All in all, with a nod to the likes of Poe or Shelly, Zafon has given us a gothic tale that will keep you reading, even as that candle is snuffed out in the darkness. Five stars and straight to the favorites list!...more",Notes are private!,0,5,1,"May 14, 2016","May 23, 2016","Nov 14, 2015",,Paperback,view (with text),/book/show/6604465-the-shadow-of-the-wind
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0812998685,9780812998689,0812998685,238        pp,3.81,"64,529",Oct 2015,"Oct 27, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 31, 2015","Nov 05, 2015","Oct 28, 2015",,Hardcover,view,/book/show/24499258-slade-house
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Career of Evil        (Cormoran Strike, #3)","Galbraith, Robert",0751562270,9780751562279,0751562270,494        pp,4.22,"208,757","Oct 20, 2015","Oct 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 05, 2015","Nov 14, 2015","Oct 21, 2015",,Hardcover,view,/book/show/24106033-career-of-evil
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Further Adventures of Ebenezer Scrooge: A Christmas Carol Continued,"Lovett, Charlie*",0525429107,9780525429104,0525429107,107        pp,3.49,956,"Oct 20, 2015","Oct 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 03, 2015","Dec 04, 2015","Oct 21, 2015",,Hardcover,view,/book/show/24611435-the-further-adventures-of-ebenezer-scrooge
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tsar of Love and Techno,"Marra, Anthony*",0770436439,9780770436438,0770436439,332        pp,4.27,"17,313","Oct 06, 2015","Oct 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How could Marra top ""A Constellation...""?, but he has! A collection of short stories, each able to stand on its own, yet exquisitely woven together wiHow could Marra top ""A Constellation...""?, but he has! A collection of short stories, each able to stand on its own, yet exquisitely woven together with common characters to form a greater whole. Spanning life in Soviet Russia from the late 30's to present day, we encounter despair, hopelessness and betrayal, but also experience the power of redemption, love and a good bit of humor. A solid five stars and a great read to start the new year. Don't miss this one. ...more",Notes are private!,0,8,1,"Dec 29, 2015","Jan 06, 2016","Oct 16, 2015",,Hardcover,view (with text),/book/show/23995336-the-tsar-of-love-and-techno
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl Waits with Gun        (Kopp Sisters, #1)","Stewart, Amy*",0544409914,9780544409910,0544409914,408        pp,3.77,"32,050","Sep 01, 2015","Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 10, 2015","Oct 14, 2015","Oct 10, 2015",,Hardcover,view,/book/show/23719378-girl-waits-with-gun
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neverwhere        (London Below, #1)","Gaiman, Neil*",,,,384        pp,4.17,"529,970","Sep 16, 1996","Sep 19, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 05, 2015","Oct 09, 2015","Sep 23, 2015",,Paperback,view,/book/show/575754.Neverwhere
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Above the Waterfall,"Rash, Ron*",0062349317,9780062349316,0062349317,252        pp,3.52,"5,928","Oct 07, 2014","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 29, 2015","Oct 03, 2015","Sep 14, 2015",,Hardcover,view,/book/show/20587589-above-the-waterfall
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in the Spider's Web        (Millennium, #4)","Lagercrantz, David",0385354282,9780385354288,0385354282,400        pp,3.80,"159,823",2015,"Sep 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 14, 2015","Nov 19, 2015","Sep 07, 2015",,Hardcover,view,/book/show/25074850-the-girl-in-the-spider-s-web
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Years Eight Months and Twenty-Eight Nights,"Rushdie, Salman",081299891X,9780812998917,081299891X,304        pp,3.38,"13,357","Sep 08, 2015","Sep 08, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2015","Oct 30, 2015","Sep 05, 2015",,Hardcover,view,/book/show/24292310-two-years-eight-months-and-twenty-eight-nights
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog Master: A Novel of the First Dog,"Cameron, W. Bruce*",0765374633,9780765374639,0765374633,416        pp,4.15,"4,281","Aug 04, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 17, 2015","Sep 22, 2015","Sep 04, 2015",,Hardcover,view,/book/show/22238176-the-dog-master
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scribe,"Guinn, Matthew*",0393239292,9780393239294,0393239292,292        pp,3.24,738,"Sep 14, 2015","Sep 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2015","Sep 05, 2015","Sep 04, 2015",,Hardcover,view,/book/show/24724581-the-scribe
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Bus to Wisdom,"Doig, Ivan",1594632022,9781594632020,1594632022,453        pp,4.08,"16,704","Aug 18, 2015","Aug 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 05, 2015","Sep 12, 2015","Aug 29, 2015",,Hardcover,view,/book/show/24611732-last-bus-to-wisdom
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circling the Sun,"McLain, Paula*",0345534182,9780345534187,0345534182,366        pp,3.94,"78,947","Jul 28, 2015","Jul 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 14, 2015","Oct 21, 2015","Aug 24, 2015",,Hardcover,view,/book/show/23995231-circling-the-sun
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palace of Treason        (Red Sparrow Trilogy, #2)","Matthews, Jason",1476793743,9781476793740,1476793743,480        pp,4.20,"22,919","Jun 02, 2015","Jun 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2015","Sep 29, 2015","Aug 08, 2015",,Hardcover,view,/book/show/22609257-palace-of-treason
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Watchmaker of Filigree Street        (The Watchmaker of Filigree Street, #1)","Pulley, Natasha",1620408333,9781620408339,1620408333,318        pp,3.74,"34,456","Jul 02, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A terrorist bombing, international intrigue, scientific discovery, a mysterious watchmaker and a decidedly unique octopus all come together in this stA terrorist bombing, international intrigue, scientific discovery, a mysterious watchmaker and a decidedly unique octopus all come together in this story set in late nineteenth century London. A bombing, claimed by Irish terrorists, has destroyed Scotland Yard, and others are threatened. Thaniel, a telegrapher, finds himself caught up in the investigation of a Japanese watchmaker, Mr. Mori, who makes things far more complicated than watches. But does he make bombs?As Thaniel becomes more convinced that Mori is not the bomb maker, he meets Grace, a would be physicist, who neither likes nor trusts the watchmaker. With these well developed characters, the story proceeds to a satisfying ending with just enough of a twist to make the reader grin at the last page. Not the best I've read this year, but a commendable first novel by an author I will watch out for in the future. ...more",Notes are private!,0,2,1,"Mar 04, 2016","Mar 11, 2016","Jul 23, 2015",,Hardcover,view (with text),/book/show/22929563-the-watchmaker-of-filigree-street
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secessia        (The Woolsack Family #2),"Wascom, Kent*",0802123619,9780802123619,0802123619,339        pp,3.25,136,"Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2015","Sep 04, 2015","Jul 23, 2015",,Hardcover,view,/book/show/23168335-secessia
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blood of Heaven        (The Woolsack Family #1),"Wascom, Kent*",0802121187,9780802121189,0802121187,432        pp,3.30,518,"May 28, 2013","May 28, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2015","Aug 22, 2015","Jul 23, 2015",,Hardcover,view,/book/show/16129293-the-blood-of-heaven
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted,"Denfeld, Rene*",0062285505,9780062285508,0062285505,233        pp,3.95,"20,330","Mar 04, 2014","Mar 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2015",,Hardcover,view,/book/show/18090147-the-enchanted
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,802","Jul 14, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2015","Jul 29, 2015","Jun 26, 2015",,Hardcover,view,/book/show/24817626-go-set-a-watchman
