,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Huongta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Khi Loài Vật Lên Ngôi,"Čapek, Karel",,9786045375150,,360        pp,4.17,"14,406",1936,Jan 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Khi loài vật có thể nghe, hiểu, nói được với con người, có sự giao tiếp ngang bằng, trí thông minh ngang bằng or hơn thì không thể coi nó như loài vậtKhi loài vật có thể nghe, hiểu, nói được với con người, có sự giao tiếp ngang bằng, trí thông minh ngang bằng or hơn thì không thể coi nó như loài vật thấp hơn được.Vừa đọc vừa sợ ngày sa giông sẽ nổi dậy, nhưng trong truyện không phải đi từ từ rồi đẩy lên cao trào. từ 2/3 đi đọc hơi mệt, vướng vào research & report quá nhiều :|...more",Notes are private!,0,1,1,"Jun 09, 2017","Jun 11, 2017","Feb 21, 2017",,Paperback,view (with text),/book/show/33782605-khi-lo-i-v-t-l-n-ng-i
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day,"Nicholls, David",0340896965,9780340896969,0340896965,435        pp,3.83,"341,283","Jun 11, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked it, not really like.Xem phim trước khi đọc, nhưng mình lại thích phim hơn.",Notes are private!,0,2,1,"Feb 23, 2017","Mar 02, 2017","Feb 21, 2017",,Paperback,view (with text),/book/show/6280118-one-day
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sự An Ủi Của Triết Học,"de Botton, Alain*",,,,330        pp,4.01,"30,803",Jan 2000,Sep 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cuốn triết dễ đọc nhất mà mình từng đọc qua (Số lượng sách triết đã đọc chắc cũng không nhiều)Nhớ đc câu này trong sách, đại loại là ""Cuốn sách hay làCuốn triết dễ đọc nhất mà mình từng đọc qua (Số lượng sách triết đã đọc chắc cũng không nhiều)Nhớ đc câu này trong sách, đại loại là ""Cuốn sách hay là cuốn sách làm cho bạn bật cười""Cuốn này cũng thế. Tội cái là đọc xong rồi, vẫn chưa thẩm thấu được sâu sắc :D...more",Notes are private!,0,3,1,"Feb 19, 2017","Feb 22, 2017","Feb 19, 2017",,Paperback,view (with text),/book/show/27228714-s-an-i-c-a-tri-t-h-c
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giông tố,"Vũ, Trọng Phụng",,,,unknown,4.08,595,1936,1936,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 16, 2017","Feb 20, 2017","Feb 16, 2017",,Paperback,view,/book/show/13548424-gi-ng-t
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gió đầu mùa,"Thạch, Lam",,,,184        pp,4.12,"1,344","Jan 01, 1937","May 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đói.Có cảm giác cuộc sống của người Việt mình này xưa nhẹ nhàng, phong phú và nhiều cảm xúc hơn.",Notes are private!,0,1,1,"Feb 15, 2017","Feb 16, 2017","Feb 15, 2017",,Paperback,view (with text),/book/show/22296279-gi-u-m-a
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thế giới của Sophie,"Gaarder, Jostein",,,,648        pp,3.96,"259,409",1991,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2023",not set,"Feb 12, 2017",,Paperback,view,/book/show/13640419-th-gi-i-c-a-sophie
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nàng Anna xanh xao và nhiều truyện ngắn khác,"Böll, Heinrich",,9786046928072,,240        pp,3.52,58,1974,"Sep 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Không đọc nổi hết cho đến trang cuối cùng @@,Notes are private!,0,2,2,"Feb 12, 2017Feb 12, 2017","Feb 19, 2017not set","Feb 12, 2017",,Paperback,view (with text),/book/show/23252605-n-ng-anna-xanh-xao-v-nhi-u-truy-n-ng-n-kh-c
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vang bóng một thời,"Tuân, Nguyễn",,,,219        pp,4.24,"1,035",1940,Jan 2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cuốn này đối ngược lại hẳn với Việc Làng.Người Việt Mình cũng nhiều điều để khám phá quá.,Notes are private!,0,1,1,"Feb 02, 2017","Feb 07, 2017","Feb 02, 2017",,Paperback,view (with text),/book/show/13600473-vang-b-ng-m-t-th-i
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đôi lứa xứng đôi,"Nam, Cao",,8935235204393,,203        pp,4.31,"1,409",1941,Mar 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đọc cả cuốn mới phát hiện ra trước mình bỏ lỡ một vài đoạn.Có một số chỗ không hiểu :(Thêm động lực để đọc hết bộ Việt Nam Danh Tác,Notes are private!,0,1,1,"Jan 03, 2017","Jan 08, 2017","Jan 03, 2017",,Paperback,view (with text),/book/show/26594247-i-l-a-x-ng-i
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Việc làng,"Tố, Ngô Tất",,,,152        pp,4.06,341,1941,May 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trời, quả thực là bao nhiêu người đã chết oan mà.",Notes are private!,0,1,1,"Jan 03, 2017","Jan 05, 2017","Jan 03, 2017",,Paperback,view (with text),/book/show/22296355-vi-c-l-ng
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Điệu Vũ Bên Lề,"Chbosky, Stephen",6041045594,9786041045590,6041045594,290        pp,4.23,"1,793,550","Feb 01, 1999","May 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gặp một số cái tên quen thuộc: Giết con chim nhạn, bắt trẻ đồng xanh, suối nguồn...Trước để drop Trên Đường, vì cuốn này nên sẽ đọc lại :)Mình thực sựGặp một số cái tên quen thuộc: Giết con chim nhạn, bắt trẻ đồng xanh, suối nguồn...Trước để drop Trên Đường, vì cuốn này nên sẽ đọc lại :)Mình thực sự không hiểu ý nghĩa của việc đặt câu chuyện vào những lá thư :( Giống như viết nhật ký hơn.Không ngờ vì tác hại của chuyện kia lại kinh khủng như thế:(...more",Notes are private!,0,0,1,"Jun 03, 2017","Jun 04, 2017","Dec 25, 2016",,Paperback,view (with text),/book/show/22570052-i-u-v-b-n-l
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,801",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2016",,Paperback,view,/book/show/49628.Cloud_Atlas
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sách ngược đời xuôi,"Zevin, Gabrielle*",,9786046990802,,280        pp,4.03,"298,467","Apr 01, 2014","Jul 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mỗi người là một cuốn sách.Dày mỏng, hay dở tùy thuộc vào cách ta sống :D",Notes are private!,0,4,1,"Dec 23, 2016","Dec 26, 2016","Dec 24, 2016",,Paperback,view (with text),/book/show/31338734-s-ch-ng-c-i-xu-i
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bệnh nhân người Anh,"Ondaatje, Michael",,,,412        pp,3.87,"132,008",Sep 1992,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 23, 2016",,Paperback,view,/book/show/17933383-b-nh-nh-n-ng-i-anh
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người về từ sao Hỏa,"Weir, Andy*",6045353773,9786045353776,,412        pp,4.42,"1,121,163","Sep 27, 2011","Apr 22, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Có lẽ là cuốn đáng đọc nhất trong năm. Chưa đọc một cuốn dày cộp mà nhanh như cuốn này.Đọc được trong mọi loại thời tiết, mọi loại tâm trạng ^^",Notes are private!,0,11,1,"May 23, 2017","May 28, 2017","Dec 04, 2016",,Paperback,view (with text),/book/show/29976332-ng-i-v-t-sao-h-a
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ngôi nhà thạch lựu,"Wilde, Oscar",,9786046993698,,150        pp,3.85,"2,908",1888,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Qúa mâu thuẫn =((,Notes are private!,0,2,1,"Dec 10, 2016","Dec 14, 2016","Nov 27, 2016",,Paperback,view (with text),/book/show/32703831-ng-i-nh-th-ch-l-u
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bởi vì Winn-Dixie,"DiCamillo, Kate*",,,,173        pp,4.09,"257,087","Mar 01, 2000",Feb 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dễ thương :),Notes are private!,0,1,1,"Nov 27, 2016","Nov 28, 2016","Nov 27, 2016",,Paperback,view (with text),/book/show/10599106-b-i-v-winn-dixie
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chiến Binh Cầu Vồng,"Hirata, Andrea",,9786045314951,,428        pp,4.24,"30,190",2005,"May 25, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jan 2013,Jan 2013,"Oct 17, 2016",,Paperback,view,/book/show/14761611-chi-n-binh-c-u-v-ng
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trốn Chạy,"Munro, Alice",,8935235200586,B00HRGL158,452        pp,3.98,"24,850",2004,Mar 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hay hơn cuốn ""Cuộc đời yêu dấu""Hay hơn cuốn ""Cuộc đời yêu dấu""...more",Notes are private!,0,1,1,"Oct 17, 2016","Oct 24, 2016","Oct 17, 2016",,Paperback,view (with text),/book/show/13561368-tr-n-ch-y
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bột mì vĩnh cửu,"Belyaev, Alexander",,,,124        pp,3.86,294,"Jan 01, 1928",Nov 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 15, 2016","Oct 15, 2016","Oct 15, 2016",,Paperback,view,/book/show/19471740-b-t-m-v-nh-c-u
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Roger Ackroyd        (Hercule Poirot, #4)","Christie, Agatha",1579126278,9781579126278,1579126278,288        pp,4.27,"274,235","Jun 07, 1926","Sep 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sách trinh thám nhưng cuốn này đọc rất nhẹ nhàng cộng với giọng văn hài hước nên tính giải trí khá cao. Còn nội dung lại không được kịch tính lắm, nhiSách trinh thám nhưng cuốn này đọc rất nhẹ nhàng cộng với giọng văn hài hước nên tính giải trí khá cao. Còn nội dung lại không được kịch tính lắm, nhiều tình tiết hơi lan man nên không đủ thu hút tới mức phải đọc liên tục không muốn dừng lại.Kết thúc cũng không quá bất ngờ :D ...more",Notes are private!,0,1,1,"Dec 18, 2016","Dec 22, 2016","Oct 06, 2016",,Hardcover,view (with text),/book/show/16328.The_Murder_of_Roger_Ackroyd
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0425200450,9780425200452,0425200450,322        pp,4.20,"622,200","Jan 01, 1934","Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2016",,Paperback,view,/book/show/16304.Murder_on_the_Orient_Express
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",,8936024918989,,248        pp,3.90,"99,159","Jan 30, 1988",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2016",,Paperback,view,/book/show/13504433-kitchen
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người chưa bao giờ thấy biển,"Le Clézio, J.M.G.",,,,214        pp,3.53,34,unknown,"Dec 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 18, 2016","Sep 22, 2016","Sep 18, 2016",,ebook,view,/book/show/13636142-ng-i-ch-a-bao-gi-th-y-bi-n
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Những người vay mượn tí hon,"Norton, Mary",,8936024914769,,204        pp,4.03,"97,411",1952,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cũng được.Trong đầu mỗi đứa trẻ đều có một thế giới, thế giới dần thu hẹp khi chúng ta lớn lên.Ai biết được, có thể trái đất nằm trong một cái hộp, trCũng được.Trong đầu mỗi đứa trẻ đều có một thế giới, thế giới dần thu hẹp khi chúng ta lớn lên.Ai biết được, có thể trái đất nằm trong một cái hộp, trong một nhà kho cũ nào đó, của một gia đình khổng lồ :v...more",Notes are private!,0,6,1,"Sep 16, 2016","Sep 22, 2016","Sep 16, 2016",,Paperback,view (with text),/book/show/13638019-nh-ng-ng-i-vay-m-n-t-hon
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nét duyên góa phụ,"Ferney, Alice",,,,211        pp,3.72,333,"Apr 05, 1995","Sep 07, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2016","Nov 13, 2016","Sep 14, 2016",,Paperback,view,/book/show/31917083-n-t-duy-n-g-a-ph
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Câu Chuyện Nghĩa Địa,"Gaiman, Neil*",,9786046935049,,357        pp,4.16,"538,744","Sep 30, 2008","Apr 15, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quá ấn tượng. Một câu chuyện nghĩa địa nhưng không hề u ám. Có những phân đoạn hồi hộp đúng nghĩa, có đủ những cảnh cảm động, có hài hước :xNhưng mìnhQuá ấn tượng. Một câu chuyện nghĩa địa nhưng không hề u ám. Có những phân đoạn hồi hộp đúng nghĩa, có đủ những cảnh cảm động, có hài hước :xNhưng mình cần thêm 50 page nói về Jack và Hội của hắn, cuộc chiến của Silas......more",Notes are private!,0,1,1,"Dec 26, 2016","Jan 02, 2017","Sep 13, 2016",,Paperback,view (with text),/book/show/13413491-c-u-chuy-n-ngh-a-a
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Điều kỳ diệu của tiệm tạp hóa Namiya,"Higashino, Keigo",6045364678,9786045364673,,358        pp,4.43,"29,945","Mar 28, 2012","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đọc chương đầu đúng kiểu drama nhảm nhí, nhưng qua được chương đầu thì rất hay.",Notes are private!,0,0,1,"Mar 28, 2018","Mar 31, 2018","Sep 13, 2016",,Paperback,view (with text),/book/show/31277781-i-u-k-di-u-c-a-ti-m-t-p-h-a-namiya
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alexis Zorba - Con người hoan lạc,"Kazantzakis, Nikos",,8936024914172,,476        pp,4.05,"51,495",1946,"Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2017","May 22, 2017","Sep 11, 2016",,Paperback,view,/book/show/13556402-alexis-zorba---con-ng-i-hoan-l-c
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gỗ Mun,"Kapuściński, Ryszard",,,,469        pp,4.39,"14,873",1998,"Oct 15, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sa mạc, cát, nóng, nghèo, đói, chiến tranh, nô lệ.Không có hồi kết.""Nghịch lý của thế giới chúng ta: nếu tính chi phí vận chuyển, dịch vụ, lưu kho và Sa mạc, cát, nóng, nghèo, đói, chiến tranh, nô lệ.Không có hồi kết.""Nghịch lý của thế giới chúng ta: nếu tính chi phí vận chuyển, dịch vụ, lưu kho và bảo quản thực phẩm, thì chi phí của một bữa ăn (thường là một nắm ngô) cho người trong một trại tị nạn nào đó, ví dụ như ở Sudan, còn cao hơn giá một bữa tối trong tiệm ăn đắt tiền nhất Paris.""...more",Notes are private!,0,6,1,"Sep 28, 2016","Oct 11, 2016","Sep 08, 2016",,,view (with text),/book/show/13507222-g-mun
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hẹn gặp lại trên kia,"Lemaitre, Pierre",,,,446        pp,4.19,"14,487","Aug 21, 2013","Sep 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Có những sự thật không thể tưởng tượng nổi.Câu chuyện ở xứ Pháp đó. VN mình cũng trải qua bao nhiêu cuộc chiến, với những thủ tục còn kém hơn, ai dám Có những sự thật không thể tưởng tượng nổi.Câu chuyện ở xứ Pháp đó. VN mình cũng trải qua bao nhiêu cuộc chiến, với những thủ tục còn kém hơn, ai dám đảm bảo điều gì. Tất cả dựa vào cái tâm của con người thôi....more",Notes are private!,0,2,1,"Feb 25, 2017","Feb 28, 2017","Sep 08, 2016",,Paperback,view (with text),/book/show/31916557-h-n-g-p-l-i-tr-n-kia
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoàng Tử Hạnh Phúc,"Wilde, Oscar",,9786045363737,,83        pp,4.11,"21,081",May 1888,"Aug 24, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ta bảo truyện thiếu nhi của nước ngoài rất sâu và sắc mà.,Notes are private!,0,4,1,"Sep 20, 2016","Sep 22, 2016","Sep 08, 2016",,Paperback,view (with text),/book/show/31917466-ho-ng-t-h-nh-ph-c
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aura,"Fuentes, Carlos",9580469717,9789580469711,9580469717,118        pp,3.82,"35,852",1962,"Jul 08, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Được cảnh báo trước về một cuốn sách ma mị rồi nhưng vẫn không khỏi cảm thấy bứt rứt, khó hiểu.",Notes are private!,0,1,1,"Sep 08, 2016","Sep 09, 2016","Sep 08, 2016",,Paperback,view (with text),/book/show/56899.Aura
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La place,"Ernaux, Annie*",2070377229,9782070377220,2070377229,114        pp,3.88,"24,095","Dec 19, 1983","Apr 27, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nhặt sách ở Nhã Nam vì bìa sách rất đẹp.Nhã Nam làm bìa sách đẹp, đẹp hơn nội dung bên trong.",Notes are private!,0,1,1,"Sep 08, 2016","Sep 08, 2016","Sep 08, 2016",,Mass Market Paperback,view (with text),/book/show/399264.La_place
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bà nội găngxtơ,"Walliams, David",,,,241        pp,4.25,"26,004","Oct 01, 2011",Dec 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2016",,Paperback,view,/book/show/29219183-b-n-i-g-ngxt
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người đàn bà mù chữ,"Kristóf, Ágota",,,,57        pp,4.11,"5,992","Aug 27, 2004","Nov 13, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[ebook]57 trang, cũng thành một cuốn sách.Như là được tóm tắt cuộc đời tác giả",Notes are private!,0,0,1,"Jan 28, 2024","Jan 28, 2024","Aug 24, 2016",,ebook,view (with text),/book/show/31674303-ng-i-n-b-m-ch
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ông trăm tuổi trèo qua cửa sổ và biến mất,"Jonasson, Jonas",,,,516        pp,3.82,"277,070","Sep 09, 2009",2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đọc tới 80% rồi mà phải đợi qua năm sau mới completed.,Notes are private!,0,2,1,not set,Jan 2015,"Aug 20, 2016",,Paperback,view (with text),/book/show/18597083-ng-tr-m-tu-i-tr-o-qua-c-a-s-v-bi-n-m-t
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,866","Aug 20, 2010",Sep 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2016",,Hardcover,view,/book/show/7937843-room
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nàng Aura,"Fuentes, Carlos",,,,94        pp,3.82,"35,852",1962,"Jun 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2016",,Paperback,view,/book/show/30741920-n-ng-aura
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phật ở tầng áp mái,"Otsuka, Julie",,,,304        pp,3.69,"57,727","Aug 23, 2011",Mar 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2016",,Paperback,view,/book/show/21816824-ph-t-t-ng-p-m-i
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bốn mùa - Trời và đất,"Márai, Sándor",,,,572        pp,4.25,315,"Jan 01, 1937",Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2016",,Paperback,view,/book/show/12543392-b-n-m-a---tr-i-v-t
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đừng mơ từ bỏ sách giấy,"Eco, Umberto",,9786047708307,,259        pp,4.06,"2,564","Oct 14, 2009",Dec 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2016",,Paperback,view,/book/show/20655776-ng-m-t-b-s-ch-gi-y
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ông Già và Biển Cả,"Hemingway, Ernest",,,,143        pp,3.80,"1,148,279","Sep 01, 1952",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chỉ khoảng 130 page cũng là đủ.Đủ để gây tò mò, đủ đề tạo cảm giác hồi hộp, đủ để bất ngờ, đủ để suy nghĩ.Đủ để đọc hết liên tục không ngưng nghỉ.",Notes are private!,0,0,1,"Aug 04, 2016","Aug 06, 2016","Aug 04, 2016",,Paperback,view (with text),/book/show/25221793-ng-gi-v-bi-n-c
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mù Lòa,"Saramago, José",,,,412        pp,4.17,"289,760",1995,Jun 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2016",,Paperback,view,/book/show/13509366-m-l-a
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sau lưng Gió Bấc,"MacDonald, George",,,,346        pp,4.00,"7,644",1871,Jul 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nội dung thì hay nhưng giọng văn buồn ngủ quá :(,Notes are private!,0,1,1,"May 15, 2017","May 21, 2017","Jul 19, 2016",,Paperback,view (with text),/book/show/30987005-sau-l-ng-gi-b-c
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anne Tóc Đỏ dưới Chái Nhà Xanh,"Montgomery, L.M.",,,,430        pp,4.31,"978,799",1908,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[Ebook]Anne ban đầu nói nhiều dữ dội, trước có nhân vật Zazie trong tàu điện ngầm nói nhiều quá làm mình đã bỏ cuộc. May mà mình nghe Anne nói thì mìn[Ebook]Anne ban đầu nói nhiều dữ dội, trước có nhân vật Zazie trong tàu điện ngầm nói nhiều quá làm mình đã bỏ cuộc. May mà mình nghe Anne nói thì mình chỉ tưởng tượng bạn ấy đang viết thư thôi.Từ một đứa bé có những phản ứng thái quá, câu từ đao to búa lớn đến lúc trưởng thành biết kiềm chế hơn.Mình muốn đọc vì nghĩ bạn ấy sẽ có nhiều cách dùng từ hay, nhiều tính từ hơn... nhưng có vẻ mình cũng không ấn tượng được nhiều....more",Notes are private!,0,0,1,"Feb 12, 2024","Feb 21, 2024","Jul 19, 2016",,Paperback,view (with text),/book/show/16007229-anne-t-c-d-i-ch-i-nh-xanh
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quân Khu Nam Đồng,"Bình, Ca",,,,437        pp,4.29,"1,396","Jan 01, 2015",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2016",,Paperback,view,/book/show/25674930-qu-n-khu-nam-ng
