,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rebecca's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1802,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Borrowers        (The Borrowers, #1)","Norton, Mary",0152047379,9780152047375,0152047379,180        pp,4.03,"97,409",1952,"Apr 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2013",,Paperback,view,/book/show/348573.The_Borrowers
1803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Land of the Unicorns        (The Unicorn Chronicles, #1)","Coville, Bruce",0439108381,9780439108386,0439108381,176        pp,4.07,"18,714",1994,"Nov 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2013",,Paperback,view,/book/show/114701.Into_the_Land_of_the_Unicorns
1804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twits,"Dahl, Roald",0141318309,9780141318301,0141318309,96        pp,3.97,"143,985",1980,"Jun 24, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2013",,Paperback,view,/book/show/31456.The_Twits
1805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Short Stories of Roald Dahl,"Dahl, Roald",,,,768        pp,4.39,"7,230","Oct 17, 2006","Oct 29, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2013",,Hardcover,view,/book/show/130105.The_Collected_Short_Stories_of_Roald_Dahl
1806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,George's Marvellous Medicine,"Dahl, Roald",0224064908,9780224064903,0224064908,120        pp,4.03,"92,287","Jan 10, 1981",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2013",,Hardcover,view,/book/show/74532.George_s_Marvellous_Medicine
1807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thief Lord,"Funke, Cornelia*",1903434777,9781903434772,1903434777,350        pp,3.98,"97,629",Jan 2000,"Jul 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/113304.The_Thief_Lord
1808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maze Runner        (The Maze Runner, #1)","Dashner, James*",0385737947,9780385737944,0385737947,384        pp,4.05,"1,527,988","Oct 06, 2009","Oct 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really thought this book would be cool and interesting, but it turned out to be awkward and lame. Oh well.",Notes are private!,0,0,1,"Oct 14, 2015","Oct 21, 2015","Jul 24, 2013",,Hardcover,view (with text),/book/show/6186357-the-maze-runner
1809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alanna: The First Adventure        (Song of the Lioness, #1)","Pierce, Tamora*",0689878559,9780689878558,0689878559,274        pp,4.27,"130,443","Sep 01, 1983","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Mass Market Paperback,view,/book/show/13831.Alanna
1810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hush, Hush        (Hush, Hush, #1)","Fitzpatrick, Becca*",1416989412,9781416989417,1416989412,391        pp,3.93,"704,580","Oct 13, 2009","Oct 13, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2015","Nov 14, 2015","Jul 24, 2013",,Hardcover,view,/book/show/6339664-hush-hush
1811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Graceling        (Graceling Realm, #1)","Cashore, Kristin",,9780152063962,015206396X,471        pp,4.07,"461,315","Oct 01, 2008","Oct 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2015","Apr 22, 2015","Jul 24, 2013",,Hardcover,view,/book/show/3236307-graceling
1812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,598,971","Mar 03, 2005","Dec 28, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2016","Feb 21, 2016","Jul 24, 2013",,Paperback,view,/book/show/99561.Looking_for_Alaska
1813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",014131088X,9780141310886,014131088X,202        pp,4.05,"592,408","Oct 22, 1999","Apr 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2016","Apr 04, 2016","Jul 24, 2013",,Paperback,view,/book/show/439288.Speak
1814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neverending Story,"Ende, Michael",0525457585,9780525457589,0525457585,396        pp,4.18,"201,321","Sep 01, 1979",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Hardcover,view,/book/show/27712.The_Neverending_Story
1815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Bees,"Kidd, Sue Monk*",0142001740,9780142001745,0142001740,302        pp,4.09,"1,291,116","Nov 08, 2001","Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/37435.The_Secret_Life_of_Bees
1816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maniac Magee,"Spinelli, Jerry",0590452037,9780590452038,0590452037,184        pp,3.90,"124,988","Apr 02, 1990","Apr 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/139463.Maniac_Magee
1817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Sidewalk Ends,"Silverstein, Shel",0060513039,9780060513030,0060513039,176        pp,4.33,"1,402,840",1974,Nov 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2013",,Hardcover,view,/book/show/30119.Where_the_Sidewalk_Ends
1818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,680",1908,"May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2013",,Mass Market Paperback,view,/book/show/8127.Anne_of_Green_Gables
1819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuck Everlasting,"Babbitt, Natalie",0374480095,9780374480097,0374480095,148        pp,3.90,"274,226",1975,"Nov 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/84981.Tuck_Everlasting
1820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,554","Oct 15, 1952","Oct 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/24178.Charlotte_s_Web
1821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,137,974","Jan 10, 2012","Jan 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2013","Sep 23, 2013","Jul 22, 2013",,Hardcover,view,/book/show/11870085-the-fault-in-our-stars
1822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2010,"Russo, Richard*",0547055323,9780547055329,0547055323,421        pp,3.95,"1,560",2010,"Sep 28, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2013",,Paperback,view,/book/show/7661067-the-best-american-short-stories-2010
1823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,607","May 28, 2009","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2013",,Hardcover,view,/book/show/10357575-1q84
1824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,460","May 03, 2011","Jun 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2013",,Hardcover,view,/book/show/9118135-state-of-wonder
1825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bossypants,"Fey, Tina",,,,283        pp,3.96,"1,005,287","Apr 05, 2011","Apr 05, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 21, 2014","Apr 21, 2014","Jun 27, 2013",,Kindle Edition,view,/book/show/9418327-bossypants
1826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024035,9780062024039,0062024035,487        pp,4.14,"3,973,848","Apr 25, 2011","Jan 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2013","Aug 12, 2013","Jun 27, 2013",,Paperback,view,/book/show/13335037-divergent
1827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Object Lessons: The Paris Review Presents the Art of the Short Story,"Stein, Lorin",1250005981,9781250005984,1250005981,368        pp,3.79,588,"Aug 07, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2013",,Paperback,view,/book/show/13167173-object-lessons
1828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writing the Short Story: A Hands-On Program,"Bickham, Jack M.",0898796709,9780898796704,0898796709,213        pp,3.66,83,"Sep 15, 1994","Jan 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 24, 2013",,Hardcover,view,/book/show/2204017.Writing_the_Short_Story
1829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shiloh and Other Stories,"Mason, Bobbie Ann",0375758437,9780375758430,0375758437,256        pp,3.92,"1,368","Nov 01, 1982","Aug 07, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2013",,Paperback,view,/book/show/98803.Shiloh_and_Other_Stories
1830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seagull Reader: Stories,"Kelly, Joseph*",0393930912,9780393930917,0393930912,552        pp,3.83,281,"Oct 01, 2000","Dec 17, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2013","Jun 10, 2013","Jun 08, 2013",,Paperback,view,/book/show/979344.The_Seagull_Reader
1831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Handful of Dust,"Waugh, Evelyn",0316926051,9780316926058,0316926051,308        pp,3.90,"26,365",1934,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2013",,Paperback,view,/book/show/531262.A_Handful_of_Dust
1832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Road,"Yates, Richard",,,,355        pp,3.92,"88,303","Dec 31, 1961","Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 02, 2013",,Paperback,view,/book/show/48328.Revolutionary_Road
1833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Mr Biswas,"Naipaul, V.S.",0330487191,9780330487191,0330487191,623        pp,3.81,"21,089",1961,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/5849.A_House_for_Mr_Biswas
1834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618485228,9780618485222,0965141667,291        pp,4.01,"269,624","Sep 16, 2003","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/33917.The_Namesake
1835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,603","Apr 22, 2008",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Hardcover,view,/book/show/1768603.The_White_Tiger
1836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Arsonist's Guide to Writers' Homes in New England,"Clarke, Brock",1565125517,9781565125513,1565125517,305        pp,2.97,"6,432","Sep 04, 2007","Sep 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 31, 2013",,Hardcover,view,/book/show/733462.An_Arsonist_s_Guide_to_Writers_Homes_in_New_England
1837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kitchen House,"Grissom, Kathleen*",1439153663,9781439153666,1439153663,369        pp,4.22,"275,040","Feb 02, 2010","Feb 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/6837103-the-kitchen-house
1838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,294","Apr 30, 2009",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/6101138-wolf-hall
1839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",0385340990,9780385340991,B002WTC8RA,277        pp,4.19,"752,807","Jul 29, 2008","Jul 29, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is sweet and cute. It's a fluffy, beach read that might be a nice pick-me-up if you're down. That being said, there wasn't anything that truThis book is sweet and cute. It's a fluffy, beach read that might be a nice pick-me-up if you're down. That being said, there wasn't anything that truly wowed me....more",Notes are private!,0,0,1,"Mar 11, 2016","Mar 12, 2016","May 31, 2013",,Hardcover,view (with text),/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
1840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cool Hand Luke,"Pearce, Donn",1560252286,9781560252283,1560252286,311        pp,4.14,"1,438",1965,"Aug 18, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/973352.Cool_Hand_Luke
1841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Towns,"Green, John*",0525478183,9780525478188,0525478183,305        pp,3.71,"1,357,323","Oct 16, 2008","Oct 16, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2015","Jul 06, 2015","May 31, 2013",,Hardcover,view,/book/show/2914097-paper-towns
1842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy in the Striped Pajamas,"Boyne, John*",,,,224        pp,4.16,"830,205",2006,"Sep 12, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2015","Jul 25, 2015","May 31, 2013",,Hardcover,view,/book/show/39999.The_Boy_in_the_Striped_Pajamas
1843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pope Joan,"Cross, Donna Woolfolk*",0345416260,9780345416261,0345416260,422        pp,4.09,"71,490",1996,"Jun 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/27252.Pope_Joan
1844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Apples,"Welty, Eudora",015636090X,9780156360906,015636090X,288        pp,3.81,"1,175",1949,"Sep 14, 1956",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2013",,Paperback,view,/book/show/12589.The_Golden_Apples
1845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Optimist's Daughter,"Welty, Eudora",037550835X,9780375508356,037550835X,180        pp,3.52,"13,957",1972,"May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2013",,Hardcover,view,/book/show/12585.The_Optimist_s_Daughter
1846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of a Dog,"Bulgakov, Mikhail",0802150594,9780802150592,0802150594,123        pp,4.10,"59,655",1925,"Jan 21, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2013",,Paperback,view,/book/show/113205.Heart_of_a_Dog
1847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Doctor's Wife,"Ariyoshi, Sawako",4770029748,9784770029744,4770029748,174        pp,3.80,775,1966,"Feb 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 30, 2013",,Paperback,view,/book/show/80605.The_Doctor_s_Wife
1848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear of Flying,"Jong, Erica",,,,461        pp,3.47,"21,765",1973,"Nov 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 29, 2013",,Paperback,view,/book/show/9654.Fear_of_Flying
1849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of the Heart,"Bowen, Elizabeth",0385720173,9780385720175,0385720173,418        pp,3.65,"8,324",1938,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2013",,Paperback,view,/book/show/91494.The_Death_of_the_Heart
1850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Net,"Murdoch, Iris",0140014454,9780140014457,0140014454,252        pp,3.77,"15,059",1954,"Oct 27, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2013",,Paperback,view,/book/show/11324.Under_the_Net
1851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Flower and the Secret Fan,"See, Lisa*",0812968069,9780812968064,B00118WLJS,269        pp,4.09,"372,441","Feb 21, 2005","Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2013",,Paperback,view,/book/show/1103.Snow_Flower_and_the_Secret_Fan
1852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lightning Thief        (Percy Jackson and the Olympians, #1)","Riordan, Rick*",,,,377        pp,4.31,"3,011,364","Jul 28, 2005","Mar 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 22, 2013","Jul 26, 2013","May 27, 2013",,Paperback,view,/book/show/28187.The_Lightning_Thief
1853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tobacco Road,"Caldwell, Erskine",082031661X,9780820316611,082031661X,192        pp,3.71,"15,218",1932,"Feb 01, 1995",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Boring and repetitive. It's like Flannery O'Connor but with brain damage. Boring and repetitive. It's like Flannery O'Connor but with brain damage. ...more,Notes are private!,0,0,1,"Jun 23, 2015","Jun 28, 2015","May 27, 2013",,Paperback,view (with text),/book/show/59091.Tobacco_Road
1854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit, Run        (Rabbit Angstrom, #1)","Updike, John",0449911659,9780449911655,0449911659,325        pp,3.58,"60,211",1960,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2013",,Paperback,view,/book/show/85386.Rabbit_Run
1855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire to Fire,"Doty, Mark",0060752475,9780060752477,0060752475,336        pp,4.16,822,"Mar 01, 2008","Mar 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 26, 2013",,Hardcover,view,/book/show/1580749.Fire_to_Fire
1856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New And Selected Poems,"Justice, Donald",0679765980,9780679765981,0679765980,192        pp,4.06,98,1995,"Apr 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2013","Oct 12, 2013","May 26, 2013",,Paperback,view,/book/show/546437.New_And_Selected_Poems
1857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steps,"Kosiński, Jerzy",0802135269,9780802135261,0802135269,148        pp,3.77,"3,573",1968,"Aug 07, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2013",,Paperback,view,/book/show/18464.Steps
1858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wings of the Dove,"James, Henry",0812967194,9780812967197,0812967194,741        pp,3.79,"17,053",1902,"Apr 08, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2013",,Paperback,view,/book/show/124272.The_Wings_of_the_Dove
1859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magic Barrel,"Malamud, Bernard",0374525862,9780374525866,0374525862,240        pp,3.93,"2,636",1950,"Jul 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2013",,Paperback,view,/book/show/14084.The_Magic_Barrel
1860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Long Engagement,"Japrisot, Sébastien",0452272971,9780452272972,0452272971,327        pp,3.90,"7,281","Sep 06, 1991","Sep 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2013",,Paperback,view,/book/show/588002.A_Very_Long_Engagement
1861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underworld,"DeLillo, Don",0330369954,9780330369954,0330369954,827        pp,3.94,"31,409","Oct 03, 1997",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2013",,Paperback,view,/book/show/11761.Underworld
1862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ironweed,"Kennedy, William",0743263065,9780743263061,0743263065,208        pp,3.87,"16,844",1983,"Sep 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 25, 2018","Sep 25, 2018","May 26, 2013",,Paperback,view,/book/show/267243.Ironweed
